assay_id,src_id,tissue_id,confidence_score,doc_id,assay_organism,description,assay_type,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
4040,1,,8,3595,Canis lupus familiaris,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 4 hr to canine,B,,,9615.0,,,
4041,1,,8,3595,Canis lupus familiaris,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 8 hr,B,,,9615.0,,,
4042,1,,8,3595,Canis lupus familiaris,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 8 hr to canine,B,,,9615.0,,,
4043,1,,8,9203,Cavia porcellus,Ability to inhibit 5-lipoxygenase in guinea pig,B,,,10141.0,,,
4044,1,,8,82,Cavia porcellus,Inhibition of [14C]arachidonic acid conversion to 5-HETE by broken cell 5-lipoxygenase in vitro (guinea pig PMN),B,,,10141.0,,,
4045,1,,8,11090,Cavia porcellus,Compound was tested for the inhibition of 5-lipoxygenase (5-Lpo) in guinea pig.,B,,,10141.0,,,
4046,1,178.0,8,12832,Cavia porcellus,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 12 h, following intravenous administration at the dose of 1.0 mg/kg",B,,,10141.0,,Blood,
4047,1,,8,1065,Cavia porcellus,In vitro 5-lipoxygenase inhibition in guinea pig PMNs was determined based on 5-hydroxyeicosapentaenoic acid (5-HETE) production,B,,,10141.0,,,
4048,1,,8,1065,Cavia porcellus,In vitro 5-lipoxygenase inhibition in guinea pig PMNs was determined based on LTB4 production,B,,,10141.0,,,
4049,1,,8,12832,Cavia porcellus,In vitro 5-lipoxygenase inhibitory activity against A-23187-stimulated conversion of [14C]-AA to 5-HETE in guinea pig peritoneal polymorphonuclear leukocytes,B,,,10141.0,,,
4050,1,,8,12832,Cavia porcellus,In vitro 5-lipoxygenase inhibitory activity against A-23187-stimulated conversion of [14C]AA to LTB4 in guinea pig peritoneal polymorphonuclear leukocytes,B,,,10141.0,,,
4051,1,,8,12832,Cavia porcellus,In vitro 5-lipoxygenase inhibitory activity against A-23187-stimulated conversion of [14C]AA to LTB4 in guinea pig peritoneal polymorphonuclear leukocytes,B,,,10141.0,,,
4052,1,,8,10504,Cavia porcellus,Inhibition against 5-lipoxygenase from guinea pig polymorphonuclear lymphocytes,B,,,10141.0,,,
4053,1,,8,7788,Cavia porcellus,Inhibitory activity against 5-lipoxygenase,B,,,10141.0,,,
4054,1,,8,10001,Cavia porcellus,Inhibitory activity against 5-lipoxygenase in guinea pig leukocyte,B,,,10141.0,,,
4055,1,,8,10193,Cavia porcellus,Inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase using guinea pig supernatant,B,,,10141.0,,,
4056,1,,8,13243,Cavia porcellus,Inhibitory activity against partially-purified Guinea pig PMN 5-lipoxygenase,B,,,10141.0,,,
4057,1,,8,13243,Cavia porcellus,Inhibitory activity uM,B,,,10141.0,,,
4058,1,,8,969,Cavia porcellus,Inhibitory activity against 5-lipoxygenase in guinea pig leukocytes was determined,B,,,10141.0,,,
4059,1,,8,10001,Cavia porcellus,Inhibitory activity against 5-lipoxygenase at 10 uM,B,,,10141.0,,,
4060,1,,8,7788,Cavia porcellus,Inhibitory activity against 5-lipoxygenase at a dose of 0.1 mM,B,,,10141.0,,,
4061,1,,8,10001,Cavia porcellus,Inhibitory activity against 5-lipoxygenase in guinea pig leukocyte at 30 uM,B,,,10141.0,,,
4062,1,,8,10193,Cavia porcellus,Inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase using guinea pig supernatant at 10 uM,B,,,10141.0,,,
4063,1,,8,13243,Cavia porcellus,Inhibitory activity uM,B,,,10141.0,,,
4064,1,,8,13243,Cavia porcellus,Inhibitory activity against partially-purified Guinea pig PMN 5-lipoxygenase at 10 uM,B,,,10141.0,,,
4065,1,,8,13243,Cavia porcellus,Inhibitory activity uM,B,,,10141.0,,,
4066,1,,8,13243,Cavia porcellus,Inhibitory activity uM,F,,,10141.0,,,
4067,1,,8,10504,Cavia porcellus,Percent inhibition against 5-lipoxygenase from guinea pig polymorphonuclear lymphocytes,B,,,10141.0,,,
4068,1,,8,7788,Cavia porcellus,Inhibitory activity against 5-lipoxygenase at a dose of 0.1 mM,B,,,10141.0,,,
4069,1,2116.0,8,10546,Cavia porcellus,Evaluated for inhibition of the formation and release of 5-lipoxygenase in isolated guinea pig ileum,F,,,10141.0,,Ileum,
4070,1,,8,13183,,5-lipoxygenase Inhibitory activity was measured by enzyme immunoassay using human whole blood stimulated with calcium ionophore (A23187) and LTB4 (leukotriene B4),B,,,,,,
4071,1,,8,13183,,5-lipoxygenase Inhibitory activity was measured by enzyme immunoassay using human whole blood stimulated with calcium ionophore (A23187) and LTB4 (leukotriene B4),B,,,,,,
4072,1,,8,2578,,Compound was evaluated for in vitro inhibition of recombinant human 5-lipoxygenase (5-LO),B,,,,,,
4073,1,,8,12780,,In vitro inhibition of human 5-Lipoxygenase.,B,,,,,,
4074,1,2107.0,0,7411,Rattus norvegicus,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 75 uM,B,,,10116.0,,Liver,
4075,1,2107.0,0,7411,Rattus norvegicus,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1 uM,B,,,10116.0,,Liver,
4076,1,2107.0,0,7411,Rattus norvegicus,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM,B,,,10116.0,,Liver,
4077,1,2107.0,0,7411,Rattus norvegicus,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM exposed 100 uM,B,,,10116.0,,Liver,
4078,1,2107.0,0,7411,Rattus norvegicus,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 100 uM,B,,,10116.0,,Liver,
4079,1,2107.0,0,7411,Rattus norvegicus,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,B,,,10116.0,,Liver,
4080,1,2107.0,0,7411,Rattus norvegicus,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,B,,,10116.0,,Liver,
4081,1,2107.0,0,7411,Rattus norvegicus,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 150 uM,B,,,10116.0,,Liver,
4082,1,2107.0,0,7411,Rattus norvegicus,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1500 uM,B,,,10116.0,,Liver,
4083,1,2107.0,0,7411,Rattus norvegicus,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 2.5 uM,B,,,10116.0,,Liver,
4084,1,2107.0,0,7411,Rattus norvegicus,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 200 uM,B,,,10116.0,,Liver,
4085,1,2107.0,0,7411,Rattus norvegicus,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 27.5 uM,B,,,10116.0,,Liver,
4086,1,2107.0,0,7411,Rattus norvegicus,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 5 uM,B,,,10116.0,,Liver,
4087,1,2107.0,0,7411,Rattus norvegicus,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,B,,,10116.0,,Liver,
4088,1,2107.0,0,7411,Rattus norvegicus,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 500 uM,B,,,10116.0,,Liver,
4089,1,2107.0,0,7411,Rattus norvegicus,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to exposed to 3-methylcholanthrene at concentration of 200 uM,B,,,10116.0,,Liver,
4090,1,2107.0,0,7411,Rattus norvegicus,"Compound was evaluated for inhibition constant, in liver microsomes from 3-methylcholanthrene-exposed rats",B,,,10116.0,,Liver,
4091,1,2107.0,0,7411,Rattus norvegicus,"Compound was evaluated for inhibition constant, in liver microsomes from beta-naphthoflavone-exposed rats",B,,,10116.0,,Liver,
4092,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 100 uM,B,,,10116.0,,Liver,
4093,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 200 uM,B,,,10116.0,,Liver,
4094,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 50 uM,B,,,10116.0,,Liver,
4095,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at 5 uM,B,,,10116.0,,Liver,
4096,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at 50 uM,B,,,10116.0,,Liver,
4097,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 10 uM,B,,,10116.0,,Liver,
4098,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 100 uM,B,,,10116.0,,Liver,
4099,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 1 uM,B,,,10116.0,,Liver,
4100,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 20 uM,B,,,10116.0,,Liver,
4101,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 200 uM,B,,,10116.0,,Liver,
4102,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 25 uM,B,,,10116.0,,Liver,
4103,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 50 uM,B,,,10116.0,,Liver,
4104,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 75 uM,B,,,10116.0,,Liver,
4105,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1 uM,B,,,10116.0,,Liver,
4106,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM,B,,,10116.0,,Liver,
4107,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 100 uM,B,,,10116.0,,Liver,
4108,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,B,,,10116.0,,Liver,
4109,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 150 uM,B,,,10116.0,,Liver,
4110,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1500 uM,B,,,10116.0,,Liver,
4111,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 2.5 uM,B,,,10116.0,,Liver,
4112,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 200 uM,B,,,10116.0,,Liver,
4113,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 5 uM,B,,,10116.0,,Liver,
4114,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,B,,,10116.0,,Liver,
4115,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 500 uM,B,,,10116.0,,Liver,
4116,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 1000 uM,B,,,10116.0,,Liver,
4117,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 1500 uM,B,,,10116.0,,Liver,
4118,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 27.5 uM,B,,,10116.0,,Liver,
4119,1,2107.0,0,7411,Rattus norvegicus,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 500 uM,B,,,10116.0,,Liver,
4120,1,2107.0,0,7411,Rattus norvegicus,Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,B,,,10116.0,,Liver,
4121,1,,0,7411,Rattus norvegicus,Vmax determined by 7-ethoxycoumarin deethylation in the presence by liver microsomes from rats exposed to 3-methylcholanthrene at concentration of 10 uM,B,,,10116.0,,,
4122,1,2107.0,0,7411,Rattus norvegicus,"Compound was evaluated for alpha -rate constant, in liver microsomes from 3-methylcholanthrene-exposed rats",B,,,10116.0,,Liver,
4123,1,2107.0,0,7411,Rattus norvegicus,"Compound was evaluated for alpha -rate constant, in liver microsomes from beta-naphthoflavone-exposed rats",B,,,10116.0,,Liver,
4124,1,2107.0,0,7411,Rattus norvegicus,"Compound was evaluated for alpha -rate constant, in liver microsomes from beta-naphthoflavone-exposed rats; competitive inhibition",B,,,10116.0,,Liver,
4125,1,2107.0,0,7411,Rattus norvegicus,"Compound was evaluated for alpha inhibition constant, in liver microsomes from 3-methylcholanthrene-exposed rats",B,,,10116.0,,Liver,
4126,1,2107.0,0,7411,Rattus norvegicus,"Compound was evaluated for alpha inhibition constant, in liver microsomes from beta-naphthoflavone-exposed rats",B,,,10116.0,,Liver,
4127,1,,1,10797,Homo sapiens,In vitro inhibition of 7226/S myeloma cancer cell line,F,,,9606.0,,,RPMI-8226
4128,1,,1,6881,Homo sapiens,In vitro antitumor activity of compound against 7404 cell line (human liver carcinoma cells),F,,,9606.0,,,BEL-7404 tumor cell line
4129,1,,1,3838,Homo sapiens,In vitro growth inhibition of compound was determined against 768-0 cell lines of Renal cancer,F,,,9606.0,,,786-0
4130,1,,1,3838,Homo sapiens,In vitro growth inhibition of compound was determined against 768-0 cell lines of Renal cancer,F,,,9606.0,,,786-0
4131,1,,1,12981,Cricetulus griseus,Net accumulation of the [99mTc]Isonitrile complex was measured in 77A cell lines in the presence of Verapamil.,F,,,10029.0,,,V79
4132,1,,1,12981,Cricetulus griseus,Verapamil index represents the ratio of net uptake in the presense of verapamil over control in 77A cell lines.,F,,,10029.0,,,V79
4133,1,,1,7653,Rattus norvegicus,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 10 ug/mL dose,F,,,10116.0,,,7800C1 cell line
4134,1,,1,7653,Rattus norvegicus,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 2 ug/mL dose,F,,,10116.0,,,7800C1 cell line
4135,1,,1,7653,Rattus norvegicus,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 20 ug/mL dose,F,,,10116.0,,,7800C1 cell line
4136,1,,1,7653,Rattus norvegicus,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 5 ug/mL dose,F,,,10116.0,,,7800C1 cell line
4137,1,,1,7653,Rattus norvegicus,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 50 ug/mL dose,F,,,10116.0,,,7800C1 cell line
4138,1,,1,7653,Rattus norvegicus,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 75 ug/mL dose,F,,,10116.0,,,7800C1 cell line
4139,1,,1,17229,Homo sapiens,In vitro antitumor activity against renal 786-0 tumor cell lines,F,,,9606.0,,,786-0
4140,1,,1,12858,Homo sapiens,Cytotoxic activity against 786-0 Renal cancer cell line,F,,,9606.0,,,786-0
4141,1,,1,16325,Homo sapiens,Growth inhibitory activity was determined against 786-0 cancer cell line of Renal cancer,F,,,9606.0,,,786-0
4142,1,,1,16325,Homo sapiens,Growth inhibitory activity was determined against 786-0 cancer cell line of renal cancer,F,,,9606.0,,,786-0
4143,1,,1,5858,Homo sapiens,In vitro antitumor activity against human renal 786-0 cell line,F,,,9606.0,,,786-0
4144,1,,1,16325,Homo sapiens,Inhibition of Renal cancer in 786-0 cancer cell lines,F,,,9606.0,,,786-0
4145,1,,1,14696,Homo sapiens,Inhibition of the growth of renal cancer(786-0) cell line. value in parentheses is percent inhibition at 0.01 uM,F,,,9606.0,,,786-0
4146,1,,1,3786,Homo sapiens,The compound was tested for its cytotoxic activity against the following renal cancer cell lines 786-0,F,,,9606.0,,,786-0
4147,1,,1,14696,Homo sapiens,inhibition of the growth of renal cancer(786-0) cell line,F,,,9606.0,,,786-0
4148,1,,1,14769,Homo sapiens,Compound was evaluated for in vitro activity against 786-0 kidney cell lines (Human tumor cells ),F,,,9606.0,,,786-0
4149,1,,1,15354,Homo sapiens,Compound was tested for the growth inhibition of 786-0 renal tumor cell line,F,,,9606.0,,,786-0
4150,1,,1,14255,Homo sapiens,The IC50 value was measured on 786-0 cell line in ovarian tumor,F,,,9606.0,,,786-0
4151,1,,1,14255,Homo sapiens,The IC50 value was measured on 786-0 cell line in ovarian tumor t,F,,,9606.0,,,786-0
4152,1,,1,14255,Homo sapiens,The IC50 value was measured on 786-0 cell line in renal tumor type.,F,,,9606.0,,,786-0
4153,1,,1,14696,Homo sapiens,Inhibition of the growth of renal cancer(786-0) cell line at 0.01 uM,F,,,9606.0,,,786-0
