venue,title,id,authors,year
very large data bases,online dynamic reordering for interactive data processing,847,"vijayshankar raman , bhaskaran raman , joseph m. hellerstein",1999
very large data bases,integrating heterogenous overlapping databases through object-oriented transformations,848,"vanja josifovski , tore risch",1999
very large data bases,what is the nearest neighbor in high dimensional spaces ?,849,"alexander hinneburg , charu c. aggarwal , daniel a. keim",2000
very large data bases,the a-tree : an index structure for high-dimensional spaces using relative approximation,850,"yasushi sakurai , masatoshi yoshikawa , shunsuke uemura , haruhiko kojima",2000
very large data bases,schema mapping as query discovery,851,"ren &#233; e j. miller , laura m. haas , mauricio a. hern &#225; ndez",2000
very large data bases,comparing hierarchical data in external memory,852,sudarshan s. chawathe,1999
very large data bases,"what do those weird xml types want , anyway ?",853,steven j. derose,1999
very large data bases,loading a cache with query results,854,"laura m. haas , donald kossmann , ioana ursu",1999
very large data bases,capturing and querying multiple aspects of semistructured data,855,"curtis e. dyreson , michael h. b &#246; hlen , christian s. jensen",1999
very large data bases,insite : a tool for interpreting users ? interaction with a web space,856,"cyrus shahabi , adil faisal , farnoush banaei kashani , jabed faruque",2000
very large data bases,a database platform for bioinformatics,857,sandeepan banerjee,2000
very large data bases,performance issues in incremental warehouse maintenance,858,"wilburt labio , jun yang , yingwei cui , hector garcia-molina , jennifer widom",2000
very large data bases,research directions in biodiversity informatics,859,john l. schnase,2000
very large data bases,toward learning based web query processing,860,"yanlei diao , hongjun lu , songting chen , zengping tian",2000
very large data bases,the evolution of the web and implications for an incremental crawler,861,"junghoo cho , hector garcia-molina",2000
very large data bases,"panel : future directions of database research - the vldb broadening strategy , part 2",862,michael l. brodie,2000
very large data bases,semantic access : semantic interface for querying databases,863,"naphtali rishe , jun yuan , rukshan athauda , shu-ching chen , xiaoling lu , xiaobin ma , alexander vaschillo , artyom shaposhnikov , dmitry vasilevsky",2000
very large data bases,process automation as the foundation for e-business,864,"fabio casati , ming-chien shan",2000
very large data bases,a case-based approach to information integration,865,"maurizio panti , luca spalazzi , alberto giretti",2000
very large data bases,a scalable algorithm for answering queries using views,866,"rachel pottinger , alon y. levy",2000
very large data bases,publish/subscribe on the web at extreme speed,867,"jo &#227; o pereira , fran &#231; oise fabret , fran &#231; ois llirbat , radu preotiuc-pietro , kenneth a. ross , dennis shasha",2000
very large data bases,fast time sequence indexing for arbitrary lp norms,868,"byoung-kee yi , christos faloutsos",2000
very large data bases,the challenge of process data warehousing,869,"matthias jarke , thomas list , j &#246; rg k &#246; ller",2000
very large data bases,using sql to build new aggregates and extenders for object - relational systems,870,"haixun wang , carlo zaniolo",2000
very large data bases,decision tables : scalable classification exploring rdbms capabilities,871,"hongjun lu , hongyan liu",2000
very large data bases,a 20/20 vision of the vldb-2020 ?,872,"s. misbah deen , anant jhingran , shamkant b. navathe , erich j. neuhold , gio wiederhold",2000
very large data bases,automated selection of materialized views and indexes in sql databases,873,"sanjay agrawal , surajit chaudhuri , vivek r. narasayya",2000
very large data bases,"toto , we 're not in kansas anymore : on transitioning from research to the real ( invited industrial talk )",874,michael j. carey,2000
very large data bases,identifying representative trends in massive time series data sets using sketches,875,"piotr indyk , nick koudas , s. muthukrishnan",2000
very large data bases,asera : extranet architecture for b2b solutions,876,anil nori,2000
very large data bases,mining frequent itemsets using support constraints,877,"ke wang , yu he , jiawei han",2000
very large data bases,rethinking database system architecture : towards a self-tuning risc-style database system,878,"surajit chaudhuri , gerhard weikum",2000
very large data bases,efficiently publishing relational data as xml documents,879,"jayavel shanmugasundaram , eugene j. shekita , rimon barr , michael j. carey , bruce g. lindsay , hamid pirahesh , berthold reinwald",2000
very large data bases,the treescape system : reuse of pre-computed aggregates over irregular olap hierarchies,880,"torben bach pedersen , christian s. jensen , curtis e. dyreson",2000
very large data bases,multi-dimensional database allocation for parallel data warehouses,881,"thomas st &#246; hr , holger m &#228; rtens , erhard rahm",2000
very large data bases,data mining in the bioinformatics domain,882,shalom tsur,2000
very large data bases,efficient filtering of xml documents for selective dissemination of information,883,"mehmet altinel , michael j. franklin",2000
very large data bases,"high-performance and scalability through application tier,in-memory data management",884,,2000
very large data bases,push technology personalization through event correlation,885,"asaf adi , david botzer , opher etzion , tali yatzkar-haham",2000
very large data bases,integration of data mining with database technology,886,"amir netz , surajit chaudhuri , jeff bernhardt , usama m. fayyad",2000
very large data bases,temporal integrity constraints with indeterminacy,887,"wes cowley , dimitris plexousakis",2000
very large data bases,design and development of a stream service in a heterogenous client environment,888,"nikos pappas , stavros christodoulakis",2000
very large data bases,approximate query processing using wavelets,889,"kaushik chakrabarti , minos n. garofalakis , rajeev rastogi , kyuseok shim",2000
very large data bases,hypothetical knowledge and counterfactual reasoning,890,joseph y. halpern,2000
very large data bases,contrast plots and p-sphere trees : space vs. time in nearest neighbour searches,891,"jonathan goldstein , raghu ramakrishnan",2000
