assay_id,src_id,description,assay_tissue,bao_format,src_assay_id,assay_organism,assay_category,curated_by,doc_id,assay_test_type,assay_type,assay_tax_id,assay_strain,assay_cell_type,assay_subcellular_fraction,tid
2726,1,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 2C receptor,,BAO_0000019,,,,Autocuration,17085,,B,,,,,108
2727,1,Inhibitory constant against cloned human 5-hydroxytryptamine 2C receptor using with [125I]- DOI radioligand,,BAO_0000357,,Homo sapiens,,Expert,17200,,B,9606.0,,,,108
2728,1,Binding affinity towards human 5-hydroxytryptamine 2C receptor.,,BAO_0000357,,,,Expert,5088,,B,,,,,108
2729,1,Tested for binding affinity towards human 5-hydroxytryptamine 2C receptor using [3H]DOB as radioligand,,BAO_0000357,,,,Autocuration,5088,,B,,,,,108
2730,1,Tested for binding affinity towards human 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,,BAO_0000357,,,,Autocuration,5088,,B,,,,,108
2731,1,Tested for binding affinity towards human 5-hydroxytryptamine 2C receptor using [3H]5-HT as radioligand,,BAO_0000357,,,,Autocuration,5088,,B,,,,,108
2732,1,Binding affinity for displacement of [3H]mesulergine to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,,BAO_0000219,,,,Autocuration,16659,,B,,,CHO,,108
2733,1,Binding affinity for displacement of [3H]mesulergine to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells; ND is no data,,BAO_0000219,,,,Autocuration,16659,,B,,,CHO,,108
2734,1,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2C receptor expressed in 3T3 cells using [3H]5-HT as radioligand; Not determined,,BAO_0000219,,,,Autocuration,17451,,B,,,NIH3T3,,108
2735,1,Relative efficacy against human 5-hydroxytryptamine 2B receptor expressed in CHO cells using fluorometric imaging plate reader relative to 10 uM 5-HT,,BAO_0000219,,Homo sapiens,,Expert,6857,,F,9606.0,,CHO,,108
2736,1,Inhibitory activity using [3H]mesulergine as radioligand with receptor membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor at a concentration of 1 uM,,BAO_0000019,,,,Expert,3857,,B,,,,,108
2737,1,Binding activity radioligand.,,BAO_0000357,,,,Autocuration,12861,,B,,,,,108
2738,1,Binding activity against 5-hydroxytryptamine 2C receptor from human brain cortex using [3H]mesulergine as radioligand.,,BAO_0000019,,,,Autocuration,12861,,B,,,,,108
2739,1,Binding affinity for human cloned 5-hydroxytryptamine 2C receptor expressed in CHO cells using [3H]mesulergine as radioligand,,BAO_0000219,,,,Expert,5104,,B,,,CHO,,108
2740,1,Binding affinity at human cloned 5-hydroxytryptamine 2C receptor expressed in CHO cells by [3H]mesulergine displacement.,,BAO_0000219,,,,Expert,5105,,B,,,CHO,,108
2741,1,Binding affinity for human cloned 5-hydroxytryptamine 2C receptor expressed in CHO cells using [3H]mesulergine as radioligand; NT means not tested,,BAO_0000219,,,,Autocuration,5105,,B,,,CHO,,108
2742,1,Binding affinity against 5-HT2C receptor,,BAO_0000357,,,,Autocuration,5254,,B,,,,,108
2743,1,Antagonistic binding affinity measured against 5-hydroxytryptamine 2C receptor (human clone expressed in 293 cells) using [3H]mesulergine as radioligand,,BAO_0000219,,,,Autocuration,13267,,B,,,HEK293,,108
2744,1,Displacement of [3H]mesulergine from 5-hydroxytryptamine 2C receptor expressed in HEK 293 cells,,BAO_0000219,,Homo sapiens,,Expert,14157,,B,9606.0,,HEK293,,108
2745,1,Binding affinity against human 5-hydroxytryptamine 2C receptor expressed in 293 cells using [3H]mesulergine,,BAO_0000219,,Homo sapiens,,Expert,12936,,B,9606.0,,HEK293,,108
2746,1,Binding affinity against human 5-hydroxytryptamine 2C receptor using displacement of [3H]DOB,,BAO_0000357,,,,Expert,14068,,B,,,,,108
2747,1,Binding affinity against human 5-hydroxytryptamine 2C receptor expressed in 293 cells using [3H]mesulergine,,BAO_0000219,,Homo sapiens,,Expert,12936,,B,9606.0,,HEK293,,108
2748,1,Binding affinity to human cloned 5-hydroxytryptamine 2C receptor in HEK 293 cells using [3H]- mesulergine as radioligand,,BAO_0000219,,Homo sapiens,,Expert,4540,,B,9606.0,,HEK293,,108
2749,1,Binding affinity to human cloned 5-hydroxytryptamine 2C receptor in HEK 293 cells using [3H]- mesulergine as radioligand; Nd means not determined,,BAO_0000219,,Homo sapiens,,Expert,4540,,B,9606.0,,HEK293,,108
2750,1,Binding affinity towards cloned human 5-hydroxytryptamine 2C receptor was determined,,BAO_0000357,,,,Autocuration,6166,,B,,,,,108
2751,1,Binding affinity against 5-hydroxytryptamine 2C receptor human cloned receptors in HEK 293 cells using [3H]mesulergine as radioligand,,BAO_0000219,,,,Autocuration,17296,,B,,,HEK293,,108
2752,1,Binding affinity against 5-hydroxytryptamine 2C receptor human cloned receptorswithouteffect in HEK 293 cells using [3H]mesulergine as radioligand,,BAO_0000219,,,,Autocuration,17296,,B,,,HEK293,,108
2753,1,Binding affinity towards 5-HT2C (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand.,,BAO_0000219,,,,Autocuration,15779,,B,,,HEK293,,108
2754,1,Binding affinity towards 5-hydroxytryptamine 2C receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand.,,BAO_0000219,,,,Autocuration,15779,,B,,,HEK293,,108
2755,1,Binding affinity towards cloned human 5-hydroxytryptamine 2C receptor expressed in HEK 293 cells using [3H]mesulergine as radioligand,,BAO_0000219,,,,Expert,14391,,B,,,HEK293,,108
2756,1,"Binding affinity towards human cloned 5-hydroxytryptamine 2C receptor in HEK293 cells, using [3H]mesulergine as radioligand",,BAO_0000219,,,,Autocuration,15779,,B,,,HEK293,,108
2757,1,"Binding affinity towards human cloned 5-hydroxytryptamine receptor 2C in HEK293 cells, using [3H]mesulergine as radioligand.",,BAO_0000219,,,,Expert,15851,,B,,,HEK293,,108
2758,1,Displacement of [3H]mesulergine from human 5-hydroxytryptamine 2C receptor expressed in HEK293 cells; compound insoluble,,BAO_0000219,,Homo sapiens,,Expert,15851,,B,9606.0,,HEK293,,108
2759,1,"Binding affinity towards human cloned 5-hydroxytryptamine 2C receptor in HEK293 cells, using [3H]mesulergine as radioligand; no data",,BAO_0000219,,,,Autocuration,15779,,B,,,HEK293,,108
2760,1,Binding affinity towards human cloned 5-hydroxytryptamine 2C receptor of HEK293 cells by displacement of [3H]mesulergine,,BAO_0000219,,,,Expert,3832,,B,,,HEK293,,108
2761,1,In vitro binding affinity at human cloned 5-hydroxytryptamine 2C receptor of HEK293 cells by [3H]mesulergine displacement.,,BAO_0000219,,,,Expert,3833,,B,,,HEK293,,108
2762,1,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2C receptor expressed in 3T3 cells using [3H]5-HT as radioligand,,BAO_0000219,,,,Autocuration,17451,,B,,,NIH3T3,,108
2763,1,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 2C receptor in HEK 293 cells using [3H]mesulergine as the radioligand,,BAO_0000219,,,,Autocuration,4199,,B,,,HEK293,,108
2764,1,Displacement of [3H]mesulergine from human cloned 5-hydroxytryptamine 2C receptor expressed in CHO-K1 cells,,BAO_0000219,,,,Expert,1883,,B,,,CHO-K1,,108
2765,1,Binding affinity against 5-hydroxytryptamine 2C receptor,,BAO_0000357,,Homo sapiens,,Expert,4321,,B,9606.0,,,,108
2766,1,Compound was tested for binding affinity against human 5-hydroxytryptamine 2C receptor,,BAO_0000357,,,,Autocuration,14875,,B,,,,,108
2767,1,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 2C receptor in HEK 293 cells using [3H]mesulergine,,BAO_0000219,,,,Autocuration,15146,,B,,,HEK293,,108
2768,1,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 2C receptor in HEK 293 using [3H]mesulergine as a radioligand,,BAO_0000219,,,,Autocuration,5213,,B,,,HEK293,,108
2769,1,Inhibitory constant on human 5-hydroxytryptamine 2C receptor transfected in to HeLa cells,,BAO_0000219,,,,Autocuration,16404,,B,,,HeLa,,108
2770,1,Selectivity as the ratio of Ki value towards 5-hydroxytryptamine 2C receptor to that of pA2 value towards 5-hydroxytryptamine 2B receptor,,BAO_0000019,,,,Autocuration,13267,,F,,,,,108
2771,1,The binding affinity (pKi) measured against 5-hydroxytryptamine 3 receptor of rat hippocampus and entorhinal cortex using [3H]granisetron as radioligand,Hippocampus,BAO_0000221,,,,Autocuration,13267,,F,,,,,108
2772,1,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 2C receptor in HEK293 cells using [3H]mesulergine.,,BAO_0000219,,,,Autocuration,14818,,B,,,HEK293,,108
2773,1,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 2C receptor in HEK293 cells, using [3H]5-mesulergine as radioligand",,BAO_0000219,,,,Autocuration,4829,,B,,,HEK293,,108
2774,1,Binding affinity analysed on 5-HT 2C in human clone using [3H]mesulergine as radioligand,,BAO_0000357,,,,Autocuration,13463,,B,,,,,11864
2775,1,Binding affinity analysed on 5-HT 2C in rat stomach fundus,Stomach,BAO_0000019,,,,Autocuration,13463,,B,,,,,11864
2776,1,Binding affinity analysed towards 5-HT 2C in rat stomach fundus,Stomach,BAO_0000019,,,,Autocuration,13463,,B,,,,,11864
2777,1,Percent of maximum stimulation of phosphatidylinositol turnover at cloned 5-hydroxytryptamine 2C receptor in A9 cells,,BAO_0000219,,,,Autocuration,12652,,F,,,A9,,11864
2778,1,Binding affinity to 5-hydroxytryptamine 2C receptor using [3H]Mesulergine as radioligand in stably transfected NIH3T3 cells,,BAO_0000219,,,,Autocuration,4682,,B,,,NIH3T3,,11864
2779,1,Binding affinity to 5-hydroxytryptamine 2C receptor measured using radioligand [3H]Mesulergine in stably transfected NIH3T3 cells,,BAO_0000219,,,,Autocuration,4682,,B,,,NIH3T3,,11864
2780,1,Binding affinity to 5-hydroxytryptamine 2C receptor using [3H]Mesulergine as radioligand in stably transfected NIH3T3 cells,,BAO_0000219,,,,Autocuration,4682,,B,,,NIH3T3,,11864
2781,1,The maximum responses of [3H]- inositol monophosphate accumulation in cells expressing the 5-hydroxytryptamine 2C receptor,,BAO_0000019,,,,Autocuration,12652,,F,,,,,11864
2782,1,Binding affinity analysed on 5-HT 2C in rat stomach fundus.,Stomach,BAO_0000019,,Mus musculus,,Autocuration,13463,,B,10090.0,,,,12689
2783,1,Binding affinity towards 5-HT 2C receptor in rat stomach fundus,Stomach,BAO_0000019,,Rattus norvegicus,,Expert,13463,,B,10116.0,,,,12689
2784,1,Binding affinity against 5-Hydroxytryptamine 2C Receptor was measured using [3H]N-methyl-mesulergine as radioligand,,BAO_0000357,,,,Expert,13969,,B,,,,,108
2785,1,Binding affinity for 5-hydroxytryptamine 2C receptor,,BAO_0000357,,Sus scrofa,,Expert,13392,,B,9823.0,,,,108
2786,1,Binding affinity towards 5-hydroxytryptamine 2C receptor,,BAO_0000357,,,,Expert,13392,,B,,,,,108
2787,1,Affinity towards 5-hydroxytryptamine 2C receptor in membranes from pig choroid plexus using [3H]N-methyl-mesulergine,,BAO_0000019,,,,Expert,14430,,B,,,,,108
2788,1,Compound was tested for its ability to displace [3H]mesulergine from 5-hydroxytryptamine 2C receptor in pig cortex,,BAO_0000019,,,,Autocuration,1742,,B,,,,,108
2789,1,In vitro inhibitory concentration against radioligand [3H]mesulergine binding to 5-hydroxytryptamine 2C receptor in pig cortical membrane,,BAO_0000249,,,,Autocuration,14286,,B,,,,,108
2790,1,Binding affinity towards pig 5-hydroxytryptamine 2C receptor,,BAO_0000357,,,,Autocuration,5619,,B,,,,,108
2791,1,The compound was tested for binding affinity against 5-hydroxytryptamine 2C receptor,,BAO_0000357,,,,Autocuration,15086,,B,,,,,108
2792,1,Binding activity radioligand.,,BAO_0000357,,,,Autocuration,12861,,B,,,,,108
2793,1,Binding activity against 5-hydroxytryptamine 2C receptor from pig cortex membrane using [3H]mesulergine as radioligand.,,BAO_0000019,,,,Expert,12861,,B,,,,,108
2794,1,Binding activity against 5-hydroxytryptamine 3 receptor from pig cortex membrane using [3H]mesulergine as radioligand; NA Not Available,,BAO_0000019,,,,Autocuration,12861,,B,,,,,108
2795,1,Binding affinity towards 5-hydroxytryptamine 1D receptor in calf caudate membranes using [3H]5-HT,,BAO_0000249,,,,Autocuration,12827,,B,,,,,108
2796,1,Binding affinity towards 5-hydroxytryptamine 1D receptor in calf caudate membranes using [3H]5-HT; Not determined,,BAO_0000249,,,,Autocuration,12827,,B,,,,,108
2797,1,Agonistic activity against 5-hydroxytryptamine 2C receptor in pig choroid plexus using [3H]mesulergine,,BAO_0000019,,Sus scrofa,,Expert,12919,,F,9823.0,,,,108
2798,1,Agonistic activity against 5-hydroxytryptamine 2C receptor in pig choroid plexus using [3H]mesulergine,,BAO_0000019,,Sus scrofa,,Expert,12919,,F,9823.0,,,,108
2799,1,In vitro binding affinity at 5-hydroxytryptamine 2C receptor in pig choroid plexus using 3[H]mesulergine as the radioligand,,BAO_0000357,,Sus scrofa,,Autocuration,16429,,B,9823.0,,,,108
2800,1,In Vitro Binding affinity againist 5-hydroxytryptamine 2C receptor by displacing [3H]mesulergine from pig cortex,,BAO_0000019,,Sus scrofa,,Autocuration,773,,B,9823.0,,,,108
2801,1,Ability to displace the radioligand [3H]mesulergine from pig choroid plexus 5-hydroxytryptamine 2C receptor,,BAO_0000357,,Sus scrofa,,Autocuration,5033,,B,9823.0,,,,108
2802,1,Binding activity against 5-hydroxytryptamine 2C receptor from pig cortex membrane using [3H]mesulergine as radioligand.,,BAO_0000019,,,,Autocuration,12861,,B,,,,,12687
2803,1,Effect on phosphoinositide hydrolysis in NIH 3T3 fibroblast 5-hydroxytryptamine 2C receptor,,BAO_0000019,,,,Autocuration,14093,,F,,,,,12689
2804,1,Binding affinity towards 5-HT2C receptor from rat using [3H]mesulergine as radioligand,,BAO_0000357,,,,Expert,14970,,B,,,,,12689
2805,1,Compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2C receptor from rat using [3H]mesulergine as radioligand,,BAO_0000357,,,,Autocuration,14970,,B,,,,,12689
2806,1,Compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2C receptor from rat using [3H]mesulergine as radioligand; Not tested,,BAO_0000357,,,,Autocuration,14970,,B,,,,,12689
2807,1,Inhibition of radiolabeled [3H]-Ketanserin ligand binding to 5-hydroxytryptamine 2C receptor,,BAO_0000357,,Rattus norvegicus,,Expert,14178,,B,10116.0,,,,12689
2808,1,Inhibition of radiolabeled [3H]mesulergine ligand binding to 5-hydroxytryptamine 2C receptor,,BAO_0000357,,Rattus norvegicus,,Expert,14178,,B,10116.0,,,,12689
2809,1,Inhibition of [3H]mesulergine binding to 5-hydroxytryptamine 2C receptor in rat brain membranes,,BAO_0000249,,Rattus norvegicus,,Expert,14229,,B,10116.0,,,Brain membranes,12689
2810,1,The binding affinity at 5-hydroxytryptamine 2C receptor was determined using [3H]mesulergine; Not tested,,BAO_0000357,,,,Autocuration,16532,,B,,,,,12689
2811,1,Ability to displace [3H]mesulergine bound to 5-hydroxytryptamine 2C receptor in rat cortex,,BAO_0000019,,,,Autocuration,14826,,B,,,,,12689
2812,1,Ability to displace [3H]mesulergine (0.5 nM) from SR-3T3 cells of rat 5-HT2C receptor,,BAO_0000019,,,,Autocuration,17211,,B,,,,,12689
2813,1,Displacement of [3H]mesulergine (0.5 nM) from rat 5-hydroxytryptamine 2C receptor expressed in SR-3T3 cells,,BAO_0000219,,,,Expert,17211,In vitro,B,,,,,12689
2814,1,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2C serotonin receptor in NIH3T3 cell line membranes,,BAO_0000219,,,,Expert,13246,,B,,,NIH3T3,,12689
2815,1,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2C serotonin receptor.,,BAO_0000357,,,,Expert,13246,,B,,,,,12689
2816,1,Affinity was evaluated as inhibition constant for serotonin 5-hydroxytryptamine 2C receptor,,BAO_0000357,,,,Expert,12457,,B,,,,,12689
2817,1,Affinity was evaluated by inhibition of [125I]LSD binding to NIH 3T3 cells transfected with cloned rat 5-hydroxytryptamine 2C receptor,,BAO_0000219,,,,Expert,12457,,B,,,NIH3T3,,12689
2818,1,Binding affinity towards rat 5-hydroxytryptamine 2C receptor was determined using [125I]- DOI as radioligand,,BAO_0000357,,,,Autocuration,4707,,B,,,,,12689
2819,1,Binding affinity against 5-hydroxytryptamine 2C receptor,,BAO_0000357,,,,Expert,13297,,B,,,,,12689
2820,1,Binding affinity against 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand,,BAO_0000357,,,,Autocuration,16633,,B,,,,,12689
2821,1,Binding affinity against rat 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,,BAO_0000357,,,,Expert,16133,,B,,,,,12689
2822,1,Binding affinity at cloned rat 5-hydroxytryptamine 2C receptor using [3H]DOI as radioligand,,BAO_0000357,,,,Expert,16326,,B,,,,,12689
2823,1,Binding affinity against 5-hydroxytryptamine 2C receptor from rat cortex using [3H]mesulergine as the radioligand.,,BAO_0000019,,,,Autocuration,14423,,B,,,,,12689
2824,1,Binding affinity against 5-hydroxytryptamine 2C receptor of rat cortex,,BAO_0000019,,,,Autocuration,15412,,B,,,,,12689
2825,1,Binding affinity against 5-hydroxytryptamine 2C receptor of rat cortex.,,BAO_0000019,,,,Autocuration,15412,,B,,,,,12689
2826,1,Displacement of [3H]mesulergine from A9 cells stably expressing rat 5-hydroxytryptamine 2C receptor,,BAO_0000219,,,,Expert,15558,,B,,,A9,,12689
2827,1,Binding affinity towards 5-hydroxytryptamine 2C receptor using [125I]DOI as radioligand,,BAO_0000357,,,,Autocuration,16633,,B,,,,,12689
2828,1,Binding affinity towards cloned rat 5-hydroxytryptamine 2C receptor from fundus tissue by [3H]mesulergine displacement.,,BAO_0000357,,,,Expert,6013,,B,,,,,12689
2829,1,Binding affinity towards rat 5-hydroxytryptamine 2C receptor expressed in A-9 cells using [3H]mesulergine as radioligand,,BAO_0000219,,,,Expert,17175,In vitro,B,,,,,12689
2830,1,Binding affinity was measured on 5-hydroxytryptamine 2C receptor in J1 cells transfected with rat 5-HT2C gene labeled with [3H]mesulergine,,BAO_0000219,,,,Autocuration,12469,,B,,,,,12689
2831,1,Compound was evaluated for affinity towards cerebral 5-hydroxytryptamine 2C receptor in homogenate of caudate putamen tissue from rat brain,Caudate-putamen,BAO_0000019,,,,Autocuration,3682,,B,,,,,12689
2832,1,Compound was evaluated for its ability to displace (+/-)[125I]-DOI from 5-hydroxytryptamine 2C receptor in cloned rat cell culture,,BAO_0000357,,,,Autocuration,4932,,B,,,,,12689
2833,1,Compound was evaluated for its ability to displace [125I](R)-DOI from 5-hydroxytryptamine 2C receptor in cloned rat prefrontal cortex homogenate; ND denotes no data,,BAO_0000019,,,,Autocuration,4932,,B,,,,,12689
