assay_id,cell_id,curated_by,assay_category,variant_id,assay_tissue,doc_id,description,assay_type,assay_test_type,assay_organism,assay_tax_id,assay_strain,assay_cell_type
2007,,Autofuratioj,,,,13313,In vitro binding affinity towards 5-hydroxytryptamine 1D receptor alpha by using [3H]5-HT as radioligand,B,,,,,
2008,,A8tocurati0n,,,,13366,Selectivity towards 5-hydroxytryptamine 1D receptor beta to that of 5-hydroxytryptamine 1D receptor alpha,B,,,,,
2009,,Experr,,,,13051,Binding affinity to recombinant human 5-hydroxytryptamine 1D receptor alpha,B,,,,,
2010,1124.0,Exlert,,,,12903,"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor alpha expressed in CHO cells, by using [3H]5-HT as radioligand",B,,,,,CHO
2011,,zutocuratoon,,,,12469,Binding affinity was measured on 5-hydroxytryptamine 1D receptor alpha in COS cells transfected with human 5-HT1D alpha gene labeled with [3H]5-HT,B,,Homo sapiens,9606.0,,
2012,,Auhocurwtion,,,,5619,Binding affinity (in vitro) against 5-hydroxytryptamine 1D receptor alpha using radio-ligand binding assay,B,,,,,
2013,,Auhocuratiob,,,,13047,Binding affinity against 5-hydroxytryptamine 4 receptor using rabbit saphenous vein assay.,B,,Oryctolagus cuniculus,9986.0,,
2014,,Au6ocurstion,,,,16633,Binding affinities against 5-hydroxytryptamine 1D receptor alpha,B,,,,,
2015,,Aktocuratiob,,,,16633,Binding affinities towards 5-hydroxytryptamine 1D receptor alpha,B,,,,,
2016,,Autofhration,,,,16633,Binding affinities towards 5-hydroxytryptamine 1D receptor alpha,B,,,,,
2017,,Autoxura6ion,,,,16633,Binding affinity towards 5-hydroxytryptamine 1D receptor alpha using [3H]8-OH-DPAT as radioligand,B,,,,,
2018,,Autochratiog,,,,3269,Affinity against 5-hydroxytryptamine 1D receptor alpha,B,,,,,
2019,,Expeft,,,,12409,Binding affinity against 5-hydroxytryptamine 1D receptor alpha,B,,,,,
2020,,Autocura5kon,,,,13706,Compound was tested for intrinsic efficacy against human 5-hydroxytryptamine 1D receptor beta measured as the reduction of forskolin-stimulated cAMP.,F,,,,,
2021,894.0,Autofurafion,,,,13706,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor beta clones expressed in human embryonic kidney (HEK 293) cells line.,B,,,,,HEK293
2022,1019.0,Autoc6rati0n,,,,13706,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor beta clones expressed in human embryonic kidney (HEK 293) cells line; NT= not tested,B,,,,,HEK293
2023,514.0,Aut0curat8on,,,,12903,"The compound was tested in vitro for binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor beta expressed in CHO cells, by using [3H]5-HT as radioligand",B,,,,,CHO
2024,,Aitocuratoon,,,,13047,Binding affinity against 5-hydroxytryptamine 1D receptor beta using rabbit saphenous vein assay.,B,,,,,
2025,,Ezpert,,,,13366,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor beta,B,,,,,
2026,,Exp2rt,,,,13366,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor beta,B,,,,,
2027,,Exper6,,,,13366,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor beta,B,,,,,
2028,,Aurocu5ation,,,,13366,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor beta was determined using [3H]8-OH-DPAT as radioligand,B,,,,,
2029,,qutoc8ration,,,,13366,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor was determined using [3H]8-OH-DPAT as radioligand,B,,,,,
2030,1093.0,Autoc7ratlon,,,,12469,Binding affinity was measured on 5-hydroxytryptamine 1D receptor beta in CHO cells transfected with human 5-HT1D beta gene labeled with [3H]5-HT,B,,,,,CHO
2031,837.0,Autosurati8n,,,,13706,Compound was tested for binding affinity against cloned human 5-HT1D beta receptor expressed in CHO-K1 cells.,B,,,,,CHO-K1
2032,1364.0,Aitocufation,,,,13706,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor beta expressed in CHO-K1 cells.,B,,,,,CHO-K1
2033,,Autoc84ation,,,,13706,Compound was tested for intrinsic efficacy against human 5-hydroxytryptamine 1D receptor beta measured as the reduction of forskolin-stimulated cAMP.,F,,,,,
2034,326.0,wxpert,,,,12902,"Binding affinity against 5-hydroxytryptamine 1D receptor beta expressed in CHO-K1 cells, using [3H]5-HT as the radioligand.",B,,,,,CHO-K1
2035,,Experg,,,,13051,Binding affinity for cloned human 5-hydroxytryptamine 1D receptor beta,B,,,,,
2036,656.0,Expsrt,,,,12903,"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor beta expressed in CHO cells, by using [3H]5-HT as radioligand",B,,,,,CHO
2037,873.0,Autocura5oon,,,,1558,Compound was tested for its ability inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1D receptor beta in CHO-K1 cells; value ranges from 0.24-0.55,F,,,,,CHO-K1
2038,437.0,sutocuratkon,,,,1558,Compound was tested for its ability inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1D receptor beta in CHO-K1 cells; value ranges from 0.6-2.0,F,,,,,CHO-K1
2039,556.0,Au5ocu5ation,,,,1558,Compound was tested for its ability inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1D receptor beta in CHO-K1 cells; value ranges from 2.8-6.5,F,,,,,CHO-K1
2040,440.0,Autocurqtiom,,,,1558,Compound was tested for its ability inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1D receptor beta in CHO-K1 cells; value ranges from 30-70,F,,,,,CHO-K1
2041,,Autkcurwtion,,,,1558,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor beta was determined,B,,,,,
2042,,Autpcuratioj,,,,13047,Binding affinity against 5-hydroxytryptamine 3 receptor using rabbit saphenous vein assay.,B,,Oryctolagus cuniculus,9986.0,,
2043,,Au5ocurayion,,,,13313,In vitro binding affinity towards 5-hydroxytryptamine 1D receptor alpha by using [3H]-5-HT as radioligand,B,,,,,
2044,,Autoxura6ion,,,,13313,In vitro binding affinity towards 5-hydroxytryptamine 1D receptor beta by using [3H]5-HT as radioligand,B,,,,,
2045,,Eapert,,,,12409,Binding affinity against 5-hydroxytryptamine 1D receptor beta,B,,,,,
2046,720.0,Autocu3atiob,,,,15250,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 1E receptor stably expressed in CHO cells,B,,,,,CHO
2047,,Ex9ert,,,,1348,Inhibitory activity against 5-hydroxytryptamine 1E receptor subtype,B,,Homo sapiens,9606.0,,
2048,,Auyocurati8n,,,,1348,Inhibitory activity against 5-hydroxytryptamine 1E receptor subtype; NA denotes data not available,B,,,,,
2049,,Exlert,,,,4234,Binding affinity to cloned human 5-hydroxytryptamine 1E receptor,B,,Homo sapiens,9606.0,,
2050,,Autodu3ation,,,,16209,Binding affinity towards human 5-hydroxytryptamine 1E receptor was determined using [3H]5-HT as radioligand,B,,,,,
2051,,wutocurati0n,,,,10444,Binding affinity was determined against 5-hydroxytryptamine 1E receptor in human cortical homogenate,B,,,,,
2052,,Autodurat7on,,,,3935,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1E receptor,B,,,,,
2053,,Autochratiob,,,,15818,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 1E receptor,B,,,,,
2054,,Autocurxhion,,,,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1E receptor,B,,,,,
2055,863.0,Exprrt,,,,12936,Binding affinity against human 5-hydroxytryptamine 1E receptor expressed in CHO cells,B,,Homo sapiens,9606.0,,CHO
2056,,A6tocurat8on,,,,6166,Binding affinity towards cloned human 5-hydroxytryptamine 1E receptor was determined,B,,,,,
2057,1191.0,Auhovuration,,,,15779,Binding affinity towards 5-hydroxytryptamine 1E receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,,,CHO
2058,710.0,Auylcuration,,,,15779,Binding affinity towards human cloned 5-hydroxytryptamine 1E receptor in CHO cells using [3H]5-HT as radioligand.,B,,,,,CHO
2059,799.0,xutocuratuon,,,,15779,Binding affinity towards human cloned 5-hydroxytryptamine 1E receptor in CHO cells using [3H]5-HT as radioligand;ND means no data.,B,,,,,CHO
2060,,Autocurqtiob,,,,13181,Binding affinity was determined against 5-hydroxytryptamine 1D receptor,B,,,,,
2061,391.0,Autoc6rafion,,,,4199,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1E receptor in CHO cells using [3H]5-HT as the radioligand,B,,,,,CHO
2062,,Autov7ration,,,,14875,Compound was tested for binding affinity against human 5-hydroxytryptamine 1E receptor,B,,,,,
2063,832.0,Autocurztoon,,,,15146,Compound was tested for its binding affinity against cloned human 5-hydroxytryptamine 1E receptor in CHO cells using [3H]-5-HT,B,,,,,CHO
2064,,xjtocuration,,,,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1E receptor in CHO using [3H]5-HT as a radioligand,B,,,,,
2065,,Autocutatkon,,,,12146,Tested for binding affinity towards cloned human 5-hydroxytryptamine 1E receptor using [3H]5-HT as radioligand,B,,,,,
2066,557.0,xutocura6ion,,,,13267,The binding affinity (pKi) measured against 5-hydroxytryptamine 1E receptor (cloned human receptors in CHO cells) using [3H]5-HT1E as radioligand,B,,,,,CHO
2067,820.0,Autoxuratioh,,,,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1E receptor in CHO cells using [3H]5-HT.,B,,,,,CHO
2068,933.0,Autlsuration,,,,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1E receptor in CHO cells, using [3H]5-HT as radioligand",B,,,,,CHO
2069,,Aytocura5ion,,,,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1E receptor was determined,B,,,,,
2070,,Autocu3atkon,,,,4373,Binding affinity for 5-hydroxytryptamine 1E receptor was determined,B,,,,,
2071,,wufocuration,,,,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 1E receptor,B,,,,,
2072,,Autofurafion,,,,16633,Binding affinity towards 5-hydroxytryptamine 1E receptor,B,,,,,
2073,,A8tocuratipn,,,,17085,"In vitro effective concentration for stimulation of [35S]GTP-gamma-S, binding in mouse LM(tk-)cells expressing the human 5-HT1F receptor",F,,,,,
2074,,Expsrt,,,,17085,"In vitro effective concentration for stimulation of [35S]GTP-gamma-S, binding in mouse LM(tk-)cells expressing the human 5-hydroxytryptamine 1F receptor",F,,,,,
2075,,wutocuratuon,,,,16209,In vitro effective concentration for inhibition of skolin-stimulated adenylate cyclase in cell line expressing human 5-hydroxytryptamine 1F receptor,F,,,,,
2076,,Aut9curatiom,,,,16209,In vitro agonist potency against human 5-hydroxytryptamine 1F receptor,F,,,,,
2077,,4xpert,,,,17085,"Maximum stimulation of of [35S]GTP-gamma-S, binding expressed relative to the maximal effect of 5-hydroxytryptamine 1F receptor",F,,,,,
2078,,suhocuration,,,,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 1F receptor,B,,,,,
2079,568.0,sutocuratiog,,,,15250,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 1F receptor stably expressed in CHO cells,B,,,,,CHO
2080,,Auticurati0n,,,,3805,In vitro binding affinity against human 5-hydroxytryptamine 1F receptor at a concentration of 100 (nM),B,,,,,
2081,676.0,Autocura4jon,,,,16190,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT radioligand,B,,,,,CHO
2082,,Aktocjration,,,,16190,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT radioligand,B,,,,,
2083,,Autovurstion,,,,16209,Binding affinity towards human 5-hydroxytryptamine 1F receptor,B,,,,,
2084,,Auyockration,,,,16209,Binding affinity towards human 5-hydroxytryptamine 1F receptor was determined,B,,,,,
2085,,Autocu5atiog,,,,16209,Binding affinity towards human 5-hydroxytryptamine 1F receptor using [3H]-5-HT radioligand,B,,,,,
2086,,Auhlcuration,,,,6866,In vitro binding affinity for human 5-hydroxytryptamine 1F receptor,B,,,,,
2087,,Expe3t,,,,17085,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1F receptor,B,,,,,
2088,,Auglcuration,,,,16312,Binding affinity towards human recombinant 5-hydroxytryptamine 1F receptor,B,,,,,
2089,,Autockrati0n,,,,6166,Binding affinity towards cloned human 5-hydroxytryptamine 1F receptor was determined,B,,,,,
2090,1055.0,Autofu3ation,,,,15779,Binding affinity towards 5-hydroxytryptamine 1F receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,,,CHO
2091,655.0,Ajgocuration,,,,4199,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1F receptor in CHO cells using [3H]-5-HT as the radioligand,B,,,,,CHO
2092,,Autocjrxtion,,,,14875,Compound was tested for binding affinity against human 5-hydroxytryptamine 1F receptor,B,,,,,
2093,893.0,A8tocuragion,,,,15146,Compound was tested for its binding affinity against 5-hydroxytryptamine 1F receptor in human cloned receptors in CHO cells using [3H]5-HT,B,,,,,CHO
2094,,Autocurz6ion,,,,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT as a radioligand,B,,,,,
2095,529.0,Autochra5ion,,,,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT.,B,,,,,CHO
2096,660.0,Autocurst9on,,,,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",B,,,,,CHO
2097,647.0,Autocurs4ion,,,,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",B,,,,,CHO
2098,,Autocurato0n,,,,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1F receptor was determined,B,,,,,
2099,,Aytocueation,,,,4373,Binding affinity for 5-hydroxytryptamine 1F receptor was determined,B,,,,,
2100,,Augocufation,,,,5014,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1F receptor,B,,,,,
2101,,Autosuratuon,,,,11662,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]-ketanserin as radioligand",B,,,,,
2102,,Autovuratipn,,,,11662,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand",B,,,,,
2103,,A6tocurayion,,,,11662,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",B,,,,,
2104,,su4ocuration,,,,14093,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor,B,,,,,
2105,,Aut8curayion,,,,11200,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-HT2 receptor 1 hr after oral administration",F,In vivo,,,,
2106,,Autoxudation,,,,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,F,,,,,
2107,,Intrrm2diate,,,,12352,Binding affinity towards 5-hydroxytryptamine 2 receptor in calf frontal cortex,B,,,,,
2108,,Autockrstion,,,,13657,"Binding affinity to 5-hydroxytryptamine 2 receptor using calf frontal cortex, [3H]- ketanserin, and spiperone for NSB",B,,Bos taurus,9913.0,,
2109,,Autocurarlon,,,,14331,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex at 10e-7 M,B,,Bos taurus,9913.0,,
2110,,Autisuration,,,,14331,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex,B,,Bos taurus,9913.0,,
2111,,wutocuratjon,,,,14331,Binding affinity of compound towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin (0.8 nM) ligand in frontal cortex bovine was determined,B,,,,,
2112,,A8toxuration,,,,12685,Binding affinity for serotonin 5-hydroxytryptamine 2 receptor using [3H]ketanserin in guinea pig frontal cortex,B,,Cavia porcellus,10141.0,,
2113,,Autocirstion,,,,14389,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of guinea pig frontal cortex membranes,B,,Cavia porcellus,10141.0,,
2114,,wutoduration,,,,14386,Compound was tested for its binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin from guinea pig frontal cortex,B,,Cavia porcellus,10141.0,,
2115,,Auticyration,,,,5732,Binding affinity towards cloned human 5-hydroxytryptamine 2 receptor was determined,B,,,,,
2116,,wufocuration,,,,16293,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,B,,,,,
2117,,Autociratiob,,,,2078,In vitro binding affinity of compound against neuronal 5-hydroxytryptamine 2 receptor,B,,,,,
2118,,Autosura6ion,,,,5486,Binding affinity towards 5-HT7 receptor by the displacement of [3H]-5-CT] in human recombinant receptors in mammalian cell,B,,,,,
2119,,Augocu4ation,,,,11820,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,B,In vivo,,,,
2120,,Auflcuration,,,,10297,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,B,,,,,
2121,,Autocyratiom,,,,13704,Inhibitory activity against serotonin 5-hydroxytryptamine 2 receptor from mice.,B,,,,,
2122,,Autoxurwtion,,,,10297,Inhibitory activity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]ketanserin in mouse cerebral cortex,B,,Mus musculus,10090.0,,
