ss_strn,src_ss_d,ss_rgnsm,rltnshp_tp,src_d,ss_sbclllr_frctn,ss_ctgr,b_frmt,ss_tss,ss_tp,ss_cll_tp,td,crtd_b,cll_d,dc_d,ss_tx_d,vrnt_d,ss_d,chmbl_d,dscrptn,ss_tst_tp,cnfdnc_scr,tss_d
,,,U,1,,,BAO_0000019,Plasma,A,,22224,Autocuration,,12634,,,8076,CHEMBL619436,AUC (0-4 hr) ug/ml/h,,0,1969.0
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,14810,10116.0,,8077,CHEMBL619437,Compound at a dose of 10 mg/kg was orally administered to rats and Area under curve was reported,,1,
,,,U,1,,,BAO_0000218,,A,,22224,Autocuration,,13889,,,8078,CHEMBL619438,Compound evaluated for AUC = Area under the nucleoside serum or brain concentration versus time curve after iv administration,,0,
,,Mus musculus,N,1,,,BAO_0000218,,A,,50594,Intermediate,,10018,10090.0,,8079,CHEMBL619439,Compound was evaluated for Area under curve in mice,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,8758,10116.0,,8080,CHEMBL619440,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,,1,
,,,U,1,,,BAO_0000218,,F,,22224,Autocuration,,8758,,,8081,CHEMBL619441,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,,0,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,8758,10116.0,,8082,CHEMBL619442,Compound was evaluated for area under curve doses in rat at 50 mg/kg po,,1,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,2249,,,8083,CHEMBL875156,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 0.5 mpk on day 1,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,2249,,,8084,CHEMBL619443,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 0.5 mpk on day 4,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,2249,,,8085,CHEMBL619444,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 1.0 mpk on day 1,,0,
,,,U,1,,,BAO_0000019,,A,,22224,Autocuration,,2249,,,8086,CHEMBL623464,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 1.0 mpk on day 4,,0,
,,Mus musculus,N,1,,,BAO_0000218,,A,,50594,Intermediate,,15115,10090.0,,8087,CHEMBL623465,Compound was evaluated for area under curve when administered through oral route in mouse,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6518,10116.0,,8088,CHEMBL623466,Plasma clearance after oral administration at a dose of 2 mg/kg in rat; no data,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6518,10116.0,,8089,CHEMBL623467,Plasma clearance after oral administration at a dose of 4 mg/kg in rat; no data,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6249,10116.0,,8090,CHEMBL623468,Plasma clearance in rat,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,2463,10116.0,,8091,CHEMBL622660,Plasma clearance was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,4969,10116.0,,8092,CHEMBL622661,Plasma clearance rate in Sprague-Dawley rats,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,F,,50597,Intermediate,,17720,10116.0,,8093,CHEMBL622662,CLtot at a dose of 4 mg/kg in Rat Plasma after iv administration,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,3457,10116.0,,8094,CHEMBL622663,Pharmacokinetic property (total body clearance) in rat,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,5983,10116.0,,8095,CHEMBL622664,Pharmacokinetic property (CLtot)of the compound was measured in rat at the dose of 0.32 mg/kg i.v.,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6295,10116.0,,8096,CHEMBL622665,In vivo concentration in rat liver exposure 0-8 hour after oral administration 50 mg/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6296,10116.0,,8097,CHEMBL622666,In vivo concentration in rat liver exposure 0-8 hour after oral administration 50 mg/kg,,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,17686,10116.0,,8098,CHEMBL621615,Cl in rat i.v. at 2 mg/kg concentration,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,17764,10116.0,,8099,CHEMBL621616,Clearance of compound after intravenous administration in rats at 24 uM/kg,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,5503,10116.0,,8100,CHEMBL621617,Clearance was determined,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,4368,10116.0,,8101,CHEMBL621618,Clearance by intravenous administration of 3.4 mg/kg in rat,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6005,10116.0,,8102,CHEMBL621619,Clearance was evaluated after i.v. administration in rat at a dose of 1 mg/kg,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,5031,10116.0,,8103,CHEMBL621620,Clearance rate after i.v. administration in rats,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,4890,10116.0,,8104,CHEMBL621786,Clearance was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,5182,10116.0,,8105,CHEMBL621787,Clearance was determined by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,5979,10116.0,,8106,CHEMBL621788,Clearance (Cl) of compound after 2 h iv infusion of 8.4 mg/kg in three rat,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,5656,10116.0,,8107,CHEMBL621789,Clearance (Cl) after oral administration in rat,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,17804,10116.0,,8108,CHEMBL621790,Compound clearance in rats was measured after intravenous administration at 3 mg/kg,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,Plasma,A,,50597,Intermediate,,4839,10116.0,,8109,CHEMBL621791,Compound was tested for plasma clearance in rat,In vivo,1,1969.0
,,Rattus norvegicus,N,1,Microsomes,,BAO_0000218,,A,,50597,Intermediate,,5041,10116.0,,8110,CHEMBL621792,In vitro microsome metabolism clearance in rat was determined,In vitro,1,
,,Rattus norvegicus,N,1,Microsomes,,BAO_0000218,,A,,50597,Intermediate,,5041,10116.0,,8111,CHEMBL621793,In vitro microsome metabolism clearance in rat was determined; ND denotes no data,In vitro,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,5974,10116.0,,8112,CHEMBL621794,In vivo Clearance (Cl) was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,Plasma,A,,50597,Intermediate,,5496,10116.0,,8113,CHEMBL621795,In vivo plasma clearance was determined,In vivo,1,1969.0
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,5739,10116.0,,8114,CHEMBL621796,Pharmacokinetic property (Clearance) for the compound (5 mg/kg iv) was determined in rats,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,Hepatocyte,50597,Intermediate,401.0,5676,10116.0,,8115,CHEMBL621797,Pharmacokinetic property (Clearance) in rat hepatocyte i.v.,In vivo,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,4239,10116.0,,8116,CHEMBL621798,Pharmacokinetic property (Plasma clearance) was measured in rat,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,5676,10116.0,,8117,CHEMBL621799,Pharmacokinetic property (clearance) in rat i.v.,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,1918,10116.0,,8118,CHEMBL621800,"Plasma Clearance was evaluated in rats, iv",In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,17800,10116.0,,8119,CHEMBL621801,Plasma clearance (in vivo) in rats was determined,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6056,10116.0,,8120,CHEMBL621802,Plasma clearance for the compound was calculated at a single intravenous administration of 20 mg/kg in rat,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,5496,10116.0,,8121,CHEMBL618596,Plasma clearance was determined,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,5939,10116.0,,8122,CHEMBL618597,Plasma clearance in rat after peroral administration at 10 mg/kg concentration,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,5939,10116.0,,8123,CHEMBL618598,Plasma clearance in rat after peroral administration at 5 mg/kg concentration,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,17752,10116.0,,8124,CHEMBL618599,Plasma clearance in rats,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,4576,10116.0,,8125,CHEMBL618600,Plasma clearance rate determined in rat,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6011,10116.0,,8126,CHEMBL618601,Plasma clearance was determined in rat,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,5510,10116.0,,8127,CHEMBL618602,Plasma clearance was determined,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,5948,10116.0,,8128,CHEMBL618603,Plasma clearance value in rat,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,6125,10116.0,,8129,CHEMBL618604,Clearance rate constant using isolated perfused rat liver (IPRL) assay,Ex vivo,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,4839,10116.0,,8130,CHEMBL618605,Clearance in rat,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,17686,10116.0,,8131,CHEMBL618606,Total body clearance in rat i.v. at 2 mg/kg concentration,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6571,10116.0,,8132,CHEMBL618607,Clearance of compound in rats after intravenous administration,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,3364,10116.0,,8133,CHEMBL618608,Clearance after iv administration to rats,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,13569,10116.0,,8134,CHEMBL618609,Clearance at an iv dose of 12 mg/Kg and po dose of 23 mg/Kg,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,13569,10116.0,,8135,CHEMBL618610,Clearance at an iv dose of 14 mg/Kg and po dose of 15 mg/Kg,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,13569,10116.0,,8136,CHEMBL618611,Clearance at an iv dose of 15 mg/Kg and po dose of 30 mg/Kg,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,13569,10116.0,,8137,CHEMBL618612,Clearance at an iv dose of 15 mg/Kg and po dose of 30.2 mg/Kg,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,13569,10116.0,,8138,CHEMBL618613,Clearance at an iv dose of 15.6 mg/Kg and po dose of 31.2 mg/Kg,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,13569,10116.0,,8139,CHEMBL621076,Clearance at an iv dose of 15.7 mg/Kg and po dose of 31.4 mg/Kg,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,13569,10116.0,,8140,CHEMBL621077,Clearance at an iv dose of 16 mg/Kg and po dose of 35 mg/Kg,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,17670,10116.0,,8141,CHEMBL621078,"Clearance in fischer rats at 5 mg/kg dose, administered intravenously",In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,5970,10116.0,,8142,CHEMBL621251,Clearance in rat,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6495,10116.0,,8143,CHEMBL621252,Clearance in rat after oral administration at 10 mg/kg,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,4590,10116.0,,8144,CHEMBL621253,Clearance in rat.,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,6193,10116.0,,8145,CHEMBL621254,Clearance rate following an oral dose of 20 mg/kg in rats,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,,A,,50597,Intermediate,,2832,10116.0,,8146,CHEMBL621255,Compound was evaluated for the rate of clearance in rat upon intravenous administration.,In vivo,1,
,,Rattus norvegicus,N,1,,,BAO_0000218,Plasma,A,,50597,Intermediate,,1052,10116.0,,8147,CHEMBL621256,Compound was tested for plasma clearance in rats after 5 mg/kg of intravenous dosing,In vivo,1,1969.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,9866,10116.0,,8148,CHEMBL621257,Biodistribution in rat liver in the presence of GdDTPA-BDP at 1 hr,In vivo,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,9866,10116.0,,8149,CHEMBL621258,Biodistribution in rat liver in the presence of GdDTPA-BDP at 30 min,In vivo,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,9866,10116.0,,8150,CHEMBL621259,Biodistribution in rat liver in the presence of GdDTPA-BDP at 4 hr,In vivo,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,9866,10116.0,,8151,CHEMBL621260,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 15 min,In vivo,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,9866,10116.0,,8152,CHEMBL876494,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 1 hr,In vivo,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,9866,10116.0,,8153,CHEMBL621261,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 30 min,In vivo,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,9866,10116.0,,8154,CHEMBL621262,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 4 hr,In vivo,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,9866,10116.0,,8155,CHEMBL621263,Biodistribution in rat liver in the presence of NAC Gd/0.01 M GdDTPA-HPDP,In vivo,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Liver,A,,50597,Intermediate,,9866,10116.0,,8156,CHEMBL621264,Biodistribution in rat liver in the presence of NCA Gd/0.01 M lip,In vivo,1,2107.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Muscle tissue,A,,50597,Intermediate,,9866,10116.0,,8157,CHEMBL621265,Biodistribution in rat muscle in the presence of 0.01 M GdDTPA-BDP,In vivo,1,2385.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Muscle tissue,A,,50597,Intermediate,,9866,10116.0,,8158,CHEMBL621266,Biodistribution in rat muscle in the presence of 0.05 M Gd/0.15 M lig,In vivo,1,2385.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Muscle tissue,A,,50597,Intermediate,,9866,10116.0,,8159,CHEMBL621267,Biodistribution in rat muscle in the presence of 0.05 M GdDTPA-BDP,In vivo,1,2385.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Muscle tissue,A,,50597,Intermediate,,9866,10116.0,,8160,CHEMBL621268,Biodistribution in rat muscle in the presence of 0.10 M GdDTPA-BDP,In vivo,1,2385.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Muscle tissue,A,,50597,Intermediate,,9866,10116.0,,8161,CHEMBL621269,Biodistribution in rat muscle in the presence of GdDTPA-BDP at 1 hr,In vivo,1,2385.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Muscle tissue,A,,50597,Intermediate,,9866,10116.0,,8162,CHEMBL621270,Biodistribution in rat muscle in the presence of GdDTPA-BDP at 4 hr,In vivo,1,2385.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Muscle tissue,A,,50597,Intermediate,,9866,10116.0,,8163,CHEMBL621271,Biodistribution in rat muscle in the presence of GdDTPA-BDPat 15 min,In vivo,1,2385.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Muscle tissue,A,,50597,Intermediate,,9866,10116.0,,8164,CHEMBL621272,Biodistribution in rat muscle in the presence of GdDTPA-BDPat 30 min,In vivo,1,2385.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Muscle tissue,A,,50597,Intermediate,,9866,10116.0,,8165,CHEMBL621273,Biodistribution in rat muscle in the presence of GdDTPA-HPDP at 1 hr,In vivo,1,2385.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Muscle tissue,A,,50597,Intermediate,,9866,10116.0,,8166,CHEMBL621274,Biodistribution in rat muscle in the presence of GdDTPA-HPDP at 4 hr,In vivo,1,2385.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Muscle tissue,A,,50597,Intermediate,,9866,10116.0,,8167,CHEMBL876495,Biodistribution in rat muscle in the presence of GdDTPA-HPDPat 15 min,In vivo,1,2385.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Muscle tissue,A,,50597,Intermediate,,9866,10116.0,,8168,CHEMBL621275,Biodistribution in rat muscle in the presence of GdDTPA-HPDPat 30 min,In vivo,1,2385.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Muscle tissue,A,,50597,Intermediate,,9866,10116.0,,8169,CHEMBL621276,Biodistribution in rat muscle in the presence of NCA Gd/0.01 M lip,In vivo,1,2385.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Muscle tissue,A,,50597,Intermediate,,9866,10116.0,,8170,CHEMBL621277,Biodistribution in rat muscle in the presence of NCAGd/0.01 M lig,In vivo,1,2385.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Intestine,A,,50597,Intermediate,,9866,10116.0,,8171,CHEMBL621278,Biodistribution in rat s. intestine in the presence of 50 Gd/kg at 2 hr,In vivo,1,160.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Intestine,A,,50597,Intermediate,,9866,10116.0,,8172,CHEMBL621279,Biodistribution in rat s. intestine in the presence of 50 Gd/kg at 6 hr,In vivo,1,160.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Intestine,A,,50597,Intermediate,,9866,10116.0,,8173,CHEMBL621280,Biodistribution in rat s. intestine in the presence of NCA (No carrier added),In vivo,1,160.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Spleen,A,,50597,Intermediate,,9866,10116.0,,8174,CHEMBL621281,Biodistribution in rat spleen in the presence of 0.01 M GdDTPA-BDP,In vivo,1,2106.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Spleen,A,,50597,Intermediate,,9866,10116.0,,8175,CHEMBL621282,Biodistribution in rat spleen in the presence of 0.05 M Gd/0.15 M lig; ND=No data,In vivo,1,2106.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Spleen,A,,50597,Intermediate,,9866,10116.0,,8176,CHEMBL621283,Biodistribution in rat spleen in the presence of 0.05 M GdDTPA-BDP; ND=No data,In vivo,1,2106.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Spleen,A,,50597,Intermediate,,9866,10116.0,,8177,CHEMBL621284,Biodistribution in rat spleen in the presence of 0.10 M GdDTPA-BDP,In vivo,1,2106.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Spleen,A,,50597,Intermediate,,9866,10116.0,,8178,CHEMBL621285,Biodistribution in rat spleen in the presence of 50 Gd/kg at 15 min,In vivo,1,2106.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Spleen,A,,50597,Intermediate,,9866,10116.0,,8179,CHEMBL621286,Biodistribution in rat spleen in the presence of 50 Gd/kg at 2 hr,In vivo,1,2106.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Spleen,A,,50597,Intermediate,,9866,10116.0,,8180,CHEMBL623220,Biodistribution in rat spleen in the presence of 50 Gd/kg at 6 hr,In vivo,1,2106.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Spleen,A,,50597,Intermediate,,9866,10116.0,,8181,CHEMBL623221,Biodistribution in rat spleen in the presence of NCA Gd/0.01 M lip,In vivo,1,2106.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Spleen,A,,50597,Intermediate,,9866,10116.0,,8182,CHEMBL876029,Biodistribution in rat spleen in the presence of NCAGd/0.01 M lig,In vivo,1,2106.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Stomach,A,,50597,Intermediate,,9866,10116.0,,8183,CHEMBL623222,Biodistribution in rat stomach in the presence of 50 Gd/kg at 15 min,In vivo,1,945.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Stomach,A,,50597,Intermediate,,9866,10116.0,,8184,CHEMBL623223,Biodistribution in rat stomach in the presence of 50 Gd/kg at 2 hr,In vivo,1,945.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Stomach,A,,50597,Intermediate,,9866,10116.0,,8185,CHEMBL621445,Biodistribution in rat stomach in the presence of 50 Gd/kg at 6 h; ND=No data,In vivo,1,945.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,13950,10116.0,,8186,CHEMBL621446,Biodistribution of [123I]-label in rat blood was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,13950,10116.0,,8187,CHEMBL621447,Biodistribution of [123I]-label in rat blood was reported at 1 hr post injection. Value shown is %ID/g of tissue,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,13950,10116.0,,8188,CHEMBL619681,Biodistribution of [123I]-label in rat blood was reported at 2 hr post injection. Value shown is %ID/g of tissue,In vivo,1,178.0
,,Rattus norvegicus,N,1,,,BAO_0000218,Blood,A,,50597,Intermediate,,13950,10116.0,,8189,CHEMBL619682,Biodistribution of [123I]-label in rat blood was reported at 24 hr post injection. Value shown is %ID/g of tissue,In vivo,1,178.0
