assay_id,assay_cell_type,assay_type,cell_id,assay_test_type,description,confidence_score,src_assay_id,assay_category,tid,assay_tax_id,curated_by,src_id,chembl_id,bao_format,tissue_id,variant_id
3249,,F,,,concentration which gave a 50% increase in the response to electrical stimulation against 5-hydroxytryptamine 4 receptor in the guinea pig ileum. Activity expressed as percent of the maximum 5-HT response given in brackets.,9,,,20033,10141.0,Intermediate,1,CHEMBL619755,BAO_0000221,2116.0,
3250,,F,,,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum,9,,,20033,10141.0,Intermediate,1,CHEMBL619756,BAO_0000221,2116.0,
3251,,F,,,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum; Not evaluable,9,,,20033,10141.0,Intermediate,1,CHEMBL619757,BAO_0000221,2116.0,
3252,,F,,,5-hydroxytryptamine 4 receptor antagonist activity expressed as the concentration which produced a 50% reduction of 5-HT induced contraction in guinea pig ileum; Not tested,9,,,20033,10141.0,Intermediate,1,CHEMBL619758,BAO_0000221,2116.0,
3253,,F,,,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum",9,,,20033,10141.0,Intermediate,1,CHEMBL619759,BAO_0000221,2116.0,
3254,,F,,,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Inactive up to 10-5 M",9,,,20033,10141.0,Intermediate,1,CHEMBL619760,BAO_0000221,2116.0,
3255,,F,,,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Inactive up to 10E-5 M",9,,,20033,10141.0,Intermediate,1,CHEMBL619761,BAO_0000221,2116.0,
3256,,F,,,5-hydroxytryptamine 4 receptor antagonist activity as inhibition of 5-HT-induced contractions in guinea pig ileum; Not capable of evaluation.,9,,,20033,10141.0,Intermediate,1,CHEMBL619762,BAO_0000221,2116.0,
3257,,F,,,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not tested",9,,,20033,10141.0,Intermediate,1,CHEMBL619763,BAO_0000221,2116.0,
3258,,F,,,"5-hydroxytryptamine 4 receptor antagonist activity, concentration which gave 50% reduction of the 5-HT-induced contractions in the guinea pig ileum; Not tested",9,,,20033,10141.0,Intermediate,1,CHEMBL617868,BAO_0000221,2116.0,
3259,,B,,,Displacement of [3H]GR-113808 from 5-hydroxytryptamine 4 receptor in guinea pig striatum,9,,,20033,10141.0,Intermediate,1,CHEMBL617869,BAO_0000357,,
3260,,B,,,Binding affinity towards 5-HT4 receptor in striatum membranes of guinea-pig brain was evaluated,9,,,20033,10141.0,Intermediate,1,CHEMBL882926,BAO_0000249,2435.0,
3261,,B,,,Binding affinity towards 5-hydroxytryptamine 4 receptor in striatum membranes of guinea-pig brain was evaluated,9,,,20033,10141.0,Intermediate,1,CHEMBL617870,BAO_0000249,2435.0,
3262,,B,,,Inhibitory activity against 5-hydroxytryptamine 4 receptor of guinea pig striatum using [3H]GR-113808 as radioligand,9,,,20033,10141.0,Intermediate,1,CHEMBL617871,BAO_0000357,2435.0,
3263,,B,,,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to 5-hydroxytryptamine 4 receptor in guinea pig striatum,9,,,20033,10141.0,Intermediate,1,CHEMBL617872,BAO_0000357,2435.0,
3264,,B,,,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to 5-hydroxytryptamine 4 receptor in guinea-pig striatum,9,,,20033,10141.0,Intermediate,1,CHEMBL617873,BAO_0000357,2435.0,
3265,,B,,,Concentration of compound required to inhibit the binding of radioligand [3H]GR-113808 to serotonin 5-hydroxytryptamine 4 receptor in guinea-pig striatum,9,,,20033,10141.0,Intermediate,1,CHEMBL617874,BAO_0000357,2435.0,
3266,,F,,,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum.,9,,,20033,10141.0,Intermediate,1,CHEMBL619067,BAO_0000221,2116.0,
3267,,F,,,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum. 95% confidence limits are in brackets.,9,,,20033,10141.0,Intermediate,1,CHEMBL619068,BAO_0000221,2116.0,
3268,,F,,,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum;ne=not capable of evaluation.,9,,,20033,10141.0,Intermediate,1,CHEMBL619069,BAO_0000221,2116.0,
3269,,B,,,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor at concentration of 10e-6 M in guinea pig,9,,,20033,10141.0,Intermediate,1,CHEMBL619070,BAO_0000357,,
3270,,B,,,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor at concentration of 10e-8 M in guinea pig,9,,,20033,10141.0,Intermediate,1,CHEMBL619071,BAO_0000357,,
3271,,F,,,Agonistic activity against 5-hydroxytryptamine 4 receptor,9,,,20033,10141.0,Intermediate,1,CHEMBL619072,BAO_0000019,,
3272,,F,,,Agonistic activity against 5-hydroxytryptamine 4 receptor; not tested,9,,,20033,10141.0,Intermediate,1,CHEMBL619073,BAO_0000019,,
3273,,F,,,Compound was evaluated for the relative potency with respect to serotonin against 5-hydroxytryptamine 4 receptor,9,,,20033,10141.0,Intermediate,1,CHEMBL619074,BAO_0000019,,
3274,,B,,,Ability to displace [3H]GR-113808 from 5-hydroxytryptamine 4 receptor,9,,,20033,10141.0,Intermediate,1,CHEMBL619075,BAO_0000357,,
3275,,B,,,Inhibition of [3H]GR-113808 binding to guinea pig striatum 5-hydroxytryptamine 4 receptor,9,,,20033,10141.0,Intermediate,1,CHEMBL619076,BAO_0000357,2435.0,
3276,,B,,,Binding affinity against 5-hydroxytryptamine 4 receptor in guinea pig striatum using [3H]GR-113808 as radioligand,9,,,20033,10141.0,Intermediate,1,CHEMBL619077,BAO_0000357,2435.0,
3277,,B,,,Binding affinity towards 5-HT4 receptor in striatum membranes of guinea-pig brain was evaluated,9,,,20033,10141.0,Intermediate,1,CHEMBL619078,BAO_0000249,2435.0,
3278,,B,,,Binding affinity towards 5-hydroxytryptamine 4 receptor in striatum membranes of guinea-pig brain was evaluated,9,,,20033,10141.0,Intermediate,1,CHEMBL619079,BAO_0000249,2435.0,
3279,,B,,,Tested for affinity against 5-hydroxytryptamine 4 receptor in the myenteric plexus of the guinea pig ileum.,9,,,20033,10141.0,Intermediate,1,CHEMBL619080,BAO_0000221,2116.0,
3280,,B,,,Displacement of [3H]-GR113808 from 5-HT4 receptor of guinea pig striatum,9,,,20033,10141.0,Expert,1,CHEMBL619081,BAO_0000357,,
3281,,B,,,The compound was tested for their binding affinity towards 5-HT4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand; Nonactive at 10 uM,9,,,20033,10141.0,Intermediate,1,CHEMBL619082,BAO_0000357,,
3282,,B,,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand.,9,,,20033,10141.0,Intermediate,1,CHEMBL619083,BAO_0000357,,
3283,,B,,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 4 receptor from guinea pig striatum using [3H]GR-113808 as radioligand; Nonactive at 10 uM,9,,,20033,10141.0,Intermediate,1,CHEMBL619084,BAO_0000357,,
3284,,F,,,Evaluated for the antagonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in non-electrically stimulated guinea-pig ileum.,9,,,20033,10141.0,Intermediate,1,CHEMBL859397,BAO_0000221,2116.0,
3285,,F,,,5-hydroxytryptamine 4 receptor agonist activity in the guinea pig ileum assay,9,,,20033,10141.0,Intermediate,1,CHEMBL619085,BAO_0000221,2116.0,
3286,,F,,,5-hydroxytryptamine 4 receptor agonistic activity was measured by twitch response enhancing activity in electrically stimulated guinea pig ileum preparation,9,,,20033,10141.0,Intermediate,1,CHEMBL619086,BAO_0000221,2116.0,
3287,,F,,,Agonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in low frequency field stimulation of guinea-pig ileum (FSGPI).,9,,,20033,10141.0,Intermediate,1,CHEMBL619087,BAO_0000221,2116.0,
3288,,F,,,Agonistic activity against Serotonin 5-hydroxytryptamine 4 receptor in non-electrically stimulated guinea-pig ileum.,9,,,20033,10141.0,Intermediate,1,CHEMBL619088,BAO_0000221,2116.0,
3289,,B,,,Ability to antagonize 5-HT-evoked contractions mediated through 5-hydroxytryptamine 4 receptor activation in the guinea pig distal colon LMMP,9,,,20033,10141.0,Intermediate,1,CHEMBL619089,BAO_0000357,,
3290,,B,,,Binding affinity was determined against 5-hydroxytryptamine 3 receptor,8,,,168,10141.0,Autocuration,1,CHEMBL619090,BAO_0000357,,
3291,,F,,,Antagonistic activity against 5-hydroxytryptamine 4 receptor,9,,,20033,10141.0,Intermediate,1,CHEMBL619091,BAO_0000019,,
3292,,B,,,Ability to displace the radioligand [3H]GR-113808 from guinea pig striatum 5-hydroxytryptamine 4 receptor,9,,,20033,10141.0,Intermediate,1,CHEMBL619092,BAO_0000357,,
3293,,B,,,Binding affinity for 5-hydroxytryptamine 4 receptor by displacement of [3H]GR-113808 from guinea pig brain striatum.,9,,,20033,10141.0,Intermediate,1,CHEMBL619093,BAO_0000019,,
3294,HEK293,B,722.0,,Binding affinity was determined against 5-hydroxytryptamine 2C receptor using cloned rat receptors expressed in 293 cells radiolabeled with [3H]mesulergine,8,,,168,10141.0,Autocuration,1,CHEMBL619094,BAO_0000219,,
3295,,B,,,In vitro by displacement of [3H]GR-113808 from 5-hydroxytryptamine 4 receptor on guinea pig striatal membrane,9,,,20033,10141.0,Intermediate,1,CHEMBL619095,BAO_0000019,,
3296,,B,,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 4 receptor using radioligand binding assay using [3H]GR as radioligand,9,,,20033,10141.0,Intermediate,1,CHEMBL857988,BAO_0000357,,
3297,,B,,,Compound was evaluated for its ability to displace [3H]GR-113808 binding from 5-hydroxytryptamine 4 receptor in guinea pig striatum.,9,,,20033,10141.0,Intermediate,1,CHEMBL619096,BAO_0000357,,
3298,,B,,,In vitro binding affinity at 5-hydroxytryptamine 4 receptor in guinea pig striatum using 3[H]GR-113808 as the radioligand,9,,,20033,10141.0,Intermediate,1,CHEMBL619097,BAO_0000357,2435.0,
3299,,B,,,The compound was tested for its binding affinity towards 5-hydroxytryptamine 4 receptor in guinea pig hippocampus using [125I]SB-207710.,9,,,20033,10141.0,Intermediate,1,CHEMBL619098,BAO_0000221,10000000.0,
3300,,B,,,The compound was tested for the binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand,9,,,20033,10141.0,Intermediate,1,CHEMBL619751,BAO_0000357,,
3301,,B,,,The compound was tested for the binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand.,9,,,20033,10141.0,Intermediate,1,CHEMBL619752,BAO_0000357,,
3302,,F,,,The antagonist activity was calculated as the concentration which produced a 50% reduction against 5-hydroxytryptamine 4 receptor in guinea pig ileum;ne=not capable of evaluation.,9,,,20033,10141.0,Intermediate,1,CHEMBL875096,BAO_0000221,2116.0,
3303,,B,,,Binding affinity towards 5-HT2C receptor by the displacement of [3H]mesulergine] in human recombinant receptors in mammalian cell,8,,,108,,Autocuration,1,CHEMBL619004,BAO_0000357,,
3304,,B,,,Binding affinity towards human 5-hydroxytryptamine 4 receptor using [3H]5-HT as radioligand,8,,,168,,Autocuration,1,CHEMBL619005,BAO_0000357,,
3305,,B,,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 4 receptor,8,,,168,,Autocuration,1,CHEMBL619006,BAO_0000019,,
3306,HeLa,B,308.0,,Compound was evaluated for the binding affinity against human cloned 5-hydroxytryptamine 4 receptor in HeLa cells using [3H]-LSD as the radioligand,8,,,168,,Autocuration,1,CHEMBL619007,BAO_0000219,,
3307,,B,,,Compound was tested for its binding affinity against 5-hydroxytryptamine 4 receptor,8,,,168,,Autocuration,1,CHEMBL619008,BAO_0000357,,
3308,,B,,,Compound was tested for its binding affinity for 5-hydroxytryptamine 4 receptor,8,,,168,,Autocuration,1,CHEMBL619009,BAO_0000357,,
3309,HeLa,B,308.0,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 4 receptor in HeLa cells, using [3H]LSD as radioligand",8,,,168,,Autocuration,1,CHEMBL619010,BAO_0000219,,
3310,,B,,,Tested for ability to stimulate production of cAMP mediated by 5-hydroxytryptamine 4 receptor in mouse Coliculi neurons,8,,,10622,,Autocuration,1,CHEMBL619011,BAO_0000357,,
3311,,B,,,Tested for ability to stimulate production of cAMP mediated by 5-hydroxytryptamine 4 receptor in mouse Coliculi neurons; IA means inactive,8,,,10622,,Autocuration,1,CHEMBL619012,BAO_0000357,,
3312,,B,,,Ability to displace [3H]GR-113808 from mouse 5-hydroxytryptamine 4 receptor in COS7 cells,8,,,10622,,Autocuration,1,CHEMBL619013,BAO_0000219,,
3313,,B,,,Tested for ability to stimulate 5-hydroxytryptamine 4 receptors in mouse Coliculi neurons,8,,,10622,,Autocuration,1,CHEMBL619014,BAO_0000357,,
3314,,F,,,Evaluated for the 5-hydroxytryptamine 4 receptor antagonistic activity in piglet atrium model,8,,,11249,,Autocuration,1,CHEMBL857503,BAO_0000019,2081.0,
3315,,F,,,Evaluated for the 5-hydroxytryptamine 4 receptor antagonistic activity in piglet atrium model; compound found inactive at 1 uM,8,,,11249,,Autocuration,1,CHEMBL619015,BAO_0000019,2081.0,
3316,,B,,,The compound was tested for binding affinity against 5-hydroxytryptamine 4 receptor,8,,,11249,,Autocuration,1,CHEMBL619016,BAO_0000357,,
3317,,B,,,Compound was tested for binding affinity against piglet hippocampus 5-hydroxytryptamine 4 receptor,8,,,11249,,Autocuration,1,CHEMBL619017,BAO_0000221,10000000.0,
3318,,B,,,The binding affinity (pKi) was measured against 5-hydroxytryptamine 4 receptor of piglet hippocampus using [125I]SB 207710 as radioligand,8,,,168,9823.0,Autocuration,1,CHEMBL619018,BAO_0000221,10000000.0,
3319,,B,,,Binding affinity against 5-hydroxytryptamine 2A receptor using rabbit saphenous vein assay.,8,,,168,9986.0,Autocuration,1,CHEMBL619019,BAO_0000019,,
3320,,B,,,Displacement of [3H]GR-113808 from rat striatum 5-hydroxytryptamine 4 receptor,9,,,10623,10116.0,Expert,1,CHEMBL619020,BAO_0000357,,
3321,,F,,,Tested for its agonist potency against the 5-hydroxytryptamine 4 receptor located in the rat esophageal tunica muscularis mucosae,8,,,10623,,Autocuration,1,CHEMBL619021,BAO_0000019,,
3322,,B,,,Tested for affinity towards 5-hydroxytryptamine 4 receptor in relaxation of rat oesophagus,8,,,10623,,Autocuration,1,CHEMBL619022,BAO_0000357,,
3323,,B,,,Tested for the effect on binding at 5-hydroxytryptamine 4 receptor; No activity,8,,,10623,,Autocuration,1,CHEMBL619023,BAO_0000357,,
3324,,F,,,lntrinsic activity relative to 5-HT receptor,8,,,10623,,Autocuration,1,CHEMBL619024,BAO_0000019,,
3325,,F,,,Compound was evaluated for the agonistic activity towards 5-hydroxytryptamine 4 receptor using the rat tunica muscularis mucosae (TMM) esophagus strip assay,8,,,10623,,Autocuration,1,CHEMBL619025,BAO_0000019,,
3326,,F,,,In vitro relaxation of carbachol pre-contracted rat oesophageal TMM.,8,,,10623,,Expert,1,CHEMBL619026,BAO_0000019,,
3327,,F,,,Compound was tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay,8,,,10623,,Autocuration,1,CHEMBL619027,BAO_0000019,,
3328,,F,,,Compound was tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay; IN = Inactive,8,,,10623,,Autocuration,1,CHEMBL619028,BAO_0000019,,
3329,,F,,,Efficient 5-hydroxytryptamine 4 agonist in the rat tunica muscularis mucosae,8,,,10623,,Autocuration,1,CHEMBL619029,BAO_0000019,,
3330,,F,,,Tested for agonist activity at the 5-hydroxytryptamine 4 receptor in the rat tunica muscularis mucosae (TMM) assay of racemate mixture,8,,,10623,,Autocuration,1,CHEMBL619030,BAO_0000019,,
3331,,B,,,Relaxation of carbachol induced contractions of rat tunica muscularis mucosae,8,,,10623,,Expert,1,CHEMBL619031,BAO_0000357,,
3332,,F,,,5-hydroxytryptamine 4 receptor agonist activity was determined by the relaxation of the carbachol-contracted rat esophageal tunica muscularis mucosae,8,,,10623,,Autocuration,1,CHEMBL619032,BAO_0000019,,
3333,,B,,,Inhibition of radiolabeled [3H]GR-113808 ligand binding to 5-hydroxytryptamine 4 receptor,9,,,10623,10116.0,Expert,1,CHEMBL619033,BAO_0000357,,
3334,,B,,,Tested for its efficacy against the 5-hydroxytryptamine 4 receptor located in the rat esophageal tunica muscularis mucosae,8,,,10623,,Autocuration,1,CHEMBL619034,BAO_0000357,,
3335,,B,,,In vitro 5-hydroxytryptamine 4 receptor activity by using carbachol-precontracted esophageal tunica muscularis mucosae.,8,,,10623,,Autocuration,1,CHEMBL619035,BAO_0000357,,
3336,,B,,,In vitro 5-hydroxytryptamine 4 receptor activity by using carbachol-precontracted esophageal tunica muscularis mucosae; No activity up to 104M concentration,8,,,10623,,Autocuration,1,CHEMBL619036,BAO_0000357,,
3337,,B,,,Binding affinity (Ki+/-SEM) against 5-hydroxytryptamine 4 receptor from cheng Prusoff equation by using [3H]GR-113808 in rat striatum,9,,,10623,10116.0,Expert,1,CHEMBL619037,BAO_0000019,,
3338,,B,,,Binding affinity towards 5-HT 4 receptor in rat striatum membranes using [3H]GR-113808 as radioligand,8,,,10623,,Autocuration,1,CHEMBL619038,BAO_0000249,2435.0,
3339,,B,,,Binding affinity towards 5-HT4 receptor was determined in rat striatal membranes using [3H]GR-113808 as radioligand; Not tested,8,,,10623,,Autocuration,1,CHEMBL619039,BAO_0000249,,
3340,,B,,,Binding affinity towards 5-hydroxytryptamine 4 receptor was determined in rat striatal membranes using [3H]GR-113808 as radioligand,8,,,10623,,Expert,1,CHEMBL619040,BAO_0000249,,
3341,,B,,,Binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum,9,,,10623,10116.0,Expert,1,CHEMBL619041,BAO_0000019,2435.0,
3342,,B,,,Binding affinity against 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum,8,,,10623,,Autocuration,1,CHEMBL619042,BAO_0000019,2435.0,
3343,,B,,,Binding affinity to 5-hydroxytryptamine 4 receptor using [3H]GR-113808 as radioligand in rat striatum membrane,8,,,10623,,Expert,1,CHEMBL619043,BAO_0000249,2435.0,
