ASSI,T,ASSTAI,VARII,CONFISC,RELATT,CHEI,SI,DOI,ASSORGA,ASTY,ASSUBCELFRAC,CURAB,SASI,CI,BAFO,TISI
1870,12689,10116.0,,9,D,CHEMBL616467,1,12253,Rattus norvegicus,B,,Autocuration,,722.0,BAO_0000219,
1871,108,,,8,H,CHEMBL616468,1,1558,,B,,Autocuration,,,BAO_0000357,
1872,108,,,8,H,CHEMBL616469,1,2474,,B,,Autocuration,,,BAO_0000357,
1873,108,,,8,H,CHEMBL616470,1,2474,,B,,Autocuration,,,BAO_0000357,
1874,12689,,,8,H,CHEMBL616471,1,11574,,B,,Autocuration,,,BAO_0000357,
1875,12689,,,8,H,CHEMBL616472,1,1558,,B,,Autocuration,,,BAO_0000357,
1876,12689,,,8,H,CHEMBL616473,1,13944,,B,,Autocuration,,,BAO_0000357,
1877,12689,,,8,H,CHEMBL616474,1,13033,,B,,Autocuration,,,BAO_0000357,
1878,12689,,,8,H,CHEMBL616475,1,10321,,B,,Autocuration,,,BAO_0000357,
1879,12689,,,8,H,CHEMBL616476,1,11866,,B,,Autocuration,,,BAO_0000357,
1880,105,9986.0,,8,H,CHEMBL616477,1,14454,Oryctolagus cuniculus,B,,Autocuration,,,BAO_0000019,
1881,104686,,,4,H,CHEMBL616478,1,11574,,B,,Autocuration,,,BAO_0000224,
1882,104686,,,4,H,CHEMBL616479,1,11574,,B,,Autocuration,,,BAO_0000224,
1883,104686,,,4,H,CHEMBL616480,1,13631,,B,,Autocuration,,,BAO_0000019,
1884,104686,10116.0,,5,D,CHEMBL616481,1,9630,Rattus norvegicus,B,,Autocuration,,,BAO_0000019,
1885,104686,10116.0,,5,D,CHEMBL616482,1,8822,Rattus norvegicus,B,,Autocuration,,,BAO_0000249,
1886,104686,10116.0,,5,D,CHEMBL884713,1,9064,Rattus norvegicus,B,,Autocuration,,,BAO_0000221,955.0
1887,104686,,,4,H,CHEMBL616483,1,8868,,B,,Autocuration,,,BAO_0000224,
1888,104686,,,4,H,CHEMBL616484,1,9064,,B,,Autocuration,,,BAO_0000224,
1889,104686,,,4,H,CHEMBL616485,1,9806,,B,,Autocuration,,,BAO_0000019,
1890,104686,,,4,H,CHEMBL616486,1,9098,,B,,Autocuration,,,BAO_0000224,
1891,104686,,,4,H,CHEMBL616487,1,8868,,B,,Autocuration,,,BAO_0000224,
1892,104686,,,4,H,CHEMBL616488,1,12765,,B,,Autocuration,,,BAO_0000224,
1893,104686,,,4,H,CHEMBL616489,1,11049,,B,,Autocuration,,,BAO_0000019,
1894,104686,,,4,H,CHEMBL616490,1,11049,,B,,Autocuration,,,BAO_0000019,
1895,104686,,,4,H,CHEMBL616491,1,11049,,B,,Autocuration,,,BAO_0000019,
1896,104686,,,4,H,CHEMBL616492,1,11049,,B,,Autocuration,,,BAO_0000019,
1897,104686,,,4,H,CHEMBL616493,1,11049,,B,,Autocuration,,,BAO_0000019,
1898,104686,,,4,H,CHEMBL616494,1,11473,,B,,Autocuration,,,BAO_0000019,
1899,104686,,,4,H,CHEMBL616495,1,11473,,B,,Autocuration,,,BAO_0000019,
1900,104686,,,4,H,CHEMBL616496,1,3086,,B,,Autocuration,,,BAO_0000019,
1901,104686,,,4,H,CHEMBL616497,1,11049,,B,,Autocuration,,,BAO_0000019,
1902,104686,,,4,H,CHEMBL616498,1,11049,,B,,Autocuration,,,BAO_0000019,
1903,104686,,,4,H,CHEMBL616499,1,10639,,B,,Autocuration,,,BAO_0000019,
1904,104686,,,4,H,CHEMBL616500,1,10922,,B,,Autocuration,,,BAO_0000019,
1905,104686,10116.0,,5,D,CHEMBL616501,1,9064,Rattus norvegicus,B,,Autocuration,,,BAO_0000221,955.0
1906,104686,,,4,H,CHEMBL616502,1,10748,,B,,Autocuration,,,BAO_0000221,955.0
1907,104686,,,4,H,CHEMBL884529,1,11614,,B,Membranes,Autocuration,,,BAO_0000249,
1908,104686,,,4,H,CHEMBL616503,1,11615,,B,Membranes,Autocuration,,,BAO_0000249,
1909,104686,,,4,H,CHEMBL616964,1,11615,,B,,Autocuration,,,BAO_0000224,
1910,104686,,,4,H,CHEMBL616965,1,11614,,B,Membranes,Autocuration,,,BAO_0000249,
1911,104686,,,4,H,CHEMBL616966,1,11702,,B,,Autocuration,,,BAO_0000224,
1912,104686,,,4,H,CHEMBL616967,1,11702,,B,,Autocuration,,,BAO_0000224,
1913,104686,10116.0,,5,D,CHEMBL616968,1,11702,Rattus norvegicus,B,,Autocuration,,,BAO_0000224,
1914,104686,,,4,H,CHEMBL616969,1,11702,,B,,Autocuration,,,BAO_0000224,
1915,104686,,,4,H,CHEMBL884530,1,13346,,B,,Autocuration,,,BAO_0000019,
1916,104686,,,4,H,CHEMBL616970,1,10025,,B,,Autocuration,,,BAO_0000224,
1917,104686,,,4,H,CHEMBL616971,1,10025,,B,,Autocuration,,,BAO_0000224,
1918,104686,,,4,H,CHEMBL616972,1,10025,,B,,Autocuration,,,BAO_0000224,
1919,104686,,,4,H,CHEMBL616973,1,9036,,B,,Autocuration,,,BAO_0000224,
1920,104686,,,4,H,CHEMBL616974,1,9036,,B,,Autocuration,,,BAO_0000224,
1921,104686,,,4,H,CHEMBL616975,1,9161,,B,,Autocuration,,,BAO_0000019,
1922,104686,,,4,H,CHEMBL616976,1,12304,,B,,Autocuration,,,BAO_0000019,
1923,104686,,,4,H,CHEMBL616977,1,13276,,B,,Autocuration,,,BAO_0000224,
1924,104686,,,4,H,CHEMBL616978,1,11825,,B,,Autocuration,,,BAO_0000224,
1925,104686,,,4,H,CHEMBL616979,1,12443,,B,,Autocuration,,,BAO_0000224,
1926,104686,,,4,H,CHEMBL616980,1,13830,,B,,Autocuration,,,BAO_0000224,
1927,104686,,,4,H,CHEMBL616981,1,9592,,B,Membranes,Autocuration,,,BAO_0000249,
1928,104686,,,4,H,CHEMBL616982,1,9592,,B,Membranes,Autocuration,,,BAO_0000249,
1929,104686,,,4,H,CHEMBL616983,1,10881,,B,,Autocuration,,,BAO_0000224,
1930,104686,,,4,H,CHEMBL616984,1,13605,,B,,Autocuration,,,BAO_0000019,
1931,104686,10116.0,,5,D,CHEMBL616985,1,11624,Rattus norvegicus,B,,Autocuration,,,BAO_0000224,
1932,104686,,,4,H,CHEMBL616986,1,4101,,B,,Autocuration,,,BAO_0000224,
1933,104686,,,4,H,CHEMBL616987,1,4101,,B,,Autocuration,,,BAO_0000224,
1934,104686,,,4,H,CHEMBL616988,1,15360,,B,,Autocuration,,,BAO_0000019,
1935,104686,,,4,H,CHEMBL617243,1,11576,,B,,Autocuration,,,BAO_0000019,
1936,104686,,,4,H,CHEMBL617244,1,5834,,B,,Autocuration,,,BAO_0000019,
1937,104686,10116.0,,5,D,CHEMBL617245,1,2395,Rattus norvegicus,B,,Autocuration,,485.0,BAO_0000219,
1938,104686,,,4,H,CHEMBL617246,1,11965,,B,Membranes,Autocuration,,,BAO_0000249,
1939,104686,,,4,H,CHEMBL617546,1,3967,,B,,Autocuration,,,BAO_0000224,
1940,104686,,,4,H,CHEMBL617547,1,11130,,B,Brain membranes,Autocuration,,,BAO_0000249,
1941,104686,,,4,H,CHEMBL617548,1,13427,,B,,Autocuration,,,BAO_0000219,
1942,104686,,,4,H,CHEMBL617549,1,9443,,B,,Autocuration,,,BAO_0000224,
1943,104686,,,4,H,CHEMBL617550,1,9443,,B,,Autocuration,,,BAO_0000224,
1944,104686,,,4,H,CHEMBL617551,1,11825,,B,,Autocuration,,,BAO_0000224,
1945,104686,,,4,H,CHEMBL617552,1,12120,,B,Membranes,Autocuration,,,BAO_0000249,
1946,104686,,,4,H,CHEMBL617553,1,12120,,B,Membranes,Autocuration,,,BAO_0000249,
1947,104686,,,4,H,CHEMBL617554,1,11963,,F,,Autocuration,,,BAO_0000019,1515.0
1948,104686,,,4,H,CHEMBL617555,1,9069,,B,,Autocuration,,,BAO_0000019,
1949,104686,,,4,H,CHEMBL617556,1,8868,,B,,Autocuration,,,BAO_0000224,
1950,10624,,,8,H,CHEMBL617557,1,17200,,B,,Autocuration,,,BAO_0000357,
1951,10624,,,8,H,CHEMBL617558,1,17200,,B,,Autocuration,,,BAO_0000357,
1952,17106,,,8,H,CHEMBL617559,1,13969,,B,,Expert,,,BAO_0000357,
1953,17106,,,9,D,CHEMBL617560,1,13392,,B,,Expert,,,BAO_0000357,
1954,17106,,,8,H,CHEMBL617561,1,1742,,B,,Autocuration,,,BAO_0000249,
1955,17106,,,8,H,CHEMBL617562,1,1742,,B,,Autocuration,,,BAO_0000249,
1956,17106,,,8,H,CHEMBL617563,1,14331,,B,,Autocuration,,,BAO_0000357,2435.0
1957,17106,,,8,H,CHEMBL617564,1,12861,,F,,Autocuration,,,BAO_0000019,
1958,17106,,,8,H,CHEMBL617565,1,12861,,B,,Expert,,,BAO_0000019,
1959,17106,,,8,H,CHEMBL856076,1,12861,,B,,Autocuration,,,BAO_0000357,
1960,17106,,,8,H,CHEMBL617566,1,12861,,B,,Autocuration,,,BAO_0000019,
1961,17106,,,8,H,CHEMBL875911,1,12861,,B,,Expert,,,BAO_0000019,
1962,17106,,,8,H,CHEMBL617567,1,12861,,B,,Autocuration,,,BAO_0000019,
1963,17106,,,8,H,CHEMBL617568,1,675,,B,,Autocuration,,,BAO_0000249,
1964,17106,,,8,H,CHEMBL617569,1,12490,,B,,Expert,,,BAO_0000019,
1965,17106,,,8,H,CHEMBL617570,1,11828,,B,,Expert,,,BAO_0000249,
1966,17106,,,8,H,CHEMBL617571,1,11866,,B,,Autocuration,,,BAO_0000357,
1967,105,9823.0,,8,H,CHEMBL617572,1,773,Sus scrofa,B,,Autocuration,,,BAO_0000357,
1968,105,9986.0,,8,H,CHEMBL617573,1,13047,Oryctolagus cuniculus,B,,Expert,,,BAO_0000357,
1969,105,9986.0,,8,H,CHEMBL617574,1,13047,Oryctolagus cuniculus,B,,Autocuration,,,BAO_0000019,
1970,105,9986.0,,8,H,CHEMBL617575,1,13047,Oryctolagus cuniculus,B,,Expert,,,BAO_0000357,
1971,10578,,,8,H,CHEMBL617576,1,188,,B,,Autocuration,,,BAO_0000357,
1972,10578,,,8,H,CHEMBL617577,1,10639,,F,,Autocuration,,,BAO_0000019,
1973,10578,,,8,H,CHEMBL617578,1,12438,,F,,Autocuration,,,BAO_0000019,
1974,10578,,,8,H,CHEMBL617579,1,12438,,B,,Autocuration,,,BAO_0000357,
1975,10578,,,8,H,CHEMBL617580,1,15854,,B,,Expert,,,BAO_0000019,
1976,10578,,,8,H,CHEMBL617581,1,10394,,B,,Autocuration,,,BAO_0000249,
1977,10578,,,8,H,CHEMBL617582,1,12092,,B,,Autocuration,,,BAO_0000357,
1978,10578,,,8,H,CHEMBL617583,1,3389,,B,,Expert,,,BAO_0000019,
1979,105,,,8,H,CHEMBL617584,1,6011,,B,,Autocuration,,,BAO_0000357,
1980,105,,,8,H,CHEMBL617585,1,4639,,B,,Autocuration,,,BAO_0000357,
1981,105,,,8,H,CHEMBL875912,1,2474,,B,,Autocuration,,,BAO_0000357,
1982,105,,,8,H,CHEMBL617586,1,5014,,B,,Autocuration,,,BAO_0000357,
1983,105,,,8,H,CHEMBL617587,1,17515,,B,,Autocuration,,,BAO_0000357,
1984,105,,,8,H,CHEMBL617588,1,11866,,B,,Autocuration,,,BAO_0000357,
1985,105,,,8,H,CHEMBL857980,1,4687,,B,,Autocuration,,,BAO_0000357,
1986,105,,,8,H,CHEMBL617589,1,12146,,B,,Autocuration,,,BAO_0000357,
1987,105,,,8,H,CHEMBL617590,1,10321,,B,,Autocuration,,,BAO_0000357,
1988,105,,,8,H,CHEMBL617591,1,13267,,B,,Autocuration,,722.0,BAO_0000219,
1989,105,9606.0,,9,D,CHEMBL617592,1,1274,Homo sapiens,B,,Expert,,,BAO_0000357,
1990,105,,,8,H,CHEMBL617593,1,15250,,B,,Autocuration,,,BAO_0000357,
1991,106,,,8,H,CHEMBL617594,1,13706,,B,,Autocuration,,485.0,BAO_0000219,
1992,105,,,8,H,CHEMBL617595,1,13706,,B,,Autocuration,,485.0,BAO_0000219,
1993,105,,,8,H,CHEMBL617596,1,13706,,B,,Autocuration,,722.0,BAO_0000219,
1994,105,,,8,H,CHEMBL617597,1,13706,,B,,Autocuration,,722.0,BAO_0000219,
1995,105,,,8,H,CHEMBL617598,1,13047,,B,,Autocuration,,,BAO_0000019,
1996,105,,,8,H,CHEMBL872916,1,13366,,B,,Autocuration,,,BAO_0000357,
1997,105,,,8,H,CHEMBL617599,1,13366,,B,,Expert,,,BAO_0000357,
1998,105,,,8,H,CHEMBL617091,1,1558,,B,,Autocuration,,,BAO_0000357,
1999,105,,,8,H,CHEMBL617092,1,12902,,B,,Expert,,485.0,BAO_0000219,
2000,105,,,8,H,CHEMBL617093,1,13706,,B,,Autocuration,,485.0,BAO_0000219,
2001,105,,,8,H,CHEMBL617094,1,13706,,F,,Autocuration,,,BAO_0000019,
2002,105,,,8,H,CHEMBL617095,1,13706,,F,,Autocuration,,,BAO_0000019,
2003,105,,,8,H,CHEMBL617096,1,14251,,F,,Autocuration,,,BAO_0000019,
2004,105,,,8,H,CHEMBL617097,1,14251,,F,,Autocuration,,,BAO_0000019,
2005,105,,,8,H,CHEMBL617098,1,14251,,F,,Autocuration,,,BAO_0000019,
2006,105,,,8,H,CHEMBL617301,1,13313,,B,,Autocuration,,,BAO_0000357,
2007,105,,,8,H,CHEMBL617302,1,13313,,B,,Autocuration,,,BAO_0000357,
2008,105,,,8,H,CHEMBL617303,1,13366,,B,,Autocuration,,,BAO_0000357,
2009,105,,,8,H,CHEMBL617304,1,13051,,B,,Expert,,,BAO_0000357,
2010,105,,,8,H,CHEMBL617305,1,12903,,B,,Expert,,449.0,BAO_0000219,
2011,105,9606.0,,9,D,CHEMBL617306,1,12469,Homo sapiens,B,,Autocuration,,,BAO_0000219,
2012,17106,,,8,H,CHEMBL617307,1,5619,,B,,Autocuration,,,BAO_0000357,
2013,105,9986.0,,8,H,CHEMBL617308,1,13047,Oryctolagus cuniculus,B,,Autocuration,,,BAO_0000019,
2014,105,,,8,H,CHEMBL617309,1,16633,,B,,Autocuration,,,BAO_0000357,
2015,105,,,8,H,CHEMBL617310,1,16633,,B,,Autocuration,,,BAO_0000357,
2016,105,,,8,H,CHEMBL617311,1,16633,,B,,Autocuration,,,BAO_0000357,
2017,105,,,8,H,CHEMBL617312,1,16633,,B,,Autocuration,,,BAO_0000357,
2018,105,,,8,H,CHEMBL617313,1,3269,,B,,Autocuration,,,BAO_0000357,
2019,105,,,8,H,CHEMBL617314,1,12409,,B,,Expert,,,BAO_0000357,
2020,106,,,8,H,CHEMBL617315,1,13706,,F,,Autocuration,,,BAO_0000019,
2021,106,,,8,H,CHEMBL617316,1,13706,,B,,Autocuration,,722.0,BAO_0000219,
2022,106,,,8,H,CHEMBL617317,1,13706,,B,,Autocuration,,722.0,BAO_0000219,
2023,106,,,8,H,CHEMBL617318,1,12903,,B,,Autocuration,,449.0,BAO_0000219,
2024,106,,,8,H,CHEMBL617319,1,13047,,B,,Autocuration,,,BAO_0000019,
2025,106,,,9,D,CHEMBL617320,1,13366,,B,,Expert,,,BAO_0000357,
2026,106,,,9,D,CHEMBL617321,1,13366,,B,,Expert,,,BAO_0000357,
2027,106,,,9,D,CHEMBL617322,1,13366,,B,,Expert,,,BAO_0000357,
2028,106,,,8,H,CHEMBL616862,1,13366,,B,,Autocuration,,,BAO_0000357,
2029,106,,,8,H,CHEMBL616863,1,13366,,B,,Autocuration,,,BAO_0000357,
2030,106,,,8,H,CHEMBL616864,1,12469,,B,,Autocuration,,449.0,BAO_0000219,
2031,106,,,8,H,CHEMBL616865,1,13706,,B,,Autocuration,,485.0,BAO_0000219,
2032,106,,,8,H,CHEMBL616866,1,13706,,B,,Autocuration,,485.0,BAO_0000219,
2033,106,,,8,H,CHEMBL616867,1,13706,,F,,Autocuration,,,BAO_0000019,
2034,106,,,8,H,CHEMBL616868,1,12902,,B,,Expert,,485.0,BAO_0000219,
2035,105,,,8,H,CHEMBL616869,1,13051,,B,,Expert,,,BAO_0000357,
2036,106,,,8,H,CHEMBL616870,1,12903,,B,,Expert,,449.0,BAO_0000219,
2037,105,,,8,H,CHEMBL616871,1,1558,,F,,Autocuration,,485.0,BAO_0000219,
2038,105,,,8,H,CHEMBL616872,1,1558,,F,,Autocuration,,485.0,BAO_0000219,
2039,105,,,8,H,CHEMBL616873,1,1558,,F,,Autocuration,,485.0,BAO_0000219,
2040,105,,,8,H,CHEMBL616838,1,1558,,F,,Autocuration,,485.0,BAO_0000219,
2041,105,,,8,H,CHEMBL616839,1,1558,,B,,Autocuration,,,BAO_0000357,
2042,106,9986.0,,8,H,CHEMBL616840,1,13047,Oryctolagus cuniculus,B,,Autocuration,,,BAO_0000019,
2043,105,,,8,H,CHEMBL616841,1,13313,,B,,Autocuration,,,BAO_0000357,
2044,105,,,8,H,CHEMBL616842,1,13313,,B,,Autocuration,,,BAO_0000357,
2045,105,,,8,H,CHEMBL857976,1,12409,,B,,Expert,,,BAO_0000357,
2046,10618,,,8,H,CHEMBL616843,1,15250,,B,,Autocuration,,449.0,BAO_0000219,
2047,10618,9606.0,,9,D,CHEMBL616844,1,1348,Homo sapiens,B,,Expert,,,BAO_0000357,
2048,10618,,,8,H,CHEMBL616845,1,1348,,B,,Autocuration,,,BAO_0000357,
2049,10618,9606.0,,9,D,CHEMBL616846,1,4234,Homo sapiens,B,,Expert,,,BAO_0000357,
2050,10618,,,8,H,CHEMBL616847,1,16209,,B,,Autocuration,,,BAO_0000357,
2051,10618,,,8,H,CHEMBL616848,1,10444,,B,,Autocuration,,,BAO_0000019,
2052,10618,,,8,H,CHEMBL616849,1,3935,,B,,Autocuration,,,BAO_0000357,
2053,10618,,,8,H,CHEMBL872911,1,15818,,B,,Autocuration,,,BAO_0000357,
2054,10618,,,8,H,CHEMBL616850,1,17085,,B,,Autocuration,,,BAO_0000019,
2055,10618,9606.0,,9,D,CHEMBL616699,1,12936,Homo sapiens,B,,Expert,,449.0,BAO_0000219,
2056,10618,,,8,H,CHEMBL616700,1,6166,,B,,Autocuration,,,BAO_0000357,
2057,10618,,,8,H,CHEMBL616701,1,15779,,B,,Autocuration,,449.0,BAO_0000219,
2058,10618,,,8,H,CHEMBL616702,1,15779,,B,,Autocuration,,449.0,BAO_0000219,
2059,10618,,,8,H,CHEMBL616703,1,15779,,B,,Autocuration,,449.0,BAO_0000219,
2060,10618,,,8,H,CHEMBL616704,1,13181,,B,,Autocuration,,,BAO_0000357,
2061,10618,,,8,H,CHEMBL616705,1,4199,,B,,Autocuration,,449.0,BAO_0000219,
2062,10618,,,8,H,CHEMBL616706,1,14875,,B,,Autocuration,,,BAO_0000357,
2063,10618,,,8,H,CHEMBL616707,1,15146,,B,,Autocuration,,449.0,BAO_0000219,
2064,10618,,,8,H,CHEMBL616708,1,5213,,B,,Autocuration,,,BAO_0000357,
2065,10618,,,8,H,CHEMBL616709,1,12146,,B,,Autocuration,,,BAO_0000357,
2066,10618,,,8,H,CHEMBL616710,1,13267,,B,,Autocuration,,449.0,BAO_0000219,
2067,10618,,,8,H,CHEMBL616711,1,14818,,B,,Autocuration,,449.0,BAO_0000219,
2068,10618,,,8,H,CHEMBL616712,1,4829,,B,,Autocuration,,449.0,BAO_0000219,
2069,10618,,,8,H,CHEMBL616713,1,4373,,B,,Autocuration,,,BAO_0000357,
2070,10618,,,8,H,CHEMBL616714,1,4373,,B,,Autocuration,,,BAO_0000357,
2071,10618,,,8,H,CHEMBL616715,1,14159,,B,,Autocuration,,,BAO_0000357,
2072,10618,,,8,H,CHEMBL616716,1,16633,,B,,Autocuration,,,BAO_0000357,
2073,279,,,8,H,CHEMBL616717,1,17085,,F,,Autocuration,,,BAO_0000019,
2074,279,,,8,H,CHEMBL616718,1,17085,,F,,Expert,,,BAO_0000019,
2075,279,,,8,H,CHEMBL875905,1,16209,,F,,Autocuration,,,BAO_0000019,
2076,279,,,8,H,CHEMBL616719,1,16209,,F,,Autocuration,,,BAO_0000019,
2077,279,,,8,H,CHEMBL616720,1,17085,,F,,Expert,,,BAO_0000019,
2078,279,,,8,H,CHEMBL616721,1,14159,,B,,Autocuration,,,BAO_0000357,
2079,279,,,8,H,CHEMBL616722,1,15250,,B,,Autocuration,,449.0,BAO_0000219,
2080,279,,,8,H,CHEMBL616723,1,3805,,B,,Autocuration,,,BAO_0000357,
2081,279,,,8,H,CHEMBL616724,1,16190,,B,,Autocuration,,449.0,BAO_0000219,
2082,279,,,8,H,CHEMBL616725,1,16190,,B,,Autocuration,,,BAO_0000357,
2083,279,,,8,H,CHEMBL616726,1,16209,,B,,Autocuration,,,BAO_0000357,
2084,279,,,8,H,CHEMBL616727,1,16209,,B,,Autocuration,,,BAO_0000357,
2085,279,,,8,H,CHEMBL616728,1,16209,,B,,Autocuration,,,BAO_0000357,
2086,279,,,8,H,CHEMBL616729,1,6866,,B,,Autocuration,,,BAO_0000357,
2087,279,,,8,H,CHEMBL616730,1,17085,,B,,Expert,,,BAO_0000019,
2088,279,,,8,H,CHEMBL617125,1,16312,,B,,Autocuration,,,BAO_0000357,
2089,279,,,8,H,CHEMBL857977,1,6166,,B,,Autocuration,,,BAO_0000357,
2090,279,,,8,H,CHEMBL617126,1,15779,,B,,Autocuration,,449.0,BAO_0000219,
2091,279,,,8,H,CHEMBL617127,1,4199,,B,,Autocuration,,449.0,BAO_0000219,
2092,279,,,8,H,CHEMBL617128,1,14875,,B,,Autocuration,,,BAO_0000357,
2093,279,,,8,H,CHEMBL617129,1,15146,,B,,Autocuration,,449.0,BAO_0000219,
2094,279,,,8,H,CHEMBL617130,1,5213,,B,,Autocuration,,,BAO_0000357,
2095,279,,,8,H,CHEMBL617131,1,14818,,B,,Autocuration,,449.0,BAO_0000219,
2096,279,,,8,H,CHEMBL617132,1,4829,,B,,Autocuration,,449.0,BAO_0000219,
2097,279,,,8,H,CHEMBL617133,1,4829,,B,,Autocuration,,449.0,BAO_0000219,
2098,279,,,8,H,CHEMBL617134,1,4373,,B,,Autocuration,,,BAO_0000357,
2099,279,,,8,H,CHEMBL617135,1,4373,,B,,Autocuration,,,BAO_0000357,
2100,279,,,8,H,CHEMBL617136,1,5014,,B,,Autocuration,,,BAO_0000357,
2101,104686,,,4,H,CHEMBL617137,1,11662,,B,,Autocuration,,,BAO_0000019,
2102,104686,,,4,H,CHEMBL617138,1,11662,,B,,Autocuration,,,BAO_0000019,
2103,104686,,,4,H,CHEMBL617139,1,11662,,B,,Autocuration,,,BAO_0000019,
2104,12687,,,8,H,CHEMBL617140,1,14093,,B,,Autocuration,,,BAO_0000019,
2105,104686,,,4,H,CHEMBL617141,1,11200,,F,,Autocuration,,,BAO_0000218,
2106,104686,,,4,H,CHEMBL858112,1,11200,,F,,Autocuration,,,BAO_0000019,
2107,17005,,,8,H,CHEMBL617142,1,12352,,B,,Intermediate,,,BAO_0000019,
2108,22226,9913.0,,0,U,CHEMBL617143,1,13657,Bos taurus,B,,Autocuration,,,BAO_0000019,
2109,22226,9913.0,,0,U,CHEMBL617144,1,14331,Bos taurus,B,,Autocuration,,,BAO_0000019,
2110,22226,9913.0,,0,U,CHEMBL617145,1,14331,Bos taurus,B,,Autocuration,,,BAO_0000019,
2111,22226,,,0,U,CHEMBL617146,1,14331,,B,,Autocuration,,,BAO_0000019,
2112,104784,10141.0,,4,H,CHEMBL617147,1,12685,Cavia porcellus,B,,Autocuration,,,BAO_0000019,
2113,104784,10141.0,,4,H,CHEMBL617148,1,14389,Cavia porcellus,B,,Autocuration,,,BAO_0000019,
2114,104784,10141.0,,4,H,CHEMBL617149,1,14386,Cavia porcellus,B,,Autocuration,,,BAO_0000019,
2115,104784,,,4,H,CHEMBL617150,1,5732,,B,,Autocuration,,,BAO_0000224,
2116,104784,,,4,H,CHEMBL617151,1,16293,,B,,Autocuration,,,BAO_0000224,
2117,104784,,,4,H,CHEMBL617201,1,2078,,B,,Autocuration,,,BAO_0000224,
2118,10209,,,8,H,CHEMBL617202,1,5486,,B,,Autocuration,,,BAO_0000357,
2119,104826,,,4,H,CHEMBL617203,1,11820,,B,,Autocuration,,,BAO_0000218,
2120,104826,,,4,H,CHEMBL617204,1,10297,,B,,Autocuration,,,BAO_0000019,
2121,104826,,,4,H,CHEMBL617205,1,13704,,B,,Autocuration,,,BAO_0000224,
2122,104826,10090.0,,5,D,CHEMBL617206,1,10297,Mus musculus,B,,Autocuration,,,BAO_0000019,
2123,104826,,,4,H,CHEMBL617207,1,11820,,B,,Autocuration,,,BAO_0000218,
2124,104826,10090.0,,5,D,CHEMBL617208,1,10297,Mus musculus,B,,Autocuration,,,BAO_0000019,
2125,104826,,,4,H,CHEMBL617209,1,11555,,B,,Autocuration,,,BAO_0000224,
2126,104826,,,4,H,CHEMBL617210,1,11555,,B,,Autocuration,,,BAO_0000224,
2127,104826,,,4,H,CHEMBL617211,1,11555,,B,,Autocuration,,,BAO_0000224,
2128,104826,10090.0,,5,D,CHEMBL617212,1,10297,Mus musculus,B,,Autocuration,,,BAO_0000019,
2129,104784,9823.0,,4,H,CHEMBL617213,1,16688,Sus scrofa,B,,Autocuration,,,BAO_0000224,
2130,104784,9823.0,,4,H,CHEMBL617214,1,16688,Sus scrofa,B,,Autocuration,,,BAO_0000224,
2131,22226,,,0,U,CHEMBL617215,1,5333,,B,,Autocuration,,,BAO_0000221,
2132,22226,,,0,U,CHEMBL617216,1,4437,,B,,Autocuration,,,BAO_0000221,
2133,17005,9823.0,,8,H,CHEMBL617217,1,5033,Sus scrofa,B,,Autocuration,,,BAO_0000357,
2134,104686,,,4,H,CHEMBL617218,1,15267,,B,,Autocuration,,,BAO_0000019,
2135,104686,,,4,H,CHEMBL872913,1,15267,,B,,Autocuration,,,BAO_0000019,
2136,104826,,,4,H,CHEMBL617219,1,11820,,B,,Autocuration,,,BAO_0000019,
2137,104686,,,4,H,CHEMBL873482,1,9069,,B,,Autocuration,,,BAO_0000224,
2138,104686,10116.0,,5,D,CHEMBL617220,1,9162,Rattus norvegicus,B,,Autocuration,,,BAO_0000019,
2139,104686,,,4,H,CHEMBL617221,1,9162,,B,,Autocuration,,,BAO_0000019,
2140,104686,,,4,H,CHEMBL617222,1,9162,,B,,Autocuration,,,BAO_0000019,
2141,104686,,,4,H,CHEMBL875906,1,10428,,F,,Autocuration,,,BAO_0000019,
2142,104686,,,4,H,CHEMBL617223,1,9628,,B,,Autocuration,,,BAO_0000019,
2143,104686,,,4,H,CHEMBL617224,1,12704,,B,,Autocuration,,,BAO_0000224,
2144,104686,10116.0,,5,D,CHEMBL617225,1,15453,Rattus norvegicus,B,,Autocuration,,,BAO_0000224,
2145,104686,,,4,H,CHEMBL617226,1,188,,B,,Autocuration,,,BAO_0000224,
2146,104686,,,4,H,CHEMBL617227,1,10349,,B,,Autocuration,,,BAO_0000224,
2147,104686,,,4,H,CHEMBL617228,1,10349,,B,,Autocuration,,,BAO_0000224,
2148,104686,,,4,H,CHEMBL617229,1,8868,,B,,Autocuration,,,BAO_0000224,
2149,104686,,,4,H,CHEMBL617230,1,10025,,B,,Autocuration,,,BAO_0000224,
2150,104686,,,4,H,CHEMBL617231,1,10025,,B,,Autocuration,,,BAO_0000224,
2151,104686,,,4,H,CHEMBL617232,1,11702,,B,,Autocuration,,,BAO_0000224,
2152,104686,,,4,H,CHEMBL617233,1,11702,,B,,Autocuration,,,BAO_0000224,
2153,104686,,,4,H,CHEMBL617234,1,11702,,B,,Autocuration,,,BAO_0000224,
2154,104686,,,4,H,CHEMBL617235,1,11702,,F,,Autocuration,,,BAO_0000019,
2155,104686,,,4,H,CHEMBL617236,1,11702,,F,,Autocuration,,,BAO_0000019,
