Fiscal year,Continent ID,Division ID,Disability issues (marker),Youth issues (marker),Branch ID,Gender equality (marker),Project Browser country ID,Organisation class,Continent name,CountryRegion percent,Division name,Status,Participatory development and good governance,CFLI (marker),Organisation type,CountryRegion name,Amount spent,Bilateral aid (international marker),Project number,ICT as a tool for development (marker),Biodiversity (marker),Indigenous issues (marker),Section ID,Regional program (marker),Climate change mitigation (marker),Desertification (marker),Trade development (marker),Urban issues (marker),Children issues (marker),Knowledge for development (marker),Organisation ID,Organisation name,Organisation sub-class,CountryRegion ID,Sector ID,Sector name,Sector percent
2009/2010,2,D5440,0,0,B5100,2,SN,Multilateral,Africa,0.0233,MGD Social Development,Terminating,0,0,Foreign Non-Profit Making,La Francophonie,2330.0,0,M013283005,0,0,0,S5446,0,0,0,0,0,1,0,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,OTHER MULTILATERAL,4,16061,Culture and recreation,0.1
2009/2010,2,D5440,0,0,B5100,2,ST,Multilateral,Africa,0.0233,MGD Social Development,Terminating,0,0,Foreign Non-Profit Making,La Francophonie,9320.0,0,M013283005,0,0,0,S5446,0,0,0,0,0,1,0,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,OTHER MULTILATERAL,4,11130,Teacher training,0.4
2009/2010,2,D5440,0,0,B5100,2,ST,Multilateral,Africa,0.0233,MGD Social Development,Terminating,0,0,Foreign Non-Profit Making,La Francophonie,2330.0,0,M013283005,0,0,0,S5446,0,0,0,0,0,1,0,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,OTHER MULTILATERAL,4,15150,Democratic participation and civil society,0.1
2009/2010,2,D5440,0,0,B5100,2,ST,Multilateral,Africa,0.0233,MGD Social Development,Terminating,0,0,Foreign Non-Profit Making,La Francophonie,9320.0,0,M013283005,0,0,0,S5446,0,0,0,0,0,1,0,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,OTHER MULTILATERAL,4,16020,Employment policy and administrative management,0.4
2009/2010,2,D5440,0,0,B5100,2,ST,Multilateral,Africa,0.0233,MGD Social Development,Terminating,0,0,Foreign Non-Profit Making,La Francophonie,2330.0,0,M013283005,0,0,0,S5446,0,0,0,0,0,1,0,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,OTHER MULTILATERAL,4,16061,Culture and recreation,0.1
2009/2010,2,D5440,0,0,B5100,2,TD,Multilateral,Africa,0.0233,MGD Social Development,Terminating,0,0,Foreign Non-Profit Making,La Francophonie,9320.0,0,M013283005,0,0,0,S5446,0,0,0,0,0,1,0,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,OTHER MULTILATERAL,4,11130,Teacher training,0.4
2009/2010,2,D5440,0,0,B5100,2,TD,Multilateral,Africa,0.0233,MGD Social Development,Terminating,0,0,Foreign Non-Profit Making,La Francophonie,2330.0,0,M013283005,0,0,0,S5446,0,0,0,0,0,1,0,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,OTHER MULTILATERAL,4,15150,Democratic participation and civil society,0.1
2009/2010,2,D5440,0,0,B5100,2,TD,Multilateral,Africa,0.0233,MGD Social Development,Terminating,0,0,Foreign Non-Profit Making,La Francophonie,9320.0,0,M013283005,0,0,0,S5446,0,0,0,0,0,1,0,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,OTHER MULTILATERAL,4,16020,Employment policy and administrative management,0.4
2009/2010,2,D5440,0,0,B5100,2,TD,Multilateral,Africa,0.0233,MGD Social Development,Terminating,0,0,Foreign Non-Profit Making,La Francophonie,2330.0,0,M013283005,0,0,0,S5446,0,0,0,0,0,1,0,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,OTHER MULTILATERAL,4,16061,Culture and recreation,0.1
2009/2010,2,D5440,0,0,B5100,2,TG,Multilateral,Africa,0.0233,MGD Social Development,Terminating,0,0,Foreign Non-Profit Making,La Francophonie,9320.0,0,M013283005,0,0,0,S5446,0,0,0,0,0,1,0,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,OTHER MULTILATERAL,4,11130,Teacher training,0.4
2009/2010,2,D5440,0,0,B5100,2,TG,Multilateral,Africa,0.0233,MGD Social Development,Terminating,0,0,Foreign Non-Profit Making,La Francophonie,2330.0,0,M013283005,0,0,0,S5446,0,0,0,0,0,1,0,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,OTHER MULTILATERAL,4,15150,Democratic participation and civil society,0.1
2009/2010,2,D5440,0,0,B5100,2,TG,Multilateral,Africa,0.0233,MGD Social Development,Terminating,0,0,Foreign Non-Profit Making,La Francophonie,9320.0,0,M013283005,0,0,0,S5446,0,0,0,0,0,1,0,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,OTHER MULTILATERAL,4,16020,Employment policy and administrative management,0.4
2009/2010,2,D5440,0,0,B5100,2,TG,Multilateral,Africa,0.0233,MGD Social Development,Terminating,0,0,Foreign Non-Profit Making,La Francophonie,2330.0,0,M013283005,0,0,0,S5446,0,0,0,0,0,1,0,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,OTHER MULTILATERAL,4,16061,Culture and recreation,0.1
2009/2010,2,D5440,0,0,B5100,2,TN,Multilateral,Africa,0.0233,MGD Social Development,Terminating,0,0,Foreign Non-Profit Making,La Francophonie,9320.0,0,M013283005,0,0,0,S5446,0,0,0,0,0,1,0,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,OTHER MULTILATERAL,4,11130,Teacher training,0.4
2009/2010,2,D5440,0,0,B5100,2,TN,Multilateral,Africa,0.0233,MGD Social Development,Terminating,0,0,Foreign Non-Profit Making,La Francophonie,2330.0,0,M013283005,0,0,0,S5446,0,0,0,0,0,1,0,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,OTHER MULTILATERAL,4,15150,Democratic participation and civil society,0.1
2009/2010,2,D5440,0,0,B5100,2,TN,Multilateral,Africa,0.0233,MGD Social Development,Terminating,0,0,Foreign Non-Profit Making,La Francophonie,9320.0,0,M013283005,0,0,0,S5446,0,0,0,0,0,1,0,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,OTHER MULTILATERAL,4,16020,Employment policy and administrative management,0.4
2009/2010,2,D5440,0,0,B5100,2,TN,Multilateral,Africa,0.0233,MGD Social Development,Terminating,0,0,Foreign Non-Profit Making,La Francophonie,2330.0,0,M013283005,0,0,0,S5446,0,0,0,0,0,1,0,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,OTHER MULTILATERAL,4,16061,Culture and recreation,0.1
2009/2010,3,D5440,0,0,B5100,2,VN,Multilateral,Asia,0.0233,MGD Social Development,Terminating,0,0,Foreign Non-Profit Making,La Francophonie,9320.0,0,M013283005,0,0,0,S5446,0,0,0,0,0,1,0,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,OTHER MULTILATERAL,4,11130,Teacher training,0.4
2009/2010,3,D5440,0,0,B5100,2,VN,Multilateral,Asia,0.0233,MGD Social Development,Terminating,0,0,Foreign Non-Profit Making,La Francophonie,2330.0,0,M013283005,0,0,0,S5446,0,0,0,0,0,1,0,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,OTHER MULTILATERAL,4,15150,Democratic participation and civil society,0.1
2009/2010,3,D5440,0,0,B5100,2,VN,Multilateral,Asia,0.0233,MGD Social Development,Terminating,0,0,Foreign Non-Profit Making,La Francophonie,9320.0,0,M013283005,0,0,0,S5446,0,0,0,0,0,1,0,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,OTHER MULTILATERAL,4,16020,Employment policy and administrative management,0.4
2009/2010,3,D5440,0,0,B5100,2,VN,Multilateral,Asia,0.0233,MGD Social Development,Terminating,0,0,Foreign Non-Profit Making,La Francophonie,2330.0,0,M013283005,0,0,0,S5446,0,0,0,0,0,1,0,1000760,CONFEJES - Conf�rence des Ministres de la Jeunesse et des Sports,OTHER MULTILATERAL,4,16061,Culture and recreation,0.1
2009/2010,4,D5440,0,0,B5100,2,VU,Multilateral,Oceania,0.0214,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3210.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,5,D5440,0,0,B5100,2,AL,Multilateral,Europe,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,3,D5440,0,0,B5100,2,AM,Multilateral,Asia,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,BF,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,BI,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,BJ,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,CD,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,CF,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,CG,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,CI,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,CM,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,CV,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,DJ,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,1,D5440,0,0,B5100,2,DM,Multilateral,America,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,EG,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,GA,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,3,D5440,0,0,B5100,2,GE,Multilateral,Asia,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,GN,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,GQ,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,GW,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,5,D5440,0,0,B5100,2,HR,Multilateral,Europe,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,1,D5440,0,0,B5100,2,HT,Multilateral,America,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,3,D5440,0,0,B5100,2,KH,Multilateral,Asia,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,KM,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,3,D5440,0,0,B5100,2,LA,Multilateral,Asia,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,3,D5440,0,0,B5100,2,LB,Multilateral,Asia,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,1,D5440,0,0,B5100,2,LC,Multilateral,America,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,MA,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,5,D5440,0,0,B5100,2,MD,Multilateral,Europe,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,MG,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,5,D5440,0,0,B5100,2,MK,Multilateral,Europe,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,ML,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,MR,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,MU,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,NE,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,RW,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,SC,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,SN,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,ST,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
2009/2010,2,D5440,0,0,B5100,2,TD,Multilateral,Africa,0.0233,MGD Social Development,Closed,0,0,Foreign Non-Profit Making,La Francophonie,3495.0,0,M013283006,0,0,0,S5446,0,0,0,0,0,0,0,1005260,CONFEMEN - Conf�rence des Ministres de l'Education des pays ayant le,OTHER MULTILATERAL,4,11110,Education policy and administrative management,1.0
