variant_id,relationship_type,assay_type,chembl_id,src_id,confidence_score,assay_tissue,bao_format,description,assay_organism,assay_category,cell_id,assay_cell_type,curated_by,src_assay_id,assay_strain,assay_test_type,assay_id,tissue_id,assay_tax_id,tid,doc_id,assay_subcellular_fraction
,N,A,CHEMBL622401,1,1,Spleen,BAO_0000218,"Biodistribution of compound (oxidized form) in spleen tissues, animals were sacrificed 60 minutes after dosing, in DMSO",Mus musculus,,,,Intermediate,,,In vivo,8463,2106.0,10090.0,50594,16438,
,N,A,CHEMBL875348,1,1,Spleen,BAO_0000218,"Biodistribution of compound (oxidized form) in spleen tissues, animals were sacrificed 60 minutes after dosing, in DMSO sol.",Mus musculus,,,,Intermediate,,,In vivo,8464,2106.0,10090.0,50594,16438,
,N,A,CHEMBL622402,1,1,Spleen,BAO_0000218,"Biodistribution of compound (oxidized form) in spleen tissues, animals were sacrificed 60 minutes after dosing, in DMSO solution",Mus musculus,,,,Intermediate,,,In vivo,8465,2106.0,10090.0,50594,16438,
,N,A,CHEMBL622403,1,1,Blood,BAO_0000218,Biodistribution of compound (total concentration of both oxidized and reduced forms) in blood,Mus musculus,,,,Intermediate,,,In vivo,8466,178.0,10090.0,50594,16438,
,N,A,CHEMBL622404,1,1,Blood,BAO_0000218,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in blood tissues, animals were sacrificed 60 minutes after dosing, in DMSO",Mus musculus,,,,Intermediate,,,In vivo,8467,178.0,10090.0,50594,16438,
,N,A,CHEMBL622405,1,1,Brain,BAO_0000218,Biodistribution of compound (total concentration of both oxidized and reduced forms) in brain tissues,Mus musculus,,,,Intermediate,,,In vivo,8468,955.0,10090.0,50594,16438,
,N,A,CHEMBL622406,1,1,Brain,BAO_0000218,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in brain tissues, animals were sacrificed 10 minutes after dosing, in DMSO",Mus musculus,,,,Intermediate,,,In vivo,8469,955.0,10090.0,50594,16438,
,N,A,CHEMBL622407,1,1,Brain,BAO_0000218,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in brain tissues, animals were sacrificed 60 minutes after dosing, in DMSO",Mus musculus,,,,Intermediate,,,In vivo,8470,955.0,10090.0,50594,16438,
,N,A,CHEMBL622408,1,1,Heart,BAO_0000218,Biodistribution of compound (total concentration of both oxidized and reduced forms) in heart tissues,Mus musculus,,,,Intermediate,,,In vivo,8471,948.0,10090.0,50594,16438,
,N,A,CHEMBL622409,1,1,Heart,BAO_0000218,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in heart tissues, animals were sacrificed 10 minutes after dosing, in DMSO",Mus musculus,,,,Intermediate,,,In vivo,8472,948.0,10090.0,50594,16438,
,N,A,CHEMBL622410,1,1,Heart,BAO_0000218,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in heart tissues, animals were sacrificed 60 minutes after dosing, in DMSO",Mus musculus,,,,Intermediate,,,In vivo,8473,948.0,10090.0,50594,16438,
,N,A,CHEMBL622411,1,1,Kidney,BAO_0000218,Biodistribution of compound (total concentration of both oxidized and reduced forms) in kidney,Mus musculus,,,,Intermediate,,,In vivo,8474,2113.0,10090.0,50594,16438,
,N,A,CHEMBL627864,1,1,Kidney,BAO_0000218,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in kidney tissues, animals were sacrificed 60 minutes after dosing in DMSO",Mus musculus,,,,Intermediate,,,In vivo,8475,2113.0,10090.0,50594,16438,
,N,A,CHEMBL627865,1,1,Kidney,BAO_0000218,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in kidney tissues, animals were sacrificed 60 minutes after dosing, in DMSO",Mus musculus,,,,Intermediate,,,In vivo,8476,2113.0,10090.0,50594,16438,
,N,A,CHEMBL627866,1,1,Liver,BAO_0000218,Biodistribution of compound (total concentration of both oxidized and reduced forms) in liver,Mus musculus,,,,Intermediate,,,In vivo,8477,2107.0,10090.0,50594,16438,
,N,A,CHEMBL627751,1,1,Liver,BAO_0000218,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in liver tissues, animals were sacrificed 60 minutes after dosing, in DMSO",Mus musculus,,,,Intermediate,,,In vivo,8478,2107.0,10090.0,50594,16438,
,N,A,CHEMBL627752,1,1,Spleen,BAO_0000218,Biodistribution of compound (total concentration of both oxidized and reduced forms) in spleen,Mus musculus,,,,Intermediate,,,In vivo,8479,2106.0,10090.0,50594,16438,
,N,A,CHEMBL627753,1,1,Spleen,BAO_0000218,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in spleen tissues, animals were sacrificed 60 minutes after dosing in DMSO",Mus musculus,,,,Intermediate,,,In vivo,8480,2106.0,10090.0,50594,16438,
,N,A,CHEMBL627754,1,1,Spleen,BAO_0000218,"Biodistribution of compound (total concentration of both oxidized and reduced forms) in spleen tissues, animals were sacrificed 60 minutes after dosing, in DMSO",Mus musculus,,,,Intermediate,,,In vivo,8481,2106.0,10090.0,50594,16438,
,N,A,CHEMBL627755,1,1,,BAO_0000218,Cellular uptake kinetics of Porphycenes saturation cell level (cs) in SSK2 murine fibrosarcoma cells,Mus musculus,,,,Intermediate,,,,8482,,10090.0,50594,12467,
,N,A,CHEMBL627756,1,1,Brain,BAO_0000218,Biodistribution of radioactivity in normal mice (ICR) brain after 1 hour of intravenous injection of [125I]-16(IMPY),Mus musculus,,,,Intermediate,,,In vivo,8483,955.0,10090.0,50594,17208,
,N,A,CHEMBL627757,1,1,Brain,BAO_0000218,Biodistribution of radioactivity in normal mice (ICR) brain after 2 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,,,,Intermediate,,,In vivo,8484,955.0,10090.0,50594,17208,
,N,A,CHEMBL627758,1,1,Brain,BAO_0000218,Biodistribution of radioactivity in normal mice (ICR) brain after 2 minutes of intravenous injection of [125I]-16(IMPY),Mus musculus,,,,Intermediate,,,In vivo,8485,955.0,10090.0,50594,17208,
,N,A,CHEMBL627759,1,1,Brain,BAO_0000218,Biodistribution of radioactivity in normal mice (ICR) brain after 24 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,,,,Intermediate,,,In vivo,8486,955.0,10090.0,50594,17208,
,N,A,CHEMBL627760,1,1,Brain,BAO_0000218,Biodistribution of radioactivity in normal mice (ICR) brain after 30 minutes of intravenous injection of [125I]-16(IMPY),Mus musculus,,,,Intermediate,,,In vivo,8487,955.0,10090.0,50594,17208,
,N,A,CHEMBL627761,1,1,Brain,BAO_0000218,Biodistribution of radioactivity in normal mice (ICR) brain after 6 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,,,,Intermediate,,,In vivo,8488,955.0,10090.0,50594,17208,
,N,A,CHEMBL876811,1,1,Heart,BAO_0000218,Biodistribution of radioactivity in normal mice (ICR) heart after 1 hour of intravenous injection of [125I]-16(IMPY),Mus musculus,,,,Intermediate,,,In vivo,8489,948.0,10090.0,50594,17208,
,N,A,CHEMBL627762,1,1,Heart,BAO_0000218,Biodistribution of radioactivity in normal mice (ICR) heart after 2 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,,,,Intermediate,,,In vivo,8490,948.0,10090.0,50594,17208,
,N,A,CHEMBL627763,1,1,Heart,BAO_0000218,Biodistribution of radioactivity in normal mice (ICR) heart after 2 minutes of intravenous injection of [125I]-16(IMPY),Mus musculus,,,,Intermediate,,,In vivo,8491,948.0,10090.0,50594,17208,
,N,A,CHEMBL627764,1,1,Heart,BAO_0000218,Biodistribution of radioactivity in normal mice (ICR) heart after 24 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,,,,Intermediate,,,In vivo,8492,948.0,10090.0,50594,17208,
,N,A,CHEMBL627765,1,1,Heart,BAO_0000218,Biodistribution of radioactivity in normal mice (ICR) heart after 30 minutes of intravenous injection of [125I]-16(IMPY),Mus musculus,,,,Intermediate,,,In vivo,8493,948.0,10090.0,50594,17208,
,N,A,CHEMBL627766,1,1,Heart,BAO_0000218,Biodistribution of radioactivity in normal mice (ICR) heart after 6 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,,,,Intermediate,,,In vivo,8494,948.0,10090.0,50594,17208,
,N,A,CHEMBL627767,1,1,Kidney,BAO_0000218,Biodistribution of radioactivity in normal mice (ICR) kidney after 1 hour of intravenous injection of [125I]-16(IMPY),Mus musculus,,,,Intermediate,,,In vivo,8495,2113.0,10090.0,50594,17208,
,N,A,CHEMBL627768,1,1,Kidney,BAO_0000218,Biodistribution of radioactivity in normal mice (ICR) kidney after 2 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,,,,Intermediate,,,In vivo,8496,2113.0,10090.0,50594,17208,
,N,A,CHEMBL628422,1,1,Kidney,BAO_0000218,Biodistribution of radioactivity in normal mice (ICR) kidney after 2 minutes of intravenous injection of [125I]-16(IMPY),Mus musculus,,,,Intermediate,,,In vivo,8497,2113.0,10090.0,50594,17208,
,N,A,CHEMBL628423,1,1,Kidney,BAO_0000218,Biodistribution of radioactivity in normal mice (ICR) kidney after 24 hours of intravenous injection of [125I]-16(IMPY),Mus musculus,,,,Intermediate,,,In vivo,8498,2113.0,10090.0,50594,17208,
,N,A,CHEMBL628424,1,1,,BAO_0000218,Plasma clearance value at intravenous dose of 1 mg/kg (2 mg/kg po (cassette dosing) in Dawley rat,Rattus norvegicus,,,,Intermediate,,,In vivo,8499,,10116.0,50597,5089,
,N,A,CHEMBL628425,1,1,,BAO_0000218,Plasma clearance value at intravenous dose of 1 mg/kg (2 mg/kg po (cassette dosing)) in Dawley rat,Rattus norvegicus,,,,Intermediate,,,In vivo,8500,,10116.0,50597,5089,
,N,A,CHEMBL628426,1,1,,BAO_0000218,Plasma clearance value was determined in rat after a 3 mg/kg of iv dose,Rattus norvegicus,,,,Intermediate,,,In vivo,8501,,10116.0,50597,4257,
,N,A,CHEMBL628427,1,1,,BAO_0000218,Plasma clearance was determined after 1 mg/kg (i.v.) / 2 mg/kg (p.o.) of compound administration,Rattus norvegicus,,,,Intermediate,,,In vivo,8502,,10116.0,50597,6679,
,N,A,CHEMBL626938,1,1,,BAO_0000218,Plasma clearance was determined in Sprague-Dawley rats at a dose of 1 mg/kg by iv administration,Rattus norvegicus,,,,Intermediate,,,In vivo,8503,,10116.0,50597,5546,
,N,A,CHEMBL626939,1,1,,BAO_0000218,Plasma clearance was evaluated at 1 mg/kg of iv administration in Sprague-Dawley rats,Rattus norvegicus,,,,Intermediate,,,In vivo,8504,,10116.0,50597,6141,
,N,A,CHEMBL626940,1,1,,BAO_0000218,Plasma clearance was reported after intravenous administration at a dose of 1 mg/kg in Sprague-Dawley rat,Rattus norvegicus,,,,Intermediate,,,In vivo,8505,,10116.0,50597,5334,
,N,A,CHEMBL626941,1,1,,BAO_0000218,Plasma clearance was reported after oral administration at a dose of 2 mg/kg in Sprague-Dawley rat,Rattus norvegicus,,,,Intermediate,,,In vivo,8506,,10116.0,50597,5334,
,N,A,CHEMBL626942,1,1,,BAO_0000218,Plasma clearance was reported in Sprague-Dawley rat,Rattus norvegicus,,,,Intermediate,,,In vivo,8507,,10116.0,50597,5334,
,N,A,CHEMBL876812,1,1,,BAO_0000218,Plasma clearance after intravenous administration (1 mg/kg) in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,8508,,10116.0,50597,4689,
,N,A,CHEMBL626943,1,1,,BAO_0000218,Plasma clearance of compound in rats was evaluated,Rattus norvegicus,,,,Intermediate,,,In vivo,8509,,10116.0,50597,6848,
,N,A,CHEMBL626944,1,1,,BAO_0000218,Plasma clearance of compound in rats was evaluated; ND indicates not determined,Rattus norvegicus,,,,Intermediate,,,In vivo,8510,,10116.0,50597,6848,
,N,A,CHEMBL626945,1,1,,BAO_0000218,Plasma clearance in rats at the dose of 1.0 mpk by i.v. administration,Rattus norvegicus,,,,Intermediate,,,In vivo,8511,,10116.0,50597,6467,
,N,A,CHEMBL626946,1,1,,BAO_0000218,Plasma clearance in rats at the dose of 1.0 mpk by i.v. administration; ND= not determined,Rattus norvegicus,,,,Intermediate,,,In vivo,8512,,10116.0,50597,6467,
,N,A,CHEMBL626856,1,1,,BAO_0000218,Plasma clearance rate in Sprague-Dawley rats,Rattus norvegicus,,,,Intermediate,,,In vivo,8513,,10116.0,50597,4956,
,N,A,CHEMBL626857,1,1,,BAO_0000218,Plasma clearance was determined in rat after intravenous administration (0.5 mg/kg),Rattus norvegicus,,,,Intermediate,,,In vivo,8514,,10116.0,50597,5529,
,N,A,CHEMBL626858,1,1,Plasma,BAO_0000218,The compound was evaluated for plasma clearance in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,8515,1969.0,10116.0,50597,406,
,N,A,CHEMBL627018,1,1,Plasma,BAO_0000218,Total plasma clearance in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,8516,1969.0,10116.0,50597,17655,
,N,A,CHEMBL625331,1,1,Blood,BAO_0000218,Absorption behavior was judged by the peak blood concentration determined after oral dose of 30 mg/kg in rats.,Rattus norvegicus,,,,Intermediate,,,In vivo,8517,178.0,10116.0,50597,3293,
,N,A,CHEMBL625332,1,1,Blood,BAO_0000218,Blood level after a 10 mg/kg oral dose in rat expressed as Cmax was determined,Rattus norvegicus,,,,Intermediate,,,In vivo,8518,178.0,10116.0,50597,4075,
,N,A,CHEMBL877590,1,1,,BAO_0000218,C max was determined at 10 mg/kg po dose in rats,Rattus norvegicus,,,,Intermediate,,,In vivo,8519,,10116.0,50597,2792,
,N,A,CHEMBL625333,1,1,,BAO_0000218,C max was determined at 3 mg/kg po dose in rats,Rattus norvegicus,,,,Intermediate,,,In vivo,8520,,10116.0,50597,2792,
,N,A,CHEMBL625334,1,1,,BAO_0000218,Cmax after repeated oral dose of compound at 1 mg/kg in rats,Rattus norvegicus,,,,Intermediate,,,In vivo,8521,,10116.0,50597,17594,
,N,A,CHEMBL625335,1,1,,BAO_0000218,Cmax after single intravenous bolus of 1 mg/kg in rats,Rattus norvegicus,,,,Intermediate,,,In vivo,8522,,10116.0,50597,17594,
,N,A,CHEMBL625336,1,1,,BAO_0000218,Cmax of compound at 5 mg/kg after po administration was determined in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,8523,,10116.0,50597,4762,
,N,A,CHEMBL625337,1,1,,BAO_0000218,Cmax 24 hr after 10 mg/kg oral administration in rats,Rattus norvegicus,,,,Intermediate,,,In vivo,8524,,10116.0,50597,17509,
,N,A,CHEMBL625338,1,1,,BAO_0000218,Cmax 24 hr after 2 mg/kg oral administration in rats,Rattus norvegicus,,,,Intermediate,,,In vivo,8525,,10116.0,50597,17509,
,N,A,CHEMBL625339,1,1,Plasma,BAO_0000218,Cmax in plasma was determined upon peroral administration of 10.0 mg/Kg dose in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,8526,1969.0,10116.0,50597,1466,
,N,A,CHEMBL625340,1,1,,BAO_0000218,Cmax in rat after administration of 2 mg/kg iv,Rattus norvegicus,,,,Intermediate,,,In vivo,8527,,10116.0,50597,6535,
,N,A,CHEMBL625341,1,1,,BAO_0000218,Cmax in rat after administration of 2 mg/kg iv,Rattus norvegicus,,,,Intermediate,,,In vivo,8528,,10116.0,50597,6535,
,N,A,CHEMBL622687,1,1,,BAO_0000218,Cmax in rats determined 6 hours after oral dosing of 20 mg/kg,Rattus norvegicus,,,,Intermediate,,,In vivo,8529,,10116.0,50597,3169,
,N,A,CHEMBL622688,1,1,Plasma,BAO_0000218,Cmax wa determined in rat plasma at 30 mg/kg after po administration,Rattus norvegicus,,,,Intermediate,,,In vivo,8530,1969.0,10116.0,50597,6515,
,N,A,CHEMBL622689,1,1,Blood,BAO_0000218,Cmax was calculated as maximum concentration reached in the blood after oral administration to male F344 rats,Rattus norvegicus,,,,Intermediate,,,In vivo,8531,178.0,10116.0,50597,11149,
,N,A,CHEMBL620295,1,1,Blood,BAO_0000218,Cmax was calculated as maximum concentration reached in the blood in air pouch exudate after oral administration to male F344 rats,Rattus norvegicus,,,,Intermediate,,,In vivo,8532,178.0,10116.0,50597,11149,
,N,A,CHEMBL620296,1,1,,BAO_0000218,Cmax after 10 mg/kg oral administration in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,8533,,10116.0,50597,17858,
,N,A,CHEMBL620297,1,1,,BAO_0000218,Cmax after IV dosing at 0.5 mg/kg in rat; no data,Rattus norvegicus,,,,Intermediate,,,In vivo,8534,,10116.0,50597,6518,
,N,A,CHEMBL620298,1,1,,BAO_0000218,Cmax after IV dosing at 1 mg/kg in rat; no data,Rattus norvegicus,,,,Intermediate,,,In vivo,8535,,10116.0,50597,6518,
,N,A,CHEMBL620299,1,1,,BAO_0000218,Cmax after oral administration at 20 mpk in rats,Rattus norvegicus,,,,Intermediate,,,In vivo,8536,,10116.0,50597,4426,
,N,A,CHEMBL620300,1,1,,BAO_0000218,Cmax after oral administration at 20 mpk in rats; Not performed.,Rattus norvegicus,,,,Intermediate,,,In vivo,8537,,10116.0,50597,4426,
,N,A,CHEMBL620301,1,1,,BAO_0000218,Cmax after oral administration at 20 mpk in rats d; Not performed.,Rattus norvegicus,,,,Intermediate,,,In vivo,8538,,10116.0,50597,4426,
,N,A,CHEMBL620302,1,1,,BAO_0000218,Cmax after oral administration in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,8539,,10116.0,50597,5656,
,N,A,CHEMBL620303,1,1,,BAO_0000218,Cmax after oral administration at a dose of 2 mg/kg in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,8540,,10116.0,50597,6518,
,N,A,CHEMBL620304,1,1,,BAO_0000218,Cmax after oral administration at a dose of 4 mg/kg in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,8541,,10116.0,50597,6518,
,N,A,CHEMBL620305,1,1,,BAO_0000218,Cmax in rats after 20 mg/kg oral dose,Rattus norvegicus,,,,Intermediate,,,In vivo,8542,,10116.0,50597,6113,
,N,A,CHEMBL620306,1,1,,BAO_0000218,Cmax after peroral administration in rats at 2.4 uM/kg,Rattus norvegicus,,,,Intermediate,,,In vivo,8543,,10116.0,50597,17764,
,N,A,CHEMBL620307,1,1,,BAO_0000218,Cmax at the dose of 2 mg/Kg administered perorally in rats,Rattus norvegicus,,,,Intermediate,,,In vivo,8544,,10116.0,50597,4756,
,N,A,CHEMBL620308,1,1,,BAO_0000218,Cmax at the dose of 5 mg/Kg administered perorally in rats,Rattus norvegicus,,,,Intermediate,,,In vivo,8545,,10116.0,50597,4756,
,N,A,CHEMBL620309,1,1,,BAO_0000218,Cmax by administering at 20 mg/kg p.o. in rats,Rattus norvegicus,,,,Intermediate,,,In vivo,8546,,10116.0,50597,6402,
,N,A,CHEMBL620310,1,1,,BAO_0000218,Cmax in male rat,Rattus norvegicus,,,,Intermediate,,,In vivo,8547,,10116.0,50597,5610,
,N,A,CHEMBL620311,1,1,,BAO_0000218,Cmax in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,8548,,10116.0,50597,5207,
,N,A,CHEMBL620312,1,1,,BAO_0000218,Cmax in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,8549,,10116.0,50597,6011,
,N,A,CHEMBL620313,1,1,,BAO_0000218,Cmax in rat,Rattus norvegicus,,,,Intermediate,,,In vivo,8550,,10116.0,50597,6504,
,N,A,CHEMBL620314,1,1,,BAO_0000218,Cmax in rat at 10 mg/kg,Rattus norvegicus,,,,Intermediate,,,In vivo,8551,,10116.0,50597,6046,
,N,A,CHEMBL620315,1,1,,BAO_0000218,Cmax in rat at the dose of 1 mg/kg i.v.,Rattus norvegicus,,,,Intermediate,,,In vivo,8552,,10116.0,50597,6504,
,N,A,CHEMBL620316,1,1,,BAO_0000218,Cmax in rat by po administration at a dose of 40 mg/kg,Rattus norvegicus,,,,Intermediate,,,In vivo,8553,,10116.0,50597,5874,
,N,A,CHEMBL620317,1,1,,BAO_0000218,Cmax in rat p.o. at 20 mg/kg concentration,Rattus norvegicus,,,,Intermediate,,,In vivo,8554,,10116.0,50597,17686,
,N,A,CHEMBL620318,1,1,,BAO_0000218,Cmax in rats,Rattus norvegicus,,,,Intermediate,,,In vivo,8555,,10116.0,50597,5836,
,N,A,CHEMBL620319,1,1,,BAO_0000218,Cmax in rats,Rattus norvegicus,,,,Intermediate,,,In vivo,8556,,10116.0,50597,17596,
,N,A,CHEMBL620320,1,1,,BAO_0000218,Cmax was evaluated after 20 uM/kg of peroral administration,Rattus norvegicus,,,,Intermediate,,,In vivo,8557,,10116.0,50597,16423,
,N,A,CHEMBL620321,1,1,,BAO_0000218,Cmax was measured in rats after peroral administration at 3 mg/kg,Rattus norvegicus,,,,Intermediate,,,In vivo,8558,,10116.0,50597,17804,
,N,A,CHEMBL620322,1,1,,BAO_0000218,Cmax value after oral dose at a dose of 10 mg/kg in rats.,Rattus norvegicus,,,,Intermediate,,,In vivo,8559,,10116.0,50597,1908,
,N,A,CHEMBL620323,1,1,,BAO_0000218,Distribution of [123I]-label in rat brain (diencephalon) was reported at 60 min post injection. Value shown is %ID/g of tissue,Rattus norvegicus,,,,Intermediate,,,,8560,,10116.0,50597,13950,
,N,A,CHEMBL620324,1,1,Frontal cortex,BAO_0000218,Distribution of [123I]-label in rat brain (frontal cortex) was reported at 20 min post injection. Value shown is %ID/g of tissue,Rattus norvegicus,,,,Intermediate,,,,8561,1870.0,10116.0,50597,13950,
,N,A,CHEMBL620325,1,1,Frontal cortex,BAO_0000218,Distribution of [123I]-label in rat brain (frontal cortex) was reported at 60 min post injection. Value shown is %ID/g of tissue,Rattus norvegicus,,,,Intermediate,,,,8562,1870.0,10116.0,50597,13950,
