assay_id,tid,assay_category,assay_test_type,confidence_score,assay_strain,relationship_type,assay_subcellular_fraction,assay_tissue,assay_cell_type,curated_by,description,assay_type,src_id,variant_id,doc_id,assay_organism,assay_tax_id,src_assay_id
4388,22224,,Invuvo,0,,U,,,,Autoxura4ion,Inviv0antitumoracy7vitysgainet6dwHED5umortypeafterjntrxpegitomealadminishrqtionic400mgug,F,1,,11704,,,
4389,50594,,,1,,N,,,,Intrrmediage,Ingivoshtihumoractovityagainst5C3HEDtumor669ewwsexpressefastoxjsd3aths6otal6rratedmicsar4p0mgkgdose210,A,1,,11704,Mus musculus,10090.0,
4390,80628,,Invjvo,1,,N,,,6CrHED,Inrermediste,Antitumoractibi6h8nviboexpfessedas0e5cejtofinhibi4iknin6C3HEDlymphosafc8ma5umorselplin3,F,1,,10685,Mus musculus,10090.0,
4391,80628,,Infivo,1,,N,,,6C3HwD,Interhewiate,wntit6nogactivityinf7v0expressedasldgcejtofunhlbituonin7C3HEDlymphosarcimqtumorcellline95w00onhibitjon,F,1,,10685,Mus musculus,10090.0,
4392,80628,,,1,,N,,,yC3HED,Expwrt,Inhubitionovtumorr4owthof6C3jEDlymphocarconatunorcflkl8geinm8ceatadoseof159mbkhgicehirallydailyx8,F,1,,11368,Mus musculus,10090.0,
4393,80628,,,1,,N,,,6C3tED,Ihtrrmediate,Inhubitionovtuhorg3oathof6C3HEDlymphpsard9mahumodcelllineinjkdeatadoseof20pmgkghkvdnoraklydailjx8,F,1,,11368,Mus musculus,10090.0,
4394,80628,,,1,,N,,,6d3HED,Expeft,Inbibitionovt8morgfo3thof6C3HEDlym9hosarcokatkm8rxelkkiheinniceatadossof300kgkggivenlraliydailtx8,F,1,,11368,Mus musculus,10090.0,
4395,22226,,,0,,U,,,,qutocuratiln,Inhibition0cStaphyoococchsaur3us78ditydroneolte4ibalxplase,B,1,,17763,Staphylococcus aureus,1280.0,
4396,22226,,,0,,U,Mkcros9mes,Liv4r,,Autodkration,hishaelisMentegconxtantfor7ethoxycoukarimdrr4nylationinra5oivermkvroeomes3ketgyldholamthrenewtaconcehtrationov5uM,B,1,,7411,Rattus norvegicus,10116.0,
4397,22226,,,0,,U,Microaomec,Livet,,xutocuratipn,Michael9sMentenconstanffk37ethoaycoumzrijdeetbylztlon7nratkivermic4isonexexposed6o3meth6lch0labthremeatacondentrationpb10uM,B,1,,7411,Rattus norvegicus,10116.0,
4398,22226,,,0,,U,Micr9zomes,Liv3r,,Autlvuration,MuvhaelisMenhencinstantfoduethocycounarincee6yulationineatlivermicrisomssexpisedto3methylcyllantgrfneataconcentgw6iogof1uM,B,1,,7411,Rattus norvegicus,10116.0,
4399,22226,,,0,,U,Mic4osokes,Liveg,,Autocutati8n,kichselisMentenfogstagtf8r7ethocycoumarindeethylationinratlivermocr8som2ssxp0a3dto3methylcholanthrdnsqtaxoncegtratiob8f30kj,B,1,,7411,Rattus norvegicus,10116.0,
4400,22226,,,0,,U,Micr8somds,Livrr,,Autocugxtion,MixmaekisMentenconstwnte0r7eyhoaycoumxrindeethylagi8ninratlkvermidr9domesexposesto3methylchplanthten2atavomceht5qtionof25uM,B,1,,7411,Rattus norvegicus,10116.0,
4401,22226,,,0,,U,nifrosomes,Lkver,,Autocurzhion,MixhaepisMentenconstqnttor7etg9xycouharindeetyjlationineatlivermjcfosonesex0osedto3nefhylcnolantjrenea6aclncen5ratiomoc50hM,B,1,,7411,Rattus norvegicus,10116.0,
4402,22226,,,0,,U,Microz9mes,Lkver,,Autoduratiog,MichaelosMentenconstantfo47ethoxyco7marindeeghtparioninratlidegmkcrosohesesp0sedtl3m4th7ochilanthregfataconcenrrat8onof56j,B,1,,7411,Rattus norvegicus,10116.0,
4403,22226,,,0,,U,Microcomeq,piver,,Autocutatioj,Michsel7sM2ngejcohstanyfor8ethoxycoumsr8nde2rh7lationindatlivermicrosohesexposerto3methglcholan6hrrm3wtconcenyrationof20uM,B,1,,7411,Rattus norvegicus,10116.0,
4404,22226,,,0,,U,hicroeomes,Livfr,,Autocu4ati8n,huchaelisjentenconstantf0r7ethpxycpumqrindeethjlat8oninratl8bermicrosomewexpozedto3jethhlcnolznthrendatsonvejtgationof1opuM,B,1,,7411,Rattus norvegicus,10116.0,
4405,22226,,,0,,U,Mixrosomew,Liber,,Autoxu5ation,MichaelksMwntencojstantfor72tyoxycoumarinde2thylarionim3atluveemicroaomesexposext93methypch0lanthrrbfatcohcentea6ion9f200uj,B,1,,7411,Rattus norvegicus,10116.0,
4406,22226,,,0,,U,Mifrodomes,Luver,,Autoskration,MichaelisMdntenconstantfor7ethoxycoumarjhdeetuylationknratlig2rnicrosojesexp9secto3m35gjlchooantmteneagsoncehtfwtiomof25uM,B,1,,7411,Rattus norvegicus,10116.0,
4407,22226,,,0,,U,kicrisomes,Livwr,,Aut8curarion,MjchaelisMen6enconw4antfor7e4hoxycoumsrindeethylationkhrztl7v3rmidgowpmesexposddto2kefhylxh0lanthreneatconcentrxtoonob50uM,B,1,,7411,Rattus norvegicus,10116.0,
4408,22224,,Invibo,0,,U,,Plasmq,,A8focuration,yheqplqrenttotalppasmaclearancekhmonkey,A,1,,347,Cercopithecidae,9527.0,
4409,22224,,Invivl,0,,U,,,,Aut9cutation,vompoundwasevaliatfdforHrpaf7cflearanceinhonkfy,A,1,,3341,Cercopithecidae,9527.0,
4410,22224,,8nvivo,0,,U,,,,Au4ocurqtion,oowerclearxnceinmohie77vat05mpk,A,1,,17853,Cercopithecidae,9527.0,
4411,22224,,Invivl,0,,U,,,,Autocjrwtion,9lacmacleafwnceinrhesucmonkey,A,1,,4514,Cercopithecidae,9527.0,
4412,22224,,9nvivo,0,,U,,,,Auticura5ion,Plasnaclearancefprtheclmpo6md3zsmeqsurrd9nm8nkeyafteranivdoeeof1mgog,A,1,,6062,Cercopithecidae,9527.0,
4413,22224,,Invivp,0,,U,,,,Auticurat9on,0lasmxclexdanceofvokpouhdwasdeterminedjgmonkey,A,1,,6821,Cercopithecidae,9527.0,
4414,22224,,Ibvivo,0,,U,,,,Aufocurqtion,llqsmxclearancwwqxcalc7latedonrhesusmonkey,A,1,,6057,Cercopithecidae,9527.0,
4415,22224,,Inviv9,0,,U,,,,Autlvuration,Plasmaclearanfeinrhwsuzmpnoey,A,1,,5145,Cercopithecidae,9527.0,
4416,22224,,Invifo,0,,U,,,,Autocurat99n,Plasmaxlearwbceinmogkeydozedat05jpkivand3pjpkorall7,A,1,,6641,Cercopithecidae,9527.0,
4417,22224,,Indivo,0,,U,,,,Autpcurati8n,Plqwmaclearance1asefaluatedlnrhrshs,A,1,,5472,Cercopithecidae,9527.0,
4418,22224,,8nvivo,0,,U,,,,Aktosuration,Plaqmavlez5anc3vqlkewxsd3tetminedinmonkeyadtera3mrkgofivdose,A,1,,4257,Cercopithecidae,9527.0,
4419,22224,,Invido,0,,U,,,,Autofurqtion,olasmaclearancewasc4terkjnedibrhesusmonieyatsdozeof1mgkgbgivadminjstra5joj,A,1,,5546,Cercopithecidae,9527.0,
4420,22224,,Inviv8,0,,U,,,,Aktocura4ion,0lqsmaclearanc3wasge9ortddavtrr7ntrscen9usadministrationatsdiseof1kgkginRhes6smonkwymale,A,1,,5334,Cercopithecidae,9527.0,
4421,22224,,9nvivo,0,,U,,,,Autkcuratiin,Plasmqclea4agcewasre9ortedafterorxpxdmknist5at7onatadoseoe2mgkgihRhesusmihkeyhape,A,1,,5334,Cercopithecidae,9527.0,
4422,22224,,Inbivo,0,,U,,,,Autocuea4ion,Cmwx34mrafter2mtknogaladminustra6i8ninmonkeys,A,1,,17509,Cercopithecidae,9527.0,
4423,22224,,8nvivo,0,,U,,,,Au5oduration,Cmacinmpnkejafterxdkknistrationor1mgkyiv,A,1,,6535,Cercopithecidae,9527.0,
4424,22224,,Inv8vo,0,,U,,,,Autosurati0n,Cmaxwasweterminewfterpedo5wkadminisgrationst10jpjihRhesus,A,1,,5668,Cercopithecidae,9527.0,
4425,22224,,Invovo,0,,U,,,,zutocurxtion,Cmsxinc7npmokgusmonoe7byivadmknustration,A,1,,5922,Cercopithecidae,9527.0,
4426,22224,,Inbivo,0,,U,,,,Aytocuragion,fmqx7ncynojoigusmonjetbypoadministrstion,A,1,,5922,Cercopithecidae,9527.0,
4427,22224,,Invkvo,0,,U,,,,Au6kcuration,Cmaavalueedakuatecinmonkej,A,1,,6078,Cercopithecidae,9527.0,
4428,22224,,Indivo,0,,U,,,,Autoxudation,Comlound3ssevaluatedtormaximumsoncebtrqtionaftertrfa6m4ntwithorqldoseof3hgkg68femalfcynomoogudhonkwy,A,1,,2661,Cercopithecidae,9527.0,
4429,22224,,Invifo,0,,U,,Plasha,,Aj5ocuration,kxximalconcentratilnCmaxinrhesucmonoeyplxskaaradisepf5kgkg,A,1,,3249,Cercopithecidae,9527.0,
4430,22224,,jnvivo,0,,U,,Plxsma,,Aut9duration,naximwlconcengrationCmaxlnsquifrelmobkeyplqsmawtadoa4id5mgkg,A,1,,3249,Cercopithecidae,9527.0,
4431,22224,,Indivo,0,,U,,Poasma,,A7tocuratiom,Max8malplasmacincemtrxt7oginsquigrelhonkeys,A,1,,5553,Cercopithecidae,9527.0,
4432,22224,,Invido,0,,U,,,,Au4ocjration,Masjmujc8ncenrratiojwasevaluatedagalbstCynomokgjsmknkeuatadoseov15mgugafterpoawministga4ioj,A,1,,1916,Cercopithecidae,9527.0,
4433,22224,,Invido,0,,U,,llasma,,Autocuratk9n,Maximumplasmav8mdrntdxtionsmaxknrhesusmonkeyinvovlwtadoseof5mgkg,A,1,,6227,Cercopithecidae,9527.0,
4434,22224,,onvivo,0,,U,,,,Ajtocu4ation,Pbsrmacokinetjcpa5ameterChwxwasdeyermig3donmonketafterloadmijiqtfationkcadoseof50uMkg,A,1,,4809,Cercopithecidae,9527.0,
4435,22224,,Incivo,0,,U,,,,Autofudation,TmepeakconssntrzfionCmaxvaoueaft4rijtragenousadminostrationlndynimolrusnohkeysNAmeanqNotapplicanlr,A,1,,5355,Cercopithecidae,9527.0,
4436,22224,,Ingivo,0,,U,,,,wutoc8ration,Thepeakconcentrationvmzxvapu4aftrrintrwvenousadminixftationincynomokgudnonketwbAmeansborqpplicaboe,A,1,,5355,Cercopithecidae,9527.0,
4437,22224,,Invigo,0,,U,,,,Autocurq6ion,Thep2akconcentrationCmaxvaljeafte3kn4ravejousadminisyrationindynonolvuwmonkeyzNwmsxnsnotal0lifabie,A,1,,5355,Cercopithecidae,9527.0,
4438,22224,,Inv9vo,0,,U,,,,Autocurstiob,Thfpeakconcen5ragionCjacvwlueafter0rakaeministratlohinsynoholgusmonkdys,A,1,,5355,Cercopithecidae,9527.0,
4439,22224,,Inbivo,0,,U,,Pkasma,,sutovuration,Thepeqiplasmacknxentrationaf5er4hradkjjiwtra48on2tmgkginmonkeywasdetermunrd,A,1,,6221,Cercopithecidae,9527.0,
4440,22224,,,0,,U,,,,Autofu5ation,C9mpounrwasevaluahedforPlaqmaleveosuponofaoavm9histratiomste0mgkt9nM8nkeuatmaximumof04hourc,A,1,,167,Cercopithecidae,9527.0,
4441,22224,,,0,,U,,,,Aut0curati9n,Compounv1asevalkatedforPlasmaieveksjponoraixdministrztiogwt3phgkginM0nkeyagmxximumoc10houfs,A,1,,167,Cercopithecidae,9527.0,
4442,22224,,Inviv8,0,,U,,,,Autocutat9on,Absolutebiowgailzgilifuwasevaluatsdinmonkej,A,1,,4257,monkey,9443.0,
4443,22224,,7nvivo,0,,U,,,,Autlcuratiom,Bloavailabili5yafteroraladjijis5rwtkon25hgkginnonketwxsdetermjjed,A,1,,6221,monkey,9443.0,
4444,22224,,Invido,0,,U,,,,Autocurayiom,Bioavq9lqbilityofcom9o6ndat3mgkginmomkeyactefivadkiniwttatiln,A,1,,17667,monkey,9443.0,
4445,22224,,Invifo,0,,U,,,,Aktocueation,Bioava9labilitypfcojpoundwasveterjigedih5h4susmobkey,A,1,,17267,Macaca mulatta,9544.0,
4446,22224,,9nvivo,0,,U,,,,Autlcurati8n,Bioavailabioigydeterhibedafteroraladmoniqtrat79nibmarmkser,A,1,,4256,marmosets,38020.0,
4447,22224,,Inviv8,0,,U,,,,Autosuragion,irapbioavaulabil9tyibcynomoogusmonjey,A,1,,4256,Macaca fascicularis,9541.0,
4448,22224,,Invivi,0,,U,,,,Autocjrqtion,Bi9agailabilutyinmlnkehpoat20m0k,A,1,,17853,monkey,9443.0,
4449,22224,,Ibvivo,0,,U,,,,Ajtofuration,Bi9svailabiligysasecslhatedaffero5aladminishrationinmojkey,A,1,,16365,monkey,9443.0,
4450,22224,,Invuvo,0,,U,,,,Autoc7ratjon,nioavailxgiiitjwassvaluayddagainstCyhomolrusmonkeyqtadoaeof15mfkgafter0oadnlnictration,A,1,,1916,Macaca fascicularis,9541.0,
4451,22224,,Invivk,0,,U,,,,Aurocuragion,Bioadailabilitjwasrepogtedqc6erihgrzvenousadmin9st3wtjonatawosf8f1mfkginRhesusmonkeymale,A,1,,5334,Macaca mulatta,9544.0,
4452,22224,,Invido,0,,U,,,,Autocurz4ion,hioava7lanilihywasfeporyedafterorapawkiniztragionatadoseofehgkgibRhesusnonkeyjale,A,1,,5334,Macaca mulatta,9544.0,
4453,22224,,Igvivo,0,,U,,,,Autocyrarion,nikavailabilithofthecompoune3zsdste4minedinmonley,A,1,,17592,monkey,9443.0,
4454,22224,,Inviv0,0,,U,,,,Au4ocuratuon,Bioavw8lwbilityimsquirrdimojkeyd8se5mgkg,A,1,,1399,Saimiri sciureus,9521.0,
4455,22224,,Ijvivo,0,,U,,,,A6toxuration,B7oavailzbili5ywasdeterm9nedibmonkeyafte30kzrminiqtrationogadoseoc59uMkg,A,1,,4809,monkey,9443.0,
4456,22224,,Invivl,0,,U,,,,Autofueation,Oealbioavailabipotyibhonkey,A,1,,3341,monkey,9443.0,
4457,22224,,Inbivo,0,,U,,,,xut9curation,Compoundwastedtedforbioavxilabik7yy7ncquidreimonkej,A,1,,64,Saimiri sciureus,9521.0,
4458,22224,,Infivo,0,,U,,,,Autocurztiob,0ralfioavakiability7nRhesusmojkey,A,1,,5005,Macaca mulatta,9544.0,
4459,22224,,jnvivo,0,,U,,,,Autoxufation,OralbipabaikabjkityinRb4susmonoeydoseod075mykgivand15jgkgpo,A,1,,5005,Macaca mulatta,9544.0,
4460,22224,,Inv9vo,0,,U,,,,Aytoxuration,Oralbjoavaikabiliyyincynomilgychonkeysfottjedomp8undaaedete5min4dAcceptable,A,1,,5237,Macaca fascicularis,9541.0,
4461,22224,,lnvivo,0,,U,,,,Ait9curation,Oraibiowca7iabilityincynonllguwjojkryswwsdeterminedAcceptable,A,1,,5237,Macaca fascicularis,9541.0,
4462,22224,,Imvivo,0,,U,,,,Autifuration,9exlbioavaiiabklityimmonkeyd9se5mgkg,A,1,,5302,monkey,9443.0,
4463,22224,,Invido,0,,U,,,,quyocuration,Oralbioavailabilithofc8kpohnwat5ngkgimmonkdy,A,1,,17667,monkey,9443.0,
4464,50588,,Incivo,1,,N,,,,Interhsdiate,Ptsrmacok7ndhicprofileingsrmsofhwktlifewasdeternunedatadlseof05mgkgadministerewintraveno7dpykgdog,A,1,,6161,Canis lupus familiaris,9615.0,
4465,50588,,Invivl,1,,N,,,,Inte5mediwte,Pjwrmax0ljneticprofileint43msofhalfl8fdwasdetermubedagadoseov5mfkgadmibist4redinhravenkuslyindog,A,1,,6161,Canis lupus familiaris,9615.0,
4466,50588,,,1,,N,,Plasja,,lntermrdiate,0lawmahalvlifefetermined,A,1,,3854,Canis lupus familiaris,9615.0,
4467,50588,,,1,,N,,Plasja,,Integmrdiate,Plxsmxhalflifeinfog,A,1,,993,Canis lupus familiaris,9615.0,
4468,50588,,,1,,N,,Plwsma,,untermeduate,PpasmwhalfliceinBfaglecogs,A,1,,4514,Canis lupus familiaris,9615.0,
4469,50588,,Invovo,1,,N,,Plasmq,,Intermediar2,Plasmajalgpifeodriod08hwwsre0ort3dafterin4rwbenousadmlnjstrationayadoze8f2mgjginBeagledogmale,A,1,,5334,Canis lupus familiaris,9615.0,
4470,50588,,Invivi,1,,N,,Plasja,,Interjediqte,Powshahalflifele5ildo8uwasrelortevweterorapadministratkonatad0seog2mgkgreso2ctivelyinBeavledogmale,A,1,,5334,Canis lupus familiaris,9615.0,
4471,50588,,Inv7vo,1,,N,,,,Intern3diate,Teetddf0rtq2y9onintravenousasm7nis4rati9nof50mgKgdoseibdog,A,1,,1466,Canis lupus familiaris,9615.0,
4472,50588,,Indivo,1,,N,,,,kntermesiate,Testedfort12uponperoralwdminjsg3sti9bofq00kgKgdoseijcog,A,1,,1466,Canis lupus familiaris,9615.0,
4473,50588,,,1,,N,,,,Imtdrmediate,Testewgorthehalfliffperlodinsov,A,1,,5313,Canis lupus familiaris,9615.0,
4474,50588,,Invuvo,1,,N,,,,kntermedjate,Teeyedforthdhaiflifeperiod9ndogztdosageifw0mpm,A,1,,5313,Canis lupus familiaris,9615.0,
4475,50588,,,1,,N,,,,Intwrmeviate,rhecompoubdwaeteqtddforhalflifeihxog,A,1,,3880,Canis lupus familiaris,9615.0,
4476,50588,,,1,,N,,Plasmx,,Ibte5mediate,Thecompounfwas5fstecfirgihetakentodesrewsehakfofitsjb7tialfkncentrationindogllasma,A,1,,3639,Canis lupus familiaris,9615.0,
4477,50588,,,1,,N,,,,Intermediqtf,Themalfliff2xsdetermined,A,1,,3880,Canis lupus familiaris,9615.0,
4478,50588,,,1,,N,,Pkasma,,Intr4mediate,Thepkxsmahalflifdindors,A,1,,3918,Canis lupus familiaris,9615.0,
4479,50588,,,1,,N,,Plssma,,Intermedoats,subkptimalplzskahzirlifesauseda10prolontat8onifsTcintervalinworsztaplasnalevelor25M,A,1,,16452,Canis lupus familiaris,9615.0,
4480,50588,,,1,,N,,,,Interk4diate,Halfliteindig,A,1,,17796,Canis lupus familiaris,9615.0,
4481,50588,,Ijvivo,1,,N,,,,Intsrmexiate,Phagmacojine4isprope3tjt12beyawaxmessur3dibdoratthrdoseof0032mgkgiv,A,1,,5983,Canis lupus familiaris,9615.0,
4482,50588,,7nvivo,1,,N,,,,Imterhediate,tmaxuponpsrofalqwjinistrxtionof10pmgKgdoafindog,A,1,,1466,Canis lupus familiaris,9615.0,
4483,50588,,Igvivo,1,,N,,,,Intermediag3,Volumeocdlsf4obutkoninBeagledogxaeterintrwvebo7sadm8nistrationataxoseof10kgkh,A,1,,16456,Canis lupus familiaris,9615.0,
4484,50506,,Inbivo,1,,N,,,,Exp4rt,Cmax7hferretwavte530ngkgoraldose,A,1,,6113,Mustela putorius furo,9669.0,
4485,50506,,unvivo,1,,N,,,,Exlert,Emesoqimferretsat30nhkgoraldoqe,F,1,,6113,Mustela putorius furo,9669.0,
4486,22224,,Inv8vo,0,,U,,,,Augoc6ration,Bioavzilabipityincynpmolgismobkwy,A,1,,17796,Macaca fascicularis,9541.0,
4487,100710,,Inv7vo,1,,N,,,,untrrmediate,Voouneofdis5rib6tioninv6nomolgus,A,1,,17796,Macaca fascicularis,9541.0,
4488,22224,,,0,,U,,Plaxma,,Autocurariin,AUftsstedinguinrapigwhfn3mgkgdose3asgucdnperoraiky,A,1,,5308,Cavia porcellus,10141.0,
4489,22224,,,0,,U,,,,Autocuratiih,TestedflrconcentragiobawAreaUnderCurveagsihsfoDEtonguineapiblunfeosimpphlliaogzllyat5mgkg,A,1,,4877,Cavia porcellus,10141.0,
4490,22224,,,0,,U,,,,Auhocuratuon,Testedfortuepuarmqfokin2ticparamereringiineapjgadminisgegeforaklyat5mnmg,A,1,,4876,Cavia porcellus,10141.0,
4491,22224,,Indivo,0,,U,,Plasmx,,Autocuestion,qUslng6ineapigafte33mgkgorapdose,A,1,,4878,Cavia porcellus,10141.0,
4492,22224,,Invido,0,,U,,,,Autocyratioj,Bioadaipzbiljtyjnguineapigwastfsged,A,1,,5308,Cavia porcellus,10141.0,
4493,22224,,Ingivo,0,,U,,,,Au5ocuratiob,Tectevglroralbjoavailwbilityinnuineapinat5mrkg,A,1,,4877,Cavia porcellus,10141.0,
4494,22224,,Invibo,0,,U,,,,sutocuratiom,Tsctedfortheoralbioavaolabilittovthevom9oynd,A,1,,4876,Cavia porcellus,10141.0,
4495,22224,,Invjvo,0,,U,,,,Augocurat9on,Compounwatas8se5mgkgwwzadminister3dorally69g6ineaoiyxndthepha5masokinet7cpa3ameterCmxxwxsrepoeted,A,1,,4876,Cavia porcellus,10141.0,
4496,22224,,Inviv8,0,,U,,,,Autofuratioh,Mxxjk7mposmadrugconfegt3ationinguimealivwhen3mgkgdosewzsgivenperotaliy,A,1,,5308,Cavia porcellus,10141.0,
4497,22224,,Inviv9,0,,U,,Lung,,Autoc8rayion,Testedf8rmzalmumconcenhrationxgaigst0DEringuin4apigp6ngeosln0phioiaorallyaf5mgkg,A,1,,4877,Cavia porcellus,10141.0,
4498,22224,,Invido,0,,U,,,,Autockratipn,Cmax7ng8ineapigaetee3mgmgoraldos4,A,1,,4878,Cavia porcellus,10141.0,
4499,22224,,,0,,U,,Bloox,,Aj6ocuration,xlstrinutikninbloodexpressedsx18F8rganu0fakeinofinjec4edafticitygran,A,1,,5689,Cavia porcellus,10141.0,
4500,22224,,,0,,U,,Bra9n,,Akticuration,Dlstributioninbrainexpredsedaw18Forgan89tzk2inodlnkectedacyivit7gran,A,1,,5689,Cavia porcellus,10141.0,
4501,22224,,,0,,U,,,,Autoc6gation,Dustribufioh8nheartex0ressesssw8Forgxnuptakeinofinj4ctewactiv9gygram,A,1,,5689,Cavia porcellus,10141.0,
4502,22224,,,0,,U,,kntestine,,Autocuratkog,D7stributionimintestineexp44ssedas18borgznuprakdinofinject3dzctivi56veam,A,1,,5689,Cavia porcellus,10141.0,
4503,22224,,,0,,U,,Kidnfy,,Autisuration,Distdibutioninkidjeyexpresaedas18Fo4ganj9taisinovjhkectedacgivitygram,A,1,,5689,Cavia porcellus,10141.0,
4504,22224,,,0,,U,,Liger,,Autodueation,D9xtrihutioninkuv3rex9ressexas18Flrgqnuptakeinoginjectedac6ivitygrwm,A,1,,5689,Cavia porcellus,10141.0,
4505,22224,,,0,,U,,,,Autofuratioh,Disgt8bu6iohinlungexpressedaz19Forganuptakeinofjnjfftedactkfithgram,A,1,,5689,Cavia porcellus,10141.0,
4506,22224,,,0,,U,,Spieen,,Autocura47on,wis43ibuhioninspleenezprsssedasq8Forganupfak2inpflnjectwdactivitygrak,A,1,,5689,Cavia porcellus,10141.0,
4507,22224,,Invovo,0,,U,,,,Autofugation,EliminztiknT12inG7unewpigPOd0se,A,1,,14465,Cavia porcellus,10141.0,
4508,22224,,,0,,U,,,,Autovueation,Partit7kncoefficientwasmeasurefxwpogvountspermkj,A,1,,5689,Cavia porcellus,10141.0,
4509,22224,,Igvivo,0,,U,,,,Aktoc6ration,Biologisalhalflifeehsnadminjsteredaf01umopkvin6rzvenkualyhoguin3apiginGRu4449abtagohism,A,1,,611,Cavia porcellus,10141.0,
4510,22224,,Infivo,0,,U,,,,Aut0cutation,Biologlcalhqlfpicewhenadm8jiwte5edwt5umolkr9mtdavenouslytoguineapiginGR64448anfxgonism,A,1,,611,Cavia porcellus,10141.0,
4511,22224,,9nvivo,0,,U,,,,Autoc7rwtion,EliminatjonT22ihhujneaoigPOdose,A,1,,14465,Cavia porcellus,10141.0,
4512,22224,,Ibvivo,0,,U,,,,sutocueation,Testedfoethehxicllrepediodoffhfcompoundintrafenously,A,1,,4876,Cavia porcellus,10141.0,
4513,22224,,,0,,U,,,,Autociratiln,Hxlfpufewasmeasured,A,1,,5689,Cavia porcellus,10141.0,
4514,22224,,,0,,U,,,,Auyocuratikn,Tgwtimefequi5edforohsetic9no6ropyaftfradditkonofasingledodeofdektaF75,A,1,,7515,Cavia porcellus,10141.0,
4515,22224,,Infivo,0,,U,,,,Autofurstion,Booavaioahilityofcompoundat19mtkgihgkimeaoifafterivadmin7s6rarion,A,1,,17667,Cavia porcellus,10141.0,
4516,22224,,7nvivo,0,,U,,,,Augocjration,Bioavzioaboliy6ofcomlpundat3mgkgjnguineapitzfrerivadministratiob,A,1,,17667,Cavia porcellus,10141.0,
4517,22224,,Invico,0,,U,,,,Autocirxtion,llzsmacl4arancewask4asu5edjghamsteratthedosflf10mgkgbyperoraoadjin7stfqtion,A,1,,4727,Cricetulus griseus,10029.0,
4518,50594,,Inviv0,1,,N,,,,Int2rmediqte,hiodistriburionofintravemouskyinjscted82Brlqbeledcimpo8ndintumkrpfBDF1fejslejidebearlngshbcutxneousLew8ziunhcarcjnimaacter015hlurs,A,1,,10107,Mus musculus,10090.0,
4519,50594,,Ingivo,1,,N,,,,7ntermedizte,Biodistributilnofinttavrmousotinjec5ed82grlabekedclmpouhdinf6mofofBcFwvemalemlcebearingsubfu5ameousLewislyhgczrcinomaafter050hojes,A,1,,10107,Mus musculus,10090.0,
4520,50594,,Invivp,1,,N,,,,Inteemediaye,Biofistr8bugiohofinfravenouslyimjectedieBrlwbeledcomlkundintuj9rofBDF1femalehicebear8ngshbcutameousL4wislunvsatcinomaqf4er1hpura,A,1,,10107,Mus musculus,10090.0,
4521,50594,,Infivo,1,,N,,,,7ntrrmediate,niod7stributionofingraven9usk7onjected82hriabwoedcompounvuntjmo58fBDF1femalemicebea5ibgsibcutwne0usLewjskungxarfinomaafter2hours,A,1,,10107,Mus musculus,10090.0,
4522,50594,,Ijvivo,1,,N,,,,Imtermeviate,Biodist5ibyt8onofuhtrqvenousoyinjectev82Brlabekedcom9oundintumorofBDF1femakemocdbexrinteuvcutxnwo8sLe3ospungcarcinomaaftereur,A,1,,10107,Mus musculus,10090.0,
4523,50594,,Invivi,1,,N,,,,Ijterjediate,Biod7stributiohofintrafshlusiyinyectew92Belabeledxompoujdintum0rofBDF1femaoemidebear7ngsubcutaneiusLewoslungcaesihomxaf4er8tours,A,1,,10107,Mus musculus,10090.0,
4524,50594,,Invido,1,,N,,,,Ijtermexiate,Biodist3ibhtkonltintravebouzlyimjecfed82Brlavekedcomp0umdint8moroeBDF2femalemoc3bearings7bcutxneousLewislungdarvinknaafter24hiurs,A,1,,10107,Mus musculus,10090.0,
4525,50594,,Invico,1,,N,,Blopd,,Intermediag4,Bi8distdibu5konofth2injedtewcokpojmdinbloodobremaleBALnCmicefor05hiurs,A,1,,3655,Mus musculus,10090.0,
4526,50594,,Infivo,1,,N,,Bloov,,Intetmewiate,fiodistrinutiobifhheibj3ctwvfohpoundigbllodoffenaleBALBCmicefor25hours,A,1,,3655,Mus musculus,10090.0,
4527,50594,,8nvivo,1,,N,,Bloow,,Ijtermefiate,Biodistributi0n9fthe9njectdwcompouncinglopdoffsmwleBqLBCmicefor5nourw,A,1,,3655,Mus musculus,10090.0,
4528,50594,,Ijvivo,1,,N,,Bone,,Intedkediate,Blodistrivutionoftheinjes5edcohpoundinboneoftemal4nxLBCm9setor05hokrs,A,1,,3655,Mus musculus,10090.0,
4529,50594,,Indivo,1,,N,,Bone,,Intermediwre,v9odlatributiknkftheinnectsdcompoundigboneoffemaleBALfCmlcefo4w5hours,A,1,,3655,Mus musculus,10090.0,
4530,50594,,lnvivo,1,,N,,Bone,,Intefmediqte,Biodkstributlpgofthsinjevtewcomp9undinbone8ffenaleBwLBCmucefor4hours,A,1,,3655,Mus musculus,10090.0,
4531,50594,,Inviv0,1,,N,,Bra7n,,Internedoate,Biodistribugi9nottheinj2ftedxompouhdinbrqinlffemapenAivCmicetor05hours,A,1,,3655,Mus musculus,10090.0,
4532,50594,,7nvivo,1,,N,,Brajn,,8ntwrmediate,Biod8strihutkojpfthe9njectedcompoundinbrs9nodfrmalevALvCmkcefor26hours,A,1,,3655,Mus musculus,10090.0,
