assays_ss_d,assays_ss_sbclllr_frctn,assays_dc_d,assays_ss_ctgr,assays_ss_tx_d,assays_ss_cll_tp,assays_ss_tss,assays_ss_tp,assays_ss_strn,assays_b_frmt,assays_tss_d,assays_crtd_b,assays_src_d,assays_src_ss_d,assays_chmbl_d,assays_cll_d,assays_vrnt_d
2213,,11376,,,,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617038,,
2214,,11376,,,,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617039,,
2215,,4639,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617161,,
2216,,2222,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617162,,
2217,,1558,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617163,,
2218,,1089,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617164,,
2219,Brain membranes,386,,,,,B,,BAO_0000249,,Autocuration,1,,CHEMBL617165,,
2220,,2474,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617166,,
2221,,17066,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617167,,
2222,,959,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL872912,,
2223,,6398,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617168,,
2224,,11889,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617169,,
2225,,4221,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617170,,
2226,,11026,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617171,,
2227,,11866,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617172,,
2228,,4221,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617173,,
2229,,13950,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617174,,
2230,,1263,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617175,,
2231,,13291,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617176,,
2232,,10812,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617177,,
2233,,13020,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617178,,
2234,,13021,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617179,,
2235,,13020,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617180,,
2236,,14532,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617181,,
2237,,13944,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617182,,
2238,,14331,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617183,,
2239,,14118,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617184,,
2240,,13033,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617185,,
2241,,10321,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617186,,
2242,,12918,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617187,,
2243,,15120,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617188,,
2244,,2613,,,,,B,,BAO_0000218,,Autocuration,1,,CHEMBL617189,,
2245,,13378,,9606.0,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617190,,
2246,,2331,,9606.0,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617191,449.0,
2247,,2331,,9606.0,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617192,449.0,
2248,,2331,,9606.0,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617193,449.0,
2249,,2331,,9606.0,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617194,449.0,
2250,,4170,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617195,,
2251,,15453,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL881830,,
2252,,1479,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617196,,
2253,,11139,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617197,,
2254,,13969,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL617198,,
2255,,13392,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL873476,,
2256,,14430,,,,,B,,BAO_0000019,,Expert,1,,CHEMBL617199,,
2257,,13181,,10141.0,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617200,,
2258,,17200,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617484,,
2259,,17200,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617485,,
2260,,17200,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617486,,
2261,,13463,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL858022,,
2262,,6347,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617049,449.0,
2263,,6857,,9606.0,CHO,,F,,BAO_0000219,,Expert,1,,CHEMBL617050,449.0,
2264,,4176,,,,,F,,BAO_0000219,,Autocuration,1,,CHEMBL617051,,
2265,,4176,,,,,F,,BAO_0000219,,Autocuration,1,,CHEMBL617052,,
2266,,4176,,,,,F,,BAO_0000219,,Autocuration,1,,CHEMBL617053,,
2267,,6347,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617054,449.0,
2268,,6347,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617055,449.0,
2269,,15331,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL882924,,
2270,,16146,,9606.0,,,B,,BAO_0000357,,Expert,1,,CHEMBL617056,,
2271,,15250,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617057,449.0,
2272,,13631,,,,,B,,BAO_0000219,,Expert,1,,CHEMBL617058,,
2273,,3805,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617059,,
2274,,4011,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617060,449.0,
2275,,4012,,,CHO,,B,,BAO_0000219,,Expert,1,,CHEMBL617061,449.0,
2276,,6366,,,L929,,B,,BAO_0000219,,Expert,1,,CHEMBL617062,307.0,
2277,,15949,,,CHO,,B,,BAO_0000219,,Expert,1,,CHEMBL617063,449.0,
2278,,14093,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617064,,
2279,,13481,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617065,,
2280,,6347,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617066,449.0,
2281,,6347,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617067,449.0,
2282,,14093,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617068,,
2283,,14093,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617069,,
2284,,13481,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617070,,
2285,,14442,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617071,,
2286,,14442,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL872915,,
2287,,14755,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617072,,
2288,,16441,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617073,,
2289,,14744,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617074,,
2290,,16659,,,CHO,,B,,BAO_0000219,,Expert,1,,CHEMBL617075,449.0,
2291,,3307,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617076,,
2292,,6857,,9606.0,,,B,,BAO_0000019,,Expert,1,,CHEMBL617077,,
2293,,5635,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL617078,,
2294,,4234,,9606.0,,,B,,BAO_0000357,,Expert,1,,CHEMBL617079,,
2295,,15527,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617080,,
2296,,6588,,,CHO,,B,,BAO_0000219,,Expert,1,,CHEMBL617081,449.0,
2297,,13631,,,,,B,,BAO_0000219,,Expert,1,,CHEMBL617082,,
2298,,17723,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617083,,
2299,,14770,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617084,,
2300,,16293,,9606.0,,,B,,BAO_0000357,,Expert,1,,CHEMBL617085,,
2301,,16209,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617086,,
2302,,12469,,,,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617087,,
2303,,15363,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617088,,
2304,,15363,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617089,,
2305,,16441,,,,,B,,BAO_0000019,,Expert,1,,CHEMBL617090,,
2306,,8,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617513,,
2307,,4176,,,HEK293,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617514,722.0,
2308,,17085,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617515,,
2309,,17200,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617516,,
2310,,17200,,9606.0,,,B,,BAO_0000357,,Expert,1,,CHEMBL617517,,
2311,,4013,,9606.0,CHO,,B,,BAO_0000219,,Expert,1,,CHEMBL617518,449.0,
2312,,5088,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617519,,
2313,,5088,,9606.0,,,B,,BAO_0000357,,Expert,1,,CHEMBL617520,,
2314,,5088,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617521,,
2315,,5088,,9606.0,,,B,,BAO_0000357,,Expert,1,,CHEMBL617522,,
2316,,5088,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617523,,
2317,,5088,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617524,,
2318,,9786,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617525,,
2319,,9205,,10116.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617526,,
2320,,11257,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617527,,
2321,,9362,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617528,,
2322,,9362,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617529,,
2323,,10590,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617530,,
2324,,10468,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617531,,
2325,,13050,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617532,,
2326,,11624,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617533,,
2327,,10468,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617534,,
2328,,10330,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617535,,
2329,,10062,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617536,,
2330,,11642,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617537,,
2331,,10062,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617538,,
2332,,13427,,,,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617539,,
2333,,12280,,10116.0,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617540,,
2334,,4101,,10116.0,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617541,,
2335,,10062,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617542,,
2336,,11147,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617543,,
2337,,2395,,10116.0,CHO-K1,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617544,485.0,
2338,,2395,,10116.0,CHO-K1,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617545,485.0,
2339,,9098,,10116.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617413,,
2340,,9098,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617414,,
2341,,9098,,10116.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617415,,
2342,,9443,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617416,,
2343,,9443,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617417,,
2344,,9699,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617418,,
2345,,9699,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617419,,
2346,,9098,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617420,,
2347,,3070,,10116.0,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617421,,
2348,,9547,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617422,,
2349,,10444,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617423,,
2350,,14617,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617424,,
2351,,14617,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617425,,
2352,,11130,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617426,,
2353,,11130,,,,,B,,BAO_0000218,,Autocuration,1,,CHEMBL617427,,
2354,,14542,,,,Brain,B,,BAO_0000221,955.0,Autocuration,1,,CHEMBL617428,,
2355,,2797,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617429,,
2356,,11332,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617430,,
2357,,11332,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617431,,
2358,,10752,,,,Frontal cortex,B,,BAO_0000019,1870.0,Autocuration,1,,CHEMBL617432,,
2359,,1185,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617433,,
2360,,1185,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617434,,
2361,,11624,,10116.0,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617435,,
2362,,1344,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617436,,
2363,,15453,,10116.0,,Striatum,B,,BAO_0000019,2435.0,Autocuration,1,,CHEMBL617437,,
2364,,11662,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617438,,
2365,,11662,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617439,,
2366,,10796,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617440,,
2367,,9069,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617441,,
2368,,8814,,10116.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL872918,,
2369,,8908,,10116.0,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617442,,
2370,,9098,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617443,,
2371,,9098,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617444,,
2372,,9098,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617445,,
2373,,9098,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617446,,
2374,,9098,,,,,B,,BAO_0000249,,Autocuration,1,,CHEMBL617447,,
2375,,9098,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617448,,
2376,,9098,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617449,,
2377,,9161,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617450,,
2378,,9161,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617451,,
2379,,9161,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617452,,
2380,,9161,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617453,,
2381,,9161,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617660,,
2382,,9161,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617661,,
2383,,9161,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617662,,
2384,,9161,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL872919,,
2385,,9161,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617663,,
2386,,9161,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617664,,
2387,,9161,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617665,,
2388,,9161,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617666,,
2389,,12094,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617667,,
2390,,12018,,,,,B,,BAO_0000249,,Autocuration,1,,CHEMBL617668,,
2391,,10394,,,,,B,,BAO_0000249,,Autocuration,1,,CHEMBL617669,,
2392,,15260,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617670,,
2393,,11624,,10116.0,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617671,,
2394,,13654,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617672,,
2395,,9541,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617673,,
2396,,11933,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617674,,
2397,,15538,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617675,,
2398,,15538,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617676,,
2399,,15538,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617677,,
2400,,8841,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617678,,
2401,,1455,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617679,,
2402,,1455,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617680,,
2403,,11752,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617681,,
2404,,11642,,,,Brain,B,,BAO_0000221,955.0,Autocuration,1,,CHEMBL617682,,
2405,,12092,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617683,,
2406,,3967,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617684,,
2407,,12771,,10116.0,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617685,,
2408,,11642,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617686,,
2409,,11628,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617687,,
2410,,13654,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617688,,
2411,,11200,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617689,,
2412,,11200,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617690,,
2413,,11200,,,,,F,,BAO_0000218,,Autocuration,1,,CHEMBL617691,,
2414,,11200,,,,,F,,BAO_0000218,,Autocuration,1,,CHEMBL617692,,
2415,,11200,,,,,F,,BAO_0000218,,Autocuration,1,,CHEMBL617693,,
2416,,11200,,,,,F,,BAO_0000218,,Autocuration,1,,CHEMBL617694,,
2417,,15436,,,,Brain,B,,BAO_0000221,955.0,Expert,1,,CHEMBL857985,,
2418,,15436,,10116.0,,,B,,BAO_0000019,,Expert,1,,CHEMBL617695,,
2419,,14025,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617696,,
2420,,4342,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617697,,
2421,,13735,,10116.0,,,B,,BAO_0000019,,Expert,1,,CHEMBL617257,,
2422,,5816,,10116.0,,,B,,BAO_0000357,,Expert,1,,CHEMBL617258,,
2423,,14287,,,,,B,,BAO_0000019,,Expert,1,,CHEMBL617259,,
2424,,15738,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617260,,
2425,,15738,,10116.0,,,B,,BAO_0000357,,Expert,1,,CHEMBL617261,,
2426,,15026,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617262,,
2427,,16647,,,,,B,,BAO_0000019,,Expert,1,,CHEMBL617263,,
2428,,16647,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617264,,
2429,,13345,,10116.0,,,B,,BAO_0000019,,Expert,1,,CHEMBL617265,,
2430,Membranes,1543,,,,,B,,BAO_0000249,,Autocuration,1,,CHEMBL617266,,
2431,,12444,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617267,,
2432,,16404,,,,,B,,BAO_0000019,,Expert,1,,CHEMBL617268,,
2433,,16404,,,CHO,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617269,449.0,
2434,,15577,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL617323,,
2435,,15577,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617324,,
2436,,2495,,,,,B,,BAO_0000249,,Autocuration,1,,CHEMBL617325,,
2437,,15042,,10116.0,,,B,,BAO_0000019,,Expert,1,,CHEMBL617326,,
2438,,15026,,,,,B,,BAO_0000249,,Expert,1,,CHEMBL617327,,
2439,,12919,,10116.0,,,F,,BAO_0000019,,Expert,1,,CHEMBL617328,,
2440,,12919,,10116.0,,,F,,BAO_0000019,,Expert,1,,CHEMBL617329,,
2441,,12919,,10116.0,,,F,,BAO_0000019,,Expert,1,,CHEMBL617330,,
2442,,15194,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617331,,
2443,,15194,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617332,,
2444,,4820,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL617333,,
2445,,6736,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617334,,
2446,,5163,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617335,,
2447,,5163,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617336,,
2448,,6011,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617337,,
2449,,14294,,9606.0,,,B,,BAO_0000357,,Expert,1,,CHEMBL617338,,
2450,,5014,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617339,,
2451,,17066,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL617340,,
2452,,17515,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617341,,
2453,,6736,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL617342,,
2454,,5163,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL617343,,
2455,,16911,,,NIH3T3,,B,,BAO_0000219,,Expert,1,,CHEMBL617344,723.0,
2456,,6841,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL617345,,
2457,,6119,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL617346,,
2458,,3962,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617347,,
2459,,4373,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617348,,
2460,,4373,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617349,,
2461,,3962,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617350,,
2462,,1633,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL872339,,
2463,,4373,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617351,,
2464,,6576,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL617352,,
2465,,4687,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617353,,
2466,,16946,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617354,,
2467,,14159,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617355,,
2468,,3032,,10090.0,CHO,,B,,BAO_0000219,,Expert,1,,CHEMBL617356,449.0,
2469,,16655,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617357,,
2470,,13964,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617358,,
2471,,16989,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL617359,,
2472,,16117,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617360,,
2473,,16700,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL875913,,
2474,,3269,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617361,,
2475,,1274,,9606.0,,,B,,BAO_0000357,,Expert,1,,CHEMBL617362,,
2476,,1317,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617363,,
2477,,12146,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617364,,
2478,,12652,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617365,,
2479,,12652,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617366,,
2480,,12652,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617367,,
2481,,12652,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617368,,
2482,,16647,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617369,,
2483,,15851,,9606.0,HEK293,,B,,BAO_0000219,,Expert,1,,CHEMBL617370,722.0,
2484,,6857,,9606.0,CHO,,F,,BAO_0000219,,Expert,1,,CHEMBL617371,449.0,
2485,,3805,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617372,,
2486,,6491,,9606.0,,,B,,BAO_0000357,,Expert,1,,CHEMBL617373,,
2487,,14093,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617374,,
2488,,13481,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617375,,
2489,,14093,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617376,,
2490,,14093,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617377,,
2491,,14093,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617378,,
2492,,13481,,,,,F,,BAO_0000019,,Autocuration,1,,CHEMBL617379,,
2493,,14442,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617380,,
2494,,14442,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617381,,
2495,,14442,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617382,,
2496,,12369,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617383,,
2497,,12369,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL617384,,
2498,,12369,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL617385,,
2499,,14447,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617386,,
2500,,14447,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617387,,
2501,,17451,,,NIH3T3,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617388,723.0,
2502,,6857,,,CHO,,F,,BAO_0000219,,Autocuration,1,,CHEMBL617389,449.0,
2503,,6857,,9606.0,CHO,,F,,BAO_0000219,,Expert,1,,CHEMBL617390,449.0,
2504,,5635,,,,,B,,BAO_0000224,,Autocuration,1,,CHEMBL617391,,
2505,,12861,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617392,,
2506,,12861,,,,,B,,BAO_0000019,,Autocuration,1,,CHEMBL617393,,
2507,,5105,,,L929,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617394,307.0,
2508,,5104,,,L929,,B,,BAO_0000219,,Expert,1,,CHEMBL617395,307.0,
2509,,5105,,,L929,,B,,BAO_0000219,,Expert,1,,CHEMBL617396,307.0,
2510,,5105,,,L929,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617397,307.0,
2511,,5254,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617398,,
2512,,5254,,,,,B,,BAO_0000357,,Autocuration,1,,CHEMBL617399,,
2513,,13267,,,HEK293,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617400,722.0,
2514,,13267,,,HEK293,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617401,722.0,
2515,,14157,,9606.0,HEK293,,B,,BAO_0000219,,Expert,1,,CHEMBL617402,722.0,
2516,,12936,,9606.0,HEK293,,B,,BAO_0000219,,Expert,1,,CHEMBL617403,722.0,
2517,,14068,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL617404,,
2518,,12936,,9606.0,HEK293,,B,,BAO_0000219,,Expert,1,,CHEMBL857981,722.0,
2519,,12936,,9606.0,HEK293,,B,,BAO_0000219,,Expert,1,,CHEMBL617405,722.0,
2520,,4540,,9606.0,HEK293,,B,,BAO_0000219,,Expert,1,,CHEMBL617253,722.0,
2521,,6166,,,,,B,,BAO_0000357,,Expert,1,,CHEMBL617254,,
2522,,17296,,,HEK293,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617255,722.0,
2523,,17296,,,HEK293,,B,,BAO_0000219,,Autocuration,1,,CHEMBL617256,722.0,
2524,,17296,,,HEK293,,B,,BAO_0000219,,Autocuration,1,,CHEMBL616874,722.0,
