title,year,authors,id,venue
concept based design of data warehouses : the dwq demonstrators,2000,"m jarke , c quix , d calvanese , m lenzerini , e franconi , s ligoudistianos , p vassiliadis , y vassiliou",828,sigmod conference
information systems research at rwth aachen,1995,m jarke,829,sigmod record
ajax : an extensible data cleaning tool,2000,"h galhardas , d florescu , d shasha , e simon",830,sigmod conference
the third manifesto,1995,"h darwen , c date",831,sigmod record
lh * rs : a high-availability scalable distributed data structure using reed solomon codes,2000,"w litwin , t schwarz",832,sigmod conference
the database group at national technical university of athens ( ntua ),1995,"t sellis , y vassiliou",833,sigmod record
"opportunities at arpa , nsf , and elsewhere",1995,x qian,834,sigmod record
wsq/dsq : a practical approach for combined querying of databases and the web,2000,"r goldman , j widom",835,sigmod conference
parallelism and its price : a case study of nonstop sql/mp,1995,"s englert , r glasstone , w hasan",836,sigmod record
mocha : a self-extensible database middleware system for distributed data sources,2000,"m rodriguez-martinez , n roussopoulos",837,sigmod conference
sql/cli - a new binding style for sql,1995,"m venkatrao , m pizzo",838,sigmod record
towards self-tuning data placement in parallel database systems,2000,"m lee , m kitsuregawa , b ooi , k tan , a mondal",839,sigmod conference
report on the 1995 international workshop on temporal databases,1995,,840,
webview materialization,2000,"a labrinidis , n roussopoulos",841,sigmod conference
temporal database system implementations,1995,m bіhlen,842,sigmod record
niagaracq : a scalable continuous query system for internet databases,2000,"j chen , d dewitt , f tian , y wang",843,sigmod conference
view maintenance in mobile computing,1995,"o wolfson , a sistla , s dao , k narayanan , r raj",844,sigmod record
terraserver : a spatial data warehouse,2000,"t barclay , d slutz , j gray",845,sigmod conference
indexing the positions of continuously moving objects,2000,"s saltenis , c jensen , s leutenegger , m lopez",846,sigmod conference
managing video data in a mobile environment,1995,"r alonso , y chang , l iftode , v mani",847,sigmod record
how to roll a join : asynchronous incremental view maintenance,2000,"k salem , k beyer , r cochrane , b lindsay",848,sigmod conference
mobile computing and databases : anything new ?,1995,"m dunham , a helal",849,sigmod record
wireless client/server computing for personal information services and applications,1995,"a elmagarmid , j jing , t furukawa",850,sigmod record
on wrapping query languages and efficient xml integration,2000,"v christophides , s cluet , j simщon",851,sigmod conference
data and knowledge base research at hong kong university of science and technology,1995,"p drew , b hamidzadeh , k karlapalem , a kean , d lee , q li , f lochovsky , c shum , b wќthrich",852,sigmod record
lof : identifying density-based local outliers,2000,"m breunig , h kriegel , r ng , j sander",853,sigmod conference
synchronizing a database to improve freshness,2000,"j cho , h garcia-molina",854,sigmod conference
from the guest editors - special section on data management issues in mobile computing,1995,"m dunham , a helal",855,
digital library services in mobile computing,1995,"b bhargava , m annamalai , e pitoura",856,sigmod record
spatial join selectivity using power laws,2000,"c faloutsos , b seeger , a traina , c jr.",857,sigmod conference
influence sets based on reverse nearest neighbor queries,2000,"f korn , s muthukrishnan",858,sigmod conference
an annotated bibliography on real-time database systems,1995,ж ulusoy,859,sigmod record
xmill : an efficient compressor for xml data,2000,"h liefke , d suciu",860,sigmod conference
editor 's notes,1995,j widom,861,sigmod record
a research status report on adaptation for mobile data access,1995,"b noble , m satyanarayanan",862,sigmod record
xtract : a system for extracting document type descriptors from xml documents,2000,"m garofalakis , a gionis , r rastogi , s seshadri , k shim",863,sigmod conference
mapping extended entity relationship model to object modeling technique,1995,j fong,864,sigmod record
application architecture : 2tier or 3tier ? what is dbms 's role ? ( panel abstract ),2000,a nori,865,sigmod conference
index research : forest or trees ? ( panel abstract ),2000,j hellerstein,866,sigmod conference
multi-table joins through bitmapped join indices,1995,"p o'neil , g graefe",867,sigmod record
optimizing jan jannink 's implementation of b + - tree deletion,1995,"r maelbrancke , h olivie",868,sigmod record
from browsing to interacting : dbms support for responive websites ( abstract ),2000,r ramakrishnan,869,sigmod conference
\ response to \ '' \ `` a close look at the ifo data model \ '' \ '' \ '' '',1995,"s abiteboul , r hull",870,sigmod record
sqlem : fast clustering in sql using the em algorithm,2000,"c ordonez , p cereghini",871,sigmod conference
tutorial : data access,2000,,872,
condition handling in sql persistent stored modules,1995,j richey,873,sigmod record
data management research at the mitre corporation,1995,"a rosenthal , l seligman , c mccollum , b blaustein , b thuraisingham , e lafferty",874,sigmod record
"data management in ecommerce : the good , the bad , and the ugly",2000,,875,
tutorial : designing an ultra highly available dbms,2000,,876,
florida international university high performance database research center,1995,"n rishe , w sun , d barton , y deng , c orji , m alexopoulos , l loureiro , c 0002 , m sanchez , a shaposhnikov",877,sigmod record
a framework for providing consistent and recoverable agent-based access to heterogeneous in mobile databases,1995,"e pitoura , b bhargava",878,sigmod record
on xml and databases : where 's the beef ? ( panel abstract ),2000,m carey,879,sigmod conference
making b + - trees cache conscious in main memory,2000,"j rao , k ross",880,sigmod conference
an introduction to remy 's fast polymorphic record projection,1995,l wong,881,sigmod record
an aspect of query optimization in multidatabase systems ( extended abstract ),1995,"c lee , c chen , h lu",882,sigmod record
privacy-preserving data mining,2000,"r agrawal , r srikant",883,sigmod conference
design and user testing of a multi-paradigm query interface to an object-oriented database,1995,"d doan , n paton , a kilgour",884,sigmod record
on effective multi-dimensional indexing for strings,2000,"h jagadish , n koudas , d srivastava",885,sigmod conference
editor 's notes,1995,j widom,886,sigmod record
the onion technique : indexing for linear optimization queries,2000,"y chang , l bergman , v castelli , c li , m lo , j smith",887,sigmod conference
internet traffic warehouse,2000,"c chen , m cochinwala , c petrone , m pucci , s samtani , p santa , m mesiti",888,sigmod conference
calls for papers and announcements,1995,,889,sigmod record
indexing images in oracle8i,2000,"m annamalai , r chopra , s defazio",890,sigmod conference
the new middleware,1995,r finkelstein,891,sigmod record
"replication : db2 , oracle , or sybase ?",1995,d stacey,892,sigmod record
online index rebuild,2000,"n ponnekanti , h kodavalla",893,sigmod conference
trade press news,1995,,894,
maintenance of automatic summary tables,2000,"w lehner , r sidle , h pirahesh , r cochrane",895,sigmod conference
trade press news,1994,,896,
integrating replacement policies in storm : an extensible approach,2000,"c goh , b ooi , s bressan , k tan",897,sigmod conference
progress on hpcc and nii,1994,m winslett,898,sigmod record
the mlpq/gis constraint database system,2000,"p revesz , r chen , p kanjamala , y li , y liu , y wang",899,sigmod conference
efficient concurrency control in multidimensional access methods,1999,"k chakrabarti , s mehrotra",900,sigmod conference
analysis of predictive spatio-temporal queries,2003,"y tao , j sun , d papadias",901,acm trans . database syst .
efficient dynamic mining of constrained frequent sets,2003,"l lakshmanan , c leung , r ng",902,acm trans . database syst .
fast algorithms for projected clustering,1999,"c aggarwal , c procopiuc , j wolf , p yu , j park",903,sigmod conference
image mining in iris : integrated retinal information system,2000,"w hsu , m lee , k goh",904,sigmod conference
effective page refresh policies for web crawlers,2003,"j cho , h garcia-molina",905,acm trans . database syst .
preference formulas in relational queries,2003,j chomicki,906,acm trans . database syst .
mocha : a database middleware system featuring automatic deployment of application-specific functionality,2000,"m rodriguez-martinez , n roussopoulos , j mcgann , s kelley , v katz , z song , j jсjс",907,sigmod conference
tip : a temporal extension to informix,2000,"j yang , h ying , j widom",908,sigmod conference
path sharing and predicate evaluation for high-performance xml filtering,2003,"y diao , m altinel , m franklin , h zhang , p fischer",909,acm trans . database syst .
spire : a progressive content-based spatial image retrieval engine,2000,"c li , l bergman , v castelli , j smith",910,sigmod conference
index-driven similarity search in metric spaces,2003,"g hjaltason , h samet",911,acm trans . database syst .
