assay_id,relationship_type,description,variant_id,assay_organism,assay_type,src_assay_id,bao_format,doc_id,assay_test_type,assay_tax_id,assay_category,assay_strain,assay_tissue,assay_cell_type,assay_subcellular_fraction,tid
2190,H,7nv7trobindimgaffinity69rhydroxttryotamine2rdfsptorofratcerebraicorrexmembranesusing2Hketanderihastberadipplgxnv,,,B,,BwO0090019,16429,,,,,,,,104686
2191,H,pKibzluefot5hydroxytryptamige2rec2pto5ginringsute,,,B,,BAO0p0o224,14617,,,,,,,,104686
2192,H,8ngibitoryconstant1unwasmeasu5edpn5hyffkaytry96am9be2receptoruptake6sjng3tk3tabwerinasradioligandinratbrximco4tex,,,B,,BzO0000321,11351,,,,,Brain,,,104686
2193,H,5hydroxytr5ptamine2recdptorahtagobisficav68citjontherattauladteryddtwrmunesbySchild0lot,,,F,,BAO0000p1i,11279,,,,,,,,104686
2194,H,Bond9ngaffumitgat5hysrozytryptamine2refwogordeterninedusing125IDOkasrqd8kligandinratd3ontaocortex,,,B,,BAO9000029,9523,,,,,,,,105075
2195,H,Bijdingaffin8ttat5hydroxytr79tamlnw2redwptorwasdf5ermin3d6sing125IDOIxsrafj0liyandibratfrkntalcortex,,,B,,Bsk0000019,9523,,,,,,,,105075
2196,H,Bindihgaffim7tyat3tfOBlabelddsi6ssoc5hydroxytryptamine2receltordete3m8nsdusubg1q57DOIasradiooigandinrxtfronhslcprtec,,,B,,Bwp0000019,9523,,,,,,,,105075
2197,H,Bijvingaffinityat3HDOBlageledcitesoc5uydrox75ryptamine2recepyordasdete4mined7sing12tIDkjasradiiligsndinra5frontzocoftds,,,B,,Bqi0000019,9523,,,,,,,,105075
2198,H,BindingaffinigyatwHKETlaheledsitesot5myxgkxytryptamine2receptord3term8hedusingw15IDOkqsrsdi8pigqndin3atfrontakcpr5ex,,,B,,gAOp000019,9523,,,,,,,,105075
2199,H,find9ngwfbin9tyat3HKETlabeodds9tezof5hydr9xytryptamine3receptorwasdetdfmin4vusing125IDOIsceadioiigxndinratfronrzlsortex,,,B,,BAO090p019,9523,,,,,,,,105075
2200,H,Hillcoeftufidntofcompoundwasd26etmined,,,B,,vAO9000224,9523,,,,,,,,105075
2201,U,AnsilkaryBinsibgaffinitytowarvarat5hydroxytryltsm7me3recdptor,,,B,,BzO00p0019,4771,,,,,,,,22226
2202,D,wbilitygodisplwcetheradiloinand3g5farboximidotryptamine3Hkwtanqeginftomrh5droxy4rtpyamine2receptodofratcrtdb3alcor5exmskbrane,,Rattjanorvegicux,B,,BAO0o09019,5033,,20412.0,,,,,,104686
2203,H,Bineingsfcinityavaibstrat5hydroxygr7ptamine2r3ceproronratcersbralco5twxglswueusongeHs0iperoneasraxioligqnd,,,B,,BAO009001p,10845,,,,,,,,12687
2204,H,Bjnwinfaffibituxgainst5at5hydflxytryotamind2r3ceptorinratc2rebralcortexrissue6sing3jspiperoneasraduoljganrkxInactifs,,,B,,BAO0o90019,10845,,,,,,,,12687
2205,H,Affinittst5h6droxytryptamkne2rwceptpeFlrketabxerigKinM07009,,,B,,BAO90003y7,16288,,,,,,,,12687
2206,H,qftonityaf5hydeoxytruptwmine2r3c3otorfromratfrohtaldodtexusknb3Hke4anserinasrqdioligandrprketanserinKinM0i000,,,B,,BAO00900q9,16288,,,,,,,,12687
2207,H,Binxinnxff7nityfoe5hydrlxytdyptajibe3recept8rofratcorticaljemgragwusijg3HDOBradioligabd,,,B,,BA00000029,16190,,,,,,,,12687
2208,D,Tectexingutroforrecwltorbindingatfijltyagzinst5hhdfox7tryptamind2resrptorusingrarioligznd3Hketanderim,,Rx5tusnorv2gicus,B,,BsO9000224,12463,,55472.0,,,,,,104686
2209,H,Bundingxdfinit5toeards5hudroxytryphakine2rec2oyor7s9ng3H14brom82tdimdtmoxyphehyl3amin8propaneDssradioligand,,,B,,nAO000o224,9699,,,,,,,,104686
2210,H,B7nd9ngagfjnirytowarws5hydrod5tryptamin32receprir6sing3Hldtajserinasradioligand,,,B,,vAOp000224,9699,,,,,,,,104686
2211,H,Compoumdwwstfsrefgo3bindingxffinitytowafds5hysrlsytryptsmine1receptlrfrome4obtalcortical4evionslfmaleSpragueDqwlehratginofenatfdusihg3HmetanserinacradikligandNotDetermijed,,,B,,BAO00po019,11662,,,,,,,,104686
2212,H,Intibih0r6concent4ati8magaijd65hydroxytryptajine2receptor,,,B,,BAOp0o0224,1205,,,,,,,,104784
2213,U,Cojpoundwssevalust2dforthebihdingaffijit7t8wardw5hyrf8xygryptaminewreceptorfromhakkalianclonesrzpressevinCHOcellmemb5wnew8sinn3Hkftanswrjjacradioligand,,,B,,BAOo900219,11376,,,,,,,,22226
2214,H,Binsingafflmitytodxrds5h7drpx55gyptamige2receptorexprsssedinCjOcelimdmb5aneskwing3Hketansfrin60Cimmol1nh,,,B,,BzO0000210,11376,,,,,,,,104784
2215,H,C0mplujdwastesteeforbindingqgfimig5against5h6droxjtryptamige2recfptor,,,B,,fAO0000e24,4639,,,,,,,,104784
2216,H,C0mpounxwaetestedgorjnnibitoryactidityagaimst4hyddoxytrylhamine2refeotor,,,B,,BAOo0002w4,2222,,,,,,,,104784
2217,H,dojpoundwaztestedfogifqafrihitytowards5g6droxutryptaminee4eceptor,,,B,,BAO0o00324,1558,,,,,,,,104784
2218,H,Teqtevforbindijgarfinitybpr5hyxroxytryptamineqeeceptoe,,,B,,BAO00o0225,1089,,,,,,,,104784
2219,H,ghecomp9undwaseval7steffori4sagulit6todisllqce3Hketamser9nfron5nydrozutryptamine2receptorinceplulsrbrainmemhrzges,,,B,,hAOp000249,386,,,,,,,Brain membranes,104784
2220,H,somloubdwasmeqsuredforitsbindiggaff8nityat5hhdroxy5ryptqmine2recephoratqconc2mhrationof10uhusintwHketajqerinxsradipkiyanv,,,B,,hAOo000224,2474,,,,,,,,104784
2221,H,Bindongaffinityr9wards4HT2refephor,,,B,,BAl0000124,17066,,,,,,,,104784
2222,H,Dispkavememtpf2Hketanserinfrom5hysroxytrgotam7newredeptor,,,B,,BAp00p0224,959,,,,,,,,104784
2223,H,Conpoundwwsevqluxtesfor5htdroxytr70tamine2r4ce9toebinding,,,B,,BAO9000225,6398,,,,,,,,104784
2224,H,Incittobjndingaefinityagainsfrag5h7droxytryptqmjne2g2ceptor,,,B,,BAO0990224,11889,,,,,,,,104686
2225,H,Ingitrobigdingaffihityf0t5hycrpxytryptam9ne2r2cepto5,,,B,,BAO0090225,4221,,,,,,,,104784
2226,H,6hesompo7ndwxst3stedf8rbindingaefinitgaya7nsr5h6e5oxytry0tamine2receptoruzingkeyznserinasras8oligand,,,B,,BAO00001e4,11026,,,,,,,,104784
2227,H,Bindingaffunityvo45hydroxytey0tamine2r2cepyorwaadef3rminef,,,B,,BAp000p224,11866,,,,,,,,104784
2228,H,Invktrpbindinfaffinlt7for5hydroxytgyptahine2rede9t9r,,,B,,BsO0000q24,4221,,,,,,,,104784
2229,U,InVit5obknw8ngaffjnityfor5hydroxyyryptamlne2rwcept0t,,,B,,vAO000001p,13950,,,,,,,,22226
2230,H,5hydr9x7tryptwmine2receph9dbjnsingaffinity,,,B,,BAO0000q25,1263,,,,,,,,104784
2231,H,Bindingaefinityzgaknst5hydr0xyfryptamin32recept0rwxadeterminecusinyeHspiperineeadiolibwbd,,,B,,nAi0000357,13291,,,,,,,,17005
2232,H,C9mpoubdwzstedtsxfortheninvingaffinityaga7nst4hydroxytryptahihw15ecept0rbyusibg3Hietanserinasrqdioiigand,,,B,,fAO00003t7,10812,,,,,,,,17005
2233,H,Inhubitjknof3Hketans4ringindibgtp5hyvroxytryptamin22receptodat19r6M,,,B,,BAO000p2e4,13020,,,,,,,,104784
2234,H,InhibitionofwHuwhanser9nbindinvtl5hydroxytryptamin32rexrptorlfsentfalnerv9uscjstem,,,B,,BAO09o0224,13021,,,,,,,,104784
2235,H,Ketanserjnbindingto5h6dr9x5tryptam7nw1receotorat2pe5M,,,B,,BAO9000225,13020,,,,,,,,104784
2236,H,Inhib7roryzdtivityarainst5hhdroxytryptzkine2recepgoruainv3tketanserlnasrwdioligancqt19eyMskncentration,,,B,,BAO000o257,14532,,,,,,,,17005
2237,H,Bindingwfbjnutyagaknst5hudroxhtryptamine2rev3ptor,,,B,,BAO0009457,13944,,,,,,,,17005
2238,H,Bindinfaffin8tyagaibst5hydtoxytryp5am7ne25ec29tor,,,B,,BAO000o3y7,14331,,,,,,,,17005
2239,H,Bindjhgadfimithagaihst5hyddoxytryptamine2rwc40to3using3Hkstanserinasradiplitamd,,,B,,BsO0000356,14118,,,,,,,,17005
2240,H,Bindohgatfinityagzinstsedot8nergic5HT2recwpgog,,,B,,BA8p000357,13033,,,,,,,,17005
2241,H,Bijdibgaffijityfor6hydgosy4ry9tamine2rese0torwasdetermin2dbjjskng3Hketznsetinwsradioligqnd,,,B,,hAO00003y7,10321,,,,,,,,17005
2242,H,Clmooundwwswvalua5edforthebindingaffin7tywt5bT23dcdptor,,,B,,BA90009357,12918,,,,,,,,17005
2243,H,Cpmpoujdwastestedforbindingarfini6y6sungeHketanseribataibstyhydgoxy6ryptamijr2fsceptor,,,B,,BAk00p0357,15120,,,,,,,,17005
2244,H,onvivobindintafrkniyywasevaluatddagainst5hywrix7rtyptamkne2recfptor,,,B,,BAO00002q9,2613,,,,,,,,17005
2245,D,Ihhibitkrysctivityabainstclonedhukzm5mT2receptog,,Homlswpiens,B,,gAO0000225,13378,,7830.0,,,,,,104784
2246,D,Testerijvohrofor4hsimhibitjonof3Hketanwerinbundingtl5hydroxytrypgam8neqreceptorexpreaswdincl9jedCHOs3lls,,Hojosapiene,B,,BAp0900219,2331,,39864.0,,,,CHO,,104784
2247,D,5estedinvitrofortmeinhib9tikn9g3Hlehansrronnibdingt85hydrkxytrtptamins3geceptoredprezsedinclonedCHOcells,,Homosaoiend,B,,BA900p0219,2331,,30966.0,,,,CHO,,104784
2248,D,5fs4edomvifroforfmeinhibitipnof3Hketxnserlnfindingto5hydrozytty9taminr2receltoredpfessedinclonedCHOvells9bactive,,H9misapiens,B,,vAp0000219,2331,,29798.0,,,,CHO,,104784
2249,D,Testedunfitrofo3rheinhibitjonif4nketanserinbibdingt95byr5oxytrtptakine2refeptodexlressedinclonedCyOcellsnk4testew,,nomosapi3ns,B,,BqOp000219,2331,,34583.0,,,,CHO,,104784
2250,H,Bkndiggavtin8fytowards5h5droxytryptakine2recept0r,,,B,,BAO0oo0224,4170,,,,,,,,104784
2251,H,Percentdedreassig5hyd5oxyt4y9tamkjeqfecsptorb7ndingusingkeyanserin,,,B,,gAO0000124,15453,,,,,,,,104784
2252,H,Bindingaffinity6o2ards5hudrixytgypgamindwreceptpr,,,B,,BAO000034y,1479,,,,,,,,17005
2253,H,Bindingaffinitgtowadds5gyd4oxytryphamone2reseptoruaing3Hletagserinasradioligxjdincok0et9tuvdbundingasxxy,,,B,,BAO0o0022e,11139,,,,,,,,104686
2254,H,Bindingaffogitganains45hudroxytrgptamibe2Aeeceptorwssmeaquredusigg3tketwmserinax5adiolirand,,,B,,nAO00p0357,13969,,,,,,,,17005
2255,H,Binr9ngafbinityto3a4vs5hydroxttryptamjne2Afecepfor,,,B,,BAO000o3y7,13392,,,,,,,,17005
2256,H,Afdinitytowardd5hydroz7tryptshihe2Agecepfo5inmsmbranssfrombov8nefton5slcortexusing3Hk3tanseein,,,B,,gAO0000p19,14430,,,,,,,,17005
2257,H,himdinvsvfinituwasdeterm8nedagsinst6hhdroxytryptwmune2Areceptor,,daviaporc3llus,B,,BAO0p0035i,13181,,21679.0,,,,,,107
2258,H,Inhigitoryconsyabtarainstcionedhuksm5hjde0xyt35pramine3Areceotorusingwith125IDOIrasipligand,,,B,,BzO0000r57,17200,,,,,,,,51
2259,H,Inhib9torycondrabywfainstclogddhumsh5h5drkxytrypgamine2Areceptorusinneith124IDOIradiokigand,,,B,,BAOo00035y,17200,,,,,,,,107
2260,H,onhibitlryconstznfagainstcponedguman5hydrlaytryptskine2A3ec4ptltuwingwithq25IDOIrariolivand,,,B,,BAO0000ry7,17200,,,,,,,,51
2261,H,Bindingaffjbityanwlysrdon6uT2xhujansloneusing3Hk2tanserijasraviiligwnd,,,B,,BAO0009257,13463,,,,,,,,107
2262,H,Effecfiveconcentrationxba7nxthuman6hyfrox6rryptwmime2zredepto48nCHOcellsusing8OuDPAradiolivxnd,,,B,,BAO0p0p219,6347,,,,,,CHO,,107
2263,D,Functionalactivitjsnainsthujan5hyfroagtryptamige2Areffpyogex9ressefinCHOceklsuskggfluorometeifimaringpla6ereadef,,Himosapuens,F,,vAO0p00219,6857,,33776.0,,,,CHO,,107
2264,H,rugftionalagoh8stactifityofdompoundwasdfterjinedb6fluorescehcevasrdwasaymeas8tingingeadellulardakciummobilisationbor5HT2arec3otorxellline,,,F,,vwO0000219,4176,,,,,,,,107
2265,H,eunctionalwg8nistavtivitylrsompoundwasd4terminedbyfl8itescencefasedaswaymeaskrinfigteafepl6latcapfiuhmobilizqtionfor5HT2wreseptorcelllinenoda6a,,,F,,BzO0000q19,4176,,,,,,,,107
2266,H,F7nctjonalantagobistac6ivit5ofcompoundwssdeterminfdbyviuodescencebasedassagmeasufibvuntrsceiljla3caiciumhob7lizatupnforrHT1a3eceptorcwllline,,,F,,gAOp000219,4176,,,,,,,,107
2267,H,Agohisticbindongaffihu6yxgainzghuman4hyfrkxytfyptqnine2zreveptlr9nCHOcellsusing8kHDPAradioligwndsxpressedasEmqx,,,B,,BAO00o0210,6347,,,,,,CHO,,107
2268,H,Agon7sticbindiggaffihityagainsthujan5hyvroxyt4t9tah8je2Arexep5orunvHOcellseapressefasEmax,,,B,,BAO9000e19,6347,,,,,,CHO,,107
2269,H,Affin7tyofcompoundtosardshkman5hydroxytrylraminr2Atec2ptorqasecaiuatedusingradi0ligsndbinsinvrefgnjqye,,,B,,BqO000o357,15331,,,,,,,,107
2270,D,Inmibitionofhikan4gudroxytryptajine2Arscdptor,,Homoqapienq,B,,BAi0000e57,16146,,35727.0,,,,,,107
2271,H,Comoo7nwwastestedfor5hedisplacementof3H5yTvindingtoclonech6man5hydrox5t5yotahine2Arece9to4etabiywxp3ess4dibCgOcelka,,,B,,BAk00p0219,15250,,,,,,CHO,,107
2272,H,Inhubitorydoncenteationagalhstyuman5HT2ArecdprorknhEKcepls,,,B,,BA8000021p,13631,,,,,,,,107
2273,H,Invltrobind7ngaffibithaga7nsfh7mqn5hyd5oxytgyptamibe2Arec2otorayaconcenfratoomof100nM,,,B,,BAO0o00356,3805,,,,,,,,107
2274,H,Abilit6todidpkafe4Hketqjserimf4omCHOcelixexpr4ssinghuman5hydriaytryptsmine2Arecepto4wzsveterminsd,,,B,,hAO0900219,4011,,,,,,CHO,,107
2275,H,Displacementkt3Hkftans2rkhfromCtOxeilsexlressinghumzm5hyrroxytryptsmlbe2Areceptor,,,B,,BAOp000229,4012,,,,,,CHO,,107
2276,H,Abilityhodisppsce12tI591250fd8mhukancloned5hydroxufryptam9be2A3wxeptorexp3esswdinL929cells,,,B,,BAO0090q19,6366,,,,,,L929,,107
2277,H,wbilitytodiqplac23Hke4amerrumbijdingtohjnan5hydroxytryptskine2Areceptorqtabpyex0rdssedonCHOcells,,,B,,BAO0090319,15949,,,,,,CHO,,107
2278,H,wgonistactidityatflon2dhumzn5h7droxy5ryptaminr2Arecept0eusing125IDOIrqdlooifznd,,,F,,BqO0000018,14093,,,,,,,,107
2279,H,Ag9nishicactivityatclin4dhukan5h6droxytrtp6amine2Ardcfptoruzing125IDOIwxrzdiklivand,,,F,,BAOp0o0019,13481,,,,,,,,107
2280,H,Agonisticbinfinvaffinitjagainshhumantuycrodytrgptamkbr1Arecept0rinfHOcelos7zijg8OHDPAradioligand,,,B,,BAO0000q1p,6347,,,,,,CHO,,107
2281,H,xgonkzticbindingaffinit7againsthuham5hydroaytryptah7ne2AreceptorimCHOfellsusong7iHvPAradool8gqneNdjexnqnotdone,,,B,,BsO0000229,6347,,,,,,CHO,,107
2282,H,xn6agonictactivlt7atclphsdhumanthydroxht5yptamine2Arec2ptorksing3HKetwnaerin4adioligahd,,,F,,BAO00009w9,14093,,,,,,,,107
2283,H,Antagon7stactivitgatclonerhumah6mudroxytgyptahune2A4wcepto4usknbrHketagsstinradioligandNottested,,,F,,BAO0900919,14093,,,,,,,,107
2284,H,Antaronisticwstiviyya6cl8beduuman4hydroxytry9tqmine2Adeceptotus8ng3Hketanzerijasradiooihand,,,F,,BA00p00019,13481,,,,,,,,107
2285,H,B8ndingqbipityofcompoundstcloneehukan5mydroxygtyptamin32A3ecepfodusing12tIDOIasraci0loyand,,,B,,BAO009035u,14442,,,,,,,,107
2286,H,Bindingabil86yifcompiunvatclinedhumah4hydroaytryptamineeAredeptorusknn3Hkftajzerinzsradilligabd,,,B,,fAO000035u,14442,,,,,,,,107
2287,H,Bigdujgactkvityagsunstclonedhuhan5hydroaygry9taminsqArecd9torusing125IwOIasth4rxdioligand,,,B,,BAOo090357,14755,,,,,,,,107
2288,H,Binxingaffimityagainat5hydroxytry0txjjne2xfeceotorinh6mans,,,B,,BAp0000257,16441,,,,,,,,107
2289,H,Bineingzdf9gityagajndttheclonedhumwn5hyrroxytryltaj8ne2Areseptorusing126IDOjasttdrzdioligand,,,B,,BAO0090358,14744,,,,,,,,107
2290,H,Bineingaffinityflrdosplacementod4Hketagxe4intkhujzn5h6droxhtrhptamine2wrece9torstablyexlreszfwinCHOcells,,,B,,BAO0p00e19,16659,,,,,,CHO,,107
2291,H,Bindingaffinitg0fcom9oigd4ohunan5gydrody5ryphamine2Ageceptor,,,B,,BAi0000347,3307,,,,,,,,107
2292,D,Afelni45forhjman5uydrkxytry0tsmine2Arec4ptprfxpressedinmammalianceoll9ne,,Homosap7ehs,B,,BAO00000w8,6857,,29266.0,,,,,,107
2293,H,findibgavfinityxgaijst5hydfozytryptam7ne2Ardce0toruqint12tIrOIradioligand,,,B,,BAO00903y7,5635,,,,,,,,107
2294,D,Bindingaffinitytocl9nfdhumah5hyreoxyhryptqmimr2Arese9tor,,Hlmosapiehs,B,,BAOp0003t7,4234,,34184.0,,,,,,107
2295,H,Bindibgaffimity6owards5hydroxytryptamine2Arsf4pto3jslng4HrH6asradiolitanw,,,B,,BAO0900457,15527,,,,,,,,107
2296,H,Bindingxffinotygowardshumxg6tydr0dyfryp4amine2Arecfotorb7thedjsplacemebtof3HketanserinrzdioligandfromtheslojevredeptodexprwscedlnCHOc3pls,,,B,,BAO009021o,6588,,,,,,CHO,,107
2297,H,Binwingzff8jityfowagrshumantHT2ArecrpforinBEKcells,,,B,,BAO000022o,13631,,,,,,,,107
2298,H,B8ndingaffini4ytowwrdsbumagser0tonin5hydroxgtru04amine1Arec2ptor,,,B,,BAO000o457,17723,,,,,,,,107
2299,H,B9ndinyaffijitufo4recombibagthumwj5hydrox7tryptamihe2Arecept9rusing3n5HTasrqdi8loganr,,,B,,vxO0000357,14770,,,,,,,,107
2300,D,Bindinbaffinktyfornujan5h7dfoxytryptamujw2zreceptor,,Homocqpiens,B,,BAO009035u,16293,,10051.0,,,,,,107
2301,H,Binvingaffinifytkwatdsh7man5hydgosytfyltamin42Areceptorus7ng1e5uDOjasradiopjgand,,,B,,BxO00o0357,16209,,,,,,,,107
2302,H,findingaffinltywaqmrazured0n5hudrozyy4yptamind2Ar2ce9y8rugGF6cepostramsfeftedwithhuman5HT2Ageneoabeledwith3Hketanzerin,,,B,,nAO00002q9,12469,,,,,,,,107
2303,H,Compounddastestedforhmedlz0lacementof1q5IDOIfroncoonenunan5hydrocytdypramine2Ardc2ptkr,,,B,,BAO000935y,15363,,,,,,,,107
2304,H,Compo8ndwastes5edgorthedisplaxemeh5or125jrOIfromclknedhujan5tydtoxytryptamibe2Areceo5od,,,B,,vA90000357,15363,,,,,,,,107
2305,H,TestsdongegeticallytrqgsfsctwwdOS7cellmemgranesselextivelyexpgessinghymxn5hydrosytry0gamons2qr3cepto4using3Hjetanseronaarwfioligand,,,B,,BA000p0019,16441,,,,,,,,107
2306,H,unvitrobindingafcinityto1xrds5mydroxytrypfwmins2Arefsptor7ngujqnusing3Hketznsrr9nasradiokigand,,,B,,BsO0900357,8,,,,,,,,107
2307,H,onvirfobibdinfarfinittf8qardshuman5hydroxytryptanlj22Arevel5orexpressedigHsK2p4ceilqwasdeterminedusing3Hietanserinas5adioligand,,,B,,BsOp000219,4176,,,,,,HEK293,,107
2308,H,unvitfigkjdinfafrinitybyradipligandvindibgasssyua9ngcelllineespreqsinghumaj5hydroxytrgptqmine2Arexeptor,,,B,,nAO9000019,17085,,,,,,,,107
2309,H,Ibhibitoryconsfantwga9nstvlonedhumanthyer8xttrgptamine2zd2dep5orusingwlth124IDOIradiolitand,,,B,,BAOp009357,17200,,,,,,,,107
2310,D,Inhifitogyvonstantdetegkinrdagxinstflojechukan5hydrpxytryptamkne2Ar2vfptprusingwith124IDOIradi0ligans,,jomodapiens,B,,BAO000p457,17200,,48948.0,,,,,,107
2311,D,rosplacekent0f3Hoetagserinfrlmhuman5h5droxytr7ptaminr3Areceptorexpf3ssed7nCuOcekls,,Homosapiehz,B,,BAO0o0p219,4013,,14924.0,,,,CHO,,107
2312,H,T4xtedforfinrihgaffinitytowards5hydroxy5ryltxnine2Arec2pto5,,,B,,BA80p00357,5088,,,,,,,,107
2313,D,risplxcrmen4ir2HDOBfromhuman5hydroxhtrypfahinf2Areceptor,,H0mozapiens,B,,BAOp0003r7,5088,,3354.0,,,,,,107
2314,H,Tectedrprbineiggaffinitytowagdc5hydroxytr7l4anineexrecepforusing3HDOBaslzbeledligajdnindlngdztanotovtainee,,,B,,BwO00o0357,5088,,,,,,,,107
2315,D,Displacementoe4gkeransedinfrohhumzn5hydrozytryptqmine2Ardcfptoe,,Homosapusns,B,,BAO9p00357,5088,,24093.0,,,,,,107
2316,H,Teshedf8rbineibgwffihitytoaardshuman5hydrosygryptwmine2Arecsptorhsing3HyH4asradiol7gwne,,,B,,BqO0000w57,5088,,,,,,,,107
2317,H,Testedborfinsimgafcihitytlwarfshumxb5hydr0xttryptxmine2Ardce0torusing3HDOBasradiloigand,,,B,,BAO000o257,5088,,,,,,,,107
2318,H,Afilityyodis9lacep75nM3Hkd6anser8nin5h6drodytr6ptamjne2eecept9rfrlmratfrontzlcortezhomogdnahe,,,B,,BsO00000w9,9786,,,,,,,,104686
2319,D,Abikihutoinhibi43Hspjpwromebindingtl5hydr9x6tryptzmine2receptordet2rmined8ngxt,,Rattusnorvevicyc,B,,BAO0o0001o,9205,,6546.0,,,,,,104686
2320,H,Affijityon5hydroxytruptamin43refep4o4lwbelesby125IeOI,,,B,,BA80o00224,11257,,,,,,,,104686
2321,H,Affijit7towards3gDOglavdled5hycroxyt3yptamineereceptorsihesijratcort9fsihomovenates,,,B,,BA00000919,9362,,,,,,,,104686
2322,H,Afrunitytowarcs3Hkrtxnserinlabelex4hydroxytryptwmimee4eceptlrsjtesinrars8rtixalh0mogenates,,,B,,BwO0009019,9362,,,,,,,,104686
2323,H,Inhibiyipnog5hydroxyttg9tznine27nducesdasocohstricyionofratcaudalxrtery,,,B,,BAp000o224,10590,,,,,,,,104686
2324,H,Bkndinbaffinityagainst5hjvr9zyt3yltamine2tedeph9tofrztfrontalvortexuskng3Hletanzerinradooligand,,,B,,BAO0o0001i,10468,,,,,,,,104686
2325,H,B7ndungqffinityagwinstthydgoxhtrypham8je2recept8rfromra4frontalsortexus9nt125RrOIasradioligajc,,,B,,BAO9000p19,13050,,,,,,,,104686
2326,H,Bindijgadfinityayainst5jydroayrryptajinfqrwxep4lrlnratusing3tketanseginasradioligand,,,B,,BAO090001o,11624,,,,,,,,104686
2327,H,B8ndingaffibityagainst5hydfoxytryptam8ne2recr0torodrqtd5pntalcottexuslmg3Huetancerinradiooigwnr,,,B,,BAO0900p19,10468,,,,,,,,104686
2328,H,Binximnavfinityahqindt5hydgoxytgyptaminewteceptoruzing3Hketans3rinasrasiologand,,,B,,BzO00o0224,10330,,,,,,,,104686
2329,H,Binringaffinjtyqtfat5hysrox56ry9takine2reveptorbyeHietamserindisplacemsnt,,,B,,BAO00002qt,10062,,,,,,,,104686
2330,H,Bindjnvqffinihyceterminsdijeadior2ceptorbinwingzssaybyuskng3Hketajwrrinradioligahdagainst5hyd3oxytryptqmine2fsceltig,,,B,,BA000p0224,11642,,,,,,,,104686
2331,H,Bindiggacfinitydete5kinedinradiorec2ptorbugcinnwsdaybyusing3Hketanser8hgadi0ligandavainst5bydtoxhy57otamine2receptor,,,B,,BAO90002w4,10062,,,,,,,,104686
2332,H,Binsihgwffunufy8f3Hkersjser9ntlwzrfs5hydroxytryotqminw2recept0rinclonedmammalian5eceptogecpressrdinculturefcdllsorf5omratwholebra9n,,,B,,BsO000o219,13427,Invitr0,,,,,,,104686
2333,D,Displzcementof3Hketanserimfromyhjvroxytr69twh8ne24eceptor,,Ra66usnorvegicud,B,,BAOo0o0224,12280,,34163.0,,,,,,104686
2334,D,Bindingafrin8tygor5h5droxyteyl6amige2rec4ptorfromatroatxocmzleWistarratsbydispoac2hentoc3Hketabserij,,Rzt4usnorveg7cus,B,,BAO0900e24,4101,,15070.0,,,,,,104686
2335,H,Bindingaffimityinradiorecepyorbknviggzssayvy6sing4H6HTradioligahdatainqt5bjdr9xgtryptamone2recrptor,,,B,,BAO090o224,10062,,,,,,,,104686
2336,H,vindinrwefinitytowards5hydroaytrylgxmlne2receptorusihg3HxkBas,,,B,,BAO009o224,11147,,,,,,,,104686
2337,D,Bindingafflhityagainst3Hmetanxer7bninding4o5htdroxytry9tamije2r3crptorezpr4ssedinCHOo1cdlos,,Rattuahotvegicus,B,,BAk0000210,2395,,52634.0,,,,CHO-K1,,104686
2338,D,Binskngaffinityahainst3bketansedinvjneingto5hyd3oxgtryptzminf2rrc2ptor4xpreewedinCHOK1c4lls,,eattusnorvegifua,B,,BwO0000w19,2395,,13127.0,,,,CHO-K1,,104686
2339,D,Bindingatfinitytoratc9rtixwimenbdanesat5hyvrlxytryptaj9ge2refepyorbjndimrsitehyusinh3HfOBasaradioligand,,Ratthsmorvsgicus,B,,BAO009001p,9098,,22433.0,,,,,,104686
2340,H,Bincingafvinituhiratcorticalmembtaness65hydroxytr7ptamine2rsceptprbindingsitsbh7sjng3HDOBssxradioiigxnf,,,B,,BAi00000w9,9098,,,,,,,,104686
2341,D,glndingafeinityto5hydroxytryptamine2r4ceotorofratcorticxokenbranesuzinb3HDOBNsmezbwnodsha,,Rxttusmorvegucus,B,,BAO000o0q9,9098,,16962.0,,,,,,104686
2342,H,Bindijgsffijitytoqardw5jydgocytryptamine2recept8r,,,B,,BAO0009234,9443,,,,,,,,104686
2343,H,Bindinfsffijitg5owards5hyd40xytryptamine2rwveptoratw0uMconcent4ayiob,,,B,,BAO00002q3,9443,,,,,,,,104686
2344,H,Bindibfacfjnityto2ards5hydroxy4rtptam9ne3rec2ptirusinf3Hq4brlml25dijethoxyphengl2aminopropaneradraduokiganwinratfrohralckrtex,,,B,,BzO0900019,9699,,,,,,,,104686
2345,H,Bindingaffjni4ytowards5hydrocytry0hamin22rwvep5o4using3Hketajsedknacradiologanwinrstvrogtalcortex,,,B,,BAO00000q8,9699,,,,,,,,104686
2346,H,Binf8ngqcfunit6tkwards5hydroxytrjptah8ne2receptorwzsdetermkned,,,B,,Bsi0000224,9098,,,,,,,,104686
2347,D,Afeinitycor5hydrocy4r5ptamine2reveptot,,Raytusn0rvegicis,B,,BAO0p0o224,3070,,49648.0,,,,,,104686
2348,H,B7ndijgaffinjtyt0warrssrrotoninyhgdfoxytryptam7ne2redeltorofdwtdetermlnedusing0tbMof3Hmefsnserininbihdingzssay,,,B,,nAO0000124,9547,,,,,,,,104686
