assay_id,assay_tissue,doc_id,cell_id,assay_type,assay_strain,description,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_cell_type,assay_subcellular_fraction,tid
4220,,12118,702.0,B,,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determined at 10e-4 M,,,,,RBL-1,,12166
4221,,12118,702.0,B,,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determinedb at 100 uM,,,,,RBL-1,,12166
4222,,9225,702.0,B,,In vitro inhibition of RBL-1 5-lipoxygenase at 20 uM,,,,,RBL-1,,12166
4223,,9401,,B,,In vitro inhibitory activity against 5-Lipoxygenase from rat basophilic leukemia cells at 30 uM concentration,,,,,,,12166
4224,,137,,B,,In vitro inhibitory activity against 5-lipoxygenase was determined at 16 uM,,,,,,,12166
4225,,137,,B,,In vitro inhibitory activity against 5-lipoxygenase was determined at 16 uM,,,,,,,12166
4226,,4717,702.0,B,,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 10 uM concentration,,,,,RBL-1,,12166
4227,,3595,702.0,B,,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1) at 10 uM,,,,,RBL-1,,12166
4228,,10501,702.0,B,,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at 40 uM concentration,,,,,RBL-1,,12166
4229,,10501,702.0,B,,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at a concentration 40 uM,,,,,RBL-1,,12166
4230,,10501,702.0,B,,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at a concentration 40 uM.,,,,,RBL-1,,12166
4231,,12526,702.0,B,,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,,,,,RBL-1,,12166
4232,,14799,702.0,B,,Inhibition of 5-lipoxygenase of rat basophilic leukemia cells at 30 uM,,,Rattus norvegicus,10116.0,RBL-1,,12166
4233,,14799,,B,,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells at 30 uM concentration; NT=Not tested,,,,,,,12166
4234,,3595,702.0,B,,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1) at 10 uM,,,,,RBL-1,,12166
4235,,3595,702.0,B,,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1)at 10 uM,,,,,RBL-1,,12166
4236,,12526,702.0,B,,Inhibitory activity at 10 uM against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,,,,,RBL-1,,12166
4237,,12526,702.0,B,,Inhibitory activity at 1 uM against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,,,,,RBL-1,,12166
4238,,10193,,B,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 1 uM,,,,,,,12166
4239,,10193,,B,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 10 uM,,,,,,,12166
4240,,10193,,B,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 1 uM,,,,,,,12166
4241,,10193,,B,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 3 uM,,,,,,,12166
4242,,9138,,B,,Percent inhibition of rat neutrophil 5-lipoxygenase (5-LO),,,,,,,12166
4243,,9138,,B,,Percent inhibition of rat neutrophil 5- Lipoxygenase (5-LO) at 100 uM,,,,,,,12166
4244,,11966,,B,,Tested in vitro for the inhibition of 5-lipoxygenase in cell-free preparations from rat PMN leukocytes,,,,,,,12166
4245,,165,702.0,B,,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 100 uM,,,,,RBL-1,,12166
4246,,165,702.0,B,,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 30 uM,,,,,RBL-1,,12166
4247,,11311,663.0,B,,The compound was tested for inhibition of 5-lipoxygenase in rat RBL-2H3 cells,,,,,RBL-2H3,,12166
4248,,11311,663.0,B,,The compound was tested for inhibition of 5-lipoxygenase translocation in SAR in rat RBL-2H3 cells,,,,,RBL-2H3,,12166
4249,,11311,663.0,F,,The compound was tested for inhibition of 5-lipoxygenase translocation in SAR in rat RBL-2H3 cells,,,,,RBL-2H3,,12166
4250,,11311,,F,,The compound was tested for inhibition of LTB4 synthesis on isolated 5-lipoxygenase,,,,,,,12166
4251,,11311,,B,,The compound was tested for inhibition of isolated 5-lipoxygenase,,,,,,,12166
4252,,11311,663.0,F,,The compound was tested for inhibition of isolated 5-lipoxygenase translocation into rat RBL-2H3 cells,,,,,RBL-2H3,,12166
4253,,11087,,B,,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells at a concentration of 30 uM,,,,,,,12166
4254,,11087,,B,,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells at a concentration of 32 uM,,,,,,,12166
4255,,11087,,B,,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells measured at a concentration of 30 uM,,,,,,,12166
4256,,11087,,B,,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells; NS indicates nonsignificant inhibition at 32 uM concentration,,,,,,,12166
4257,,11087,,B,,The compound was tested for the in vitro inhibition of 5-lipoxygenase from the 20000 g supernatant of RBI-1 cells; NS indicates nonsignificant inhibition at 32 uM concentration,,,,,,,12166
4258,,496,702.0,B,,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells at 1.0 uM,,,,,RBL-1,,12166
4259,,496,702.0,B,,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells at 10 uM,,,,,RBL-1,,12166
4260,,13986,702.0,F,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.1 uM,,,,,RBL-1,,12166
4261,,13986,702.0,F,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.195 uM,,,,,RBL-1,,12166
4262,,13986,702.0,F,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.2 at uM,,,,,RBL-1,,12166
4263,,13986,702.0,F,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.25 uM,,,,,RBL-1,,12166
4264,,13986,702.0,F,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.39,,,,,RBL-1,,12166
4265,,13986,702.0,F,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.39 uM,,,,,RBL-1,,12166
4266,,13986,702.0,F,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by measuring 5-HETE production at 0.195 uM,,,,,RBL-1,,12166
4267,,13986,702.0,F,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by measuring 5-HETE production at 0.2 uM,,,,,RBL-1,,12166
4268,,13986,702.0,F,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by measuring 5-HETE production at 0.39 uM,,,,,RBL-1,,12166
4269,,13986,,F,,Inhibition of 5-lipoxygenase on rat basophil leukemia cell (RBL-2H3) lysate as 5-HETE production at 32 uM,,,Rattus norvegicus,10116.0,,,12166
4270,,10193,,B,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase,,,,,,,12166
4271,,9295,,B,,Compound was tested for the percent of inhibition against 5-LO at 10 uM,,,,,,,12166
4272,,4717,702.0,B,,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 1 uM concentration,,,,,RBL-1,,12166
4273,,4717,702.0,B,,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 10 uM concentration,,,,,RBL-1,,12166
4274,,11854,702.0,B,,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line,,,,,RBL-1,,12166
4275,,11854,702.0,B,,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line at 10 uM,,,,,RBL-1,,12166
4276,,11854,702.0,B,,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line at 16 uM,,,,,RBL-1,,12166
4277,,10193,,B,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 10 uM,,,,,,,12166
4278,,9295,702.0,B,,Percent inhibition against RBL-1 5-LO in vitro at 10 uM,,,,,RBL-1,,12166
4279,,9295,702.0,B,,Percent inhibition against RBL-1 5-LO in vitro at 100 uM,,,,,RBL-1,,12166
4280,,9295,702.0,B,,Percent inhibition against RBL-1 5-LO in vitro at 30 uM,,,,,RBL-1,,12166
4281,,9295,702.0,B,,Percent inhibition against RBL-1 5-LO in vitro at 300 uM,,,,,RBL-1,,12166
4282,,165,702.0,B,,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 20 uM,,,,,RBL-1,,12166
4283,,11311,,B,,The compound was tested for inhibition against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] at 10 uM concentration,,,,,,,12166
4284,,10489,702.0,B,,In vitro inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells(RBL-1),,,Homo sapiens,9606.0,RBL-1,,12166
4285,,10489,702.0,B,,In vitro inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells(RBL-1),,,Rattus norvegicus,10116.0,RBL-1,,12166
4286,,10489,702.0,B,,Logarithmic value of inhibitory concentration against 5-lipoxygenase in rat basophilic leukemia cells (RBL-1),,,Rattus norvegicus,10116.0,RBL-1,,12166
4287,,14799,,B,,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells,,,Rattus norvegicus,10116.0,,,12166
4288,,9295,,B,,Compound was tested for the percent of inhibition against soybean 15-LO (at 100 uM),,,Glycine max,3847.0,,,12054
4289,,16811,,B,,"Inhibitory activity against 5-lipoxygenase, by using soybean lipoxygenase spectrophotometric assay",,,,,,,22226
4290,,168,,B,,In vitro inhibition of 5-Lipoxygenase; Inactive.,,,,,,,55
4291,,6309,,B,,Inhibitory concentration against 5-lipoxygenase was determined; No inhibition,,,,,,,55
4292,,6309,,B,,Inhibitory concentration against 5-lipoxygenase; No inhibition,,,,,,,55
4293,,3092,702.0,B,,Evaluated for inhibitory activity against RBL-1 cell 5-lipoxygenase in guinea pig,,,,,RBL-1,,55
4294,,168,,B,,Inhibitory activity against 5-lipoxygenase.,,,,,,,55
4295,,168,,B,,Inhibitory Activity against 5-Lipoxygenase was determined; IA=Inactive,,,,,,,55
4296,,168,,B,,Inhibitory Activity against 5-Lipoxygenase was determined; IA=Inactive at concentrations less than 32 uM,,,,,,,55
4297,,168,,B,,Inhibitory Activity against 5-Lipoxygenase was determined; NA=No significant inhibitory activity up to 300 uM,,,,,,,55
4298,,12338,,F,,Inhibitory concentration against arachidonic acid 5-lipoxygenation,,,,,,,55
4299,,4501,,B,,Tested for the inhibitory activity against 5-lipoxygenase,,,,,,,55
4300,,1132,,B,,Compound was tested for its inhibitory activity against 5-lipoxygenase,,,,,,,55
4301,,2117,,B,,Compound was tested for inhibition of 5-lipoxygenase at 50 uM; NI means no inhibition was observed,,,,,,,55
4302,,168,,B,,Inhibitory Activity against 5-Lipoxygenase at 30 uM was determined; Weakly active,,,,,,,55
4303,,168,,B,,Inhibitory Activity against 5-Lipoxygenase at concentration 32 uM was determined,,,,,,,55
4304,,13575,702.0,B,,Concentration required to inhibit RBL-1 supernatant 5-lipoxygenase,,,,,RBL-1,,12166
4305,,11089,,B,,,,,,,,,12166
4306,,216,,B,,Compound was tested for its binding activity towards 5-lipoxygenase activating protein (FLAP),,,,,,,10102
4307,,13165,,B,,Inhibition of 5-lipoxygenase activating protein using human leukocyte membrane preparations,,,,,,,10102
4308,,3278,,B,,Measuring the affinity of leukotriene synthesis inhibitor for 5-Lipoxygenase activating protein (FLAP) by using [125I]L-691831 as radioligand.,,,,,,,10102
4309,,3278,,B,,Measuring the affinity of leukotriene synthesis inhibitor for 5-lipoxygenase activating protein by using [125I]L-691831 as radioligand.,,,,,,,10102
4310,,11966,,B,,Tested for inhibition of leukotriene biosynthesis by binding to 5-lipoxygenase activating protein,,,,,,,10102
4311,,175,,B,,"The compound was tested for the inhibition of binding of [125I]- L- 691,831 binding to 5-lipoxygenase activating protein",,,,,,,10102
4312,,175,,B,,"The compound was tested for the inhibition of binding of [125I]- L- 691,831 binding to 5-lipoxygenase activating protein (FLAP)",,,,,,,10102
4313,,13449,,B,,Binding affinity of compound for 5-lipoxygenase activating protein protein by FLAP binding assay,,,,,,,10102
4314,,12014,,B,,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane,,,,,,,11238
4315,,12014,,B,,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane (R metabolically resistant),,,,,,,11238
4316,,12014,,B,,Tested for inhibition of 5-phosphatase isolated from human erythrocyte membrane (S substrate),,,,,,,11238
4317,,99,,B,,Inhibition of protein biosynthesis at the level of the peptidyl transferase center of the 50 s ribosomal subunit,,,,,,,100284
4318,,4349,,F,,The dark toxicity against 543 human galactophore carcinoma cells,,,Homo sapiens,9606.0,,,22226
4319,,4071,390.0,F,,Tested in vitro for cytotoxicity against 56 human tumor cell lines,,,Homo sapiens,9606.0,Panel (56 tumour cell lines),,80623
4320,,17589,345.0,F,,Cytotoxic activity against human 5637 cell line at 20 uM expressed as percent growth value,,,Homo sapiens,9606.0,5637,,80008
4321,,15002,345.0,F,,Antitumor activity was evaluated against human bladder carcinoma cell line 5637.,,,Homo sapiens,9606.0,5637,,80008
4322,,13958,345.0,F,,"Compound was tested for antiproliferative activity against 5637, human bladder carcinoma cell line",,,Homo sapiens,9606.0,5637,,80008
4323,,17589,345.0,F,,Growth inhibition against human 5637 cell lines,,,Homo sapiens,9606.0,5637,,80008
4324,,16748,345.0,F,,Antitumor activity against human bladder carcinoma 5637 cells.,,,Homo sapiens,9606.0,5637,,80008
4325,,16747,345.0,F,,Antitumor activity against human bladder carcinoma 5637 cells,,,Homo sapiens,9606.0,5637,,80008
4326,,16747,345.0,F,,Antitumor activity against human bladder carcinoma 5637 cells,,,Homo sapiens,9606.0,5637,,80008
4327,,15285,,B,,In vitro inhibition of bovine trypsin(Trp).,,,Bos taurus,9913.0,,,10443
4328,,3726,407.0,B,,Transcriptional activation in CV-1 cells expressing retinoic acid gamma receptor,,,Cercopithecidae,9527.0,CV-1,,240
4329,,5033,,B,,Ability to displace the radioligand [125I](-)-iodocyanopindolol from rat striatal 5-HT1B receptor,,,,,,,10577
4330,,11756,,F,,In vitro antagonism of the 5-HT-3 receptor determined by inhibition of 5-HT-induced depolarization of the isolated rat vagus nerve.,,,,,,,104698
4331,,11953,,F,,Concentration required to inhibit pressor response to serotonin after 15 min i.v. administration of compound mediated via activation of vascular 5-HT2 receptors in rat,In vivo,,,,,,22226
4332,,5033,,B,,Ability to displace the radioligand [3H]GR-113808 from guinea pig striatum 5-HT4 receptor,,,Cavia porcellus,10141.0,,,20033
4333,,11347,,A,,Inhibition of progesterone 6-beta-hydroxylase in rat hepatic microsomes,,,Rattus norvegicus,10116.0,,Microsomes,17045
4334,,11347,,A,,Inhibition of progesterone 6-beta-hydroxylase in rat hepatic microsomes,,,Rattus norvegicus,10116.0,,Microsomes,17045
4335,,1229,,F,,In vitro anticancer activity against 6 NCI ovarian cancer cell lines; inactive,,,,,,,22226
4336,,1229,,F,,In vitro anticancer activity against 6 NCI ovarian cancer cell lines; inactive,,,,,,,22226
4337,,17588,,B,,Inhibition constant against 6-phosphogluconate dehydrogenase of Trypanosoma brucei expressed in Escherichia coli,,,Trypanosoma brucei,5691.0,,,11938
4338,,17588,,B,,Inhibition constant against 6-phosphogluconate dehydrogenase of Trypanosoma brucei expressed in Escherichia coli; NI denotes no inhibition,,,Trypanosoma brucei,5691.0,,,11938
4339,,17588,,B,,Inhibition constant against 6-phosphogluconate dehydrogenase of sheep liver,,,Ovis aries,9940.0,,,11938
4340,,17588,,B,,Inhibition constant against 6-phosphogluconate dehydrogenase of sheep liver; NI denotes no inhibition,,,Ovis aries,9940.0,,,11938
4341,,16485,,B,,log Kd which is the binding affinity against 6-phosphogluconate dehydrogenase,,,,,,,11938
4342,,4337,,F,,Average inhibitory concentration against 60 human cell lines was reported,,,Homo sapiens,9606.0,,,22226
4343,,4112,,F,,Inhibition of proliferation in NCI panel of 60 human tumor cell lines,,,Homo sapiens,9606.0,,,22226
4344,,16160,542.0,F,,Cancer specificity was measured from the +/- value under average log LC50 60-cell line,,,Homo sapiens,9606.0,Panel NCI-60 (60 carcinoma cell lines),,80315
4345,,16160,542.0,F,,Cancer specificity was measured from the +/- value under average log LC50 60-cell line. ,,,Homo sapiens,9606.0,Panel NCI-60 (60 carcinoma cell lines),,80315
4346,,17376,542.0,F,,In vitro mean growth inhibitory activity against 60-cell panel,,,,,Panel NCI-60 (60 carcinoma cell lines),,80315
4347,,17376,542.0,F,,In vitro mean growth lethal concentration against 60-cell panel,,,,,Panel NCI-60 (60 carcinoma cell lines),,80315
4348,,17376,542.0,F,,In vitro mean growth lethal concentration in colon subpanel against 60-cell panel,,,,,Panel NCI-60 (60 carcinoma cell lines),,80315
4349,,17376,542.0,F,,In vitro mean growth lethal concentration in renal subpanel against 60-cell panel,,,,,Panel NCI-60 (60 carcinoma cell lines),,80315
4350,,3241,,F,,Inhibition of CK-II-mediated 60S acidic ribosomal P protein activity at 10 uM,,,,,,,104775
4351,,3241,,F,,Inhibition of CK-II-mediated 60S acidic ribosomal P protein activity at 10 uM,,,,,,,104775
4352,,3725,,B,,Transcriptional activation in CV-1 expressing retinoid X receptor RXR alpha,,,,,,,275
4353,,10805,,F,,Inhibitory activity against Plasmodium falciparum 68 neutral proteinase,,,Plasmodium falciparum,5833.0,,,50425
4354,,10805,,F,,In vitro inhibition of Plasmodium falciparum 68 neutral proteinase activity by reinvasion of red blood cells,,,Plasmodium falciparum,5833.0,,,50425
