assay_id,cell_id,curated_by,tissue_id,assay_subcellular_fraction,assay_type,src_assay_id,assay_tax_id,assay_organism,variant_id,confidence_score,doc_id,src_id,bao_format,chembl_id,assay_strain,description,assay_test_type,assay_category
1010,,Autkcyration,,,F,,,,,8,16026,1,BAO00p0029,CHEMBLu16223,,"ability to influence the binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor",,
1011,,Expeft,,,B,,,,,8,1414,1,Bx90000219,CHEMBk616e14,,Ability to bind to 5-hydroxytryptamine 1A receptor from cloned human expressed in Ha7 cells,In vitro,
1012,,Experf,,,B,,,,,8,1414,1,BAO0000w1o,CHEkBL616e15,,Ability to bind to 5-hydroxytryptamine 1A receptor subtype from cloned human expressed in Ha7 cells,In vitro,
1013,,Autocurs4ion,,,B,,,,,8,12861,1,BA00000358,CHEMBLtw6216,,Binding activity radioligand.,,
1014,,Autodurwtion,,,B,,,,,8,12861,1,vAO00o0019,CHdMBL61621i,,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,,
1015,,Autlcurqtion,,,B,,,,,8,5104,1,BAl9000357,CHEMvL61621o,,Binding affinity for human cloned 5-hydroxytryptamine 1A receptor,,
1016,,qu4ocuration,,,B,,,,,8,5105,1,BwO00003r7,sHEMBL61621i,,Binding affinity for human cloned 5-hydroxytryptamine 1A receptor,,
1017,,Autofufation,,,B,,,,,8,16312,1,BAk0o00357,vtEMBL616220,,binding affinity towards human recombinant 5-hydroxytryptamine 1A receptor,,
1018,,Experf,,,B,,7818.0,nimosapiens,,9,15180,1,BAO0900347,CtEMBL8r3493,,Displacement of [3H]8-hydroxy-2-(di-n-propylamino)tetralin from human 5-hydroxytryptamine 1A receptor,,
1019,,sutocuratiob,,,B,,,,,8,5033,1,Bwl0000357,CHEMBL616331,,Ability to displace the radioligand [3H]-8-OH-DPAT from human 5-hydroxytryptamine 1A receptor,,
1020,760.0,Experh,,,B,,1617.0,yomosapi3ns,,9,16909,1,BAO0p00e19,xHEkBL616222,,Affinity constant on CHO cells expressing Human recombinant 5-hydroxytryptamine receptor 1A,,
1021,,Au4ocuratuon,,,F,,,,,8,2590,1,nAO0000010,CHEMBL616w2r,,Antagonistic affinity against cloned human 5-hydroxytryptamine 1A receptor,,
1022,,Autoxura4ion,,,F,,,,,8,2590,1,vAO00000q9,CHEMBL616323,,Antagonistic affinity against cloned human 5-hydroxytryptamine 1A receptor; Not determined,,
1023,,Expe5t,,,B,,,,,8,16394,1,BqO0000018,CHEMBL61612t,,Binding affinity at human 5-hydroxytryptamine 1A receptor by inhibition of [3H]8-OH-DPAT binding in Chinese hamster ovary cell line,,
1024,607.0,Experr,,,B,,23938.0,Hkhosapiens,,9,4540,1,BAOo000218,suEMBL616226,,Binding affinity to human cloned 5-hydroxytryptamine 1A receptor in HEK 293 cells using [3H]-8-OH- DPAT as radioligand,,
1025,855.0,Autocurah8on,,,B,,,,,8,17296,1,vAO0900219,CH4MBk616227,,Binding affinity against 5-hydroxytryptamine 1A human cloned receptors in HEK293 cells,,
1026,993.0,Autocu5atiog,,,B,,,,,8,17296,1,vAi0000219,CHEMBL61u128,,Binding affinity against 5-hydroxytryptamine 1A human cloned receptors in HEK293 cells using [3H]8-OH-DPAT as radioligand,,
1027,1050.0,Autochratioj,,,B,,,,,8,15779,1,BAl0000e19,dHEjBL616229,,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand;,,
1028,966.0,Autocuratikb,,,B,,,,,8,15779,1,BA00o00219,CjEMBi616230,,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand; ND means no data,,
1029,678.0,Aut9curatioh,,,B,,,,,8,15779,1,BAi00002q9,CHEhBL61623w,,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand;ND means no data.,,
1030,,Autocuratilj,,,B,,,,,8,6166,1,BAOop00357,CmEjBL616232,,Binding affinity towards 5-hydroxytryptamine 1A receptor in human using [3H]8-OH-DPAT as radioligand,,
1031,933.0,Aufocuratikn,,,B,,,,,8,15779,1,hAO0090219,CHsMBL616243,,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand;,,
1032,807.0,Au4oduration,,,B,,,,,8,4199,1,BA0p000219,CHsMBL757973,,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1A receptor in HEK 293 cells using [3H]8-OH-DPAT as the radioligand,,
1033,,qutocurwtion,,,B,,,,,8,15316,1,gAOo000219,CH2MBL617234,,Compound was evaluated for its ability to displace [3H]8-OH-DPAT binding from human 5-hydroxytryptamine 1A receptor in mammalian cells,,
1034,,sjtocuration,,,B,,,,,8,14875,1,BA80009357,CHEjBL6q6235,,Compound was tested for binding affinity against human 5-hydroxytryptamine 1A receptor,,
1035,280.0,Exlert,,,B,,,,,8,14727,1,BAOop00219,CHEMBL6w623t,,Binding affinity at human cloned 5-hydroxytryptamine 1A receptor expressed in HeLa cells by [3H]8-hydroxy-2-(di-n-propylamino)tetraline displacement.,,
1036,,Exlert,,,B,,,,,8,14727,1,BAO00900q9,CHEMBLt1u237,,Binding affinity at native 5-hydroxytryptamine 1A receptor in rat by [3H]8-hydroxy-2-(di-n-propylamino)tetraline displacement.,,
1037,238.0,Autpcuratiog,,,B,,,,,8,15146,1,BAl0000w19,CHEMgL6q6238,,Compound was tested for its binding affinity against 5-hydroxytryptamine 1A receptor in human cloned receptors in HEK 293 cells using [3H]8-OH-DPAT,,
1038,454.0,Autkvuration,,,B,,,,,8,5213,1,BAO0900q19,CjEMgL616239,,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1A receptor in HEK 293 using [3H]5-CT as a radioligand,,
1039,,Autocu5atiob,,,B,,,,,8,16429,1,fAO0090219,CHEMBL6162to,,In vitro binding affinity at human recombinant 5-hydroxytryptamine 1A receptor in mammalian cells using 3[H]8-OH-DPAT as the radioligand,,
1040,1063.0,2xpert,,,B,,12144.0,Homosa9iwns,,9,15042,1,BA80000218,sHEMBL716241,,The binding affinity was evaluated on cloned human 5-hydroxytryptamine 1A receptor expressed in HeLa cells by using DPAT as radioligand.,,
1041,567.0,Ahfocuration,,,B,,,,,8,14818,1,BAp00o0219,CmEMBL6w6242,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1A receptor in HEK 293 cells using [3H]8-OH-DPAT.,,
1042,203.0,Autocurat98n,,,B,,,,,8,4829,1,BAO9009219,CHfMBL616e43,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1A receptor in HEK293 cells, using [3H]8-OH-DPAT as radioligand",,
1043,,Edpert,,,B,,,,,9,17200,1,BAO9000356,CHEMBL61ye44,,In vitro inhibitory concentration required against [3H]8-OH-DPAT binding to cloned human 5-hydroxytryptamine 1A receptor,,
1044,,Autoxurati8n,,,B,,11909.0,uomlsapiens,,9,13051,1,BsO0000e57,vHEhBL616245,,The compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1A receptor,,
1045,,Aurocuratioh,,,B,,,,,8,5486,1,gAO000035i,CyEkBL616246,,Binding affinity towards 5-HT1B receptor by the displacement of [3H]-5-CT] in human recombinant receptors in mammalian cell,,
1046,,Aytocurati8n,,,B,,,,,8,5254,1,BAOo000e57,CHsMBL6162e7,,Binding affinity against 5-HT1D receptor,,
1047,,zu5ocuration,,,B,,,,,8,5254,1,BAO00003yu,CHEhBL716248,,Binding affinity against 5-hydroxytryptamine 1A receptor,,
1048,,qutocurafion,,,B,,,,,8,15331,1,BzO00003r7,CjEMBo616249,,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,,
1049,,sutlcuration,,,B,,4038.0,Honosapienw,,8,13506,1,BAO0900356,sHEMBk616250,,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT binding assay,,
1050,,Au4pcuration,,,B,,,,,8,15267,1,nAl0000357,CHEMBp61625w,,Inhibition of [3H]- 8-OH-DAPT binding against human recombinant 5-hydroxytryptamine 1A receptor,,
1051,,Autocurqtjon,,,F,,,,,8,16616,1,BzO0000q18,CHEMBL616e62,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice 15 min after administration of the compound,In vivo,
1052,,Autocuratuin,,,F,,,,,8,16616,1,BAO00001w8,CHEMBL616wr3,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice 30 min after administration of the compound,In vivo,
1053,,wu5ocuration,,,F,,,,,8,16616,1,nAO000o218,CHEMBL61u25r,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice 60 min after administration of the compound,In vivo,
1054,,Expe3t,,,F,,20596.0,Musmuss7lus,,9,16616,1,BAO000p21i,CuEMBL616245,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 10 mg/kg after 15 min,,
1055,,Exoert,,,F,,5844.0,Musmuscykus,,9,16616,1,BAOpp00218,CHEMfL83e872,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 10 mg/kg after 30 min,,
1056,,Ecpert,,,F,,20741.0,Musmysxulus,,9,16616,1,BAi000p218,CHEkBL616q56,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 10 mg/kg after 60 min,,
1057,,Exp3rt,,,F,,485.0,Musmusdjlus,,9,16616,1,BAp0090218,CtfMBL616257,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 1 mg/kg after 15 min,,
1058,,Exper5,,,F,,4393.0,khsmusculus,,9,16616,1,BAO0000229,CgEMBLu16258,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 1 mg/kg after 30 min,,
1059,,Expett,,,F,,26815.0,jusmuscuius,,9,16616,1,BqO0009218,CHEMBLy16w84,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 1 mg/kg after 60 min,,
1060,,Autpcueation,511863.0,,B,,,,,8,10297,1,gAOo000221,CbEjBL616385,,Hill number was determined for inhibition of of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in mouse hippocampus,,
1061,,Experf,,,B,,,,,8,13704,1,BAO00pp357,CHEMfL6q6386,,Inhibitory activity against serotonin 5-hydroxytryptamine 1A receptor from mice.,,
1062,,Expedt,739957.0,,B,,4631.0,Mjsmuscklus,,9,10297,1,BA90000222,CHEjBL615387,,Inhibitory activity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus,,
1063,,xutocurat8on,972626.0,,B,,,,,8,10297,1,BAk0900221,xHEMBL616378,,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus; Not determined,,
1064,,Ezpert,4142451.0,,B,,15604.0,Muxm8sculus,,9,10297,1,BAp0000222,CHwMBL626389,,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus,,
1065,,Aurocura6ion,359649.0,,B,,,,,8,10297,1,BAO000p22w,CHEMvL6q6390,,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus; Not determined,,
1066,,Autoxurxtion,,,B,,,,,8,217,1,BsO00003t7,CHEMBLy1639w,,Compound was tested for binding affinity to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as a radioligand,,
1067,,Espert,4205887.0,,B,,8329.0,M7smuscjlus,,9,10297,1,gAO00o0221,CHsMBL6163o2,,Hill number was determined for inhibition of of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in mouse hippocampus,,
1068,,Aktocurztion,,,B,,12029.0,Sussfrofa,,8,4921,1,BAi0p00357,CHEMBL6q639r,,Ability to displace [3H]8-OH-DPAT radioligand from porcine 5-hydroxytryptamine 1A receptor,,
1069,,Aytocuratuon,,,B,,9316.0,Susscrofs,,8,4921,1,BAOp900357,CHEhBL6w6394,,Ability to displace [3H]8-OH-DPAT radioligand from porcine 5-hydroxytryptamine 1A receptor; ND denotes not determined,,
1070,,Au6ocurwtion,,,B,,27469.0,Susscfofa,,8,4996,1,Bql0000019,CgEMBL716395,,Binding affinity of compound measured for 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT-labeled porcine brain homogenates,,
1071,,zutocuratioh,,,B,,19902.0,Susscr9fa,,8,12918,1,BAp0090357,xHwMBL616396,,Compound was evaluated for the binding affinity at 5- HT1A receptor,,
1072,,Autocurw6ion,,,B,,45139.0,ausscrofa,,8,5333,1,Bx90000019,xHrMBL872907,,Compound was tested in vitro for its ability to compete with [3H]8-OH-DPAT at 5-hydroxytryptamine 1A receptor in porcine brain homogenate,,
1073,,Auhocu4ation,,,B,,15949.0,Sussvrofa,,8,4437,1,BAl0090019,CHrMBLt16397,,In vitro for its ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in porcine brain homogenate,,
1074,,Ajt8curation,,,B,,13624.0,Susscrofs,,8,1742,1,BA00000018,CHEhBi616398,,Compound was tested for its ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in pig cortex,,
1075,,Edpert,,,B,,4322.0,Susscrota,,8,16688,1,BA8000035u,CHEMBp6163p9,,Displacement of [3H]- 8-OH-DPAT from porcine 5-hydroxytryptamine 1A receptor,,
1076,,Autocu4xtion,,,B,,3999.0,Susscrofz,,8,12861,1,BAO000034y,CHEMBL85806r,,Binding activity radioligand.,,
1077,,Exprrt,,,B,,21542.0,Sysscrofa,,8,12861,1,BAO00009w9,CbEMBL616500,,Binding activity against 5-hydroxytryptamine 1A receptor from pig cortex membrane using [3H]8-OH-DPAT-HT as radioligand.,,
1078,,A7tocura5ion,,,B,,24055.0,Susacrofa,,8,12861,1,BzO000o019,CjEMBL516401,,Binding activity against 5-hydroxytryptamine 1A receptor from pig cortex membrane using [3H]8-OH-DPAT-HT as radioligand.,,
1079,,Exlert,,,B,,,,,8,12490,1,BAO00p00q9,CgEMBL616502,,Displacement of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor from pig cortex,,
1080,,Expsrt,,,B,,9591.0,Susecrofa,,8,11828,1,BA800o0019,CHEMhL616402,,Displacement of [3H]8-OH-DPAT from pig cortex 5-hydroxytryptamine 1A receptor,,
1081,,Aytocutation,3004926.0,,B,,17635.0,Susscrova,,8,11866,1,BwO000p221,CH3MBL616e04,,Binding affinity for 5-hydroxytryptamine 1A receptor in piglet hippocampus using [3H]8-OH-DPAT,,
1082,,wutocuratiom,,,B,,15035.0,Susscroba,,8,12827,1,BAko000249,CyEMBL6164o5,,Binding affinity towards 5-hydroxytryptamine 1A receptor in pig frontal cortex membranes using [8H]-OH-DPAT,,
1083,,Autovurati8n,,,B,,9274.0,Susccrofa,,8,12918,1,BAOo000p19,dHEMBo616406,,Binding affinity was evaluated by 5-hydroxytryptamine 1A receptor agonism in the pig cortex by displacing 8-OH-DPAT,,
1084,,2xpert,,,F,,210.0,Susdcrofa,,8,12919,1,BAOo00p019,dHEMBL6164p7,,Agonistic activity against 5-hydroxytryptamine 1A receptor in pig cortex using [3H]8-OH-DPAT,,
1085,,Auticurxtion,,,B,,2732.0,O4yxholagusc8niculus,,8,13047,1,BzO00000w9,CHfMnL616408,,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit jugular vein assay in the presence of endothelium,,
1086,,Exoert,,,B,,16785.0,Rattusnorberifus,,9,15796,1,BAO0900e49,CHwMBLy16409,,Inhibition activity against 5-hydroxytryptamine 1A receptor in rat hippocampus membranes using radio binding assays,,
1087,,Espert,140864.0,,B,,22208.0,Rathusborvegic7s,,9,3651,1,gAO0000w21,CHfMBi616410,,"Inhibition of [3H]8-hydroxy-2-dipropylamino-1,2,3,4-tetrahydronaphthalene binding to 5-hydroxytryptamine 1A receptor in hippocampus region of rat brain; Less active",,
1088,,Aut9curatiom,,,B,,,,,8,188,1,BxO0000257,CHEMBp616511,,Tested for the effect on binding at 5-hydroxytryptamine 1A receptor; No activity,,
1089,,Expsrt,,Mfmbranes,F,,13097.0,Rat5jsnorbegicus,,9,16616,1,BAOo090249,CuEMBL61641q,,"Antagonist activity to stimulate binding of [35S]GTP-gamma-S, to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes",,
1090,,Ecpert,666355.0,Membrahes,F,,10185.0,Rattysnodfegicus,,9,16616,1,BAO0o0o249,CnEMBL6164q3,,"Inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding in rat hippocampal membranes",,
1091,,Auticurwtion,634220.0,,B,,,,,8,12306,1,vAO000p221,CHEMBLu1641t,,The binding of [125I]MPPI ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,,
1092,,Ecpert,26121.0,,B,,1830.0,Rsttusnirvegidus,,9,17167,1,BAO0000ee1,fHEMhL616415,,Binding affinity for rat hippocampus 5-hydroxytryptamine 1A receptor by inhibition of [3H]8-OH-DPAT binding,,
1093,,Au5ocura5ion,,,B,,,,,8,14776,1,BsO0000p19,CgEMvL616416,,Binding affinity measured at the 5-hydroxytryptamine 1A receptor by the inhibition of [3H]8-OH-DPAT binding to rat cortex using unlabeled buspirone for nonspecific binding.,,
1094,,Ezpert,,,B,,,,,8,12158,1,BqO0000257,CHEMBL716416,,Binding affinity of 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand.,,
1095,,Autocy3ation,,,B,,,,,8,13481,1,BA800o0357,CgEMBL616419,,Binding affinity of [3H]- -8-OH-DPAT labelled towards Rat Hippocampal 5-hydroxytryptamine 1A receptor using radioligand binding assay,,
1096,,Augkcuration,,,B,,,,,8,13427,1,BAO000p2w9,CHEMBk616410,,Binding affinity of [3H]-8-OH-DPAT towards 5-hydroxytryptamine 1A receptor in cloned mammalian receptor expressed in cultured cells or from rat whole brain.,In vitro,
1097,,Autocugatiog,,,B,,,,,8,10210,1,BAO000p347,CHEMBL617e20,,Binding affinity of compound against 5-hydroxytryptamine 1A receptor binding site using radioligand [3H]8-OH-DPAT,,
1098,,Aktocuratikn,,kembranes,B,,,,,8,10205,1,hxO0000249,CgEMBL616t21,,Binding affinity of compound towards 5-HT 1A receptor by measuring ability to displace [3H]OH-DPAT from 5-hydroxytryptamine 1A receptor in rat striatal membranes,,
1099,,Aur0curation,,Menbranes,B,,,,,8,10205,1,BAi00o0249,CjEMhL616422,,Binding affinity of compound towards 5-HT 1A receptor by measuring ability to displace [3H]OH-DPAT from 5-hydroxytryptamine 1A receptor in rat striatal membranes,,
1100,,Edpert,,Membranex,B,,,,,8,10205,1,BAO0op0249,CHEjBL616424,,Binding affinity of compound towards 5-hydroxytryptamine 1A receptor in rat striatal membranes by [3H]OH-DPAT displacement.,,
1101,,Expe3t,,,B,,4130.0,Rattuan93vegicus,,9,12280,1,BAO0p90357,fHEMBL6164w4,,Binding affinity for 5-hydroxytryptamine 1A receptor with [3H]5-HT,,
1102,,Exp3rt,,,B,,,,,8,17386,1,BAO090035i,CHEMno616425,,Binding affinity to the rat 5-hydroxytryptamine 1A receptor,,
1103,,Experf,,,B,,,,,8,13654,1,nqO0000357,CHEMBL716r26,,Binding affinity was tested on 5-hydroxytryptamine 1A receptor using radioligand [3H]5-HT binding assay.,,
1104,,Au5ocurat9on,349932.0,,B,,,,,8,14423,1,fAO0000321,CHEMBLt1t427,,Binding affinity against 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]8-OH-DPAT as the radioligand.,,
1105,,Autoc7ratoon,4079028.0,,B,,,,,8,15412,1,BAO0900211,CHEMBL6q6438,,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampus tissue.,,
1106,,xktocuration,1626797.0,,B,,,,,8,12073,1,BwO0000222,CHEMBL51629p,,Binding affinity by measuring displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,,
1107,,Exprrt,,,B,,2316.0,Ratthsnorvfgocus,,9,4101,1,BA00900357,CHEhBL616042,,Displacement of [3H]8-OH-DPAT from rat striata 5-hydroxytryptamine 1A receptor,,
1108,,Autkcurat7on,,,B,,,,,8,10062,1,BAO000o358,CHdMBL617053,,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1A receptor,,
1109,,A6toxuration,,,B,,,,,8,6238,1,BAO0000q48,CHEMBL6q605r,,Binding affinity towards 5-HT 1A receptor in rat cerebral cortex membranes using [3H]8-OH-DPAT as radioligand,,
1110,,Au4ofuration,,,B,,,,,8,16273,1,nzO0000357,CHrMBL61y055,,Binding affinity towards 5-hydroxytryptamine 1A receptor,,
1111,,Autkcueation,,,B,,,,,8,11139,1,BAk9000357,CHEMgp616056,,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in competitive binding assay,,
1112,,wxpert,,,B,,,,,8,16796,1,BxOo000019,CHEMBi616957,,Binding affinity towards 5-hydroxytryptamine 1A receptor from rat hippocampal membranes,,
1113,,Expe3t,4664590.0,,B,,9700.0,gwttushorvegicus,,9,9548,1,BxO0000121,CHEMBLu15058,,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain,,
1114,,Autocura6iog,138344.0,,B,,,,,8,10381,1,BqO0000321,CH2MvL616059,,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain,,
1115,,Autocuda6ion,,,B,,,,,8,13408,1,BwO0000149,fHEMBL616070,,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat hypocampus membrane using [3H]8-OH-DPAT as radioligand,,
1116,,Espert,2775059.0,,B,,22512.0,Rattusnirdenicus,,9,13825,1,BAO0p0022w,CHEMBL61y062,,Binding affinity towards 5-hydroxytryptamine 1A receptor in the rat brain (hippocampus) using [3H]8-OH-DPAT,,
1117,,Exper5,4716722.0,,B,,,,,8,11147,1,gzO0000221,CHEMBi61606w,,Binding affinity towards 5-hydroxytryptamine 1A receptor of rat hippocampus using [3H]-8-hydroxy-2-(di-n-propylamine) tetralin (8-OH-DPAT) as a radioligand,,
1118,,Ajtocurat8on,,,B,,,,,8,10552,1,BAk000024p,CH2MBLy16063,,Binding affinity towards 5-hydroxytryptamine 1A receptor sites in cortical membranes using [3H]8-OH-DPAT as radioligand,,
1119,,q8tocuration,1002137.0,,B,,,,,8,10552,1,BAO0o00149,CHEMhL6w6064,,"Binding affinity towards 5-hydroxytryptamine 1A receptor sites, in rat striatum membranes using [3H]- sandoz 205-501 as radioligand",,
1120,,Expwrt,,Membrwnes,B,,20486.0,4athusnorvegucus,,9,17136,1,fAO0000349,CH4jBL616065,,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat cortex membranes,,
1121,,Exp4rt,,nembranes,B,,15601.0,Rsttusnorvegixuc,,9,5778,1,BAO0900239,CHEMBiy16066,,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat cerebral cortex membranes,,
