cell_id,assay_cell_type,tissue_id,assay_subcellular_fraction,description,variant_id,relationship_type,assay_tissue,src_id,assay_strain,assay_organism,confidence_score,assay_type,chembl_id,assay_id,tid,curated_by,assay_tax_id,assay_category,bao_format,assay_test_type,doc_id,src_assay_id
,,2107.0,Microsomes,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 75 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL620876,4074,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL620877,4075,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL857854,4076,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM exposed 100 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL620878,4077,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 100 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL620879,4078,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL620880,4079,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL620881,4080,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 150 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL620882,4081,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1500 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL620883,4082,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 2.5 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL620884,4083,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 200 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL620885,4084,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 27.5 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL620886,4085,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 5 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL620887,4086,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618039,4087,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 500 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618040,4088,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Michaelis-Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to exposed to 3-methylcholanthrene at concentration of 200 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618041,4089,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,"Compound was evaluated for inhibition constant, in liver microsomes from 3-methylcholanthrene-exposed rats",,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618216,4090,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,"Compound was evaluated for inhibition constant, in liver microsomes from beta-naphthoflavone-exposed rats",,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618217,4091,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 100 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618218,4092,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 200 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618219,4093,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes 3-methylcholanthrene at concentration of 50 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618220,4094,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at 5 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618221,4095,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at 50 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618222,4096,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at a concentration of 10 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618223,4097,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 100 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618224,4098,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 1 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618225,4099,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 20 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618226,4100,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 200 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618227,4101,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 25 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618228,4102,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 50 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618229,4103,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to 3-methylcholanthrene at concentration of 75 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618230,4104,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618231,4105,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 10 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618232,4106,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 100 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618233,4107,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1000 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618234,4108,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 150 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618235,4109,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 1500 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618115,4110,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 2.5 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618116,4111,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 200 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL618117,4112,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 5 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL619968,4113,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL619969,4114,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 500 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL619970,4115,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 1000 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL619971,4116,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 1500 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL619972,4117,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 27.5 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL619973,4118,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Maximum rate constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at concentration of 500 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL619974,4119,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,Menten constant for 7-ethoxycoumarin deethylation in rat liver microsomes exposed to beta-naphthoflavone at 50 uM,,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL619975,4120,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,,Microsomes,Vmax determined by 7-ethoxycoumarin deethylation in the presence by liver microsomes from rats exposed to 3-methylcholanthrene at concentration of 10 uM,,U,,1,,Rattus norvegicus,0,B,CHEMBL619976,4121,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,"Compound was evaluated for alpha -rate constant, in liver microsomes from 3-methylcholanthrene-exposed rats",,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL619977,4122,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,"Compound was evaluated for alpha -rate constant, in liver microsomes from beta-naphthoflavone-exposed rats",,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL619978,4123,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,"Compound was evaluated for alpha -rate constant, in liver microsomes from beta-naphthoflavone-exposed rats; competitive inhibition",,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL619979,4124,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,"Compound was evaluated for alpha inhibition constant, in liver microsomes from 3-methylcholanthrene-exposed rats",,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL619980,4125,22226,Autocuration,10116.0,,BAO_0000251,,7411,
,,2107.0,Microsomes,"Compound was evaluated for alpha inhibition constant, in liver microsomes from beta-naphthoflavone-exposed rats",,U,Liver,1,,Rattus norvegicus,0,B,CHEMBL619981,4126,22226,Autocuration,10116.0,,BAO_0000251,,7411,
741.0,RPMI-8226,,,In vitro inhibition of 7226/S myeloma cancer cell line,,N,,1,,Homo sapiens,1,F,CHEMBL619982,4127,80433,Intermediate,9606.0,,BAO_0000219,,10797,
993.0,BEL-7404 tumor cell line,,,In vitro antitumor activity of compound against 7404 cell line (human liver carcinoma cells),,N,,1,,Homo sapiens,1,F,CHEMBL619983,4128,80698,Intermediate,9606.0,,BAO_0000219,,6881,
391.0,786-0,,,In vitro growth inhibition of compound was determined against 768-0 cell lines of Renal cancer,,N,,1,,Homo sapiens,1,F,CHEMBL620031,4129,80640,Intermediate,9606.0,,BAO_0000219,,3838,
391.0,786-0,,,In vitro growth inhibition of compound was determined against 768-0 cell lines of Renal cancer,,N,,1,,Homo sapiens,1,F,CHEMBL620032,4130,80640,Intermediate,9606.0,,BAO_0000219,,3838,
505.0,V79,,,Net accumulation of the [99mTc]Isonitrile complex was measured in 77A cell lines in the presence of Verapamil.,,N,,1,,Cricetulus griseus,1,F,CHEMBL620033,4131,81264,Expert,10029.0,,BAO_0000219,,12981,
505.0,V79,,,Verapamil index represents the ratio of net uptake in the presense of verapamil over control in 77A cell lines.,,N,,1,,Cricetulus griseus,1,F,CHEMBL620034,4132,81264,Expert,10029.0,,BAO_0000219,,12981,
1119.0,7800C1 cell line,,,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 10 ug/mL dose,,N,,1,,Rattus norvegicus,1,F,CHEMBL620035,4133,80635,Intermediate,10116.0,,BAO_0000219,,7653,
1119.0,7800C1 cell line,,,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 2 ug/mL dose,,N,,1,,Rattus norvegicus,1,F,CHEMBL618318,4134,80635,Intermediate,10116.0,,BAO_0000219,,7653,
1119.0,7800C1 cell line,,,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 20 ug/mL dose,,N,,1,,Rattus norvegicus,1,F,CHEMBL618319,4135,80635,Intermediate,10116.0,,BAO_0000219,,7653,
1119.0,7800C1 cell line,,,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 5 ug/mL dose,,N,,1,,Rattus norvegicus,1,F,CHEMBL618320,4136,80635,Intermediate,10116.0,,BAO_0000219,,7653,
1119.0,7800C1 cell line,,,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 50 ug/mL dose,,N,,1,,Rattus norvegicus,1,F,CHEMBL618321,4137,80635,Intermediate,10116.0,,BAO_0000219,,7653,
1119.0,7800C1 cell line,,,Tested for its cytotoxic effect on the growth of the cell strain 7800C1 (1 x 10e 4 (MEM)) at 75 ug/mL dose,,N,,1,,Rattus norvegicus,1,F,CHEMBL883118,4138,80635,Intermediate,10116.0,,BAO_0000219,,7653,
391.0,786-0,,,In vitro antitumor activity against renal 786-0 tumor cell lines,,N,,1,,Homo sapiens,1,F,CHEMBL883795,4139,80640,Intermediate,9606.0,,BAO_0000219,,17229,
391.0,786-0,,,Cytotoxic activity against 786-0 Renal cancer cell line,,N,,1,,Homo sapiens,1,F,CHEMBL618322,4140,80640,Intermediate,9606.0,,BAO_0000219,,12858,
391.0,786-0,,,Growth inhibitory activity was determined against 786-0 cancer cell line of Renal cancer,,N,,1,,Homo sapiens,1,F,CHEMBL618323,4141,80640,Intermediate,9606.0,,BAO_0000219,,16325,
391.0,786-0,,,Growth inhibitory activity was determined against 786-0 cancer cell line of renal cancer,,N,,1,,Homo sapiens,1,F,CHEMBL618324,4142,80640,Intermediate,9606.0,,BAO_0000219,,16325,
391.0,786-0,,,In vitro antitumor activity against human renal 786-0 cell line,,N,,1,,Homo sapiens,1,F,CHEMBL618325,4143,80640,Intermediate,9606.0,,BAO_0000219,,5858,
391.0,786-0,,,Inhibition of Renal cancer in 786-0 cancer cell lines,,N,,1,,Homo sapiens,1,F,CHEMBL875416,4144,80640,Intermediate,9606.0,,BAO_0000219,,16325,
391.0,786-0,,,Inhibition of the growth of renal cancer(786-0) cell line. value in parentheses is percent inhibition at 0.01 uM,,N,,1,,Homo sapiens,1,F,CHEMBL618326,4145,80640,Intermediate,9606.0,,BAO_0000219,,14696,
391.0,786-0,,,The compound was tested for its cytotoxic activity against the following renal cancer cell lines 786-0,,N,,1,,Homo sapiens,1,F,CHEMBL618327,4146,80640,Intermediate,9606.0,,BAO_0000219,,3786,
391.0,786-0,,,inhibition of the growth of renal cancer(786-0) cell line,,N,,1,,Homo sapiens,1,F,CHEMBL619215,4147,80640,Intermediate,9606.0,,BAO_0000219,,14696,
391.0,786-0,,,Compound was evaluated for in vitro activity against 786-0 kidney cell lines (Human tumor cells ),,N,,1,,Homo sapiens,1,F,CHEMBL619216,4148,80640,Intermediate,9606.0,,BAO_0000219,,14769,
391.0,786-0,,,Compound was tested for the growth inhibition of 786-0 renal tumor cell line,,N,,1,,Homo sapiens,1,F,CHEMBL619217,4149,80640,Intermediate,9606.0,,BAO_0000219,,15354,
391.0,786-0,,,The IC50 value was measured on 786-0 cell line in ovarian tumor,,N,,1,,Homo sapiens,1,F,CHEMBL619218,4150,80640,Intermediate,9606.0,,BAO_0000219,,14255,
391.0,786-0,,,The IC50 value was measured on 786-0 cell line in ovarian tumor t,,N,,1,,Homo sapiens,1,F,CHEMBL619219,4151,80640,Intermediate,9606.0,,BAO_0000219,,14255,
391.0,786-0,,,The IC50 value was measured on 786-0 cell line in renal tumor type.,,N,,1,,Homo sapiens,1,F,CHEMBL619220,4152,80640,Intermediate,9606.0,,BAO_0000219,,14255,
391.0,786-0,,,Inhibition of the growth of renal cancer(786-0) cell line at 0.01 uM,,N,,1,,Homo sapiens,1,F,CHEMBL619221,4153,80640,Intermediate,9606.0,,BAO_0000219,,14696,
391.0,786-0,,,Tested for cytotoxic activity against renal cancer 786-0 cell line,,N,,1,,Homo sapiens,1,F,CHEMBL619222,4154,80640,Intermediate,9606.0,,BAO_0000219,,12016,
391.0,786-0,,,Compound was tested for growth inhibitory activity against 786-0 cell line,,N,,1,,Homo sapiens,1,F,CHEMBL857454,4155,80640,Intermediate,9606.0,,BAO_0000219,,2597,
702.0,RBL-1,,,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187; Inactive(N)= <50% inhibition at 10 uM,,H,,1,,,8,B,CHEMBL619223,4156,12166,Autocuration,,,BAO_0000219,,12526,
702.0,RBL-1,,,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187; N=Inactive,,H,,1,,,8,B,CHEMBL619224,4157,12166,Autocuration,,,BAO_0000219,,12526,
