CHI,Ti,ASST,ASSTIS,ASTET,ASTY,CEI,ASI,ASSTI,TII,Descr,RELATITY,ASSUBCELFRA,CONSC,VAI,CUB,SI,BAFO,SASI,ASOR,DOI,ASSCATE,ASSCETY
CHEMBL624433,50597,,,,A,,8063,10116.0,,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 10.0(pmol/g/h)",N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,12902,,
CHEMBL624434,50597,,,,A,,8064,10116.0,,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 20.0(pmol/g/h)",N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,12902,,
CHEMBL624435,50597,,,,A,,8065,10116.0,,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 40.0(pmol/g/h)",N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,12902,,
CHEMBL618570,50594,,,,A,,8066,10090.0,,Bioavailability in mouse brain after intravenous administration of 105.1 mg/kg of dose,N,,1,,Intermediate,1,BAO_0000218,,Mus musculus,12745,,
CHEMBL618571,50594,,,,A,,8067,10090.0,,Bioavailability in mouse brain after intravenous administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),N,,1,,Intermediate,1,BAO_0000218,,Mus musculus,12745,,
CHEMBL618572,50594,,,,A,,8068,10090.0,,Bioavailability in mouse brain after oral administration of 100 mg/kg of dose,N,,1,,Intermediate,1,BAO_0000218,,Mus musculus,12745,,
CHEMBL618573,50594,,,,A,,8069,10090.0,,Bioavailability in mouse brain after oral administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),N,,1,,Intermediate,1,BAO_0000218,,Mus musculus,12745,,
CHEMBL619267,50594,,,,A,,8070,10090.0,,Bioavailability in mouse serum after intravenous administration of 105.1 mg/kg of dose,N,,1,,Intermediate,1,BAO_0000218,,Mus musculus,12745,,
CHEMBL619431,50594,,,,A,,8071,10090.0,,Bioavailability in mouse serum after intravenous administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),N,,1,,Intermediate,1,BAO_0000218,,Mus musculus,12745,,
CHEMBL619432,50594,,,,A,,8072,10090.0,,Bioavailability in mouse serum after oral administration of 100 mg/kg of dose,N,,1,,Intermediate,1,BAO_0000218,,Mus musculus,12745,,
CHEMBL619433,50594,,,,A,,8073,10090.0,,Bioavailability in mouse serum after oral administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),N,,1,,Intermediate,1,BAO_0000218,,Mus musculus,12745,,
CHEMBL619434,22224,,Plasma,,A,,8074,,1969.0,AUC in mice after oral dose (50 mg/kg),U,,0,,Autocuration,1,BAO_0000218,,,13298,,
CHEMBL619435,50594,,Serum,,A,,8075,10090.0,1977.0,Blood level after oral administration in mice (50 mg/kg) was determined by bioassay procedure and represent total activity present in the serum,N,,1,,Intermediate,1,BAO_0000218,,Mus musculus,12226,,
CHEMBL619436,22224,,Plasma,,A,,8076,,1969.0,AUC (0-4 hr) ug/ml/h,U,,0,,Autocuration,1,BAO_0000019,,,12634,,
CHEMBL619437,50597,,,,A,,8077,10116.0,,Compound at a dose of 10 mg/kg was orally administered to rats and Area under curve was reported,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,14810,,
CHEMBL619438,22224,,,,A,,8078,,,Compound evaluated for AUC = Area under the nucleoside serum or brain concentration versus time curve after iv administration,U,,0,,Autocuration,1,BAO_0000218,,,13889,,
CHEMBL619439,50594,,,,A,,8079,10090.0,,Compound was evaluated for Area under curve in mice,N,,1,,Intermediate,1,BAO_0000218,,Mus musculus,10018,,
CHEMBL619440,50597,,,,A,,8080,10116.0,,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,8758,,
CHEMBL619441,22224,,,,F,,8081,,,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,U,,0,,Autocuration,1,BAO_0000218,,,8758,,
CHEMBL619442,50597,,,,A,,8082,10116.0,,Compound was evaluated for area under curve doses in rat at 50 mg/kg po,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,8758,,
CHEMBL875156,22224,,,,A,,8083,,,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 0.5 mpk on day 1,U,,0,,Autocuration,1,BAO_0000019,,,2249,,
CHEMBL619443,22224,,,,A,,8084,,,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 0.5 mpk on day 4,U,,0,,Autocuration,1,BAO_0000019,,,2249,,
CHEMBL619444,22224,,,,A,,8085,,,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 1.0 mpk on day 1,U,,0,,Autocuration,1,BAO_0000019,,,2249,,
CHEMBL623464,22224,,,,A,,8086,,,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 1.0 mpk on day 4,U,,0,,Autocuration,1,BAO_0000019,,,2249,,
CHEMBL623465,50594,,,,A,,8087,10090.0,,Compound was evaluated for area under curve when administered through oral route in mouse,N,,1,,Intermediate,1,BAO_0000218,,Mus musculus,15115,,
CHEMBL623466,50597,,,In vivo,A,,8088,10116.0,,Plasma clearance after oral administration at a dose of 2 mg/kg in rat; no data,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6518,,
CHEMBL623467,50597,,,In vivo,A,,8089,10116.0,,Plasma clearance after oral administration at a dose of 4 mg/kg in rat; no data,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6518,,
CHEMBL623468,50597,,,In vivo,A,,8090,10116.0,,Plasma clearance in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6249,,
CHEMBL622660,50597,,,In vivo,A,,8091,10116.0,,Plasma clearance was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,2463,,
CHEMBL622661,50597,,,In vivo,A,,8092,10116.0,,Plasma clearance rate in Sprague-Dawley rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4969,,
CHEMBL622662,50597,,,In vivo,F,,8093,10116.0,,CLtot at a dose of 4 mg/kg in Rat Plasma after iv administration,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17720,,
CHEMBL622663,50597,,,In vivo,A,,8094,10116.0,,Pharmacokinetic property (total body clearance) in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,3457,,
CHEMBL622664,50597,,,In vivo,A,,8095,10116.0,,Pharmacokinetic property (CLtot)of the compound was measured in rat at the dose of 0.32 mg/kg i.v.,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5983,,
CHEMBL622665,50597,,,,A,,8096,10116.0,,In vivo concentration in rat liver exposure 0-8 hour after oral administration 50 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6295,,
CHEMBL622666,50597,,,,A,,8097,10116.0,,In vivo concentration in rat liver exposure 0-8 hour after oral administration 50 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6296,,
CHEMBL621615,50597,,,In vivo,A,,8098,10116.0,,Cl in rat i.v. at 2 mg/kg concentration,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17686,,
CHEMBL621616,50597,,,In vivo,A,,8099,10116.0,,Clearance of compound after intravenous administration in rats at 24 uM/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17764,,
CHEMBL621617,50597,,,In vivo,A,,8100,10116.0,,Clearance was determined,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5503,,
CHEMBL621618,50597,,,In vivo,A,,8101,10116.0,,Clearance by intravenous administration of 3.4 mg/kg in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4368,,
CHEMBL621619,50597,,,In vivo,A,,8102,10116.0,,Clearance was evaluated after i.v. administration in rat at a dose of 1 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6005,,
CHEMBL621620,50597,,,In vivo,A,,8103,10116.0,,Clearance rate after i.v. administration in rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5031,,
CHEMBL621786,50597,,,In vivo,A,,8104,10116.0,,Clearance was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4890,,
CHEMBL621787,50597,,,In vivo,A,,8105,10116.0,,Clearance was determined by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5182,,
CHEMBL621788,50597,,,In vivo,A,,8106,10116.0,,Clearance (Cl) of compound after 2 h iv infusion of 8.4 mg/kg in three rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5979,,
CHEMBL621789,50597,,,In vivo,A,,8107,10116.0,,Clearance (Cl) after oral administration in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5656,,
CHEMBL621790,50597,,,In vivo,A,,8108,10116.0,,Compound clearance in rats was measured after intravenous administration at 3 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17804,,
CHEMBL621791,50597,,Plasma,In vivo,A,,8109,10116.0,1969.0,Compound was tested for plasma clearance in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4839,,
CHEMBL621792,50597,,,In vitro,A,,8110,10116.0,,In vitro microsome metabolism clearance in rat was determined,N,Microsomes,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5041,,
CHEMBL621793,50597,,,In vitro,A,,8111,10116.0,,In vitro microsome metabolism clearance in rat was determined; ND denotes no data,N,Microsomes,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5041,,
CHEMBL621794,50597,,,In vivo,A,,8112,10116.0,,In vivo Clearance (Cl) was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5974,,
CHEMBL621795,50597,,Plasma,In vivo,A,,8113,10116.0,1969.0,In vivo plasma clearance was determined,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5496,,
CHEMBL621796,50597,,,In vivo,A,,8114,10116.0,,Pharmacokinetic property (Clearance) for the compound (5 mg/kg iv) was determined in rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5739,,
CHEMBL621797,50597,,Liver,In vivo,A,401.0,8115,10116.0,2107.0,Pharmacokinetic property (Clearance) in rat hepatocyte i.v.,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5676,,Hepatocyte
CHEMBL621798,50597,,,In vivo,A,,8116,10116.0,,Pharmacokinetic property (Plasma clearance) was measured in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4239,,
CHEMBL621799,50597,,,In vivo,A,,8117,10116.0,,Pharmacokinetic property (clearance) in rat i.v.,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5676,,
CHEMBL621800,50597,,,In vivo,A,,8118,10116.0,,"Plasma Clearance was evaluated in rats, iv",N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,1918,,
CHEMBL621801,50597,,,In vivo,A,,8119,10116.0,,Plasma clearance (in vivo) in rats was determined,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17800,,
CHEMBL621802,50597,,,In vivo,A,,8120,10116.0,,Plasma clearance for the compound was calculated at a single intravenous administration of 20 mg/kg in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6056,,
CHEMBL618596,50597,,,In vivo,A,,8121,10116.0,,Plasma clearance was determined,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5496,,
CHEMBL618597,50597,,,In vivo,A,,8122,10116.0,,Plasma clearance in rat after peroral administration at 10 mg/kg concentration,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5939,,
CHEMBL618598,50597,,,In vivo,A,,8123,10116.0,,Plasma clearance in rat after peroral administration at 5 mg/kg concentration,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5939,,
CHEMBL618599,50597,,,In vivo,A,,8124,10116.0,,Plasma clearance in rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17752,,
CHEMBL618600,50597,,,In vivo,A,,8125,10116.0,,Plasma clearance rate determined in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4576,,
CHEMBL618601,50597,,,In vivo,A,,8126,10116.0,,Plasma clearance was determined in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6011,,
CHEMBL618602,50597,,,In vivo,A,,8127,10116.0,,Plasma clearance was determined,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5510,,
CHEMBL618603,50597,,,In vivo,A,,8128,10116.0,,Plasma clearance value in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5948,,
CHEMBL618604,50597,,Liver,Ex vivo,A,,8129,10116.0,2107.0,Clearance rate constant using isolated perfused rat liver (IPRL) assay,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6125,,
CHEMBL618605,50597,,,In vivo,A,,8130,10116.0,,Clearance in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4839,,
CHEMBL618606,50597,,,In vivo,A,,8131,10116.0,,Total body clearance in rat i.v. at 2 mg/kg concentration,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17686,,
CHEMBL618607,50597,,,In vivo,A,,8132,10116.0,,Clearance of compound in rats after intravenous administration,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6571,,
CHEMBL618608,50597,,,In vivo,A,,8133,10116.0,,Clearance after iv administration to rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,3364,,
CHEMBL618609,50597,,,In vivo,A,,8134,10116.0,,Clearance at an iv dose of 12 mg/Kg and po dose of 23 mg/Kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,13569,,
CHEMBL618610,50597,,,In vivo,A,,8135,10116.0,,Clearance at an iv dose of 14 mg/Kg and po dose of 15 mg/Kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,13569,,
CHEMBL618611,50597,,,In vivo,A,,8136,10116.0,,Clearance at an iv dose of 15 mg/Kg and po dose of 30 mg/Kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,13569,,
CHEMBL618612,50597,,,In vivo,A,,8137,10116.0,,Clearance at an iv dose of 15 mg/Kg and po dose of 30.2 mg/Kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,13569,,
CHEMBL618613,50597,,,In vivo,A,,8138,10116.0,,Clearance at an iv dose of 15.6 mg/Kg and po dose of 31.2 mg/Kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,13569,,
CHEMBL621076,50597,,,In vivo,A,,8139,10116.0,,Clearance at an iv dose of 15.7 mg/Kg and po dose of 31.4 mg/Kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,13569,,
CHEMBL621077,50597,,,In vivo,A,,8140,10116.0,,Clearance at an iv dose of 16 mg/Kg and po dose of 35 mg/Kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,13569,,
CHEMBL621078,50597,,,In vivo,A,,8141,10116.0,,"Clearance in fischer rats at 5 mg/kg dose, administered intravenously",N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,17670,,
CHEMBL621251,50597,,,In vivo,A,,8142,10116.0,,Clearance in rat,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,5970,,
CHEMBL621252,50597,,,In vivo,A,,8143,10116.0,,Clearance in rat after oral administration at 10 mg/kg,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6495,,
CHEMBL621253,50597,,,In vivo,A,,8144,10116.0,,Clearance in rat.,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,4590,,
CHEMBL621254,50597,,,In vivo,A,,8145,10116.0,,Clearance rate following an oral dose of 20 mg/kg in rats,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,6193,,
CHEMBL621255,50597,,,In vivo,A,,8146,10116.0,,Compound was evaluated for the rate of clearance in rat upon intravenous administration.,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,2832,,
CHEMBL621256,50597,,Plasma,In vivo,A,,8147,10116.0,1969.0,Compound was tested for plasma clearance in rats after 5 mg/kg of intravenous dosing,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,1052,,
CHEMBL621257,50597,,Liver,In vivo,A,,8148,10116.0,2107.0,Biodistribution in rat liver in the presence of GdDTPA-BDP at 1 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621258,50597,,Liver,In vivo,A,,8149,10116.0,2107.0,Biodistribution in rat liver in the presence of GdDTPA-BDP at 30 min,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621259,50597,,Liver,In vivo,A,,8150,10116.0,2107.0,Biodistribution in rat liver in the presence of GdDTPA-BDP at 4 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621260,50597,,Liver,In vivo,A,,8151,10116.0,2107.0,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 15 min,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL876494,50597,,Liver,In vivo,A,,8152,10116.0,2107.0,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 1 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621261,50597,,Liver,In vivo,A,,8153,10116.0,2107.0,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 30 min,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621262,50597,,Liver,In vivo,A,,8154,10116.0,2107.0,Biodistribution in rat liver in the presence of GdDTPA-HPDP at 4 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621263,50597,,Liver,In vivo,A,,8155,10116.0,2107.0,Biodistribution in rat liver in the presence of NAC Gd/0.01 M GdDTPA-HPDP,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621264,50597,,Liver,In vivo,A,,8156,10116.0,2107.0,Biodistribution in rat liver in the presence of NCA Gd/0.01 M lip,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621265,50597,,Muscle tissue,In vivo,A,,8157,10116.0,2385.0,Biodistribution in rat muscle in the presence of 0.01 M GdDTPA-BDP,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621266,50597,,Muscle tissue,In vivo,A,,8158,10116.0,2385.0,Biodistribution in rat muscle in the presence of 0.05 M Gd/0.15 M lig,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621267,50597,,Muscle tissue,In vivo,A,,8159,10116.0,2385.0,Biodistribution in rat muscle in the presence of 0.05 M GdDTPA-BDP,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621268,50597,,Muscle tissue,In vivo,A,,8160,10116.0,2385.0,Biodistribution in rat muscle in the presence of 0.10 M GdDTPA-BDP,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621269,50597,,Muscle tissue,In vivo,A,,8161,10116.0,2385.0,Biodistribution in rat muscle in the presence of GdDTPA-BDP at 1 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621270,50597,,Muscle tissue,In vivo,A,,8162,10116.0,2385.0,Biodistribution in rat muscle in the presence of GdDTPA-BDP at 4 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621271,50597,,Muscle tissue,In vivo,A,,8163,10116.0,2385.0,Biodistribution in rat muscle in the presence of GdDTPA-BDPat 15 min,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621272,50597,,Muscle tissue,In vivo,A,,8164,10116.0,2385.0,Biodistribution in rat muscle in the presence of GdDTPA-BDPat 30 min,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621273,50597,,Muscle tissue,In vivo,A,,8165,10116.0,2385.0,Biodistribution in rat muscle in the presence of GdDTPA-HPDP at 1 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621274,50597,,Muscle tissue,In vivo,A,,8166,10116.0,2385.0,Biodistribution in rat muscle in the presence of GdDTPA-HPDP at 4 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL876495,50597,,Muscle tissue,In vivo,A,,8167,10116.0,2385.0,Biodistribution in rat muscle in the presence of GdDTPA-HPDPat 15 min,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621275,50597,,Muscle tissue,In vivo,A,,8168,10116.0,2385.0,Biodistribution in rat muscle in the presence of GdDTPA-HPDPat 30 min,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621276,50597,,Muscle tissue,In vivo,A,,8169,10116.0,2385.0,Biodistribution in rat muscle in the presence of NCA Gd/0.01 M lip,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621277,50597,,Muscle tissue,In vivo,A,,8170,10116.0,2385.0,Biodistribution in rat muscle in the presence of NCAGd/0.01 M lig,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621278,50597,,Intestine,In vivo,A,,8171,10116.0,160.0,Biodistribution in rat s. intestine in the presence of 50 Gd/kg at 2 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621279,50597,,Intestine,In vivo,A,,8172,10116.0,160.0,Biodistribution in rat s. intestine in the presence of 50 Gd/kg at 6 hr,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621280,50597,,Intestine,In vivo,A,,8173,10116.0,160.0,Biodistribution in rat s. intestine in the presence of NCA (No carrier added),N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621281,50597,,Spleen,In vivo,A,,8174,10116.0,2106.0,Biodistribution in rat spleen in the presence of 0.01 M GdDTPA-BDP,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621282,50597,,Spleen,In vivo,A,,8175,10116.0,2106.0,Biodistribution in rat spleen in the presence of 0.05 M Gd/0.15 M lig; ND=No data,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621283,50597,,Spleen,In vivo,A,,8176,10116.0,2106.0,Biodistribution in rat spleen in the presence of 0.05 M GdDTPA-BDP; ND=No data,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
CHEMBL621284,50597,,Spleen,In vivo,A,,8177,10116.0,2106.0,Biodistribution in rat spleen in the presence of 0.10 M GdDTPA-BDP,N,,1,,Intermediate,1,BAO_0000218,,Rattus norvegicus,9866,,
