assay_id,assay_test_type,doc_id,curated_by,assay_tax_id,assay_strain,src_id,description,cell_id,src_assay_id,chembl_id,assay_subcellular_fraction,tid,assay_organism,assay_cell_type,variant_id,assay_type,assay_category,assay_tissue
1060,,10297,Autocuration,,,1,Hill number was determined for inhibition of of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in mouse hippocampus,,,CHEMBL616385,,11863,,,,B,,Hippocampus
1061,,13704,Expert,,,1,Inhibitory activity against serotonin 5-hydroxytryptamine 1A receptor from mice.,,,CHEMBL616386,,11863,,,,B,,
1062,,10297,Expert,10090.0,,1,Inhibitory activity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus,,,CHEMBL616387,,11863,Mus musculus,,,B,,Hippocampus
1063,,10297,Autocuration,,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus; Not determined,,,CHEMBL616388,,11863,,,,B,,Hippocampus
1064,,10297,Expert,10090.0,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus,,,CHEMBL616389,,11863,Mus musculus,,,B,,Hippocampus
1065,,10297,Autocuration,,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus; Not determined,,,CHEMBL616390,,11863,,,,B,,Hippocampus
1066,,217,Autocuration,,,1,Compound was tested for binding affinity to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as a radioligand,,,CHEMBL616391,,11863,,,,B,,
1067,,10297,Expert,10090.0,,1,Hill number was determined for inhibition of of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in mouse hippocampus,,,CHEMBL616392,,11863,Mus musculus,,,B,,Hippocampus
1068,,4921,Autocuration,9823.0,,1,Ability to displace [3H]8-OH-DPAT radioligand from porcine 5-hydroxytryptamine 1A receptor,,,CHEMBL616393,,51,Sus scrofa,,,B,,
1069,,4921,Autocuration,9823.0,,1,Ability to displace [3H]8-OH-DPAT radioligand from porcine 5-hydroxytryptamine 1A receptor; ND denotes not determined,,,CHEMBL616394,,51,Sus scrofa,,,B,,
1070,,4996,Autocuration,9823.0,,1,Binding affinity of compound measured for 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT-labeled porcine brain homogenates,,,CHEMBL616395,,51,Sus scrofa,,,B,,
1071,,12918,Autocuration,9823.0,,1,Compound was evaluated for the binding affinity at 5- HT1A receptor,,,CHEMBL616396,,51,Sus scrofa,,,B,,
1072,,5333,Autocuration,9823.0,,1,Compound was tested in vitro for its ability to compete with [3H]8-OH-DPAT at 5-hydroxytryptamine 1A receptor in porcine brain homogenate,,,CHEMBL872907,,51,Sus scrofa,,,B,,
1073,,4437,Autocuration,9823.0,,1,In vitro for its ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in porcine brain homogenate,,,CHEMBL616397,,51,Sus scrofa,,,B,,
1074,,1742,Autocuration,9823.0,,1,Compound was tested for its ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in pig cortex,,,CHEMBL616398,,51,Sus scrofa,,,B,,
1075,,16688,Expert,9823.0,,1,Displacement of [3H]- 8-OH-DPAT from porcine 5-hydroxytryptamine 1A receptor,,,CHEMBL616399,,51,Sus scrofa,,,B,,
1076,,12861,Autocuration,9823.0,,1,Binding activity radioligand.,,,CHEMBL857065,,51,Sus scrofa,,,B,,
1077,,12861,Expert,9823.0,,1,Binding activity against 5-hydroxytryptamine 1A receptor from pig cortex membrane using [3H]8-OH-DPAT-HT as radioligand.,,,CHEMBL616400,,51,Sus scrofa,,,B,,
1078,,12861,Autocuration,9823.0,,1,Binding activity against 5-hydroxytryptamine 1A receptor from pig cortex membrane using [3H]8-OH-DPAT-HT as radioligand.,,,CHEMBL616401,,51,Sus scrofa,,,B,,
1079,,12490,Expert,,,1,Displacement of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor from pig cortex,,,CHEMBL616402,,10624,,,,B,,
1080,,11828,Expert,9823.0,,1,Displacement of [3H]8-OH-DPAT from pig cortex 5-hydroxytryptamine 1A receptor,,,CHEMBL616403,,51,Sus scrofa,,,B,,
1081,,11866,Autocuration,9823.0,,1,Binding affinity for 5-hydroxytryptamine 1A receptor in piglet hippocampus using [3H]8-OH-DPAT,,,CHEMBL616404,,51,Sus scrofa,,,B,,Hippocampus
1082,,12827,Autocuration,9823.0,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor in pig frontal cortex membranes using [8H]-OH-DPAT,,,CHEMBL616405,,51,Sus scrofa,,,B,,
1083,,12918,Autocuration,9823.0,,1,Binding affinity was evaluated by 5-hydroxytryptamine 1A receptor agonism in the pig cortex by displacing 8-OH-DPAT,,,CHEMBL616406,,51,Sus scrofa,,,B,,
1084,,12919,Expert,9823.0,,1,Agonistic activity against 5-hydroxytryptamine 1A receptor in pig cortex using [3H]8-OH-DPAT,,,CHEMBL616407,,51,Sus scrofa,,,F,,
1085,,13047,Autocuration,9986.0,,1,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit jugular vein assay in the presence of endothelium,,,CHEMBL616408,,51,Oryctolagus cuniculus,,,B,,
1086,,15796,Expert,10116.0,,1,Inhibition activity against 5-hydroxytryptamine 1A receptor in rat hippocampus membranes using radio binding assays,,,CHEMBL616409,,10576,Rattus norvegicus,,,B,,
1087,,3651,Expert,10116.0,,1,"Inhibition of [3H]8-hydroxy-2-dipropylamino-1,2,3,4-tetrahydronaphthalene binding to 5-hydroxytryptamine 1A receptor in hippocampus region of rat brain; Less active",,,CHEMBL616410,,10576,Rattus norvegicus,,,B,,Hippocampus
1088,,188,Autocuration,,,1,Tested for the effect on binding at 5-hydroxytryptamine 1A receptor; No activity,,,CHEMBL616411,,10576,,,,B,,
1089,,16616,Expert,10116.0,,1,"Antagonist activity to stimulate binding of [35S]GTP-gamma-S, to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes",,,CHEMBL616412,Membranes,10576,Rattus norvegicus,,,F,,
1090,,16616,Expert,10116.0,,1,"Inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding in rat hippocampal membranes",,,CHEMBL616413,Membranes,10576,Rattus norvegicus,,,F,,Hippocampus
1091,,12306,Autocuration,,,1,The binding of [125I]MPPI ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,,,CHEMBL616414,,10576,,,,B,,Hippocampus
1092,,17167,Expert,10116.0,,1,Binding affinity for rat hippocampus 5-hydroxytryptamine 1A receptor by inhibition of [3H]8-OH-DPAT binding,,,CHEMBL616415,,10576,Rattus norvegicus,,,B,,Hippocampus
1093,,14776,Autocuration,,,1,Binding affinity measured at the 5-hydroxytryptamine 1A receptor by the inhibition of [3H]8-OH-DPAT binding to rat cortex using unlabeled buspirone for nonspecific binding.,,,CHEMBL616416,,10576,,,,B,,
1094,,12158,Expert,,,1,Binding affinity of 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand.,,,CHEMBL616417,,10576,,,,B,,
1095,,13481,Autocuration,,,1,Binding affinity of [3H]- -8-OH-DPAT labelled towards Rat Hippocampal 5-hydroxytryptamine 1A receptor using radioligand binding assay,,,CHEMBL616418,,10576,,,,B,,
1096,In vitro,13427,Autocuration,,,1,Binding affinity of [3H]-8-OH-DPAT towards 5-hydroxytryptamine 1A receptor in cloned mammalian receptor expressed in cultured cells or from rat whole brain.,,,CHEMBL616419,,10576,,,,B,,
1097,,10210,Autocuration,,,1,Binding affinity of compound against 5-hydroxytryptamine 1A receptor binding site using radioligand [3H]8-OH-DPAT,,,CHEMBL616420,,10576,,,,B,,
1098,,10205,Autocuration,,,1,Binding affinity of compound towards 5-HT 1A receptor by measuring ability to displace [3H]OH-DPAT from 5-hydroxytryptamine 1A receptor in rat striatal membranes,,,CHEMBL616421,Membranes,10576,,,,B,,
1099,,10205,Autocuration,,,1,Binding affinity of compound towards 5-HT 1A receptor by measuring ability to displace [3H]OH-DPAT from 5-hydroxytryptamine 1A receptor in rat striatal membranes,,,CHEMBL616422,Membranes,10576,,,,B,,
1100,,10205,Expert,,,1,Binding affinity of compound towards 5-hydroxytryptamine 1A receptor in rat striatal membranes by [3H]OH-DPAT displacement.,,,CHEMBL616423,Membranes,10576,,,,B,,
1101,,12280,Expert,10116.0,,1,Binding affinity for 5-hydroxytryptamine 1A receptor with [3H]5-HT,,,CHEMBL616424,,10576,Rattus norvegicus,,,B,,
1102,,17386,Expert,,,1,Binding affinity to the rat 5-hydroxytryptamine 1A receptor,,,CHEMBL616425,,10576,,,,B,,
1103,,13654,Expert,,,1,Binding affinity was tested on 5-hydroxytryptamine 1A receptor using radioligand [3H]5-HT binding assay.,,,CHEMBL616426,,10576,,,,B,,
1104,,14423,Autocuration,,,1,Binding affinity against 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]8-OH-DPAT as the radioligand.,,,CHEMBL616427,,10576,,,,B,,Hippocampus
1105,,15412,Autocuration,,,1,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampus tissue.,,,CHEMBL616428,,10576,,,,B,,Hippocampus
1106,,12073,Autocuration,,,1,Binding affinity by measuring displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,,,CHEMBL616290,,10576,,,,B,,Hippocampus
1107,,4101,Expert,10116.0,,1,Displacement of [3H]8-OH-DPAT from rat striata 5-hydroxytryptamine 1A receptor,,,CHEMBL616052,,10576,Rattus norvegicus,,,B,,
1108,,10062,Autocuration,,,1,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1A receptor,,,CHEMBL616053,,10576,,,,B,,
1109,,6238,Autocuration,,,1,Binding affinity towards 5-HT 1A receptor in rat cerebral cortex membranes using [3H]8-OH-DPAT as radioligand,,,CHEMBL616054,,10576,,,,B,,
1110,,16273,Autocuration,,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor,,,CHEMBL616055,,10576,,,,B,,
1111,,11139,Autocuration,,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in competitive binding assay,,,CHEMBL616056,,10576,,,,B,,
1112,,16796,Expert,,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor from rat hippocampal membranes,,,CHEMBL616057,,10576,,,,B,,
1113,,9548,Expert,10116.0,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain,,,CHEMBL616058,,10576,Rattus norvegicus,,,B,,Brain
1114,,10381,Autocuration,,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain,,,CHEMBL616059,,10576,,,,B,,Brain
1115,,13408,Autocuration,,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat hypocampus membrane using [3H]8-OH-DPAT as radioligand,,,CHEMBL616060,,10576,,,,B,,
1116,,13825,Expert,10116.0,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor in the rat brain (hippocampus) using [3H]8-OH-DPAT,,,CHEMBL616061,,10576,Rattus norvegicus,,,B,,Hippocampus
1117,,11147,Expert,,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor of rat hippocampus using [3H]-8-hydroxy-2-(di-n-propylamine) tetralin (8-OH-DPAT) as a radioligand,,,CHEMBL616062,,10576,,,,B,,Hippocampus
1118,,10552,Autocuration,,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor sites in cortical membranes using [3H]8-OH-DPAT as radioligand,,,CHEMBL616063,,10576,,,,B,,
1119,,10552,Autocuration,,,1,"Binding affinity towards 5-hydroxytryptamine 1A receptor sites, in rat striatum membranes using [3H]- sandoz 205-501 as radioligand",,,CHEMBL616064,,10576,,,,B,,Striatum
1120,,17136,Expert,10116.0,,1,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat cortex membranes,,,CHEMBL616065,Membranes,10576,Rattus norvegicus,,,B,,
1121,,5778,Expert,10116.0,,1,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat cerebral cortex membranes,,,CHEMBL616066,Membranes,10576,Rattus norvegicus,,,B,,
1122,,13481,Autocuration,,,1,Binding affinity towards rat hippocampal 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,,CHEMBL616067,,10576,,,,B,,Hippocampus
1123,,13481,Autocuration,,,1,Binding affinity towards rat hippocampal 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand; Not tested,,,CHEMBL616068,,10576,,,,B,,Hippocampus
1124,,13630,Intermediate,,,1,Binding affinity against rat hippocampal 5-hydroxytryptamine 1A (5-HT1A) receptor determined using [3H]8-OH-DPAT as radioligand,,,CHEMBL616069,,10576,,,,B,,Hippocampus
1125,,16245,Expert,,,1,Binding was determined on 5-hydroxytryptamine 1A receptor in rat hippocampal membranes,,,CHEMBL616070,,10576,,,,B,,
1126,,14509,Autocuration,,,1,Binding affinity was evaluated against 5-hydroxytryptamine 1A receptor on rat hippocampus using [3H]8-OH-DPAT as radioligand,,,CHEMBL616071,,10576,,,,B,,Hippocampus
1127,,14509,Expert,,,1,Binding affinity against 5-hydroxytryptamine 1A receptor on rat hippocampus using [3H]8-OH-DPAT as radioligand.,,,CHEMBL616072,,10576,,,,B,,Hippocampus
1128,,14509,Autocuration,,,1,Binding affinity was evaluated against 5-hydroxytryptamine 1A receptor on rat hippocampus using [3H]8-OH-DPAT as radioligand.; ND = Not determined,,,CHEMBL616073,,10576,,,,B,,Hippocampus
1129,,14509,Autocuration,,,1,Binding affinity was evaluated against 5-hydroxytryptamine 1A receptor on rat hippocampus using [3H]8-OH-DPAT as radioligand; ND = Not determined,,,CHEMBL616074,,10576,,,,B,,Hippocampus
1130,,14256,Expert,,,1,Binding affinity was evaluated by determining in vitro displacement of [3H]8-OH-DPAT from the central 5-hydroxytryptamine 1A receptor recognition site in rat frontal cortex homogenate.,,,CHEMBL616075,,10576,,,,B,,
1131,,11139,Autocuration,,,1,Binding affinity was evaluated by using [3H]8-OH-DPAT radioligand by using competitive binding assay on 5-hydroxytryptamine 1A receptor,,,CHEMBL616076,,10576,,,,B,,
1132,,11047,Expert,10116.0,,1,Binding affinity for 5-HT1A measured by displacing [3H]8-OH-DPAT from rat cortical membranes; Not determined,,,CHEMBL616077,,10576,Rattus norvegicus,,,B,,
1133,,11047,Expert,10116.0,,1,Binding affinity for 5-hydroxytryptamine 1A receptor measured by displacing [3H]8-OH-DPAT from rat cortical membranes,,,CHEMBL616078,,10576,Rattus norvegicus,,,B,,
1134,,11047,Expert,10116.0,,1,Binding affinity for 5-hydroxytryptamine 1A receptor measured by displacing [3H]8-OH-DPAT from rat cortical membranes;ND-Not determined,,,CHEMBL616079,,10576,Rattus norvegicus,,,B,,
1135,,2395,Expert,10116.0,,1,Binding affinity against [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells,485.0,,CHEMBL616080,,10576,Rattus norvegicus,CHO-K1,,B,,
1136,,9699,Autocuration,,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor,,,CHEMBL616081,,10576,,,,B,,
1137,,12028,Expert,10116.0,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [125I]trans-8-OH-PIPAT in membrane homogenates of hippocampal tissue of rat brain,,,CHEMBL616082,,10576,Rattus norvegicus,,,B,,Hippocampus
1138,,12028,Autocuration,,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in membrane homogenates of hippocampal tissue of rat brain,,,CHEMBL616083,,10576,,,,B,,Hippocampus
1139,,5815,Autocuration,,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat cerebral cortex,,,CHEMBL616084,,10576,,,,B,,
1140,,16616,Expert,,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenates,,,CHEMBL616085,,10576,,,,B,,
1141,,5815,Autocuration,,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]-8-OH-DPAT,,,CHEMBL616086,,10576,,,,B,,
1142,,2761,Autocuration,,,1,"Binding affinity towards 5-hydroxytryptamine 1A receptor using 0.1 nM [3H]-8-OH-DPAT (8-hydroxy-2-(di-n-propylamino)tet-ralin), from rat hippocampal homogenate",,,CHEMBL616087,,10576,,,,B,,Hippocampus
1143,,13133,Expert,,,1,Binding affinity was determined against 5-hydroxytryptamine 1A receptor using [3H]WB-4101,,,CHEMBL616088,,10576,,,,B,,
1144,,10444,Autocuration,,,1,Binding affinity was determined against 5-hydroxytryptamine 1A receptor was determined in male Sprague-Dawley rat brain.,,,CHEMBL616089,,10576,,,,B,,
1145,,13278,Expert,10116.0,,1,Binding affinity was measured against 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT by lysergic acid amides,,,CHEMBL616090,,10576,Rattus norvegicus,,,B,,
1146,,15874,Autocuration,,,1,Binding affinity was measured on cloned rat 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,,,CHEMBL616091,,10576,,,,B,,
1147,,10552,Autocuration,,,1,"Binding affinity of the compound towards 5-hydroxytryptamine 1A receptor sites, in rat striatum membranes using [3H]- sandoz 205-501 as radioligand",,,CHEMBL616092,Membranes,10576,,,,B,,Striatum
1148,,11130,Autocuration,,,1,Binding constant against 5-hydroxytryptamine 1A receptor (in vitro),,,CHEMBL616093,,10576,,,,B,,
1149,In vivo,11130,Autocuration,,,1,Binding constant against 5-hydroxytryptamine 1A receptor (in vivo),,,CHEMBL616094,,10576,,,,B,,
1150,,14542,Autocuration,,,1,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]-8-OH- -DPAT in rat brain cortex,,,CHEMBL616095,,10576,,,,B,,Brain
1151,,13670,Expert,10116.0,,1,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor,,,CHEMBL616096,,10576,Rattus norvegicus,,,B,,
1152,,9888,Expert,,,1,Binding affinity at [3H]8-OH-DPAT-Labeled 5-hydroxytryptamine 1A receptor sites in rat brain hippocampal membranes,,,CHEMBL616097,,10576,,,,B,,
1153,,3678,Expert,10116.0,,1,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus membranes,,,CHEMBL616098,Membranes,10576,Rattus norvegicus,,,B,,
1154,,11332,Autocuration,,,1,Compound was evaluated for in vitro binding affinity towards 5-hydroxytryptamine 1A receptor in rat hippocampus using [3H]8-OH-DPAT as radioligand,,,CHEMBL616099,,10576,,,,B,,Hippocampus
1155,,11332,Autocuration,,,1,Compound was evaluated for in vitro binding affinity towards serotonin 5-hydroxytryptamine 1A receptor receptor in rat hippocampus using [3H]8-OH-DPAT as radioligand,,,CHEMBL616100,,10576,,,,B,,Hippocampus
1156,,1185,Expert,,,1,Ability to displace [3H]-8-OH-DPAT from serotonergic 5-hydroxytryptamine 1A receptor,,,CHEMBL616101,,10576,,,,B,,
1157,,2014,Expert,,,1,Binding affinity at 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes by [3H]8-OH-DPAT displacement.,,,CHEMBL616102,,10576,,,,B,,
1158,,1185,Autocuration,,,1,Compound was evaluated for its ability to displace [3H]8-OH-DPAT from serotonergic 5-hydroxytryptamine 1A receptor,,,CHEMBL616103,,10576,,,,B,,
1159,,14429,Expert,,,1,Compound was evaluated for its binding affinity against 5-hydroxytryptamine 1A receptor from rat cerebral cortex,,,CHEMBL616104,,10576,,,,B,,
1160,,16288,Expert,,,1,"Binding affinity to 5-hydroxytryptamine 1A receptor (5-HT 1A receptor, serotonin receptor) from rat cortex using [3H]8-OH-DPAT as radioligand",,,CHEMBL616105,,10576,,,,B,,
1161,,5432,Expert,10116.0,,1,Displacement of [3H]prazosin from rat cortex membrane 5-hydroxytryptamine 1A receptor,,,CHEMBL616106,,10576,Rattus norvegicus,,,B,,
1162,,14429,Autocuration,,,1,Compound was evaluated for its binding affinity with 5-hydroxytryptamine 1A receptor using membranes prepared from rat cerebral cortex,,,CHEMBL616107,,10576,,,,B,,
1163,,13672,Expert,,,1,Binding affinity towards rat 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand.,,,CHEMBL616108,,10576,,,,B,,
1164,,11296,Expert,,,1,In vitro ability to displace [3H]8-hydroxy-2-(di-n-propylamino) tetralin binding from 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,,,CHEMBL616109,,10576,,,,B,,Hippocampus
1165,,11296,Autocuration,,,1,In vitro ability to displace [3H]8-hydroxy-2-(di-n-propylamino) tetralin binding from 5-hydroxytryptamine 1A receptor site.,,,CHEMBL616110,,10576,,,,B,,
1166,,14749,Expert,,,1,Binding affinity against rat 5-hydroxytryptamine 1A receptor in CHO cells.,449.0,,CHEMBL616111,,10576,,CHO,,B,,
1167,,15086,Expert,,,1,Binding affinity towards 5-hydroxytryptamine 1A receptor from rat brain using [3H]-8-OH-DPAT as radioligand,,,CHEMBL616112,,10576,,,,B,,
