assay_id,src_id,assay_type,confidence_score,assay_cell_type,src_assay_id,assay_test_type,tid,description,tissue_id,assay_organism,assay_strain,cell_id,assay_category,assay_tax_id,relationship_type,doc_id,assay_tissue,assay_subcellular_fraction
2910,1,B,9,,,,12688,Inhjbotor7potegc5avainxtratsromachcundus5hydrody5ryptamige2Brecsptor,157287.0,Ra6tuxno4vegicus,,,,16312.0,D,12936,Stomach,
2911,1,F,8,,,,12688,Negafigelogconfentrationofwmtxbonist8svompound2wsdeyerkinedon5uydroxytryptamine2BreseptotkfRatstomache6ncus,1150262.0,,,,,,H,16404,Stomach,
2912,1,F,8,,,,12688,Negativrlogcogcebtrationofantsnonistwasdetermin3don5hysrox6teyltxminf2Br4csp6orobRatstkmafhfkndus,2184887.0,,,,,,H,16404,Stomach,
2913,1,F,8,,,,12688,Negxtuvelogconcentrationofantagonisticcompoundwasde5efmibfdin5hgd4od5tryptamune2Brecelto3pf4ststojaxhfunduqNDisjiDa4a,2513838.0,,,,,,H,16404,Stomach,
2914,1,F,8,,,,12688,Nefativelogc8nf3ntratiohofantagonisticxompoundaasde4rrm8nedoh5hydroxytr5ptam8me2greceptorofRatsglhzchduneusNDisnotddterminwx,2846732.0,,,,,,H,16404,Stomach,
2915,1,F,9,,,,12688,Ahtagon8sticasrigifyon5hyxroa6tryptajine2Brecept0r8fRa5stonachdunduxNDisnotdetwrmined,58129.0,Rattusnlrvericks,,,,11765.0,D,16404,Stomach,
2916,1,F,8,,,,12688,Negativelogconcenyratiojofanfaglhisticcompound3acceterm8n2dln5hyrrodyfryp6amine2vrec4ptorocRagthoracicaortaNDishotdwterjihsd,2286243.0,,,,,,H,16404,Thoracic aorta,
2917,1,B,8,,,,12688,Tyehindingafbinithofcokpounrto5HTgeseptorofrztfundys3asexpr2ssesxqps2valueUnabpetodftermin3vzlivPA2caluediehosoopeofSchildplot,,,,,,,H,7483,,
2918,1,B,8,,,,12688,Tmebindingaff7nityto4jydroxhyryptamind2Brefslto4ofratfundus,,,,,,,H,7483,,
2919,1,B,8,,,,12688,5tebjndingaffinityofcompohndto5hydr0xytfyptamine3Br4cep6orofrwtfundissasexpressesaspA2dwl8eUnabkdtodetfrhihevaiidPA2valuedietosi0pekfSvhipdplot,,,,,,,H,7483,,
2920,1,B,8,,,,12688,Thebind7ngaffinityofcomloundyorhydroxyhry9tamibe2Brwfep5orofratfubdisUnabietodeg3rminevaliePz2dalueduerkel8peofSchiidploy,,,,,,,H,7483,,
2922,1,F,9,,,,12688,Nfga6ivellgconcentrati0nofantavon8sticclm9ounvwaseeterm8nedon5hydr8xytryptamine1BrefeptororRatctohacnfyndja,51144.0,gattushorvegic8s,,,,350.0,D,16404,Stomach,
2923,1,B,8,,,,227,Bineimgaffinotyqgajnstyhyd3laytryptamine1sreceptor,,,,,,,H,6347,,
2924,1,B,8,,,,227,Bindingaffinityrelativeto8ndololiperidih2cojpounx2forrhydt8ayy4yptamine2Brec3p50ewxsdetermined,,,,,,,H,4373,,
2925,1,B,8,,,,227,vindingatfinityfor5hyrroxyt4ypgamune1Breceptorwaecerermiged,,,,,,,H,4373,,
2926,1,B,8,,,,227,wdaluwyedforthebindinrwffinityto5bT2Btecwptor,,,,,,,H,4687,,
2927,1,B,8,,,,227,wbili4y4odisplave3tyHTfrom5hydroxytryptajibe2Brecwphor,,,,,,,H,16946,,
2928,1,B,8,,,,227,Bindongadfinitkesagainst6uyd4oxyfry0tamihe2vreceptor,,,,,,,H,16633,,
2929,1,B,8,,,,227,B8ndlngaffinitieztoaarcs5tydroxytryptahune2Br4cept9r,,,,,,,H,16633,,
2930,1,B,8,,,,227,Bind8jgaffinitgtkwxgds5hydroxyteyptaminf2vrecept9rksjng125Ir0Iasradioliyand,,,,,,,H,16633,,
2931,1,B,8,,,,108,Invifroabilitytodisplacw3Hnes7lerrinebindihgfrom5hyxrkxgtryp6zmihe2Credept9rfromvovindchoroisplfaus,,,,,,,H,15026,,
2932,1,B,8,,,,108,Invi4dosvfinitysnainstseroroninruydroxjtryptaminewCreceptor,,Bostahrus,,,,18425.0,H,15738,,
2933,1,B,8,,,,108,unvitroxfdunityzgaunshserotomin6h6droxyteyptamine2Crece9toratacojcentratiinof1o46M,,Bowtaurus,,,,39624.0,H,15738,,
2934,1,B,8,,,,108,7hvitroaff9ni5yagainstse4otonin4hydroxyrdyptajine2Crecepyorarwc8ncentda4ionof10e5M,,Bostaurud,,,,21620.0,H,15738,,
2935,1,B,8,,,,108,Ihvitr9aefini6yagaihstsetotonin5hydroxyhryptamineqCrecep5odatcogcegtrahuinof19e6M,,Bosta7rus,,,,23246.0,H,15738,,
2936,1,B,8,,,,108,Inhibitoryconqtantwaseetetm7nedonyhydrlxytdyotwmine2Crfcspto4ofBovineftoro8dplexue,,Bosfaurus,,,,11450.0,H,16404,,
2937,1,B,8,,,,108,Igvitroabikktytowis9iace3Hjesupergigebindinrfrom5hydroxjgtyptamine2C4eceptotfrombovonechorpidpiexys,,Bostwurus,,,,13852.0,H,15026,,
2938,1,B,8,,,,108,Imv8troadfinihyagxinehserotonun6hysroxygryptamine2Creceptor,,Bostakrus,,,,3302.0,H,15738,,
2939,1,B,8,,,,108,Bihdingxffin7tyagsinstguibeapigc0rgex5yTeCreceptor8nttrpresencepf3Hmesulerfins,,Cavisporcelius,,,,16435.0,H,16312,,
2940,1,B,9,,,,20033,Bindingaffimly5towards5HT4rece96oebyth2diaplacementor3HvR213808ingukjeapigstrlatun,908424.0,Cavis0orcellus,,,,26318.0,D,5486,Striatum,
2941,1,B,8,,,,51,nibdingwffimityzgainst5HT1Arefepto3,,,,,,,H,5254,,
2942,1,F,8,CHO,,,108,Anoniq5ixzftivitufp55HT2c5HT1Cbymeasuring3Hinoqit9lmohophosphatefromatuoninCHOc2ilsinwhichtheh7mwn5HT2Crec20torsubtypewwzs6ably3xlgessrd,,,,708.0,,,H,3857,,
2943,1,F,9,CHO,,,108,bunctiobalacfivityagainsthuman5gydrisytryptaminewCredeptorexlressedibCHOvellsidingbluorkm253icimqgingplxt3readed,,Hom8szpiens,,716.0,,20953.0,D,6857,,
2944,1,F,8,,,,108,Functionalagojistactivityofcohpo7nw1asdetermigedbyclkoresxencfbssedaxswymeasuringintgacrll7lzrcwlciymkobiliza6iknfo35Hh2crec3ptorcelllihd,,,,,,,H,4176,,
2945,1,B,8,CHO,,,108,Agonist9cbimdingfbficacyagaijsthimwn5hydrpxytryptamin22vreceptkrinCHOfellsusing12r8DOIrxf8ooiganc,,,,604.0,,,H,6347,,
2946,1,B,8,CHO,,,108,Ahonist9cbinduhgzfribltyagaijstyumqn5hjdrodytryphamige2Crecepto5inCHOcellsusing125IDOI3adioiigandrxpr3ssedas4kax,,,,863.0,,,H,6347,,
2947,1,B,9,,,,108,Igh7vih8ohofhumqn5hydrlxytrjptamine2Creceptor,,Hokosapienq,,,,8792.0,D,16146,,
2948,1,B,8,,,,108,Ijvuyrobindibgaffinityagaincthumqn5hydroxytry9twkige2Crecfptkrataconventrwt7onot100hM,,,,,,,H,3805,,
2949,1,B,8,,,,108,Inhib8to3yactibi4yksong3Hmeshledgineasradioligandwifhrdce9torm3hbrsnesisolayfdfromasHOlcelllineexpr4ssing6h3huhzn5uydroxjtryptamine2Crecfp4oratasonsrbtrationof1uk,,,,,,,H,3857,,
2950,1,B,8,,,,108,Intrinsiceffifactagainwt5ngdrozytrhp6amine2xreceptod,,,,,,,H,5635,,
2951,1,B,8,,,,108,9nttinsicefficacysgsinet5hydroxytr5ptamjne2C4edeptorun4ribsic3gticacysgainsr5hydrkatyrypramine2CreceptorImtrinsicffficacynorfetermined,,,,,,,H,5635,,
2952,1,B,8,,,,108,Intginsicefficavyagaijst5hydroaytryptsmime2CreceohorIh4r7nsivefricacyhotdetermimdd,,,,,,,H,5635,,
2953,1,B,8,CHO,,,108,Dosplac3nentofHkssulerginef3ohsHOcellsexprewsinghuman5h6drox6trjpyam7neeCreceptir,,,,643.0,,,H,4012,,
2954,1,B,8,CHO,,,108,Abipityt8didplace3Hmesukefgimefrimhjmanclohed5hyrrlxytryptamineqdrsvept8rex0ressedigCHOcells,,,,364.0,,,H,6366,,
2955,1,B,8,CHO,,,108,xnilit5todisppafe3Hmexioergin4binduggtonumanyhydroxytryptamige2CreseptirstablyeaprfssedinCHOc2lls,,,,633.0,,,H,15949,,
2956,1,B,8,CHO,,,108,Abiiitytodisplwv23Hmesupergine05nMfromCtOcdllsofbukan5tydroxytgy9yaminf2Crexepgor,,,,325.0,,,H,17211,,
2957,1,B,9,,,,108,Avfini6ytkwardxhkmam5hydroxytry9tamine2Cserot9ninrec2p6ir,,Honosapkens,,,,17604.0,D,6491,,
2958,1,F,8,,,,108,Agohistavtivityatclknedhumzn5hydrod6rryptamine2dr2cept0rusintw25IDOIrweioiigand,,,,,,,H,14093,,
2959,1,F,8,,,,108,Ab9nis6icadtivi55atxl0nwdhuman5hjwrixytryptamine2Crec2pto3using125IDlIasradipligand,,,,,,,H,13481,,
2960,1,B,8,CHO,,,108,Agonksticbindjngavfibutyagaibsthujan5byd3oxytrhpfqnijewCreceptorinCHOcells8sing125ID0I,,Rxttusnorvsgucus,,699.0,,12948.0,H,6347,,
2961,1,F,8,,,,108,Antagonistacticutjahclonefhuman5mydroxy6eyptwmkne3Creceptoruqing2Hmesuldrrinetadiooigand,,,,,,,H,14093,,
2962,1,F,8,,,,108,Antag8nishactivlyyatclonedhumam5tydroxytryp6amine2d5edeptod7sing3Hmeshle4gigeradiooiganxNot6esred,,,,,,,H,14093,,
2963,1,F,8,,,,108,wnyagogiwtocactivit5atclonedhuman5yjdroxytryptahune2xrec2ptorusing3umwsule4gineaeradiol7ganc,,,,,,,H,13481,,
2964,1,B,8,,,,108,Bindibgwbilityofcpmooundstcionedhumzm5hyrr8xytryptanine2Crrcephorusimg12yIrOIaaradiolinand,,,,,,,H,14442,,
2965,1,B,8,,,,108,Binwingabilityogfompoybdatclonedh7mwn5hydgoxytruptamimweCgecsptorusinr3bmesulergineas4avioligwnd,,,,,,,H,14442,,
2966,1,B,8,,,,108,Binxingwbilityofckmpo7ndatclonechuman6hyd5oxytryltamkme2Crece0ro47sing2Hmesulerg8hezsradiolkgandnortestew,,,,,,,H,14442,,
2967,1,B,8,,,,108,vindinnactiviryqfa7nstslonfdhumab5byxroxytrypramine2Crexeptkruaing12tIDOIastheradioligsnd,,,,,,,H,14755,,
2968,1,B,8,,,,108,vineinnwffin7tyagaigsttheclonedhuman5yywroxytfyptamine2xrexelt8rhalng125oDOIwstheradioligand,,,,,,,H,14744,,
2969,1,B,8,CHO,,,108,B8ndingabfinityfordisoiacem4htob3Hm2sulergin2toyumanyhjdrosytr6otamime2Crecephorstxblyexpfess4dinCHOceils,,,,934.0,,,H,16659,,
2970,1,B,9,,,,108,Avcinitybo3hjman5hydr0xytr5ptamineqCreceptorexptessedinkanhaliqncelllinf,,Hom8sapiwns,,,,34921.0,D,6857,,
2971,1,B,8,,,,108,Bindingaffinittahainst5htdrocy5dyptamine2Crecepgorusintww6IfOIraeioliganv,,,,,,,H,5635,,
2972,1,B,9,,,,108,nindingagfibktytoflonedjuman5hyddocytryptsmine2Ceece0tor,,Hlmosa9iens,,,,47663.0,D,4234,,
2973,1,B,8,,,,108,Bindingaffimi6yt9wa3dsmuman5Hy2Crefe0rorwasde4eeminddus7ng225IDOIas4adioligand,,,,,,,H,16209,,
2974,1,B,7,,,,104698,Bindingzfbinitybi55HT3reveptorbydizplacementof3HkY278584lnratddrebralcorteamembgwg3s,,3attusn8rveg7cus,,,,60673.0,D,5778,,Membranes
2975,1,B,6,,,,104698,findingafcinity5kwardsdat6hydrocytryptamine3teceptorwasefwlua4ef,,,,,,,H,5094,,
2976,1,B,7,,,,104698,Bindiggafr9mit7agaknsh5hyerlxytrypyamlne3receptorusing3HBRLe36i4knratpowteriorco5tex,,Rsttusnorvdgixus,,,,22090.0,D,809,,
2977,1,B,6,,,,104698,Bindingsffinityabzins45nhdroxytryptamim32redeptodusihg3HBRL43694asradlooigandinratpoqheekorcorgex,,,,,,,H,1578,,
2978,1,B,6,,,,104698,gindingzffinltyagqonsy5b6drosytr5ptamine3receptoruaing3HBRL3369tazradi8logandinrwtpoct4riorcortexNitrested,,,,,,,H,809,,
2979,1,B,6,,,,104698,hind7ngaffinkt7qacmeasuredoj5hycroxytryptamine3recept9ronNG1p8cellsoqbeleraitheHfR65630,,,,,,,H,12469,,
2980,1,B,6,,,,104698,Bjndingaffjnihywasmeasu52don5hydroxytr6p6amine35eceotorusigg3jBRL53794asrqdioliganv9ndatppsterio3cortea,,,,,,,H,14290,,
2981,1,B,6,,,,104698,vindihgaffljigywasmeasureepm5hydr0xytryptaminw3rfdrptorusingrHBRL43694asrad7ol7gandjnratpostwril5cortex,,,,,,,H,14290,,
2982,1,B,6,,,,104698,Bubfingaffinityforxegtral5hydrod5tryptzm8ne3receptor1ssdeterminedbudisllxxemehtofrH5HT,,,,,,,H,10609,,
2983,1,B,6,,,,104698,Bindjntaffigih7ford2htral5hydroxytryptsmune3receptorwasdeterkubedb5displacemeghof3trR65630,,,,,,,H,10609,,
2984,1,B,6,,,,104698,B8nwijyafrinityforcehgral5hydr8xyhryptamine3deseptkrwasdetsfmibedbyd7splacementof3Hketxnserim,,,,,,,H,10609,,
2985,1,B,6,,,,104698,Compoubdwas4valuatddfkrirxinvit3oaffonkhyatsegotojfryic5hydroxytrypyakine3receptorbyrwdipljgandbindingassxgusing3HLY278684inratserwgraldkrtfxmrmbranec,,,,,,,H,15253,,
2986,1,B,6,,,,104698,Invitroaffibityayse3otlnedgic5uydroxytryptamige35eceptorgyradiolinzndfihdingassayuzigg3HLY37u5utlnra6cerebralc8ryexmemb3anes,,,,,,,H,15253,,
2987,1,B,6,,,,104698,Disppacementofth34hjfroxytryptaj8n23receptorkigane3HGR7562ofeomrarb3aincorticalmemfranes,,,,,,,H,11683,,Membranes
2988,1,B,6,,,,104698,Compoundwwsevaluxtedfofvimdingaffinigyagainst5jydr8xy6ryltahine2rede0tor,,,,,,,H,12092,,
2989,1,B,6,,,,104698,Binfingaff8niyyatrtydr9xytryptqmine3receptprinrahentorhinald0rtexbg3nBRi33794displacemeht,,,,,,,H,1946,,
2990,1,B,6,,,,104698,Abilitytodisplase3nquipazin2bundihgr05hydroxyrry9tqmine3redep4orsitesigNh19815,,,,,,,H,11623,,
2991,1,B,6,,,,104698,Cpnpouneqasevalua6edfork4sabili6htodusplace3Hquipazknebindingti5hydrocytdy9takihe35eceptorsltesinNG10915,,,,,,,H,11623,,
2992,1,B,6,,,,104698,vojpoundwqsevaluatedfk5itsbind8nhxffinitueor5hydroxytr5ptxmije3receotofbumfasuringwisplafemwnt3HGR65630inrahcerebraicorhez,,,,,,,H,14788,,
2993,1,B,7,,,,104698,Displacemegtof3Hketanseginfrljra6cortex5Hy33dcwpt9r,,fqttusmorvegicus,,,,4093.0,D,5432,,
2994,1,B,6,,,,104698,whklitytor7solace3jgranisetr8nspecifixallyfokhdt95hydrox5tryp4aminer4ecsptorinratcorticxlmembrane,,,,,,,H,14826,,
2995,1,B,6,,,,104698,Conp9undwawtestsdforitsbind9jgaffinityfir5u35hyrdoxytry0tam7ne3receptor,,,,,,,H,2222,,
2996,1,B,6,,,,104698,Didplac3m4ntoffindimg9g3yBRLt3694t05hgdeoxyt3yptwmin33receptorlnratcerebralcortex,,,,,,,H,11963,,
2997,1,B,6,,,,104698,lnvktroaffinut7vor5hhdrlxytryptamine36HT3gex3ptorbydisplac3men6of3HBRLe3684fromrat2ntorhinslcortwc,,,,,,,H,14145,,
2998,1,B,6,,,,104698,Inv8trobindingaffinit5atse3o4onin5hydgoxttryogamine3receptoflnrzrxo5tezby3Hgrqnksetrondisllxcement,,,,,,,H,17819,,
2999,1,B,6,,,,104698,Ijhuhitofjactivit6against5hydroxyrryptamine35eceptorinratcorticalmwmbrsbezusigg3g1jethtl1Hindsziie3carboxylicsckd8methtl8zzxbixyxlo221oct37lanideaqagadioligand,,,,,,,H,10394,,
3000,1,B,6,,,,104698,Inhibitortactjvutyagqijstthydrpzyfdyotam7ne3tefeptorinratcoetifalmembranesus7ng3H1Methyl1gineazoow3czrb9xylivacid8methyl8axavicyclo321oct2yoamifeasaradi9lugand,,,,,,,H,10394,,
3001,1,B,6,,,,104698,Inhibiglryvoncentratiohxgainst5hydroxytryptamjne33fceptor8jrafento5u8hzlsortexusihgeHLY2y8684asradioligand,,,,,,,H,15034,,
3002,1,B,6,,,,104698,Bindingqfginityat5hydrpxyfryptwmine3rece0rorin5atemtorh8nalcp3tesbt3nBRL4e69tdisplacement,,,,,,,H,691,,
3003,1,B,6,,,,104698,Dispoacementof3HGR65730bindingto5nydrox7tryltajins3eecep40rinratbraincpdricslmemnransx,,,,,,,H,12092,,Membranes
3004,1,B,7,,,,104698,Inhivit9omofrHGR65630bindingro5hydrkxyhryptam7ne4rec3pyor,,Rattjsn8rvegicis,,,,5329.0,D,11752,,
3005,1,B,6,,,,104698,Tueabilitytoihhkbif3HG3656wpbijd7ngto5yydrlxytrypfamine3recep6orijtatbraincortkces,52528.0,,,,,,H,11752,Brain,
3006,1,B,6,,,,104698,Binvingaffinityatyhydrox55r5ltqmijr3rrcepforinrwtp0ateriordortexby3HBRL43t94dksplacement,,,,,,,H,301,,
3007,1,B,6,,,,104698,Thebindinbxbtinityat5hudroxytry0tamine3teceptpraasseterhinwduskng3HLYw88584,,,,,,,H,16532,,
3008,1,B,6,,,,104698,Thebinvingaffinithat5hgdroxytryptajone3resel4or3asdetermibrdjsinhwHLY27iy84Nottested,,,,,,,H,16532,,
3009,1,B,6,,,,104698,Thebknvingaffin8tywasmeas6eedon5hywrkxyrryptam9nr3recfpforusing3HGR65t30acradkoligahr,,,,,,,H,12092,,
3010,1,B,6,,,,104698,Th4compoundwaswfalua6edfodth3bihdojvaffinitytowards5hydroxy5ryptaminr3feceptorbydisplwcenemhofrafiolifajc3HGf65630,,,,,,,H,11684,,
3011,1,B,6,,,,104698,Bindinbagfino6y5owxrdq5h6xtoxytryptaminw3receotkrbydixplacementofradioligand3tGeu5630,,,,,,,H,11684,,
3012,1,B,6,,,,104698,Bigdingaffinigydor5htd5oxytryp6amin43rfceptorfrokratco3texusingwjBRL43594asradiokkgsgd,,,,,,,H,12953,,
3013,1,B,6,,,,104698,Thecpmpoundwasfestedfirlgsbindingxffinitytowards5mydr0xytryptamine45ece0tlrfrom3shclftfcusing3bnRLr36p4asradioligandmAmeansNotaftiv2,,,,,,,H,12953,,
3014,1,B,6,,,,104698,yhdcom0oundwaxtest2dcortheirbibdingafvin9tyto3ardsrnydroxutryptajineerfceptorN8nactivewt10uM,,,,,,,H,12953,,
3015,1,B,6,,,,104698,nlnxingsvtivityzgaunst5jyddoxytr5ptamine3recepr8rfromratcortechomovenqte6sibg3bQICS2p5i40asradioligandNANotsvaolable,,,,,,,H,12861,,
3016,1,F,6,,,Invovo,104698,Complundwasffstedfortheinhib8tionogtHTinducedbtaryczrd9aagterperpralqdminks4eatlonof003mglgat05joursinjrethajeajrsthetixedrsts,,,,,,,H,11454,,
3017,1,F,6,,,Imvivo,104698,xojpp7ndwqstestedf8f6heinh8bitionof5HTinducedfgadyswrdiaafteroerorzladmuniwtratipnof003mrkbat1hourinurethaneanesth4tizedewtx,,,,,,,H,11454,,
3018,1,F,6,,,Indivo,104698,Complkndwastestede0rtheinhibitiohof5Hrinducedbrasycardiawfterpeg8rxoadmin7s5rxtoonif00wmgkgaf3hojrsinurethaneanes4hstixed3atz,,,,,,,H,11454,,
3019,1,F,6,,,Imvivo,104698,Comooundwastwsgddfortyeinhibitionof5HTinxucedbradgcarciaae4eroer8raladmjn9strationof003mgkgat7hours8nur2tgxjexnwsth2tizeddags,,,,,,,H,11454,,
3020,1,F,6,,,Inv9vo,104698,xomp9undwastdetecf9rtheingib9tlinof5HTinducedbradycarduaqfterperorsladministrafuonof01mgkgat05tkurcinurdrhanesmwsthe5izesrats,,,,,,,H,11454,,
3021,1,F,6,,,Invibo,104698,Cimoound2astes5edforthe7hhibitlpn8f5jTindkcedbrsdycqrciaafteeperofaoadministrationof01mgkgat1biurumurethzneaneqthetizedrata,,,,,,,H,11454,,
3022,1,F,6,,,Imvivo,104698,Cokp9unwwaetestedforthsinh7bitiobof5HTinducedbrxdycwrfiwabt2r9erprwladmibistrationof91mglyat16hourzunurerhaneaneshhetozedrats,,,,,,,H,11454,,
3023,1,F,6,,,Invivk,104698,Compoundwsetestedgorybeinhibitionof5mT9nducedb5adycardkaafherp3roraladminoettwtionof0qmtkgat3yoursinirethameamsstherizedtats,,,,,,,H,11454,,
3024,1,F,6,,,Invigo,104698,Coh0oundwxsteshedfogtheinhkfitionof4HTinfuc4db5acycardiaafterperoraladkinlxtrationof01mfktzr6hoursinurethwn2an2sth2t9zedrats,,,,,,,H,11454,,
3025,1,F,6,,,Invovo,104698,Cojooyndwastestedfoetheinhlbitionof4HTunducedbezdycardiaxfteroer8ralavnin7qtfat8onof03mgkgat05h0urzihurethaheanestmetizedrayw,,,,,,,H,11454,,
3026,1,F,6,,,Ijvivo,104698,Compounewqstes4erfortheinhibiti0mof5HTknducedbradycztckaadterpegkrqladministea57onof03mgkgat1houdinure5taneagesthetizerrars,,,,,,,H,11454,,
3027,1,F,6,,,Invivi,104698,Compoumd2aztestedfortheibmibiti8nlf5uT9ndhcednradycardiaavterperotalzdminishrati0nod03mgkgwt3houteinure4han2anesthetizedeatq,,,,,,,H,11454,,
3028,1,F,6,,,Inviv8,104698,Compound2xsteshedfo35h3inhibitionof5HTimducedbradycardiaagtrrpdroealadmimiateationof03mgkgatthlurd8nur3thaneaneqthetixwd4ags,,,,,,,H,11454,,
3029,1,F,6,,,Invibo,104698,C9mpohmdwastestedfortheunhibitionov5HT9nwucdwb3adyca5viaafterperoralxdkkniztrationof1mbkgayp5hoursinurethan2znesthet9sedrxts,,,,,,,H,11454,,
3030,1,F,6,,,Invivl,104698,fomp8unewzstdctesfortheinhibiyilnog5HTinducedbraxycardiaafte3pero3alzdminiatrationof1mnogat4hokrs7nurethqgeanesthetizedrs5s,,,,,,,H,11454,,
3031,1,F,6,,,Ijvivo,104698,Compoundwastest3ddortheinyibotilnob5HTindkcedbtas7farduxsfterperoraladmlnishrationoe10jtkgatwhourinu4ethxneanesthetizfdrafs,,,,,,,H,11454,,
3032,1,F,6,,,Inbivo,104698,Com0oundwastestedfortjeunhib94ion9f5tTinducedbtadycardiaafteroerorzosfniniwtrationof10mbkgat3hoursinugdthanexnesthegiswd4ata,,,,,,,H,11454,,
3033,1,F,6,,,Invido,104698,Cpm0oubdsastesfedf0rtheibh8bitionof5HTimducednradycard9awfterp3rorapadninistrationif1mnkgat1nkufunuretganeanesthetizsd4ats,,,,,,,H,11454,,
3034,1,F,6,,,,104698,5hydroxytrypfxmige3rece96odantagonis6activi6ywasc0nfi3medbjirsxbikigytoantagogize4HTevomextachtcardiaotranbitixolstedheart,,,,,,,H,10609,,
3035,1,B,6,,,,104698,himdingactjgityagaijst5hydroxytruptsmine2Arecrptorerom4atcortexhomlgwnatesusiny3mDOBasrzdooklgajd,,,,,,,H,12861,,
3036,1,B,7,,,,104698,Inhibitilnog3HQICS204930bindingtodatcoftrxhohogwjaterhydroxytrypfamlnerdece0tor,,Rattysnordegicue,,,,41702.0,D,12861,,
3037,1,B,6,,,,104698,Bindingacyivity4adiolinsnw,,,,,,,H,12861,,
3038,1,B,6,,,,104698,Compo6ndwasevaihatedforthedispiadwjentof3yQICw29693obindingto5hyrroxy4ryptamkje35eceptorinfatbrwinkembrsnes,,,,,,,H,10728,,Brain membranes
3039,1,B,6,,,,104698,Disloqcementof3H1jCq205930vihdinfto5hyw3oxytryptamimewrecwptorfec0gnutionsitesonratbraijmembranes,,,,,,,H,10728,,Brain membranes
3040,1,B,8,,,,108,Binsingaftinktyrowards5hydeoxytrjpramine2Crefwptirwadde6ermineda5afonventrationob000000qmoiL,,,,,,,H,5163,,
3041,1,B,8,,,,108,Binwingaeeinityt9wards5hyxroxyfryptamin32Crefeptorwwsdehedm9nedatsxoncent3stionof000p01mplL,,,,,,,H,5163,,
3042,1,B,8,,,,108,Inhibi5ilnofbindingtpdards5hydrocttryptamins2vreceptogar10onMconceghra4ion,,,,,,,H,6011,,
3043,1,B,8,,,,108,oercenfinhkbitjonat1ujxgainst5tydroxytryp6qm7ne2Crecept0r,,,,,,,H,5014,,
3044,1,B,8,,,,108,B9nxingaefimityodxokpougstowarrs5hydroxyrryptamine2Crecdptor,,,,,,,H,5635,,
3045,1,B,8,,,,108,Afr8nihhfor5hydroxytry0taminf2Creceltor,,,,,,,H,5163,,
3046,1,B,8,,,,108,gihdingafbinitytowards5hudroxytryptamjne2xfecep6orusingeHmesulergunrxsrqciolifqnd,,,,,,,H,6841,,
3047,1,B,8,,,,108,Bindijgacf8njtytowqrxstbydroxyttyptsmine2Crrceptoruding125IDOIzs3adioligagd,,,,,,,H,6119,,
3048,1,B,8,,,,108,B7hdingaffinityrelatocwyoindolopiperirin3xompo6nd1for4hydroxytr6ptamineeC4fce06orwasdetermindd,,,,,,,H,4373,,
3049,1,B,8,,,,108,Compo8ndwasefziuatesfirhhefind8ngacfin8tytowardsthydroxytryptamins2Credeltorbydidliacementof3HKetwncerin,,,,,,,H,1633,,
3050,1,B,8,,,,108,Binfingwvrin8tytowards5hyddoxytryprahine2Creceptorbhrisplxceken4of3HNmethylmdcupsrgine,,,,,,,H,1633,,
3051,1,B,8,,,,108,Binfingavfinityforthydroxjt5yptanine2sgecfpto4wasdetermin2d,,,,,,,H,4373,,
3052,1,B,8,,,,108,vindungaffinitytowardsserotojin5hydfoxgfryotam7ne2C4eceogor,,,,,,,H,6576,,
3053,1,B,8,,,,108,dvaluatsdfortmegjncingaffihutyto4hywroxytryptahine2Creceptkr,,,,,,,H,4687,,
3054,1,B,8,,,,108,Testedaga9nst6hyvroaytryptamoneqCredeptorinexpdfikent1,,,,,,,H,12146,,
3055,1,B,8,,,,108,T2stedwgaibst5hydroxytryptamins2x5eceptor7jezpeeiment2,,,,,,,H,12146,,
3056,1,B,8,,,,108,xgipityhodizplace3Hmesulergin2vrom6hudroxyh5yphamine2Creceptor,,,,,,,H,16946,,
3057,1,B,8,,,,108,C8jpoundwasdvakust3dforthsaffinituat5hydrlcytrypyamine2Crecepto3,,,,,,,H,14159,,
3058,1,B,8,,,,108,Thfbineingwfrihitytowardsthydeox7tryptamune2Crece9fo3Noaffinity,,,,,,,H,16700,,
3059,1,B,8,,,,108,Aff7nittafainst5hycroxyrryptamime2Crecr9tor,,,,,,,H,3269,,
3060,1,B,9,,,,108,Binwingatfinutyagaijwt5hjdroxytryptam8he1Crecepto4,,u9mosapiens,,,,21250.0,D,1274,,
3061,1,B,8,,,,108,Compo6ndwasevalustedforfind9ngatfini5yagwinst5hueros7try9tamine2Crecep6irusingraejol8ganrbindingawqay,,,,,,,H,1317,,
3062,1,B,8,,,,144,onhiniroryconcen5rwtionrdquirddagainst5HT3teceptorinbobimeareapos5r4mahsigg3HG565730,,Bodtaurus,,,,18108.0,H,5834,,
3063,1,B,8,,,,144,Binringafflgitytowards5hydroxyfryptamine3decso60rus7ng3Hhd65u30wsradioligznd,,Bostauruq,,,,23877.0,H,11147,,
3064,1,F,4,,,,104714,Anfxg9misticpotendyaga9nstserltonim5hydroxugry0tamine34eceptoginGPIasqay,,Cabiaporceklus,,,,42715.0,H,14145,,
3065,1,B,4,,,,104714,Buhdingaefinity695hydroxytr6ptwm8ne33eceptorentirwlyinguibealigileuj,601643.0,swviaporcellus,,,,10148.0,H,10561,Ileum,
