rental_duration,rating,original_language_id,description,rental_rate,replacement_cost,length,film_id,release_year,language,title
4,PG,,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,0.99,27.99,171,906,2006,English,TRAMP OTHERS
4,PG-13,,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,0.99,10.99,168,907,2006,English,TRANSLATION SUMMER
3,G,,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,4.99,11.99,110,908,2006,English,TRAP GUYS
3,PG-13,,A Emotional Saga of a Car And a Madman who must Discover a Pioneer in California,0.99,28.99,102,909,2006,English,TREASURE COMMAND
3,PG,,A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft,0.99,19.99,87,910,2006,English,TREATMENT JEKYLL
7,PG-13,,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,4.99,14.99,64,911,2006,English,TRIP NEWTON
3,PG,,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,2.99,9.99,52,912,2006,English,TROJAN TOMORROW
3,R,,A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin,0.99,20.99,115,913,2006,English,TROOPERS METAL
6,PG,,A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan,2.99,13.99,61,914,2006,English,TROUBLE DATE
7,G,,A Thrilling Epistle of a Moose And a Boy who must Meet a Database Administrator in A Monastery,4.99,9.99,92,915,2006,English,TRUMAN CRAZY
3,G,,A Stunning Tale of a Man And a Monkey who must Chase a Student in New Orleans,2.99,10.99,80,916,2006,English,TURN STAR
3,R,,A Boring Drama of a Man And a Forensic Psychologist who must Face a Frisbee in Ancient India,2.99,24.99,152,917,2006,English,TUXEDO MILE
4,PG,,A Touching Display of a Frisbee And a Boat who must Kill a Girl in A MySQL Convention,4.99,23.99,152,918,2006,English,TWISTED PIRATES
3,G,,A Emotional Display of a Husband And a A Shark who must Succumb a Madman in A Manhattan Penthouse,4.99,17.99,82,919,2006,English,TYCOON GATHERING
3,G,,A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia,0.99,16.99,62,920,2006,English,UNBREAKABLE KARATE
7,PG-13,,A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat,2.99,29.99,172,921,2006,English,UNCUT SUICIDES
7,PG-13,,A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park,4.99,22.99,107,922,2006,English,UNDEFEATED DALMATIONS
7,R,,A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans,2.99,12.99,78,923,2006,English,UNFAITHFUL KILL
7,PG,,A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory,0.99,15.99,129,924,2006,English,UNFORGIVEN ZOOLANDER
3,R,,A Fast-Paced Reflection of a Cat And a Mad Cow who must Fight a Car in The Sahara Desert,0.99,27.99,164,925,2006,English,UNITED PILOT
5,NC-17,,A Amazing Documentary of a Woman And a Astronaut who must Outrace a Teacher in An Abandoned Fun House,2.99,11.99,120,926,2006,English,UNTOUCHABLES SUNRISE
6,NC-17,,A Fanciful Reflection of a Boy And a Butler who must Pursue a Woman in Berlin,2.99,16.99,174,927,2006,English,UPRISING UPTOWN
5,PG,,A Fateful Documentary of a Dog And a Hunter who must Pursue a Teacher in An Abandoned Amusement Park,2.99,16.99,84,928,2006,English,UPTOWN YOUNG
5,PG-13,,A Touching Display of a Explorer And a Lumberjack who must Fight a Forensic Psychologist in A Shark Tank,4.99,21.99,128,929,2006,English,USUAL UNTOUCHABLES
4,R,,A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia,2.99,23.99,145,930,2006,English,VACATION BOONDOCK
7,PG-13,,A Thrilling Display of a Husband And a Butler who must Reach a Pastry Chef in California,0.99,9.99,48,931,2006,English,VALENTINE VANISHING
3,G,,A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin,0.99,21.99,73,932,2006,English,VALLEY PACKER
4,NC-17,,A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention,4.99,11.99,126,933,2006,English,VAMPIRE WHALE
7,NC-17,,A Fast-Paced Saga of a Girl And a Forensic Psychologist who must Redeem a Girl in Nigeria,4.99,20.99,122,934,2006,English,VANILLA DAY
5,R,,A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California,0.99,17.99,142,935,2006,English,VANISHED GARDEN
3,NC-17,,A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention,2.99,21.99,123,936,2006,English,VANISHING ROCKY
7,NC-17,,A Action-Packed Character Study of a Astronaut And a Explorer who must Reach a Monkey in A MySQL Convention,2.99,14.99,85,937,2006,English,VARSITY TRIP
3,R,,A Lacklusture Tale of a Pastry Chef And a Technical Writer who must Confront a Crocodile in An Abandoned Amusement Park,4.99,14.99,173,938,2006,English,VELVET TERMINATOR
4,R,,A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan,2.99,17.99,90,939,2006,English,VERTIGO NORTHWEST
6,PG-13,,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,0.99,19.99,64,940,2006,English,VICTORY ACADEMY
4,NC-17,,A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia,4.99,10.99,145,941,2006,English,VIDEOTAPE ARSENIC
7,PG-13,,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,0.99,27.99,174,942,2006,English,VIETNAM SMOOCHY
4,PG-13,,A Boring Yarn of a Pioneer And a Feminist who must Redeem a Cat in An Abandoned Amusement Park,4.99,27.99,76,943,2006,English,VILLAIN DESPERATE
6,PG-13,,A Awe-Inspiring Documentary of a Robot And a Mad Scientist who must Reach a Database Administrator in A Shark Tank,4.99,29.99,179,944,2006,English,VIRGIN DAISY
5,R,,A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin,0.99,22.99,164,945,2006,English,VIRGINIAN PLUTO
3,NC-17,,A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,4.99,14.99,144,946,2006,English,VIRTUAL SPOILERS
5,PG-13,,A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank,0.99,16.99,59,947,2006,English,VISION TORQUE
6,PG-13,,A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse,0.99,22.99,139,948,2006,English,VOICE PEACH
6,NC-17,,A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback,0.99,27.99,157,949,2006,English,VOLCANO TEXAS
7,PG,,A Boring Tale of a Dog And a Woman who must Meet a Dentist in California,4.99,12.99,132,950,2006,English,VOLUME HOUSE
6,PG-13,,A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft,0.99,28.99,78,951,2006,English,VOYAGE LEGALLY
7,PG,,A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse,2.99,17.99,152,952,2006,English,WAGON JAWS
3,PG-13,,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,0.99,9.99,112,953,2006,English,WAIT CIDER
7,G,,A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin,4.99,18.99,73,954,2006,English,WAKE JAWS
7,PG,,A Insightful Panorama of a Teacher And a Teacher who must Overcome a Mad Cow in An Abandoned Fun House,4.99,19.99,135,955,2006,English,WALLS ARTIST
7,PG-13,,A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback,4.99,23.99,107,956,2006,English,WANDA CHAMBER
7,G,,A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies,4.99,26.99,80,957,2006,English,WAR NOTTING
6,G,,A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India,2.99,19.99,178,958,2006,English,WARDROBE PHANTOM
6,G,,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,2.99,10.99,83,959,2006,English,WARLOCK WEREWOLF
5,G,,A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert,2.99,15.99,128,960,2006,English,WARS PLUTO
7,R,,A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China,4.99,22.99,161,961,2006,English,WASH HEAVENLY
7,PG,,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,2.99,18.99,85,962,2006,English,WASTELAND DIVINE
5,PG,,A Fast-Paced Yarn of a Dog And a Frisbee who must Conquer a Hunter in Nigeria,0.99,12.99,78,963,2006,English,WATCH TRACY
4,G,,A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria,4.99,17.99,61,964,2006,English,WATERFRONT DELIVERANCE
6,G,,A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia,0.99,28.99,112,965,2006,English,WATERSHIP FRONTIER
3,PG,,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,0.99,14.99,70,966,2006,English,WEDDING APOLLO
5,R,,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,2.99,26.99,134,967,2006,English,WEEKEND PERSONAL
6,G,,A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery,4.99,19.99,79,968,2006,English,WEREWOLF LOLA
4,G,,A Intrepid Drama of a Butler And a Lumberjack who must Challenge a Database Administrator in A Manhattan Penthouse,4.99,29.99,159,969,2006,English,WEST LION
7,NC-17,,A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China,0.99,11.99,52,970,2006,English,WESTWARD SEABISCUIT
4,PG-13,,A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention,4.99,11.99,109,971,2006,English,WHALE BIKINI
4,PG-13,,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,4.99,24.99,59,972,2006,English,WHISPERER GIANT
3,NC-17,,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,4.99,27.99,183,973,2006,English,WIFE TURN
4,R,,A Beautiful Story of a Monkey And a Sumo Wrestler who must Conquer a A Shark in A MySQL Convention,0.99,24.99,181,974,2006,English,WILD APOLLO
6,R,,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse,2.99,22.99,137,975,2006,English,WILLOW TRACY
6,R,,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,0.99,12.99,111,976,2006,English,WIND PHANTOM
3,R,,A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery,2.99,25.99,85,977,2006,English,WINDOW SIDE
3,R,,A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station,0.99,12.99,98,978,2006,English,WISDOM WORKER
6,NC-17,,A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria,4.99,10.99,100,979,2006,English,WITCHES PANIC
4,PG,,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,4.99,12.99,75,980,2006,English,WIZARD COLDBLOODED
7,NC-17,,A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse,0.99,13.99,55,981,2006,English,WOLVES DESIRE
4,R,,A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia,0.99,23.99,126,982,2006,English,WOMEN DORADO
7,PG,,A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat,2.99,18.99,105,983,2006,English,WON DARES
3,NC-17,,A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat,2.99,20.99,126,984,2006,English,WONDERFUL DROP
4,PG,,A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station,4.99,19.99,111,985,2006,English,WONDERLAND CHRISTMAS
6,NC-17,,A Brilliant Saga of a Boat And a Mad Scientist who must Meet a Moose in Ancient India,2.99,24.99,85,986,2006,English,WONKA SEA
3,PG,,A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention,2.99,13.99,116,987,2006,English,WORDS HUNTER
7,R,,A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station,2.99,26.99,139,988,2006,English,WORKER TARZAN
4,R,,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,4.99,22.99,74,989,2006,English,WORKING MICROCOSMOS
3,PG-13,,A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park,0.99,13.99,171,990,2006,English,WORLD LEATHERNECKS
4,PG,,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,2.99,26.99,185,991,2006,English,WORST BANGER
5,NC-17,,A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery,0.99,17.99,176,992,2006,English,WRATH MILE
6,PG-13,,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,2.99,10.99,178,993,2006,English,WRONG BEHAVIOR
6,PG-13,,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,4.99,29.99,100,994,2006,English,WYOMING STORM
5,R,,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,4.99,11.99,86,995,2006,English,YENTL IDAHO
6,G,,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,0.99,9.99,183,996,2006,English,YOUNG LANGUAGE
4,NC-17,,A Touching Drama of a Teacher And a Cat who must Challenge a Technical Writer in A U-Boat,0.99,14.99,179,997,2006,English,YOUTH KICK
6,NC-17,,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,0.99,10.99,105,998,2006,English,ZHIVAGO CORE
5,R,,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,2.99,28.99,101,999,2006,English,ZOOLANDER FICTION
3,NC-17,,A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery,4.99,18.99,50,1000,2006,English,ZORRO ARK
