fsclr,dsrtfctn(mrkr),prjctnmbr,ntdmnt(prjct-lvlbdgt),ndgnssss(mrkr),sctrd,ctstlfrdvlpmnt(mrkr),fndcntrd,chldrnsss(mrkr),prgrmmngprcss(nw),knwldgfrdvlpmnt(mrkr),dvsnnm,mxmmcdcntrbtn(prjct-lvl),cntrrgnprcnt,stts,brnchd,trddvlpmnt(mrkr),cntnntnm,rgnstnclss,cntrrgnd,pbtp,rgnlprgrm(mrkr),bdvrst(mrkr),cntnntd,cntrrgnnm,prtcptrdvlpmntndgdgvrnnc,rbnsss(mrkr),thsss(mrkr),dsbltsss(mrkr),gndrqlt(mrkr),rgnstnd,rgnstnnm,rgnstntp,rgnstnsb-clss,prjctbrwsrcntrd,sctrnm,sctrprcnt,mntspnt
2009/2010,0,M013185001,30000000.0,0,31150,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0058,Operational,B5100,1,Africa,Multilateral,TG,Not PBA,0,0,2,Togo,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,TG,Agricultural inputs,0.1,17400.0
2009/2010,0,M013185001,30000000.0,0,31161,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0058,Operational,B5100,1,Africa,Multilateral,TG,Not PBA,0,0,2,Togo,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,TG,Food crop production,0.1,17400.0
2009/2010,0,M013185001,30000000.0,0,31166,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0058,Operational,B5100,1,Africa,Multilateral,TG,Not PBA,0,0,2,Togo,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,TG,Agricultural extension,0.1,17400.0
2009/2010,0,M013185001,30000000.0,0,31182,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0058,Operational,B5100,1,Africa,Multilateral,TG,Not PBA,0,0,2,Togo,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,TG,Agricultural research,0.1,17400.0
2009/2010,0,M013185001,30000000.0,0,31191,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0058,Operational,B5100,1,Africa,Multilateral,TG,Not PBA,0,0,2,Togo,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,TG,Agricultural services,0.1,17400.0
2009/2010,0,M013185001,30000000.0,0,31193,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0058,Operational,B5100,1,Africa,Multilateral,TG,Not PBA,0,0,2,Togo,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,TG,Agricultural financial services,0.1,17400.0
2009/2010,0,M013185001,30000000.0,0,31110,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0072,Operational,B5100,1,Asia,Multilateral,TJ,Not PBA,0,0,3,Tajikistan,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,TJ,Agricultural policy and administrative management,0.2,43200.0
2009/2010,0,M013185001,30000000.0,0,31120,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0072,Operational,B5100,1,Asia,Multilateral,TJ,Not PBA,0,0,3,Tajikistan,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,TJ,Agricultural development,0.2,43200.0
2009/2010,0,M013185001,30000000.0,0,31150,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0072,Operational,B5100,1,Asia,Multilateral,TJ,Not PBA,0,0,3,Tajikistan,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,TJ,Agricultural inputs,0.1,21600.0
2009/2010,0,M013185001,30000000.0,0,31161,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0072,Operational,B5100,1,Asia,Multilateral,TJ,Not PBA,0,0,3,Tajikistan,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,TJ,Food crop production,0.1,21600.0
2009/2010,0,M013185001,30000000.0,0,31166,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0072,Operational,B5100,1,Asia,Multilateral,TJ,Not PBA,0,0,3,Tajikistan,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,TJ,Agricultural extension,0.1,21600.0
2009/2010,0,M013185001,30000000.0,0,31182,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0072,Operational,B5100,1,Asia,Multilateral,TJ,Not PBA,0,0,3,Tajikistan,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,TJ,Agricultural research,0.1,21600.0
2009/2010,0,M013185001,30000000.0,0,31191,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0072,Operational,B5100,1,Asia,Multilateral,TJ,Not PBA,0,0,3,Tajikistan,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,TJ,Agricultural services,0.1,21600.0
2009/2010,0,M013185001,30000000.0,0,31193,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0072,Operational,B5100,1,Asia,Multilateral,TJ,Not PBA,0,0,3,Tajikistan,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,TJ,Agricultural financial services,0.1,21600.0
2009/2010,0,M013185001,30000000.0,0,31110,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.1777,Operational,B5100,1,Africa,Multilateral,TZ,Not PBA,0,0,2,"Tanzania,Un Rep",0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,TZ,Agricultural policy and administrative management,0.2,1066200.0
2009/2010,0,M013185001,30000000.0,0,31120,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.1777,Operational,B5100,1,Africa,Multilateral,TZ,Not PBA,0,0,2,"Tanzania,Un Rep",0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,TZ,Agricultural development,0.2,1066200.0
2009/2010,0,M013185001,30000000.0,0,31150,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.1777,Operational,B5100,1,Africa,Multilateral,TZ,Not PBA,0,0,2,"Tanzania,Un Rep",0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,TZ,Agricultural inputs,0.1,533100.0
2009/2010,0,M013185001,30000000.0,0,31161,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.1777,Operational,B5100,1,Africa,Multilateral,TZ,Not PBA,0,0,2,"Tanzania,Un Rep",0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,TZ,Food crop production,0.1,533100.0
2009/2010,0,M013185001,30000000.0,0,31166,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.1777,Operational,B5100,1,Africa,Multilateral,TZ,Not PBA,0,0,2,"Tanzania,Un Rep",0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,TZ,Agricultural extension,0.1,533100.0
2009/2010,0,M013185001,30000000.0,0,31182,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.1777,Operational,B5100,1,Africa,Multilateral,TZ,Not PBA,0,0,2,"Tanzania,Un Rep",0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,TZ,Agricultural research,0.1,533100.0
2009/2010,0,M013185001,30000000.0,0,31191,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.1777,Operational,B5100,1,Africa,Multilateral,TZ,Not PBA,0,0,2,"Tanzania,Un Rep",0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,TZ,Agricultural services,0.1,533100.0
2009/2010,0,M013185001,30000000.0,0,31193,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.1777,Operational,B5100,1,Africa,Multilateral,TZ,Not PBA,0,0,2,"Tanzania,Un Rep",0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,TZ,Agricultural financial services,0.1,533100.0
2009/2010,0,M013185001,30000000.0,0,31110,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Asia,Multilateral,YE,Not PBA,0,0,3,Yemen,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,YE,Agricultural policy and administrative management,0.2,48600.0
2009/2010,0,M013185001,30000000.0,0,31120,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Asia,Multilateral,YE,Not PBA,0,0,3,Yemen,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,YE,Agricultural development,0.2,48600.0
2009/2010,0,M013185001,30000000.0,0,31150,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Asia,Multilateral,YE,Not PBA,0,0,3,Yemen,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,YE,Agricultural inputs,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31161,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Asia,Multilateral,YE,Not PBA,0,0,3,Yemen,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,YE,Food crop production,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31166,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Asia,Multilateral,YE,Not PBA,0,0,3,Yemen,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,YE,Agricultural extension,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31182,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Asia,Multilateral,YE,Not PBA,0,0,3,Yemen,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,YE,Agricultural research,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31191,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Asia,Multilateral,YE,Not PBA,0,0,3,Yemen,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,YE,Agricultural services,0.1,24300.0
2009/2010,0,M013185001,30000000.0,0,31193,0,5461,0,Uncoded: Pre-APP,0,MED Economic Development,30000000.0,0.0081,Operational,B5100,1,Asia,Multilateral,YE,Not PBA,0,0,3,Yemen,0,0,0,0,1,1001306,World Bank,Foreign Non-Profit Making,IFI,YE,Agricultural financial services,0.1,24300.0
2009/2010,1,M013185002,182000000.0,0,31110,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1558,Terminating,B5100,1,Asia,Multilateral,BD,Not PBA,0,0,3,Bangladesh,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,BD,Agricultural policy and administrative management,0.2,5671120.0
2009/2010,1,M013185002,182000000.0,0,31120,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1558,Terminating,B5100,1,Asia,Multilateral,BD,Not PBA,0,0,3,Bangladesh,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,BD,Agricultural development,0.2,5671120.0
2009/2010,1,M013185002,182000000.0,0,31150,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1558,Terminating,B5100,1,Asia,Multilateral,BD,Not PBA,0,0,3,Bangladesh,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,BD,Agricultural inputs,0.1,2835560.0
2009/2010,1,M013185002,182000000.0,0,31161,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1558,Terminating,B5100,1,Asia,Multilateral,BD,Not PBA,0,0,3,Bangladesh,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,BD,Food crop production,0.1,2835560.0
2009/2010,1,M013185002,182000000.0,0,31166,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1558,Terminating,B5100,1,Asia,Multilateral,BD,Not PBA,0,0,3,Bangladesh,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,BD,Agricultural extension,0.1,2835560.0
2009/2010,1,M013185002,182000000.0,0,31182,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1558,Terminating,B5100,1,Asia,Multilateral,BD,Not PBA,0,0,3,Bangladesh,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,BD,Agricultural research,0.1,2835560.0
2009/2010,1,M013185002,182000000.0,0,31191,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1558,Terminating,B5100,1,Asia,Multilateral,BD,Not PBA,0,0,3,Bangladesh,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,BD,Agricultural services,0.1,2835560.0
2009/2010,1,M013185002,182000000.0,0,31193,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1558,Terminating,B5100,1,Asia,Multilateral,BD,Not PBA,0,0,3,Bangladesh,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,BD,Agricultural financial services,0.1,2835560.0
2009/2010,1,M013185002,182000000.0,0,31110,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1604,Terminating,B5100,1,Africa,Multilateral,ET,Not PBA,0,0,2,Ethiopia,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,ET,Agricultural policy and administrative management,0.2,5838560.0
2009/2010,1,M013185002,182000000.0,0,31120,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1604,Terminating,B5100,1,Africa,Multilateral,ET,Not PBA,0,0,2,Ethiopia,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,ET,Agricultural development,0.2,5838560.0
2009/2010,1,M013185002,182000000.0,0,31150,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1604,Terminating,B5100,1,Africa,Multilateral,ET,Not PBA,0,0,2,Ethiopia,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,ET,Agricultural inputs,0.1,2919280.0
2009/2010,1,M013185002,182000000.0,0,31161,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1604,Terminating,B5100,1,Africa,Multilateral,ET,Not PBA,0,0,2,Ethiopia,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,ET,Food crop production,0.1,2919280.0
2009/2010,1,M013185002,182000000.0,0,31166,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1604,Terminating,B5100,1,Africa,Multilateral,ET,Not PBA,0,0,2,Ethiopia,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,ET,Agricultural extension,0.1,2919280.0
2009/2010,1,M013185002,182000000.0,0,31182,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1604,Terminating,B5100,1,Africa,Multilateral,ET,Not PBA,0,0,2,Ethiopia,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,ET,Agricultural research,0.1,2919280.0
2009/2010,1,M013185002,182000000.0,0,31191,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1604,Terminating,B5100,1,Africa,Multilateral,ET,Not PBA,0,0,2,Ethiopia,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,ET,Agricultural services,0.1,2919280.0
2009/2010,1,M013185002,182000000.0,0,31193,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1604,Terminating,B5100,1,Africa,Multilateral,ET,Not PBA,0,0,2,Ethiopia,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,ET,Agricultural financial services,0.1,2919280.0
2009/2010,1,M013185002,182000000.0,0,31110,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.109,Terminating,B5100,1,America,Multilateral,HT,Not PBA,0,0,1,Haiti,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,HT,Agricultural policy and administrative management,0.2,3967600.0
2009/2010,1,M013185002,182000000.0,0,31120,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.109,Terminating,B5100,1,America,Multilateral,HT,Not PBA,0,0,1,Haiti,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,HT,Agricultural development,0.2,3967600.0
2009/2010,1,M013185002,182000000.0,0,31150,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.109,Terminating,B5100,1,America,Multilateral,HT,Not PBA,0,0,1,Haiti,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,HT,Agricultural inputs,0.1,1983800.0
2009/2010,1,M013185002,182000000.0,0,31161,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.109,Terminating,B5100,1,America,Multilateral,HT,Not PBA,0,0,1,Haiti,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,HT,Food crop production,0.1,1983800.0
2009/2010,1,M013185002,182000000.0,0,31166,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.109,Terminating,B5100,1,America,Multilateral,HT,Not PBA,0,0,1,Haiti,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,HT,Agricultural extension,0.1,1983800.0
2009/2010,1,M013185002,182000000.0,0,31182,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.109,Terminating,B5100,1,America,Multilateral,HT,Not PBA,0,0,1,Haiti,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,HT,Agricultural research,0.1,1983800.0
2009/2010,1,M013185002,182000000.0,0,31191,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.109,Terminating,B5100,1,America,Multilateral,HT,Not PBA,0,0,1,Haiti,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,HT,Agricultural services,0.1,1983800.0
2009/2010,1,M013185002,182000000.0,0,31193,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.109,Terminating,B5100,1,America,Multilateral,HT,Not PBA,0,0,1,Haiti,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,HT,Agricultural financial services,0.1,1983800.0
2009/2010,1,M013185002,182000000.0,0,31110,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.0389,Terminating,B5100,1,Asia,Multilateral,MN,Not PBA,0,0,3,Mongolia,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,MN,Agricultural policy and administrative management,0.2,1415960.0
2009/2010,1,M013185002,182000000.0,0,31120,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.0389,Terminating,B5100,1,Asia,Multilateral,MN,Not PBA,0,0,3,Mongolia,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,MN,Agricultural development,0.2,1415960.0
2009/2010,1,M013185002,182000000.0,0,31150,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.0389,Terminating,B5100,1,Asia,Multilateral,MN,Not PBA,0,0,3,Mongolia,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,MN,Agricultural inputs,0.1,707980.0
2009/2010,1,M013185002,182000000.0,0,31161,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.0389,Terminating,B5100,1,Asia,Multilateral,MN,Not PBA,0,0,3,Mongolia,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,MN,Food crop production,0.1,707980.0
2009/2010,1,M013185002,182000000.0,0,31166,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.0389,Terminating,B5100,1,Asia,Multilateral,MN,Not PBA,0,0,3,Mongolia,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,MN,Agricultural extension,0.1,707980.0
2009/2010,1,M013185002,182000000.0,0,31182,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.0389,Terminating,B5100,1,Asia,Multilateral,MN,Not PBA,0,0,3,Mongolia,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,MN,Agricultural research,0.1,707980.0
2009/2010,1,M013185002,182000000.0,0,31191,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.0389,Terminating,B5100,1,Asia,Multilateral,MN,Not PBA,0,0,3,Mongolia,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,MN,Agricultural services,0.1,707980.0
2009/2010,1,M013185002,182000000.0,0,31193,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.0389,Terminating,B5100,1,Asia,Multilateral,MN,Not PBA,0,0,3,Mongolia,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,MN,Agricultural financial services,0.1,707980.0
2009/2010,1,M013185002,182000000.0,0,31110,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1028,Terminating,B5100,1,Africa,Multilateral,NE,Not PBA,0,0,2,Niger,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,NE,Agricultural policy and administrative management,0.2,3741920.0
2009/2010,1,M013185002,182000000.0,0,31120,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1028,Terminating,B5100,1,Africa,Multilateral,NE,Not PBA,0,0,2,Niger,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,NE,Agricultural development,0.2,3741920.0
2009/2010,1,M013185002,182000000.0,0,31150,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1028,Terminating,B5100,1,Africa,Multilateral,NE,Not PBA,0,0,2,Niger,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,NE,Agricultural inputs,0.1,1870960.0
2009/2010,1,M013185002,182000000.0,0,31161,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1028,Terminating,B5100,1,Africa,Multilateral,NE,Not PBA,0,0,2,Niger,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,NE,Food crop production,0.1,1870960.0
2009/2010,1,M013185002,182000000.0,0,31166,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1028,Terminating,B5100,1,Africa,Multilateral,NE,Not PBA,0,0,2,Niger,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,NE,Agricultural extension,0.1,1870960.0
2009/2010,1,M013185002,182000000.0,0,31182,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1028,Terminating,B5100,1,Africa,Multilateral,NE,Not PBA,0,0,2,Niger,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,NE,Agricultural research,0.1,1870960.0
2009/2010,1,M013185002,182000000.0,0,31191,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1028,Terminating,B5100,1,Africa,Multilateral,NE,Not PBA,0,0,2,Niger,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,NE,Agricultural services,0.1,1870960.0
2009/2010,1,M013185002,182000000.0,0,31193,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1028,Terminating,B5100,1,Africa,Multilateral,NE,Not PBA,0,0,2,Niger,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,NE,Agricultural financial services,0.1,1870960.0
2009/2010,1,M013185002,182000000.0,0,31110,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1558,Terminating,B5100,1,Africa,Multilateral,RW,Not PBA,0,0,2,Rwanda,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,RW,Agricultural policy and administrative management,0.2,5671120.0
2009/2010,1,M013185002,182000000.0,0,31120,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1558,Terminating,B5100,1,Africa,Multilateral,RW,Not PBA,0,0,2,Rwanda,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,RW,Agricultural development,0.2,5671120.0
2009/2010,1,M013185002,182000000.0,0,31150,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1558,Terminating,B5100,1,Africa,Multilateral,RW,Not PBA,0,0,2,Rwanda,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,RW,Agricultural inputs,0.1,2835560.0
2009/2010,1,M013185002,182000000.0,0,31161,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1558,Terminating,B5100,1,Africa,Multilateral,RW,Not PBA,0,0,2,Rwanda,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,RW,Food crop production,0.1,2835560.0
2009/2010,1,M013185002,182000000.0,0,31166,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1558,Terminating,B5100,1,Africa,Multilateral,RW,Not PBA,0,0,2,Rwanda,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,RW,Agricultural extension,0.1,2835560.0
2009/2010,1,M013185002,182000000.0,0,31182,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1558,Terminating,B5100,1,Africa,Multilateral,RW,Not PBA,0,0,2,Rwanda,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,RW,Agricultural research,0.1,2835560.0
2009/2010,1,M013185002,182000000.0,0,31191,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1558,Terminating,B5100,1,Africa,Multilateral,RW,Not PBA,0,0,2,Rwanda,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,RW,Agricultural services,0.1,2835560.0
2009/2010,1,M013185002,182000000.0,0,31193,0,5282,0,Uncoded: Pre-APP,0,MED Economic Development,182000000.0,0.1558,Terminating,B5100,1,Africa,Multilateral,RW,Not PBA,0,0,2,Rwanda,0,0,0,0,2,1001306,World Bank,Foreign Non-Profit Making,IFI,RW,Agricultural financial services,0.1,2835560.0
