assay_id,confidence_score,variant_id,tissue_id,relationship_type,curated_by,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
1041,8,,,H,Autocuration,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1A receptor in HEK 293 cells using [3H]8-OH-DPAT.,B,,,,,
1042,8,,,H,Autocuration,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1A receptor in HEK293 cells, using [3H]8-OH-DPAT as radioligand",B,,,,,
1043,9,,,D,Expert,17200,In vitro inhibitory concentration required against [3H]8-OH-DPAT binding to cloned human 5-hydroxytryptamine 1A receptor,B,,,,,
1044,9,,,D,Autocuration,13051,The compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1A receptor,B,,,Homo sapiens,9606.0,
1045,8,,,H,Autocuration,5486,Binding affinity towards 5-HT1B receptor by the displacement of [3H]-5-CT] in human recombinant receptors in mammalian cell,B,,,,,
1046,8,,,H,Autocuration,5254,Binding affinity against 5-HT1D receptor,B,,,,,
1047,8,,,H,Autocuration,5254,Binding affinity against 5-hydroxytryptamine 1A receptor,B,,,,,
1048,8,,,H,Autocuration,15331,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,B,,,,,
1049,8,,,H,Autocuration,13506,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT binding assay,B,,,Homo sapiens,9606.0,
1050,8,,,H,Autocuration,15267,Inhibition of [3H]- 8-OH-DAPT binding against human recombinant 5-hydroxytryptamine 1A receptor,B,,,,,
1051,8,,,H,Autocuration,16616,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice 15 min after administration of the compound,F,In vivo,,,,
1052,8,,,H,Autocuration,16616,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice 30 min after administration of the compound,F,In vivo,,,,
1053,8,,,H,Autocuration,16616,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice 60 min after administration of the compound,F,In vivo,,,,
1054,9,,,D,Expert,16616,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 10 mg/kg after 15 min,F,,,Mus musculus,10090.0,
1055,9,,,D,Expert,16616,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 10 mg/kg after 30 min,F,,,Mus musculus,10090.0,
1056,9,,,D,Expert,16616,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 10 mg/kg after 60 min,F,,,Mus musculus,10090.0,
1057,9,,,D,Expert,16616,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 1 mg/kg after 15 min,F,,,Mus musculus,10090.0,
1058,9,,,D,Expert,16616,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 1 mg/kg after 30 min,F,,,Mus musculus,10090.0,
1059,9,,,D,Expert,16616,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 1 mg/kg after 60 min,F,,,Mus musculus,10090.0,
1060,8,,10000000.0,H,Autocuration,10297,Hill number was determined for inhibition of of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in mouse hippocampus,B,,,,,
1061,8,,,H,Expert,13704,Inhibitory activity against serotonin 5-hydroxytryptamine 1A receptor from mice.,B,,,,,
1062,9,,10000000.0,D,Expert,10297,Inhibitory activity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus,B,,,Mus musculus,10090.0,
1063,8,,10000000.0,H,Autocuration,10297,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus; Not determined,B,,,,,
1064,9,,10000000.0,D,Expert,10297,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus,B,,,Mus musculus,10090.0,
1065,8,,10000000.0,H,Autocuration,10297,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus; Not determined,B,,,,,
1066,8,,,H,Autocuration,217,Compound was tested for binding affinity to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as a radioligand,B,,,,,
1067,9,,10000000.0,D,Expert,10297,Hill number was determined for inhibition of of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in mouse hippocampus,B,,,Mus musculus,10090.0,
1068,8,,,H,Autocuration,4921,Ability to displace [3H]8-OH-DPAT radioligand from porcine 5-hydroxytryptamine 1A receptor,B,,,Sus scrofa,9823.0,
1069,8,,,H,Autocuration,4921,Ability to displace [3H]8-OH-DPAT radioligand from porcine 5-hydroxytryptamine 1A receptor; ND denotes not determined,B,,,Sus scrofa,9823.0,
1070,8,,,H,Autocuration,4996,Binding affinity of compound measured for 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT-labeled porcine brain homogenates,B,,,Sus scrofa,9823.0,
1071,8,,,H,Autocuration,12918,Compound was evaluated for the binding affinity at 5- HT1A receptor,B,,,Sus scrofa,9823.0,
1072,8,,,H,Autocuration,5333,Compound was tested in vitro for its ability to compete with [3H]8-OH-DPAT at 5-hydroxytryptamine 1A receptor in porcine brain homogenate,B,,,Sus scrofa,9823.0,
1073,8,,,H,Autocuration,4437,In vitro for its ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in porcine brain homogenate,B,,,Sus scrofa,9823.0,
1074,8,,,H,Autocuration,1742,Compound was tested for its ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in pig cortex,B,,,Sus scrofa,9823.0,
1075,8,,,H,Expert,16688,Displacement of [3H]- 8-OH-DPAT from porcine 5-hydroxytryptamine 1A receptor,B,,,Sus scrofa,9823.0,
1076,8,,,H,Autocuration,12861,Binding activity radioligand.,B,,,Sus scrofa,9823.0,
1077,8,,,H,Expert,12861,Binding activity against 5-hydroxytryptamine 1A receptor from pig cortex membrane using [3H]8-OH-DPAT-HT as radioligand.,B,,,Sus scrofa,9823.0,
1078,8,,,H,Autocuration,12861,Binding activity against 5-hydroxytryptamine 1A receptor from pig cortex membrane using [3H]8-OH-DPAT-HT as radioligand.,B,,,Sus scrofa,9823.0,
1079,8,,,H,Expert,12490,Displacement of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor from pig cortex,B,,,,,
1080,8,,,H,Expert,11828,Displacement of [3H]8-OH-DPAT from pig cortex 5-hydroxytryptamine 1A receptor,B,,,Sus scrofa,9823.0,
1081,8,,10000000.0,H,Autocuration,11866,Binding affinity for 5-hydroxytryptamine 1A receptor in piglet hippocampus using [3H]8-OH-DPAT,B,,,Sus scrofa,9823.0,
1082,8,,,H,Autocuration,12827,Binding affinity towards 5-hydroxytryptamine 1A receptor in pig frontal cortex membranes using [8H]-OH-DPAT,B,,,Sus scrofa,9823.0,
1083,8,,,H,Autocuration,12918,Binding affinity was evaluated by 5-hydroxytryptamine 1A receptor agonism in the pig cortex by displacing 8-OH-DPAT,B,,,Sus scrofa,9823.0,
1084,8,,,H,Expert,12919,Agonistic activity against 5-hydroxytryptamine 1A receptor in pig cortex using [3H]8-OH-DPAT,F,,,Sus scrofa,9823.0,
1085,8,,,H,Autocuration,13047,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit jugular vein assay in the presence of endothelium,B,,,Oryctolagus cuniculus,9986.0,
1086,9,,,D,Expert,15796,Inhibition activity against 5-hydroxytryptamine 1A receptor in rat hippocampus membranes using radio binding assays,B,,,Rattus norvegicus,10116.0,
1087,9,,10000000.0,D,Expert,3651,"Inhibition of [3H]8-hydroxy-2-dipropylamino-1,2,3,4-tetrahydronaphthalene binding to 5-hydroxytryptamine 1A receptor in hippocampus region of rat brain; Less active",B,,,Rattus norvegicus,10116.0,
1088,8,,,H,Autocuration,188,Tested for the effect on binding at 5-hydroxytryptamine 1A receptor; No activity,B,,,,,
1089,9,,,D,Expert,16616,"Antagonist activity to stimulate binding of [35S]GTP-gamma-S, to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes",F,,,Rattus norvegicus,10116.0,
1090,9,,10000000.0,D,Expert,16616,"Inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding in rat hippocampal membranes",F,,,Rattus norvegicus,10116.0,
1091,8,,10000000.0,H,Autocuration,12306,The binding of [125I]MPPI ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,B,,,,,
1092,9,,10000000.0,D,Expert,17167,Binding affinity for rat hippocampus 5-hydroxytryptamine 1A receptor by inhibition of [3H]8-OH-DPAT binding,B,,,Rattus norvegicus,10116.0,
1093,8,,,H,Autocuration,14776,Binding affinity measured at the 5-hydroxytryptamine 1A receptor by the inhibition of [3H]8-OH-DPAT binding to rat cortex using unlabeled buspirone for nonspecific binding.,B,,,,,
1094,8,,,H,Expert,12158,Binding affinity of 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand.,B,,,,,
1095,8,,,H,Autocuration,13481,Binding affinity of [3H]- -8-OH-DPAT labelled towards Rat Hippocampal 5-hydroxytryptamine 1A receptor using radioligand binding assay,B,,,,,
1096,8,,,H,Autocuration,13427,Binding affinity of [3H]-8-OH-DPAT towards 5-hydroxytryptamine 1A receptor in cloned mammalian receptor expressed in cultured cells or from rat whole brain.,B,In vitro,,,,
1097,8,,,H,Autocuration,10210,Binding affinity of compound against 5-hydroxytryptamine 1A receptor binding site using radioligand [3H]8-OH-DPAT,B,,,,,
1098,8,,,H,Autocuration,10205,Binding affinity of compound towards 5-HT 1A receptor by measuring ability to displace [3H]OH-DPAT from 5-hydroxytryptamine 1A receptor in rat striatal membranes,B,,,,,
1099,8,,,H,Autocuration,10205,Binding affinity of compound towards 5-HT 1A receptor by measuring ability to displace [3H]OH-DPAT from 5-hydroxytryptamine 1A receptor in rat striatal membranes,B,,,,,
1100,8,,,H,Expert,10205,Binding affinity of compound towards 5-hydroxytryptamine 1A receptor in rat striatal membranes by [3H]OH-DPAT displacement.,B,,,,,
1101,9,,,D,Expert,12280,Binding affinity for 5-hydroxytryptamine 1A receptor with [3H]5-HT,B,,,Rattus norvegicus,10116.0,
1102,8,,,H,Expert,17386,Binding affinity to the rat 5-hydroxytryptamine 1A receptor,B,,,,,
1103,8,,,H,Expert,13654,Binding affinity was tested on 5-hydroxytryptamine 1A receptor using radioligand [3H]5-HT binding assay.,B,,,,,
1104,8,,10000000.0,H,Autocuration,14423,Binding affinity against 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]8-OH-DPAT as the radioligand.,B,,,,,
1105,8,,10000000.0,H,Autocuration,15412,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampus tissue.,B,,,,,
1106,8,,10000000.0,H,Autocuration,12073,Binding affinity by measuring displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,,,,
1107,9,,,D,Expert,4101,Displacement of [3H]8-OH-DPAT from rat striata 5-hydroxytryptamine 1A receptor,B,,,Rattus norvegicus,10116.0,
1108,8,,,H,Autocuration,10062,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1A receptor,B,,,,,
1109,8,,,H,Autocuration,6238,Binding affinity towards 5-HT 1A receptor in rat cerebral cortex membranes using [3H]8-OH-DPAT as radioligand,B,,,,,
1110,8,,,H,Autocuration,16273,Binding affinity towards 5-hydroxytryptamine 1A receptor,B,,,,,
1111,8,,,H,Autocuration,11139,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in competitive binding assay,B,,,,,
1112,8,,,H,Expert,16796,Binding affinity towards 5-hydroxytryptamine 1A receptor from rat hippocampal membranes,B,,,,,
1113,9,,955.0,D,Expert,9548,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain,B,,,Rattus norvegicus,10116.0,
1114,8,,955.0,H,Autocuration,10381,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain,B,,,,,
1115,8,,,H,Autocuration,13408,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat hypocampus membrane using [3H]8-OH-DPAT as radioligand,B,,,,,
1116,9,,10000000.0,D,Expert,13825,Binding affinity towards 5-hydroxytryptamine 1A receptor in the rat brain (hippocampus) using [3H]8-OH-DPAT,B,,,Rattus norvegicus,10116.0,
1117,8,,10000000.0,H,Expert,11147,Binding affinity towards 5-hydroxytryptamine 1A receptor of rat hippocampus using [3H]-8-hydroxy-2-(di-n-propylamine) tetralin (8-OH-DPAT) as a radioligand,B,,,,,
1118,8,,,H,Autocuration,10552,Binding affinity towards 5-hydroxytryptamine 1A receptor sites in cortical membranes using [3H]8-OH-DPAT as radioligand,B,,,,,
1119,8,,2435.0,H,Autocuration,10552,"Binding affinity towards 5-hydroxytryptamine 1A receptor sites, in rat striatum membranes using [3H]- sandoz 205-501 as radioligand",B,,,,,
1120,9,,,D,Expert,17136,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat cortex membranes,B,,,Rattus norvegicus,10116.0,
1121,9,,,D,Expert,5778,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat cerebral cortex membranes,B,,,Rattus norvegicus,10116.0,
1122,8,,10000000.0,H,Autocuration,13481,Binding affinity towards rat hippocampal 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,B,,,,,
1123,8,,10000000.0,H,Autocuration,13481,Binding affinity towards rat hippocampal 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand; Not tested,B,,,,,
1124,8,,10000000.0,H,Intermediate,13630,Binding affinity against rat hippocampal 5-hydroxytryptamine 1A (5-HT1A) receptor determined using [3H]8-OH-DPAT as radioligand,B,,,,,
1125,8,,,H,Expert,16245,Binding was determined on 5-hydroxytryptamine 1A receptor in rat hippocampal membranes,B,,,,,
1126,8,,10000000.0,H,Autocuration,14509,Binding affinity was evaluated against 5-hydroxytryptamine 1A receptor on rat hippocampus using [3H]8-OH-DPAT as radioligand,B,,,,,
1127,8,,10000000.0,H,Expert,14509,Binding affinity against 5-hydroxytryptamine 1A receptor on rat hippocampus using [3H]8-OH-DPAT as radioligand.,B,,,,,
1128,8,,10000000.0,H,Autocuration,14509,Binding affinity was evaluated against 5-hydroxytryptamine 1A receptor on rat hippocampus using [3H]8-OH-DPAT as radioligand.; ND = Not determined,B,,,,,
1129,8,,10000000.0,H,Autocuration,14509,Binding affinity was evaluated against 5-hydroxytryptamine 1A receptor on rat hippocampus using [3H]8-OH-DPAT as radioligand; ND = Not determined,B,,,,,
1130,8,,,H,Expert,14256,Binding affinity was evaluated by determining in vitro displacement of [3H]8-OH-DPAT from the central 5-hydroxytryptamine 1A receptor recognition site in rat frontal cortex homogenate.,B,,,,,
1131,8,,,H,Autocuration,11139,Binding affinity was evaluated by using [3H]8-OH-DPAT radioligand by using competitive binding assay on 5-hydroxytryptamine 1A receptor,B,,,,,
1132,9,,,D,Expert,11047,Binding affinity for 5-HT1A measured by displacing [3H]8-OH-DPAT from rat cortical membranes; Not determined,B,,,Rattus norvegicus,10116.0,
1133,9,,,D,Expert,11047,Binding affinity for 5-hydroxytryptamine 1A receptor measured by displacing [3H]8-OH-DPAT from rat cortical membranes,B,,,Rattus norvegicus,10116.0,
1134,9,,,D,Expert,11047,Binding affinity for 5-hydroxytryptamine 1A receptor measured by displacing [3H]8-OH-DPAT from rat cortical membranes;ND-Not determined,B,,,Rattus norvegicus,10116.0,
1135,9,,,D,Expert,2395,Binding affinity against [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells,B,,,Rattus norvegicus,10116.0,
1136,8,,,H,Autocuration,9699,Binding affinity towards 5-hydroxytryptamine 1A receptor,B,,,,,
1137,9,,10000000.0,D,Expert,12028,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [125I]trans-8-OH-PIPAT in membrane homogenates of hippocampal tissue of rat brain,B,,,Rattus norvegicus,10116.0,
1138,8,,10000000.0,H,Autocuration,12028,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in membrane homogenates of hippocampal tissue of rat brain,B,,,,,
1139,8,,,H,Autocuration,5815,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat cerebral cortex,B,,,,,
1140,8,,,H,Expert,16616,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenates,B,,,,,
1141,8,,,H,Autocuration,5815,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]-8-OH-DPAT,B,,,,,
1142,8,,10000000.0,H,Autocuration,2761,"Binding affinity towards 5-hydroxytryptamine 1A receptor using 0.1 nM [3H]-8-OH-DPAT (8-hydroxy-2-(di-n-propylamino)tet-ralin), from rat hippocampal homogenate",B,,,,,
1143,8,,,H,Expert,13133,Binding affinity was determined against 5-hydroxytryptamine 1A receptor using [3H]WB-4101,B,,,,,
1144,8,,,H,Autocuration,10444,Binding affinity was determined against 5-hydroxytryptamine 1A receptor was determined in male Sprague-Dawley rat brain.,B,,,,,
1145,9,,,D,Expert,13278,Binding affinity was measured against 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT by lysergic acid amides,B,,,Rattus norvegicus,10116.0,
1146,8,,,H,Autocuration,15874,Binding affinity was measured on cloned rat 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,B,,,,,
1147,8,,2435.0,H,Autocuration,10552,"Binding affinity of the compound towards 5-hydroxytryptamine 1A receptor sites, in rat striatum membranes using [3H]- sandoz 205-501 as radioligand",B,,,,,
1148,8,,,H,Autocuration,11130,Binding constant against 5-hydroxytryptamine 1A receptor (in vitro),B,,,,,
1149,8,,,H,Autocuration,11130,Binding constant against 5-hydroxytryptamine 1A receptor (in vivo),B,In vivo,,,,
1150,8,,955.0,H,Autocuration,14542,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]-8-OH- -DPAT in rat brain cortex,B,,,,,
1151,9,,,D,Expert,13670,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor,B,,,Rattus norvegicus,10116.0,
1152,8,,,H,Expert,9888,Binding affinity at [3H]8-OH-DPAT-Labeled 5-hydroxytryptamine 1A receptor sites in rat brain hippocampal membranes,B,,,,,
1153,9,,,D,Expert,3678,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus membranes,B,,,Rattus norvegicus,10116.0,
1154,8,,10000000.0,H,Autocuration,11332,Compound was evaluated for in vitro binding affinity towards 5-hydroxytryptamine 1A receptor in rat hippocampus using [3H]8-OH-DPAT as radioligand,B,,,,,
