Fiscal year,Enviromental sustainability (marker),Organisation sub-class,Sector ID,CIDA business delivery model (old),Untied amount(Project-level budget),Programming process (new),Organisation class,FSTC percent,Division ID,Fund centre name,ICT as a tool for development (marker),Project number,Continent name,Climate change mitigation (marker),Section ID,Bilateral aid (international marker),Gender equality (marker),Organisation ID,Branch ID,Climate change adaptation (marker),Desertification (marker),Division name,CountryRegion ID,Urban issues (marker),Status,Maximum CIDA contribution (project-level),Branch name,Section name,Regional program (marker),Fund centre ID,IRTC percent,CFLI (marker),PBA type,Participatory development and good governance,Trade development (marker),Biodiversity (marker),Children issues (marker)
2009/2010,1,FEDERAL,31110,Directive,4500000.0,Uncoded: Pre-APP,Governmental,1.0,D4207,Ghana,0,A032178001,Africa,0,S4253,1,1,10050,B4200,0,0,WWD West & Central Africa,GH,0,Terminating,4500000.0,WGM Sub-Saharan Africa,Ghana Program Section,0,4254,0.0,0,Not PBA,2,0,0,0
2009/2010,1,FEDERAL,31110,Directive,4500000.0,Uncoded: Pre-APP,Governmental,1.0,D4207,Ghana,0,A032178001,Africa,0,S4253,1,1,10560,B4200,0,0,WWD West & Central Africa,GH,0,Terminating,4500000.0,WGM Sub-Saharan Africa,Ghana Program Section,0,4254,0.0,0,Not PBA,2,0,0,0
2009/2010,1,SUPPLIER OF GOODS/SERVICES,31110,Directive,4500000.0,Uncoded: Pre-APP,Civil Society,1.0,D4207,Ghana,0,A032178001,Africa,0,S4253,1,1,1000659,B4200,0,0,WWD West & Central Africa,GH,0,Terminating,4500000.0,WGM Sub-Saharan Africa,Ghana Program Section,0,4254,0.0,0,Not PBA,2,0,0,0
2009/2010,1,CONSULTING SERVICES,31110,Directive,4500000.0,Uncoded: Pre-APP,Civil Society,1.0,D4207,Ghana,0,A032178001,Africa,0,S4253,1,1,1000880,B4200,0,0,WWD West & Central Africa,GH,0,Terminating,4500000.0,WGM Sub-Saharan Africa,Ghana Program Section,0,4254,0.0,0,Not PBA,2,0,0,0
2009/2010,1,SUPPLIER OF GOODS/SERVICES,31110,Directive,4500000.0,Uncoded: Pre-APP,Civil Society,1.0,D4207,Ghana,0,A032178001,Africa,0,S4253,1,1,1000948,B4200,0,0,WWD West & Central Africa,GH,0,Terminating,4500000.0,WGM Sub-Saharan Africa,Ghana Program Section,0,4254,0.0,0,Not PBA,2,0,0,0
2009/2010,1,CONSULTING SERVICES,31110,Directive,4500000.0,Uncoded: Pre-APP,Civil Society,1.0,D4207,Ghana,0,A032178001,Africa,0,S4253,1,1,1001279,B4200,0,0,WWD West & Central Africa,GH,0,Terminating,4500000.0,WGM Sub-Saharan Africa,Ghana Program Section,0,4254,0.0,0,Not PBA,2,0,0,0
2009/2010,1,SUPPLIER OF GOODS/SERVICES,31110,Directive,4500000.0,Uncoded: Pre-APP,Civil Society,1.0,D4207,Ghana,0,A032178001,Africa,0,S4253,1,1,1013047,B4200,0,0,WWD West & Central Africa,GH,0,Terminating,4500000.0,WGM Sub-Saharan Africa,Ghana Program Section,0,4254,0.0,0,Not PBA,2,0,0,0
2009/2010,1,CONSULTANT,31110,Directive,4500000.0,Uncoded: Pre-APP,Individual,1.0,D4207,Ghana,0,A032178001,Africa,0,S4253,1,1,Information not available,B4200,0,0,WWD West & Central Africa,GH,0,Terminating,4500000.0,WGM Sub-Saharan Africa,Ghana Program Section,0,4254,0.0,0,Not PBA,2,0,0,0
2009/2010,1,COOPERANT,31110,Directive,4500000.0,Uncoded: Pre-APP,Individual,1.0,D4207,Ghana,0,A032178001,Africa,0,S4253,1,1,Information not available,B4200,0,0,WWD West & Central Africa,GH,0,Terminating,4500000.0,WGM Sub-Saharan Africa,Ghana Program Section,0,4254,0.0,0,Not PBA,2,0,0,0
2009/2010,1,COOPERANT,31110,Directive,4500000.0,Uncoded: Pre-APP,Individual,1.0,D4207,Ghana,0,A032178001,Africa,0,S4253,1,1,Information not available,B4200,0,0,WWD West & Central Africa,GH,0,Terminating,4500000.0,WGM Sub-Saharan Africa,Ghana Program Section,0,4254,0.0,0,Not PBA,2,0,0,0
2009/2010,1,COOPERANT,31110,Directive,4500000.0,Uncoded: Pre-APP,Individual,1.0,D4207,Ghana,0,A032178001,Africa,0,S4253,1,1,Information not available,B4200,0,0,WWD West & Central Africa,GH,0,Terminating,4500000.0,WGM Sub-Saharan Africa,Ghana Program Section,0,4254,0.0,0,Not PBA,2,0,0,0
2009/2010,1,Unknown,31110,Directive,4500000.0,Uncoded: Pre-APP,Unknown,1.0,D4207,Ghana,0,A032178001,Africa,0,S4253,1,1,Information not available,B4200,0,0,WWD West & Central Africa,GH,0,Terminating,4500000.0,WGM Sub-Saharan Africa,Ghana Program Section,0,4254,0.0,0,Not PBA,2,0,0,0
2009/2010,0,FEDERAL,33130,Responsive,2632228.65,Uncoded: Pre-APP,Governmental,1.0,D4400,Inter American,0,A032179001,America,0,S4400,1,0,10850,B4400,0,0,NDD Americas Programming,30,0,Closed,2632228.65,NGM Americas,Americas Section,1,4404,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,33130,Responsive,2632228.65,Uncoded: Pre-APP,Governmental,1.0,D4400,Inter American,0,A032179001,America,0,S4400,1,0,10850,B4400,0,0,NDD Americas Programming,30,0,Closed,2632228.65,NGM Americas,Americas Section,1,4404,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,33130,Responsive,2632228.65,Uncoded: Pre-APP,Governmental,1.0,D4400,Inter American,0,A032179001,America,0,S4400,1,0,10850,B4400,0,0,NDD Americas Programming,30,0,Closed,2632228.65,NGM Americas,Americas Section,1,4404,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,33130,Responsive,2632228.65,Uncoded: Pre-APP,Governmental,1.0,D4400,Inter American,0,A032179001,America,0,S4400,1,0,10850,B4400,0,0,NDD Americas Programming,40,0,Closed,2632228.65,NGM Americas,Americas Section,1,4404,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,33130,Responsive,2632228.65,Uncoded: Pre-APP,Governmental,1.0,D4400,Inter American,0,A032179001,America,0,S4400,1,0,10850,B4400,0,0,NDD Americas Programming,50,0,Closed,2632228.65,NGM Americas,Americas Section,1,4404,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,33130,Responsive,2632228.65,Uncoded: Pre-APP,Governmental,1.0,D4400,Inter American,0,A032179001,America,0,S4400,1,0,10850,B4400,0,0,NDD Americas Programming,50,0,Closed,2632228.65,NGM Americas,Americas Section,1,4404,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,31120,Directive,2490103.73,Uncoded: Pre-APP,Civil Society,1.0,D4100,Vietnam,0,A032184001,Asia,0,S4107,1,0,1000601,B4100,0,0,OAD Asia Programming,VN,0,Closed,2490103.73,OGM Asia Pacific,OAV Vietnam,0,4112,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTING SERVICES,31191,Directive,2490103.73,Uncoded: Pre-APP,Civil Society,1.0,D4100,Vietnam,0,A032184001,Asia,0,S4107,1,0,1000601,B4100,0,0,OAD Asia Programming,VN,0,Closed,2490103.73,OGM Asia Pacific,OAV Vietnam,0,4112,0.0,0,Not PBA,1,0,0,0
2009/2010,0,FEDERAL,11110,Core Funding,16386730.23,Uncoded: Pre-APP,Governmental,0.0,D4270,Kenya,0,A032186001,Africa,0,S4275,1,2,10050,B4200,0,0,WED Southern & Eastern Africa,KE,0,Closed,16386730.23,WGM Sub-Saharan Africa,Southern & Eastern Africa Geographic Pro,0,4221,0.0,0,Pooled funding,0,0,0,2
2009/2010,0,FEDERAL,11110,Core Funding,16386730.23,Uncoded: Pre-APP,Governmental,0.0,D4270,Kenya,0,A032186001,Africa,0,S4275,1,2,10560,B4200,0,0,WED Southern & Eastern Africa,KE,0,Closed,16386730.23,WGM Sub-Saharan Africa,Southern & Eastern Africa Geographic Pro,0,4221,0.0,0,Pooled funding,0,0,0,2
2009/2010,0,SUPPLIER OF GOODS/SERVICES,11110,Core Funding,16386730.23,Uncoded: Pre-APP,Civil Society,0.0,D4270,Kenya,0,A032186001,Africa,0,S4275,1,2,1000659,B4200,0,0,WED Southern & Eastern Africa,KE,0,Closed,16386730.23,WGM Sub-Saharan Africa,Southern & Eastern Africa Geographic Pro,0,4221,0.0,0,Pooled funding,0,0,0,2
2009/2010,0,COOPERANT,11110,Core Funding,16386730.23,Uncoded: Pre-APP,Individual,0.0,D4270,Kenya,0,A032186001,Africa,0,S4275,1,2,Information not available,B4200,0,0,WED Southern & Eastern Africa,KE,0,Closed,16386730.23,WGM Sub-Saharan Africa,Southern & Eastern Africa Geographic Pro,0,4221,0.0,0,Pooled funding,0,0,0,2
2009/2010,0,Unknown,11110,Core Funding,16386730.23,Uncoded: Pre-APP,Unknown,0.0,D4270,Kenya,0,A032186001,Africa,0,S4275,1,2,Information not available,B4200,0,0,WED Southern & Eastern Africa,KE,0,Closed,16386730.23,WGM Sub-Saharan Africa,Southern & Eastern Africa Geographic Pro,0,4221,0.0,0,Pooled funding,0,0,0,2
2009/2010,1,NGO,15150,Responsive,4927685.2,Uncoded: Pre-APP,Civil Society,1.0,D4400,Colombia,0,A032187001,America,0,S4413,1,0,1010362,B4400,0,0,NDD Americas Programming,CO,0,Closed,4927685.2,NGM Americas,South America,0,4420,0.0,0,Not PBA,1,0,0,0
2009/2010,1,CONSULTANT,15150,Responsive,4927685.2,Uncoded: Pre-APP,Individual,1.0,D4400,Colombia,0,A032187001,America,0,S4413,1,0,Information not available,B4400,0,0,NDD Americas Programming,CO,0,Closed,4927685.2,NGM Americas,South America,0,4420,0.0,0,Not PBA,1,0,0,0
2009/2010,1,NGO,31165,Responsive,4927685.2,Uncoded: Pre-APP,Civil Society,1.0,D4400,Colombia,0,A032187001,America,0,S4413,1,0,1010362,B4400,0,0,NDD Americas Programming,CO,0,Closed,4927685.2,NGM Americas,South America,0,4420,0.0,0,Not PBA,1,0,0,0
2009/2010,1,CONSULTANT,31165,Responsive,4927685.2,Uncoded: Pre-APP,Individual,1.0,D4400,Colombia,0,A032187001,America,0,S4413,1,0,Information not available,B4400,0,0,NDD Americas Programming,CO,0,Closed,4927685.2,NGM Americas,South America,0,4420,0.0,0,Not PBA,1,0,0,0
2009/2010,1,NGO,41010,Responsive,4927685.2,Uncoded: Pre-APP,Civil Society,1.0,D4400,Colombia,0,A032187001,America,0,S4413,1,0,1010362,B4400,0,0,NDD Americas Programming,CO,0,Closed,4927685.2,NGM Americas,South America,0,4420,0.0,0,Not PBA,1,0,0,0
2009/2010,1,CONSULTANT,41010,Responsive,4927685.2,Uncoded: Pre-APP,Individual,1.0,D4400,Colombia,0,A032187001,America,0,S4413,1,0,Information not available,B4400,0,0,NDD Americas Programming,CO,0,Closed,4927685.2,NGM Americas,South America,0,4420,0.0,0,Not PBA,1,0,0,0
2009/2010,1,NGO,41081,Responsive,4927685.2,Uncoded: Pre-APP,Civil Society,1.0,D4400,Colombia,0,A032187001,America,0,S4413,1,0,1010362,B4400,0,0,NDD Americas Programming,CO,0,Closed,4927685.2,NGM Americas,South America,0,4420,0.0,0,Not PBA,1,0,0,0
2009/2010,1,CONSULTANT,41081,Responsive,4927685.2,Uncoded: Pre-APP,Individual,1.0,D4400,Colombia,0,A032187001,America,0,S4413,1,0,Information not available,B4400,0,0,NDD Americas Programming,CO,0,Closed,4927685.2,NGM Americas,South America,0,4420,0.0,0,Not PBA,1,0,0,0
2009/2010,0,UNIVERSITY,11420,Responsive,9324867.43,Uncoded: Pre-APP,Civil Society,1.0,D3100,Middle East Peace Process,0,A032192001,Asia,0,S4264,1,1,1000170,B3100,0,0,EDD Europe-Middle East Programming,130,0,Closed,9324867.43,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,1,4268,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTING SERVICES,11420,Responsive,9324867.43,Uncoded: Pre-APP,Civil Society,1.0,D3100,Middle East Peace Process,0,A032192001,Asia,0,S4264,1,1,1013860,B3100,0,0,EDD Europe-Middle East Programming,130,0,Closed,9324867.43,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,1,4268,0.0,0,Not PBA,1,0,0,0
2009/2010,0,UNIVERSITY,15150,Responsive,9324867.43,Uncoded: Pre-APP,Civil Society,1.0,D3100,Middle East Peace Process,0,A032192001,Asia,0,S4264,1,1,1000170,B3100,0,0,EDD Europe-Middle East Programming,130,0,Closed,9324867.43,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,1,4268,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTING SERVICES,15150,Responsive,9324867.43,Uncoded: Pre-APP,Civil Society,1.0,D3100,Middle East Peace Process,0,A032192001,Asia,0,S4264,1,1,1013860,B3100,0,0,EDD Europe-Middle East Programming,130,0,Closed,9324867.43,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,1,4268,0.0,0,Not PBA,1,0,0,0
2009/2010,0,UNIVERSITY,15160,Responsive,9324867.43,Uncoded: Pre-APP,Civil Society,1.0,D3100,Middle East Peace Process,0,A032192001,Asia,0,S4264,1,1,1000170,B3100,0,0,EDD Europe-Middle East Programming,130,0,Closed,9324867.43,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,1,4268,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTING SERVICES,15160,Responsive,9324867.43,Uncoded: Pre-APP,Civil Society,1.0,D3100,Middle East Peace Process,0,A032192001,Asia,0,S4264,1,1,1013860,B3100,0,0,EDD Europe-Middle East Programming,130,0,Closed,9324867.43,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,1,4268,0.0,0,Not PBA,1,0,0,0
2009/2010,0,UNIVERSITY,11420,Responsive,9324867.43,Uncoded: Pre-APP,Civil Society,1.0,D3100,Middle East Peace Process,0,A032192001,Asia,0,S4264,1,1,1000170,B3100,0,0,EDD Europe-Middle East Programming,130,0,Closed,9324867.43,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,1,4268,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTING SERVICES,11420,Responsive,9324867.43,Uncoded: Pre-APP,Civil Society,1.0,D3100,Middle East Peace Process,0,A032192001,Asia,0,S4264,1,1,1013860,B3100,0,0,EDD Europe-Middle East Programming,130,0,Closed,9324867.43,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,1,4268,0.0,0,Not PBA,1,0,0,0
2009/2010,0,UNIVERSITY,15150,Responsive,9324867.43,Uncoded: Pre-APP,Civil Society,1.0,D3100,Middle East Peace Process,0,A032192001,Asia,0,S4264,1,1,1000170,B3100,0,0,EDD Europe-Middle East Programming,130,0,Closed,9324867.43,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,1,4268,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTING SERVICES,15150,Responsive,9324867.43,Uncoded: Pre-APP,Civil Society,1.0,D3100,Middle East Peace Process,0,A032192001,Asia,0,S4264,1,1,1013860,B3100,0,0,EDD Europe-Middle East Programming,130,0,Closed,9324867.43,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,1,4268,0.0,0,Not PBA,1,0,0,0
2009/2010,0,UNIVERSITY,15160,Responsive,9324867.43,Uncoded: Pre-APP,Civil Society,1.0,D3100,Middle East Peace Process,0,A032192001,Asia,0,S4264,1,1,1000170,B3100,0,0,EDD Europe-Middle East Programming,130,0,Closed,9324867.43,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,1,4268,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTING SERVICES,15160,Responsive,9324867.43,Uncoded: Pre-APP,Civil Society,1.0,D3100,Middle East Peace Process,0,A032192001,Asia,0,S4264,1,1,1013860,B3100,0,0,EDD Europe-Middle East Programming,130,0,Closed,9324867.43,"EGM Europe, Middle East and Maghreb",West Bank Gaza & Palestinian Refugees,1,4268,0.0,0,Not PBA,1,0,0,0
2009/2010,0,FEDERAL,31166,Directive,4366193.67,Uncoded: Pre-APP,Governmental,1.0,D4100,Cambodia,0,A032196001,Asia,0,S4107,1,0,10050,B4100,0,0,OAD Asia Programming,KH,0,Closed,4366193.67,OGM Asia Pacific,OAV Vietnam,0,4108,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,31166,Directive,4366193.67,Uncoded: Pre-APP,Civil Society,1.0,D4100,Cambodia,0,A032196001,Asia,0,S4107,1,0,1000601,B4100,0,0,OAD Asia Programming,KH,0,Closed,4366193.67,OGM Asia Pacific,OAV Vietnam,0,4108,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,31191,Directive,4366193.67,Uncoded: Pre-APP,Governmental,1.0,D4100,Cambodia,0,A032196001,Asia,0,S4107,1,0,10050,B4100,0,0,OAD Asia Programming,KH,0,Closed,4366193.67,OGM Asia Pacific,OAV Vietnam,0,4108,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,31191,Directive,4366193.67,Uncoded: Pre-APP,Civil Society,1.0,D4100,Cambodia,0,A032196001,Asia,0,S4107,1,0,1000601,B4100,0,0,OAD Asia Programming,KH,0,Closed,4366193.67,OGM Asia Pacific,OAV Vietnam,0,4108,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,15110,Directive,12156524.07,Uncoded: Pre-APP,Governmental,0.0,D4207,Rwanda,0,A032197001,Africa,0,S4287,1,2,10050,B4200,0,0,WWD West & Central Africa,RW,0,Closed,12156524.07,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4302,0.0,0,Not PBA,1,0,0,0
2009/2010,0,ASSOCIATIONS,15110,Directive,12156524.07,Uncoded: Pre-APP,Civil Society,0.0,D4207,Rwanda,0,A032197001,Africa,0,S4287,1,2,1012484,B4200,0,0,WWD West & Central Africa,RW,0,Closed,12156524.07,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4302,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTING SERVICES,15110,Directive,12156524.07,Uncoded: Pre-APP,Civil Society,0.0,D4207,Rwanda,0,A032197001,Africa,0,S4287,1,2,1013331,B4200,0,0,WWD West & Central Africa,RW,0,Closed,12156524.07,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4302,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTANT,15110,Directive,12156524.07,Uncoded: Pre-APP,Individual,0.0,D4207,Rwanda,0,A032197001,Africa,0,S4287,1,2,Information not available,B4200,0,0,WWD West & Central Africa,RW,0,Closed,12156524.07,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4302,0.0,0,Not PBA,1,0,0,0
2009/2010,0,FEDERAL,15150,Directive,12156524.07,Uncoded: Pre-APP,Governmental,0.0,D4207,Rwanda,0,A032197001,Africa,0,S4287,1,2,10050,B4200,0,0,WWD West & Central Africa,RW,0,Closed,12156524.07,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4302,0.0,0,Not PBA,1,0,0,0
2009/2010,0,ASSOCIATIONS,15150,Directive,12156524.07,Uncoded: Pre-APP,Civil Society,0.0,D4207,Rwanda,0,A032197001,Africa,0,S4287,1,2,1012484,B4200,0,0,WWD West & Central Africa,RW,0,Closed,12156524.07,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4302,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTING SERVICES,15150,Directive,12156524.07,Uncoded: Pre-APP,Civil Society,0.0,D4207,Rwanda,0,A032197001,Africa,0,S4287,1,2,1013331,B4200,0,0,WWD West & Central Africa,RW,0,Closed,12156524.07,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4302,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTANT,15150,Directive,12156524.07,Uncoded: Pre-APP,Individual,0.0,D4207,Rwanda,0,A032197001,Africa,0,S4287,1,2,Information not available,B4200,0,0,WWD West & Central Africa,RW,0,Closed,12156524.07,WGM Sub-Saharan Africa,Central Africa & Great Lakes Program,0,4302,0.0,0,Not PBA,1,0,0,0
2009/2010,0,FEDERAL,25010,Responsive,4721862.21,Uncoded: Pre-APP,Governmental,1.0,D4100,Vietnam,0,A032198001,Asia,0,S4107,1,2,10050,B4100,0,0,OAD Asia Programming,VN,0,Closed,4721862.21,OGM Asia Pacific,OAV Vietnam,0,4112,0.0,0,Not PBA,0,0,0,0
2009/2010,0,VOLUNTEER SENDING AGENCY,25010,Responsive,4721862.21,Uncoded: Pre-APP,Civil Society,1.0,D4100,Vietnam,0,A032198001,Asia,0,S4107,1,2,1000838,B4100,0,0,OAD Asia Programming,VN,0,Closed,4721862.21,OGM Asia Pacific,OAV Vietnam,0,4112,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,25010,Responsive,4721862.21,Uncoded: Pre-APP,Civil Society,1.0,D4100,Vietnam,0,A032198001,Asia,0,S4107,1,2,1012946,B4100,0,0,OAD Asia Programming,VN,0,Closed,4721862.21,OGM Asia Pacific,OAV Vietnam,0,4112,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,32130,Responsive,4721862.21,Uncoded: Pre-APP,Governmental,1.0,D4100,Vietnam,0,A032198001,Asia,0,S4107,1,2,10050,B4100,0,0,OAD Asia Programming,VN,0,Closed,4721862.21,OGM Asia Pacific,OAV Vietnam,0,4112,0.0,0,Not PBA,0,0,0,0
2009/2010,0,VOLUNTEER SENDING AGENCY,32130,Responsive,4721862.21,Uncoded: Pre-APP,Civil Society,1.0,D4100,Vietnam,0,A032198001,Asia,0,S4107,1,2,1000838,B4100,0,0,OAD Asia Programming,VN,0,Closed,4721862.21,OGM Asia Pacific,OAV Vietnam,0,4112,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,32130,Responsive,4721862.21,Uncoded: Pre-APP,Civil Society,1.0,D4100,Vietnam,0,A032198001,Asia,0,S4107,1,2,1012946,B4100,0,0,OAD Asia Programming,VN,0,Closed,4721862.21,OGM Asia Pacific,OAV Vietnam,0,4112,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,43040,Responsive,4721862.21,Uncoded: Pre-APP,Governmental,1.0,D4100,Vietnam,0,A032198001,Asia,0,S4107,1,2,10050,B4100,0,0,OAD Asia Programming,VN,0,Closed,4721862.21,OGM Asia Pacific,OAV Vietnam,0,4112,0.0,0,Not PBA,0,0,0,0
2009/2010,0,VOLUNTEER SENDING AGENCY,43040,Responsive,4721862.21,Uncoded: Pre-APP,Civil Society,1.0,D4100,Vietnam,0,A032198001,Asia,0,S4107,1,2,1000838,B4100,0,0,OAD Asia Programming,VN,0,Closed,4721862.21,OGM Asia Pacific,OAV Vietnam,0,4112,0.0,0,Not PBA,0,0,0,0
2009/2010,0,CONSULTING SERVICES,43040,Responsive,4721862.21,Uncoded: Pre-APP,Civil Society,1.0,D4100,Vietnam,0,A032198001,Asia,0,S4107,1,2,1012946,B4100,0,0,OAD Asia Programming,VN,0,Closed,4721862.21,OGM Asia Pacific,OAV Vietnam,0,4112,0.0,0,Not PBA,0,0,0,0
2009/2010,0,FEDERAL,12220,Directive,13896323.79,Uncoded: Pre-APP,Governmental,1.0,D4207,Mali,0,A032202001,Africa,0,S4215,1,1,10050,B4200,0,0,WWD West & Central Africa,ML,0,Terminating,13896323.79,WGM Sub-Saharan Africa,Mali Program Section,0,4216,0.0,0,Other PBA,0,0,0,1
2009/2010,0,Unknown,12220,Directive,13896323.79,Uncoded: Pre-APP,Unknown,1.0,D4207,Mali,0,A032202001,Africa,0,S4215,1,1,Information not available,B4200,0,0,WWD West & Central Africa,ML,0,Terminating,13896323.79,WGM Sub-Saharan Africa,Mali Program Section,0,4216,0.0,0,Other PBA,0,0,0,1
2009/2010,0,FEDERAL,13020,Directive,13896323.79,Uncoded: Pre-APP,Governmental,1.0,D4207,Mali,0,A032202001,Africa,0,S4215,1,1,10050,B4200,0,0,WWD West & Central Africa,ML,0,Terminating,13896323.79,WGM Sub-Saharan Africa,Mali Program Section,0,4216,0.0,0,Other PBA,0,0,0,1
2009/2010,0,Unknown,13020,Directive,13896323.79,Uncoded: Pre-APP,Unknown,1.0,D4207,Mali,0,A032202001,Africa,0,S4215,1,1,Information not available,B4200,0,0,WWD West & Central Africa,ML,0,Terminating,13896323.79,WGM Sub-Saharan Africa,Mali Program Section,0,4216,0.0,0,Other PBA,0,0,0,1
2009/2010,0,FEDERAL,11120,Directive,17300000.0,Uncoded: Pre-APP,Governmental,1.0,D4207,Mali,0,A032203001,Africa,0,S4215,1,1,10050,B4200,0,0,WWD West & Central Africa,ML,0,Closed,17451630.84,WGM Sub-Saharan Africa,Mali Program Section,0,4216,0.0,0,Other PBA,1,0,0,0
2009/2010,0,CONSULTING SERVICES,11120,Directive,17300000.0,Uncoded: Pre-APP,Civil Society,1.0,D4207,Mali,0,A032203001,Africa,0,S4215,1,1,1001215,B4200,0,0,WWD West & Central Africa,ML,0,Closed,17451630.84,WGM Sub-Saharan Africa,Mali Program Section,0,4216,0.0,0,Other PBA,1,0,0,0
2009/2010,0,FEDERAL,11120,Directive,17300000.0,Uncoded: Pre-APP,Governmental,1.0,D4207,Mali,0,A032203001,Africa,0,S4215,1,1,1011007,B4200,0,0,WWD West & Central Africa,ML,0,Closed,17451630.84,WGM Sub-Saharan Africa,Mali Program Section,0,4216,0.0,0,Other PBA,1,0,0,0
2009/2010,0,FEDERAL,11220,Directive,17300000.0,Uncoded: Pre-APP,Governmental,1.0,D4207,Mali,0,A032203001,Africa,0,S4215,1,1,10050,B4200,0,0,WWD West & Central Africa,ML,0,Closed,17451630.84,WGM Sub-Saharan Africa,Mali Program Section,0,4216,0.0,0,Other PBA,1,0,0,0
2009/2010,0,CONSULTING SERVICES,11220,Directive,17300000.0,Uncoded: Pre-APP,Civil Society,1.0,D4207,Mali,0,A032203001,Africa,0,S4215,1,1,1001215,B4200,0,0,WWD West & Central Africa,ML,0,Closed,17451630.84,WGM Sub-Saharan Africa,Mali Program Section,0,4216,0.0,0,Other PBA,1,0,0,0
2009/2010,0,FEDERAL,11220,Directive,17300000.0,Uncoded: Pre-APP,Governmental,1.0,D4207,Mali,0,A032203001,Africa,0,S4215,1,1,1011007,B4200,0,0,WWD West & Central Africa,ML,0,Closed,17451630.84,WGM Sub-Saharan Africa,Mali Program Section,0,4216,0.0,0,Other PBA,1,0,0,0
2009/2010,0,FEDERAL,15110,Directive,4952037.21,Uncoded: Pre-APP,Governmental,1.0,D4100,Cambodia,0,A032206001,Asia,0,S4107,1,1,10050,B4100,0,0,OAD Asia Programming,KH,0,Closed,4952037.21,OGM Asia Pacific,OAV Vietnam,0,4108,0.0,0,Not PBA,1,0,0,0
2009/2010,0,CONSULTING SERVICES,15110,Directive,4952037.21,Uncoded: Pre-APP,Civil Society,1.0,D4100,Cambodia,0,A032206001,Asia,0,S4107,1,1,1000524,B4100,0,0,OAD Asia Programming,KH,0,Closed,4952037.21,OGM Asia Pacific,OAV Vietnam,0,4108,0.0,0,Not PBA,1,0,0,0
2009/2010,0,FEDERAL,15250,Directive,4952037.21,Uncoded: Pre-APP,Governmental,1.0,D4100,Cambodia,0,A032206001,Asia,0,S4107,1,1,10050,B4100,0,0,OAD Asia Programming,KH,0,Closed,4952037.21,OGM Asia Pacific,OAV Vietnam,0,4108,0.0,0,Not PBA,1,0,0,0
