assay_strain,assay_subcellular_fraction,relationship_type,cell_id,assay_category,tid,assay_tax_id,assay_organism,description,src_id,assay_tissue,assay_cell_type,src_assay_id,assay_test_type,confidence_score,variant_id,doc_id,assay_type,tissue_id,curated_by,chembl_id,bao_format,assay_id
,,H,,,51,,,Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by forskolin stimulated cAMP assay,1,,,,,8,,6563,F,,Autocuration,CHEMBL615750,BAO_0000019,674
,,D,,,51,9606.0,Homo sapiens,Forskolin stimulated cAMP assessment of agonist activity for 5-hydroxytryptamine 1A receptor,1,,,,,9,,6563,F,,Expert,CHEMBL616259,BAO_0000019,675
,,H,,,51,,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",1,,,,,8,,6563,F,,Autocuration,CHEMBL616260,BAO_0000019,676
,,D,,,51,9606.0,Homo sapiens,Antagonism of 5-hydroxytryptamine 1A receptor determined in vitro,1,,,,,9,,5272,F,,Expert,CHEMBL616261,BAO_0000019,677
,,D,,,51,9606.0,Homo sapiens,"Antagonism of 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",1,,,,,9,,5272,F,,Expert,CHEMBL616262,BAO_0000019,678
,,D,,,51,9606.0,Homo sapiens,"Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S, No data",1,,,,,9,,5272,F,,Expert,CHEMBL616263,BAO_0000019,679
,,D,,,51,9606.0,Homo sapiens,Antagonism at the 5-hydroxytryptamine 1A receptor was determined in vitro; No data,1,,,,,9,,5272,F,,Expert,CHEMBL616264,BAO_0000019,680
,,D,,,51,9606.0,Homo sapiens,Antagonism at the 5-hydroxytryptamine 1A receptor in vitro,1,,,,,9,,5272,F,,Expert,CHEMBL616265,BAO_0000019,681
,,D,,,51,9606.0,Homo sapiens,"Antagonism at the 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",1,,,,,9,,5272,F,,Expert,CHEMBL616266,BAO_0000019,682
,,D,,,51,9606.0,Homo sapiens,"Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S, No data",1,,,,,9,,5272,F,,Expert,CHEMBL616267,BAO_0000019,683
,,D,,,51,9606.0,Homo sapiens,Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro; No data,1,,,,,9,,5272,F,,Expert,CHEMBL616268,BAO_0000019,684
,,D,,,51,9606.0,Homo sapiens,Inhibition of human 5-hydroxytryptamine 1A receptor,1,,,,,9,,16146,B,,Expert,CHEMBL616269,BAO_0000357,685
,,H,449.0,,51,,,Binding affinity against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,1,,CHO,,,8,,17624,B,,Autocuration,CHEMBL884528,BAO_0000219,686
,,D,722.0,,105,,,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor alpha expressed in HEK 293 cells,1,,HEK293,,,9,,13706,B,,Expert,CHEMBL616270,BAO_0000219,687
,,H,449.0,,51,,,Compound was tested for the displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1A receptor stably expressed in CHO cells,1,,CHO,,,8,,15250,B,,Autocuration,CHEMBL616271,BAO_0000219,688
,,H,449.0,,51,,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,1,,CHO,,,8,,17624,F,,Autocuration,CHEMBL616272,BAO_0000219,689
,,H,,,51,,,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in human CYP3A4 assay,1,,,,,8,,6861,B,,Expert,CHEMBL616273,BAO_0000357,690
,,D,,,51,9606.0,Homo sapiens,In vitro inhibitory concentration required against [3H]8-OH-DPAT binding to cloned human 5-hydroxytryptamine 1A receptor,1,,,,,9,,17200,B,,Expert,CHEMBL616274,BAO_0000357,691
,,H,449.0,,51,,,Inhibition concentration against 5-HT 1A receptor using cAMP as radioligand in CHO cells,1,,CHO,,,8,,17624,B,,Autocuration,CHEMBL616275,BAO_0000219,692
,,H,449.0,,51,,,Inhibition concentration against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,1,,CHO,,,8,,17624,B,,Autocuration,CHEMBL616276,BAO_0000219,693
,,U,,,22226,10116.0,Rattus norvegicus,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration,1,,,,In vivo,0,,12058,F,,Autocuration,CHEMBL616277,BAO_0000218,694
,,U,,,22226,10116.0,Rattus norvegicus,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration; Inactive,1,,,,In vivo,0,,12058,F,,Autocuration,CHEMBL616278,BAO_0000218,695
,,U,,,22226,10116.0,Rattus norvegicus,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration,1,,,,In vivo,0,,12058,F,,Autocuration,CHEMBL616279,BAO_0000218,696
,,U,,,22226,10116.0,Rattus norvegicus,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Inactive,1,,,,In vivo,0,,12058,F,,Autocuration,CHEMBL616280,BAO_0000218,697
,,U,,,22226,10116.0,Rattus norvegicus,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Partial response at the highest dose tested,1,,,,In vivo,0,,12058,F,,Autocuration,CHEMBL616281,BAO_0000218,698
,,U,,,22226,10116.0,Rattus norvegicus,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Inactive,1,,,,In vivo,0,,12058,F,,Autocuration,CHEMBL616282,BAO_0000218,699
,,U,,,22226,10116.0,Rattus norvegicus,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by po administration,1,,,,In vivo,0,,12058,F,,Autocuration,CHEMBL616283,BAO_0000218,700
,,U,,,22226,10116.0,Rattus norvegicus,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by po administration; Inactive,1,,,,In vivo,0,,12058,F,,Autocuration,CHEMBL616284,BAO_0000218,701
,,U,,,22226,10116.0,Rattus norvegicus,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by sc administration,1,,,,In vivo,0,,12058,F,,Autocuration,CHEMBL616285,BAO_0000218,702
,,U,,,22226,10116.0,Rattus norvegicus,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by sc administration; Inactive,1,,,,In vivo,0,,12058,F,,Autocuration,CHEMBL616286,BAO_0000218,703
,,U,,,22226,10116.0,Rattus norvegicus,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by sc administration; partial response at the highest dose tested,1,,,,In vivo,0,,12058,F,,Autocuration,CHEMBL616287,BAO_0000218,704
,,U,,,22226,10116.0,Rattus norvegicus,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by po administration,1,,,,In vivo,0,,12058,F,,Autocuration,CHEMBL616288,BAO_0000218,705
,,U,,,22226,10116.0,Rattus norvegicus,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by po administration; Inactive,1,,,,In vivo,0,,12058,F,,Autocuration,CHEMBL616289,BAO_0000218,706
,,U,,,22226,10116.0,Rattus norvegicus,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by po administration; Partial response at the highest dose tested,1,,,,In vivo,0,,12058,F,,Autocuration,CHEMBL615610,BAO_0000218,707
,,U,,,22226,10116.0,Rattus norvegicus,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration,1,,,,In vivo,0,,12058,F,,Autocuration,CHEMBL615611,BAO_0000218,708
,,U,,,22226,10116.0,Rattus norvegicus,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration; Inactive,1,,,,In vivo,0,,12058,F,,Autocuration,CHEMBL615612,BAO_0000218,709
,,U,,,22226,10116.0,Rattus norvegicus,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration; Partial response at the highest dose tested,1,,,,In vivo,0,,12058,F,,Autocuration,CHEMBL615613,BAO_0000218,710
,,U,,,22226,10116.0,Rattus norvegicus,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain striatal area by sc administration; partial response at the highest dose tested,1,,,,In vivo,0,,12058,F,,Autocuration,CHEMBL615614,BAO_0000218,711
,,U,,,22226,10116.0,Rattus norvegicus,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration,1,,,,In vivo,0,,12058,F,,Autocuration,CHEMBL615615,BAO_0000218,712
,,H,,,105093,,,Affinity in displacing [125I](R)-DOI from rat cortical homogenate 5-HT2 receptor.,1,,,,,4,,11440,B,,Autocuration,CHEMBL615616,BAO_0000019,713
,,H,,,11923,,,Binding affinity towards 5-HT 7 receptor in rat hypothalamus membranes using [3H]5-CT as radioligand,1,Hypothalamus,,,,8,,6238,B,1898.0,Autocuration,CHEMBL615617,BAO_0000249,714
,,H,,,10577,,,Inhibitory activity against 5-HT1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand; nd is No Data,1,,,,,8,,10046,B,,Autocuration,CHEMBL615618,BAO_0000019,715
,,H,,,10577,,,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand; nd is No Data.,1,,,,,8,,10046,B,,Autocuration,CHEMBL615619,BAO_0000019,716
,,H,,,10577,,,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand.,1,,,,,8,,10046,B,,Expert,CHEMBL615620,BAO_0000019,717
,,H,,,55,,,"Inhibitory activity against human whole blood, LTB4 5-lipoxygenase was evaluated",1,,,,,8,,167,B,,Autocuration,CHEMBL615621,BAO_0000357,718
,,H,,,55,,,"Inhibitory activity against intact human PMNL, LTB4 5-lipoxygenase was evaluated",1,,,,,8,,167,B,,Autocuration,CHEMBL615622,BAO_0000357,719
,,H,,,12166,,,Compound was evaluated for the inhibition of 5-LO (lipoxygenase),1,,,,,8,,11520,F,,Autocuration,CHEMBL615623,BAO_0000019,720
,,H,,,12166,,,Compound was evaluated for the inhibition of 5-LO (5-lipoxygenase).,1,,,,,8,,11520,F,,Autocuration,CHEMBL615624,BAO_0000019,721
,,H,,,12166,,,Compound was evaluated for the inhibition of 5-LO (5-lipoxygenase).,1,,,,,8,,11520,F,,Autocuration,CHEMBL615625,BAO_0000019,722
,,H,,,12166,,,Compound was evaluated for the inhibition of 5-LO (5-lipoxygenase).,1,,,,,8,,11520,F,,Autocuration,CHEMBL767045,BAO_0000019,723
,,H,,,55,10141.0,Cavia porcellus,Inhibition of [14C]arachidonic acid conversion to 5-HETE by broken cell 5-LO isolated from guinea pig PMN,1,,,,,8,,135,F,,Autocuration,CHEMBL615626,BAO_0000019,724
,,H,,,55,10141.0,Cavia porcellus,Inhibition of [14C]arachidonic acid conversion to 5-HETE by broken cell 5-LO isolated from guinea pig PMN; not active at the highest concentration (3 ug/mL) tested; No activity,1,,,,,8,,135,F,,Autocuration,CHEMBL615627,BAO_0000019,725
,,H,,,55,10141.0,Cavia porcellus,The compound was tested for inhibitory activity against 5-Lipoxygenase in guinea pig polymorphonuclear leukocytes,1,,,,,8,,11311,B,,Autocuration,CHEMBL615628,BAO_0000019,726
,,H,,,55,10141.0,Cavia porcellus,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase using guinea pig supernatant at 10 uM,1,,,,,8,,10193,B,,Autocuration,CHEMBL615629,BAO_0000357,727
,,D,,,55,9606.0,Homo sapiens,Inhibitory concentration against 5-lipoxygenase from human whole blood,1,,,,,9,,12281,B,,Expert,CHEMBL615630,BAO_0000357,728
,,H,,,55,,,The compound was tested for inhibitory activity against 5-Lipoxygenase in human polymorphonuclear leukocytes[PMNS],1,,,,,8,,11311,B,,Autocuration,CHEMBL615631,BAO_0000219,729
,,H,,,17087,,,In vivo inhibition of 5-lipoxygenase (LTC4) in the mouse zymosan peritonitis assay at an oral dose of 30 mg/Kg,1,,,,,8,,12576,F,,Autocuration,CHEMBL615632,BAO_0000218,730
,,H,,,17087,,,Inhibitory concentration against 5-lipoxygenase from mouse macrophage,1,,,,,8,,12281,B,,Autocuration,CHEMBL615633,BAO_0000357,731
,,H,,,17087,,,In vivo inhibition of 5-lipoxygenase (LTC4) in the mouse zymosan peritonitis assay at an oral dose of 30 mg/Kg,1,,,,,8,,12576,F,,Autocuration,CHEMBL615634,BAO_0000218,732
,,H,,,55,9823.0,Sus scrofa,Inhibition of arachidonate 5-lipoxygenase purified from porcine leukocytes.,1,,,,,8,,11089,B,,Expert,CHEMBL615635,BAO_0000019,733
,,H,,,12166,,,In vitro inhibition of rat 5-Lipoxygenase,1,,,,,8,,11006,B,,Expert,CHEMBL615636,BAO_0000357,734
,,D,,,12166,10116.0,Rattus norvegicus,Inhibitory activity against 5-Lipoxygenase,1,,,,,9,,11481,B,,Expert,CHEMBL615637,BAO_0000357,735
,,H,702.0,,12166,,,Inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells,1,,RBL-1,,,8,,10864,B,,Expert,CHEMBL615638,BAO_0000219,736
,,H,702.0,,12166,,,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1),1,,RBL-1,,,8,,3595,B,,Autocuration,CHEMBL615639,BAO_0000219,737
,,H,702.0,,12166,,,The compound was tested for inhibitory activity against 5-Lipoxygenase in rat RBL-1,1,,RBL-1,,,8,,11311,B,,Autocuration,CHEMBL615640,BAO_0000219,738
,,H,,,12166,,,The compound was tested for inhibitory activity against 5-Lipoxygenase in rat blood,1,,,,,8,,11311,B,,Autocuration,CHEMBL615796,BAO_0000019,739
,,H,,,12166,,,The compound was tested for inhibitory activity against 5-Lipoxygenase receptor in rat polymorphonuclear leukocytes[PMNS],1,,,,,8,,11311,B,,Autocuration,CHEMBL615845,BAO_0000219,740
,,H,,,12166,,,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) in vitro at 1 uM,1,,,,,8,,11006,B,,Autocuration,CHEMBL615846,BAO_0000357,741
,,H,702.0,,12166,,,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1)at 10 uM,1,,RBL-1,,,8,,3595,B,,Autocuration,CHEMBL615847,BAO_0000219,742
,,H,,,12166,,,The compound was tested for inhibition of isolated 5-Lipoxygenase,1,,,,,8,,11311,B,,Autocuration,CHEMBL615848,BAO_0000357,743
,,U,,,22226,10116.0,Rattus norvegicus,Ratio of IC50 against 5-LO and COX,1,,,,,0,,11481,B,,Autocuration,CHEMBL615849,BAO_0000019,744
,,H,,,12166,,,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) in vitro at 1 uM,1,,,,,8,,11006,B,,Autocuration,CHEMBL615850,BAO_0000357,745
,,H,,,12166,,,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) in vitro at 1 uM; range is 20-35%,1,,,,,8,,11006,B,,Autocuration,CHEMBL615851,BAO_0000357,746
,,H,,,12166,,,The compound was tested for inhibition against 5-Lipoxygenase in rat polymorphonuclear leukocytes at 10 uM concentration,1,,,,,8,,11311,B,,Autocuration,CHEMBL615852,BAO_0000219,747
,,H,,,12166,,,Compound was evaluated for the inhibition of 5-Lipoxygenase (5-LO) ex vivo,1,,,,,8,,11006,F,,Autocuration,CHEMBL615853,BAO_0000019,748
,,H,,,120,,,Compound was tested for the inhibition of type 2 5-alpha-reductase of human prostates,1,Prostate gland,,,,8,,4288,B,2367.0,Autocuration,CHEMBL884527,BAO_0000357,749
,,U,,,22226,8932.0,Columba livia,Percent inhibition was measured against 5-amino-4-imidazolecarboxamide ribotide transformylase(pigeon liver) enzyme at 10E-4 M inhibitory concentration,1,,,,,0,,7587,B,,Autocuration,CHEMBL872871,BAO_0000019,750
,,U,,,22226,8932.0,Columba livia,Percent inhibition was measured against 5-amino-4-imidazolecarboxamide ribotide transformylase(pigeon liver) enzyme at 10E-5 M inhibitory concentration,1,,,,,0,,7587,B,,Autocuration,CHEMBL615854,BAO_0000019,751
,,U,,,22226,8932.0,Columba livia,Percent inhibition was measured against 5-amino-4-imidazolecarboxamide ribotide transformylase(pigeon liver) enzyme.,1,,,,,0,,7587,B,,Autocuration,CHEMBL767046,BAO_0000019,752
,,H,,,10732,,,Compound was evaluated for the inhibition of 5-aminoimidazole-4-carboxamide ribonucleotide transformylase obtained from human at 100 uM,1,,,,,8,,11249,B,,Autocuration,CHEMBL615855,BAO_0000357,753
,,D,,,12198,10116.0,Rattus norvegicus,Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT); NT = Not Tested,1,,,,,9,,8003,F,,Expert,CHEMBL615856,BAO_0000019,754
,,D,,,12198,10116.0,Rattus norvegicus,Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT),1,,,,,9,,8003,F,,Expert,CHEMBL615857,BAO_0000019,755
,,D,,,12198,10116.0,Rattus norvegicus,Effect on synaptosomal uptake inhibition of 5-hydroxytryptamine (5-HT),1,,,,,9,,8003,F,,Expert,CHEMBL615858,BAO_0000019,756
,,H,,,10576,,,In vitro affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in hippocampus,1,Hippocampus,,,,8,,12416,B,10000000.0,Expert,CHEMBL615859,BAO_0000221,757
,,H,,,51,,,Binding affinity towards human 5-hydroxytryptamine 1 receptor,1,,,,,8,,16293,B,,Autocuration,CHEMBL615860,BAO_0000357,758
,,U,,,22226,9986.0,Oryctolagus cuniculus,Intrinsic activity against 5-hydroxytryptamine 1 receptor using rabbit saphenous vein assay.,1,,,,,0,,13047,B,,Autocuration,CHEMBL615861,BAO_0000019,759
,,U,,,22226,9986.0,Oryctolagus cuniculus,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit saphenous vein assay.,1,,,,,0,,13047,B,,Autocuration,CHEMBL615862,BAO_0000019,760
,,U,,,22226,9986.0,Oryctolagus cuniculus,Binding affinity against 5-hydroxytryptamine 1D receptor using rabbit saphenous vein assay.,1,,,,,0,,13047,B,,Autocuration,CHEMBL615863,BAO_0000019,761
,,U,,,22226,9986.0,Oryctolagus cuniculus,Binding affinity against 5-hydroxytryptamine 4 receptor using rabbit saphenous vein assay.,1,,,,,0,,13047,B,,Autocuration,CHEMBL615864,BAO_0000019,762
,,H,,,104744,,,Ability to bind at 5-hydroxytryptamine 1 receptor of rat hippocampus by displacing [3H]5-HT,1,Hippocampus,,,,4,,10085,B,10000000.0,Autocuration,CHEMBL615865,BAO_0000221,763
,,H,,,104744,,,Ability to bind at 5-hydroxytryptamine 1 receptor of rat hippocampus by displacing [3H]5-HT,1,Hippocampus,,,,4,,10085,B,10000000.0,Autocuration,CHEMBL615866,BAO_0000221,764
,,H,,,104744,,,Ability to bind at serotonin 5-hydroxytryptamine 1 receptor of rat hippocampus by displacing [3H]5-HT,1,Hippocampus,,,,4,,10085,B,10000000.0,Autocuration,CHEMBL615867,BAO_0000221,765
,Membranes,H,,,104744,,,Ability to inhibit binding of titreated serotonin to the 5-hydroxytryptamine 1 receptor in rat brain frontal cortex membranes,1,,,,,4,,9841,B,,Autocuration,CHEMBL615868,BAO_0000249,766
,,D,,,104744,10116.0,Rattus norvegicus,Binding affinity towards 5-hydroxytryptamine 1 receptor in brain cortical membranes of rat,1,,,,,5,,8822,B,,Autocuration,CHEMBL615869,BAO_0000249,767
,,D,,,104744,10116.0,Rattus norvegicus,Binding affinity towards 5-hydroxytryptamine 1 receptor in rat frontal cortex homogenates using [3H]5-HT as a radioligand,1,,,,,5,,9806,B,,Autocuration,CHEMBL615870,BAO_0000019,768
,,D,,,104744,10116.0,Rattus norvegicus,Binding affinity towards 5-hydroxytryptamine 1 receptor using [3H]5-HT as a radioligand from rat frontal cortex homogenates,1,,,,,5,,9806,B,,Autocuration,CHEMBL615871,BAO_0000019,769
,,H,,,104744,,,Binding affinity towards 5-hydroxytryptamine 1 receptor was measured using radioligand ([3H]5-HT) binding assay,1,,,,,4,,8868,B,,Autocuration,CHEMBL615872,BAO_0000224,770
,,H,,,104744,,,Binding affinity towards hippocampus 5-hydroxytryptamine 1 receptor was measured using radioligand [3H]5-HT,1,Hippocampus,,,,4,,9036,B,10000000.0,Autocuration,CHEMBL833492,BAO_0000221,771
,,H,,,104744,,,Compound was evaluated for the inhibition of [3H]5-HT (concentration of 12 nM) specific binding to rat hippocampus,1,Hippocampus,,,,4,,11374,B,10000000.0,Autocuration,CHEMBL615873,BAO_0000221,772
,,H,,,104744,,,Inhibitory activity against 5-hydroxytryptamine 1 receptor by 3H ligand binding experiments.,1,,,,,4,,10881,B,,Autocuration,CHEMBL615479,BAO_0000224,773
,,H,,,104744,,,Tested for its binding affinity towards 5-hydroxytryptamine 1 receptor in rat,1,,,,,4,,8822,B,,Autocuration,CHEMBL615480,BAO_0000019,774
