SASSI,Descr,ASTAI,CURAB,VARI,ASSSUBCEFRAC,ASI,TII,CHI,SRI,BFO,ASSCA,ASTTY,ASSTR,RELATT,CEI,ASSTIS,DI,ASSORG,Ti,ASSTY,ASCETY,CONFSCO
,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined",10090.0,Intermediate,,,8298,,CHEMBL623544,1,BAO_0000218,,,,N,,,14839,Mus musculus,50594,A,,1
,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-24hr)",10090.0,Intermediate,,,8299,,CHEMBL623545,1,BAO_0000218,,,,N,,,14839,Mus musculus,50594,A,,1
,"In vivo antitumor efficacy in nude mice by injecting a dose of 25 mg/kg, as HCl salt in saline solution, perorally and the total drug exposure was determined (0-4 hr)",10090.0,Intermediate,,,8300,,CHEMBL623546,1,BAO_0000218,,,,N,,,14839,Mus musculus,50594,A,,1
,Evaluated for plasma clearance after iv administration of 5 mg/kg to male Sprague-Dawley rats,10116.0,Intermediate,,,8301,1969.0,CHEMBL623547,1,BAO_0000218,,In vivo,,N,,Plasma,5408,Rattus norvegicus,50597,A,,1
,High i.v. clearance in Dawley rats,10116.0,Intermediate,,,8302,,CHEMBL623548,1,BAO_0000218,,In vivo,,N,,,6827,Rattus norvegicus,50597,A,,1
,In vitro clearance in rat liver microsomes,10116.0,Intermediate,,Microsomes,8303,2107.0,CHEMBL623549,1,BAO_0000218,,In vitro,,N,,Liver,17538,Rattus norvegicus,50597,A,,1
,Intrinsic clearance in rat liver microsomes was determined,10116.0,Intermediate,,Microsomes,8304,2107.0,CHEMBL623550,1,BAO_0000218,,In vitro,,N,,Liver,6331,Rattus norvegicus,50597,A,,1
,Intrinsic clearance in rat hepatocytes was determined,10116.0,Intermediate,,,8305,2107.0,CHEMBL875276,1,BAO_0000218,,In vitro,,N,401.0,Liver,5948,Rattus norvegicus,50597,A,Hepatocyte,1
,Plasma Clearance was determined,10116.0,Intermediate,,,8306,,CHEMBL621872,1,BAO_0000218,,In vivo,,N,,,4026,Rattus norvegicus,50597,A,,1
,Plasma clearance after intravenous administration of 0.4 mg/kg of dose in rats was determined,10116.0,Intermediate,,,8307,,CHEMBL621873,1,BAO_0000218,,In vivo,,N,,,6647,Rattus norvegicus,50597,A,,1
,Plasma clearance in rat.,10116.0,Intermediate,,,8308,,CHEMBL621874,1,BAO_0000218,,In vivo,,N,,,1696,Rattus norvegicus,50597,A,,1
,Plasma clearance in rats,10116.0,Intermediate,,,8309,,CHEMBL621875,1,BAO_0000218,,In vivo,,N,,,6597,Rattus norvegicus,50597,A,,1
,Plasma clearance was estimated from the AUC after 5 mg/kg intravenous dosing in rats,10116.0,Intermediate,,,8310,,CHEMBL621876,1,BAO_0000218,,In vivo,,N,,,347,Rattus norvegicus,50597,A,,1
,Plasma clearance was evaluated after 10 uM/kg of intra arterial administration,10116.0,Intermediate,,,8311,,CHEMBL621877,1,BAO_0000218,,In vivo,,N,,,16423,Rattus norvegicus,50597,A,,1
,Plasma clearance was measured in rat,10116.0,Intermediate,,,8312,,CHEMBL621878,1,BAO_0000218,,In vivo,,N,,,2879,Rattus norvegicus,50597,A,,1
,Clearance after iv administration to Sprague-Dawley rat at dosage of 0.2 mg/kg,10116.0,Intermediate,,,8313,,CHEMBL621879,1,BAO_0000218,,In vivo,,N,,,4883,Rattus norvegicus,50597,A,,1
,"Tested for the plasma clearance in Dawley rat at a dose of 1 mg/kg intravenous, 2 mg/kg orally",10116.0,Intermediate,,,8314,1969.0,CHEMBL621880,1,BAO_0000218,,In vivo,,N,,Plasma,5328,Rattus norvegicus,50597,A,,1
,The clearance rate in mature male rat at a intravenous dose of 3 mg/kg,10116.0,Intermediate,,,8315,,CHEMBL621881,1,BAO_0000218,,In vivo,,N,,,5160,Rattus norvegicus,50597,A,,1
,Total body clearance was evaluated for the compound after i.v. administration at a dose of 5 mg/kg was measured in rats,10116.0,Intermediate,,,8316,,CHEMBL621882,1,BAO_0000218,,In vivo,,N,,,17582,Rattus norvegicus,50597,A,,1
,Total clearance at 1 mg/kg was determined in rat,10116.0,Intermediate,,,8317,,CHEMBL875283,1,BAO_0000218,,In vivo,,N,,,17651,Rattus norvegicus,50597,A,,1
,Total clearance at 10 mg/kg was determined in rat,10116.0,Intermediate,,,8318,,CHEMBL621883,1,BAO_0000218,,In vivo,,N,,,17651,Rattus norvegicus,50597,A,,1
,Clearance in rat,10116.0,Intermediate,,,8319,,CHEMBL621884,1,BAO_0000218,,In vivo,,N,,,6596,Rattus norvegicus,50597,A,,1
,Plasma clearance rate determined in rats,10116.0,Intermediate,,,8320,,CHEMBL621885,1,BAO_0000218,,In vivo,,N,,,4796,Rattus norvegicus,50597,A,,1
,Clearance of compound in rat was evaluated,10116.0,Intermediate,,,8321,,CHEMBL621886,1,BAO_0000218,,In vivo,,N,,,6850,Rattus norvegicus,50597,A,,1
,Plasma concentration in rats after 7 hr at 30mg/kg oral dose,10116.0,Intermediate,,,8322,1969.0,CHEMBL621887,1,BAO_0000218,,In vivo,,N,,Plasma,5932,Rattus norvegicus,50597,A,,1
,Pharmacokinetic property (blood clearance) in rat,10116.0,Intermediate,,,8323,,CHEMBL621888,1,BAO_0000218,,In vivo,,N,,,3371,Rattus norvegicus,50597,A,,1
,Plasma clearance in rat,10116.0,Intermediate,,,8324,,CHEMBL621889,1,BAO_0000218,,In vivo,,N,,,2083,Rattus norvegicus,50597,A,,1
,Plasma clearance in rats,10116.0,Intermediate,,,8325,,CHEMBL621890,1,BAO_0000218,,In vivo,,N,,,4942,Rattus norvegicus,50597,A,,1
,Intrinsic clearance of compound against NADPH-fortified rat liver microsomes,10116.0,Intermediate,,Microsomes,8326,2107.0,CHEMBL621891,1,BAO_0000218,,In vitro,,N,,Liver,6838,Rattus norvegicus,50597,A,,1
,Clearance in Dawley rat,10116.0,Intermediate,,,8327,,CHEMBL621892,1,BAO_0000218,,In vivo,,N,,,5353,Rattus norvegicus,50597,A,,1
,Clearance rat,10116.0,Intermediate,,,8328,,CHEMBL621893,1,BAO_0000218,,In vivo,,N,,,6641,Rattus norvegicus,50597,A,,1
,Clearance rat (dosed at 0.5 mpk IV and 2.0 mpk po.),10116.0,Intermediate,,,8329,,CHEMBL621894,1,BAO_0000218,,In vivo,,N,,,6641,Rattus norvegicus,50597,A,,1
,Clearance rat; Not determined,10116.0,Intermediate,,,8330,,CHEMBL621895,1,BAO_0000218,,In vivo,,N,,,6641,Rattus norvegicus,50597,A,,1
,Clearance rate was determined in rat at a dose of 1 mpk i.v.,10116.0,Intermediate,,,8331,,CHEMBL875284,1,BAO_0000218,,In vivo,,N,,,6444,Rattus norvegicus,50597,A,,1
,Clearance rate was determined in rat at a dose of 1 mpk i.v.; ND means not determined,10116.0,Intermediate,,,8332,,CHEMBL618699,1,BAO_0000218,,In vivo,,N,,,6444,Rattus norvegicus,50597,A,,1
,Clearance rate was determined in rat at a dose of 1 mpk i.v.; ND=not determined,10116.0,Intermediate,,,8333,,CHEMBL618700,1,BAO_0000218,,In vivo,,N,,,6444,Rattus norvegicus,50597,A,,1
,Clearance was determined by iv administration (1.5 mg/kg) in fasted male Sprague-Dawley rats,10116.0,Intermediate,,,8334,,CHEMBL618701,1,BAO_0000218,,In vivo,,N,,,6211,Rattus norvegicus,50597,A,,1
,"Clearance in plasma calculated from Time-Course plasma concentrations in rats at a dose of 2.5 mg/kg, iv",10116.0,Intermediate,,,8335,1969.0,CHEMBL876600,1,BAO_0000218,,In vivo,,N,,Plasma,12873,Rattus norvegicus,50597,A,,1
,Clearance of compound in rat after 1 mg/kg i.v. administration,10116.0,Intermediate,,,8336,,CHEMBL618702,1,BAO_0000218,,In vivo,,N,,,6570,Rattus norvegicus,50597,A,,1
,Compound was evaluated for Hepatic clearance in rat,10116.0,Intermediate,,,8337,,CHEMBL618703,1,BAO_0000218,,In vivo,,N,,,3341,Rattus norvegicus,50597,A,,1
,In vivo clearance after 5 mg/kg dose,10116.0,Intermediate,,,8338,,CHEMBL618704,1,BAO_0000218,,In vivo,,N,,,4891,Rattus norvegicus,50597,A,,1
,Compound was tested for plasma clearance in rats,10116.0,Intermediate,,,8339,1969.0,CHEMBL618705,1,BAO_0000218,,In vivo,,N,,Plasma,1094,Rattus norvegicus,50597,A,,1
,Hepatic clearance after intravenous administration was evaluated in rat,10116.0,Intermediate,,,8340,,CHEMBL618706,1,BAO_0000218,,In vivo,,N,,,2938,Rattus norvegicus,50597,A,,1
,Lower clearance in rat (i.v.) at 0.5 mpk,10116.0,Intermediate,,,8341,,CHEMBL618707,1,BAO_0000218,,In vivo,,N,,,17853,Rattus norvegicus,50597,A,,1
,Pharmacokinetic parameter expressed as plasma clearance in rat,10116.0,Intermediate,,,8342,1969.0,CHEMBL618708,1,BAO_0000218,,In vivo,,N,,Plasma,6049,Rattus norvegicus,50597,A,,1
,Pharmacokinetic property (Clp) in rat,10116.0,Intermediate,,,8343,,CHEMBL618709,1,BAO_0000218,,In vivo,,N,,,5789,Rattus norvegicus,50597,A,,1
,Plasma clearance in Sprague-Dawley rats,10116.0,Intermediate,,,8344,,CHEMBL618710,1,BAO_0000218,,In vivo,,N,,,4514,Rattus norvegicus,50597,A,,1
,Plasma clearance (Clp) in rat,10116.0,Intermediate,,,8345,,CHEMBL618711,1,BAO_0000218,,In vivo,,N,,,6448,Rattus norvegicus,50597,A,,1
,Plasma clearance for the compound was measured in rat after an iv dose of 1 mg/kg,10116.0,Intermediate,,,8346,,CHEMBL618712,1,BAO_0000218,,In vivo,,N,,,6062,Rattus norvegicus,50597,A,,1
,Plasma clearance in fasted male Sprague dawely rats on administration of 0.5 mg/Kg i.v. of the compound,10116.0,Intermediate,,,8347,,CHEMBL618713,1,BAO_0000218,,In vivo,,N,,,5710,Rattus norvegicus,50597,A,,1
,Plasma clearance after intravenous administration of 1 mg/kg in rat,10116.0,Intermediate,,,8348,,CHEMBL618714,1,BAO_0000218,,In vivo,,N,,,4709,Rattus norvegicus,50597,A,,1
,Plasma clearance in rat after 5 mg/kg by oral and 1 mg/kg by intravenous administration,10116.0,Intermediate,,,8349,,CHEMBL618715,1,BAO_0000218,,In vivo,,N,,,4521,Rattus norvegicus,50597,A,,1
,Plasma clearance in rat was determined,10116.0,Intermediate,,,8350,,CHEMBL618716,1,BAO_0000218,,In vivo,,N,,,1742,Rattus norvegicus,50597,A,,1
,Plasma clearance measured in rat,10116.0,Intermediate,,,8351,,CHEMBL876601,1,BAO_0000218,,In vivo,,N,,,6057,Rattus norvegicus,50597,A,,1
,Plasma clearance was calculated in rat,10116.0,Intermediate,,,8352,,CHEMBL618717,1,BAO_0000218,,In vivo,,N,,,6057,Rattus norvegicus,50597,A,,1
,Plasma clearance in rat,10116.0,Intermediate,,,8353,,CHEMBL618718,1,BAO_0000218,,In vivo,,N,,,5145,Rattus norvegicus,50597,A,,1
,Plasma clearance in rat,10116.0,Intermediate,,,8354,,CHEMBL618719,1,BAO_0000218,,In vivo,,N,,,5833,Rattus norvegicus,50597,A,,1
,Plasma clearance in rat,10116.0,Intermediate,,,8355,,CHEMBL618720,1,BAO_0000218,,In vivo,,N,,,6453,Rattus norvegicus,50597,A,,1
,Plasma clearance in rat,10116.0,Intermediate,,,8356,,CHEMBL618721,1,BAO_0000218,,In vivo,,N,,,6640,Rattus norvegicus,50597,A,,1
,Plasma clearance in rats,10116.0,Intermediate,,,8357,,CHEMBL621477,1,BAO_0000218,,In vivo,,N,,,6305,Rattus norvegicus,50597,A,,1
,Plasma clearance in rat,10116.0,Intermediate,,,8358,,CHEMBL621478,1,BAO_0000218,,In vivo,,N,,,6642,Rattus norvegicus,50597,A,,1
,Plasma clearance was evaluated in rat,10116.0,Intermediate,,,8359,,CHEMBL621479,1,BAO_0000218,,In vivo,,N,,,5472,Rattus norvegicus,50597,A,,1
,Plasma clearance was evaluated in rat; Not tested,10116.0,Intermediate,,,8360,,CHEMBL621480,1,BAO_0000218,,In vivo,,N,,,5472,Rattus norvegicus,50597,A,,1
,Plasma clearance rate was determined for the compound in rat,10116.0,Intermediate,,,8361,,CHEMBL621481,1,BAO_0000218,,In vivo,,N,,,5144,Rattus norvegicus,50597,A,,1
,"Plasma clearance rate was determined in rats at 10mg/kg, p.o. dose; n/a: not applicable",10116.0,Intermediate,,,8362,,CHEMBL621482,1,BAO_0000218,,In vivo,,N,,,6685,Rattus norvegicus,50597,A,,1
,"Plasma clearance rate was determined in rats at 20 mg/kg, i.p. dose; n/a: not applicable",10116.0,Intermediate,,,8363,,CHEMBL621483,1,BAO_0000218,,In vivo,,N,,,6685,Rattus norvegicus,50597,A,,1
,"Plasma clearance rate was determined in rats at 2 mg/kg, i.v. dose",10116.0,Intermediate,,,8364,,CHEMBL621484,1,BAO_0000218,,In vivo,,N,,,6685,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat heart was reported at 24 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8365,948.0,CHEMBL621485,1,BAO_0000218,,In vivo,,N,,Heart,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat heart was reported at 4 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8366,948.0,CHEMBL621486,1,BAO_0000218,,In vivo,,N,,Heart,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat intestine was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8367,160.0,CHEMBL621487,1,BAO_0000218,,In vivo,,N,,Intestine,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat intestine was reported at 1 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8368,160.0,CHEMBL621488,1,BAO_0000218,,In vivo,,N,,Intestine,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat intestine was reported at 2 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8369,160.0,CHEMBL621489,1,BAO_0000218,,In vivo,,N,,Intestine,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat intestine was reported at 24 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8370,160.0,CHEMBL621490,1,BAO_0000218,,In vivo,,N,,Intestine,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat intestine was reported at 4 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8371,160.0,CHEMBL621491,1,BAO_0000218,,In vivo,,N,,Intestine,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat kidneys was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8372,2113.0,CHEMBL621492,1,BAO_0000218,,In vivo,,N,,Kidney,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat kidneys was reported at 1 h post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8373,2113.0,CHEMBL621493,1,BAO_0000218,,In vivo,,N,,Kidney,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat kidneys was reported at 2 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8374,2113.0,CHEMBL621494,1,BAO_0000218,,In vivo,,N,,Kidney,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat kidneys was reported at 24 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8375,2113.0,CHEMBL621495,1,BAO_0000218,,In vivo,,N,,Kidney,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat kidneys was reported at 4 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8376,2113.0,CHEMBL621496,1,BAO_0000218,,In vivo,,N,,Kidney,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat liver was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8377,2107.0,CHEMBL621497,1,BAO_0000218,,In vivo,,N,,Liver,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat liver was reported at 1 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8378,2107.0,CHEMBL621498,1,BAO_0000218,,In vivo,,N,,Liver,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat liver was reported at 2 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8379,2107.0,CHEMBL621499,1,BAO_0000218,,In vivo,,N,,Liver,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat liver was reported at 24 h post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8380,2107.0,CHEMBL618634,1,BAO_0000218,,In vivo,,N,,Liver,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat liver was reported at 4 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8381,2107.0,CHEMBL618635,1,BAO_0000218,,In vivo,,N,,Liver,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat lung was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8382,2048.0,CHEMBL618636,1,BAO_0000218,,In vivo,,N,,Lung,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat lung was reported at 1 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8383,2048.0,CHEMBL619737,1,BAO_0000218,,In vivo,,N,,Lung,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat lung was reported at 2 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8384,2048.0,CHEMBL619738,1,BAO_0000218,,In vivo,,N,,Lung,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat lung was reported at 24 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8385,2048.0,CHEMBL624329,1,BAO_0000218,,In vivo,,N,,Lung,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat lung was reported at 4 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8386,2048.0,CHEMBL624330,1,BAO_0000218,,In vivo,,N,,Lung,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat muscle was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8387,2385.0,CHEMBL624331,1,BAO_0000218,,In vivo,,N,,Muscle tissue,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat muscle was reported at 1 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8388,2385.0,CHEMBL624332,1,BAO_0000218,,In vivo,,N,,Muscle tissue,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat muscle was reported at 2 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8389,2385.0,CHEMBL624333,1,BAO_0000218,,In vivo,,N,,Muscle tissue,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat muscle was reported at 24 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8390,2385.0,CHEMBL624334,1,BAO_0000218,,In vivo,,N,,Muscle tissue,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat muscle was reported at 4 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8391,2385.0,CHEMBL624335,1,BAO_0000218,,In vivo,,N,,Muscle tissue,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat spleen was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8392,2106.0,CHEMBL620016,1,BAO_0000218,,In vivo,,N,,Spleen,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat spleen was reported at 1 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8393,2106.0,CHEMBL620169,1,BAO_0000218,,In vivo,,N,,Spleen,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat spleen was reported at 2 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8394,2106.0,CHEMBL620170,1,BAO_0000218,,In vivo,,N,,Spleen,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat spleen was reported at 24 h post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8395,2106.0,CHEMBL620171,1,BAO_0000218,,In vivo,,N,,Spleen,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat spleen was reported at 4 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8396,2106.0,CHEMBL620172,1,BAO_0000218,,In vivo,,N,,Spleen,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat stomach was reported at 0.33 hr post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8397,945.0,CHEMBL620173,1,BAO_0000218,,In vivo,,N,,Stomach,13950,Rattus norvegicus,50597,A,,1
,Biodistribution of [123I]-label in rat stomach was reported at 1 h post injection. Value shown is %ID/g of tissue,10116.0,Intermediate,,,8398,945.0,CHEMBL620174,1,BAO_0000218,,In vivo,,N,,Stomach,13950,Rattus norvegicus,50597,A,,1
