Fiscal year,Programming process (new),Climate change adaptation (marker),Regional program (marker),Urban issues (marker),Sector percent,Project number,Untied amount(Project-level budget),Gender equality (marker),Sector name,Biodiversity (marker),CountryRegion name,CFLI (marker),Organisation class,Maximum CIDA contribution (project-level),Status,Branch ID,Branch name,Division ID,Division name,Section ID,Section name,Fund centre ID,Fund centre name,FSTC percent,IRTC percent,CIDA business delivery model (old),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance
2009/2010,Uncoded: Pre-APP,0,1,0,0.1,A032162001,15300000.0,2,Food crop production,0,Southern Africa,0,Multilateral,15300000.0,Operational,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0.45,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,0.15,A032162001,15300000.0,2,Agricultural extension,0,Southern Africa,0,Multilateral,15300000.0,Operational,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0.45,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,0.45,A032162001,15300000.0,2,Agricultural research,0,Southern Africa,0,Multilateral,15300000.0,Operational,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0.45,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,0.15,A032162001,15300000.0,2,Basic nutrition,0,Sahel Region,0,Multilateral,15300000.0,Operational,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0.45,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,0.15,A032162001,15300000.0,2,Agricultural policy and administrative management,0,Sahel Region,0,Multilateral,15300000.0,Operational,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0.45,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,0.1,A032162001,15300000.0,2,Food crop production,0,Sahel Region,0,Multilateral,15300000.0,Operational,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0.45,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,0.15,A032162001,15300000.0,2,Agricultural extension,0,Sahel Region,0,Multilateral,15300000.0,Operational,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0.45,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,0.45,A032162001,15300000.0,2,Agricultural research,0,Sahel Region,0,Multilateral,15300000.0,Operational,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0.45,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,0.15,A032162001,15300000.0,2,Basic nutrition,0,Sahel Region,0,Multilateral,15300000.0,Operational,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0.45,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,0.15,A032162001,15300000.0,2,Agricultural policy and administrative management,0,Sahel Region,0,Multilateral,15300000.0,Operational,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0.45,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,0.1,A032162001,15300000.0,2,Food crop production,0,Sahel Region,0,Multilateral,15300000.0,Operational,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0.45,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,0.15,A032162001,15300000.0,2,Agricultural extension,0,Sahel Region,0,Multilateral,15300000.0,Operational,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0.45,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,0.45,A032162001,15300000.0,2,Agricultural research,0,Sahel Region,0,Multilateral,15300000.0,Operational,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0.45,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,0.15,A032162001,15300000.0,2,Basic nutrition,0,Sahel Region,0,Multilateral,15300000.0,Operational,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0.45,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,0.15,A032162001,15300000.0,2,Agricultural policy and administrative management,0,Sahel Region,0,Multilateral,15300000.0,Operational,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0.45,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,0.1,A032162001,15300000.0,2,Food crop production,0,Sahel Region,0,Multilateral,15300000.0,Operational,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0.45,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,0.15,A032162001,15300000.0,2,Agricultural extension,0,Sahel Region,0,Multilateral,15300000.0,Operational,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0.45,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,1,0,0.45,A032162001,15300000.0,2,Agricultural research,0,Sahel Region,0,Multilateral,15300000.0,Operational,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4227,"Ethiopia, PanAfrica, SubRegional",4246,PanAfrica,0.45,0.0,Responsive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,A032177001,19454342.53,2,Education policy and administrative management,0,Jordan,0,Civil Society,19454342.53,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,4266,Jordan,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.7,A032177001,19454342.53,2,Education policy and administrative management,0,Jordan,0,Individual,19454342.53,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,4266,Jordan,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,A032177001,19454342.53,2,Teacher training,0,Jordan,0,Civil Society,19454342.53,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,4266,Jordan,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,A032177001,19454342.53,2,Teacher training,0,Jordan,0,Individual,19454342.53,Closed,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,4266,Jordan,1.0,0.0,Directive,1,Not PBA,0,0,0,0
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Water sector policy and administrative management,0,Ghana,0,Governmental,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Water sector policy and administrative management,0,Ghana,0,Governmental,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Water sector policy and administrative management,0,Ghana,0,Governmental,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Water sector policy and administrative management,0,Ghana,0,Civil Society,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Water sector policy and administrative management,0,Ghana,0,Civil Society,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Water sector policy and administrative management,0,Ghana,0,Civil Society,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Water sector policy and administrative management,0,Ghana,0,Civil Society,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Water sector policy and administrative management,0,Ghana,0,Civil Society,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Water sector policy and administrative management,0,Ghana,0,Individual,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Water sector policy and administrative management,0,Ghana,0,Individual,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Water sector policy and administrative management,0,Ghana,0,Individual,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Water sector policy and administrative management,0,Ghana,0,Individual,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Water sector policy and administrative management,0,Ghana,0,Unknown,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,A032178001,4500000.0,1,Public sector policy and administrative management,0,Ghana,0,Governmental,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,A032178001,4500000.0,1,Public sector policy and administrative management,0,Ghana,0,Governmental,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,A032178001,4500000.0,1,Public sector policy and administrative management,0,Ghana,0,Governmental,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,A032178001,4500000.0,1,Public sector policy and administrative management,0,Ghana,0,Civil Society,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,A032178001,4500000.0,1,Public sector policy and administrative management,0,Ghana,0,Civil Society,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,A032178001,4500000.0,1,Public sector policy and administrative management,0,Ghana,0,Civil Society,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,A032178001,4500000.0,1,Public sector policy and administrative management,0,Ghana,0,Civil Society,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,A032178001,4500000.0,1,Public sector policy and administrative management,0,Ghana,0,Civil Society,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,A032178001,4500000.0,1,Public sector policy and administrative management,0,Ghana,0,Individual,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,A032178001,4500000.0,1,Public sector policy and administrative management,0,Ghana,0,Individual,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,A032178001,4500000.0,1,Public sector policy and administrative management,0,Ghana,0,Individual,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,A032178001,4500000.0,1,Public sector policy and administrative management,0,Ghana,0,Individual,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.3,A032178001,4500000.0,1,Public sector policy and administrative management,0,Ghana,0,Unknown,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Public finance management,0,Ghana,0,Governmental,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Public finance management,0,Ghana,0,Governmental,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Public finance management,0,Ghana,0,Governmental,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Public finance management,0,Ghana,0,Civil Society,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Public finance management,0,Ghana,0,Civil Society,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Public finance management,0,Ghana,0,Civil Society,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Public finance management,0,Ghana,0,Civil Society,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Public finance management,0,Ghana,0,Civil Society,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Public finance management,0,Ghana,0,Individual,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Public finance management,0,Ghana,0,Individual,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Public finance management,0,Ghana,0,Individual,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Public finance management,0,Ghana,0,Individual,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Public finance management,0,Ghana,0,Unknown,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032178001,4500000.0,1,Elections,0,Ghana,0,Governmental,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032178001,4500000.0,1,Elections,0,Ghana,0,Governmental,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032178001,4500000.0,1,Elections,0,Ghana,0,Governmental,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032178001,4500000.0,1,Elections,0,Ghana,0,Civil Society,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032178001,4500000.0,1,Elections,0,Ghana,0,Civil Society,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032178001,4500000.0,1,Elections,0,Ghana,0,Civil Society,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032178001,4500000.0,1,Elections,0,Ghana,0,Civil Society,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032178001,4500000.0,1,Elections,0,Ghana,0,Civil Society,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032178001,4500000.0,1,Elections,0,Ghana,0,Individual,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032178001,4500000.0,1,Elections,0,Ghana,0,Individual,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032178001,4500000.0,1,Elections,0,Ghana,0,Individual,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032178001,4500000.0,1,Elections,0,Ghana,0,Individual,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.1,A032178001,4500000.0,1,Elections,0,Ghana,0,Unknown,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Agricultural policy and administrative management,0,Ghana,0,Governmental,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Agricultural policy and administrative management,0,Ghana,0,Governmental,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Agricultural policy and administrative management,0,Ghana,0,Governmental,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
2009/2010,Uncoded: Pre-APP,0,0,0,0.2,A032178001,4500000.0,1,Agricultural policy and administrative management,0,Ghana,0,Civil Society,4500000.0,Terminating,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4253,Ghana Program Section,4254,Ghana,1.0,0.0,Directive,1,Not PBA,1,0,0,2
