assay_cell_type,assay_organism,assay_category,src_assay_id,description,chembl_id,doc_id,tid,assay_subcellular_fraction,cell_id,assay_tissue,tissue_id,curated_by,assay_strain,src_id,variant_id,confidence_score,assay_tax_id,assay_id,assay_type,relationship_type,bao_format,assay_test_type
CHO,,,,Binding affinity against human 5-hydroxytryptamine 1B receptor cloned receptors in CHO cells using [3H]5-CT as radioligand,CHEMBL857974,17296,106,,449.0,,,Autocuration,,1,,8,,1378,B,H,BAO_0000219,
CHO,,,,Binding affinity towards 5-hydroxytryptamine 1B (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,CHEMBL616451,15779,106,,449.0,,,Autocuration,,1,,8,,1379,B,H,BAO_0000219,
CHO,,,,Binding affinity towards 5-hydroxytryptamine 1B receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,CHEMBL616452,15779,106,,449.0,,,Autocuration,,1,,8,,1380,B,H,BAO_0000219,
CHO,,,,Binding affinity towards 5-hydroxytryptamine 1B receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand;ND means no data.,CHEMBL616453,15779,106,,449.0,,,Autocuration,,1,,8,,1381,B,H,BAO_0000219,
CHO,,,,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as the radioligand,CHEMBL616454,4199,106,,449.0,,,Autocuration,,1,,8,,1382,B,H,BAO_0000219,
,Homo sapiens,,,Binding affinity for human 5-hydroxytryptamine 1B receptor,CHEMBL616455,14875,106,,,,,Expert,,1,,9,9606.0,1383,B,D,BAO_0000357,
CHO,,,,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT,CHEMBL616456,15146,106,,449.0,,,Autocuration,,1,,8,,1384,B,H,BAO_0000219,
,,,,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1B receptor in CHO using [3H]5-HT as a radioligand,CHEMBL616457,5213,106,,,,,Autocuration,,1,,8,,1385,B,H,BAO_0000357,
CHO,,,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT,CHEMBL616458,14818,106,,449.0,,,Autocuration,,1,,8,,1386,B,H,BAO_0000219,
CHO,,,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1B receptor in CHO cells, using [3H]5-HT as radioligand",CHEMBL616459,4829,106,,449.0,,,Autocuration,,1,,8,,1387,B,H,BAO_0000219,
,,,,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1B receptor at concentration 1 uM,CHEMBL616460,14454,106,,,,,Expert,,1,,8,,1388,F,H,BAO_0000019,
,,,,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1B receptor at concentration 10 uM,CHEMBL616461,14454,106,,,,,Expert,,1,,8,,1389,F,H,BAO_0000019,
CHO,,,,"Effect of compound on [35S]GTP-gamma-S, radioligand binding CHO cells expressing human 5-hydroxytryptamine 1B receptor",CHEMBL616462,14875,106,,449.0,,,Autocuration,,1,,8,,1390,F,H,BAO_0000219,
CHO,,,,"Effect of compound on [35S]GTP-gamma-S, radioligand binding in CHO cells expressing human 5-hydroxytryptamine 1B receptor",CHEMBL616463,14875,106,,449.0,,,Autocuration,,1,,8,,1391,F,H,BAO_0000219,
,,,,"Compound was tested for maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect produced by 5-HT.",CHEMBL616464,15250,105,,,,,Autocuration,,1,,8,,1392,F,H,BAO_0000019,
CHO,,,,Compound was tested for the displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1D receptor stably expressed in CHO cells.,CHEMBL616465,15250,105,,449.0,,,Autocuration,,1,,8,,1393,B,H,BAO_0000219,
,,,,The compound was tested for binding affinity against 5-hydroxytryptamine 1B receptor,CHEMBL832874,15086,17105,,,,,Autocuration,,1,,8,,1394,B,H,BAO_0000357,
,Oryctolagus cuniculus,,,5-hydroxytryptamine 1B receptor agonist potency determined in rabbit saphenous vein contraction model,CHEMBL616184,3025,106,,,,,Autocuration,,1,,8,9986.0,1395,F,H,BAO_0000019,
,Oryctolagus cuniculus,,,The vascular 5-hydroxytryptamine 1B receptor affinity was assessed using ring preparations of rabbit saphenous vein (RbSV).,CHEMBL616185,14998,106,,,,,Autocuration,,1,,8,9986.0,1396,B,H,BAO_0000019,
,Oryctolagus cuniculus,,,"Binding affinity against vascular 5-hydroxytryptamine 1B receptor, measured using ring preparations of rabbit saphenous vein (RbSV)",CHEMBL616186,14998,106,,,,,Intermediate,,1,,8,9986.0,1397,B,H,BAO_0000019,
,Oryctolagus cuniculus,,,The vascular 5-hydroxytryptamine 1B receptor affinity was assessed using ring preparations of rabbit saphenous vein(RbSV).,CHEMBL616187,14998,106,,,,,Autocuration,,1,,8,9986.0,1398,B,H,BAO_0000019,
,,,,Binding affinity towards 5-hydroxytryptamine 1B receptor was measured using [3H]5-HT as radioligand,CHEMBL616188,13969,10577,,,,,Expert,,1,,8,,1399,B,H,BAO_0000357,
,,,,Binding affinity for 5-hydroxytryptamine 1B receptor,CHEMBL873475,13392,10577,,,,,Intermediate,,1,,9,,1400,B,D,BAO_0000357,
,Rattus norvegicus,,,Inhibition of [3H]5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatum; Less active,CHEMBL616189,3651,10577,,,Striatum,2435.0,Expert,,1,,9,10116.0,1401,B,D,BAO_0000019,
,,,,Concentration necessary to achieve half maximal inhibition of [125I]- Iodocyanopindolol binding to 5-hydroxytryptamine 1B receptor at 1 uM,CHEMBL616190,10025,10577,,,,,Expert,,1,,8,,1402,B,H,BAO_0000357,
,,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=48-77,CHEMBL616191,13863,10576,,,,,Autocuration,,1,,8,,1403,B,H,BAO_0000357,
,,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=63-95,CHEMBL616192,13863,10576,,,,,Autocuration,,1,,8,,1404,B,H,BAO_0000357,
,,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=710-980,CHEMBL616193,13863,10576,,,,,Autocuration,,1,,8,,1405,B,H,BAO_0000357,
,,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=78-140,CHEMBL616194,13863,10576,,,,,Autocuration,,1,,8,,1406,B,H,BAO_0000357,
,,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=85-130,CHEMBL616195,13863,10576,,,,,Autocuration,,1,,8,,1407,B,H,BAO_0000357,
,,,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=89-280,CHEMBL616196,13863,10576,,,,,Autocuration,,1,,8,,1408,B,H,BAO_0000357,
,,,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat hippocampus membrane.,CHEMBL616197,4622,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1409,B,H,BAO_0000249,
,,,,Binding affinity at 5-hydroxytryptamine 1A (5-HT1A) receptor in rat cerebral cortex using [3H]8-OH-DPAT as radioligand,CHEMBL616198,14911,10576,,,,,Intermediate,,1,,8,,1410,B,H,BAO_0000019,
,,,,In vitro binding affinity to 5-hydroxytryptamine 1A receptor using [125I](R)-(+)-trans-8-OH-PIPAT as radioligand in rat hippocampal homogenate,CHEMBL616199,12678,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1411,B,H,BAO_0000221,
,,,,In vitro binding affinity to 5-hydroxytryptamine 1A receptor in rat hippocampal homogenate by [125I](R)-(+)-trans-8-OH-PIPAT displacement.,CHEMBL616200,12678,10576,,,Hippocampus,10000000.0,Expert,,1,,8,,1412,B,H,BAO_0000221,
,,,,In vitro binding affinity to rat hippocampal 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,CHEMBL616201,14235,10576,,,Hippocampus,10000000.0,Expert,,1,,8,,1413,B,H,BAO_0000221,
,,,,In vitro binding affinity towards 5-hydroxytryptamine 1A r receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates,CHEMBL616202,14949,10576,,,Hippocampus,10000000.0,Expert,,1,,8,,1414,B,H,BAO_0000221,
,,,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates,CHEMBL616203,14949,10576,,,Hippocampus,10000000.0,Expert,,1,,8,,1415,B,H,BAO_0000221,
,,,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates; ND=not determined,CHEMBL616204,14949,10576,,,Hippocampus,10000000.0,Expert,,1,,8,,1416,B,H,BAO_0000221,
,,,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates; Not determined,CHEMBL616205,14949,10576,,,Hippocampus,10000000.0,Expert,,1,,8,,1417,B,H,BAO_0000221,
,,,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT radioligand in rat hippocampal homogenates; not determined,CHEMBL616206,14949,10576,,,Hippocampus,10000000.0,Expert,,1,,8,,1418,B,H,BAO_0000221,
,,,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes,CHEMBL616207,16118,10576,,,,,Expert,,1,,8,,1419,B,H,BAO_0000249,
,,,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand in rat cerebral cortex membranes,CHEMBL616208,3268,10576,,,,,Autocuration,,1,,8,,1420,B,H,BAO_0000249,
,,,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand in rat cerebral cortex membranes; Inactive,CHEMBL616209,3268,10576,,,,,Autocuration,,1,,8,,1421,B,H,BAO_0000249,
,,,,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor was determined using radioligand [3H]-8-OH-DPAT,CHEMBL616210,16117,10576,,,,,Expert,,1,,8,,1422,B,H,BAO_0000357,
,,,,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue.,CHEMBL616211,9783,10576,,,Hippocampus,10000000.0,Expert,,1,,8,,1423,B,H,BAO_0000221,
,,,,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue; NT=Not tested,CHEMBL616504,9783,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1424,B,H,BAO_0000221,
,Rattus norvegicus,,,Displacement of [3H]8-OH-DPAT from rat hippocampal 5-hydroxytryptamine 1A receptor,CHEMBL616505,14356,10576,,,Hippocampus,10000000.0,Expert,,1,,9,10116.0,1425,B,D,BAO_0000221,
,,,,Inhibition constant of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor,CHEMBL616506,15740,10576,,,,,Autocuration,,1,,8,,1426,F,H,BAO_0000019,
,,,,Inhibition of binding of [125I]8-OH-PIPAT ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,CHEMBL872107,12306,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1427,B,H,BAO_0000221,
,Rattus norvegicus,,,Displacement of [3H]5-HT from rat hippocampal 5-hydroxytryptamine 1A receptor with 10e-6 M ketanserin,CHEMBL616507,13348,10576,,,Hippocampus,10000000.0,Expert,,1,,9,10116.0,1428,B,D,BAO_0000221,
,,,,Inhibitory activity against 5-hydroxytryptamine 1A receptor in rat cortical membranes using [3H]8-OH-DPAT as a radioligand,CHEMBL616303,10394,10576,,,,,Autocuration,,1,,8,,1429,B,H,BAO_0000249,
,,,,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue,CHEMBL616304,15260,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1430,B,H,BAO_0000221,
,,,,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue using [3H]OH-DPAT as radioligand.,CHEMBL616305,10046,10576,,,Hippocampus,10000000.0,Expert,,1,,8,,1431,B,H,BAO_0000221,
,,,,Antagonist activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor,CHEMBL616306,15260,10576,,,Hippocampus,10000000.0,Intermediate,,1,,8,,1432,F,H,BAO_0000221,
,,,,Inhibitory affinity constant against 5-hydroxytryptamine 1A receptor,CHEMBL616307,12851,10576,,,,,Autocuration,,1,,8,,1433,B,H,BAO_0000357,
,Rattus norvegicus,,,Displacement of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat brain hippocampus,CHEMBL881829,2148,10576,,,Hippocampus,10000000.0,Expert,,1,,9,10116.0,1434,B,D,BAO_0000221,
,,,,Affinity against the 5-hydroxytryptamine receptor 1A using [3H]WB-4101.,CHEMBL616308,13134,10576,,,,,Expert,,1,,8,,1435,B,H,BAO_0000357,
,,,,Tested for affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in homogenized rat brain,CHEMBL616309,12462,10576,,,,,Autocuration,,1,,8,,1436,B,H,BAO_0000019,
,,,,Tested for affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in homogenized rat brain tissue,CHEMBL616310,12462,10576,,,,,Expert,,1,,8,,1437,B,H,BAO_0000019,
CHO,,,,Tested for affinity against 5-hydroxytryptamine 1A receptors using [3H]8-OH-DPAT in homogenized rat cloned CHO cells,CHEMBL616311,12462,10576,,449.0,,,Autocuration,,1,,8,,1438,B,H,BAO_0000219,
,,,,Tested for binding affinity against 5-hydroxytryptamine 1A receptor from rat frontal cortical regions using [3H]8-OH-DPAT as radioligand,CHEMBL616312,11933,10576,,,,,Expert,,1,,8,,1439,B,H,BAO_0000357,
,,,,Tested for binding affinity against 5-hydroxytryptamine 1A receptor from rat frontal cortical regions using [3H]8-OH-DPAT as radioligand; ND is Not Determined,CHEMBL616313,11933,10576,,,,,Autocuration,,1,,8,,1440,B,H,BAO_0000357,
,Rattus norvegicus,,,Displacement of [3H]8-OH-DPAT from rat hippocampal 5-hydroxytryptamine 1A receptor,CHEMBL616314,403,10576,,,Hippocampus,10000000.0,Expert,,1,,9,10116.0,1441,B,D,BAO_0000221,
,,,,Tested for binding affinity by measuring displacement of [3H]8-OH-DPAT from rat serotonin 5-hydroxytryptamine 1A receptor in rat hippocampus,CHEMBL616315,15538,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1442,B,H,BAO_0000221,
,,,,Tested for binding affinity by measuring displacement of [3H]8-OH-DPAT from rat serotonin 5-hydroxytryptamine 1A receptor in rat hippocampus; NA means Not Active,CHEMBL616567,15538,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1443,B,H,BAO_0000221,
,,,,Tested for binding affinity by measuring displacement of [3H]-8-OH-DPAT from rat serotonin 5-hydroxytryptamine 1A receptor in rat hippocampus; ND means Not Determined,CHEMBL616568,15538,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1444,B,H,BAO_0000221,
,,,,Binding affinity to displace [3H]2-(di-N-propylamino)-8-hydroxy-tetralin from 5-hydroxytryptamine 1A (5-HT1A) receptor in rat frontal cortex homogenates,CHEMBL616569,12464,10576,,,,,Intermediate,,1,,8,,1445,B,H,BAO_0000019,
,,,,Binding affinity to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand assay.,CHEMBL616570,1455,10576,,,,,Expert,,1,,8,,1446,B,H,BAO_0000357,
,,,,Tested for the binding affinity against the site labelled by the 5-hydroxytryptamine 1A receptor agonist [3H]- 8-OH-DPAT,CHEMBL616571,12652,10576,,,,,Autocuration,,1,,8,,1447,B,H,BAO_0000357,
,,,,Tested for the inhibitory activity against 5-hydroxytryptamine 1A receptor in rat hippocampal,CHEMBL616572,12639,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1448,B,H,BAO_0000221,
,,,,Tested in vitro for binding affinity by measuring its ability to inhibit [3H]8-OH-DPAT binding at 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes.,CHEMBL616573,13949,10576,,,,,Expert,,1,,8,,1449,B,H,BAO_0000249,
,Rattus norvegicus,,,Tested in vitro for receptor binding affinity against 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT,CHEMBL616574,12463,10576,,,,,Expert,,1,,9,10116.0,1450,B,D,BAO_0000357,
,,,,The binding affinity by measuring its ability to displace [3H]8-OH-DPAT radioligand in 5-hydroxytryptamine 1A receptor on rat hippocampal preparation,CHEMBL616575,14829,10576,,,Hippocampus,10000000.0,Expert,,1,,8,,1451,B,H,BAO_0000221,
,,,,The binding affinity by measuring its ability to displace [3H]8-OH-DPAT radioligand in 5-hydroxytryptamine 1A receptor on rat hippocampal preparation; ND=not determined,CHEMBL872108,14829,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1452,B,H,BAO_0000221,
,,,,The binding affinity was measured on 5-hydroxytryptamine 1A receptor using [3H]- 8-OH-DPAT as radioligand.,CHEMBL616576,12092,10576,,,,,Autocuration,,1,,8,,1453,B,H,BAO_0000357,
,,,,The compound was evaluated for binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal membranes using [3H]8-OH-DPAT as radioligand in the presence of 1 mM of MnCl2,CHEMBL616577,403,10576,,,,,Autocuration,,1,,8,,1454,B,H,BAO_0000249,
,,,,The compound was evaluated for binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal membranes using [3H]8-OH-DPAT as radioligand in the presence of 3*10e-5 M GTP gamma S,CHEMBL616578,403,10576,,,,,Autocuration,,1,,8,,1455,B,H,BAO_0000249,
,,,,Binding affinity at 5-hydroxytryptamine 1A receptor from striata of wistar rats by [3H]- 8-OH -DPAT displacement.,CHEMBL616579,3967,10576,,,,,Expert,,1,,8,,1456,B,H,BAO_0000357,
,Rattus norvegicus,,,Binding affinity towards 5-hydroxytryptamine 1A receptor of rat brain synaptosomal preparations,CHEMBL616580,12771,10576,,,,,Expert,,1,,9,10116.0,1457,B,D,BAO_0000019,
,,,,The compound was tested binding affinity against 5-hydroxytryptamine 1A receptor from rat brain using [3H]8-OH-DPAT as radioligand at 10e-6 M.,CHEMBL616581,15086,10576,,,,,Autocuration,,1,,8,,1458,B,H,BAO_0000019,
,,,,The compound was tested for binding affinity on [3H]8-OH-DPAT as specific ligand on 5-hydroxytryptamine 1A receptor in rat hippocampus,CHEMBL616582,14909,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1459,B,H,BAO_0000221,
,,,,The compound was tested for binding affinity on [3H]8-OH-DPAT as specific ligand on 5-hydroxytryptamine 1A receptor in rat hippocampus,CHEMBL616583,14949,10576,,,Hippocampus,10000000.0,Expert,,1,,8,,1460,B,H,BAO_0000221,
,Rattus norvegicus,,,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampus using [3H]8-OH-DPAT,CHEMBL616584,2309,10576,,,Hippocampus,10000000.0,Expert,,1,,9,10116.0,1461,B,D,BAO_0000221,
,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor,CHEMBL616585,4170,10576,,,,,Expert,,1,,8,,1462,B,H,BAO_0000357,
,Rattus norvegicus,,,Binding affinity towards 5-hydroxytryptamine 1A receptor by displacing [3H]WB-4101 from rat hippocampus,CHEMBL616586,11642,10576,,,Hippocampus,10000000.0,Expert,,1,,9,10116.0,1463,B,D,BAO_0000221,
,,,,The compound was tested for its binding affinity towards 5-hydroxytryptamine 1A receptor by displacing [3H]WB-4101 radioligand in rat hippocampus,CHEMBL616587,11642,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1464,B,H,BAO_0000221,
,,,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]-8-OH-DPAT as radioligand,CHEMBL616588,12953,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1465,B,H,BAO_0000221,
,,,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]8-OH-DPAT as radioligand.,CHEMBL616589,12953,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1466,B,H,BAO_0000221,
,,,,Binding affinity for 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]8-OH-DPAT as radioligand,CHEMBL616590,12953,10576,,,Hippocampus,10000000.0,Expert,,1,,8,,1467,B,H,BAO_0000221,
CHO,,,,"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1A receptor expressed in CHO cells, by using [3H]8-OH-DPAT as radioligand.",CHEMBL616591,12903,10576,,449.0,,,Expert,,1,,8,,1468,B,H,BAO_0000219,
,,,,Displacement of the radioligand [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,CHEMBL616592,12536,10576,,,,,Expert,,1,,8,,1469,B,H,BAO_0000357,
,,,,The inhibition activity of 5-HT1A at 1 uM,CHEMBL616593,10058,10576,,,,,Autocuration,,1,,8,,1470,B,H,BAO_0000357,
CHO-K1,,,,"Binding affinity against 5-hydroxytryptamine 1A receptor from CHO-K1 cells, using [3H]8-OH-DPAT as the radioligand.",CHEMBL616594,12902,10576,,485.0,,,Expert,,1,,8,,1471,B,H,BAO_0000219,
,,,,Binding affinities against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat cerebral cortex membrane,CHEMBL616595,14057,10576,,,,,Expert,,1,,8,,1472,B,H,BAO_0000249,
,,,,Compound was evaluated for its ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-HT 1A receptor site.,CHEMBL616596,11296,10576,,,,,Autocuration,,1,,8,,1473,B,H,BAO_0000357,
,,,,Compound was evaluated for its ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,CHEMBL616597,11296,10576,,,Hippocampus,10000000.0,Autocuration,,1,,8,,1474,B,H,BAO_0000221,
,,,,Ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,CHEMBL616598,11296,10576,,,Hippocampus,10000000.0,Expert,,1,,8,,1475,B,H,BAO_0000221,
,Rattus norvegicus,,,Antagonist activity to stimulate binding of [35S]-GTP-gamma S binding to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes,CHEMBL616599,16616,10576,Membranes,,,,Expert,,1,,9,10116.0,1476,F,D,BAO_0000249,
