confidence_score,assay_strain,src_id,cell_id,assay_tax_id,assay_id,assay_category,assay_test_type,assay_type,tissue_id,src_assay_id,variant_id,assay_organism,assay_cell_type,relationship_type,chembl_id,bao_format,description,doc_id,assay_subcellular_fraction,assay_tissue,tid,curated_by
8,,1,,,841,,,B,,,,,,H,CHEMBL615840,BAO_0000249,Compound was evaluated for its ability to displace [3H]8-OH-DPAT from serotonin 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes,2014,,,10576,Autocuration
8,,1,,,842,,,B,10000000.0,,,,,H,CHEMBL615405,BAO_0000221,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,3086,,Hippocampus,10576,Expert
8,,1,,,843,,,B,,,,,,H,CHEMBL615406,BAO_0000019,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex using [125I]iodocyanopindolol as radio-ligand.,15854,,,10576,Expert
8,,1,,,844,,,B,10000000.0,,,,,H,CHEMBL615900,BAO_0000221,Affinity for 5-hydroxytryptamine 1A receptor labeled with [3H]8-OH-DPAT radioligand in hippocampus tissue,10922,,Hippocampus,10576,Expert
8,,1,,,845,,,B,10000000.0,,,,,H,CHEMBL615901,BAO_0000221,Inhibition of [3H]8-OH-DPAT binding at serotonin 5-hydroxytryptamine 1A receptor from rat hippocampus tissue.,13346,,Hippocampus,10576,Expert
8,,1,,,846,,,B,,,,,,H,CHEMBL615902,BAO_0000357,In vitro inhibition of [3H]8-OH-DPAT binding to rat 5-HT 1a receptors.,15311,,,10576,Expert
8,,1,,,847,,,B,10000000.0,,,,,H,CHEMBL615903,BAO_0000221,Compound was measured for affinity at 5-hydroxytryptamine 1A receptor labeled with [3H]8-OH-DPAT radioligand in hippocampus tissue,10922,,Hippocampus,10576,Autocuration
8,,1,,,848,,,B,,,,,,H,CHEMBL615904,BAO_0000357,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor<br>at 1 uM,10025,,,10576,Autocuration
8,,1,,,849,,,B,,,,,,H,CHEMBL615905,BAO_0000357,Concentration necessary to achieve half maximal inhibition of [3H]8-Hydroxy-2-(di-n-propylamino)tetralin binding to 5-hydroxytryptamine 1A receptor at 1 uM,10025,,,10576,Expert
8,,1,,,850,,,B,,,,,,H,CHEMBL615906,BAO_0000019,In vitro Inhibitory activity tested at 5-hydroxytryptamine 1A receptor binding site in rat,9742,,,10576,Autocuration
8,,1,,,851,,,F,,,,,,H,CHEMBL615907,BAO_0000019,In vitro Inhibitory activity tested at 5-hydroxytryptamine 1A receptor binding site in rat,9742,,,10576,Autocuration
8,,1,,,852,,,B,,,,,,H,CHEMBL615908,BAO_0000019,In vitro ability to inhibit binding of radioligand [3H]8-OH-DPAT to 5-hydroxytryptamine 1A receptor in rat cerebral cortex,12304,,,10576,Expert
8,,1,,,853,,,B,10000000.0,,,,,H,CHEMBL615909,BAO_0000221,In vitro affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT in rat hippocampus,15789,,Hippocampus,10576,Autocuration
8,,1,,,854,,,B,,,,,,H,CHEMBL615910,BAO_0000019,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]-8-OH-DPAT as the radioligand",9912,,,10576,Autocuration
8,,1,,,855,,,B,,,,,,H,CHEMBL615911,BAO_0000019,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]8-OH-DPAT as the radioligand.",9912,,,10576,Autocuration
8,,1,,,856,,,B,,,,,,H,CHEMBL615912,BAO_0000019,"In vitro binding activity against 5-hydroxytryptamine 1A receptor from homogenized rat brain, using [3H]8-OH-DPAT as the radioligand",9912,,,10576,Autocuration
8,,1,,,857,,,B,,,,,,H,CHEMBL615913,BAO_0000019,In vitro binding affinity for serotonin 5-hydroxytryptamine 1A receptor fof rat cerebral cortex using [3H]8-OH-DPAT as radioligand,16693,,,10576,Expert
8,,1,,,858,,,B,,,,,,H,CHEMBL615914,BAO_0000357,In vitro binding affinity measured on serotonin 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand.,13276,,,10576,Expert
8,,1,,,859,,,B,10000000.0,,,,,H,CHEMBL615915,BAO_0000221,In vitro binding affinity to 5-hydroxytryptamine 1A receptor using [125I](R)-(+)-trans-8-OH-PIPAT as radioligand in rat hippocampal homogenate,12678,,Hippocampus,10576,Autocuration
8,,1,,,860,,,B,,,,,,H,CHEMBL615916,BAO_0000357,In vitro binding affinity towards the 5-hydroxytryptamine 1A receptor was evaluated,11825,,,10576,Autocuration
8,,1,,,861,,,B,,,,,,H,CHEMBL615917,BAO_0000357,In vitro binding affinity was measured on serotonergic 5-hydroxytryptamine 1A receptor by displacement of [3H]- tetralin,12443,,,10576,Expert
8,,1,,,862,,,B,,,,,,H,CHEMBL615918,BAO_0000357,In vitro inhibitory activity against [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor,13830,,,10576,Expert
8,,1,,,863,,,B,10000000.0,,,,,H,CHEMBL615919,BAO_0000249,In vitro inhibitory concentration against radioligand [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membrane.,14286,,Hippocampus,10576,Expert
9,,1,,10116.0,864,,,B,10000000.0,,,Rattus norvegicus,,D,CHEMBL615920,BAO_0000221,In vitro radioligand binding assay on 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in rat hippocampus,14356,,Hippocampus,10576,Expert
8,,1,,,865,,,B,,,,,,H,CHEMBL615921,BAO_0000357,Inhibition concentration against 5-hydroxytryptamine 1A receptor,15306,,,10576,Autocuration
8,,1,,,866,,,B,,,,,,H,CHEMBL615922,BAO_0000357,Inhibitory concentration against 5-hydroxytryptamine 1A receptor (Inactive at >1000 nM concentration),15306,,,10576,Expert
9,,1,,10116.0,867,,,F,,,,Rattus norvegicus,,D,CHEMBL881290,BAO_0000249,"Inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in hippocampal membranes",16616,,,10576,Expert
8,,1,,,868,,,B,10000000.0,,,,,H,CHEMBL615923,BAO_0000221,"Inhibition of [3H]8-hydroxy-2-dipropylamino-1,2,3,4-tetrahydronaphthalene binding to 5-hydroxytryptamine 1A receptor in hippocampus region of rat brain; Residual radioligand binding higher than 50%",3651,,Hippocampus,10576,Autocuration
8,,1,,,869,,,F,10000000.0,,,,,H,CHEMBL615924,BAO_0000221,Inhibition of forskolin-activated adenylate cyclase (cAMP) activity at 5-hydroxytryptamine 1A receptor in rat hippocampus,14331,,Hippocampus,10576,Autocuration
8,,1,,,870,,,F,10000000.0,,,,,H,CHEMBL615925,BAO_0000221,Inhibition of forskolin-activated adenylate cyclase (cAMP) activity at 5-hydroxytryptamine 1A receptor in rat hippocampus,14331,,Hippocampus,10576,Autocuration
9,,1,,10116.0,871,,,B,,,,Rattus norvegicus,,D,CHEMBL615926,BAO_0000357,Inhibition of radiolabeled [3H]-8-OH-DPAT ligand binding to 5-hydroxytryptamine 1A receptor,14178,,,10576,Expert
9,,1,,10116.0,872,,,B,,,,Rattus norvegicus,,D,CHEMBL615927,BAO_0000019,Displacement of [3H]8-OH-DPAT from rat cortex 5-hydroxytryptamine 1A receptor,10639,,,10576,Expert
8,,1,,,873,,,B,10000000.0,,,,,H,CHEMBL615928,BAO_0000221,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,12306,,Hippocampus,10576,Autocuration
9,,1,,10116.0,874,,,B,,,,Rattus norvegicus,,D,CHEMBL615929,BAO_0000357,Inhibitory activity against 5-hydroxytryptamine 1A receptor subtype,1348,,,10576,Expert
8,,1,,,875,,,B,10000000.0,,,,,H,CHEMBL615930,BAO_0000221,Inhibitory activity against [3H]DPAT binding to 5-HT1A receptor in rat hippocampus,13605,,Hippocampus,10576,Autocuration
8,,1,449.0,,876,,,B,,,,,CHO,H,CHEMBL615931,BAO_0000219,Inhibition concentration against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,17624,,,51,Autocuration
8,,1,449.0,,877,,,F,,,,,CHO,H,CHEMBL615932,BAO_0000219,Inhibition concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,17624,,,51,Autocuration
8,,1,449.0,,878,,,F,,,,,CHO,H,CHEMBL615933,BAO_0000219,Inhibition concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,17624,,,51,Autocuration
8,,1,,,879,,,B,,,,,,H,CHEMBL615934,BAO_0000357,Inhibition of [3H]- 8-OH-DAPT binding against human recombinant 5-hydroxytryptamine 1A receptor,15267,,,51,Autocuration
8,,1,,,880,,,B,,,,,,H,CHEMBL615935,BAO_0000357,The binding affinity at the 5-hydroxytryptamine 1A receptor determined using [3H]5-CT; Not tested,16532,,,51,Autocuration
8,,1,,,881,,,F,,,,,,H,CHEMBL615936,BAO_0000019,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",6563,,,51,Autocuration
8,,1,449.0,,882,,,B,,,,,CHO,H,CHEMBL615937,BAO_0000219,Ability to displace [3H]-8-OH-DPAT from CHO cells stably transfected with human 5-hydroxytryptamine 1A receptor at a concentration of 1 uM,4751,,,51,Autocuration
8,,1,,,883,,,B,,,,,,H,CHEMBL615938,BAO_0000357,Compound at 1 uM was tested for the inhibition of radioligand [3H]8-OH-DPAT binding to recombinant human 5-hydroxytryptamine 1A receptor,15463,,,51,Autocuration
8,,1,,,884,,,B,,,,,,H,CHEMBL615797,BAO_0000357,In vitro binding affinity against human 5-hydroxytryptamine 1A receptor at a concentration of 100 (nM),3805,,,51,Autocuration
8,,1,,,885,,,B,,,,,,H,CHEMBL615798,BAO_0000357,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,5640,,,51,Autocuration
8,,1,,,886,,,B,,,,,,H,CHEMBL872870,BAO_0000357,Inhibition of [3H]8-OH-DPAT binding to human 5-hydroxytryptamine 1A receptor at 1000 nM compound concentration,6563,,,51,Autocuration
8,,1,,,887,,,B,,,,,,H,CHEMBL615799,BAO_0000357,Inhibitory activity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand at 100 nM concentration,5548,,,51,Autocuration
8,,1,,,888,,,B,,,,,,H,CHEMBL615800,BAO_0000357,Percent binding affinity against 5-hydroxytryptamine 1A receptor,6347,,,51,Autocuration
8,,1,722.0,,889,,,F,,,,,HEK293,H,CHEMBL615801,BAO_0000219,Intrinsic activity for human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,17296,,,51,Autocuration
8,,1,,,890,,,B,,,,,,H,CHEMBL615802,BAO_0000019,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit jugular vein assay in the absence of endothelium,13047,,,51,Autocuration
8,,1,,,891,,,B,,,,,,H,CHEMBL615803,BAO_0000357,Dissociation constant against human 5-hydroxytryptamine 1A receptor receptor,15740,,,51,Autocuration
8,,1,,,892,,,F,,,,,,H,CHEMBL835002,BAO_0000019,"Inhibition of 5-HT induced [35S]GTP-gamma-S, binding at human cloned 5-HT 1A receptors.",5640,,,51,Expert
8,,1,,,893,,,F,,,,,,H,CHEMBL615804,BAO_0000019,"5-hydroxytryptamine 1A receptor antagonism was evaluated by the ability to inhibit [35S]GTP-gamma-S, binding that was induced by 5-HT; Ki (nM): not determined",5640,,,51,Autocuration
8,,1,308.0,,894,,,B,,,,,HeLa,H,CHEMBL615805,BAO_0000219,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor,17211,,,51,Expert
8,,1,449.0,,895,,,B,,,,,CHO,H,CHEMBL615806,BAO_0000219,Ability to displace [3H]8-OH-DPAT from CHO cells stably transfected with human 5-hydroxytryptamine 1A receptor,4751,,,51,Autocuration
9,,1,,9606.0,896,,,B,,,,Homo sapiens,,D,CHEMBL615807,BAO_0000357,Affinity towards human 5-hydroxytryptamine 1A serotonin receptor,6491,,,51,Expert
8,,1,,,897,,,B,,,,,,H,CHEMBL615808,BAO_0000357,Binding affinity towards human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT-as radioligand,4707,,,51,Autocuration
9,,1,,9606.0,898,,,B,,,,Homo sapiens,,D,CHEMBL615809,BAO_0000357,Binding affinity against 5-hydroxytryptamine 1A receptor,13910,,,51,Expert
8,,1,308.0,,899,,,B,,,,,HeLa,H,CHEMBL615810,BAO_0000219,Binding affinity against 5-hydroxytryptamine 1A receptor in HeLa cells was determined using [3H]5-HT,16190,,,51,Autocuration
8,,1,,,900,,,B,,,,,,H,CHEMBL615811,BAO_0000357,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,16633,,,51,Autocuration
8,,1,449.0,,901,,,B,,,,,CHO,H,CHEMBL615812,BAO_0000219,Binding affinity against [3H]- -8-OH-DPAT -labeled 5-hydroxytryptamine 1A sites in cloned CHO cells,11898,,,51,Autocuration
8,,1,449.0,,902,,,B,,,,,CHO,H,CHEMBL615751,BAO_0000219,Binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,11898,,,51,Autocuration
8,,1,,,903,,,B,,,,,,H,CHEMBL615752,BAO_0000357,Binding affinity against human 5-hydroxytryptamine 1A receptor,14331,,,51,Autocuration
8,,1,449.0,,904,,,B,,,,,CHO,H,CHEMBL615753,BAO_0000219,Binding affinity against human 5-hydroxytryptamine 1A receptor in CHO cells labeled with [3H]8-OH-DPAT radioligand,17624,,,51,Expert
8,,1,449.0,,905,,,B,,,,,CHO,H,CHEMBL615754,BAO_0000219,Binding affinity against human 5-hydroxytryptamine 1A receptor in CHO cells labeled with [3H]8-OH-DPAT radioligand; nd=not determined,17624,,,51,Autocuration
8,,1,,,906,,,B,,,,,,H,CHEMBL615755,BAO_0000357,Binding affinity of compound to human 5-hydroxytryptamine 1A receptor,3307,,,51,Autocuration
9,,1,449.0,9606.0,907,,,B,,,,Homo sapiens,CHO,D,CHEMBL615756,BAO_0000219,Displacement of [3H]8-OH-DPAT from human 5-hydroxytryptamine 1A receptor expressed in CHO cells,6563,,,51,Expert
8,,1,,,908,,,B,,,,,,H,CHEMBL615757,BAO_0000019,Binding affinity for 5-hydroxytryptamine 1A receptor in HeLa transfected cell type using [3H]8-OH-DPAT as radioligand,14165,,,51,Autocuration
8,,1,,,909,,,B,,,,,,H,CHEMBL615758,BAO_0000357,Binding affinity towards cloned human 5-hydroxytryptamine 1A receptor was determined,5732,,,51,Autocuration
8,,1,,,910,,,B,,,,,,H,CHEMBL615759,BAO_0000357,In vitro affinity at human cloned 5-hydroxytryptamine 1A receptor by [3H]8-OH-DPAT displacement.,13366,,,51,Expert
8,,1,,,911,,,B,,,,,,H,CHEMBL615760,BAO_0000357,Binding affinity towards human 5-hydroxytryptamine 1A receptor,17626,,,51,Autocuration
8,,1,308.0,,912,,,B,,,,,HeLa,H,CHEMBL615761,BAO_0000219,Binding affinity towards human 5-hydroxytryptamine 1A receptor by the displacement of [3H]5-HT radioligand from the cloned receptor expressed in HeLa cells,6588,,,51,Expert
8,,1,,,913,,,B,,,,,,H,CHEMBL872104,BAO_0000357,Binding affinity towards human 5-hydroxytryptamine 1A receptor was determined using [3H]-5-HT as radioligand,16209,,,51,Autocuration
8,,1,,,914,,,B,,,,,,H,CHEMBL615762,BAO_0000357,Binding affinity towards recombinant human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,15463,,,51,Autocuration
8,,1,,,915,,,B,,,,,,H,CHEMBL615763,BAO_0000357,Binding affinity towards recombinant human Compound at 1 uM was tested for the inhibition of radioligand [3H]8-OH-DPAT binding to recombinant human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,15463,,,51,Autocuration
8,,1,,,916,,,B,,,,,,H,CHEMBL615764,BAO_0000357,Binding affinity for recombinant human 5-hydroxytryptamine 1A receptor using [3H]5-HT as radioligand.,14770,,,51,Autocuration
8,,1,1167.0,,917,,,B,,,,,Cell line,H,CHEMBL615765,BAO_0000219,Binding affinity on human cloned 5-hydroxytryptamine 1A receptor transfected in human cell lines (He La),16245,,,51,Autocuration
8,,1,,,918,,,B,,,,,,H,CHEMBL615766,BAO_0000019,Binding affinity on human cloned 5-hydroxytryptamine 1A receptor transfected in human cell lines(He La),16245,,,51,Autocuration
8,,1,,,919,,,B,,,,,,H,CHEMBL615767,BAO_0000357,Binding affinity towards 5-HT1A receptor using [3H]8-OH-DPAT as radioligand,5548,,,51,Autocuration
8,,1,,,920,,,B,,,,,,H,CHEMBL615768,BAO_0000357,Binding affinity was determined towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,5548,,,51,Expert
8,,1,,,921,,,B,,,,,,H,CHEMBL615769,BAO_0000357,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,5548,,,51,Autocuration
8,,1,,,922,,,B,,,,,,H,CHEMBL615770,BAO_0000357,Binding affinity was evaluated at 5-hydroxytryptamine 1A receptor labeled with [3H]-8-OH-DPAT,6876,,,51,Expert
8,,1,,,923,,,B,,,,,,H,CHEMBL615771,BAO_0000357,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,2598,,,51,Autocuration
8,,1,,,924,,,B,,,,,,H,CHEMBL615772,BAO_0000357,Binding affinity to human 5-hydroxytryptamine 1A receptor was measured using [3H]-8-hydroxy-2-(di-n-propylamine) tetraline [3H]8-OH-DPAT) as radioligand,17785,,,51,Expert
8,,1,,,925,,,B,,,,,,H,CHEMBL615773,BAO_0000357,Binding affinity towards 5-hydroxytryptamine 1A receptor,6013,,,51,Autocuration
8,,1,,,926,,,B,,,,,,H,CHEMBL615774,BAO_0000357,Binding affinity towards 5-hydroxytryptamine 1A receptor in human using [3H]8-OH-DPAT as radioligand,5929,,,51,Expert
8,,1,,,927,,,B,,,,,,H,CHEMBL615775,BAO_0000357,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,16633,,,51,Autocuration
8,,1,,,928,,,B,,,,,,H,CHEMBL615776,BAO_0000357,Binding affinity towards cloned human 5-hydroxytryptamine 1A receptor was determined,1558,,,51,Autocuration
8,,1,,,929,,,B,,,,,,H,CHEMBL615777,BAO_0000357,Binding affinity towards human cloned 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,16026,,,51,Expert
8,,1,,,930,,,B,,,,,,H,CHEMBL615778,BAO_0000219,Binding affinity was measured on 5-hydroxytryptamine 1A receptor in AK cells transfected with human 5-HT1A gene labeled with [3H]-8-OH-DPAT,12469,,,51,Autocuration
9,,1,,9606.0,931,,,B,,,,Homo sapiens,,D,CHEMBL615779,BAO_0000357,Binding affinity was measured on cloned Human 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,15874,,,51,Expert
8,,1,,,932,,,B,,,,,,H,CHEMBL615780,BAO_0000357,Binding affinity was measured on cloned human 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,15874,,,51,Autocuration
8,,1,,,933,,,B,,,,,,H,CHEMBL616298,BAO_0000357,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1A receptor,3935,,,51,Autocuration
8,,1,,,934,,,B,,,,,,H,CHEMBL616299,BAO_0000357,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 1A receptor,15818,,,51,Autocuration
8,,1,485.0,,935,,,B,,,,,CHO-K1,H,CHEMBL616300,BAO_0000219,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells.,13706,,,51,Autocuration
8,,1,485.0,,936,,,F,,,,,CHO-K1,H,CHEMBL616301,BAO_0000219,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1A receptor in CHO-K1 cells,13729,,,51,Expert
8,,1,,,937,,,B,,,,,,H,CHEMBL616302,BAO_0000019,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor,15413,,,51,Autocuration
8,,1,,,938,,,B,,,,,,H,CHEMBL616117,BAO_0000019,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor (Experiment 1),15413,,,51,Autocuration
8,,1,,,939,,,B,,,,,,H,CHEMBL616118,BAO_0000019,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor (Experiment 2),15413,,,51,Autocuration
8,,1,,,940,,,B,,,,,,H,CHEMBL616119,BAO_0000019,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor by Panlabs assay,15413,,,51,Autocuration
9,,1,308.0,9606.0,941,,,B,,,,Homo sapiens,HeLa,D,CHEMBL616120,BAO_0000219,Displacement of specific [3H]- 5-HT binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells,3445,,,51,Expert
8,,1,,,942,,,B,,,,,,H,CHEMBL616121,BAO_0000357,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor,15740,,,51,Autocuration
8,,1,,,943,,,B,,,,,,H,CHEMBL616122,BAO_0000357,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor receptor,15740,,,51,Autocuration
8,,1,,,944,,,B,,,,,,H,CHEMBL616123,BAO_0000357,In vitro binding affinity tested on human 5-hydroxytryptamine 1A receptor,17626,,,51,Autocuration
9,,1,,9606.0,945,,,B,,,,Homo sapiens,,D,CHEMBL616124,BAO_0000357,In vitro binding affinity to human 5-hydroxytryptamine 1A receptor,4234,,,51,Expert
8,,1,,,946,,,B,,,,,,H,CHEMBL616125,BAO_0000357,In vitro binding affinity at 5-hydroxytryptamine 1A receptor by [3H]8-OH-DPAT displacement.,5640,,,51,Expert
8,,1,,10116.0,947,,,B,,,,Rattus norvegicus,,H,CHEMBL616126,BAO_0000357,In vitro binding affinity towards Human 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT,5272,,,51,Expert
8,,1,449.0,,948,,,B,,,,,CHO,H,CHEMBL616127,BAO_0000219,In vitro binding affinity towards cloned human 5-hydroxytryptamine 1A receptor expressed in Chinese hamster ovary (CHO) cells using [3H]8-OH-DPAT as radioligand,4622,,,51,Autocuration
