SRASSI,Descri,ASI,RELTY,ASSORG,ASSSTR,VAI,DOI,Ti,CONFISC,ASST,BAFO,CI,ASTET,SRI,CHI,TISI,ASCAT,ASSTI,CURB,ASTIS,ASSSUBCELFRA,ASSCTY
,Radioactivity distribution in liver of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,9164,N,Rattus norvegicus,,,16435,50597,1,A,BAO_0000218,,,1,CHEMBL625080,2107.0,,10116.0,Intermediate,Liver,,
,Radioactivity distribution in liver of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,9165,N,Rattus norvegicus,,,16435,50597,1,A,BAO_0000218,,,1,CHEMBL625081,2107.0,,10116.0,Intermediate,Liver,,
,Radioactivity distribution in liver of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,9166,N,Rattus norvegicus,,,16435,50597,1,A,BAO_0000218,,,1,CHEMBL625082,2107.0,,10116.0,Intermediate,Liver,,
,Radioactivity distribution in liver of normal fischer rat after injection of syn-[18F]-FMACBC after 30 min.,9167,N,Rattus norvegicus,,,16435,50597,1,A,BAO_0000218,,,1,CHEMBL625083,2107.0,,10116.0,Intermediate,Liver,,
,Radioactivity distribution in liver of normal fischer rat after injection of syn-[18F]-FMACBC after 5 min.,9168,N,Rattus norvegicus,,,16435,50597,1,A,BAO_0000218,,,1,CHEMBL625084,2107.0,,10116.0,Intermediate,Liver,,
,Radioactivity distribution in liver of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,9169,N,Rattus norvegicus,,,16435,50597,1,A,BAO_0000218,,,1,CHEMBL625085,2107.0,,10116.0,Intermediate,Liver,,
,Radioactivity distribution in liver of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,9170,N,Rattus norvegicus,,,16435,50597,1,A,BAO_0000218,,,1,CHEMBL625086,2107.0,,10116.0,Intermediate,Liver,,
,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,9171,N,Rattus norvegicus,,,16434,50597,1,A,BAO_0000218,,,1,CHEMBL625087,2107.0,,10116.0,Intermediate,Liver,,
,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,9172,N,Rattus norvegicus,,,16434,50597,1,A,BAO_0000218,,,1,CHEMBL625088,2107.0,,10116.0,Intermediate,Liver,,
,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,9173,N,Rattus norvegicus,,,16434,50597,1,A,BAO_0000218,,,1,CHEMBL622205,2107.0,,10116.0,Intermediate,Liver,,
,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,9174,N,Rattus norvegicus,,,16435,50597,1,A,BAO_0000218,,,1,CHEMBL622206,2107.0,,10116.0,Intermediate,Liver,,
,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,9175,N,Rattus norvegicus,,,16435,50597,1,A,BAO_0000218,,,1,CHEMBL622207,2107.0,,10116.0,Intermediate,Liver,,
,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,9176,N,Rattus norvegicus,,,16435,50597,1,A,BAO_0000218,,,1,CHEMBL622366,2107.0,,10116.0,Intermediate,Liver,,
,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,9177,N,Rattus norvegicus,,,16435,50597,1,A,BAO_0000218,,,1,CHEMBL622367,2107.0,,10116.0,Intermediate,Liver,,
,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,9178,N,Rattus norvegicus,,,16435,50597,1,A,BAO_0000218,,,1,CHEMBL875331,2107.0,,10116.0,Intermediate,Liver,,
,Radioactivity distribution in liver of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,9179,N,Rattus norvegicus,,,16435,50597,1,A,BAO_0000218,,,1,CHEMBL622368,2107.0,,10116.0,Intermediate,Liver,,
,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,9180,N,Rattus norvegicus,,,16434,50597,1,A,BAO_0000218,,,1,CHEMBL622369,2048.0,,10116.0,Intermediate,Lung,,
,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,9181,N,Rattus norvegicus,,,16434,50597,1,A,BAO_0000218,,,1,CHEMBL622370,2048.0,,10116.0,Intermediate,Lung,,
,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,9182,N,Rattus norvegicus,,,16434,50597,1,A,BAO_0000218,,,1,CHEMBL622371,2048.0,,10116.0,Intermediate,Lung,,
,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,9183,N,Rattus norvegicus,,,16434,50597,1,A,BAO_0000218,,,1,CHEMBL622372,2048.0,,10116.0,Intermediate,Lung,,
,Radioactivity distribution in lung of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,9184,N,Rattus norvegicus,,,16434,50597,1,A,BAO_0000218,,,1,CHEMBL622373,2048.0,,10116.0,Intermediate,Lung,,
,Radioactivity distribution in lung of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 30 min.,9185,N,Rattus norvegicus,,,16434,50597,1,A,BAO_0000218,,,1,CHEMBL622374,2048.0,,10116.0,Intermediate,Lung,,
,Radioactivity distribution in lung of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min.,9186,N,Rattus norvegicus,,,16434,50597,1,A,BAO_0000218,,,1,CHEMBL622375,2048.0,,10116.0,Intermediate,Lung,,
,Radioactivity distribution in lung of normal fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 60 min.,9187,N,Rattus norvegicus,,,16434,50597,1,A,BAO_0000218,,,1,CHEMBL622376,2048.0,,10116.0,Intermediate,Lung,,
,Radioactivity distribution in lung of normal fischer rat after injection of anti-[18F]FMACBC after 120 min.,9188,N,Rattus norvegicus,,,16435,50597,1,A,BAO_0000218,,,1,CHEMBL622377,2048.0,,10116.0,Intermediate,Lung,,
,Radioactivity distribution in lung of normal fischer rat after injection of anti-[18F]FMACBC after 30 min.,9189,N,Rattus norvegicus,,,16435,50597,1,A,BAO_0000218,,,1,CHEMBL622378,2048.0,,10116.0,Intermediate,Lung,,
,Radioactivity distribution in lung of normal fischer rat after injection of anti-[18F]FMACBC after 5 min.,9190,N,Rattus norvegicus,,,16435,50597,1,A,BAO_0000218,,,1,CHEMBL622379,2048.0,,10116.0,Intermediate,Lung,,
,Radioactivity distribution in lung of normal fischer rat after injection of anti-[18F]FMACBC after 60 min.,9191,N,Rattus norvegicus,,,16435,50597,1,A,BAO_0000218,,,1,CHEMBL622380,2048.0,,10116.0,Intermediate,Lung,,
,Radioactivity distribution in lung of normal fischer rat after injection of syn-[18F]-FMACBC after 120 min.,9192,N,Rattus norvegicus,,,16435,50597,1,A,BAO_0000218,,,1,CHEMBL622381,2048.0,,10116.0,Intermediate,Lung,,
,Radioactivity distribution in lung of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,9193,N,Rattus norvegicus,,,16435,50597,1,A,BAO_0000218,,,1,CHEMBL622382,2048.0,,10116.0,Intermediate,Lung,,
,Radioactivity distribution in lung of tumor-bearing fischer rat after injection of [18F]-fluoro-2-methylpropanoic acid after 120 min,9194,N,Rattus norvegicus,,,16434,50597,1,A,BAO_0000218,,,1,CHEMBL622383,2048.0,,10116.0,Intermediate,Lung,,
,pH of the gastric juice (Control value = 1.44+/-0.01) of stomach content of pylorus ligated rats was measured ( 5 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),9195,N,Rattus norvegicus,,,6175,50597,1,A,BAO_0000218,,,1,CHEMBL875332,945.0,,10116.0,Intermediate,Stomach,,
,pH of the gastric juice (Control value = 1.44+/-0.01) of stomach content of pylorus ligated rats was measured (10 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),9196,N,Rattus norvegicus,,,6175,50597,1,A,BAO_0000218,,,1,CHEMBL622384,945.0,,10116.0,Intermediate,Stomach,,
,pH of the gastric juice (control value = 1.39+/-0.02) of stomach content of pylorus ligated rats was measured (2.5 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),9197,N,Rattus norvegicus,,,6175,50597,1,A,BAO_0000218,,,1,CHEMBL622385,945.0,,10116.0,Intermediate,Stomach,,
,pH of the gastric juice (control value = 1.39+/-0.02) of stomach content of pylorus ligated rats was measured (5 mg/kg po of the Compound was administered 1 hr before the pylorus ligation),9198,N,Rattus norvegicus,,,6175,50597,1,A,BAO_0000218,,,1,CHEMBL622386,945.0,,10116.0,Intermediate,Stomach,,
,The compound was tested for the plasma binding in rat,9199,N,Rattus norvegicus,,,10839,50597,1,A,BAO_0000218,,,1,CHEMBL622387,,,10116.0,Intermediate,,,
,"Plasma concentration after intravenous aministration at 1hr, (1 mg/kg, n=3)",9200,N,Rattus norvegicus,,,16459,50597,1,A,BAO_0000218,,,1,CHEMBL622388,,,10116.0,Intermediate,,,
,"Plasma concentration after intravenous aministration at 30 min. (1 mg/kg, n=3)",9201,N,Rattus norvegicus,,,16459,50597,1,A,BAO_0000218,,,1,CHEMBL622389,,,10116.0,Intermediate,,,
,"Plasma concentration after intravenous aministration at 60 min. (1 mg/kg, n=3)",9202,N,Rattus norvegicus,,,16459,50597,1,A,BAO_0000218,,,1,CHEMBL622390,,,10116.0,Intermediate,,,
,Plasma concentration after oral aministration at 1 hr. (10 mg/kg),9203,N,Rattus norvegicus,,,16459,50597,1,A,BAO_0000218,,,1,CHEMBL622391,,,10116.0,Intermediate,,,
,Plasma concentration after oral aministration at 2 hr. (10 mg/kg),9204,N,Rattus norvegicus,,,16459,50597,1,A,BAO_0000218,,,1,CHEMBL622392,,,10116.0,Intermediate,,,
,Plasma concentration after oral aministration at 4 hr. (10 mg/kg),9205,N,Rattus norvegicus,,,16459,50597,1,A,BAO_0000218,,,1,CHEMBL622393,,,10116.0,Intermediate,,,
,Plasma level at 2 hr after administration of the compound,9206,N,Rattus norvegicus,,,3278,50597,1,A,BAO_0000218,,,1,CHEMBL622394,,,10116.0,Intermediate,,,
,plasma level at 2 hr after administration of the compound,9207,N,Rattus norvegicus,,,3278,50597,1,A,BAO_0000218,,,1,CHEMBL622395,,,10116.0,Intermediate,,,
,Stability in rat serum measured as % recovery at 1 min,9208,N,Rattus norvegicus,,,4684,50597,1,A,BAO_0000218,,,1,CHEMBL622396,1977.0,,10116.0,Intermediate,Serum,,
,Stability in rat serum measured as % recovery at 10 min,9209,N,Rattus norvegicus,,,4684,50597,1,A,BAO_0000218,,,1,CHEMBL624894,1977.0,,10116.0,Intermediate,Serum,,
,Stability in rat serum measured as % recovery at 10 mins,9210,N,Rattus norvegicus,,,4684,50597,1,A,BAO_0000218,,,1,CHEMBL624895,1977.0,,10116.0,Intermediate,Serum,,
,Stability in rat serum measured as % recovery at 2 hr,9211,N,Rattus norvegicus,,,4684,50597,1,A,BAO_0000218,,,1,CHEMBL624058,1977.0,,10116.0,Intermediate,Serum,,
,Stability in rat serum measured as % recovery at 3 min,9212,N,Rattus norvegicus,,,4684,50597,1,A,BAO_0000218,,,1,CHEMBL624059,1977.0,,10116.0,Intermediate,Serum,,
,Stability in rat serum measured as % recovery at 3 mins,9213,N,Rattus norvegicus,,,4684,50597,1,A,BAO_0000218,,,1,CHEMBL624060,1977.0,,10116.0,Intermediate,Serum,,
,Stability in rat serum measured as % recovery at 5 min,9214,N,Rattus norvegicus,,,4684,50597,1,A,BAO_0000218,,,1,CHEMBL624061,1977.0,,10116.0,Intermediate,Serum,,
,Stability in rat serum measured as % recovery at 5 mins,9215,N,Rattus norvegicus,,,4684,50597,1,A,BAO_0000218,,,1,CHEMBL624062,1977.0,,10116.0,Intermediate,Serum,,
,Alpha-elimination half-life in Male Sprague-Dawley rats after intravenous administration at a dose of 10 mg/kg,9216,N,Rattus norvegicus,,,16456,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624063,,,10116.0,Intermediate,,,
,Beta-elimination half-life in Male Sprague-Dawley rats after intravenous administration at a dose of 10 mg/kg,9217,N,Rattus norvegicus,,,16456,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL624064,,,10116.0,Intermediate,,,
,Half life in plasma was determined against ovariectomized rats; t 1/2 (h) is short in plasma,9218,N,Rattus norvegicus,,,723,50597,1,A,BAO_0000218,,,1,CHEMBL624065,1969.0,,10116.0,Intermediate,Plasma,,
,Half life in plasma was determined against ovariectomized rats; t1/2 is longer in plasma.,9219,N,Rattus norvegicus,,,723,50597,1,A,BAO_0000218,,,1,CHEMBL624066,1969.0,,10116.0,Intermediate,Plasma,,
,Half life tested in mature male rat at a dose of 30 mg/kg,9220,N,Rattus norvegicus,,,5160,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL877490,,,10116.0,Intermediate,,,
,Half life after intravenous administration of 1 mg/kg in rat,9221,N,Rattus norvegicus,,,4709,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL874442,,,10116.0,Intermediate,,,
,Half life period after administration (30 mg/kg) in rat,9222,N,Rattus norvegicus,,,5633,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL626890,,,10116.0,Intermediate,,,
,Half life period in rat after 5 mg/Kg dose,9223,N,Rattus norvegicus,,,5302,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL626891,,,10116.0,Intermediate,,,
,Half life period in rat after 5 mg/kg dose,9224,N,Rattus norvegicus,,,5302,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL626892,,,10116.0,Intermediate,,,
,Half life period was determined,9225,N,Rattus norvegicus,,,17791,50597,1,A,BAO_0000218,,,1,CHEMBL626893,,,10116.0,Intermediate,,,
,Half life period was evaluated in rat,9226,N,Rattus norvegicus,,,17791,50597,1,A,BAO_0000218,,,1,CHEMBL626894,,,10116.0,Intermediate,,,
,Half life period was evaluated in rat; 0.5-1.0,9227,N,Rattus norvegicus,,,17791,50597,1,A,BAO_0000218,,,1,CHEMBL626895,,,10116.0,Intermediate,,,
,Half life period was evaluated in rat; 5.9-7.5,9228,N,Rattus norvegicus,,,17791,50597,1,A,BAO_0000218,,,1,CHEMBL626896,,,10116.0,Intermediate,,,
,Half-life in rat plasma,9229,N,Rattus norvegicus,,,14512,50597,1,A,BAO_0000218,,,1,CHEMBL626897,1969.0,,10116.0,Intermediate,Plasma,,
,Half-life time in rat was determined,9230,N,Rattus norvegicus,,,6230,50597,1,A,BAO_0000218,,,1,CHEMBL626898,,,10116.0,Intermediate,,,
,Terminal half-life after iv administration to rats,9231,N,Rattus norvegicus,,,3364,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL626899,,,10116.0,Intermediate,,,
,Tested for iv terminal half-life dosed as a solution in male Han Wistar rats,9232,N,Rattus norvegicus,,,6874,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL626900,,,10116.0,Intermediate,,,
,Time required to return to 50% inhibition of pressor response after AI-challenge in normotensive rats at 0.5 umol/kg,9233,N,Rattus norvegicus,,,857,50597,1,A,BAO_0000218,,,1,CHEMBL626901,,,10116.0,Intermediate,,,
,Time required to return to 50% inhibition of pressor response after AI-challenge in normotensive rats at 0.5 umol/kg (iv),9234,N,Rattus norvegicus,,,858,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL626902,,,10116.0,Intermediate,,,
,Time required to return to 50% inhibition of pressor response after AI-challenge in normotensive rats at 5 umol/kg (iv),9235,N,Rattus norvegicus,,,858,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL626903,,,10116.0,Intermediate,,,
,Time for peak concentration (tmax) at a dose of 10 mg/kg in rats,9236,N,Rattus norvegicus,,,5355,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL874443,,,10116.0,Intermediate,,,
,Time for peak concentration (tmax) at a dose of 20 mg/kg in rats,9237,N,Rattus norvegicus,,,5355,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL626904,,,10116.0,Intermediate,,,
,Half life in rats,9238,N,Rattus norvegicus,,,6305,50597,1,A,BAO_0000218,,,1,CHEMBL626905,,,10116.0,Intermediate,,,
,Apparent Half life was determined from the linear portion of the log plasma concentration-time profile after oral administration of compound 18 at a dose of 4 mg/kg to rat,9239,N,Rattus norvegicus,,,13501,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL873830,1969.0,,10116.0,Intermediate,Plasma,,
,Apparent half-life after single intravenous bolus of 1 mg/kg in rats,9240,N,Rattus norvegicus,,,17594,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL626906,,,10116.0,Intermediate,,,
,Apparent terminal elimination half-life in rat plasma after administration of 3.5 mg/kg dose through subcutaneous route,9241,N,Rattus norvegicus,,,4186,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL631076,1969.0,,10116.0,Intermediate,Plasma,,
,Biological half-life was measured in plasma of rats,9242,N,Rattus norvegicus,,,2932,50597,1,A,BAO_0000218,,,1,CHEMBL631077,1969.0,,10116.0,Intermediate,Plasma,,
,Circulatory half life measured after intravenous bolus administration of 50 mg/kg of compound to rats,9243,N,Rattus norvegicus,,,17065,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL631078,,,10116.0,Intermediate,,,
,Compound demonstarted an oral bioavailability of 6% with the half-life time as given in rats.,9244,N,Rattus norvegicus,,,15765,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL631079,,,10116.0,Intermediate,,,
,Compound was evaluated for half life (t1/2) upon intravenous administration of 1 mg/Kg in rats,9245,N,Rattus norvegicus,,,2713,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL631080,,,10116.0,Intermediate,,,
,Compound was evaluated for half life after treatment with iv dose of 1 mgkg to female wistar rats,9246,N,Rattus norvegicus,,,2661,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL631081,,,10116.0,Intermediate,,,
,Compound was evaluated for half life after treatment with iv dose of 1 mgkg to male wistar rats,9247,N,Rattus norvegicus,,,2661,50597,1,A,BAO_0000218,,In vivo,1,CHEMBL631239,,,10116.0,Intermediate,,,
,Compound was evaluated for plasma half life in rat,9248,N,Rattus norvegicus,,,740,50597,1,A,BAO_0000218,,,1,CHEMBL631240,1969.0,,10116.0,Intermediate,Plasma,,
,AUC value at a dose of 5 mg/kg (p.o.) in rats,9249,N,Rattus norvegicus,,,6597,50597,1,A,BAO_0000218,,,1,CHEMBL631241,1969.0,,10116.0,Intermediate,Plasma,,
,AUC value after administration of 20 mg/Kg oral dose in rat,9250,N,Rattus norvegicus,,,2959,50597,1,A,BAO_0000218,,,1,CHEMBL631242,1969.0,,10116.0,Intermediate,Plasma,,
,AUC0-24 after repeated oral dose of compound at 1 mg/kg in rats,9251,N,Rattus norvegicus,,,17594,50597,1,A,BAO_0000218,,,1,CHEMBL631243,1969.0,,10116.0,Intermediate,Plasma,,
,AUC0-96 after administration at 50 mg/kg,9252,N,Rattus norvegicus,,,17596,50597,1,A,BAO_0000218,,,1,CHEMBL874444,1969.0,,10116.0,Intermediate,Plasma,,
,AUC0-infinity after single intravenous bolus of 1 mg/kg in rats,9253,N,Rattus norvegicus,,,17594,50597,1,A,BAO_0000218,,,1,CHEMBL631244,1969.0,,10116.0,Intermediate,Plasma,,
,"Absorption behavior was judged by the area under the curve, determined after oral dose of 30 mg/kg in rats.",9254,N,Rattus norvegicus,,,3293,50597,1,A,BAO_0000218,,,1,CHEMBL631245,,,10116.0,Intermediate,,,
,Area under curve (0-24 hr) at a dose of 10 mg/kg in male SD rats,9255,N,Rattus norvegicus,,,6757,50597,1,A,BAO_0000218,,,1,CHEMBL627162,,,10116.0,Intermediate,,,
,Area under curve (0-24 hr) at a dose of 100 mg/kg in male SD rats,9256,N,Rattus norvegicus,,,6757,50597,1,A,BAO_0000218,,,1,CHEMBL627163,,,10116.0,Intermediate,,,
,Area under curve (0-24 hr) at a dose of 50 mg/kg in male SD rats,9257,N,Rattus norvegicus,,,6757,50597,1,A,BAO_0000218,,,1,CHEMBL627164,,,10116.0,Intermediate,,,
,Area under curve (AUC) at a dose 1 mg/kg was determined in rat kidney,9258,N,Rattus norvegicus,,,5979,50597,1,A,BAO_0000218,,,1,CHEMBL627165,2113.0,,10116.0,Intermediate,Kidney,,
,Area under curve (AUC) at a dose 1 mg/kg was determined in rat liver,9259,N,Rattus norvegicus,,,5979,50597,1,A,BAO_0000218,,,1,CHEMBL627166,,,10116.0,Intermediate,,,
,Area under curve (AUC) at a dose 1 mg/kg was determined in rat lung,9260,N,Rattus norvegicus,,,5979,50597,1,A,BAO_0000218,,,1,CHEMBL627167,,,10116.0,Intermediate,,,
,Area under curve (AUC) at a dose of 30 mg/kg in rats,9261,N,Rattus norvegicus,,,4026,50597,1,A,BAO_0000218,,,1,CHEMBL627822,,,10116.0,Intermediate,,,
,Area under curve (AUC) was calculated using trapezoidal rule at a dose of 20 mg/kg in rats,9262,N,Rattus norvegicus,,,5355,50597,1,A,BAO_0000218,,,1,CHEMBL627823,,,10116.0,Intermediate,,,
,Area under curve (AUC) was calculated using trapezoidal rule. at a dose of 10 mg/kg in rats,9263,N,Rattus norvegicus,,,5355,50597,1,A,BAO_0000218,,,1,CHEMBL627824,,,10116.0,Intermediate,,,
,Area under curve (AUC) was calculated using trapezoidal rule at a dose of 20 mg/kg in rats,9264,N,Rattus norvegicus,,,5355,50597,1,A,BAO_0000218,,,1,CHEMBL627825,,,10116.0,Intermediate,,,
,Area under curve (AUC0-24 h) after administration (30 mg/kg) in rat,9265,N,Rattus norvegicus,,,5633,50597,1,A,BAO_0000218,,,1,CHEMBL627826,,,10116.0,Intermediate,,,
,Area under curve (Pharmacokinetic property) was determined,9266,N,Rattus norvegicus,,,1716,50597,1,A,BAO_0000218,,,1,CHEMBL627827,,,10116.0,Intermediate,,,
,Area under curve (Pharmacokinetic property) of the compound; Not determined,9267,N,Rattus norvegicus,,,1716,50597,1,A,BAO_0000218,,,1,CHEMBL627828,,,10116.0,Intermediate,,,
