assay_id,assay_tax_id,assay_test_type,relationship_type,assay_category,doc_id,assay_strain,tid,assay_type,assay_organism,assay_cell_type,description,assay_tissue,assay_subcellular_fraction,confidence_score,curated_by,src_id
2286,,,H,,14442,,107,B,,,Binding ability of compound at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,,,8,Autocuration,1
2287,,,H,,14755,,107,B,,,Binding activity against cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as the radioligand.,,,8,Autocuration,1
2288,,,H,,16441,,107,B,,,Binding affinity against 5-hydroxytryptamine 2A receptor in humans,,,8,Autocuration,1
2289,,,H,,14744,,107,B,,,Binding affinity against the cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as the radioligand,,,8,Autocuration,1
2290,,,H,,16659,,107,B,,CHO,Binding affinity for displacement of [3H]ketanserin to human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,,,8,Expert,1
2291,,,H,,3307,,107,B,,,Binding affinity of compound to human 5-hydroxytryptamine 2A receptor,,,8,Autocuration,1
2292,9194.0,,D,,6857,,107,B,Hom9sqpiens,,Affinity for human 5-hydroxytryptamine 2A receptor expressed in mammalian cell line,,,9,Expert,1
2293,,,H,,5635,,107,B,,,Binding affinity against 5-hydroxytryptamine 2A receptor using [125I]DOI radioligand.,,,8,Expert,1
2294,21355.0,,D,,4234,,107,B,Hokodapiens,,Binding affinity to cloned human 5-hydroxytryptamine 2A receptor,,,9,Expert,1
2295,,,H,,15527,,107,B,,,Binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand.,,,8,Autocuration,1
2296,,,H,,6588,,107,B,,CHO,Binding affinity towards human 5-hydroxytryptamine 2A receptor by the displacement of [3H]ketanserin radioligand from the cloned receptor expressed in CHO cells,,,8,Expert,1
2297,,,H,,13631,,107,B,,,Binding affinity towards human 5-HT2A receptor in BEK cells,,,8,Expert,1
2298,,,H,,17723,,107,B,,,Binding affinity towards human serotonin 5-hydroxytryptamine 2A receptor,,,8,Autocuration,1
2299,,,H,,14770,,107,B,,,Binding affinity for recombinant human 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand.,,,8,Autocuration,1
2300,56061.0,,D,,16293,,107,B,Homoaapuens,,Binding affinity for human 5-hydroxytryptamine 2A receptor,,,9,Expert,1
2301,,,H,,16209,,107,B,,,Binding affinity towards human 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,,,8,Autocuration,1
2302,,,H,,12469,,107,B,,,Binding affinity was measured on 5-hydroxytryptamine 2A receptor in GF6 cells transfected with human 5-HT2A gene labeled with [3H]ketanserin,,,8,Autocuration,1
2303,,,H,,15363,,107,B,,,Compound was tested for the displacement of [125I]-DOI from clone human 5-hydroxytryptamine 2A receptor,,,8,Autocuration,1
2304,,,H,,15363,,107,B,,,Compound was tested for the displacement of [125I]DOI from cloned human 5-hydroxytryptamine 2A receptor,,,8,Autocuration,1
2305,,,H,,16441,,107,B,,,"Tested on genetically transfected COS7 cell membranes selectively expressing human 5-hydroxytryptamine 2A receptor, using [3H]ketanserin as radioligand",,,8,Expert,1
2306,,,H,,8,,107,B,,,In vitro binding affinity towards 5-hydroxytryptamine 2A receptor in human using [3H]ketanserin as radioligand,,,8,Autocuration,1
2307,,,H,,4176,,107,B,,HEo293,In vitro binding affinity towards human 5-hydroxytryptamine 2A receptor expressed in HEK293 cells was determined using [3H]ketanserin as radioligand,,,8,Autocuration,1
2308,,,H,,17085,,107,B,,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 2A receptor,,,8,Autocuration,1
2309,,,H,,17200,,107,B,,,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,,8,Autocuration,1
2310,23682.0,,D,,17200,,107,B,yomosapiebs,,Inhibitory constant determined against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,,,9,Expert,1
2311,23493.0,,D,,4013,,107,B,Hompsap9ens,CHO,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor expressed in CHO cells,,,9,Expert,1
2312,,,H,,5088,,107,B,,,Tested for binding affinity towards 5-hydroxytryptamine 2A receptor,,,8,Autocuration,1
2313,18349.0,,D,,5088,,107,B,Hompsapienq,,Displacement of [3H]DOB from human 5-hydroxytryptamine 2A receptor,,,9,Expert,1
2314,,,H,,5088,,107,B,,,Tested for binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]DOB as labeled ligand; binding data not obtained,,,8,Autocuration,1
2315,841.0,,D,,5088,,107,B,gomosaplens,,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor,,,9,Expert,1
2316,,,H,,5088,,107,B,,,Tested for binding affinity towards human 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand,,,8,Autocuration,1
2317,,,H,,5088,,107,B,,,Tested for binding affinity towards human 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand,,,8,Autocuration,1
2318,,,H,,9786,,104686,B,,,Ability to displace 0.75 nM [3H]ketanserin in 5-hydroxytryptamine 2 receptor from rat frontal cortex homogenate,,,4,Autocuration,1
2319,53504.0,,D,,9205,,104686,B,Rattusnorvsgidis,,Ability to inhibit [3H]spiperone binding to 5-hydroxytryptamine 2 receptor determined in rat,,,5,Autocuration,1
2320,,,H,,11257,,104686,B,,,Affinity on 5-hydroxytryptamine 2 receptor labeled by [125I]DOI,,,4,Autocuration,1
2321,,,H,,9362,,104686,B,,,Affinity towards [3H]- DOB -labeled 5-hydroxytryptamine 2 receptor sites in rat cortical homogenates,,,4,Autocuration,1
2322,,,H,,9362,,104686,B,,,Affinity towards [3H]- ketanserin-labeled 5-hydroxytryptamine 2 receptor sites in rat cortical homogenates,,,4,Autocuration,1
2323,,,H,,10590,,104686,B,,,Inhibition of 5-hydroxytryptamine 2 induced vasoconstriction of rat caudal artery.,,,4,Autocuration,1
2324,,,H,,10468,,104686,B,,,Binding affinity against 5-hydroxytryptamine 2 receptor of rat frontal cortex using [3H]ketanserin radioligand,,,4,Autocuration,1
2325,,,H,,13050,,104686,B,,,Binding affinity against 5-hydroxytryptamine 2 receptor from rat frontal cortex using [125]-(R)-DOI as radioligand,,,4,Autocuration,1
2326,,,H,,11624,,104686,B,,,Binding affinity against 5-hydroxytryptamine 2 receptor in rat using [3H]ketanserin as radioligand,,,4,Autocuration,1
2327,,,H,,10468,,104686,B,,,Binding affinity against 5-hydroxytryptamine 2 receptor of rat frontal cortex using [3H]ketanserin radioligand,,,4,Autocuration,1
2328,,,H,,10330,,104686,B,,,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin as radioligand,,,4,Autocuration,1
2329,,,H,,10062,,104686,B,,,Binding affinity at rat 5-hydroxytryptamine 2 receptor by [3H]ketanserin displacement.,,,4,Autocuration,1
2330,,,H,,11642,,104686,B,,,Binding affinity determined in radioreceptor binding assay by using [3H]ketanserin radioligand against 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2331,,,H,,10062,,104686,B,,,Binding affinity determined in radioreceptor binding assay by using [3H]ketanserin radioligand against 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2332,,9nvitro,H,,13427,,104686,B,,,Binding affinity of [3H]ketanserin towards 5-hydroxytryptamine 2 receptor in cloned mammalian receptor expressed in cultured cells or from rat whole brain.,,,4,Autocuration,1
2333,9919.0,,D,,12280,,104686,B,fatthsnorvenicus,,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor,,,5,Autocuration,1
2334,24122.0,,D,,4101,,104686,B,Rattush0rveg7cus,,Binding affinity for 5-hydroxytryptamine 2 receptor from striata of male Wistar rats by displacement of [3H]ketanserin,,,5,Autocuration,1
2335,,,H,,10062,,104686,B,,,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2336,,,H,,11147,,104686,B,,,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]DOB as,,,4,Autocuration,1
2337,10875.0,,D,,2395,,104686,B,fzttusnorvegocus,CHOo1,Binding affinity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,,,5,Autocuration,1
2338,48005.0,,D,,2395,,104686,B,Rwttushorfegicus,CHOK2,Binding affinity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,,,5,Autocuration,1
2339,31366.0,,D,,9098,,104686,B,fattucnorvehicus,,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- DOB as a radioligand,,,5,Autocuration,1
2340,,,H,,9098,,104686,B,,,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- DOB as a radioligand.,,,4,Autocuration,1
2341,2590.0,,D,,9098,,104686,B,Rwttusnorvegicjc,,Binding affinity to 5-hydroxytryptamine 2 receptor of rat cortical membranes using [3H]- DOB; ND means no data.,,,5,Autocuration,1
2342,,,H,,9443,,104686,B,,,Binding affinity towards 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2343,,,H,,9443,,104686,B,,,Binding affinity towards 5-hydroxytryptamine 2 receptor at 1.0 uM concentration,,,4,Autocuration,1
2344,,,H,,9699,,104686,B,,,"Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- 1-(4-bromo-2,5-dimethoxy-phenyl)-2-aminopropane (D) as radioligand in rat frontal cortex",,,4,Autocuration,1
2345,,,H,,9699,,104686,B,,,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- ketanserin as radioligand in rat frontal cortex,,,4,Autocuration,1
2346,,,H,,9098,,104686,B,,,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,,,4,Autocuration,1
2347,6879.0,,D,,3070,,104686,B,Rat5usnorvegickx,,Affinity for 5-hydroxytryptamine 2 receptor,,,5,Autocuration,1
2348,,,H,,9547,,104686,B,,,Binding affinity towards serotonin 5-hydroxytryptamine 2 receptor of rat determined using 0.5 nM of [3H]ketanserin in binding assay,,,4,Autocuration,1
2349,,,H,,10444,,104686,B,,,Binding affinity was determined against 5-hydroxytryptamine 2 receptor from male Sprague-Dawley rat brain.,,,4,Autocuration,1
2350,,,H,,14617,,104686,B,,,Binding affinity which represents concentration giving half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor from rat tissue homogenate,,,4,Autocuration,1
2351,,,H,,14617,,104686,B,,,Binding affinity which represents concentration giving half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor rat tissue homogenate,,,4,Autocuration,1
2352,,,H,,11130,,104686,B,,,Binding constant against 5-hydroxytryptamine 2 receptor (in vitro),,,4,Autocuration,1
2353,,Invigo,H,,11130,,104686,B,,,Binding constant against 5-hydroxytryptamine 2 receptor (in vivo),,,4,Autocuration,1
2354,,,H,,14542,,104686,B,,,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin in rat brain,Brain,,4,Autocuration,1
2355,,,H,,2797,,104686,B,,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2 receptor from rat,,,4,Autocuration,1
2356,,,H,,11332,,104686,B,,,Compound was evaluated for in vitro binding affinity towards 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- spiperone as radioligand,,,4,Autocuration,1
2357,,,H,,11332,,104686,B,,,Compound was evaluated for in vitro binding affinity towards serotonin 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- spiperone as radioligand,,,4,Autocuration,1
2358,,,H,,10752,,104686,B,,,Compound was evaluated for its ability to displace 0.25 nM [125I](R)-DOI from binding sites in rat frontal cortex.,Frontal cortex,,4,Autocuration,1
2359,,,H,,1185,,104686,B,,,Ability to displace [3H]ketanserin from serotonergic 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2360,,,H,,1185,,104686,B,,,Compound was evaluated for its ability to displace [3H]ketanserin from serotonergic 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2361,17913.0,,D,,11624,,104686,B,Rqrtusno5vegicus,,Binding affinity against 5-Hydroxy tryptamine 2 (5-hydroxytryptamine 2)receptor,,,5,Autocuration,1
2362,,,H,,1344,,104686,B,,,Compound was evaluated for its binding affinity to 5-hydroxytryptamine 2 receptor in rat cortex using [3H]ketanserin radioligand assay,,,4,Autocuration,1
2363,54235.0,,D,,15453,,104686,B,Rqtrusnodvegicus,,Binding affinity against 5-hydroxytryptamine 2 receptor in rat striatum using [3H]-RP62203,Striatum,,5,Autocuration,1
2364,,,H,,11662,,104686,B,,,"Binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand",,,4,Autocuration,1
2365,,,H,,11662,,104686,B,,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",,,4,Autocuration,1
2366,,,H,,10796,,104686,B,,,Compound was tested in vitro for binding affinity for 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2367,,,H,,9069,,104686,B,,,Evaluated for binding activity against [3H]ketanserin as radioligand for 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2368,13208.0,,D,,8814,,104686,B,Rattusnorbegivuz,,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat cortical membrane homogenates,,,5,Autocuration,1
2369,10428.0,,D,,8908,,104686,B,Ra6husjorvegicus,,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat cortex,,,5,Autocuration,1
2370,,,H,,9098,,104686,B,,,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand; ND means no data.,,,4,Autocuration,1
2371,,,H,,9098,,104686,B,,,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 (5-HT2) receptor using [3H]KET as a radioligand,,,4,Autocuration,1
2372,,,H,,9098,,104686,B,,,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand; ND means no data.,,,4,Autocuration,1
2373,,,H,,9098,,104686,B,,,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand.,,,4,Autocuration,1
2374,,,H,,9098,,104686,B,,,Binding affinity to 5-hydroxytryptamine 2 receptor in rat frontal cortical membranes by [3H]- KET displacement.,,,4,Autocuration,1
2375,,,H,,9098,,104686,B,,,Evaluated for the binding affinity to rat frontal cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand.;ND is not determined,,,4,Autocuration,1
2376,,,H,,9098,,104686,B,,,Evaluated for the binding affinity to rat frontal cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand;ND means no data,,,4,Autocuration,1
2377,,,H,,9161,,104686,B,,,In vitro binding affinity at 5-hydroxytryptamine 2 receptor in rat cortical tissue by [3H]spiperone displacement; No data.,,,4,Autocuration,1
2378,,,H,,9161,,104686,B,,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 165 to 263,,,4,Autocuration,1
2379,,,H,,9161,,104686,B,,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 2.4 to 5.3,,,4,Autocuration,1
2380,,,H,,9161,,104686,B,,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]-Spiperone as the radioligand in rat cortical tissue.,,,4,Autocuration,1
2381,,,H,,9161,,104686,B,,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue.; value may range from 140 to 980,,,4,Autocuration,1
2382,,,H,,9161,,104686,B,,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue.; value may range from 76 to 299,,,4,Autocuration,1
2383,,,H,,9161,,104686,B,,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]-Spiperone as the radioligand in rat cortical tissue; value may range from 12 to 66,,,4,Autocuration,1
2384,,,H,,9161,,104686,B,,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 136 to 220,,,4,Autocuration,1
2385,,,H,,9161,,104686,B,,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 197 to 341,,,4,Autocuration,1
2386,,,H,,9161,,104686,B,,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 23 to 187,,,4,Autocuration,1
2387,,,H,,9161,,104686,B,,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 29 to 132,,,4,Autocuration,1
2388,,,H,,9161,,104686,B,,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 6 to 75,,,4,Autocuration,1
2389,,,H,,12094,,104686,B,,,In vitro binding affinity on 5-hydroxytryptamine 2 receptor is inhibition of binding of [125I]- I-LSD to P11 cells,,,4,Autocuration,1
2390,,,H,,12018,,104686,B,,,In vitro binding affinity towards 5-hydroxytryptamine 2 receptor in rat striatal membranes by [3H]ketanserin displacement.,,,4,Autocuration,1
2391,,,H,,10394,,104686,B,,,Inhibitory activity against 5-hydroxytryptamine 2 receptor in rat cortical membranes using [3H]ketanserin as a radioligand,,,4,Autocuration,1
2392,,,H,,15260,,104686,B,,,Inhibitory activity against rat cortical 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2393,11330.0,,D,,11624,,104686,B,Rattuwnprv3gicus,,Inhibitory constant against 5-hydroxytryptamine 2 receptor,,,5,Autocuration,1
2394,,,H,,13654,,104686,B,,,Percentage specific displacement of radioligand [3H]-ketanserin from 5-hydroxytryptamine 2 receptor,,,4,Autocuration,1
2395,,,H,,9541,,104686,B,,,Potency to displace [3H]- Spiperone from 5-hydroxytryptamine 2 receptor in rat striatum,,,4,Autocuration,1
2396,,,H,,11933,,104686,B,,,Tested for binding affinity against 5-hydroxytryptamine 2 receptor from rat frontal cortical regions using [3H]ketanserin as radioligand,,,4,Autocuration,1
