Fiscal year,IRTC percent,Untied amount(Project-level budget),Disability issues (marker),Gender equality (marker),Fund centre name,Organisation type,Project Browser country ID,CountryRegion name,Urban issues (marker),Fund centre ID,FSTC percent,Enviromental sustainability (marker),Section ID,Division name,Amount spent,Sector ID,Climate change mitigation (marker),Organisation class,Bilateral aid (international marker),Continent ID,Organisation ID,CountryRegion percent,Youth issues (marker),Sector name,Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Section name,Regional program (marker),CFLI (marker),CIDA business delivery model (old),Programming process (new),PBA type,Climate change adaptation (marker)
2009/2010,0.0,437990.21,0,2,Malawi,Uncoded,MW,Malawi,0,4280,1.0,0,S4271,WED Southern & Eastern Africa,-0.856,15150,0,Unknown,1,2,Information not available,1.0,0,Democratic participation and civil society,A031651001,Terminating,437990.21,B4200,WGM Sub-Saharan Africa,D4270,Mozambique Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,241454.25,0,2,Malawi,Canadian Non-Profit Making,MW,Malawi,0,4280,1.0,0,S4271,WED Southern & Eastern Africa,18060.0,11220,0,Governmental,1,2,1002791,1.0,0,Primary education,A031651002,Terminating,241454.25,B4200,WGM Sub-Saharan Africa,D4270,Mozambique Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,241454.25,0,2,Malawi,Canadian Non-Profit Making,MW,Malawi,0,4280,1.0,0,S4271,WED Southern & Eastern Africa,10320.0,13010,0,Governmental,1,2,1002791,1.0,0,Population policy and administrative management,A031651002,Terminating,241454.25,B4200,WGM Sub-Saharan Africa,D4270,Mozambique Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,241454.25,0,2,Malawi,Canadian Non-Profit Making,MW,Malawi,0,4280,1.0,0,S4271,WED Southern & Eastern Africa,7740.0,14010,0,Governmental,1,2,1002791,1.0,0,Water sector policy and administrative management,A031651002,Terminating,241454.25,B4200,WGM Sub-Saharan Africa,D4270,Mozambique Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,241454.25,0,2,Malawi,Canadian Non-Profit Making,MW,Malawi,0,4280,1.0,0,S4271,WED Southern & Eastern Africa,7740.0,15110,0,Governmental,1,2,1002791,1.0,0,Public sector policy and administrative management,A031651002,Terminating,241454.25,B4200,WGM Sub-Saharan Africa,D4270,Mozambique Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,241454.25,0,2,Malawi,Canadian Non-Profit Making,MW,Malawi,0,4280,1.0,0,S4271,WED Southern & Eastern Africa,7740.0,15150,0,Governmental,1,2,1002791,1.0,0,Democratic participation and civil society,A031651002,Terminating,241454.25,B4200,WGM Sub-Saharan Africa,D4270,Mozambique Program,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,1,Afghanistan,Canadian Profit Making,AF,Afghanistan,0,4125,0.0,0,S4141,OAD Asia Programming,44188.03,99810,0,Civil Society,1,3,1014441,1.0,0,Sectors not specified,A031652001,Closed,1292713.88,B4100,OGM Asia Pacific,D4100,"OAA Afghanistan, Pakistan and Sri Lanka",0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,Sri Lanka,Canadian Profit Making,LK,Sri Lanka,0,4118,0.8000000190000001,0,S4141,OAD Asia Programming,2630.992,11330,0,Civil Society,1,3,1013814,1.0,0,Vocational training,A031662001,Terminating,212840.42,B4100,OGM Asia Pacific,D4100,"OAA Afghanistan, Pakistan and Sri Lanka",0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,Sri Lanka,Canadian Profit Making,LK,Sri Lanka,0,4118,0.8000000190000001,0,S4141,OAD Asia Programming,1315.496,15110,0,Civil Society,1,3,1013814,1.0,0,Public sector policy and administrative management,A031662001,Terminating,212840.42,B4100,OGM Asia Pacific,D4100,"OAA Afghanistan, Pakistan and Sri Lanka",0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,Sri Lanka,Canadian Profit Making,LK,Sri Lanka,0,4118,0.8000000190000001,0,S4141,OAD Asia Programming,2630.992,31181,0,Civil Society,1,3,1013814,1.0,0,Agricultural education/training,A031662001,Terminating,212840.42,B4100,OGM Asia Pacific,D4100,"OAA Afghanistan, Pakistan and Sri Lanka",0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,405985.04,0,0,Zimbabwe,Canadian Non-Profit Making,ZW,Zimbabwe,0,4277,1.0,1,S4275,WED Southern & Eastern Africa,13549.855,13040,0,Governmental,1,2,10050,1.0,0,STD control including HIV/AIDS,A031668001,Terminating,405985.04,B4200,WGM Sub-Saharan Africa,D4270,Southern & Eastern Africa Geographic Pro,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,405985.04,0,0,Zimbabwe,Canadian Non-Profit Making,ZW,Zimbabwe,0,4277,1.0,1,S4275,WED Southern & Eastern Africa,13549.855,15150,0,Governmental,1,2,10050,1.0,0,Democratic participation and civil society,A031668001,Terminating,405985.04,B4200,WGM Sub-Saharan Africa,D4270,Southern & Eastern Africa Geographic Pro,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,405985.04,0,0,Zimbabwe,Canadian Non-Profit Making,ZW,Zimbabwe,0,4277,1.0,1,S4275,WED Southern & Eastern Africa,13549.855,41010,0,Governmental,1,2,10050,1.0,0,Environmental policy and administrative management,A031668001,Terminating,405985.04,B4200,WGM Sub-Saharan Africa,D4270,Southern & Eastern Africa Geographic Pro,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,405985.04,0,0,Zimbabwe,Canadian Non-Profit Making,ZW,Zimbabwe,0,4277,1.0,1,S4275,WED Southern & Eastern Africa,13549.855,43010,0,Governmental,1,2,10050,1.0,0,Multisector aid,A031668001,Terminating,405985.04,B4200,WGM Sub-Saharan Africa,D4270,Southern & Eastern Africa Geographic Pro,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,296506.12,0,1,Cambodia,Canadian Profit Making,KH,Cambodia,0,4108,0.949999987,1,S4107,OAD Asia Programming,1395.03,15110,0,Civil Society,1,3,1000609,1.0,0,Public sector policy and administrative management,A031707001,Closed,296506.12,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,296506.12,0,1,Cambodia,Canadian Profit Making,KH,Cambodia,0,4108,0.949999987,1,S4107,OAD Asia Programming,697.515,25010,0,Civil Society,1,3,1000609,1.0,0,Business support services and institutions,A031707001,Closed,296506.12,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,296506.12,0,1,Cambodia,Canadian Profit Making,KH,Cambodia,0,4108,0.949999987,1,S4107,OAD Asia Programming,348.7575,31110,0,Civil Society,1,3,1000609,1.0,0,Agricultural policy and administrative management,A031707001,Closed,296506.12,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,296506.12,0,1,Cambodia,Canadian Profit Making,KH,Cambodia,0,4108,0.949999987,1,S4107,OAD Asia Programming,1046.2725,31120,0,Civil Society,1,3,1000609,1.0,0,Agricultural development,A031707001,Closed,296506.12,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,296506.12,0,1,Cambodia,Canadian Profit Making,KH,Cambodia,0,4108,0.949999987,1,S4107,OAD Asia Programming,697.515,31130,0,Civil Society,1,3,1000609,1.0,0,Agricultural land resources,A031707001,Closed,296506.12,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,296506.12,0,1,Cambodia,Canadian Profit Making,KH,Cambodia,0,4108,0.949999987,1,S4107,OAD Asia Programming,697.515,31166,0,Civil Society,1,3,1000609,1.0,0,Agricultural extension,A031707001,Closed,296506.12,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,296506.12,0,1,Cambodia,Canadian Profit Making,KH,Cambodia,0,4108,0.949999987,1,S4107,OAD Asia Programming,697.515,31194,0,Civil Society,1,3,1000609,1.0,0,Agricultural co-operatives,A031707001,Closed,296506.12,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,296506.12,0,1,Cambodia,Canadian Profit Making,KH,Cambodia,0,4108,0.949999987,1,S4107,OAD Asia Programming,697.515,32161,0,Civil Society,1,3,1000609,1.0,0,Agro-industries,A031707001,Closed,296506.12,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,296506.12,0,1,Cambodia,Canadian Profit Making,KH,Cambodia,0,4108,0.949999987,1,S4107,OAD Asia Programming,697.515,33110,0,Civil Society,1,3,1000609,1.0,0,Trade policy and administrative management,A031707001,Closed,296506.12,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,Vietnam,Canadian Profit Making,VN,Viet Nam,0,4112,0.95,1,S4107,OAD Asia Programming,1533.0,15110,0,Civil Society,1,3,1000609,1.0,0,Public sector policy and administrative management,A031708001,Operational,621000.0,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,Vietnam,Canadian Profit Making,VN,Viet Nam,0,4112,0.95,1,S4107,OAD Asia Programming,7061.1,15110,0,Individual,1,3,Information not available,1.0,0,Public sector policy and administrative management,A031708001,Operational,621000.0,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,Vietnam,Canadian Profit Making,VN,Viet Nam,0,4112,0.95,1,S4107,OAD Asia Programming,383.25,25010,0,Civil Society,1,3,1000609,1.0,0,Business support services and institutions,A031708001,Operational,621000.0,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,Vietnam,Canadian Profit Making,VN,Viet Nam,0,4112,0.95,1,S4107,OAD Asia Programming,1765.275,25010,0,Individual,1,3,Information not available,1.0,0,Business support services and institutions,A031708001,Operational,621000.0,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,Vietnam,Canadian Profit Making,VN,Viet Nam,0,4112,0.95,1,S4107,OAD Asia Programming,574.875,31110,0,Civil Society,1,3,1000609,1.0,0,Agricultural policy and administrative management,A031708001,Operational,621000.0,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,Vietnam,Canadian Profit Making,VN,Viet Nam,0,4112,0.95,1,S4107,OAD Asia Programming,2647.9125,31110,0,Individual,1,3,Information not available,1.0,0,Agricultural policy and administrative management,A031708001,Operational,621000.0,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,Vietnam,Canadian Profit Making,VN,Viet Nam,0,4112,0.95,1,S4107,OAD Asia Programming,191.625,31191,0,Civil Society,1,3,1000609,1.0,0,Agricultural services,A031708001,Operational,621000.0,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,Vietnam,Canadian Profit Making,VN,Viet Nam,0,4112,0.95,1,S4107,OAD Asia Programming,882.6375,31191,0,Individual,1,3,Information not available,1.0,0,Agricultural services,A031708001,Operational,621000.0,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,Vietnam,Canadian Profit Making,VN,Viet Nam,0,4112,0.95,1,S4107,OAD Asia Programming,191.625,32161,0,Civil Society,1,3,1000609,1.0,0,Agro-industries,A031708001,Operational,621000.0,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,Vietnam,Canadian Profit Making,VN,Viet Nam,0,4112,0.95,1,S4107,OAD Asia Programming,882.6375,32161,0,Individual,1,3,Information not available,1.0,0,Agro-industries,A031708001,Operational,621000.0,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,Vietnam,Canadian Profit Making,VN,Viet Nam,0,4112,0.95,1,S4107,OAD Asia Programming,383.25,33110,0,Civil Society,1,3,1000609,1.0,0,Trade policy and administrative management,A031708001,Operational,621000.0,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,Vietnam,Canadian Profit Making,VN,Viet Nam,0,4112,0.95,1,S4107,OAD Asia Programming,1765.275,33110,0,Individual,1,3,Information not available,1.0,0,Trade policy and administrative management,A031708001,Operational,621000.0,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,Vietnam,Canadian Profit Making,VN,Viet Nam,0,4112,0.95,1,S4107,OAD Asia Programming,383.25,41010,0,Civil Society,1,3,1000609,1.0,0,Environmental policy and administrative management,A031708001,Operational,621000.0,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,Vietnam,Canadian Profit Making,VN,Viet Nam,0,4112,0.95,1,S4107,OAD Asia Programming,1765.275,41010,0,Individual,1,3,Information not available,1.0,0,Environmental policy and administrative management,A031708001,Operational,621000.0,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,Vietnam,Canadian Profit Making,VN,Viet Nam,0,4112,0.95,1,S4107,OAD Asia Programming,191.625,99810,0,Civil Society,1,3,1000609,1.0,0,Sectors not specified,A031708001,Operational,621000.0,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,0.0,0,0,Vietnam,Canadian Profit Making,VN,Viet Nam,0,4112,0.95,1,S4107,OAD Asia Programming,882.6375,99810,0,Individual,1,3,Information not available,1.0,0,Sectors not specified,A031708001,Operational,621000.0,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,128000.0,0,0,Vietnam,Foreign Non-Profit Making,VN,Viet Nam,0,4112,1.0,1,S4107,OAD Asia Programming,7500.0,11330,0,Multilateral,1,3,1001306,1.0,0,Vocational training,A031708002,Terminating,128000.0,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,128000.0,0,0,Vietnam,Foreign Non-Profit Making,VN,Viet Nam,0,4112,1.0,1,S4107,OAD Asia Programming,15000.0,15110,0,Multilateral,1,3,1001306,1.0,0,Public sector policy and administrative management,A031708002,Terminating,128000.0,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,128000.0,0,0,Vietnam,Foreign Non-Profit Making,VN,Viet Nam,0,4112,1.0,1,S4107,OAD Asia Programming,7500.0,43040,0,Multilateral,1,3,1001306,1.0,0,Rural development,A031708002,Terminating,128000.0,B4100,OGM Asia Pacific,D4100,OAV Vietnam,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,8748927.13,0,0,Peru,Canadian Profit Making,PE,Peru,0,4424,1.0,1,S4413,NDD Americas Programming,1500.0,23110,0,Individual,1,1,Information not available,1.0,0,Energy policy and administrative management,A031715001,Closed,8748927.13,B4400,NGM Americas,D4400,South America,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,8748927.13,0,0,Peru,Canadian Profit Making,PE,Peru,0,4424,1.0,1,S4413,NDD Americas Programming,1500.0,23181,0,Individual,1,1,Information not available,1.0,0,Energy education/training,A031715001,Closed,8748927.13,B4400,NGM Americas,D4400,South America,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,8748927.13,0,0,Peru,Canadian Profit Making,PE,Peru,0,4424,1.0,1,S4413,NDD Americas Programming,1500.0,23640,0,Individual,1,1,Information not available,1.0,0,Gas distribution,A031715001,Closed,8748927.13,B4400,NGM Americas,D4400,South America,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,8748927.13,0,0,Peru,Canadian Profit Making,PE,Peru,0,4424,1.0,1,S4413,NDD Americas Programming,4000.0,32262,0,Individual,1,1,Information not available,1.0,0,Oil and gas,A031715001,Closed,8748927.13,B4400,NGM Americas,D4400,South America,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,8748927.13,0,0,Peru,Canadian Profit Making,PE,Peru,0,4424,1.0,1,S4413,NDD Americas Programming,1500.0,41010,0,Individual,1,1,Information not available,1.0,0,Environmental policy and administrative management,A031715001,Closed,8748927.13,B4400,NGM Americas,D4400,South America,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,334838.81,0,3,Guatemala,Foreign Non-Profit Making,GT,Guatemala,0,4407,1.0,0,S4403,NDD Americas Programming,175000.0,15110,0,Multilateral,1,1,1001304,1.0,0,Public sector policy and administrative management,A031716003,Closed,334838.81,B4400,NGM Americas,D4400,Central Americas Section,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,334838.81,0,3,Guatemala,Foreign Non-Profit Making,GT,Guatemala,0,4407,1.0,0,S4403,NDD Americas Programming,175000.0,15150,0,Multilateral,1,1,1001304,1.0,0,Democratic participation and civil society,A031716003,Closed,334838.81,B4400,NGM Americas,D4400,Central Americas Section,0,0,Responsive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,2862894.73,0,0,Cuba,Canadian Non-Profit Making,CU,Cuba,0,4450,0.7999999990000001,1,S4450,NDD Americas Programming,39268.0,15110,0,Governmental,1,1,10050,1.0,0,Public sector policy and administrative management,A031717001,Terminating,2862894.73,B4400,NGM Americas,D4400,Cuba,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,2862894.73,0,0,Cuba,Canadian Non-Profit Making,CU,Cuba,0,4450,0.7999999990000001,1,S4450,NDD Americas Programming,2633.808,15110,0,Governmental,1,1,10560,1.0,0,Public sector policy and administrative management,A031717001,Terminating,2862894.73,B4400,NGM Americas,D4400,Cuba,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,2862894.73,0,0,Cuba,Canadian Profit Making,CU,Cuba,0,4450,0.7999999990000001,1,S4450,NDD Americas Programming,424.8,15110,0,Civil Society,1,1,1000948,1.0,0,Public sector policy and administrative management,A031717001,Terminating,2862894.73,B4400,NGM Americas,D4400,Cuba,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,2862894.73,0,0,Cuba,Canadian Profit Making,CU,Cuba,0,4450,0.7999999990000001,1,S4450,NDD Americas Programming,405.39599999999996,15110,0,Civil Society,1,1,1014156,1.0,0,Public sector policy and administrative management,A031717001,Terminating,2862894.73,B4400,NGM Americas,D4400,Cuba,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,2862894.73,0,0,Cuba,Canadian Profit Making,CU,Cuba,0,4450,0.7999999990000001,1,S4450,NDD Americas Programming,280.0,15110,0,Individual,1,1,Information not available,1.0,0,Public sector policy and administrative management,A031717001,Terminating,2862894.73,B4400,NGM Americas,D4400,Cuba,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,2862894.73,0,0,Cuba,Canadian Profit Making,CU,Cuba,0,4450,0.7999999990000001,1,S4450,NDD Americas Programming,2.8960000000000004,15110,0,Individual,1,1,Information not available,1.0,0,Public sector policy and administrative management,A031717001,Terminating,2862894.73,B4400,NGM Americas,D4400,Cuba,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,2862894.73,0,0,Cuba,Canadian Profit Making,CU,Cuba,0,4450,0.7999999990000001,1,S4450,NDD Americas Programming,4340.16,15110,0,Individual,1,1,Information not available,1.0,0,Public sector policy and administrative management,A031717001,Terminating,2862894.73,B4400,NGM Americas,D4400,Cuba,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,2862894.73,0,0,Cuba,Uncoded,CU,Cuba,0,4450,0.7999999990000001,1,S4450,NDD Americas Programming,15493.0,15110,0,Unknown,1,1,Information not available,1.0,0,Public sector policy and administrative management,A031717001,Terminating,2862894.73,B4400,NGM Americas,D4400,Cuba,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,2862894.73,0,0,Cuba,Canadian Non-Profit Making,CU,Cuba,0,4450,0.7999999990000001,1,S4450,NDD Americas Programming,39268.0,15111,0,Governmental,1,1,10050,1.0,0,Public finance management,A031717001,Terminating,2862894.73,B4400,NGM Americas,D4400,Cuba,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,2862894.73,0,0,Cuba,Canadian Non-Profit Making,CU,Cuba,0,4450,0.7999999990000001,1,S4450,NDD Americas Programming,2633.808,15111,0,Governmental,1,1,10560,1.0,0,Public finance management,A031717001,Terminating,2862894.73,B4400,NGM Americas,D4400,Cuba,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,2862894.73,0,0,Cuba,Canadian Profit Making,CU,Cuba,0,4450,0.7999999990000001,1,S4450,NDD Americas Programming,424.8,15111,0,Civil Society,1,1,1000948,1.0,0,Public finance management,A031717001,Terminating,2862894.73,B4400,NGM Americas,D4400,Cuba,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,2862894.73,0,0,Cuba,Canadian Profit Making,CU,Cuba,0,4450,0.7999999990000001,1,S4450,NDD Americas Programming,405.39599999999996,15111,0,Civil Society,1,1,1014156,1.0,0,Public finance management,A031717001,Terminating,2862894.73,B4400,NGM Americas,D4400,Cuba,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,2862894.73,0,0,Cuba,Canadian Profit Making,CU,Cuba,0,4450,0.7999999990000001,1,S4450,NDD Americas Programming,280.0,15111,0,Individual,1,1,Information not available,1.0,0,Public finance management,A031717001,Terminating,2862894.73,B4400,NGM Americas,D4400,Cuba,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,2862894.73,0,0,Cuba,Canadian Profit Making,CU,Cuba,0,4450,0.7999999990000001,1,S4450,NDD Americas Programming,2.8960000000000004,15111,0,Individual,1,1,Information not available,1.0,0,Public finance management,A031717001,Terminating,2862894.73,B4400,NGM Americas,D4400,Cuba,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
2009/2010,0.0,2862894.73,0,0,Cuba,Canadian Profit Making,CU,Cuba,0,4450,0.7999999990000001,1,S4450,NDD Americas Programming,4340.16,15111,0,Individual,1,1,Information not available,1.0,0,Public finance management,A031717001,Terminating,2862894.73,B4400,NGM Americas,D4400,Cuba,0,0,Directive,Uncoded: Pre-APP,Not PBA,0
