Fiscal year,Continent ID,Division ID,Disability issues (marker),Youth issues (marker),Branch ID,Gender equality (marker),Project Browser country ID,Organisation class,Continent name,CountryRegion percent,Division name,Status,Participatory development and good governance,CFLI (marker),Organisation type,CountryRegion name,Amount spent,Bilateral aid (international marker),Project number,ICT as a tool for development (marker),Biodiversity (marker),Indigenous issues (marker),Section ID,Regional program (marker),Maximum CIDA contribution (project-level),Branch name,Section name,Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CIDA business delivery model (old),Programming process (new),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker)
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,0.135,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,1255.5,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,0.135,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,1616.64255,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,0.135,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,2405.025,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,0.135,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,3397.81365,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,0.135,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,4696.39755,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,0.135,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Cuba,7174.46295,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,DO,Governmental,America,0.115,NDD Americas Programming,Terminating,1,0,Canadian Non-Profit Making,Dominican Rep.,3003.8207,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,DO,Civil Society,America,0.115,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Dominican Rep.,4047.33645,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,DO,Civil Society,America,0.115,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Dominican Rep.,3049.915,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,DO,Civil Society,America,0.115,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Dominican Rep.,2538.84235,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,DO,Civil Society,America,0.115,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Dominican Rep.,3490.45815,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,DO,Civil Society,America,0.115,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Dominican Rep.,3206.69795,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,DO,Civil Society,America,0.115,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Dominican Rep.,463.87665,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,DO,Individual,America,0.115,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Dominican Rep.,400.2,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,DO,Individual,America,0.115,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Dominican Rep.,412.87645,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,DO,Individual,America,0.115,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Dominican Rep.,416.1137,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,DO,Individual,America,0.115,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Dominican Rep.,448.4356,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,DO,Individual,America,0.115,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Dominican Rep.,483.8625,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,DO,Individual,America,0.115,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Dominican Rep.,523.25,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,DO,Individual,America,0.115,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Dominican Rep.,658.7085,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,DO,Individual,America,0.115,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Dominican Rep.,1069.5,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,DO,Individual,America,0.115,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Dominican Rep.,1377.13995,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,DO,Individual,America,0.115,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Dominican Rep.,2048.725,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,DO,Individual,America,0.115,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Dominican Rep.,2894.43385,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,DO,Individual,America,0.115,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Dominican Rep.,4000.63495,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,DO,Individual,America,0.115,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Dominican Rep.,6111.57955,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,HT,Governmental,America,0.75,NDD Americas Programming,Terminating,1,0,Canadian Non-Profit Making,Haiti,19590.135,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,HT,Civil Society,America,0.75,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Haiti,26395.6725,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,HT,Civil Society,America,0.75,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Haiti,19890.75,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,HT,Civil Society,America,0.75,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Haiti,16557.6675,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,HT,Civil Society,America,0.75,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Haiti,22763.8575,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,HT,Civil Society,America,0.75,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Haiti,20913.2475,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,HT,Civil Society,America,0.75,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Haiti,3025.2825,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,HT,Individual,America,0.75,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Haiti,2610.0,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,HT,Individual,America,0.75,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Haiti,2692.6725,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,HT,Individual,America,0.75,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Haiti,2713.785,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,HT,Individual,America,0.75,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Haiti,2924.58,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,HT,Individual,America,0.75,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Haiti,3155.625,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,HT,Individual,America,0.75,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Haiti,3412.5,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,HT,Individual,America,0.75,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Haiti,4295.925,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,HT,Individual,America,0.75,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Haiti,6975.0,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,HT,Individual,America,0.75,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Haiti,8981.3475,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,HT,Individual,America,0.75,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Haiti,13361.25,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,HT,Individual,America,0.75,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Haiti,18876.7425,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,HT,Individual,America,0.75,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Haiti,26091.0975,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,HT,Individual,America,0.75,NDD Americas Programming,Terminating,1,0,Canadian Profit Making,Haiti,39858.1275,1,A031785002,0,0,0,S4449,0,3757126.03,NGM Americas,Ha�ti & Dominican Republic Section,4452,Haiti,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,CU,Governmental,America,1.0,NDD Americas Programming,Operational,1,0,Canadian Non-Profit Making,Cuba,10634.24,1,A031785003,0,0,0,S4450,0,842873.97,NGM Americas,Cuba,4450,Cuba,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,CU,Civil Society,America,1.0,NDD Americas Programming,Operational,1,0,Canadian Profit Making,Cuba,33961.84,1,A031785003,0,0,0,S4450,0,842873.97,NGM Americas,Cuba,4450,Cuba,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,1.0,NDD Americas Programming,Operational,1,0,Canadian Profit Making,Cuba,3400.0,1,A031785003,0,0,0,S4450,0,842873.97,NGM Americas,Cuba,4450,Cuba,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,0,CU,Individual,America,1.0,NDD Americas Programming,Operational,1,0,Canadian Profit Making,Cuba,15125.0,1,A031785003,0,0,0,S4450,0,842873.97,NGM Americas,Cuba,4450,Cuba,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,0,NP,Governmental,Asia,1.0,OAD Asia Programming,Closed,1,0,Canadian Non-Profit Making,Nepal,123141.34800000001,1,A031786001,0,0,0,S4130,0,4237913.18,OGM Asia Pacific,Philippines and Mongolia,4117,Nepal,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,0,NP,Governmental,Asia,1.0,OAD Asia Programming,Closed,1,0,Canadian Non-Profit Making,Nepal,33584.004,1,A031786001,0,0,0,S4130,0,4237913.18,OGM Asia Pacific,Philippines and Mongolia,4117,Nepal,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,0,NP,Governmental,Asia,1.0,OAD Asia Programming,Closed,1,0,Canadian Non-Profit Making,Nepal,22389.336,1,A031786001,0,0,0,S4130,0,4237913.18,OGM Asia Pacific,Philippines and Mongolia,4117,Nepal,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,3,D4100,0,0,B4100,0,NP,Governmental,Asia,1.0,OAD Asia Programming,Closed,1,0,Canadian Non-Profit Making,Nepal,44778.672,1,A031786001,0,0,0,S4130,0,4237913.18,OGM Asia Pacific,Philippines and Mongolia,4117,Nepal,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,1,B4400,2,X2,Civil Society,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Profit Making,Americas MC,1260.0,1,A031825001,1,0,1,S4400,1,258402.94,NGM Americas,Americas Section,4404,Inter American,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,1,B4400,2,X2,Individual,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Profit Making,Americas MC,867.329,1,A031825001,1,0,1,S4400,1,258402.94,NGM Americas,Americas Section,4404,Inter American,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,1,B4400,2,X2,Civil Society,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Profit Making,Americas MC,3780.0,1,A031825001,1,0,1,S4400,1,258402.94,NGM Americas,Americas Section,4404,Inter American,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,1,B4400,2,X2,Individual,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Profit Making,Americas MC,2601.987,1,A031825001,1,0,1,S4400,1,258402.94,NGM Americas,Americas Section,4404,Inter American,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,1,B4400,2,X2,Civil Society,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Profit Making,Americas MC,4410.0,1,A031825001,1,0,1,S4400,1,258402.94,NGM Americas,Americas Section,4404,Inter American,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,1,B4400,2,X2,Individual,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Profit Making,Americas MC,3035.6515,1,A031825001,1,0,1,S4400,1,258402.94,NGM Americas,Americas Section,4404,Inter American,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,1,B4400,2,X2,Civil Society,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Profit Making,Americas MC,630.0,1,A031825001,1,0,1,S4400,1,258402.94,NGM Americas,Americas Section,4404,Inter American,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,1,B4400,2,X2,Individual,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Profit Making,Americas MC,433.6645,1,A031825001,1,0,1,S4400,1,258402.94,NGM Americas,Americas Section,4404,Inter American,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,1,B4400,2,X2,Civil Society,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Profit Making,Americas MC,1260.0,1,A031825001,1,0,1,S4400,1,258402.94,NGM Americas,Americas Section,4404,Inter American,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,1,B4400,2,X2,Individual,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Profit Making,Americas MC,867.329,1,A031825001,1,0,1,S4400,1,258402.94,NGM Americas,Americas Section,4404,Inter American,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,1,B4400,2,X2,Civil Society,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Profit Making,Americas MC,1260.0,1,A031825001,1,0,1,S4400,1,258402.94,NGM Americas,Americas Section,4404,Inter American,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,1,B4400,2,X2,Individual,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Profit Making,Americas MC,867.329,1,A031825001,1,0,1,S4400,1,258402.94,NGM Americas,Americas Section,4404,Inter American,0.0,1.0,0.0,Directive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,1,B4400,0,CL,Civil Society,America,1.0,NDD Americas Programming,Closed,0,0,Canadian Non-Profit Making,Chile,2273.0,1,A031825034,0,0,1,S4400,1,25273.0,NGM Americas,Americas Section,4404,Inter American,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,2,GT,Civil Society,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,Guatemala,300.0,1,A031825043,0,1,1,S4400,1,15000.0,NGM Americas,Americas Section,4404,Inter American,0.0,0.7,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,GT,Civil Society,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,Guatemala,750.0,1,A031825043,0,1,1,S4400,1,15000.0,NGM Americas,Americas Section,4404,Inter American,0.0,0.7,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,GT,Civil Society,America,1.0,NDD Americas Programming,Closed,1,0,Canadian Non-Profit Making,Guatemala,450.0,1,A031825043,0,1,1,S4400,1,15000.0,NGM Americas,Americas Section,4404,Inter American,0.0,0.7,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,GY,Civil Society,America,1.0,NDD Americas Programming,Closed,0,0,Canadian Non-Profit Making,Guyana,210.0,1,A031825046,1,0,1,S4400,1,14200.0,NGM Americas,Americas Section,4404,Inter American,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,2,GY,Civil Society,America,1.0,NDD Americas Programming,Closed,0,0,Canadian Non-Profit Making,Guyana,490.0,1,A031825046,1,0,1,S4400,1,14200.0,NGM Americas,Americas Section,4404,Inter American,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,2,BO,Civil Society,America,1.0,NDD Americas Programming,Closed,0,0,Canadian Non-Profit Making,Bolivia,750.0,1,A031825054,0,0,1,S4400,1,14080.92,NGM Americas,Americas Section,4404,Inter American,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,0,B4400,2,BO,Civil Society,America,1.0,NDD Americas Programming,Closed,0,0,Canadian Non-Profit Making,Bolivia,750.0,1,A031825054,0,0,1,S4400,1,14080.92,NGM Americas,Americas Section,4404,Inter American,0.0,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,1,0
2009/2010,1,D4400,0,1,B4400,2,GT,Civil Society,America,1.0,NDD Americas Programming,Closed,0,0,Canadian Non-Profit Making,Guatemala,1500.201,1,A031825059,0,0,1,S4400,1,100000.0,NGM Americas,Americas Section,4404,Inter American,0.0,0.7,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,1,B4400,2,GT,Civil Society,America,1.0,NDD Americas Programming,Closed,0,0,Canadian Non-Profit Making,Guatemala,2000.2679999999998,1,A031825059,0,0,1,S4400,1,100000.0,NGM Americas,Americas Section,4404,Inter American,0.0,0.7,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,1,B4400,2,GT,Civil Society,America,1.0,NDD Americas Programming,Closed,0,0,Canadian Non-Profit Making,Guatemala,1500.201,1,A031825059,0,0,1,S4400,1,100000.0,NGM Americas,Americas Section,4404,Inter American,0.0,0.7,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,1,D4400,0,0,B4400,3,X2,Civil Society,America,1.0,NDD Americas Programming,Closed,0,0,Canadian Non-Profit Making,Americas MC,24000.0,1,A031825060,0,0,1,S4400,1,75613.98,NGM Americas,Americas Section,4404,Inter American,75613.98,1.0,0.0,Responsive,Uncoded: Pre-APP,Not PBA,0,0
