relationship_type,src_assay_id,assay_strain,assay_tax_id,assay_organism,doc_id,tid,curated_by,description,variant_id,assay_cell_type,assay_test_type,assay_category,assay_tissue,bao_format,confidence_score,assay_subcellular_fraction,src_id,assay_id,cell_id,chembl_id,assay_type,tissue_id
H,,,,,17386,11923,Autocuration,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine receptor desensitization,,,,,Ileum,BAO_0000221,8,,1,3764,,CHEMBL620764,F,2116.0
D,,,10116.0,Rattus norvegicus,5831,11923,Expert,Inhibition of [3H]-5-CT binding to 5-hydroxytryptamine 7 receptor of rat cortical membranes,,,,,,BAO_0000249,9,Membranes,1,3765,,CHEMBL857990,B,
H,,,,,4342,11923,Autocuration,Binding affinity of compound towards serotonin 5-hydroxytryptamine 7 receptor was determined,,,,,,BAO_0000357,8,,1,3766,,CHEMBL620765,B,
H,,,,,17319,11923,Expert,Binding affinity at rat 5-hydroxytryptamine 7 receptor.,,,,,,BAO_0000357,8,,1,3767,,CHEMBL620766,B,
H,,,,,17342,11923,Expert,Binding affinity towards 5-hydroxytryptamine receptor 7 on rat hypothalamus membranes using [3H]5-CT as radioligand.,,,,,Hypothalamus,BAO_0000019,8,,1,3768,,CHEMBL620767,B,1898.0
H,,,,,17342,11923,Autocuration,Binding affinity towards cloned rat 5-hydroxytryptamine 7 receptor was determined using [3H]5-HT as radioligand,,,,,,BAO_0000357,8,,1,3769,,CHEMBL620768,B,
H,,,,,3680,11923,Expert,Binding affinity against 5-hydroxytryptamine 7 receptor using [3H]-5-CT in rat hypothalamus membranes,,,,,Hypothalamus,BAO_0000249,8,,1,3770,,CHEMBL619051,B,1898.0
H,,,,,3680,11923,Expert,Binding affinity towards 5-hydroxytryptamine 7 receptor,,,,,,BAO_0000357,8,,1,3771,,CHEMBL619052,B,
D,,,10116.0,Rattus norvegicus,17319,11923,Expert,Agonistic activity against rat 5-HT7 adenyl cyclase expressed by HEK293 cells,,HEK293,,,,BAO_0000219,9,,1,3772,722.0,CHEMBL619053,F,
D,,,10116.0,Rattus norvegicus,17319,11923,Expert,Agonistic activity against rat 5-HT7 adenyl cyclase expressed in HEK293 cells; Active,,HEK293,,,,BAO_0000219,9,,1,3773,722.0,CHEMBL619703,F,
D,,,10116.0,Rattus norvegicus,17319,11923,Autocuration,Agonistic activity against rat 5-HT7-adenyl cyclase expressed by HEK293 cells; Active,,HEK293,,,,BAO_0000219,9,,1,3774,722.0,CHEMBL619704,F,
H,,,,,4820,10209,Expert,Binding affinity towards 5-hydroxytryptamine 7 receptor,,,,,,BAO_0000357,8,,1,3775,,CHEMBL619851,B,
H,,,,,4639,10209,Autocuration,Percentage of displacement at 5-hydroxytryptamine 7 receptor at 10e-8 M,,,,,,BAO_0000357,8,,1,3776,,CHEMBL619852,B,
H,,,,,6011,10209,Autocuration,Inhibition of binding towards 5-hydroxytryptamine 7 receptor at 100 nM concentration,,,,,,BAO_0000357,8,,1,3777,,CHEMBL619853,B,
D,,,9606.0,Homo sapiens,17066,10209,Expert,Binding affinity towards human 5-hydroxytryptamine 7 receptor,,,,,,BAO_0000357,9,,1,3778,,CHEMBL619854,B,
H,,,,,17066,10209,Expert,Binding affinity of compound towards rodent 5-hydroxytryptamine 7 receptor,,,,,,BAO_0000357,8,,1,3779,,CHEMBL619855,B,
H,,,,,17515,10209,Autocuration,Binding affinity of compound towards serotonin 5-hydroxytryptamine 7 receptor; inactive at 10 uM,,,,,,BAO_0000357,8,,1,3780,,CHEMBL619856,B,
H,,,,,4373,10209,Autocuration,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 7 receptor was determined,,,,,,BAO_0000357,8,,1,3781,,CHEMBL619857,B,
H,,,,,17066,10209,Expert,Antagonistic activity towards 5-hydroxytryptamine 7 receptor was evaluated by cAMP assay,,,,,,BAO_0000019,8,,1,3782,,CHEMBL619858,F,
H,,,,,4373,10209,Autocuration,Binding affinity for 5-hydroxytryptamine 7 receptor was determined,,,,,,BAO_0000357,8,,1,3783,,CHEMBL619859,B,
H,,,,,4373,10209,Autocuration,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 7 receptor was determined,,,,,,BAO_0000357,8,,1,3784,,CHEMBL619860,B,
H,,,,,4687,10209,Autocuration,Evaluated for the binding affinity to 5-hydroxytryptamine 7 receptor,,,,,,BAO_0000357,8,,1,3785,,CHEMBL619861,B,
H,,,,,17342,10209,Expert,Non-selective inhibitory activity was determined against 5-hydroxytryptamine 7 receptor,,,,,,BAO_0000357,8,,1,3786,,CHEMBL619862,B,
H,,,,,16946,10209,Autocuration,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 7 receptor at concentration of 10e-6 M,,,,,,BAO_0000357,8,,1,3787,,CHEMBL619863,B,
H,,,,,16946,10209,Autocuration,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 7 receptor at concentration of 10e-8 M,,,,,,BAO_0000357,8,,1,3788,,CHEMBL619864,B,
H,,,,,16633,10209,Autocuration,Binding affinities against 5-hydroxytryptamine 7 receptor,,,,,,BAO_0000357,8,,1,3789,,CHEMBL872928,B,
H,,,,,16633,10209,Autocuration,Binding affinities towards 5-hydroxytryptamine 7 receptor,,,,,,BAO_0000357,8,,1,3790,,CHEMBL619865,B,
H,,,,,17066,10209,Expert,Binding affinity towards rodent 5-hydroxytryptamine 7 receptor,,,,,,BAO_0000357,8,,1,3791,,CHEMBL619866,B,
H,,,,,16700,10209,Autocuration,The binding affinity towards 5-hydroxytryptamine 7 receptor; No affinity,,,,,,BAO_0000357,8,,1,3792,,CHEMBL619867,B,
H,,,,,17386,10209,Autocuration,Maximal relaxation effect induced by 3 uM compound on substance P stimulated guinea pig ileum with 5-hydroxytryptamine 7 receptor desensitization,,,,,Ileum,BAO_0000221,8,,1,3793,,CHEMBL619868,B,2116.0
H,,,,,14080,55,Autocuration,Compound was evaluated for the potency to inhibit oxidation of arachidonic acid by human recombinant 5-Lipoxygenase using a spectrophotometric assay,,,,,,BAO_0000019,8,,1,3794,,CHEMBL619869,F,
D,,,9606.0,Homo sapiens,14080,55,Expert,Inhibition of oxidation of arachidonic acid by human 5-Lipoxygenase using spectrophotometric assay,,,,,,BAO_0000019,9,,1,3795,,CHEMBL619870,F,
H,,,,,409,55,Autocuration,In vitro inhibition of human recombinant 5-lipoxygenase enzyme,,,,,,BAO_0000357,8,,1,3796,,CHEMBL619871,B,
H,,,,,409,55,Autocuration,In vitro inhibition of human recombinant lipoxygenase enzyme,,,,,,BAO_0000357,8,,1,3797,,CHEMBL619872,B,
H,,,,,409,55,Autocuration,In vitro inhibition of human recombinant lipoxygenase enzyme; No inhibition,,,,,,BAO_0000357,8,,1,3798,,CHEMBL619873,B,
H,,,,,11090,55,Expert,Inhibition of 5-lipoxygenase in human whole blood.,,,,,Blood,BAO_0000357,8,,1,3799,,CHEMBL619874,B,178.0
H,,,,,11090,55,Expert,Inhibition of 5-lipoxygenase in human whole blood.,,,,,Blood,BAO_0000357,8,,1,3800,,CHEMBL619875,B,178.0
H,,,,,948,55,Autocuration,Compound was tested for the inhibition of 5-lipoxygenase of human PMN stimulated by calcium ionophore A-23187 for the formation of 5-HETE,,,,,,BAO_0000357,8,,1,3801,,CHEMBL619876,B,
H,,,,,948,55,Autocuration,Compound was tested for the inhibition of 5-lipoxygenase of human PMN stimulated by calcium ionophore A-23187 for the formation of leukotriene B4 (LTB4),,,,,,BAO_0000357,8,,1,3802,,CHEMBL619877,B,
H,,,,,13622,55,Expert,In vitro 5-lipoxygenase inhibitory activity against calcium ionophore (A23187) induced LTB4 formation in human polymorphonuclear leukocytes.,,,,,,BAO_0000219,8,,1,3803,,CHEMBL619878,F,
H,,,,,13622,55,Autocuration,In vitro 5-lipoxygenase inhibitory activity against calcium ionophore (A23187) induced LTB4 formation in human whole blood,,,,,Blood,BAO_0000019,8,,1,3804,,CHEMBL619879,F,178.0
H,,,,,9637,55,Autocuration,In vitro inhibition of 5-lipoxygenase from human polymorphs,,,,,,BAO_0000357,8,,1,3805,,CHEMBL619880,B,
H,,,,,11320,55,Autocuration,In vitro inhibition of leukotriene B4 synthesis in human whole blood by inhibiting 5-LPO (5-lipoxygenase),,,,,,BAO_0000357,8,,1,3806,,CHEMBL619881,B,
H,,,,,11320,55,Expert,In vitro inhibition of leukotriene B4 synthesis in human whole blood by inhibiting 5-lipoxygenase,,,,,,BAO_0000357,8,,1,3807,,CHEMBL619882,B,
H,,,,,6838,55,Autocuration,In vitro inhibitory activity against 5-lipoxygenase in a human whole blood assay,,,,,,BAO_0000357,8,,1,3808,,CHEMBL619883,B,
D,,,9606.0,Homo sapiens,17667,55,Expert,Inhibition of 5-Lipoxygenase (5-LO) of human whole blood (HWB),,,,,Blood,BAO_0000357,9,,1,3809,,CHEMBL619884,B,178.0
H,,,,,12703,55,Autocuration,In vitro potency against human 5-Lipoxygenase,,,,,,BAO_0000357,8,,1,3810,,CHEMBL619885,B,
D,,,9606.0,Homo sapiens,14312,55,Expert,Inhibitory activity against 5-lipoxygenase in Human whole blood (HWBL) stimulated with calcium ionophore (A23187) and LTB4 measured by enzyme immunoassay,,,,,,BAO_0000019,9,,1,3811,,CHEMBL619886,F,
H,,,,,14312,55,Autocuration,Inhibition activity against 5-lipoxygenase in Human whole blood (HWBL) stimulated with calcium ionophore (A23187) and LTB4 measured by enzyme immunoassay; No data,,,,,Blood,BAO_0000019,8,,1,3812,,CHEMBL619887,F,178.0
H,,,,,5364,55,Autocuration,Inhibition of 5-lipoxygenase activity of compound evaluated as determined by the inhibition of calcium ionophore-induced leukotriene B4 production in human blood.,,,,,,BAO_0000019,8,,1,3813,,CHEMBL875097,F,
H,,,,,951,55,Autocuration,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of 5-HETE,,,,,,BAO_0000219,8,,1,3814,,CHEMBL618001,B,
H,,,,,951,55,Autocuration,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of 5-HETE; NA means Not active,,,,,,BAO_0000219,8,,1,3815,,CHEMBL618002,B,
H,,,,,951,55,Autocuration,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of LTB4,,,,,,BAO_0000219,8,,1,3816,,CHEMBL618003,B,
H,,,,,951,55,Autocuration,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of LTB4; NA means Not active,,,,,,BAO_0000219,8,,1,3817,,CHEMBL618004,B,
H,,,,,12365,55,Autocuration,Inhibition of human 5-lipoxygenase in human cells,,,,,,BAO_0000219,8,,1,3818,,CHEMBL618005,B,
H,,,,,10603,55,Expert,Inhibition of human neutrophil 5-lipoxygenase,,,,,,BAO_0000357,8,,1,3819,,CHEMBL618006,B,
H,,,,,10501,55,Autocuration,Inhibitory activity against 5-lipoxygenase expressed from human polymorphonuclear cells,,,,,,BAO_0000019,8,,1,3820,,CHEMBL875086,B,
H,,,,,12281,55,Expert,Inhibition of 5-lipoxygenase from human whole blood,,,,,Blood,BAO_0000357,8,,1,3821,,CHEMBL618007,B,178.0
H,,,,,2567,55,Autocuration,Inhibitory concentration required against 5-lipoxygenase activity in cytosolic fractions of human neutrophils,,,,,,BAO_0000357,8,,1,3822,,CHEMBL618008,B,
H,,,,,2567,55,Autocuration,Inhibitory concentration required against 5-lipoxygenase activity in intact cells of human neutrophils,,,,,,BAO_0000219,8,,1,3823,,CHEMBL618009,B,
H,,,,,10193,55,Expert,In vitro inhibition of polymorphonuclear leukocyte derived human 5-lipoxygenase,,,,,,BAO_0000357,8,,1,3824,,CHEMBL618010,B,
H,,,,,10193,55,Autocuration,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell at 10 uM,,,,,,BAO_0000357,8,,1,3825,,CHEMBL618011,B,
H,,,,,13623,55,Expert,Potency to inhibit oxidation of arachidonic acid by recombinant human 5-lipoxygenase,,,,,,BAO_0000357,8,,1,3826,,CHEMBL618012,B,
H,,,,,12780,55,Autocuration,Tested against 5-lipoxygenase,,,,,,BAO_0000357,8,,1,3827,,CHEMBL882927,B,
H,,,,,12780,55,Autocuration,Tested for activity against 5-Lipoxygenase (5-LO),,,,,,BAO_0000357,8,,1,3828,,CHEMBL618013,B,
H,,,,,12780,55,Autocuration,Tested for activity against 5-lipoxygenase,,,,,,BAO_0000357,8,,1,3829,,CHEMBL618014,B,
H,,,,,11966,55,Autocuration,Tested for inhibition of 5-HPETE production by human 5-LO,,,,,,BAO_0000357,8,,1,3830,,CHEMBL618015,B,
H,,,,,5364,55,Autocuration,The 5-lipoxygenase activity by the inhibition of calcium ionophore-induced leukotriene B4 production in human blood.,,,,,,BAO_0000019,8,,1,3831,,CHEMBL618016,F,
H,,,,,13165,55,Expert,Inhibition of Human 5-lipoxygenase,,,,,,BAO_0000357,8,,1,3832,,CHEMBL618017,B,
H,,,,,5364,55,Autocuration,The compound was evaluated for its inhibitory activity against 5-lipoxygenase using granulocytes-type cells,,,,,,BAO_0000019,8,,1,3833,,CHEMBL618018,B,
H,,,,,11311,55,Autocuration,The compound was tested for inhibitory activity against 5-lipoxygenase in human polymorphonuclear leukocytes[PMNS],,,,,,BAO_0000219,8,,1,3834,,CHEMBL875087,B,
H,,,,,11311,55,Autocuration,The compound was tested for inhibitory activity against LT synthesis in human polymorphonuclear leukocytes[PMNS],,,,,,BAO_0000219,8,,1,3835,,CHEMBL618019,B,
H,,,,,14863,55,Autocuration,The compound was tested for the concentration (in uM) to inhibit 50% of 5-Lipoxygenase (5-LOX) and is expressed in IC50.,,,,,,BAO_0000019,8,,1,3836,,CHEMBL618020,B,
H,,,,,14863,55,Autocuration,The compound was tested for the concentration (in uM) to inhibit 50% of 5-Lipoxygenase (5-LOX) and is expressed in IC50; Not tested,,,,,,BAO_0000019,8,,1,3837,,CHEMBL618021,B,
H,,,,,11087,55,Autocuration,The compound was tested for the inhibition of 5-lipoxygenase (5-lo) in human whole blood (HWBL),,,,,Blood,BAO_0000357,8,,1,3838,,CHEMBL618022,B,178.0
H,,,,,455,55,Autocuration,The compound was tested in vitro for inhibition against 5-lipoxygenase in intact human neutrophils,,,,,,BAO_0000357,8,,1,3839,,CHEMBL618023,B,
H,,,,,13183,55,Autocuration,5-lipoxygenase Inhibitory activity was measured by enzyme immunoassay using human whole blood stimulated with calcium ionophore (A23187) and LTB4 (leukotriene B4),,,,,,BAO_0000357,8,,1,3840,,CHEMBL618024,B,
H,,,,,10319,55,Expert,In vitro inhibitory activity against 5-lipoxygenase in human polymorphonuclear (PMN) cells,,,,,,BAO_0000019,8,,1,3841,,CHEMBL873950,B,
H,,,,,10193,55,Autocuration,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell at 10 uM,,,,,,BAO_0000357,8,,1,3842,,CHEMBL618025,B,
H,,,,,951,55,Autocuration,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of 5-HETE at 10 uM,,,,,,BAO_0000219,8,,1,3843,,CHEMBL618026,B,
H,,,,,951,55,Autocuration,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of 5-HETE at 10 uM; NA means Inactive,,,,,,BAO_0000219,8,,1,3844,,CHEMBL618027,B,
H,,,,,951,55,Autocuration,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of LTB4 at 10 uM,,,,,,BAO_0000219,8,,1,3845,,CHEMBL618028,B,
H,,,,,951,55,Autocuration,Inhibition of 5-lipoxygenase was evaluated in human polymorphonuclear leukocytes stimulated by calcium ionophore A-23187 for formation of LTB4 at 10 uM; NA means Inactive,,,,,,BAO_0000219,8,,1,3846,,CHEMBL618029,B,
H,,,,,9859,55,Expert,Inhibitory activity against 5-lipoxygenase at 10 uM concentration,,,,,,BAO_0000357,8,,1,3847,,CHEMBL618030,B,
H,,,,,9859,55,Expert,Inhibitory activity against 5-lipoxygenase at 1 uM concentration,,,,,,BAO_0000357,8,,1,3848,,CHEMBL618031,B,
H,,,,,9859,55,Autocuration,Inhibitory activity against lipoxygenase (LO) at 10 uM concentration,,,,,,BAO_0000357,8,,1,3849,,CHEMBL618032,B,
H,,,,,2567,55,Autocuration,Inhibitory concentration required against 5-lipoxygenase activity in cytosolic fractions of human neutrophils,,,,,,BAO_0000357,8,,1,3850,,CHEMBL618033,B,
H,,,,,10193,55,Autocuration,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell at 1 uM,,,,,,BAO_0000357,8,,1,3851,,CHEMBL618034,B,
H,,,,,10193,55,Autocuration,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell at 10 uM,,,,,,BAO_0000357,8,,1,3852,,CHEMBL875088,B,
H,,,,,949,55,Autocuration,Tested for the inhibition of 5-lipoxygenase from human polymorphonuclear leukocytes(PMN) at 10 uM concentration of the compound; IA= Inactive,,,,,,BAO_0000019,8,,1,3853,,CHEMBL618035,B,
H,,,,,949,55,Autocuration,Tested for the inhibition of 5-lipoxygenase from human polymorphonuclear leukocytes(PMN) at 10 uM concentration of the compound; value ranges from 70-90,,,,,,BAO_0000019,8,,1,3854,,CHEMBL618036,B,
H,,,,,10603,55,Expert,Inhibition of human neutrophil 5-lipoxygenase at the concentration of 0.1 uM,,,,,,BAO_0000357,8,,1,3855,,CHEMBL618037,B,
H,,,,,10603,55,Expert,Inhibition of human neutrophil 5-lipoxygenase at the concentration of 1 uM,,,,,,BAO_0000357,8,,1,3856,,CHEMBL618038,B,
H,,,,,10603,55,Autocuration,Inhibition of human neutrophil 5-lipoxygenase at the concentration of 1 uM,,,,,,BAO_0000019,8,,1,3857,,CHEMBL618761,F,
H,,,,,10603,55,Expert,Inhibition of lipoxygenase at the concentration of 0.1 uM,,,,,,BAO_0000357,8,,1,3858,,CHEMBL618762,B,
H,,,,,10603,55,Expert,Inhibition of lipoxygenase at the concentration of 1 uM,,,,,,BAO_0000357,8,,1,3859,,CHEMBL618763,B,
H,,,,,10193,55,Autocuration,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in human cell,,,,,,BAO_0000357,8,,1,3860,,CHEMBL618764,B,
D,,,9606.0,Homo sapiens,14580,55,Expert,Inhibition of 5-Lipoxygenase (5-LOX),,,,,,BAO_0000357,9,,1,3861,,CHEMBL618765,B,
H,,,,,11090,17087,Expert,Inhibition of 5-lipoxygenase in mouse macrophages.,,,,,,BAO_0000357,8,,1,3862,,CHEMBL618766,B,
H,,,,,11090,17087,Expert,Inhibition of 5-lipoxygenase in mouse macrophages.,,,,,,BAO_0000357,8,,1,3863,,CHEMBL618767,B,
H,,,,,6339,17087,Autocuration,Inhibitory activity against lipoxygenase-2 in mice,,,,,,BAO_0000357,8,,1,3864,,CHEMBL619380,B,
H,,,,,6339,17087,Expert,Inhibitory activity against murine lipoxygenase-2.,,,,,,BAO_0000357,8,,1,3865,,CHEMBL619381,B,
D,,,10090.0,Mus musculus,12281,17087,Expert,Inhibition of 5-lipoxygenase from mouse macrophage,,,,,,BAO_0000357,9,,1,3866,,CHEMBL619382,B,
H,,,,,11311,17087,Autocuration,The compound was tested for inhibitory activity against 5-lipoxygenase in mouse macrophages,,,,,,BAO_0000357,8,,1,3867,,CHEMBL619383,B,
H,,,9823.0,Sus scrofa,11089,55,Autocuration,The compound was tested for the inhibition of Arachidonate 5-lipoxygenase purified from porcine leukocytes.,,,,,,BAO_0000019,8,,1,3868,,CHEMBL619384,B,
H,,,9823.0,Sus scrofa,10091,55,Autocuration,Inhibition of 5-lipoxygenase reaction catalyzed by purified enzyme from porcine leukocytes,,,,,,BAO_0000019,8,,1,3869,,CHEMBL619385,B,
H,,,9986.0,Oryctolagus cuniculus,14352,55,Autocuration,Inhibitory concentration against 5-lipoxygenase from isolated rabbit granulocytes,,,,,,BAO_0000019,8,,1,3870,,CHEMBL882928,B,
D,,,10116.0,Rattus norvegicus,13329,12166,Expert,5-lipoxygenase Inhibitory activity against rat polymorphonuclear leucocytes using 5-HETE,,,,,,BAO_0000019,9,,1,3871,,CHEMBL619386,B,
H,,,,,13329,12166,Autocuration,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using 5-HETE. ",,,,,,BAO_0000019,8,,1,3872,,CHEMBL619387,B,
H,,,,,13329,12166,Autocuration,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using 5-HETE.",,,,,,BAO_0000019,8,,1,3873,,CHEMBL619388,B,
H,,,,,13329,12166,Autocuration,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using LTB4.",,,,,,BAO_0000019,8,,1,3874,,CHEMBL619389,B,
H,,,,,13329,12166,Expert,Inhibition of 5-lipoxygenase pathway in rat polymorphonuclear assay (inhibition of 5-HETE formation),,,,,,BAO_0000019,8,,1,3875,,CHEMBL619390,B,
H,,,,,13329,12166,Expert,"Inhibition of 5-lipoxygenase pathway in rat polymorphonuclear assay, by ability to inhibit formation of LTB4 AT 10 uM",,,,,,BAO_0000019,8,,1,3876,,CHEMBL619391,B,
H,,,,,13329,12166,Autocuration,Inhibition of 5-lipoxygenase pathway was evaluated in rat polymorphonuclear assay by compound (50 uM) ability to inhibit formation of 5-HETE,,,,,,BAO_0000019,8,,1,3877,,CHEMBL619392,B,
H,,,,,11311,12166,Autocuration,The effective dose for inhibition of 5-lipoxygenase in rat blood leukocyte (ex vivo),,,,,,BAO_0000019,8,,1,3878,,CHEMBL619393,B,
H,,,,,11311,12166,Autocuration,The effective dose for inhibition of 5-lipoxygenase in rat passive Arthus model after oral administration,,,,,,BAO_0000019,8,,1,3879,,CHEMBL619394,B,
H,,,,,105,12166,Autocuration,"In vitro inhibition of 5-lipoxygenase HETE (5-hydroperoxyeicosatetraenoic acid) in RBL-1 macrophage, a cell-free enzyme assay",,RBL-1,,,,BAO_0000219,8,,1,3880,702.0,CHEMBL619395,B,
H,,,,,105,12166,Autocuration,"In vitro inhibition of 5-lipoxygenase HETE (5-hydroperoxyeicosatetraenoic acid) in RBL-1 macrophage, a cell-free enzyme assay",,RBL-1,,,,BAO_0000219,8,,1,3881,702.0,CHEMBL619396,B,
