durata_noleggio,costo_sostituzione,voto,durata,data_rilascio,tariffa_noleggio,lingua_originale_id,titolo,film_id,lingua,descrizione
6,9.99,PG-13,152,2006,2.99,,TELEMARK HEARTBREAKERS,880,English,A Action-Packed Panorama of a Technical Writer And a Man who must Build a Forensic Psychologist in A Manhattan Penthouse
3,24.99,R,152,2006,2.99,,TUXEDO MILE,917,English,A Boring Drama of a Man And a Forensic Psychologist who must Face a Frisbee in Ancient India
6,26.99,PG-13,60,2006,2.99,,SHAKESPEARE SADDLE,782,English,A Fast-Paced Panorama of a Lumberjack And a Database Administrator who must Defeat a Madman in A MySQL Convention
6,19.99,G,149,2006,2.99,,COLOR PHILADELPHIA,166,English,A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert
3,17.99,PG,135,2006,2.99,,MONEY HAROLD,590,English,A Touching Tale of a Explorer And a Boat who must Defeat a Robot in Australia
5,15.99,PG-13,153,2006,2.99,,APOLLO TEEN,33,English,A Action-Packed Reflection of a Crocodile And a Explorer who must Find a Sumo Wrestler in An Abandoned Mine Shaft
3,17.99,NC-17,52,2006,0.99,,CADDYSHACK JEDI,111,English,A Awe-Inspiring Epistle of a Woman And a Madman who must Fight a Robot in Soviet Georgia
6,26.99,PG-13,151,2006,0.99,,BEETHOVEN EXORCIST,64,English,A Epic Display of a Pioneer And a Student who must Challenge a Butler in The Gulf of Mexico
7,25.99,PG-13,65,2006,4.99,,CONFESSIONS MAGUIRE,173,English,A Insightful Story of a Car And a Boy who must Battle a Technical Writer in A Baloon
3,28.99,PG-13,178,2006,0.99,,FURY MURDER,344,English,A Lacklusture Reflection of a Boat And a Forensic Psychologist who must Fight a Waitress in A Monastery
5,10.99,G,99,2006,0.99,,ARMAGEDDON LOST,39,English,A Fast-Paced Tale of a Boat And a Teacher who must Succumb a Composer in An Abandoned Mine Shaft
4,20.99,R,60,2006,4.99,,BUBBLE GROSSE,102,English,A Awe-Inspiring Panorama of a Crocodile And a Moose who must Confront a Girl in A Baloon
4,19.99,G,93,2006,4.99,,PANKY SUBMARINE,654,English,A Touching Documentary of a Dentist And a Sumo Wrestler who must Overcome a Boy in The Gulf of Mexico
6,10.99,NC-17,85,2006,0.99,,ENDING CROWDS,283,English,A Unbelieveable Display of a Dentist And a Madman who must Vanquish a Squirrel in Berlin
6,22.99,R,137,2006,2.99,,WILLOW TRACY,975,English,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse
4,18.99,PG-13,90,2006,2.99,,BASIC EASY,57,English,A Stunning Epistle of a Man And a Husband who must Reach a Mad Scientist in A Jet Boat
6,29.99,NC-17,62,2006,0.99,,ARABIA DOGMA,34,English,A Touching Epistle of a Madman And a Mad Cow who must Defeat a Student in Nigeria
4,25.99,NC-17,87,2006,0.99,,SLEUTH ORIENT,807,English,A Fateful Character Study of a Husband And a Dog who must Find a Feminist in Ancient India
4,19.99,R,100,2006,2.99,,DIVINE RESURRECTION,236,English,A Boring Character Study of a Man And a Womanizer who must Succumb a Teacher in An Abandoned Amusement Park
4,13.99,R,115,2006,2.99,,PRIX UNDEFEATED,700,English,A Stunning Saga of a Mad Scientist And a Boat who must Overcome a Dentist in Ancient China
4,25.99,G,105,2006,0.99,,MOB DUFFEL,585,English,A Unbelieveable Documentary of a Frisbee And a Boat who must Meet a Boy in The Canadian Rockies
4,21.99,PG-13,98,2006,2.99,,LOST BIRD,533,English,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse
6,23.99,G,87,2006,0.99,,CHEAPER CLYDE,140,English,A Emotional Character Study of a Pioneer And a Girl who must Discover a Dog in Ancient Japan
4,10.99,R,70,2006,2.99,,CANDIDATE PERDITION,116,English,A Brilliant Epistle of a Composer And a Database Administrator who must Vanquish a Mad Scientist in The First Manned Space Station
4,21.99,PG,116,2006,2.99,,INSTINCT AIRPORT,463,English,A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse
3,9.99,PG,118,2006,4.99,,PATHS CONTROL,662,English,A Astounding Documentary of a Butler And a Cat who must Find a Frisbee in Ancient China
6,17.99,NC-17,64,2006,0.99,,CRAFT OUTFIELD,186,English,A Lacklusture Display of a Explorer And a Hunter who must Succumb a Database Administrator in A Baloon Factory
6,12.99,R,149,2006,0.99,,HOLOCAUST HIGHBALL,424,English,A Awe-Inspiring Yarn of a Composer And a Man who must Find a Robot in Soviet Georgia
7,19.99,PG-13,124,2006,4.99,,SPEED SUIT,826,English,A Brilliant Display of a Frisbee And a Mad Scientist who must Succumb a Robot in Ancient China
5,11.99,PG-13,178,2006,4.99,,NAME DETECTIVE,614,English,A Touching Saga of a Sumo Wrestler And a Cat who must Pursue a Mad Scientist in Nigeria
4,20.99,PG-13,79,2006,0.99,,MOULIN WAKE,601,English,A Astounding Story of a Forensic Psychologist And a Cat who must Battle a Teacher in An Abandoned Mine Shaft
6,24.99,G,107,2006,2.99,,CHITTY LOCK,146,English,A Boring Epistle of a Boat And a Database Administrator who must Kill a Sumo Wrestler in The First Manned Space Station
4,24.99,R,155,2006,0.99,,FAMILY SWEET,301,English,A Epic Documentary of a Teacher And a Boy who must Escape a Woman in Berlin
4,26.99,R,108,2006,2.99,,GORGEOUS BINGO,370,English,A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory
5,26.99,R,75,2006,0.99,,STAMPEDE DISTURBING,840,English,A Unbelieveable Tale of a Woman And a Lumberjack who must Fight a Frisbee in A U-Boat
6,19.99,PG-13,67,2006,0.99,,BUTCH PANTHER,108,English,A Lacklusture Yarn of a Feminist And a Database Administrator who must Face a Hunter in New Orleans
4,13.99,PG-13,172,2006,2.99,,EYES DRIVING,298,English,A Thrilling Story of a Cat And a Waitress who must Fight a Explorer in The Outback
4,10.99,PG,106,2006,2.99,,GASLIGHT CRUSADE,351,English,A Amazing Epistle of a Boy And a Astronaut who must Redeem a Man in The Gulf of Mexico
5,21.99,G,110,2006,2.99,,SAMURAI LION,760,English,A Fast-Paced Story of a Pioneer And a Astronaut who must Reach a Boat in A Baloon
6,29.99,G,122,2006,2.99,,EXTRAORDINARY CONQUERER,297,English,A Stunning Story of a Dog And a Feminist who must Face a Forensic Psychologist in Berlin
3,20.99,NC-17,126,2006,2.99,,WONDERFUL DROP,984,English,A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat
5,10.99,PG-13,114,2006,0.99,,BLADE POLISH,79,English,A Thoughtful Character Study of a Frisbee And a Pastry Chef who must Fight a Dentist in The First Manned Space Station
3,19.99,G,47,2006,0.99,,DOWNHILL ENOUGH,247,English,A Emotional Tale of a Pastry Chef And a Forensic Psychologist who must Succumb a Monkey in The Sahara Desert
4,14.99,R,112,2006,4.99,,CONVERSATION DOWNHILL,183,English,A Taut Character Study of a Husband And a Waitress who must Sink a Squirrel in A MySQL Convention
6,9.99,G,143,2006,0.99,,ENCINO ELF,281,English,A Astounding Drama of a Feminist And a Teacher who must Confront a Husband in A Baloon
7,11.99,NC-17,103,2006,4.99,,IMPOSSIBLE PREJUDICE,455,English,A Awe-Inspiring Yarn of a Monkey And a Hunter who must Chase a Teacher in Ancient China
6,13.99,R,59,2006,4.99,,COMMANDMENTS EXPRESS,171,English,A Fanciful Saga of a Student And a Mad Scientist who must Battle a Hunter in An Abandoned Mine Shaft
3,19.99,PG-13,135,2006,4.99,,SUNRISE LEAGUE,865,English,A Beautiful Epistle of a Madman And a Butler who must Face a Crocodile in A Manhattan Penthouse
6,17.99,PG-13,69,2006,2.99,,LEBOWSKI SOLDIERS,514,English,A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China
6,20.99,NC-17,77,2006,4.99,,MOD SECRETARY,587,English,A Boring Documentary of a Mad Cow And a Cat who must Build a Lumberjack in New Orleans
7,24.99,G,56,2006,0.99,,BRIDE INTRIGUE,97,English,A Epic Tale of a Robot And a Monkey who must Vanquish a Man in New Orleans
6,13.99,PG,61,2006,2.99,,TROUBLE DATE,914,English,A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan
7,13.99,PG,122,2006,2.99,,MIGHTY LUCK,576,English,A Astounding Epistle of a Mad Scientist And a Pioneer who must Escape a Database Administrator in A MySQL Convention
7,25.99,PG,80,2006,4.99,,PEAK FOREVER,668,English,A Insightful Reflection of a Boat And a Secret Agent who must Vanquish a Astronaut in An Abandoned Mine Shaft
5,23.99,NC-17,153,2006,4.99,,BABY HALL,47,English,A Boring Character Study of a A Shark And a Girl who must Outrace a Feminist in An Abandoned Mine Shaft
4,16.99,PG-13,143,2006,0.99,,DETECTIVE VISION,228,English,A Fanciful Documentary of a Pioneer And a Woman who must Redeem a Hunter in Ancient Japan
6,20.99,PG,182,2006,4.99,,MONSOON CAUSE,591,English,A Astounding Tale of a Crocodile And a Car who must Outrace a Squirrel in A U-Boat
6,15.99,R,54,2006,4.99,,AIRPORT POLLOCK,8,English,A Epic Tale of a Moose And a Girl who must Confront a Monkey in Ancient India
4,18.99,R,154,2006,4.99,,RAGING AIRPLANE,711,English,A Astounding Display of a Secret Agent And a Technical Writer who must Escape a Mad Scientist in A Jet Boat
7,20.99,PG,47,2006,2.99,,SHANGHAI TYCOON,784,English,A Fast-Paced Character Study of a Crocodile And a Lumberjack who must Build a Husband in An Abandoned Fun House
4,21.99,PG,103,2006,4.99,,PINOCCHIO SIMON,680,English,A Action-Packed Reflection of a Mad Scientist And a A Shark who must Find a Feminist in California
3,13.99,PG-13,171,2006,0.99,,WORLD LEATHERNECKS,990,English,A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park
4,12.99,PG-13,73,2006,4.99,,BRIGHT ENCOUNTERS,98,English,A Fateful Yarn of a Lumberjack And a Feminist who must Conquer a Student in A Jet Boat
7,12.99,PG,132,2006,4.99,,VOLUME HOUSE,950,English,A Boring Tale of a Dog And a Woman who must Meet a Dentist in California
7,22.99,R,179,2006,4.99,,FLIGHT LIES,323,English,A Stunning Character Study of a Crocodile And a Pioneer who must Pursue a Teacher in New Orleans
4,24.99,R,79,2006,4.99,,ISHTAR ROCKETEER,470,English,A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House
4,23.99,NC-17,74,2006,4.99,,INFORMER DOUBLE,459,English,A Action-Packed Display of a Woman And a Dentist who must Redeem a Forensic Psychologist in The Canadian Rockies
5,27.99,PG-13,108,2006,2.99,,LORD ARIZONA,530,English,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat
4,19.99,G,141,2006,2.99,,HOCUS FRIDA,419,English,A Awe-Inspiring Tale of a Girl And a Madman who must Outgun a Student in A Shark Tank
4,25.99,G,159,2006,0.99,,NEWSIES STORY,622,English,A Action-Packed Character Study of a Dog And a Lumberjack who must Outrace a Moose in The Gulf of Mexico
3,24.99,PG,122,2006,0.99,,CHICKEN HELLFIGHTERS,142,English,A Emotional Drama of a Dog And a Explorer who must Outrace a Technical Writer in Australia
3,29.99,R,84,2006,2.99,,JEEPERS WEDDING,480,English,A Astounding Display of a Composer And a Dog who must Kill a Pastry Chef in Soviet Georgia
3,14.99,R,126,2006,0.99,,PAJAMA JAWBREAKER,652,English,A Emotional Drama of a Boy And a Technical Writer who must Redeem a Sumo Wrestler in California
3,27.99,G,48,2006,4.99,,MIDSUMMER GROUNDHOG,575,English,A Fateful Panorama of a Moose And a Dog who must Chase a Crocodile in Ancient Japan
3,18.99,R,104,2006,4.99,,TITANIC BOONDOCK,892,English,A Brilliant Reflection of a Feminist And a Dog who must Fight a Boy in A Baloon Factory
4,11.99,NC-17,77,2006,4.99,,MEMENTO ZOOLANDER,568,English,A Touching Epistle of a Squirrel And a Explorer who must Redeem a Pastry Chef in The Sahara Desert
6,25.99,NC-17,136,2006,0.99,,PIANIST OUTFIELD,677,English,A Intrepid Story of a Boy And a Technical Writer who must Pursue a Lumberjack in A Monastery
3,12.99,G,139,2006,4.99,,STRANGER STRANGERS,853,English,A Awe-Inspiring Yarn of a Womanizer And a Explorer who must Fight a Woman in The First Manned Space Station
6,29.99,PG-13,159,2006,4.99,,POSEIDON FOREVER,691,English,A Thoughtful Epistle of a Womanizer And a Monkey who must Vanquish a Dentist in A Monastery
6,12.99,R,87,2006,4.99,,DEVIL DESIRE,229,English,A Beautiful Reflection of a Monkey And a Dentist who must Face a Database Administrator in Ancient Japan
3,14.99,PG,97,2006,0.99,,EXPENDABLE STALLION,295,English,A Amazing Character Study of a Mad Cow And a Squirrel who must Discover a Hunter in A U-Boat
5,21.99,NC-17,92,2006,0.99,,SUNDANCE INVASION,864,English,A Epic Drama of a Lumberjack And a Explorer who must Confront a Hunter in A Baloon Factory
3,17.99,PG,141,2006,0.99,,DISCIPLE MOTHER,233,English,A Touching Reflection of a Mad Scientist And a Boat who must Face a Moose in A Shark Tank
3,14.99,PG,74,2006,4.99,,RAINBOW SHOCK,713,English,A Action-Packed Story of a Hunter And a Boy who must Discover a Lumberjack in Ancient India
6,13.99,NC-17,180,2006,4.99,,CONFIDENTIAL INTERVIEW,174,English,A Stunning Reflection of a Cat And a Woman who must Find a Astronaut in Ancient Japan
4,23.99,R,79,2006,4.99,,AMELIE HELLFIGHTERS,20,English,A Boring Drama of a Woman And a Squirrel who must Conquer a Student in A Baloon
4,21.99,PG,51,2006,4.99,,CHAMPION FLATLINERS,134,English,A Amazing Story of a Mad Cow And a Dog who must Kill a Husband in A Monastery
3,15.99,NC-17,160,2006,0.99,,MUMMY CREATURES,606,English,A Fateful Character Study of a Crocodile And a Monkey who must Meet a Dentist in Australia
7,18.99,R,184,2006,0.99,,SMOOCHY CONTROL,813,English,A Thrilling Documentary of a Husband And a Feminist who must Face a Mad Scientist in Ancient China
3,22.99,NC-17,49,2006,4.99,,DOORS PRESIDENT,243,English,A Awe-Inspiring Display of a Squirrel And a Woman who must Overcome a Boy in The Gulf of Mexico
4,22.99,PG,47,2006,2.99,,SUSPECTS QUILLS,869,English,A Emotional Epistle of a Pioneer And a Crocodile who must Battle a Man in A Manhattan Penthouse
5,28.99,PG-13,135,2006,4.99,,THIEF PELICAN,887,English,A Touching Documentary of a Madman And a Mad Scientist who must Outrace a Feminist in An Abandoned Mine Shaft
7,20.99,G,135,2006,0.99,,GREASE YOUTH,377,English,A Emotional Panorama of a Secret Agent And a Waitress who must Escape a Composer in Soviet Georgia
3,13.99,PG-13,107,2006,2.99,,INTENTIONS EMPIRE,464,English,A Astounding Epistle of a Cat And a Cat who must Conquer a Mad Cow in A U-Boat
7,14.99,PG,136,2006,2.99,,BRINGING HYSTERICAL,99,English,A Fateful Saga of a A Shark And a Technical Writer who must Find a Woman in A Jet Boat
4,9.99,PG,75,2006,0.99,,NEWTON LABYRINTH,623,English,A Intrepid Character Study of a Moose And a Waitress who must Find a A Shark in Ancient India
3,24.99,G,109,2006,4.99,,SECRETS PARADISE,778,English,A Fateful Saga of a Cat And a Frisbee who must Kill a Girl in A Manhattan Penthouse
