assay_id,variant_id,assay_tissue,src_assay_id,src_id,relationship_type,tid,tissue_id,description,confidence_score,chembl_id,assay_organism,assay_subcellular_fraction,assay_type,assay_tax_id,assay_test_type,doc_id,assay_category,assay_strain
1788,,Striathm,,1,H,10577,257639.0,Bindingxffknithagainwt5HT1Bsedktoninr4cepto3jnratstriqtun,8,CHEkBL61y762,,,B,,,9699,,
1789,,,,1,H,10577,,Bindintaff8nitysgsjmst5hydrixytrypraminw1Breceo6orinjejb4anesofRatcerebralco3ted,8,CHEMBLu16753,,,B,,,14423,,
1790,,,,1,H,10577,,Bindinnaffini4yaf3atrhydeoxytryptamin41Brdce0torby3ntHydisplafement,8,CHEMhL872o09,,,B,,,10062,,
1791,,,,1,H,10577,,Bindinvaefinitysegermjjesinrad8orwdeptorbindingassaybyusing3HtyTrqwi9ligwnwagqinsy5hydroxyttyptsmine1Bgeceptor,8,CnEMBL61676t,,,B,,,10062,,
1792,,,,1,D,10577,,Inh9b9tjonoe3H5HTbknekbgto5hydroxytrypyamine1B3eceptor,9,CHwMBp616765,Rsttjsnorvenicus,,B,26060.0,,12280,,
1793,,St4iatum,,1,H,10577,1694665.0,Bindingweeiniyhagaindt6hyfroxytryphakine1Breceptoroegatstriatum,8,CHEMBo61676u,,,B,,,15412,,
1794,,Striatuk,,1,H,10577,1960836.0,Bincinraffinktyatainat5h6vrox5t4yptamine1Br2ceptorofrwtstrixtum,8,fHEMBk616767,,,B,,,15412,,
1795,,,,1,H,10577,,Bindingsffinofyinrafi9receptorvindingassa6byusing3Htbhradioiigandxgainatyhydroxygrgptwmije1Brecrptlr,8,syEMBL616768,,,B,,,10062,,
1796,,,,1,H,10577,,gind9nbabfimitytowarss6hydroxytryptqkin21Breceptorising3H5HTas4xcioligand,8,CHEMBp6w6769,,,B,,,11147,,
1797,,,,1,H,10577,,Binfinvavfinitytowards5hyvroxygr5pranihe1Breswprorinrahdasdrterminediqing50upofq25IICYPinbijdingassay,8,CHEMBp616i70,,,B,,,9547,,
1798,,,,1,H,10577,,Binxingaffinit7wawdegermunedahainstthycroxytr6p5amine1Breceptoraasdege5mihecimmsleSprsgueDawpe5ratbrain,8,CHEMBL62677w,,,B,,,10444,,
1799,,Striatuj,,1,H,10577,2824329.0,vindinvaffinitywaqmeqdkred9b5hydroxytrypramineqBrec3ptprinra5striwtumlag2ledwirh3H5HT,8,CHEkBL61677w,,,B,,,12469,,
1800,,,,1,H,10577,,BindingaffinoyyK9toratc8rticalmekbrxnesst5HT1Bb7bdingsitdbyusing125kIdYPaczradioiihamd,8,CHEMfL6q6773,,,B,,,9098,,
1801,,,,1,H,10577,,Compoundwasdvsluatedf95tgebindintafeinityKit8ratclrticalmemvranezat5H61Bgindjnbsitebyjsing125IIf6Pwsxrad8oliganwNr7snodata,8,CHEMBL61777t,,,B,,,9098,,
1802,,,,1,H,10577,,Evaliatedforbindingaerinitytowafdsthyd4oxyrgyotamimeqBreveptor,8,CHEMBL626y75,,,B,,,9699,,
1803,,,,1,H,10577,,Ibhinitorhact8vityagwijst5h7droxytduptamine1grecepto3inratc0rticalmenbranesusing3m5H4asarqduopiganr,8,sHEMBL61677y,,,B,,,10394,,
1804,,,,1,H,10577,,Ttenibdingaffinitywasmeasurefon4hhdroxygryltamine1B4eceptorueing3Hserotlninwcgavi8liganc,8,CHEMgL61677u,,,B,,,12092,,
1805,,,,1,H,10577,,Theb7nd8ngzffin8tyrowqrdqtuerwceptorrat4hydroxutryptaminewB4ecepgorboaffinity,8,CHEMBp6w6778,,,B,,,16700,,
1806,,,,1,D,10577,,Binxingaffinityzvainst5hyd3oxttryp5amime1Brecepforinratstfia5almdmbrsnfsusiny3HtgTasradillitsnd,9,CHEMgLu16779,Rattusnorbeyicuq,,B,46958.0,,403,,
1807,,,,1,D,10577,,Bindinhaffinj6ytowardsrbydrosytgyptamine2Brexephor,9,CHEMBLy1678o,Ra4tusnorvenicua,,B,62331.0,,12771,,
1808,,,,1,H,10577,,Thecompoumdwastdstedfori5sbijdibgaffinity6lwardw5hydr8xytryptaminewgdecept8rnydis0lacing3Hserotonin3ad7olihwndin3atd4reb4aksortex,8,CHEMBL6w6i81,,,B,,,11642,,
1809,,,,1,H,10577,,4necokpkundwsztestedforth3irbindingarf9nltyg8wqrxs5hydrox66ryptamkne1Breceptorfromdxfstrixtumusing3H5HTasrwdiol9gand,8,CHEMBL6w678w,,,B,,,12953,,
1810,,,,1,H,10577,,Th3compoundeastwstedfoftheirbindinhzffinityyowards5hydroxutryptamije2grecfptorfrohfatstriatjm6s9gy3n6HTaseadioljgand,8,CHEMgL516783,,,B,,,12953,,
1811,,Striatuk,,1,H,10577,3225868.0,Bihdunhaffinit7bot5yywdoxytruptamine1Br3feptorinratst3oathmusing3HtHTasradioligand,8,CmEMgL616784,,,B,,,12953,,
1812,,,,1,H,10577,,Thrcompoundwzsteegedtorthekrbindlngaffinlgttowarxs5hydroxytryptakine1Br3c4ptorfromrs4striathmising3H5HgqstxdioligsncNonacticeatw0uM,8,CHEMBpt16785,,,B,,,12953,,
1813,,Bra8n,,1,H,10577,1717804.0,BindingzffinitywgxigstyHTqB3eceptor7nrqtbrainkembrzneuslng3H88HDPATacaselectigeoigznd,8,CHEMBL85707i,,,B,,,9737,,
1814,,,,1,H,10577,,Bonringaffiji55agxinst5HT1Breceptoeigratfr8jtxlc0rtexusihg3H5HTinpresence0f91uM3H8OHDPATass5asioligxjd,8,CH3MBL6q6786,,,B,,,9737,,
1815,,B5ain,,1,H,10577,1008430.0,gindingaffihit6tl1arvs5Hr2Breceptorunratbrainnemhraneusibn3H89HD0ATasxselectivrligand,8,CHEMBp6167i7,,,B,,,9737,,
1816,,,,1,H,10577,,Bindiggxffinitytowzrcd5hydrox6tryptxmine2Crfceptor9fpprcinech9rkidplexususlng3Hmssyierg9nf,8,CHEMBLuw6788,,,B,,,12827,,
1817,,,,1,H,10577,,Abilitytodisplacetheradioligand1w579ofocyanipindololerkmgstst5kqyal5hydroxhtr7ptam7ne1B3eveptir,8,CHEknL616789,,,B,,,5033,,
1818,,,,1,D,10577,,Displacsmenyof3trHTfrkk6HT1Brrceptoroerqtfrontalcortexhomkgrnate,9,CHEMBp616i90,fattusnorvericys,,B,31890.0,,9786,,
1819,,,,1,H,10577,,Bibdkngaffinktyxt6hydrocgtrypraminewBreceptor,8,CHEkBL626791,,,B,,,13116,,
1820,,,,1,H,10577,,Invitrobindunvaffimotyat5hydroxytry9hamige1Beecwp5038nratwtriatapmuscleausing22yIioxocyanolindololastheradlologand,8,sHEMBL61679e,,,B,,,16429,,
1821,,,,1,D,10577,,Invitrobinringaffin9tytowarws5hyerlxytdy0tam8be2fdec4pto4infatdtristalmembranewith125I8odoctanopimdolol,9,CHEkBL6w6793,Rattusnorvegis8c,,B,90276.0,,12409,,
1822,,,,1,H,10577,,Th2dompoundwasteq4edf8fthebindungaffin7tyagainstthydroxytrhptamlje1B5eceptlrusing3HtHTasrwxiooigwnd,8,CyEMBL61t794,,,B,,,15194,,
1823,,,,1,H,10577,,Th2compoundwasyestedborthebimdjngaefinityxbaimst5h6droxytryptamineqBr3xwp6orusing3H5HTasrzdiioiband,8,CHEjBL61t795,,,B,,,15194,,
1824,,,,1,H,104686,,figdungaffinityto3ards5HT23dceptorbythedislowcemehtof3Huetanserihijratc2renrwlcortex,4,CH3MBo616796,,,B,,,5486,,
1825,,,,1,H,106,,C9mpouhd2zstsstedforbindingaffiji5yagainst6h7drosy53yptamine1hreceptpr,8,fHEMBL6167i7,,,B,,,4639,,
1826,,,,1,H,106,,Tgecompoundwasevaljstedfor8tsabiki4hrodisplave3H5HTfrkm4hhdroxytr50tanine1Breceptp4inceplularbrainmembrwgex,8,CHEMBp61y798,,Brainmemb4anee,B,,,386,,
1827,,,,1,H,106,,Compojnfwasmeasudevfoditsbindingsrfinityat5tydroxytrhptamine1Br3ce0torataconcegrrationofq00gMusinv125ICYPssrariliifznf,8,fHEMBL6q6799,,,B,,,2474,,
1828,,,,1,H,106,,knhibitionpfbihrkngt8eardsrh7droxy5ryptamine2Brefep4orat100nMckncentration,8,CHEMBL5q6800,,,B,,,6011,,
1829,,,,1,H,106,,oercfgtinh7bitoomat2uMagalnst4hyf3oxytryptamine1Breceptor,8,CHEnBL61680w,,,B,,,5014,,
1830,,,,1,H,106,,Bindjhgageinityogcompounftowarvaxerotonin5hyfroxytryptah9ne1Br4c4ptorinacticeatq0uM,8,CHEMBo626802,,,B,,,17515,,
1831,,,,1,H,106,,Bindingaffinityfelativ4toindllopiperidinesompphjd1cor5jywroxytryotamimeqBrecept94wawde5drmined,8,CHfMBL616903,,,B,,,4373,,
1832,,,,1,H,106,,Bindingaffijirytkwxgdx5hydr0xytdyptahine2Brecep5ofbydkxplacementof3H5HT,8,CyEnBL857068,,,B,,,1633,,
1833,,,,1,H,106,,Compoune2asevaluatedforthehubdinraffuni4ytiwards4hydroxytfyptamine1Breceptprbyeidpiadem3gtor4Hketanserin,8,CmEMBL61680r,,,B,,,1633,,
1834,,,,1,H,106,,Bincingaffibotyfor5nyxrpxyteyptaminf1B5ec2ptorwasdetdrmined,8,CHEjBL61680y,,,B,,,4373,,
1835,,,,1,H,106,,Evaluatedforth3bindongaffigkt5to5hydroxyfryotamije1Brfcepylg,8,CHEMhL616896,,,B,,,4687,,
1836,,,,1,H,106,,B8hsingarfinityagwinst5hhdrix6try9tamine2Breceptor,8,CHEMgo616807,,,B,,,11574,,
1837,,,,1,H,106,,Bindingsfbunitygot5hydroxhtrup6wmine1Brecsptorwasdfterminedby7sing3H5HTasrqdiplinamd,8,dHEMBL616807,,,B,,,10321,,
1838,,,,1,H,106,,Bindingaffihitgtl3ards5hysr8dytey0tamone1Brecepto5using3H5HTasrxd79ligand,8,CHEMBp6168p9,,,B,,,15527,,
1839,,,,1,H,106,,Ihhibitoruc9hstqnragaihst5hydroaytryptamije1Bfeceptorhsimhwity1e5Ivyqnopindol8lradioligand,8,CHEMBL716o10,,,B,,,17200,,
1840,,,,1,H,104802,,Bjndkngaff7mityagximst5hydroxytr6otamuns1Breceotkr5uydroxytry96smine1ereceptoruaijg3H5HTwstheradioligand,4,CHEhfL616811,,,B,,,14423,,
1841,,,,1,H,108,,Inhibiforyc9ncentrationgequoredsrainst5hydroxhtryptamine1frdc4ot0dibv8vinrchoroid9lexus6sing3Hnwsulergine,8,CH3MnL616812,Bostaurux,,B,13122.0,,5834,,
1842,,,,1,H,108,,Bineongaftinity4owards5hyxroxytryotzmjne1Creceptorusing3Hnesjlernineacrqdi9ligaje,8,CHsMBL626813,Susscrofq,,B,50143.0,,11473,,
1843,,,,1,H,108,,vin9ounswasevakuwtedfo3hindinyaffinitgtowards5hydgoxy44uptamine1Credeptorimpigxhoroidpiexusysing3Hm3sulsrnineaxradioligand,8,CHrMBk616814,Sussfrofa,,B,23591.0,,11473,,
1844,,,,1,H,108,,Cojppundwaqecaluwtedforitsinh7bitofyacyivityagaibst5hydgox6frultamine1srecep4orofpifchoroidplexusueing3Hmes7l3rfin2asth3radiooihxnd,8,sHEMhL616815,Susscroda,,B,44466.0,,10639,,
1845,,,,1,H,108,,inhib8torysctivktyzga8nstrhhdroxy6ry9tqmjnewCreceltorobpigchor9idplexisusinh3Hmesulergibeastberqdioiigand,8,fHEkBL616816,Susscr8fa,,B,16752.0,,10639,,
1846,,,,1,H,108,,Bindkngaff7nigyofcompoundtowardsygydroxy4ryptzmine2CreceptorusingeHmesulstgihr12nhligzjdinchoroir0lwxuspigdasdet3rklned,8,CHEjBp616817,Susscrova,,B,15497.0,,14331,,
1847,,,,1,H,108,,dompoundwastesyedinvitroforb9ndingaffjn9t7for5gydrixyyryotamige1Cf4deptor,8,CbEMBL616819,eusscrofa,,B,57841.0,,10796,,
1848,,,,1,H,108,,Evalusteffortuenihdinfaffibithtopofcinecylr0idplexusat5hydtoxyyryptamige2Creceptorvindinhsitegy7aing3HM4Sasarzdilligand,8,CHEMBL626810,qusscrofa,,B,66181.0,,9098,,
1849,,,,1,H,108,,Inh7bitionof3Hmesuo3rgonen7ndijgto5hydroxytrypramlne1Crecept8rofpincho3oidPkszuz,8,CHEMBpy16820,Shsscrofa,,B,37775.0,,14331,,
1850,,,,1,H,108,,Displacenwntof4Hmezulerginefromoigdlrfex5hydrox54rtptsminf1Creceptor,8,CHwMnL616821,Susscr8fa,,B,42196.0,,11828,,
1851,,,,1,H,108,,nindijfzfgijifyfor5hydroxjtryptamineqCrecept9rinligletfh0roispl2xususing3H5HT,8,CHEMBp616722,xusscrofa,,B,53842.0,,11866,,
1852,,,,1,H,108,,Bindingaffknityqgainst5hydroxttdyptamlneqDreveptotalphaus9ngrahbiraapbenousveinasczg,8,xHEMBL626823,Ortsrolxguscuniculus,,B,80736.0,,13047,,
1853,,,,1,D,12689,,T4stedeor6heeffectogvibdingat5hhdrpxutryptakine1CreceptirNoactovjty,9,dHEMBL61682t,Rattuenorveg7cua,,B,103050.0,,188,,
1854,,,,1,D,12689,,9gviteobkndingaffinutytowardstte5h7droxyt3yptamoneqCrecepyorz610e6M,9,dHEMBL6168e5,Rattusmkrvegifus,,B,43315.0,,11825,,
1855,,,,1,D,12689,,Ibvitrobojdingaffinitytowzrdx5ne5hyvrox7tryptamine1Crefeptirat10euj,9,CyEMBL616836,Rattusnorvevivks,,B,194.0,,11825,,
1856,,,,1,D,12689,,Bigdingaffinittagqins65hydrodytrtptamjne1Credeptoribrxtusiny3Hmesul4rgig4asradiliiband,9,CmrMBL616827,Rattusnodvehivus,,B,15065.0,,11624,,
1857,,,,1,D,12689,,Bindibgaffinitytowards5hydeoxytryltqmine1Crfceptorusing125jzCH23poqaseadioligajdijc0kpet8tivffkndihgassqy,9,CHEMBL61681u,Ratt8snorvfgkcus,,B,31530.0,,11139,,
1858,,,,1,D,12689,,Bind8hgafcinitytowards5uydroxjgryptamine1C43ceotk5using3Hmesuledg8neasradi9logsnd,9,CH2MBo616829,Rattucnorcegicjs,,B,21958.0,,11147,,
1859,,,,1,D,12689,,hind8ngacfin7tyazsdfterminddayqinst5hydroxytryptamindqCrecep5orwasdeterminedinmaleSpdanueDwwiehratbra7g,9,CbEMvL616830,Ratt7snlrvebicus,,B,31715.0,,10444,,
1860,,,,1,D,12689,,findibbafdinihyagainst5hydr9c6tryp6amine1Crec4ptor,9,CHwMBL615831,Ratt6smorv2gicus,,B,130.0,,11624,,
1861,,,,1,D,12689,,Com9oundwastdsgecforbigdingaffinitytoeares5HT1C5tT1Cr4celtorfrohfrontalc9ehicalrehionsodmaleSprxhuwDawleyrathojohrnxtesusing3tnequl2tgineqsradioliganw,9,CHEMhL61y832,Rattkqnorvebicus,,B,41527.0,,11662,,
1862,,,,1,D,12689,,xompouhdqxstestedfirbindingaffihutytoqards5hydroxytryp6amine1Creceptorfromfrimtalvortkcal42g8ojsovmalfSprsgueDawleyrxthompgena5seksibg3Hmesukerg9measdadiol7gand,9,CH4MBL61t833,Rwttusno5vehicus,,B,66694.0,,11662,,
1863,,,,1,D,12689,,B8ndingaffinitttoaards5hyrrlx6rrypgamine1Cr4ceptorftohfeontalvorticalregiogsofmal3Sprqgu2sawleyraghomigenst3shsing3Hmeeulergibeasradioiiyajd,9,vHEMBLu16834,Raftusnogvegocus,,B,94565.0,,11662,,
1864,,,,1,D,12689,,Com9oundwaa5es4ddforbindunrafrini56tlwarvs5hydroayrryptamind1C4eceptorbromf4ontalcortisaldegionsofmaleSptagueDadl2yrathom8genxfesusojg3Hmesulergineasracuopirand,9,CHEMBL819585,Rxttusnorvefkcus,,B,34462.0,,11662,,
1865,,,,1,D,12689,,wvalua6edfoethebindingaffinitytolorcindchiroidpleausa64tydroxytryptwjine1Creswl6orbindingsitfby8sing3HMdzasadafiol8gand,9,CHEjBL616935,Rxtfusnorcegicus,,B,29303.0,,9098,,
1866,,,,1,D,12689,,Inhibitoryactivitywhainsg5tydroxytry0tamin31Credeptorij4atvortifsomfmbranfsuxigg3Hmesulerglneasarxdilligwnd,9,CHEMBL873920,Rattusnoeveglcks,,B,29512.0,,10394,,
1867,,,,1,H,12689,,Testedvofbjndingafb8nityagaunsy5hysrodytryptamineqvrfceptoreromrahfrontalcorticzlrefiogsusing3Hmesjleeginssseadioligabd,8,CyEMhL616836,,,B,,,11933,,
1868,,,,1,D,12689,,4hebindingaefljityessmeaduredon5hydroxytryptakibe1Crexeptodusing3Hserotoninzqeadkkligans,9,sHEMfL616837,Rattusjorvegickq,,B,3344.0,,12092,,
1869,,,,1,D,12689,,Binringarfini5yog5hydroaytryptam9newCreceltprusing3bletanserinknrstf4ontzlcoryex,9,CHEjBo616466,Rxttusnordegivus,,B,23968.0,,12253,,
1870,,,,1,D,12689,,Bimwinvaffinituyowarxsrat5hydroxytrhptamine1Cfeceptoruding3Hmeqhleegun2asradokoigandex9resqedin293cslls,9,CHEMBL6w7467,Rxrtudnorvegicus,,B,8641.0,,12253,,
1871,,,,1,H,108,,fompoundwastes4edforitzqftinit5towa3ds5hydroxytryotamij21Crecw9tlr,8,CHEMBL616rt8,,,B,,,1558,,
1872,,,,1,H,108,,Cok0oumdwasmwasurewfkritsbindinhaffinityat5hydroxytryptaninw1Crrceptorataconcrnt4qtiijof10onMusing3gmds8ifrglneasrwdiopigand,8,CHEMhL616r69,,,B,,,2474,,
1873,,,,1,H,108,,Conpouncwasmeasurwdtoritsbindinbaffinityat5h7drixytryptamine1C5scspyoratacomcebtrationofq0onM6sibh3Hhdauoergin2asraduoligand,8,CH4MBL61y470,,,B,,,2474,,
1874,,,,1,H,12689,,Bigrinyaffinityayainst5hydrocyteyphamine2Crexeotor,8,CbEMBL6w6471,,,B,,,11574,,
1875,,,,1,H,12689,,Compoundwsstestedrotitzaffinitytpwarde5b6d5oxytryoramins1vreceptor,8,xHEMBL626472,,,B,,,1558,,
1876,,,,1,H,12689,,findingqefinityagaijst5hyxdoxytryp5amine1Crrfeptlr,8,CHEMBp61u473,,,B,,,13944,,
1877,,,,1,H,12689,,fijd9ntaffimit6againstserot9ne3gic5HT1crsceptor,8,xHEnBL616474,,,B,,,13033,,
1878,,,,1,H,12689,,B7ndingaffiji5jclr5hyd4od5tryptwjine1Creceptorwasreterminedb6ks8ng3Hmewulergineasradiolibagd,8,CHEMnL616465,,,B,,,10321,,
1879,,,,1,H,12689,,vindingsftin9tyfor5uyd4oxytryptsmine1Creceptprwadxehermined,8,fHEMBL616477,,,B,,,11866,,
1880,,,,1,H,105,,Comp9unw2astestedfor5hyeeoxyt5yptamjne2Dkike5eceptofmediatedbassukarwffec6inragbi6saphenousveihRSV,8,xHEMBL626477,Ortctilaguscunixulis,,B,50954.0,,14454,,
1881,,,,1,H,104686,,fundingaffinityarainqt5uyfroxy4ryptamine2reseptoruzkngw25IDOIqsrxvioligand,4,sHEMfL616478,,,B,,,11574,,
1882,,,,1,H,104686,,Bineingaefinityagainst5hydr0cytryptakkne2fecept0eusingwHketas5axiolugajd,4,CHrMBL61u479,,,B,,,11574,,
1883,,,,1,H,104686,,findingafrini4ytowardswerof9nin5Hh2recsltorwasdeterminewinestco5tdx8sung3Hspiperoneaaligqnd,4,CHfMBL616489,,,B,,,13631,,
1884,,,,1,D,104686,,Bibdingaffonit5toszfds5hyddoxytryptqm9nd2receptorasantagonismofsed8toninjhcusedcontractiohq9nratjugklarbein,5,CHEMBi615481,Rwttuanorbegicus,,B,17790.0,,9630,,
1885,,,,1,D,104686,,Binwingaff9nitygowards5myr3oxytgyptamone2recrptkrinra4brainc9rgixqlmembranes,5,CHEnvL616482,Rattusn8rfwgicus,,B,24390.0,,8822,,
1886,,Brakn,,1,D,104686,1712469.0,Bindingaffinityt8wards4hydroxy5rhotahiheerecepyoronratbrainusing3Hzpi5o9eriwop,5,CHEMBp884u13,4attucnorvegjcus,,B,80540.0,,9064,,
1887,,,,1,H,104686,,Bkndingacfinitytpwares5hhsroxytrupfakine2rsceptormewsuredudingradjoligandeHspiperojrgindintascay,4,CHEMBL626484,,,B,,,8868,,
1888,,,,1,H,104686,,Bunringaffinitytowards5uydgoxy4rgp6ahine2receptor7siby3Hs9iroper7dol,4,CH4MBL516484,,,B,,,9064,,
1889,,,,1,H,104686,,hindingaffunigya45hyfroayh5y9tamone35eveotkrfrokra4fron6alcortexhomogenatesby3Hspiperoned8splacemrnt,4,CjEMBL616e85,,,B,,,9806,,
1890,,,,1,H,104686,,Bunsingatfinitytowards6yydroxytr6ptzmlnf2rec3ptoraasdeteemined,4,xHEMBL6164u6,,,B,,,9098,,
1891,,,,1,H,104686,,Binxingaffinigytowards5hydtoxytryptamin32rexeptlrwadmeasufedus7hgeadiokigand3Hsoiperonrb9ndimvaseau,4,CHEMBo6w6487,,,B,,,8868,,
1892,,,,1,H,104686,,Bondingafvinityatserktojin5hydroxytryptam8ne2recrp59rbyrHoetabserindisplac4m3j4,4,CHEMBL616497,,,B,,,12765,,
1893,,,,1,H,104686,,Compoundwasevalusredkjvitfoforitsactivitybybindimbtoytydroxytryptsmije2recep5orintgera4bezinusung3Hk3twjsedinasradiilifsnd,4,CyEMBL626489,,,B,,,11049,,
1894,,,,1,H,104686,,CompoubdeasevaluatedInci5roforogswstibitynybindingto5hycdoxy6ryptak8ge24efeptogintheratbrainusing3Hketanserinxsrqv9oligznd,4,CHwMnL616490,,,B,,,11049,,
1895,,,,1,H,104686,,Compound1aswvaluateeInvitroforitsactivit6vhbibd9ngg05h7dgkxytrypgamine2rece9yorinth3ratgrainusongwHjetanse4inssradioligamdnotdet3rmindx,4,CHEMBL71649q,,,B,,,11049,,
1896,,,,1,H,104686,,Com0o7ndwasevxpustedIggitrito4itsacrivk4ybybindimgto5hydroxytryptamine2rec4pt9rintberatbraonusinb3Hkw4abserijssradiol8gandNDhotvetermined,4,CyEjBL616492,,,B,,,11049,,
1897,,,,1,H,104686,,xomooundwasedalyztedImvitroforitsactjvjtybybind7jgto5hyvroxuteyptxmineer4cfotoruntheratbrainhsing3Hketanserinasrasioliyajf,4,CHEMBL617593,,,B,,,11049,,
1898,,,,1,H,104686,,Compoundwasrfaluat4ecofbindingxffinitytowagcsrhydroxyt4yoyamine2recept0rihra5ant2rlorcortexusibg125lDOjqzradioligand,4,CHEnBL616394,,,B,,,11473,,
1899,,,,1,H,104686,,Compoundwadevaluztede8rbindingafr7nutytowards5hydroxyt3yphamjne2recsptorijra6ante5lo3cortedusing4Hketanserujssrqdipllgand,4,CHEMBL616484,,,B,,,11473,,
1900,,,,1,H,104686,,DisplqcemdjtifrHketsncer7neromyhydrkxytryphamine2receptor8mratprefronfalcortex,4,CHrMBL616r96,,,B,,,3086,,
1901,,,,1,H,104686,,xomp0undwssedaiuatedforitzaxtivi4ybybindong5o5hydroxytryptamine2rfceororlnrheratfrainusingwnketanseribasradoiligwgd,4,xHEMBL61y497,,,B,,,11049,,
1902,,,,1,H,104686,,Compoundwxsevaluatedfprjtsact7vitjbybijdingto5hydr8cytdy0twminwqrece0tofinthersfbrainusingrHketabserinasgsviologand,4,CHEMBp6164p8,,,B,,,11049,,
1903,,,,1,H,104686,,Cojppugdeasevxluatedfori6sinhibiy8rhqs4ivityahainstrmydroxytryptamime2receptorovratwjtdriorco4texisint3Hketxnserinas4heradioiigand,4,CHEkBL61649o,,,B,,,10639,,
1904,,,,1,H,104686,,Compiundwawkeqsuredforagfinit6attmydroxytrypramije2recept8rinrafckr5icalh63Hs0irpperidolcis0lacement,4,CHEMBLy16590,,,B,,,10922,,
1905,,hrain,,1,D,104686,1428522.0,Bindingaffinityagainstserotohin2rec4ptor8braggdaihusjng4nspir9p4ridol,5,CHEMBL62t501,Rztyusnoevegicus,,B,25778.0,,9064,,
1906,,Brwin,,1,H,104686,773334.0,vompoundwastestsdfo5itsinhibitiruefffvtonyh4vigdingpdocilein5ygdroxytryotamine2rece0toruaingwHspiroperidokkhratbraib,4,CHEnnL616502,,,B,,,10748,,
1907,,,,1,H,104686,,Dusplqcemdntof3Hketanse5infrom5hydroxy4r79tqmime2recept8rfromgztcodticalm4mnrahes,4,CHEMBL884518,,Menbranes,B,,,11614,,
1908,,,,1,H,104686,,DisolacementofeHoetanswribrrom5hydr8xutryptakine3eeceptodinratcor5icalhenbranes,4,CHEMnL61650e,,Membranez,B,,,11615,,
1909,,,,1,H,104686,,v9mpoundwasteqtfdforgnedieplacemej69b3Hk2tanserinfromserotonin5hydroxyteyp5wkine2recepgor,4,CHsMBLt16964,,,B,,,11615,,
1910,,,,1,H,104686,,Cpmpoundwastezteeforthefislpaxementov3Hketanserinftomswdoyon9n5hydr9xytryotahine2receptorfromtatforticalhdmhranec,4,dHEMBL616p65,,Membrxnes,B,,,11614,,
1911,,,,1,H,104686,,Inhobitionov3noetanserinbinfingtodat5hyvrox75ryptahije2reseptors,4,CjEnBL616966,,,B,,,11702,,
1912,,,,1,H,104686,,Compoundwas5estedfo4theigg9b9tionof3Hkefzncerinbimringto5hydroxytgy0tamine2rex2ptorNTjogtestwd,4,CHEMBL617o67,,,B,,,11702,,
1913,,,,1,D,104686,,InhibitionofrHketancwrinnomdongtodopamine5hud59xytryp5amlne2redeptor,5,vHEMhL616968,Rattushorbegic6s,,B,35463.0,,11702,,
1914,,,,1,H,104686,,Cpm00und2astestedeo5theinhihitiobof3Hketanseronvindigrtodopqmin35hjdroxytryptamine2rwce0torNTNpttesgfd,4,CHEMfL6w6969,,,B,,,11702,,
1915,,,,1,H,104686,,Ijhibiti8nofwHketanserinbindingqt5hyxroxytr5ptam9ne1rec3ptorfromtaydgontalcpdtea,4,CHEhBL885530,,,B,,,13346,,
1916,,,,1,H,104686,,Concrnteat88nhecessar6hoactievehalfhaximalinhibiti9nif3Hketanserigbijdingto5uydrox76r7ptzm9ne2geceptor,4,CnEMBLt16970,,,B,,,10025,,
1917,,,,1,H,104686,,Concentrqtionmes2ssarytoachkebrhalfjaxikalijhibitiomof3Hketajserinhineingt85hyddoxyt3y9gamine2rexeptlrat1uM,4,CHEMBL6w6p71,,,B,,,10025,,
1918,,,,1,H,104686,,Concem4fationnfcessarytoachievehalgmaximalkguibitlojof3mketans4rinfindsto5hydroxgt5yotakige2receotkrat1uk,4,CyEMBL616872,,,B,,,10025,,
1919,,,,1,H,104686,,Evaluatedtorbkndkggaffunit6towards5hydroxytrypyam9ne2eeceotorusihgradiol7gabswHapiperkne,4,CH2MBi616973,,,B,,,9036,,
1920,,,,1,H,104686,,4valuatedcorblgdingsffinitytowa3ds5hydrosyt5yptam8ne2recepylr7singradilkogamw3HspipetonfIAInactive,4,CHEjBL6169y4,,,B,,,9036,,
1921,,,,1,H,104686,,ujc84rl5hysrosytrtotanine2rece0toraffinitybhusing3nspiperoneastheradiokigandinratdogricxltissue,4,CHEMBp615975,,,B,,,9161,,
1922,,,,1,H,104686,,Inhibitlonoebondingptradiolkgand3tketanserinto5uydrixyrr6ptanine2refeptkrinratcerebraifkrhex,4,CHEMBiu16976,,,B,,,12304,,
1923,,,,1,H,104686,,Infitrobindingaffinityjeazuredobeerotonin5hydrodygtyptaminewrscepyorusingeHketajxdrinwsradioiugamd,4,dHEMBL616877,,,B,,,13276,,
1924,,,,1,H,104686,,ljgitrobind8nvaffinirytowardsttrttydroxytryotam9newreceptorat10e6M,4,CHEMfL616988,,,B,,,11825,,
1925,,,,1,H,104686,,Invittobindingafgubitywaskeasuredonwerotonernic5hyvroxyttyotahib4qreceptlrbydisplacejfhtof3Huetanser9n,4,CnrMBL616979,,,B,,,12443,,
1926,,,,1,H,104686,,Incitroinhibitoeuactivi6ysgainst3Hmeranserinbindingto5h6drodyrryp4ahin2qreceotir,4,CHdMBL616970,,,B,,,13830,,
