assay_id,assay_subcellular_fraction,assay_test_type,assay_type,tissue_id,assay_tax_id,doc_id,description,assay_category,assay_organism,assay_strain,assay_tissue,assay_cell_type,tid
1652,,,B,,10141.0,1375,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1D receptor in guinea pig substantia nigra; NT means not tested,,Cavia porcellus,,,,105570
1653,,,F,,10141.0,12409,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptor by the agonist GR-46611,,Cavia porcellus,,,,105570
1654,,,F,,10141.0,12409,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611,,Cavia porcellus,,,,105570
1655,,,F,,10141.0,12409,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611; range is 2-9,,Cavia porcellus,,,,105570
1656,,,F,,10141.0,12409,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611;range is 0.2-0.4,,Cavia porcellus,,,,105570
1657,,,F,,10141.0,12409,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611;range is 0.2-1.2,,Cavia porcellus,,,,105570
1658,,,B,,10141.0,11574,Binding affinity against 5-hydroxytryptamine 1D receptor,,Cavia porcellus,,,,105570
1659,,,B,,10141.0,1558,Binding affinity towards guinea pig 5-hydroxytryptamine 1D receptor was determined,,Cavia porcellus,,,,105570
1660,,,F,,10141.0,12409,Compound at 3 mg/kg was tested for the inhibition of hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611,,Cavia porcellus,,,,105570
1661,,,F,,10141.0,12409,Compound at 45 mg/kg was tested for the inhibition of hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611,,Cavia porcellus,,,,105570
1662,,,F,,10141.0,12409,Compound at 50 mg/kg was tested for the inhibition of hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611,,Cavia porcellus,,,,105570
1663,,,F,,10141.0,12409,Compound at oral dose of 45 mg/kg was tested for percent inhibition against 5-hydroxytryptamine 1D receptor causes hypothermia in guinea pig,,Cavia porcellus,,,,105570
1664,,,B,,10141.0,12253,Binding affinity of 5-hydroxytryptamine 1D receptor using [3H]-8-HT in guinea pig cortex,,Cavia porcellus,,,,105570
1665,,,B,,10141.0,12936,Binding affinity against guinea pig 5-hydroxytryptamine 1D receptor,,Cavia porcellus,,,,105570
1666,,,B,,10141.0,13181,Binding affinity was determined against 5-hydroxytryptamine 4 receptor using [125I]SB 207710 as radioligand from piglet hippocampal membranes,,Cavia porcellus,,,,105
1667,,,B,2435.0,10141.0,12409,In vitro binding affinity towards 5-hydroxytryptamine 1D receptor in guinea-pig striatum in presence of BMY-7378 and mesulergine,,Cavia porcellus,,Striatum,,105570
1668,,,B,,10141.0,10639,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1D receptor of guinea pig substantia nigra,,Cavia porcellus,,,,105570
1669,,,B,,,5254,Binding affinity against 5-hydroxytryptamine 1D receptor,,,,,,51
1670,,,B,,,13051,The compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor beta,,,,,,106
1671,,,F,,,3463,Maximum stimulation of [35S]GTP gamma-S binding expressed relative to the maximal effect produced by 5-hydroxytryptamine 1D receptor,,,,,,105
1672,,,F,,,15315,Ability to inhibit forskolin-stimulated adenylate cyclase in a cell line expressing human 5-hydroxytryptamine 1D receptor,,,,,,105
1673,,,F,,,6011,Ability to inhibit forskolin-stimulated adenylate cyclase activity in Chinese hamster ovary (CHO) stable cell lines expressing human 5-hydroxytryptamine 1D receptor,,,,,,105
1674,,,F,,9606.0,14159,"Stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing 5-hydroxytryptamine 1D receptor",,Homo sapiens,,,CHO,105
1675,,,F,,,14159,"Compound was evaluated for the stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing the 5-hydroxytryptamine 1D receptor.",,,,,CHO,105
1676,,,B,,,15250,Agonist-induced [35S]- GTPgammaS binding in CHO cells stably transfected with 5-hydroxytryptamine 1D receptor,,,,,CHO,105
1677,,,B,,,15250,Compound was tested for measuring agonist-induced [35S]- GTPgammaS binding in CHO cells stably transfected with human 5-hydroxytryptamine 1D receptor,,,,,CHO,105
1678,,,F,,,15331,"Stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing the 5-hydroxytryptamine 1D receptor",,,,,CHO,105
1679,,,F,,9606.0,15332,"Stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing the 5-hydroxytryptamine 1D receptor",,Homo sapiens,,,CHO,105
1680,,,F,,,15332,"Stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing the human 5-hydroxytryptamine 1D receptor.",,,,,CHO,105
1681,,,F,,,3294,"Measurement of agonist induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with 5-hydroxytryptamine 1D receptor",,,,,CHO,105
1682,,,F,,,14158,"Measurement of agonist induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with 5-hydroxytryptamine 1D receptor.",,,,,CHO,105
1683,,,F,,,14956,"Agonist-induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with human 5-hydroxytryptamine 1D receptor",,,,,CHO,105
1684,,,F,,,12469,Compound was evaluated for its agonistic activity on 5-hydroxytryptamine 1D receptor,,,,,,105
1685,,,F,,,3463,Measurement of agonist-induced [35S]-GTP gamma-S binding in CHO cells stably transfected with 5-hydroxytryptamine 1D receptor,,,,,CHO,105
1686,,,F,,9606.0,15250,"Maximum stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing human 5-HT-1d relative to 5-HT",,Homo sapiens,,,CHO,105
1687,,,F,,9606.0,15250,"Maximum stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing human 5-HT-1d relative to 5-HT",,Homo sapiens,,,CHO,105
1688,,,F,,,14956,"Efficacy was evaluated relative to human 5-hydroxytryptamine 1D receptor using [35S]GTP-gamma-S, as radioligand",,,,,,105
1689,,,F,,,14159,"Maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect produced by 5-hydroxytryptamine 1D receptor.",,,,,,105
1690,,,F,,9606.0,14159,"Maximum stimulation of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1D receptor relative to 5-HT",,Homo sapiens,,,,105
1691,,,F,,9606.0,14499,Percent efficacy relative to 5-HT treatment of CHO cells expressing 5-HT 1d receptor,,Homo sapiens,,,CHO,105
1692,,,F,,,15315,Intrinsic activity for 5-hydroxytryptamine 1D receptor,,,,,,105
1693,,In vitro,B,,,3294,Ability to displace [3H]- -5-HT binding to cloned 5-hydroxytryptamine 1D receptor stably expressed in chinese hamster cells (CHO cells),,,,,,105
1694,,,B,,,3463,Ability to displace [3H]-5-HT from recombinant human 5-hydroxytryptamine 1D receptor stably expressed in CHO cells determined in vitro,,,,,CHO,105
1695,,,B,,,15331,Affinity of compound towards 5-hydroxytryptamine 1D receptor was evaluated using radioligand binding technique,,,,,,105
1696,,,B,,9606.0,14159,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1D receptor expressed in CHO cells,,Homo sapiens,,,CHO,105
1697,,,B,,,14158,Binding affinity by displacement to human cloned 5-hydroxytryptamine 1D receptor in CHO cells by [3H]5-HT displacement.,,,,,CHO,105
1698,,,B,,,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 1D receptor,,,,,,105
1699,,,B,,,15250,Binding affinity at human cloned 5-hydroxytryptamine 1D receptor stably expressed in CHO cells by [3H]5-HT displacement.,,,,,CHO,105
1700,,,B,,,15250,Displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 1D receptor stably expressed in CHO cells,,,,,CHO,105
1701,,,B,,,15331,Displacement of [3H]5-HT binding from the cloned human 5-hydroxytryptamine 1D receptor stably expressed in CHO cells,,,,,CHO,105
1702,,,B,,9606.0,15332,Displacement of [3H]5-HT binding from human 5-hydroxytryptamine 1D receptor expressed in CHO cells,,Homo sapiens,,,CHO,105
1703,,,B,,9606.0,14499,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1D receptor expressed in CHO cells,,Homo sapiens,,,CHO,105
1704,,,B,,,15332,Displacement of [3H]5-HT binding to the cloned human 5-hydroxytryptamine 1D receptor stably expressed in CHO cells,,,,,CHO,105
1705,,,B,,,14956,Displacement of specific [3H]5-HT binding to cloned human 5-hydroxytryptamine 1D receptor expressed in CHO cells,,,,,CHO,105
1706,,,B,,,3805,In vitro binding affinity against human 5-hydroxytryptamine 1D receptor at a concentration of 100 (nM),,,,,,105
1707,,,B,,9606.0,6011,Inhibition of [3H]5-HT binding to human 5-hydroxytryptamine 1D receptor expressed in CHO cells at 1 uM,,Homo sapiens,,,CHO,105
1708,,,B,,,16190,Binding affinity against 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as radioligand,,,,,CHO,105
1709,,,B,,,14165,Binding affinity for 5-hydroxytryptamine 1D receptor in Cos-7 transfected cell type using [3H]5-CT as radioligand,,,,,,105
1710,,,B,,9606.0,4234,Binding affinity to cloned human 5-hydroxytryptamine 1D receptor,,Homo sapiens,,,,105
1711,,,B,,,15527,"Binding affinity towards 5-HT1D receptor, using [3H]5-HT as radioligand.",,,,,,105
1712,,,B,,,6328,Binding affinity towards human 5-hydroxytryptamine 1D receptor in L-M(tk-) cells using [3H]GR-125743 as radioligand,,,,,,105
1713,,,B,,,16209,Binding affinity towards human 5-hydroxytryptamine 1D receptor was determined using [3H]5-HT as radioligand,,,,,,105
1714,,,B,,,14770,Binding affinity for recombinant human 5-hydroxytryptamine 1D receptor using [3H]5-HT as radioligand.,,,,,,105
1715,,,B,,,2598,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1D receptor using [3H]-5-CT as radioligand,,,,,,105
1716,,,B,,,6897,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1D receptor,,,,,,105
1717,,,B,,,6013,Binding affinity towards 5-hydroxytryptamine 1D receptor,,,,,,105
1718,,,B,,,5843,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor,,,,,,105
1719,,,B,,,14454,Binding affinity towards human 5-hydroxytryptamine 1D receptor using [3H]5-HT trifluoroacetate as radioligand,,,,,,105
1720,,,B,,,14454,Binding affinity towards human 5-hydroxytryptamine 1D receptor using [3H]5-HT trifluoroacetate as radioligand; Not determined,,,,,,105
1721,,,B,,,14454,Binding affinity towards human 5-hydroxytryptamine 1D receptor using [3H]5-HT trifluoroacetate as radioligand; not determined,,,,,,105
1722,,,B,,,15818,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 1D receptor,,,,,,105
1723,,,F,,,13729,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1D receptor in CHO-K1 cells,,,,,CHO-K1,105
1724,,In vitro,B,,9606.0,6011,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1D receptor expressed in Chinese hamster ovary cells (CHO cells),,Homo sapiens,,,,105
1725,,,B,,9606.0,4234,In vitro binding affinity to human 5-hydroxytryptamine 1D receptor,,Homo sapiens,,,,105
1726,,,B,,,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1D receptor,,,,,,105
1727,,,B,,,3025,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1D receptor using [3H]5-CT radioligand,,,,,,105
1728,,,B,,,15315,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1D receptor,,,,,,105
1729,,,B,,9606.0,14214,Receptor binding affinity for cloned human 5-hydroxytryptamine 1D receptor in Cos-7 cells,,Homo sapiens,,,,105
1730,,,B,,9606.0,3804,Binding affinity for human 5-hydroxytryptamine 1D receptor,,Homo sapiens,,,,105
1731,,,B,,,16700,The binding affinity towards the 5-hydroxytryptamine 1D receptor; No affinity,,,,,,105
1732,,,B,,9606.0,2391,Affinity for 5-hydroxytryptamine 1D receptor subtype,,Homo sapiens,,,,105
1733,,,B,,9606.0,4175,Binding affinity for human 5-hydroxytryptamine 1D receptor,,Homo sapiens,,,,105
1734,,,B,,,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1D receptor,,,,,,105
1735,,,B,,,17085,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1D receptor; ND means not determined,,,,,,105
1736,,,B,,9606.0,15926,Binding activity against human 5-hydroxytryptamine 1D receptor; NT means not tested,,Homo sapiens,,,,105
1737,,,B,,,16312,Binding affinity in CHO-K1 cells transfected with human 5-hydroxytryptamine 1D receptor; Not tested,,,,,CHO-K1,105
1738,,,B,,,16312,Binding affinity in CHO-K1 cells transfected with human 5-hydroxytryptamine 1D receptor; not tested,,,,,CHO-K1,105
1739,,,B,,,14956,Selectivity towards 5-HT1D and to that of 5-HT1B in CHO cells,,,,,CHO,104802
1740,,,F,,,3294,"Maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect produced by the 5-HT",,,,,,105
1741,,,B,,,12861,Binding activity radioligand.,,,,,,105
1742,,,B,,,12861,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,,,,,,105
1743,,,B,,,16312,Binding affinity in CHO-K1 cells transfected with human 5-hydroxytryptamine 1D receptor,,,,,CHO-K1,105
1744,,,B,,,5104,Binding affinity for human cloned 5-hydroxytryptamine 1D receptor,,,,,,105
1745,,,B,,,5105,Binding affinity for human cloned 5-hydroxytryptamine 1D receptor,,,,,,105
1746,,,B,,,14499,Measured as -log Ka on 5-hydroxytryptamine 1D receptor,,,,,,105
1747,,,B,,9606.0,15926,Binding activity against human 5-hydroxytryptamine 1D receptor,,Homo sapiens,,,,105
1748,,,B,,9606.0,4540,Binding affinity to human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as radioligand,,Homo sapiens,,,CHO,105
1749,,,B,,,15779,Binding affinity towards 5-hydroxytryptamine 1D (human cloned receptor) in CHO cells using [3H]-5-HT as radioligand.,,,,,CHO,105
1750,,,B,,,15779,Binding affinity towards 5-hydroxytryptamine 1D (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,,,,,CHO,105
1751,,,B,,,6166,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor,,,,,,105
1752,,,B,,,15779,Binding affinity towards human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as radioligand.,,,,,CHO,105
1753,,,B,,,15779,Binding affinity towards human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]-5-HT as radioligand.;ND means no data.,,,,,CHO,105
1754,,,B,,,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 1D receptor expressed in HEK 293 cells using [3H]LSD as radioligand,,,,,HEK293,105
1755,,,B,,,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 1D receptor expressed in HEK 293 cells using [3H]LSD as radioligand,,,,,HEK293,105
1756,,,B,,,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 1D receptor expressed in HEK 293 cells using [3H]LSD as radioligand; Not determined,,,,,HEK293,105
1757,,,B,,,4199,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as the radioligand,,,,,CHO,105
1758,,,B,,9606.0,14875,Binding affinity for human 5-hydroxytryptamine 1D receptor,,Homo sapiens,,,,105
1759,,,B,,,15146,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT,,,,,CHO,105
1760,,,B,,,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1D receptor in CHO using [3H]5-HT as a radioligand,,,,,,105
1761,,,B,,,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT.,,,,,CHO,105
1762,,,B,,,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1D receptor in CHO cells, using [3H]5-HT as radioligand",,,,,CHO,105
1763,,,F,,,14454,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1D receptor at concentration 1 uM,,,,,,105
1764,,,F,,,14454,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1D receptor at concentration 10 uM,,,,,,105
1765,,,B,,,5254,Binding affinity against 5-HT2C receptor,,,,,,108
1766,,,B,,,5254,Binding affinity against 5-hydroxytryptamine 1D receptor,,,,,,108
1767,,,B,,,10639,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1B receptor of rat substantia nigra,,,,,,10577
1768,,,F,,,10639,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1B receptor of rat substantia nigra,,,,,,10577
1769,,,B,,,12352,"Binding affinity for 5-hydroxytryptamine 1B receptor in rat cortex, striatum and globus pallidus",,,,,,10577
1770,,,B,,,9098,Binding affinity towards 5-HT1B was determined,,,,,,10577
1771,,,B,,,14430,Affinity towards 5-hydroxytryptamine 1B receptor in membranes from rat frontal cortex using [3H]5-HT,,,,,,10577
1772,,,B,,,13657,"Binding affinity to 5-HT1B receptors using rat cortex+striatum + globus pallidus,[3H]-5-OH-tryptamine, and serotonin for NSB",,,,,,10577
1773,,,B,,,13657,"Compound was evaluated for binding affinity on 5-HT1B receptors using rat cortex+striatum+ globus pallidus,[ 3H]-5-OH-tryptamine, and serotonin for NSB.",,,,,,10577
1774,,,B,,,15854,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat frontal cortex using [125I]iodocyanopindolol as radio-ligand.,,,,,,10577
1775,,,B,,10116.0,10639,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat cortex using [3H]5-HT,,Rattus norvegicus,,,,10577
1776,,,B,,,10025,Concentration necessary to achieve half maximal inhibition of [125I]- Iodocyanopindolol binding to 5-hydroxytryptamine 1B receptor at 1 uM,,,,,,10577
