assays_ss_d,assays_ss_sbclllr_frctn,assays_ss_strn,assays_ss_tst_tp,assays_ss_tx_d,assays_tss_d,assays_src_ss_d,assays_vrnt_d,assays_td,assays_ss_ctgr,assays_src_d,assays_rltnshp_tp,assays_cnfdnc_scr,assays_crtd_b,assays_chmbl_d,assays_cll_d,assays_b_frmt
1894,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616490,,BAO_0000019
1895,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616491,,BAO_0000019
1896,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616492,,BAO_0000019
1897,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616493,,BAO_0000019
1898,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616494,,BAO_0000019
1899,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616495,,BAO_0000019
1900,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616496,,BAO_0000019
1901,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616497,,BAO_0000019
1902,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616498,,BAO_0000019
1903,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616499,,BAO_0000019
1904,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616500,,BAO_0000019
1905,,,,10116.0,955.0,,,104686,,1,D,5,Autocuration,CHEMBL616501,,BAO_0000221
1906,,,,,955.0,,,104686,,1,H,4,Autocuration,CHEMBL616502,,BAO_0000221
1907,Membranes,,,,,,,104686,,1,H,4,Autocuration,CHEMBL884529,,BAO_0000249
1908,Membranes,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616503,,BAO_0000249
1909,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616964,,BAO_0000224
1910,Membranes,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616965,,BAO_0000249
1911,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616966,,BAO_0000224
1912,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616967,,BAO_0000224
1913,,,,10116.0,,,,104686,,1,D,5,Autocuration,CHEMBL616968,,BAO_0000224
1914,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616969,,BAO_0000224
1915,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL884530,,BAO_0000019
1916,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616970,,BAO_0000224
1917,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616971,,BAO_0000224
1918,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616972,,BAO_0000224
1919,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616973,,BAO_0000224
1920,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616974,,BAO_0000224
1921,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616975,,BAO_0000019
1922,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616976,,BAO_0000019
1923,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616977,,BAO_0000224
1924,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616978,,BAO_0000224
1925,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616979,,BAO_0000224
1926,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616980,,BAO_0000224
1927,Membranes,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616981,,BAO_0000249
1928,Membranes,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616982,,BAO_0000249
1929,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616983,,BAO_0000224
1930,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616984,,BAO_0000019
1931,,,,10116.0,,,,104686,,1,D,5,Autocuration,CHEMBL616985,,BAO_0000224
1932,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616986,,BAO_0000224
1933,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616987,,BAO_0000224
1934,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL616988,,BAO_0000019
1935,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617243,,BAO_0000019
1936,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617244,,BAO_0000019
1937,,,,10116.0,,,,104686,,1,D,5,Autocuration,CHEMBL617245,485.0,BAO_0000219
1938,Membranes,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617246,,BAO_0000249
1939,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617546,,BAO_0000224
1940,Brain membranes,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617547,,BAO_0000249
1941,,,In vitro,,,,,104686,,1,H,4,Autocuration,CHEMBL617548,,BAO_0000219
1942,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617549,,BAO_0000224
1943,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617550,,BAO_0000224
1944,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617551,,BAO_0000224
1945,Membranes,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617552,,BAO_0000249
1946,Membranes,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617553,,BAO_0000249
1947,,,,,1515.0,,,104686,,1,H,4,Autocuration,CHEMBL617554,,BAO_0000019
1948,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617555,,BAO_0000019
1949,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617556,,BAO_0000224
1950,,,,,,,,10624,,1,H,8,Autocuration,CHEMBL617557,,BAO_0000357
1951,,,,,,,,10624,,1,H,8,Autocuration,CHEMBL617558,,BAO_0000357
1952,,,,,,,,17106,,1,H,8,Expert,CHEMBL617559,,BAO_0000357
1953,,,,,,,,17106,,1,D,9,Expert,CHEMBL617560,,BAO_0000357
1954,,,,,,,,17106,,1,H,8,Autocuration,CHEMBL617561,,BAO_0000249
1955,,,,,,,,17106,,1,H,8,Autocuration,CHEMBL617562,,BAO_0000249
1956,,,,,2435.0,,,17106,,1,H,8,Autocuration,CHEMBL617563,,BAO_0000357
1957,,,,,,,,17106,,1,H,8,Autocuration,CHEMBL617564,,BAO_0000019
1958,,,,,,,,17106,,1,H,8,Expert,CHEMBL617565,,BAO_0000019
1959,,,,,,,,17106,,1,H,8,Autocuration,CHEMBL856076,,BAO_0000357
1960,,,,,,,,17106,,1,H,8,Autocuration,CHEMBL617566,,BAO_0000019
1961,,,,,,,,17106,,1,H,8,Expert,CHEMBL875911,,BAO_0000019
1962,,,,,,,,17106,,1,H,8,Autocuration,CHEMBL617567,,BAO_0000019
1963,,,,,,,,17106,,1,H,8,Autocuration,CHEMBL617568,,BAO_0000249
1964,,,,,,,,17106,,1,H,8,Expert,CHEMBL617569,,BAO_0000019
1965,,,,,,,,17106,,1,H,8,Expert,CHEMBL617570,,BAO_0000249
1966,,,,,,,,17106,,1,H,8,Autocuration,CHEMBL617571,,BAO_0000357
1967,,,,9823.0,,,,105,,1,H,8,Autocuration,CHEMBL617572,,BAO_0000357
1968,,,,9986.0,,,,105,,1,H,8,Expert,CHEMBL617573,,BAO_0000357
1969,,,,9986.0,,,,105,,1,H,8,Autocuration,CHEMBL617574,,BAO_0000019
1970,,,,9986.0,,,,105,,1,H,8,Expert,CHEMBL617575,,BAO_0000357
1971,,,,,,,,10578,,1,H,8,Autocuration,CHEMBL617576,,BAO_0000357
1972,,,,,,,,10578,,1,H,8,Autocuration,CHEMBL617577,,BAO_0000019
1973,,,,,,,,10578,,1,H,8,Autocuration,CHEMBL617578,,BAO_0000019
1974,,,,,,,,10578,,1,H,8,Autocuration,CHEMBL617579,,BAO_0000357
1975,,,,,,,,10578,,1,H,8,Expert,CHEMBL617580,,BAO_0000019
1976,,,,,,,,10578,,1,H,8,Autocuration,CHEMBL617581,,BAO_0000249
1977,,,,,,,,10578,,1,H,8,Autocuration,CHEMBL617582,,BAO_0000357
1978,,,,,,,,10578,,1,H,8,Expert,CHEMBL617583,,BAO_0000019
1979,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617584,,BAO_0000357
1980,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617585,,BAO_0000357
1981,,,,,,,,105,,1,H,8,Autocuration,CHEMBL875912,,BAO_0000357
1982,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617586,,BAO_0000357
1983,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617587,,BAO_0000357
1984,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617588,,BAO_0000357
1985,,,,,,,,105,,1,H,8,Autocuration,CHEMBL857980,,BAO_0000357
1986,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617589,,BAO_0000357
1987,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617590,,BAO_0000357
1988,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617591,722.0,BAO_0000219
1989,,,,9606.0,,,,105,,1,D,9,Expert,CHEMBL617592,,BAO_0000357
1990,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617593,,BAO_0000357
1991,,,,,,,,106,,1,H,8,Autocuration,CHEMBL617594,485.0,BAO_0000219
1992,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617595,485.0,BAO_0000219
1993,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617596,722.0,BAO_0000219
1994,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617597,722.0,BAO_0000219
1995,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617598,,BAO_0000019
1996,,,,,,,,105,,1,H,8,Autocuration,CHEMBL872916,,BAO_0000357
1997,,,,,,,,105,,1,H,8,Expert,CHEMBL617599,,BAO_0000357
1998,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617091,,BAO_0000357
1999,,,,,,,,105,,1,H,8,Expert,CHEMBL617092,485.0,BAO_0000219
2000,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617093,485.0,BAO_0000219
2001,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617094,,BAO_0000019
2002,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617095,,BAO_0000019
2003,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617096,,BAO_0000019
2004,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617097,,BAO_0000019
2005,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617098,,BAO_0000019
2006,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617301,,BAO_0000357
2007,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617302,,BAO_0000357
2008,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617303,,BAO_0000357
2009,,,,,,,,105,,1,H,8,Expert,CHEMBL617304,,BAO_0000357
2010,,,,,,,,105,,1,H,8,Expert,CHEMBL617305,449.0,BAO_0000219
2011,,,,9606.0,,,,105,,1,D,9,Autocuration,CHEMBL617306,,BAO_0000219
2012,,,,,,,,17106,,1,H,8,Autocuration,CHEMBL617307,,BAO_0000357
2013,,,,9986.0,,,,105,,1,H,8,Autocuration,CHEMBL617308,,BAO_0000019
2014,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617309,,BAO_0000357
2015,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617310,,BAO_0000357
2016,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617311,,BAO_0000357
2017,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617312,,BAO_0000357
2018,,,,,,,,105,,1,H,8,Autocuration,CHEMBL617313,,BAO_0000357
2019,,,,,,,,105,,1,H,8,Expert,CHEMBL617314,,BAO_0000357
2020,,,,,,,,106,,1,H,8,Autocuration,CHEMBL617315,,BAO_0000019
2021,,,,,,,,106,,1,H,8,Autocuration,CHEMBL617316,722.0,BAO_0000219
2022,,,,,,,,106,,1,H,8,Autocuration,CHEMBL617317,722.0,BAO_0000219
2023,,,,,,,,106,,1,H,8,Autocuration,CHEMBL617318,449.0,BAO_0000219
2024,,,,,,,,106,,1,H,8,Autocuration,CHEMBL617319,,BAO_0000019
2025,,,,,,,,106,,1,D,9,Expert,CHEMBL617320,,BAO_0000357
2026,,,,,,,,106,,1,D,9,Expert,CHEMBL617321,,BAO_0000357
2027,,,,,,,,106,,1,D,9,Expert,CHEMBL617322,,BAO_0000357
2028,,,,,,,,106,,1,H,8,Autocuration,CHEMBL616862,,BAO_0000357
2029,,,,,,,,106,,1,H,8,Autocuration,CHEMBL616863,,BAO_0000357
2030,,,,,,,,106,,1,H,8,Autocuration,CHEMBL616864,449.0,BAO_0000219
2031,,,,,,,,106,,1,H,8,Autocuration,CHEMBL616865,485.0,BAO_0000219
2032,,,,,,,,106,,1,H,8,Autocuration,CHEMBL616866,485.0,BAO_0000219
2033,,,,,,,,106,,1,H,8,Autocuration,CHEMBL616867,,BAO_0000019
2034,,,,,,,,106,,1,H,8,Expert,CHEMBL616868,485.0,BAO_0000219
2035,,,,,,,,105,,1,H,8,Expert,CHEMBL616869,,BAO_0000357
2036,,,,,,,,106,,1,H,8,Expert,CHEMBL616870,449.0,BAO_0000219
2037,,,,,,,,105,,1,H,8,Autocuration,CHEMBL616871,485.0,BAO_0000219
2038,,,,,,,,105,,1,H,8,Autocuration,CHEMBL616872,485.0,BAO_0000219
2039,,,,,,,,105,,1,H,8,Autocuration,CHEMBL616873,485.0,BAO_0000219
2040,,,,,,,,105,,1,H,8,Autocuration,CHEMBL616838,485.0,BAO_0000219
2041,,,,,,,,105,,1,H,8,Autocuration,CHEMBL616839,,BAO_0000357
2042,,,,9986.0,,,,106,,1,H,8,Autocuration,CHEMBL616840,,BAO_0000019
2043,,,,,,,,105,,1,H,8,Autocuration,CHEMBL616841,,BAO_0000357
2044,,,,,,,,105,,1,H,8,Autocuration,CHEMBL616842,,BAO_0000357
2045,,,,,,,,105,,1,H,8,Expert,CHEMBL857976,,BAO_0000357
2046,,,,,,,,10618,,1,H,8,Autocuration,CHEMBL616843,449.0,BAO_0000219
2047,,,,9606.0,,,,10618,,1,D,9,Expert,CHEMBL616844,,BAO_0000357
2048,,,,,,,,10618,,1,H,8,Autocuration,CHEMBL616845,,BAO_0000357
2049,,,,9606.0,,,,10618,,1,D,9,Expert,CHEMBL616846,,BAO_0000357
2050,,,,,,,,10618,,1,H,8,Autocuration,CHEMBL616847,,BAO_0000357
2051,,,,,,,,10618,,1,H,8,Autocuration,CHEMBL616848,,BAO_0000019
2052,,,,,,,,10618,,1,H,8,Autocuration,CHEMBL616849,,BAO_0000357
2053,,,,,,,,10618,,1,H,8,Autocuration,CHEMBL872911,,BAO_0000357
2054,,,,,,,,10618,,1,H,8,Autocuration,CHEMBL616850,,BAO_0000019
2055,,,,9606.0,,,,10618,,1,D,9,Expert,CHEMBL616699,449.0,BAO_0000219
2056,,,,,,,,10618,,1,H,8,Autocuration,CHEMBL616700,,BAO_0000357
2057,,,,,,,,10618,,1,H,8,Autocuration,CHEMBL616701,449.0,BAO_0000219
2058,,,,,,,,10618,,1,H,8,Autocuration,CHEMBL616702,449.0,BAO_0000219
2059,,,,,,,,10618,,1,H,8,Autocuration,CHEMBL616703,449.0,BAO_0000219
2060,,,,,,,,10618,,1,H,8,Autocuration,CHEMBL616704,,BAO_0000357
2061,,,,,,,,10618,,1,H,8,Autocuration,CHEMBL616705,449.0,BAO_0000219
2062,,,,,,,,10618,,1,H,8,Autocuration,CHEMBL616706,,BAO_0000357
2063,,,,,,,,10618,,1,H,8,Autocuration,CHEMBL616707,449.0,BAO_0000219
2064,,,,,,,,10618,,1,H,8,Autocuration,CHEMBL616708,,BAO_0000357
2065,,,,,,,,10618,,1,H,8,Autocuration,CHEMBL616709,,BAO_0000357
2066,,,,,,,,10618,,1,H,8,Autocuration,CHEMBL616710,449.0,BAO_0000219
2067,,,,,,,,10618,,1,H,8,Autocuration,CHEMBL616711,449.0,BAO_0000219
2068,,,,,,,,10618,,1,H,8,Autocuration,CHEMBL616712,449.0,BAO_0000219
2069,,,,,,,,10618,,1,H,8,Autocuration,CHEMBL616713,,BAO_0000357
2070,,,,,,,,10618,,1,H,8,Autocuration,CHEMBL616714,,BAO_0000357
2071,,,,,,,,10618,,1,H,8,Autocuration,CHEMBL616715,,BAO_0000357
2072,,,,,,,,10618,,1,H,8,Autocuration,CHEMBL616716,,BAO_0000357
2073,,,,,,,,279,,1,H,8,Autocuration,CHEMBL616717,,BAO_0000019
2074,,,,,,,,279,,1,H,8,Expert,CHEMBL616718,,BAO_0000019
2075,,,,,,,,279,,1,H,8,Autocuration,CHEMBL875905,,BAO_0000019
2076,,,,,,,,279,,1,H,8,Autocuration,CHEMBL616719,,BAO_0000019
2077,,,,,,,,279,,1,H,8,Expert,CHEMBL616720,,BAO_0000019
2078,,,,,,,,279,,1,H,8,Autocuration,CHEMBL616721,,BAO_0000357
2079,,,,,,,,279,,1,H,8,Autocuration,CHEMBL616722,449.0,BAO_0000219
2080,,,,,,,,279,,1,H,8,Autocuration,CHEMBL616723,,BAO_0000357
2081,,,,,,,,279,,1,H,8,Autocuration,CHEMBL616724,449.0,BAO_0000219
2082,,,,,,,,279,,1,H,8,Autocuration,CHEMBL616725,,BAO_0000357
2083,,,,,,,,279,,1,H,8,Autocuration,CHEMBL616726,,BAO_0000357
2084,,,,,,,,279,,1,H,8,Autocuration,CHEMBL616727,,BAO_0000357
2085,,,,,,,,279,,1,H,8,Autocuration,CHEMBL616728,,BAO_0000357
2086,,,,,,,,279,,1,H,8,Autocuration,CHEMBL616729,,BAO_0000357
2087,,,,,,,,279,,1,H,8,Expert,CHEMBL616730,,BAO_0000019
2088,,,,,,,,279,,1,H,8,Autocuration,CHEMBL617125,,BAO_0000357
2089,,,,,,,,279,,1,H,8,Autocuration,CHEMBL857977,,BAO_0000357
2090,,,,,,,,279,,1,H,8,Autocuration,CHEMBL617126,449.0,BAO_0000219
2091,,,,,,,,279,,1,H,8,Autocuration,CHEMBL617127,449.0,BAO_0000219
2092,,,,,,,,279,,1,H,8,Autocuration,CHEMBL617128,,BAO_0000357
2093,,,,,,,,279,,1,H,8,Autocuration,CHEMBL617129,449.0,BAO_0000219
2094,,,,,,,,279,,1,H,8,Autocuration,CHEMBL617130,,BAO_0000357
2095,,,,,,,,279,,1,H,8,Autocuration,CHEMBL617131,449.0,BAO_0000219
2096,,,,,,,,279,,1,H,8,Autocuration,CHEMBL617132,449.0,BAO_0000219
2097,,,,,,,,279,,1,H,8,Autocuration,CHEMBL617133,449.0,BAO_0000219
2098,,,,,,,,279,,1,H,8,Autocuration,CHEMBL617134,,BAO_0000357
2099,,,,,,,,279,,1,H,8,Autocuration,CHEMBL617135,,BAO_0000357
2100,,,,,,,,279,,1,H,8,Autocuration,CHEMBL617136,,BAO_0000357
2101,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617137,,BAO_0000019
2102,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617138,,BAO_0000019
2103,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617139,,BAO_0000019
2104,,,,,,,,12687,,1,H,8,Autocuration,CHEMBL617140,,BAO_0000019
2105,,,In vivo,,,,,104686,,1,H,4,Autocuration,CHEMBL617141,,BAO_0000218
2106,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL858112,,BAO_0000019
2107,,,,,,,,17005,,1,H,8,Intermediate,CHEMBL617142,,BAO_0000019
2108,,,,9913.0,,,,22226,,1,U,0,Autocuration,CHEMBL617143,,BAO_0000019
2109,,,,9913.0,,,,22226,,1,U,0,Autocuration,CHEMBL617144,,BAO_0000019
2110,,,,9913.0,,,,22226,,1,U,0,Autocuration,CHEMBL617145,,BAO_0000019
2111,,,,,,,,22226,,1,U,0,Autocuration,CHEMBL617146,,BAO_0000019
2112,,,,10141.0,,,,104784,,1,H,4,Autocuration,CHEMBL617147,,BAO_0000019
2113,,,,10141.0,,,,104784,,1,H,4,Autocuration,CHEMBL617148,,BAO_0000019
2114,,,,10141.0,,,,104784,,1,H,4,Autocuration,CHEMBL617149,,BAO_0000019
2115,,,,,,,,104784,,1,H,4,Autocuration,CHEMBL617150,,BAO_0000224
2116,,,,,,,,104784,,1,H,4,Autocuration,CHEMBL617151,,BAO_0000224
2117,,,,,,,,104784,,1,H,4,Autocuration,CHEMBL617201,,BAO_0000224
2118,,,,,,,,10209,,1,H,8,Autocuration,CHEMBL617202,,BAO_0000357
2119,,,In vivo,,,,,104826,,1,H,4,Autocuration,CHEMBL617203,,BAO_0000218
2120,,,,,,,,104826,,1,H,4,Autocuration,CHEMBL617204,,BAO_0000019
2121,,,,,,,,104826,,1,H,4,Autocuration,CHEMBL617205,,BAO_0000224
2122,,,,10090.0,,,,104826,,1,D,5,Autocuration,CHEMBL617206,,BAO_0000019
2123,,,In vivo,,,,,104826,,1,H,4,Autocuration,CHEMBL617207,,BAO_0000218
2124,,,,10090.0,,,,104826,,1,D,5,Autocuration,CHEMBL617208,,BAO_0000019
2125,,,,,,,,104826,,1,H,4,Autocuration,CHEMBL617209,,BAO_0000224
2126,,,,,,,,104826,,1,H,4,Autocuration,CHEMBL617210,,BAO_0000224
2127,,,,,,,,104826,,1,H,4,Autocuration,CHEMBL617211,,BAO_0000224
2128,,,,10090.0,,,,104826,,1,D,5,Autocuration,CHEMBL617212,,BAO_0000019
2129,,,,9823.0,,,,104784,,1,H,4,Autocuration,CHEMBL617213,,BAO_0000224
2130,,,,9823.0,,,,104784,,1,H,4,Autocuration,CHEMBL617214,,BAO_0000224
2131,,,,,,,,22226,,1,U,0,Autocuration,CHEMBL617215,,BAO_0000221
2132,,,,,,,,22226,,1,U,0,Autocuration,CHEMBL617216,,BAO_0000221
2133,,,,9823.0,,,,17005,,1,H,8,Autocuration,CHEMBL617217,,BAO_0000357
2134,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617218,,BAO_0000019
2135,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL872913,,BAO_0000019
2136,,,,,,,,104826,,1,H,4,Autocuration,CHEMBL617219,,BAO_0000019
2137,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL873482,,BAO_0000224
2138,,,,10116.0,,,,104686,,1,D,5,Autocuration,CHEMBL617220,,BAO_0000019
2139,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617221,,BAO_0000019
2140,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617222,,BAO_0000019
2141,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL875906,,BAO_0000019
2142,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617223,,BAO_0000019
2143,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617224,,BAO_0000224
2144,,,,10116.0,,,,104686,,1,D,5,Autocuration,CHEMBL617225,,BAO_0000224
2145,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617226,,BAO_0000224
2146,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617227,,BAO_0000224
2147,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617228,,BAO_0000224
2148,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617229,,BAO_0000224
2149,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617230,,BAO_0000224
2150,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617231,,BAO_0000224
2151,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617232,,BAO_0000224
2152,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617233,,BAO_0000224
2153,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617234,,BAO_0000224
2154,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617235,,BAO_0000019
2155,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617236,,BAO_0000019
2156,,,,,10000000.0,,,104686,,1,H,4,Autocuration,CHEMBL617237,,BAO_0000221
2157,,,,,10000000.0,,,104686,,1,H,4,Autocuration,CHEMBL617238,,BAO_0000221
2158,,,,10116.0,955.0,,,104686,,1,D,5,Autocuration,CHEMBL617239,,BAO_0000221
2159,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617240,,BAO_0000019
2160,Membranes,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617241,,BAO_0000249
2161,Membranes,,,,,,,104686,,1,H,4,Autocuration,CHEMBL875907,,BAO_0000249
2162,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617242,,BAO_0000019
2163,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617152,,BAO_0000019
2164,,,,10116.0,955.0,,,104686,,1,D,5,Autocuration,CHEMBL617153,,BAO_0000221
2165,Membranes,,,10116.0,,,,104686,,1,D,5,Autocuration,CHEMBL617154,,BAO_0000249
2166,,,,,955.0,,,104686,,1,H,4,Autocuration,CHEMBL617155,,BAO_0000221
2167,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617156,,BAO_0000019
2168,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617157,,BAO_0000019
2169,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617158,,BAO_0000019
2170,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617159,,BAO_0000019
2171,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617160,,BAO_0000019
2172,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL858113,,BAO_0000019
2173,,,,,955.0,,,104686,,1,H,4,Autocuration,CHEMBL617247,,BAO_0000220
2174,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617248,,BAO_0000019
2175,,,,,955.0,,,104686,,1,H,4,Autocuration,CHEMBL617249,,BAO_0000249
2176,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617250,,BAO_0000019
2177,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617251,,BAO_0000019
2178,,,,10116.0,,,,104686,,1,D,5,Autocuration,CHEMBL617252,,BAO_0000019
2179,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617006,,BAO_0000019
2180,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617007,,BAO_0000019
2181,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617008,,BAO_0000019
2182,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617009,,BAO_0000019
2183,,,,10116.0,,,,104686,,1,D,5,Autocuration,CHEMBL617010,,BAO_0000224
2184,,,,10116.0,,,,104686,,1,D,5,Autocuration,CHEMBL857978,,BAO_0000019
2185,,,,10116.0,,,,104686,,1,D,5,Autocuration,CHEMBL617011,,BAO_0000019
2186,,,,10116.0,,,,104686,,1,D,5,Autocuration,CHEMBL617012,,BAO_0000019
2187,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617013,,BAO_0000224
2188,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617014,,BAO_0000249
2189,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617015,,BAO_0000019
2190,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617016,,BAO_0000019
2191,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617017,,BAO_0000224
2192,,,,,955.0,,,104686,,1,H,4,Autocuration,CHEMBL617018,,BAO_0000221
2193,,,,,,,,104686,,1,H,4,Autocuration,CHEMBL617019,,BAO_0000019
2194,,,,,,,,105075,,1,H,4,Autocuration,CHEMBL617020,,BAO_0000019
2195,,,,,,,,105075,,1,H,4,Autocuration,CHEMBL617021,,BAO_0000019
2196,,,,,,,,105075,,1,H,4,Autocuration,CHEMBL617022,,BAO_0000019
2197,,,,,,,,105075,,1,H,4,Autocuration,CHEMBL617023,,BAO_0000019
2198,,,,,,,,105075,,1,H,4,Autocuration,CHEMBL617024,,BAO_0000019
2199,,,,,,,,105075,,1,H,4,Autocuration,CHEMBL617025,,BAO_0000019
2200,,,,,,,,105075,,1,H,4,Autocuration,CHEMBL617026,,BAO_0000224
2201,,,,,,,,22226,,1,U,0,Autocuration,CHEMBL617027,,BAO_0000019
2202,,,,10116.0,,,,104686,,1,D,5,Autocuration,CHEMBL617028,,BAO_0000019
