miller2_fsclr,miller2_ctstlfrdvlpmnt(mrkr),miller2_cntnntd,miller2_brnchd,miller2_rgnstnsb-clss,miller2_rtcprcnt,miller2_brnchnm,miller2_rgnlprgrm(mrkr),miller2_chldrnsss(mrkr),miller2_thsss(mrkr),miller2_cfl(mrkr),miller2_rgnstntp,miller2_dsrtfctn(mrkr),miller2_prgrmmngprcss(nw),miller2_fstcprcnt,miller2_sctnnm,miller2_mntspnt,miller2_rgnstnd,miller2_knwldgfrdvlpmnt(mrkr),miller2_sctrnm,miller2_stts,miller2_dvsnnm,miller2_rgnstnnm,miller2_prtcptrdvlpmntndgdgvrnnc,miller2_clmtchngdpttn(mrkr),miller2_bdvrst(mrkr),miller2_rbnsss(mrkr),miller2_ndgnssss(mrkr),miller2_dsbltsss(mrkr),miller2_gndrqlt(mrkr),miller2_rgnstnclss,miller2_cntnntnm,miller2_prjctbrwsrcntrd,miller2_cntrrgnd,miller2_cntrrgnnm,miller2_cntrrgnprcnt,miller2_sctrd,miller2_sctrprcnt
2009/2010,0,2,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,120000.0,1001730,0,Material relief assistance and services,Closed,MHDInternational Humanitarian Assistance,UNHCR - United Nations High Commissioner for Refugees,0,0,0,0,0,0,1,Multilateral,Africa,MW,MW,Malawi,0.12,72010,1.0
2009/2010,0,2,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,100000.0,1001730,0,Material relief assistance and services,Closed,MHDInternational Humanitarian Assistance,UNHCR - United Nations High Commissioner for Refugees,0,0,0,0,0,0,1,Multilateral,Africa,MZ,MZ,Mozambique,0.1,72010,1.0
2009/2010,0,2,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,50000.0,1001730,0,Material relief assistance and services,Closed,MHDInternational Humanitarian Assistance,UNHCR - United Nations High Commissioner for Refugees,0,0,0,0,0,0,1,Multilateral,Africa,,,Namibia,0.05,72010,1.0
2009/2010,0,2,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,150000.0,1001730,0,Material relief assistance and services,Closed,MHDInternational Humanitarian Assistance,UNHCR - United Nations High Commissioner for Refugees,0,0,0,0,0,0,1,Multilateral,Africa,ZA,ZA,South Africa,0.15,72010,1.0
2009/2010,0,2,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,230000.0,1001730,0,Material relief assistance and services,Closed,MHDInternational Humanitarian Assistance,UNHCR - United Nations High Commissioner for Refugees,0,0,0,0,0,0,1,Multilateral,Africa,ZM,ZM,Zambia,0.23,72010,1.0
2009/2010,0,2,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,100000.0,1001730,0,Material relief assistance and services,Closed,MHDInternational Humanitarian Assistance,UNHCR - United Nations High Commissioner for Refugees,0,0,0,0,0,0,1,Multilateral,Africa,ZW,ZW,Zimbabwe,0.1,72010,1.0
2009/2010,0,2,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,500000.0,1001302,0,Material relief assistance and services,Closed,MHDInternational Humanitarian Assistance,UNICEF - United Nations Children's Fund,0,0,0,0,0,0,1,Multilateral,Africa,ZW,ZW,Zimbabwe,1.0,72010,1.0
2009/2010,0,2,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,2,Uncoded: Pre-APP,0.0,MIO United Nations,101391.1675,1001295,1,Bio-diversity,Terminating,MID International Organizations,United Nations Convention to Combat Desertification,0,0,1,0,0,0,0,Multilateral,Africa,X1,X1,Africa MC,0.3334,41030,1.0
2009/2010,0,1,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,2,Uncoded: Pre-APP,0.0,MIO United Nations,101360.7562,1001295,1,Bio-diversity,Terminating,MID International Organizations,United Nations Convention to Combat Desertification,0,0,1,0,0,0,0,Multilateral,America,X2,X2,Americas MC,0.3333,41030,1.0
2009/2010,0,3,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,2,Uncoded: Pre-APP,0.0,MIO United Nations,101360.7562,1001295,1,Bio-diversity,Terminating,MID International Organizations,United Nations Convention to Combat Desertification,0,0,1,0,0,0,0,Multilateral,Asia,X3,X3,Asia MC,0.3333,41030,1.0
2009/2010,0,2,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.0,MIO United Nations,456000.0,1003318,0,Business support services and institutions,Closed,MID International Organizations,ITC - International Trade Centre,0,0,0,0,0,0,0,Multilateral,Africa,X1,X1,Africa MC,0.6,25010,0.8
2009/2010,0,2,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.0,MIO United Nations,114000.0,1003318,0,Trade facilitation,Closed,MID International Organizations,ITC - International Trade Centre,0,0,0,0,0,0,0,Multilateral,Africa,X1,X1,Africa MC,0.6,33120,0.2
2009/2010,0,1,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.0,MIO United Nations,76000.0,1003318,0,Business support services and institutions,Closed,MID International Organizations,ITC - International Trade Centre,0,0,0,0,0,0,0,Multilateral,America,X2,X2,Americas MC,0.1,25010,0.8
2009/2010,0,1,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.0,MIO United Nations,19000.0,1003318,0,Trade facilitation,Closed,MID International Organizations,ITC - International Trade Centre,0,0,0,0,0,0,0,Multilateral,America,X2,X2,Americas MC,0.1,33120,0.2
2009/2010,0,3,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.0,MIO United Nations,190000.0,1003318,0,Business support services and institutions,Closed,MID International Organizations,ITC - International Trade Centre,0,0,0,0,0,0,0,Multilateral,Asia,X3,X3,Asia MC,0.25,25010,0.8
2009/2010,0,3,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.0,MIO United Nations,47500.0,1003318,0,Trade facilitation,Closed,MID International Organizations,ITC - International Trade Centre,0,0,0,0,0,0,0,Multilateral,Asia,X3,X3,Asia MC,0.25,33120,0.2
2009/2010,0,5,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.0,MIO United Nations,38000.0,1003318,0,Business support services and institutions,Closed,MID International Organizations,ITC - International Trade Centre,0,0,0,0,0,0,0,Multilateral,Europe,X4,X4,Europe MC,0.05,25010,0.8
2009/2010,0,5,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.0,MIO United Nations,9500.0,1003318,0,Trade facilitation,Closed,MID International Organizations,ITC - International Trade Centre,0,0,0,0,0,0,0,Multilateral,Europe,X4,X4,Europe MC,0.05,33120,0.2
2009/2010,0,2,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,1000000.0,1001721,0,Relief co-ordination; protection and support services,Closed,MHDInternational Humanitarian Assistance,WFP - World Food Programme,0,0,0,0,0,0,0,Multilateral,Africa,SD,SD,Sudan,1.0,72050,1.0
2009/2010,0,1,B5100,INTERNATIONAL NGO,0.0,MFM Global Issues and Development,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,10500000.0,1014662,0,Material relief assistance and services,Closed,MHDInternational Humanitarian Assistance,IFRC Appeals via CRCS,0,0,0,0,0,0,0,Civil Society,America,HT,HT,Haiti,1.0,72010,1.0
2009/2010,0,1,B5100,NGO,0.0,MFM Global Issues and Development,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,2800000.0,1000821,0,Material relief assistance and services,Terminating,MHDInternational Humanitarian Assistance,Canadian Red Cross Society,0,0,0,0,0,0,1,Civil Society,America,HT,HT,Haiti,1.0,72010,1.0
2009/2010,0,1,B5100,OTHER MULTILATERAL,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,3000000.0,1000089,0,Material relief assistance and services,Closed,MHDInternational Humanitarian Assistance,Int'l Organization for Migration,0,0,0,0,0,0,0,Multilateral,America,HT,HT,Haiti,1.0,72010,1.0
2009/2010,0,1,B5100,REGIONAL ORGANIZATION,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,1500000.0,1001300,0,Material relief assistance and services,Closed,MHDInternational Humanitarian Assistance,PAHO - Pan American Health Organization,0,0,0,0,0,0,1,Multilateral,America,HT,HT,Haiti,1.0,72010,1.0
2009/2010,0,1,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,15000000.0,1001302,0,Material relief assistance and services,Closed,MHDInternational Humanitarian Assistance,UNICEF - United Nations Children's Fund,0,0,0,0,0,0,1,Multilateral,America,HT,HT,Haiti,1.0,72010,1.0
2009/2010,0,1,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,1500000.0,1003586,0,Material relief assistance and services,Closed,MHDInternational Humanitarian Assistance,OCHA - Office for the Coordination of Humanitarian Affairs,0,0,0,0,0,0,1,Multilateral,America,HT,HT,Haiti,1.0,72010,1.0
2009/2010,0,1,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,33000000.0,1001721,0,Emergency food aid,Closed,MHDInternational Humanitarian Assistance,WFP - World Food Programme,0,0,0,0,0,0,1,Multilateral,America,HT,HT,Haiti,1.0,72040,1.0
2009/2010,0,1,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,1,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,500000.0,1003803,0,Material relief assistance and services,Closed,MHDInternational Humanitarian Assistance,UNFPA - United Nations Population Fund,0,0,0,0,0,0,3,Multilateral,America,HT,HT,Haiti,1.0,72010,1.0
2009/2010,0,1,B5100,NGO,0.0,MFM Global Issues and Development,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,1500000.0,1000517,0,Material relief assistance and services,Closed,MHDInternational Humanitarian Assistance,CARE Canada,0,0,0,0,0,0,0,Civil Society,America,HT,HT,Haiti,1.0,72010,1.0
2009/2010,0,1,B5100,VOLUNTEER SENDING AGENCY,0.0,MFM Global Issues and Development,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,1000000.0,1000838,0,Material relief assistance and services,Closed,MHDInternational Humanitarian Assistance,Oxfam-Qu�bec,0,0,0,0,0,0,0,Civil Society,America,HT,HT,Haiti,1.0,72010,1.0
2009/2010,0,1,B5100,INTERNATIONAL NGO,0.0,MFM Global Issues and Development,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,2100000.0,1000285,0,Material relief assistance and services,Closed,MHDInternational Humanitarian Assistance,Save the Children Canada,0,0,0,0,0,0,0,Civil Society,America,HT,HT,Haiti,1.0,72010,1.0
2009/2010,0,1,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,10000000.0,1001721,0,Material relief assistance and services,Terminating,MHDInternational Humanitarian Assistance,WFP - World Food Programme,0,0,0,0,0,0,0,Multilateral,America,HT,HT,Haiti,1.0,72010,1.0
2009/2010,0,1,B5100,NGO,0.0,MFM Global Issues and Development,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,1000000.0,1002364,0,Material relief assistance and services,Closed,MHDInternational Humanitarian Assistance,M�decins du Monde Canada,0,0,0,0,0,0,0,Civil Society,America,HT,HT,Haiti,1.0,72010,1.0
2009/2010,0,1,B5100,NGO,0.0,MFM Global Issues and Development,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,1500000.0,1001218,0,Material relief assistance and services,Closed,MHDInternational Humanitarian Assistance,World Vision Canada,0,0,0,0,0,0,0,Civil Society,America,HT,HT,Haiti,1.0,72010,1.0
2009/2010,0,1,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,250000.0,1001304,0,Material relief assistance and services,Closed,MHDInternational Humanitarian Assistance,UNDP - United Nations Development Programme,0,0,0,0,0,0,0,Multilateral,America,HT,HT,Haiti,1.0,72010,1.0
2009/2010,0,1,B5100,VOLUNTEER SENDING AGENCY,0.0,MFM Global Issues and Development,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,900000.0,1000973,0,Material relief assistance and services,Closed,MHDInternational Humanitarian Assistance,CECI Centre d'�tude et de coop�ration,0,0,0,0,0,0,1,Civil Society,America,HT,HT,Haiti,1.0,72010,1.0
2009/2010,0,2,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,1,1,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,1.0,*Peace Building Fund Section,4750000.0,1001304,1,Participation in international peacekeeping operations,Closed,MHDInternational Humanitarian Assistance,UNDP - United Nations Development Programme,1,0,0,1,1,0,1,Multilateral,Africa,X1,X1,Africa MC,0.95,15230,1.0
2009/2010,0,1,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,1,1,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,1.0,*Peace Building Fund Section,250000.0,1001304,1,Participation in international peacekeeping operations,Closed,MHDInternational Humanitarian Assistance,UNDP - United Nations Development Programme,1,0,0,1,1,0,1,Multilateral,America,X2,X2,Americas MC,0.05,15230,1.0
2009/2010,0,1,B5100,NGO,0.0,MFM Global Issues and Development,0,0,0,0,Canadian Non-Profit Making,0,Uncoded: Pre-APP,0.0,MHI International Humanitarian Assis ops,2000000.0,1000821,0,Material relief assistance and services,Closed,MHDInternational Humanitarian Assistance,Canadian Red Cross Society,0,0,0,0,0,0,0,Civil Society,America,HT,HT,Haiti,1.0,72010,1.0
2009/2010,0,2,B5100,OTHER MULTILATERAL,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,1,Uncoded: Pre-APP,0.0,MSF Food Security,799240.0,1003873,0,Agricultural policy and administrative management,Closed,MSD Food Security and Environment,CGIAR - Consultative Group on International Agricultural Research,0,1,1,0,0,0,1,Multilateral,Africa,X1,X1,Africa MC,0.52,31110,0.1
2009/2010,0,2,B5100,OTHER MULTILATERAL,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,1,Uncoded: Pre-APP,0.0,MSF Food Security,7193160.0,1003873,0,Agricultural research,Closed,MSD Food Security and Environment,CGIAR - Consultative Group on International Agricultural Research,0,1,1,0,0,0,1,Multilateral,Africa,X1,X1,Africa MC,0.52,31182,0.9
2009/2010,0,1,B5100,OTHER MULTILATERAL,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,1,Uncoded: Pre-APP,0.0,MSF Food Security,184440.0,1003873,0,Agricultural policy and administrative management,Closed,MSD Food Security and Environment,CGIAR - Consultative Group on International Agricultural Research,0,1,1,0,0,0,1,Multilateral,America,X2,X2,Americas MC,0.12,31110,0.1
2009/2010,0,1,B5100,OTHER MULTILATERAL,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,1,Uncoded: Pre-APP,0.0,MSF Food Security,1659960.0,1003873,0,Agricultural research,Closed,MSD Food Security and Environment,CGIAR - Consultative Group on International Agricultural Research,0,1,1,0,0,0,1,Multilateral,America,X2,X2,Americas MC,0.12,31182,0.9
2009/2010,0,3,B5100,OTHER MULTILATERAL,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,1,Uncoded: Pre-APP,0.0,MSF Food Security,553320.0,1003873,0,Agricultural policy and administrative management,Closed,MSD Food Security and Environment,CGIAR - Consultative Group on International Agricultural Research,0,1,1,0,0,0,1,Multilateral,Asia,X3,X3,Asia MC,0.36,31110,0.1
2009/2010,0,3,B5100,OTHER MULTILATERAL,0.0,MFM Global Issues and Development,0,0,0,0,Foreign Non-Profit Making,1,Uncoded: Pre-APP,0.0,MSF Food Security,4979880.0,1003873,0,Agricultural research,Closed,MSD Food Security and Environment,CGIAR - Consultative Group on International Agricultural Research,0,1,1,0,0,0,1,Multilateral,Asia,X3,X3,Asia MC,0.36,31182,0.9
2009/2010,0,2,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,2,1,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,1.0,MNC MNCH & Nutrition,280000.0,1001302,1,Basic health care,Terminating,MND Health&Nutrition,UNICEF - United Nations Children's Fund,1,0,0,1,1,1,1,Multilateral,Africa,X1,X1,Africa MC,0.7,12220,0.1
2009/2010,0,2,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,2,1,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,1.0,MNC MNCH & Nutrition,1960000.0,1001302,1,Basic health infrastructure,Terminating,MND Health&Nutrition,UNICEF - United Nations Children's Fund,1,0,0,1,1,1,1,Multilateral,Africa,X1,X1,Africa MC,0.7,12230,0.7
2009/2010,0,2,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,2,1,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,1.0,MNC MNCH & Nutrition,560000.0,1001302,1,Health personnel development,Terminating,MND Health&Nutrition,UNICEF - United Nations Children's Fund,1,0,0,1,1,1,1,Multilateral,Africa,X1,X1,Africa MC,0.7,12281,0.2
2009/2010,0,3,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,2,1,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,1.0,MNC MNCH & Nutrition,120000.0,1001302,1,Basic health care,Terminating,MND Health&Nutrition,UNICEF - United Nations Children's Fund,1,0,0,1,1,1,1,Multilateral,Asia,X3,X3,Asia MC,0.3,12220,0.1
2009/2010,0,3,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,2,1,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,1.0,MNC MNCH & Nutrition,840000.0,1001302,1,Basic health infrastructure,Terminating,MND Health&Nutrition,UNICEF - United Nations Children's Fund,1,0,0,1,1,1,1,Multilateral,Asia,X3,X3,Asia MC,0.3,12230,0.7
2009/2010,0,3,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,2,1,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,1.0,MNC MNCH & Nutrition,240000.0,1001302,1,Health personnel development,Terminating,MND Health&Nutrition,UNICEF - United Nations Children's Fund,1,0,0,1,1,1,1,Multilateral,Asia,X3,X3,Asia MC,0.3,12281,0.2
2009/2010,0,2,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,2,1,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,1.0,MNC MNCH & Nutrition,35000.0,1003693,1,Basic health care,Terminating,MND Health&Nutrition,WHO - World Health Organization,1,0,0,1,1,1,1,Multilateral,Africa,X1,X1,Africa MC,0.7,12220,0.1
2009/2010,0,2,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,2,1,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,1.0,MNC MNCH & Nutrition,245000.0,1003693,1,Basic health infrastructure,Terminating,MND Health&Nutrition,WHO - World Health Organization,1,0,0,1,1,1,1,Multilateral,Africa,X1,X1,Africa MC,0.7,12230,0.7
2009/2010,0,2,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,2,1,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,1.0,MNC MNCH & Nutrition,70000.0,1003693,1,Health personnel development,Terminating,MND Health&Nutrition,WHO - World Health Organization,1,0,0,1,1,1,1,Multilateral,Africa,X1,X1,Africa MC,0.7,12281,0.2
2009/2010,0,3,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,2,1,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,1.0,MNC MNCH & Nutrition,15000.0,1003693,1,Basic health care,Terminating,MND Health&Nutrition,WHO - World Health Organization,1,0,0,1,1,1,1,Multilateral,Asia,X3,X3,Asia MC,0.3,12220,0.1
2009/2010,0,3,B5100,UNITED NATIONS,0.0,MFM Global Issues and Development,0,2,1,0,Foreign Non-Profit Making,0,Uncoded: Pre-APP,1.0,MNC MNCH & Nutrition,105000.0,1003693,1,Basic health infrastructure,Terminating,MND Health&Nutrition,WHO - World Health Organization,1,0,0,1,1,1,1,Multilateral,Asia,X3,X3,Asia MC,0.3,12230,0.7
