assays_assay_id,assays_tid,assays_assay_test_type,assays_bao_format,assays_cell_id,assays_assay_cell_type,assays_description,assays_assay_category,assays_src_assay_id,assays_relationship_type,assays_curated_by,assays_assay_type,assays_assay_tax_id,assays_chembl_id,assays_variant_id,assays_tissue_id,assays_assay_tissue,assays_assay_subcellular_fraction,assays_confidence_score,assays_src_id
2128,104826,,BAO_0000019,,,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,,,D,Autocuration,B,10090.0,CHEMBL617212,,,,,5,1
2129,104784,,BAO_0000224,,,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin,,,H,Autocuration,B,9823.0,CHEMBL617213,,,,,4,1
2130,104784,,BAO_0000224,,,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin with 10 uM prazosin,,,H,Autocuration,B,9823.0,CHEMBL617214,,,,,4,1
2131,22226,,BAO_0000221,,,Compound was tested in vitro for its ability to compete with [3H]-ketanserin at 5-hydroxytryptamine 2 receptor in porcine brain homogenate,,,U,Autocuration,B,,CHEMBL617215,,,,,0,1
2132,22226,,BAO_0000221,,,In vitro for its ability to displace [3H]- ketanserin from 5-hydroxytryptamine 2 receptor in porcine brain homogenate,,,U,Autocuration,B,,CHEMBL617216,,,,,0,1
2133,17005,,BAO_0000357,,,Ability to displace the radioligand [3H]mesulergine from pig choroid plexus 5-hydroxytryptamine 2 receptor,,,H,Autocuration,B,9823.0,CHEMBL617217,,,,,8,1
2134,104686,,BAO_0000019,,,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,,,H,Autocuration,B,,CHEMBL617218,,,,,4,1
2135,104686,,BAO_0000019,,,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,,,H,Autocuration,B,,CHEMBL872913,,,,,4,1
2136,104826,,BAO_0000019,,,Binding affinity against 5-hydroxytryptamine 2 receptor from rat cortical synaptosomal membrane using radioligand [3H]ketanserin.,,,H,Autocuration,B,,CHEMBL617219,,,,,4,1
2137,104686,,BAO_0000224,,,Evaluated for binding activity against [3H]ketanserin as radioligand for 5-hydroxytryptamine 2 receptor,,,H,Autocuration,B,,CHEMBL873482,,,,,4,1
2138,104686,,BAO_0000019,,,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; ND means no data,,,D,Autocuration,B,10116.0,CHEMBL617220,,,,,5,1
2139,104686,,BAO_0000019,,,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein.,,,H,Autocuration,B,,CHEMBL617221,,,,,4,1
2140,104686,,BAO_0000019,,,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; no appreciable 5-HT2 receptor affinity,,,H,Autocuration,B,,CHEMBL617222,,,,,4,1
2141,104686,,BAO_0000019,,,Antagonistic activity against (5-hydroxytryptamine 2 receptor) serotonin-induced contractions in the rat jugular vein,,,H,Autocuration,F,,CHEMBL875906,,,,,4,1
2142,104686,,BAO_0000019,,,Binding affinity to the 5-hydroxytryptamine 2 receptor assayed by antagonism of serotonin-induced contractions in the rat jugular vein,,,H,Autocuration,B,,CHEMBL617223,,,,,4,1
2143,104686,,BAO_0000224,,,Binding affinity against serotonin 5-hydroxytryptamine 2 receptor,,,H,Autocuration,B,,CHEMBL617224,,,,,4,1
2144,104686,,BAO_0000224,,,Percent decrease in 5-hydroxytryptamine 2 receptor binding using ketanserin,,,D,Autocuration,B,10116.0,CHEMBL617225,,,,,5,1
2145,104686,,BAO_0000224,,,Tested for the effect on binding at 5-hydroxytryptamine 2 receptor; No activity,,,H,Autocuration,B,,CHEMBL617226,,,,,4,1
2146,104686,,BAO_0000224,,,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.4 nM dose of [3H]- spiperone as a radioligand.,,,H,Autocuration,B,,CHEMBL617227,,,,,4,1
2147,104686,,BAO_0000224,,,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.6 nM dose of [3H]- spiperone as a radioligand.,,,H,Autocuration,B,,CHEMBL617228,,,,,4,1
2148,104686,,BAO_0000224,,,Compound was tested for its effect on 5-hydroxytryptamine 2 receptor saturation analysis,,,H,Autocuration,B,,CHEMBL617229,,,,,4,1
2149,104686,,BAO_0000224,,,Concentration necessary to achieve half maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 1 uM,,,H,Autocuration,B,,CHEMBL617230,,,,,4,1
2150,104686,,BAO_0000224,,,"Concentration necessary to achieve half maximal inhibition of [3H]ketanserin, binds to 5-hydroxytryptamine 2 receptor at 1 uM",,,H,Autocuration,B,,CHEMBL617231,,,,,4,1
2151,104686,,BAO_0000224,,,Compound was tested for the inhibition of quipazine binding at 5-HT2 receptor,,,H,Autocuration,B,,CHEMBL617232,,,,,4,1
2152,104686,,BAO_0000224,,,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor,,,H,Autocuration,B,,CHEMBL617233,,,,,4,1
2153,104686,,BAO_0000224,,,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor; NT=Not tested,,,H,Autocuration,B,,CHEMBL617234,,,,,4,1
2154,104686,,BAO_0000019,,,Compound was tested for the inhibition of quipazine induced head twitches in rats,,,H,Autocuration,F,,CHEMBL617235,,,,,4,1
2155,104686,,BAO_0000019,,,Compound was tested for the inhibition of quipazine induced head twitches in rats; NT=Not tested,,,H,Autocuration,F,,CHEMBL617236,,,,,4,1
2156,104686,,BAO_0000221,,,Ability to bind at 5-hydroxytryptamine 2 receptor of rat hippocampus by displacing [3H]spiperone,,,H,Autocuration,B,,CHEMBL617237,,10000000.0,Hippocampus,,4,1
2157,104686,,BAO_0000221,,,Ability to bind at serotonin 5-hydroxytryptamine 2 receptors of rat hippocampus by displacing [3H]spiperone,,,H,Autocuration,B,,CHEMBL617238,,10000000.0,Hippocampus,,4,1
2158,104686,,BAO_0000221,,,Displacement of [3H]spiroperidol from 5-hydroxytryptamine 2 receptor in rat brain,,,D,Autocuration,B,10116.0,CHEMBL617239,,955.0,Brain,,5,1
2159,104686,,BAO_0000019,,,Ability to inhibit binding of [3H]KET to 5-hydroxytryptamine 2 receptor in rat cortex,,,H,Autocuration,B,,CHEMBL617240,,,,,4,1
2160,104686,,BAO_0000249,,,Ability to inhibit binding of titreated spiperone to 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,,,H,Autocuration,B,,CHEMBL617241,,,,Membranes,4,1
2161,104686,,BAO_0000249,,,Ability to inhibit binding of titreated spiperone to the 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,,,H,Autocuration,B,,CHEMBL875907,,,,Membranes,4,1
2162,104686,,BAO_0000019,,,Affinity for 5-hydroxytryptamine 2 receptor binding sites by its ability to displace [3H]spiperone from rat frontal cortex.,,,H,Autocuration,B,,CHEMBL617242,,,,,4,1
2163,104686,,BAO_0000019,,,Antagonistic activity against 5-hydroxytryptamine 2 receptor on rat frontal cortex membrane.,,,H,Autocuration,F,,CHEMBL617152,,,,,4,1
2164,104686,,BAO_0000221,,,Binding affinity against serotonin-2 receptor in rat brain using [3H]spiroperidol,,,D,Autocuration,B,10116.0,CHEMBL617153,,955.0,Brain,,5,1
2165,104686,,BAO_0000249,,,Binding affinity at 5-hydroxytryptamine 2 receptor by the inhibition of binding to [3H]ketanserin in rat cortical membranes,,,D,Autocuration,B,10116.0,CHEMBL617154,,,,Membranes,5,1
2166,104686,,BAO_0000221,,,Binding affinity against 5-hydroxytryptamine 2 receptor in rat brain using [3H]ketanserin as radioligand,,,H,Autocuration,B,,CHEMBL617155,,955.0,Brain,,4,1
2167,104686,,BAO_0000019,,,5-hydroxytryptamine 2 receptor antagonistic activity on the rat tail artery determined by Schild plot.,,,H,Autocuration,F,,CHEMBL617156,,,,,4,1
2168,104686,,BAO_0000019,,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-HT2 receptor in rat thoracic aortic strips,,,H,Autocuration,F,,CHEMBL617157,,,,,4,1
2169,104686,,BAO_0000019,,,In vitro antagonistic activity tested against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,,H,Autocuration,F,,CHEMBL617158,,,,,4,1
2170,104686,,BAO_0000019,,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,,,H,Autocuration,F,,CHEMBL617159,,,,,4,1
2171,104686,,BAO_0000019,,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,,,H,Autocuration,F,,CHEMBL617160,,,,,4,1
2172,104686,,BAO_0000019,,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,,H,Autocuration,F,,CHEMBL858113,,,,,4,1
2173,104686,,BAO_0000220,,,Tested for 5-hydroxytryptamine 2 receptor binding ability by displacement of [3H]spiperone from rat brain frontal cortex synaptosomes,,,H,Autocuration,B,,CHEMBL617247,,955.0,Brain,,4,1
2174,104686,,BAO_0000019,,,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex using [3H]ketanserin as radioligand,,,H,Autocuration,B,,CHEMBL617248,,,,,4,1
2175,104686,,BAO_0000249,,,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,,,H,Autocuration,B,,CHEMBL617249,,955.0,Brain,,4,1
2176,104686,,BAO_0000019,,,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex,,,H,Autocuration,B,,CHEMBL617250,,,,,4,1
2177,104686,,BAO_0000019,,,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex using [3H]ketanserin as radioligand,,,H,Autocuration,B,,CHEMBL617251,,,,,4,1
2178,104686,,BAO_0000019,,,isplacement of [3H]DOB from rat cortex homogenate 5-hydroxytryptamine 2 receptor,,,D,Autocuration,B,10116.0,CHEMBL617252,,,,,5,1
2179,104686,,BAO_0000019,,,Binding affinity of 5-hydroxytryptamine 2 receptor using [3H]- ketanserin in rat frontal cortex,,,H,Autocuration,B,,CHEMBL617006,,,,,4,1
2180,104686,,BAO_0000019,,,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin in rat frontal cortex,,,H,Autocuration,B,,CHEMBL617007,,,,,4,1
2181,104686,,BAO_0000019,,,"5-hydroxytryptamine 2 receptor antagonistic activity at concentrations of<br>3,10 and 30 uM on the rat tail artery.",,,H,Autocuration,F,,CHEMBL617008,,,,,4,1
2182,104686,,BAO_0000019,,,Binding affinity for 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- ketanserin,,,H,Autocuration,B,,CHEMBL617009,,,,,4,1
2183,104686,,BAO_0000224,,,Binding affinity against 5-hydroxytryptamine 2 receptor in serotonin-induced contraction of the rat aorta,,,D,Autocuration,B,10116.0,CHEMBL617010,,,,,5,1
2184,104686,,BAO_0000019,,,Displacement of [3H]ketanserin from rat brain 5-hydroxytryptamine 2 receptor,,,D,Autocuration,B,10116.0,CHEMBL857978,,,,,5,1
2185,104686,,BAO_0000019,,,Displacement of [3H]ketanserin from rat brain 5-hydroxytryptamine 2 receptor,,,D,Autocuration,B,10116.0,CHEMBL617011,,,,,5,1
2186,104686,,BAO_0000019,,,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat frontal cortex homogenate,,,D,Autocuration,B,10116.0,CHEMBL617012,,,,,5,1
2187,104686,,BAO_0000224,,,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]-ketanserin as radioligand.,,,H,Autocuration,B,,CHEMBL617013,,,,,4,1
2188,104686,,BAO_0000249,,,Binding affinity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]ketanserin in rat cerebral cortex membrane,,,H,Autocuration,B,,CHEMBL617014,,,,,4,1
2189,104686,,BAO_0000019,,,Compound was evaluated for its ability to displace [3H]ketanserin binding from cloned rat cerebral cortex membranes 5-hydroxytryptamine 2 receptor,,,H,Autocuration,B,,CHEMBL617015,,,,,4,1
2190,104686,,BAO_0000019,,,In vitro binding affinity to 5-hydroxytryptamine 2 receptor of rat cerebral cortex membranes using [3H]ketanserin as the radioligand,,,H,Autocuration,B,,CHEMBL617016,,,,,4,1
2191,104686,,BAO_0000224,,,pKi value for 5-hydroxytryptamine 2 receptor binding site,,,H,Autocuration,B,,CHEMBL617017,,,,,4,1
2192,104686,,BAO_0000221,,,Inhibitory constant (1 uM) was measured on 5-hydroxytryptamine 2 receptor/uptake using [3H]- ketanserin as radioligand in rat brain cortex.,,,H,Autocuration,B,,CHEMBL617018,,955.0,Brain,,4,1
2193,104686,,BAO_0000019,,,5-hydroxytryptamine 2 receptor antagonistic activity on the rat tail artery determined by Schild plot.,,,H,Autocuration,F,,CHEMBL617019,,,,,4,1
2194,105075,,BAO_0000019,,,Binding affinity at 5-hydroxytryptamine 2 receptor determined using [125I]- DOI as radioligand in rat frontal cortex,,,H,Autocuration,B,,CHEMBL617020,,,,,4,1
2195,105075,,BAO_0000019,,,Binding affinity at 5-hydroxytryptamine 2 receptor was determined using [125I]- DOI as radioligand in rat frontal cortex,,,H,Autocuration,B,,CHEMBL617021,,,,,4,1
2196,105075,,BAO_0000019,,,Binding affinity at [3H]DOB labeled sites of 5-hydroxytryptamine 2 receptor determined using [125I]- DOI as radioligand in rat frontal cortex,,,H,Autocuration,B,,CHEMBL617022,,,,,4,1
2197,105075,,BAO_0000019,,,Binding affinity at [3H]DOB labeled sites of 5-hydroxytryptamine 2 receptor was determined using [125I]- DOI as radioligand in rat frontal cortex,,,H,Autocuration,B,,CHEMBL617023,,,,,4,1
2198,105075,,BAO_0000019,,,Binding affinity at [3H]KET labeled sites of 5-hydroxytryptamine 2 receptor determined using [125I]- DOI as radioligand in rat frontal cortex,,,H,Autocuration,B,,CHEMBL617024,,,,,4,1
2199,105075,,BAO_0000019,,,Binding affinity at [3H]KET labeled sites of 5-hydroxytryptamine 2 receptor was determined using [125I]- DOI as radioligand in rat frontal cortex,,,H,Autocuration,B,,CHEMBL617025,,,,,4,1
2200,105075,,BAO_0000224,,,Hill coefficient of compound was determined,,,H,Autocuration,B,,CHEMBL617026,,,,,4,1
2201,22226,,BAO_0000019,,,Ancillary Binding affinity towards rat 5-hydroxytryptamine 2 receptor,,,U,Autocuration,B,,CHEMBL617027,,,,,0,1
2202,104686,,BAO_0000019,,,Ability to displace the radioligand [3H]5-carboximidotryptamine ([3H]-ketanserin) from 5-hydroxytryptamine 2 receptor of rat cerebral cortex membrane,,,D,Autocuration,B,10116.0,CHEMBL617028,,,,,5,1
2203,12687,,BAO_0000019,,,Binding affinity against rat 5-hydroxytryptamine 2 receptor in rat cerebral cortex tissue using [3H]spiperone as radioligand,,,H,Expert,B,,CHEMBL617029,,,,,8,1
2204,12687,,BAO_0000019,,,Binding affinity against rat 5-hydroxytryptamine 2 receptor in rat cerebral cortex tissue using [3H]spiperone as radioligand; IA-Inactive,,,H,Expert,B,,CHEMBL875908,,,,,8,1
2205,12687,,BAO_0000357,,,Affinity at 5-hydroxytryptamine 2 receptor (For ketanserin = Ki(nM)= 0.7+/-0.09),,,H,Autocuration,B,,CHEMBL617030,,,,,8,1
2206,12687,,BAO_0000019,,,Affinity at 5-hydroxytryptamine 2 receptor from rat frontal cortex using [3H]ketanserin as radioligand (For ketanserin = Ki(nM)=0.7+/-0.09),,,H,Autocuration,B,,CHEMBL617031,,,,,8,1
2207,12687,,BAO_0000019,,,Binding affinity for 5-hydroxytryptamine 2 receptor of rat cortical membrane using [3H]DOB radioligand,,,H,Autocuration,B,,CHEMBL617032,,,,,8,1
2208,104686,,BAO_0000224,,,Tested in vitro for receptor binding affinity against 5-hydroxytryptamine 2 receptor using radioligand [3H]ketanserin,,,D,Autocuration,B,10116.0,CHEMBL617033,,,,,5,1
2209,104686,,BAO_0000224,,,"Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- 1-(4-bromo-2,5-dimethoxy-phenyl)-2-aminopropane (D) as radioligand",,,H,Autocuration,B,,CHEMBL617034,,,,,4,1
2210,104686,,BAO_0000224,,,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- ketanserin as radioligand,,,H,Autocuration,B,,CHEMBL617035,,,,,4,1
2211,104686,,BAO_0000019,,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",,,H,Autocuration,B,,CHEMBL617036,,,,,4,1
2212,104784,,BAO_0000224,,,Inhibitory concentration against 5-hydroxytryptamine 2 receptor,,,H,Autocuration,B,,CHEMBL617037,,,,,4,1
2213,22226,,BAO_0000219,,,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 2 receptor from mammalian clones expressed in CHO cell membranes using [3H]-ketanserin as radioligand,,,U,Autocuration,B,,CHEMBL617038,,,,,0,1
2214,104784,,BAO_0000219,,,"Binding affinity towards 5-hydroxytryptamine 2 receptor expressed in CHO cell membranes using [3H]ketanserin (60 Ci/mmol, 1 nM)",,,H,Autocuration,B,,CHEMBL617039,,,,,4,1
2215,104784,,BAO_0000224,,,Compound was tested for binding affinity against 5-hydroxytryptamine 2 receptor,,,H,Autocuration,B,,CHEMBL617161,,,,,4,1
2216,104784,,BAO_0000224,,,Compound was tested for inhibitory activity against 5-hydroxytryptamine 2 receptor,,,H,Autocuration,B,,CHEMBL617162,,,,,4,1
2217,104784,,BAO_0000224,,,Compound was tested for its affinity towards 5-hydroxytryptamine 2 receptor,,,H,Autocuration,B,,CHEMBL617163,,,,,4,1
2218,104784,,BAO_0000224,,,Tested for binding affinity for 5-hydroxytryptamine 2 receptor,,,H,Autocuration,B,,CHEMBL617164,,,,,4,1
2219,104784,,BAO_0000249,,,The compound was evaluated for its ability to displace [3H]ketanserin from 5-hydroxytryptamine 2 receptor in cellular brain membranes,,,H,Autocuration,B,,CHEMBL617165,,,,Brain membranes,4,1
2220,104784,,BAO_0000224,,,Compound was measured for its binding affinity at 5-hydroxytryptamine 2 receptor at a concentration of 10 uM using [3H]ketanserin as radioligand,,,H,Autocuration,B,,CHEMBL617166,,,,,4,1
2221,104784,,BAO_0000224,,,Binding affinity towards 5-HT2 receptor,,,H,Autocuration,B,,CHEMBL617167,,,,,4,1
2222,104784,,BAO_0000224,,,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor,,,H,Autocuration,B,,CHEMBL872912,,,,,4,1
2223,104784,,BAO_0000224,,,Compound was evaluated for 5-hydroxytryptamine 2 receptor binding,,,H,Autocuration,B,,CHEMBL617168,,,,,4,1
2224,104686,,BAO_0000224,,,In vitro binding affinity against rat 5-hydroxytryptamine 2 receptor.,,,H,Autocuration,B,,CHEMBL617169,,,,,4,1
2225,104784,,BAO_0000224,,,In vitro binding affinity for 5-hydroxytryptamine 2 receptor,,,H,Autocuration,B,,CHEMBL617170,,,,,4,1
2226,104784,,BAO_0000224,,,The compound was tested for binding affinity against 5-hydroxytryptamine 2 receptor using ketanserin as radioligand,,,H,Autocuration,B,,CHEMBL617171,,,,,4,1
2227,104784,,BAO_0000224,,,Binding affinity for 5-hydroxytryptamine 2 receptor was determined,,,H,Autocuration,B,,CHEMBL617172,,,,,4,1
2228,104784,,BAO_0000224,,,In vitro binding affinity for 5-hydroxytryptamine 2 receptor,,,H,Autocuration,B,,CHEMBL617173,,,,,4,1
2229,22226,,BAO_0000019,,,In Vitro binding affinity for 5-hydroxytryptamine 2 receptor,,,U,Autocuration,B,,CHEMBL617174,,,,,0,1
2230,104784,,BAO_0000224,,,5-hydroxytryptamine 2 receptor binding affinity,,,H,Autocuration,B,,CHEMBL617175,,,,,4,1
2231,17005,,BAO_0000357,,,Binding affinity against 5-hydroxytryptamine 2 receptor was determined using [ [3H]spiperone radioligand,,,H,Autocuration,B,,CHEMBL617176,,,,,8,1
2232,17005,,BAO_0000357,,,Compound was tested for the binding affinity against 5-hydroxytryptamine 2 receptor by using [3H]ketanserin as radioligand,,,H,Autocuration,B,,CHEMBL617177,,,,,8,1
2233,104784,,BAO_0000224,,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 10e-5 M,,,H,Autocuration,B,,CHEMBL617178,,,,,4,1
2234,104784,,BAO_0000224,,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of central nervous system,,,H,Autocuration,B,,CHEMBL617179,,,,,4,1
2235,104784,,BAO_0000224,,,Ketanserin binding to 5-hydroxytryptamine 2 receptor at 10e-5 M,,,H,Autocuration,B,,CHEMBL617180,,,,,4,1
