assay_id,assay_subcellular_fraction,assay_strain,assay_test_type,assay_tax_id,tissue_id,src_assay_id,variant_id,tid,assay_category,src_id,doc_id,description,assay_type,assay_organism,assay_tissue,assay_cell_type
1941,,,In vitro,,,,,104686,,1,13427,Binding affinity of [3H]ketanserin towards 5-hydroxytryptamine 2 receptor in cloned mammalian receptor expressed in cultured cells or from rat whole brain.,B,,,
1942,,,,,,,,104686,,1,9443,Binding affinity towards 5-hydroxytryptamine 2 receptor,B,,,
1943,,,,,,,,104686,,1,9443,Binding affinity towards 5-hydroxytryptamine 2 receptor at 1.0 uM concentration,B,,,
1944,,,,,,,,104686,,1,11825,In vitro binding affinity towards the 5-hydroxytryptamine 2 receptor at 10 e-6 M,B,,,
1945,Membranes,,,,,,,104686,,1,12120,Percent inhibition of binding of 1.0 nM [3H]ketanserin to 5-hydroxytryptamine 2 receptor in rat cortical membranes at 10 e -5 M,B,,,
1946,Membranes,,,,,,,104686,,1,12120,Percent inhibition of binding of 1.0 nM [3H]-ketanserin to 5-hydroxytryptamine 2 receptor in rat cortical membranes at 10 e-5 M.,B,,,
1947,,,,,1515.0,,,104686,,1,11963,Tested for antagonistic activity against 5-hydroxytryptamine 2 receptor from rat thoracic aorta,F,,Thoracic aorta,
1948,,,,,,,,104686,,1,9069,Binding affinity for membrane-bound 5-hydroxytryptamine 2 receptor,B,,,
1949,,,,,,,,104686,,1,8868,Compound was tested for its effect on 5-hydroxytryptamine 2 receptor saturation analysis,B,,,
1950,,,,,,,,10624,,1,17200,Inhibitory constant against human 5-hydroxytryptamine 1B receptor using [3H]5-CT radioligand,B,,,
1951,,,,,,,,10624,,1,17200,Inhibitory constant against human 5-hydroxytryptamine 1D receptor using [3H]5-CT radioligand,B,,,
1952,,,,,,,,17106,,1,13969,Binding affinity against 5-hydroxytryptamine 1D receptor was measured using [3H]5-HT as radioligand,B,,,
1953,,,,,,,,17106,,1,13392,Binding affinity for 5-hydroxytryptamine 1D receptor,B,,,
1954,,,,,,,,17106,,1,1742,Compound was tested for its ability to displace [125I]GTI binding to 5-hydroxytryptamine 1D receptor recognition sites in pig caudate membranes,B,,,
1955,,,,,,,,17106,,1,1742,Compound was tested for its ability to displace [3H]-5-HT binding to 5-hydroxytryptamine 1D receptor recognition sites in pig caudate membranes,B,,,
1956,,,,,2435.0,,,17106,,1,14331,Binding affinity against 5-hydroxytryptamine 1D receptor using [3H]5-HT in pig striatum + frontalCortex,B,,Striatum,
1957,,,,,,,,17106,,1,12861,Relative agonist efficacy against 1 uM 5-hydroxytryptamine 1D receptor,F,,,
1958,,,,,,,,17106,,1,12861,Binding activity against 5-hydroxytryptamine 1D receptor from pig caudate membrane using [3H]5-HT as radioligand,B,,,
1959,,,,,,,,17106,,1,12861,Binding activity radioligand.,B,,,
1960,,,,,,,,17106,,1,12861,Binding activity against 5-hydroxytryptamine 2C receptor from human brain cortex using [3H]mesulergine as radioligand.,B,,,
1961,,,,,,,,17106,,1,12861,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,B,,,
1962,,,,,,,,17106,,1,12861,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand; NA Not Available,B,,,
1963,,,,,,,,17106,,1,675,Compound was tested for the displacement of [3H]-5-HT to 5-hydroxytryptamine 1D receptor recognition sites in pig caudate membranes,B,,,
1964,,,,,,,,17106,,1,12490,Displacement of [3H]5-HT binding to 5-hydroxytryptamine 1D receptor from pig caudate membrane,B,,,
1965,,,,,,,,17106,,1,11828,Displacement of radioligand [3H]5-HT binding to 5-hydroxytryptamine 1D receptor in pig caudate membrane,B,,,
1966,,,,,,,,17106,,1,11866,Binding affinity for 5-hydroxytryptamine 1D receptor in piglet caudate using [3H]5-HT,B,,,
1967,,,,9823.0,,,,105,,1,773,In Vitro Binding affinity againist 5-hydroxytryptamine 1D receptor by displacing [125I]GTI from pig caudate,B,Sus scrofa,,
1968,,,,9986.0,,,,105,,1,13047,The compound was tested for intrinsic activity against 5-HT1D receptor,B,Oryctolagus cuniculus,,
1969,,,,9986.0,,,,105,,1,13047,Intrinsic activity against 5-hydroxytryptamine 1 receptor using rabbit saphenous vein assay.,B,Oryctolagus cuniculus,,
1970,,,,9986.0,,,,105,,1,13047,The compound was tested for binding affinity against 5-HT1D receptor,B,Oryctolagus cuniculus,,
1971,,,,,,,,10578,,1,188,Tested for the effect on binding at 5-hydroxytryptamine 1D receptor; No activity,B,,,
1972,,,,,,,,10578,,1,10639,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1D receptor of rat substantia nigra,F,,,
1973,,,,,,,,10578,,1,12438,Inhibition of forskolin stimulated adenylate cyclase at 5-hydroxytryptamine 1D receptor,F,,,
1974,,,,,,,,10578,,1,12438,Binding affinity was measured against serotonin 5-hydroxytryptamine 1D receptor,B,,,
1975,,,,,,,,10578,,1,15854,Binding affinity towards 5-hydroxytryptamine 1D receptor in rat frontal cortex using [125I]iodocyanopindolol as radio-ligand.,B,,,
1976,,,,,,,,10578,,1,10394,Inhibitory activity against 5-hydroxytryptamine 1D receptor in rat cortical membranes using [3H]5-HT as a radioligand,B,,,
1977,,,,,,,,10578,,1,12092,The binding affinity was measured on 5-hydroxytryptamine 1D receptor using [3H]- serotonin as radioligand.,B,,,
1978,,,,,,,,10578,,1,3389,Binding affinity to 5-hydroxytryptamine 1D receptor in the rat forebrain by [3H]- SB-204269 displacement.,B,,,
1979,,,,,,,,105,,1,6011,Inhibition of binding towards 5-hydroxytryptamine 1D receptor at 100 nM concentration,B,,,
1980,,,,,,,,105,,1,4639,Compound was tested for binding affinity against 5-hydroxytryptamine 1D receptor,B,,,
1981,,,,,,,,105,,1,2474,Compound was measured for its binding affinity at 5-hydroxytryptamine 1D receptor at a concentration of 10 uM using [3H]5-HT as radioligand,B,,,
1982,,,,,,,,105,,1,5014,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1D receptor,B,,,
1983,,,,,,,,105,,1,17515,Binding affinity of compound towards serotonin 5-hydroxytryptamine 1D receptor; inactive at 10 uM,B,,,
1984,,,,,,,,105,,1,11866,Binding affinity for 5-hydroxytryptamine 1D receptor was determined,B,,,
1985,,,,,,,,105,,1,4687,Evaluated for the binding affinity against 5-hydroxytryptamine 1D receptor,B,,,
1986,,,,,,,,105,,1,12146,Tested against 5-hydroxytryptamine 1D receptor,B,,,
1987,,,,,,,,105,,1,10321,Binding affinity for 5-hydroxytryptamine 1D receptor was determined by using [3H]5-HT as radioligand,B,,,
1988,,,,,,,,105,,1,13267,Antagonistic binding affinity measured against 5-hydroxytryptamine 2A receptor (human clone expressed in 293 cells) using [3H]ketanserin as radioligand,B,,,HEK293
1989,,,,9606.0,,,,105,,1,1274,Binding affinity against 5-Hydroxytryptamine 1D receptor,B,Homo sapiens,,
1990,,,,,,,,105,,1,15250,,B,,,
1991,,,,,,,,106,,1,13706,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells.,B,,,CHO-K1
1992,,,,,,,,105,,1,13706,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells.,B,,,CHO-K1
1993,,,,,,,,105,,1,13706,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor alpha clones expressed in human embryonic kidney (HEK 293) cells line.,B,,,HEK293
1994,,,,,,,,105,,1,13706,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor alpha clones expressed in human embryonic kidney (HEK 293) cells line; NT= not tested,B,,,HEK293
1995,,,,,,,,105,,1,13047,Binding affinity against 5-hydroxytryptamine 1D receptor beta using rabbit saphenous vein assay.,B,,,
1996,,,,,,,,105,,1,13366,Binding affinity of compound against 5-HT1Dalpha Binding affinity of compound against 5-HT1D alpha receptors in human,B,,,
1997,,,,,,,,105,,1,13366,In vitro affinity human cloned 5-hydroxytryptamine 1D receptor alpha by [3H]5-HT displacement.,B,,,
1998,,,,,,,,105,,1,1558,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor alpha was determined,B,,,
1999,,,,,,,,105,,1,12902,"Binding affinity against 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells, using [3H]-5-HT as the radioligand.",B,,,CHO-K1
2000,,,,,,,,105,,1,13706,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells.,B,,,CHO-K1
2001,,,,,,,,105,,1,13706,Compound was tested for intrinsic efficacy against human 5-hydroxytryptamine 1D receptor alpha measured as the reduction of forskolin-stimulated cAMP.,F,,,
2002,,,,,,,,105,,1,13706,Compound was tested for intrinsic efficacy against human 5-hydroxytryptamine 1D receptor beta measured as the reduction of forskolin-stimulated cAMP.,F,,,
2003,,,,,,,,105,,1,14251,Compound was tested for its agonist activity against human 5-hydroxytryptamine 1D receptor alpha for comparison purpose.,F,,,
2004,,,,,,,,105,,1,14251,Compound was tested for its agonist activity against human recombinant 5-hydroxytryptamine 1D receptor alpha for comparison purpose.,F,,,
2005,,,,,,,,105,,1,14251,Compound was tested for its agonist activity against human recombinant 5-hydroxytryptamine 1D receptor alpha for comparison purpose.,F,,,
2006,,,,,,,,105,,1,13313,In vitro binding affinity towards 5-HT1D alpha receptor by using [3H]5-HT as radioligand,B,,,
2007,,,,,,,,105,,1,13313,In vitro binding affinity towards 5-hydroxytryptamine 1D receptor alpha by using [3H]5-HT as radioligand,B,,,
2008,,,,,,,,105,,1,13366,Selectivity towards 5-hydroxytryptamine 1D receptor beta to that of 5-hydroxytryptamine 1D receptor alpha,B,,,
2009,,,,,,,,105,,1,13051,Binding affinity to recombinant human 5-hydroxytryptamine 1D receptor alpha,B,,,
2010,,,,,,,,105,,1,12903,"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor alpha expressed in CHO cells, by using [3H]5-HT as radioligand",B,,,CHO
2011,,,,9606.0,,,,105,,1,12469,Binding affinity was measured on 5-hydroxytryptamine 1D receptor alpha in COS cells transfected with human 5-HT1D alpha gene labeled with [3H]5-HT,B,Homo sapiens,,
2012,,,,,,,,17106,,1,5619,Binding affinity (in vitro) against 5-hydroxytryptamine 1D receptor alpha using radio-ligand binding assay,B,,,
2013,,,,9986.0,,,,105,,1,13047,Binding affinity against 5-hydroxytryptamine 4 receptor using rabbit saphenous vein assay.,B,Oryctolagus cuniculus,,
2014,,,,,,,,105,,1,16633,Binding affinities against 5-hydroxytryptamine 1D receptor alpha,B,,,
2015,,,,,,,,105,,1,16633,Binding affinities towards 5-hydroxytryptamine 1D receptor alpha,B,,,
2016,,,,,,,,105,,1,16633,Binding affinities towards 5-hydroxytryptamine 1D receptor alpha,B,,,
2017,,,,,,,,105,,1,16633,Binding affinity towards 5-hydroxytryptamine 1D receptor alpha using [3H]8-OH-DPAT as radioligand,B,,,
2018,,,,,,,,105,,1,3269,Affinity against 5-hydroxytryptamine 1D receptor alpha,B,,,
2019,,,,,,,,105,,1,12409,Binding affinity against 5-hydroxytryptamine 1D receptor alpha,B,,,
2020,,,,,,,,106,,1,13706,Compound was tested for intrinsic efficacy against human 5-hydroxytryptamine 1D receptor beta measured as the reduction of forskolin-stimulated cAMP.,F,,,
2021,,,,,,,,106,,1,13706,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor beta clones expressed in human embryonic kidney (HEK 293) cells line.,B,,,HEK293
2022,,,,,,,,106,,1,13706,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor beta clones expressed in human embryonic kidney (HEK 293) cells line; NT= not tested,B,,,HEK293
2023,,,,,,,,106,,1,12903,"The compound was tested in vitro for binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor beta expressed in CHO cells, by using [3H]5-HT as radioligand",B,,,CHO
2024,,,,,,,,106,,1,13047,Binding affinity against 5-hydroxytryptamine 1D receptor beta using rabbit saphenous vein assay.,B,,,
2025,,,,,,,,106,,1,13366,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor beta,B,,,
2026,,,,,,,,106,,1,13366,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor beta,B,,,
2027,,,,,,,,106,,1,13366,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor beta,B,,,
2028,,,,,,,,106,,1,13366,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor beta was determined using [3H]8-OH-DPAT as radioligand,B,,,
2029,,,,,,,,106,,1,13366,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor was determined using [3H]8-OH-DPAT as radioligand,B,,,
2030,,,,,,,,106,,1,12469,Binding affinity was measured on 5-hydroxytryptamine 1D receptor beta in CHO cells transfected with human 5-HT1D beta gene labeled with [3H]5-HT,B,,,CHO
2031,,,,,,,,106,,1,13706,Compound was tested for binding affinity against cloned human 5-HT1D beta receptor expressed in CHO-K1 cells.,B,,,CHO-K1
2032,,,,,,,,106,,1,13706,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor beta expressed in CHO-K1 cells.,B,,,CHO-K1
2033,,,,,,,,106,,1,13706,Compound was tested for intrinsic efficacy against human 5-hydroxytryptamine 1D receptor beta measured as the reduction of forskolin-stimulated cAMP.,F,,,
2034,,,,,,,,106,,1,12902,"Binding affinity against 5-hydroxytryptamine 1D receptor beta expressed in CHO-K1 cells, using [3H]5-HT as the radioligand.",B,,,CHO-K1
2035,,,,,,,,105,,1,13051,Binding affinity for cloned human 5-hydroxytryptamine 1D receptor beta,B,,,
2036,,,,,,,,106,,1,12903,"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor beta expressed in CHO cells, by using [3H]5-HT as radioligand",B,,,CHO
2037,,,,,,,,105,,1,1558,Compound was tested for its ability inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1D receptor beta in CHO-K1 cells; value ranges from 0.24-0.55,F,,,CHO-K1
2038,,,,,,,,105,,1,1558,Compound was tested for its ability inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1D receptor beta in CHO-K1 cells; value ranges from 0.6-2.0,F,,,CHO-K1
2039,,,,,,,,105,,1,1558,Compound was tested for its ability inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1D receptor beta in CHO-K1 cells; value ranges from 2.8-6.5,F,,,CHO-K1
2040,,,,,,,,105,,1,1558,Compound was tested for its ability inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1D receptor beta in CHO-K1 cells; value ranges from 30-70,F,,,CHO-K1
2041,,,,,,,,105,,1,1558,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor beta was determined,B,,,
2042,,,,9986.0,,,,106,,1,13047,Binding affinity against 5-hydroxytryptamine 3 receptor using rabbit saphenous vein assay.,B,Oryctolagus cuniculus,,
2043,,,,,,,,105,,1,13313,In vitro binding affinity towards 5-hydroxytryptamine 1D receptor alpha by using [3H]-5-HT as radioligand,B,,,
2044,,,,,,,,105,,1,13313,In vitro binding affinity towards 5-hydroxytryptamine 1D receptor beta by using [3H]5-HT as radioligand,B,,,
2045,,,,,,,,105,,1,12409,Binding affinity against 5-hydroxytryptamine 1D receptor beta,B,,,
2046,,,,,,,,10618,,1,15250,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 1E receptor stably expressed in CHO cells,B,,,CHO
2047,,,,9606.0,,,,10618,,1,1348,Inhibitory activity against 5-hydroxytryptamine 1E receptor subtype,B,Homo sapiens,,
2048,,,,,,,,10618,,1,1348,Inhibitory activity against 5-hydroxytryptamine 1E receptor subtype; NA denotes data not available,B,,,
2049,,,,9606.0,,,,10618,,1,4234,Binding affinity to cloned human 5-hydroxytryptamine 1E receptor,B,Homo sapiens,,
2050,,,,,,,,10618,,1,16209,Binding affinity towards human 5-hydroxytryptamine 1E receptor was determined using [3H]5-HT as radioligand,B,,,
2051,,,,,,,,10618,,1,10444,Binding affinity was determined against 5-hydroxytryptamine 1E receptor in human cortical homogenate,B,,,
2052,,,,,,,,10618,,1,3935,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1E receptor,B,,,
2053,,,,,,,,10618,,1,15818,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 1E receptor,B,,,
2054,,,,,,,,10618,,1,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1E receptor,B,,,
2055,,,,9606.0,,,,10618,,1,12936,Binding affinity against human 5-hydroxytryptamine 1E receptor expressed in CHO cells,B,Homo sapiens,,CHO
2056,,,,,,,,10618,,1,6166,Binding affinity towards cloned human 5-hydroxytryptamine 1E receptor was determined,B,,,
2057,,,,,,,,10618,,1,15779,Binding affinity towards 5-hydroxytryptamine 1E receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,CHO
2058,,,,,,,,10618,,1,15779,Binding affinity towards human cloned 5-hydroxytryptamine 1E receptor in CHO cells using [3H]5-HT as radioligand.,B,,,CHO
2059,,,,,,,,10618,,1,15779,Binding affinity towards human cloned 5-hydroxytryptamine 1E receptor in CHO cells using [3H]5-HT as radioligand;ND means no data.,B,,,CHO
2060,,,,,,,,10618,,1,13181,Binding affinity was determined against 5-hydroxytryptamine 1D receptor,B,,,
2061,,,,,,,,10618,,1,4199,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1E receptor in CHO cells using [3H]5-HT as the radioligand,B,,,CHO
2062,,,,,,,,10618,,1,14875,Compound was tested for binding affinity against human 5-hydroxytryptamine 1E receptor,B,,,
2063,,,,,,,,10618,,1,15146,Compound was tested for its binding affinity against cloned human 5-hydroxytryptamine 1E receptor in CHO cells using [3H]-5-HT,B,,,CHO
2064,,,,,,,,10618,,1,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1E receptor in CHO using [3H]5-HT as a radioligand,B,,,
2065,,,,,,,,10618,,1,12146,Tested for binding affinity towards cloned human 5-hydroxytryptamine 1E receptor using [3H]5-HT as radioligand,B,,,
2066,,,,,,,,10618,,1,13267,The binding affinity (pKi) measured against 5-hydroxytryptamine 1E receptor (cloned human receptors in CHO cells) using [3H]5-HT1E as radioligand,B,,,CHO
2067,,,,,,,,10618,,1,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1E receptor in CHO cells using [3H]5-HT.,B,,,CHO
