Fiscal year,Division name,CFLI (marker),Maximum CIDA contribution (project-level),Youth issues (marker),Section name,Fund centre ID,ICT as a tool for development (marker),Bilateral aid (international marker),Urban issues (marker),Status,Amount spent,Knowledge for development (marker),Disability issues (marker),FSTC percent,Section ID,Branch name,Sector ID,Branch ID,Programming process (new),Biodiversity (marker),Desertification (marker),Continent name,Continent ID,CountryRegion percent,Sector percent,Organisation sub-class,Regional program (marker),Untied amount(Project-level budget),Enviromental sustainability (marker),Project number,Project Browser country ID,Fund centre name,Organisation type,Organisation ID,Division ID,IRTC percent,CIDA business delivery model (old),PBA type,Climate change adaptation (marker),Climate change mitigation (marker),Participatory development and good governance,Trade development (marker)
2009/2010,WWD West & Central Africa,0,362250.33,1,Central Africa & Great Lakes Program,4302,0,1,0,Closed,3309.8475,0,0,1.0,S4287,WGM Sub-Saharan Africa,31110,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.15,CONSULTANT,0,362250.33,0,A031269003,RW,Rwanda,Canadian Profit Making,Information not available,D4207,0.0,Directive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,362250.33,1,Central Africa & Great Lakes Program,4302,0,1,0,Closed,3309.8475,0,0,1.0,S4287,WGM Sub-Saharan Africa,31120,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.15,CONSULTANT,0,362250.33,0,A031269003,RW,Rwanda,Canadian Profit Making,Information not available,D4207,0.0,Directive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,19508987.49,0,Central Africa & Great Lakes Program,4255,0,1,0,Terminating,2373154.89,0,0,1.0,S4287,WGM Sub-Saharan Africa,12181,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,CONSULTING SERVICES,0,19508987.49,0,A031272001,NG,Nigeria,Canadian Profit Making,1000601,D4207,0.0,Directive,Not PBA,0,0,0,0
2009/2010,WWD West & Central Africa,0,19508987.49,0,Central Africa & Great Lakes Program,4255,0,1,0,Terminating,28901.545,0,0,1.0,S4287,WGM Sub-Saharan Africa,12181,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,CONSULTING SERVICES,0,19508987.49,0,A031272001,NG,Nigeria,Canadian Profit Making,1001819,D4207,0.0,Directive,Not PBA,0,0,0,0
2009/2010,WWD West & Central Africa,0,19508987.49,0,Central Africa & Great Lakes Program,4255,0,1,0,Terminating,2373154.89,0,0,1.0,S4287,WGM Sub-Saharan Africa,12230,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,CONSULTING SERVICES,0,19508987.49,0,A031272001,NG,Nigeria,Canadian Profit Making,1000601,D4207,0.0,Directive,Not PBA,0,0,0,0
2009/2010,WWD West & Central Africa,0,19508987.49,0,Central Africa & Great Lakes Program,4255,0,1,0,Terminating,28901.545,0,0,1.0,S4287,WGM Sub-Saharan Africa,12230,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,CONSULTING SERVICES,0,19508987.49,0,A031272001,NG,Nigeria,Canadian Profit Making,1001819,D4207,0.0,Directive,Not PBA,0,0,0,0
2009/2010,WWD West & Central Africa,0,17232921.82,1,Central Africa & Great Lakes Program,4255,2,1,0,Closed,4086766.0,0,0,1.0,S4287,WGM Sub-Saharan Africa,12110,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,1.0,CROWN CORPORATIONS,0,17232921.82,0,A031274001,NG,Nigeria,Canadian Non-Profit Making,1001363,D4207,0.0,Directive,Not PBA,0,0,1,0
2009/2010,NDD Americas Programming,0,4878994.0,0,Ha�ti & Dominican Republic Section,4452,0,1,0,Closed,177492.0,0,0,1.0,S4449,NGM Americas,15150,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,1.0,FEDERAL,0,0.0,0,A031367001,HT,Haiti,Canadian Non-Profit Making,10050,D4400,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,OAD Asia Programming,0,3665471.51,0,Philippines and Mongolia,4128,0,1,0,Closed,381076.9,0,0,0.0,S4130,OGM Asia Pacific,99810,B4100,Uncoded: Pre-APP,0,0,Asia,3,1.0,1.0,FEDERAL,0,3665471.51,0,A031393001,PH,Philippines,Canadian Non-Profit Making,10050,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,3665471.51,0,Philippines and Mongolia,4128,0,1,0,Closed,27252.66,0,0,0.0,S4130,OGM Asia Pacific,99810,B4100,Uncoded: Pre-APP,0,0,Asia,3,1.0,1.0,FEDERAL,0,3665471.51,0,A031393001,PH,Philippines,Canadian Non-Profit Making,1008469,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,WWD West & Central Africa,0,6583802.27,0,Mali Program Section,4216,0,1,0,Closed,19435.74,0,0,1.0,S4215,WGM Sub-Saharan Africa,15130,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,1.0,FEDERAL,0,6583802.27,0,A031398001,ML,Mali,Canadian Non-Profit Making,10050,D4207,0.0,Directive,Not PBA,0,0,0,0
2009/2010,WWD West & Central Africa,0,6583802.27,0,Mali Program Section,4216,0,1,0,Closed,762195.85,0,0,1.0,S4215,WGM Sub-Saharan Africa,15130,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,1.0,CONSULTING SERVICES,0,6583802.27,0,A031398001,ML,Mali,Canadian Profit Making,1006044,D4207,0.0,Directive,Not PBA,0,0,0,0
2009/2010,WWD West & Central Africa,0,6583802.27,0,Mali Program Section,4216,0,1,0,Closed,3870.46,0,0,1.0,S4215,WGM Sub-Saharan Africa,15130,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,1.0,CONSULTANT,0,6583802.27,0,A031398001,ML,Mali,Canadian Profit Making,Information not available,D4207,0.0,Directive,Not PBA,0,0,0,0
2009/2010,WWD West & Central Africa,0,6583802.27,0,Mali Program Section,4216,0,1,0,Closed,22898.54,0,0,1.0,S4215,WGM Sub-Saharan Africa,15130,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,1.0,CONSULTANT,0,6583802.27,0,A031398001,ML,Mali,Canadian Profit Making,Information not available,D4207,0.0,Directive,Not PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,18563934.3,1,Mozambique Program,4280,0,1,0,Closed,177042.465,0,0,1.0,S4271,WGM Sub-Saharan Africa,11110,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,NGO,0,18563934.3,0,A031403001,MW,Malawi,Canadian Non-Profit Making,1000517,D4270,0.0,Directive,Other PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,18563934.3,1,Mozambique Program,4280,0,1,0,Closed,31113.15,0,0,1.0,S4271,WGM Sub-Saharan Africa,11110,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,FEDERAL,0,18563934.3,0,A031403001,MW,Malawi,Canadian Non-Profit Making,1002791,D4270,0.0,Directive,Other PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,18563934.3,1,Mozambique Program,4280,0,1,0,Closed,1734425.3,0,0,1.0,S4271,WGM Sub-Saharan Africa,11110,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,SUPPLIER OF GOODS/SERVICES,0,18563934.3,0,A031403001,MW,Malawi,Foreign Profit Making,1014362,D4270,0.0,Directive,Other PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,18563934.3,1,Mozambique Program,4280,0,1,0,Closed,334063.5,0,0,1.0,S4271,WGM Sub-Saharan Africa,11110,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,SUPPLIER OF GOODS/SERVICES,0,18563934.3,0,A031403001,MW,Malawi,Foreign Profit Making,1015085,D4270,0.0,Directive,Other PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,18563934.3,1,Mozambique Program,4280,0,1,0,Closed,532056.92,0,0,1.0,S4271,WGM Sub-Saharan Africa,11110,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,SUPPLIER OF GOODS/SERVICES,0,18563934.3,0,A031403001,MW,Malawi,Foreign Profit Making,1015101,D4270,0.0,Directive,Other PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,18563934.3,1,Mozambique Program,4280,0,1,0,Closed,88885.815,0,0,1.0,S4271,WGM Sub-Saharan Africa,11110,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,SPECIALIZED INSTITUTE,0,18563934.3,0,A031403001,MW,Malawi,Foreign Profit Making,1015207,D4270,0.0,Directive,Other PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,18563934.3,1,Mozambique Program,4280,0,1,0,Closed,247596.525,0,0,1.0,S4271,WGM Sub-Saharan Africa,11110,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,SUPPLIER OF GOODS/SERVICES,0,18563934.3,0,A031403001,MW,Malawi,Foreign Profit Making,1015271,D4270,0.0,Directive,Other PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,18563934.3,1,Mozambique Program,4280,0,1,0,Closed,200988.375,0,0,1.0,S4271,WGM Sub-Saharan Africa,11110,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,SUPPLIER OF GOODS/SERVICES,0,18563934.3,0,A031403001,MW,Malawi,Foreign Profit Making,1015406,D4270,0.0,Directive,Other PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,18563934.3,1,Mozambique Program,4280,0,1,0,Closed,21131.665,0,0,1.0,S4271,WGM Sub-Saharan Africa,11110,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,CONSULTANT,0,18563934.3,0,A031403001,MW,Malawi,Canadian Profit Making,Information not available,D4270,0.0,Directive,Other PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,18563934.3,1,Mozambique Program,4280,0,1,0,Closed,-182.575,0,0,1.0,S4271,WGM Sub-Saharan Africa,11110,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,Unknown,0,18563934.3,0,A031403001,MW,Malawi,Uncoded,Information not available,D4270,0.0,Directive,Other PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,18563934.3,1,Mozambique Program,4280,0,1,0,Closed,177042.465,0,0,1.0,S4271,WGM Sub-Saharan Africa,11220,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,NGO,0,18563934.3,0,A031403001,MW,Malawi,Canadian Non-Profit Making,1000517,D4270,0.0,Directive,Other PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,18563934.3,1,Mozambique Program,4280,0,1,0,Closed,31113.15,0,0,1.0,S4271,WGM Sub-Saharan Africa,11220,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,FEDERAL,0,18563934.3,0,A031403001,MW,Malawi,Canadian Non-Profit Making,1002791,D4270,0.0,Directive,Other PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,18563934.3,1,Mozambique Program,4280,0,1,0,Closed,1734425.3,0,0,1.0,S4271,WGM Sub-Saharan Africa,11220,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,SUPPLIER OF GOODS/SERVICES,0,18563934.3,0,A031403001,MW,Malawi,Foreign Profit Making,1014362,D4270,0.0,Directive,Other PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,18563934.3,1,Mozambique Program,4280,0,1,0,Closed,334063.5,0,0,1.0,S4271,WGM Sub-Saharan Africa,11220,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,SUPPLIER OF GOODS/SERVICES,0,18563934.3,0,A031403001,MW,Malawi,Foreign Profit Making,1015085,D4270,0.0,Directive,Other PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,18563934.3,1,Mozambique Program,4280,0,1,0,Closed,532056.92,0,0,1.0,S4271,WGM Sub-Saharan Africa,11220,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,SUPPLIER OF GOODS/SERVICES,0,18563934.3,0,A031403001,MW,Malawi,Foreign Profit Making,1015101,D4270,0.0,Directive,Other PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,18563934.3,1,Mozambique Program,4280,0,1,0,Closed,88885.815,0,0,1.0,S4271,WGM Sub-Saharan Africa,11220,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,SPECIALIZED INSTITUTE,0,18563934.3,0,A031403001,MW,Malawi,Foreign Profit Making,1015207,D4270,0.0,Directive,Other PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,18563934.3,1,Mozambique Program,4280,0,1,0,Closed,247596.525,0,0,1.0,S4271,WGM Sub-Saharan Africa,11220,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,SUPPLIER OF GOODS/SERVICES,0,18563934.3,0,A031403001,MW,Malawi,Foreign Profit Making,1015271,D4270,0.0,Directive,Other PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,18563934.3,1,Mozambique Program,4280,0,1,0,Closed,200988.375,0,0,1.0,S4271,WGM Sub-Saharan Africa,11220,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,SUPPLIER OF GOODS/SERVICES,0,18563934.3,0,A031403001,MW,Malawi,Foreign Profit Making,1015406,D4270,0.0,Directive,Other PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,18563934.3,1,Mozambique Program,4280,0,1,0,Closed,21131.665,0,0,1.0,S4271,WGM Sub-Saharan Africa,11220,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,CONSULTANT,0,18563934.3,0,A031403001,MW,Malawi,Canadian Profit Making,Information not available,D4270,0.0,Directive,Other PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,18563934.3,1,Mozambique Program,4280,0,1,0,Closed,-182.575,0,0,1.0,S4271,WGM Sub-Saharan Africa,11220,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.5,Unknown,0,18563934.3,0,A031403001,MW,Malawi,Uncoded,Information not available,D4270,0.0,Directive,Other PBA,0,0,0,0
2009/2010,WWD West & Central Africa,0,2044462.06,0,Central Africa & Great Lakes Program,4289,0,1,0,Closed,24890.8,0,0,0.5,S4287,WGM Sub-Saharan Africa,15150,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,1.0,FEDERAL,0,2044462.06,0,A031413001,CM,Cameroon,Canadian Non-Profit Making,10050,D4207,0.0,Directive,Not PBA,0,0,0,0
2009/2010,NDD Americas Programming,0,6906924.8,0,Central Americas Section,4407,0,1,0,Closed,64888.5,0,0,1.0,S4403,NGM Americas,25010,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.3,ASSOCIATIONS,0,6906924.8,0,A031419001,GT,Guatemala,Canadian Non-Profit Making,1000282,D4400,0.0,Responsive,Not PBA,0,0,0,0
2009/2010,NDD Americas Programming,0,6906924.8,0,Central Americas Section,4407,0,1,0,Closed,75703.25,0,0,1.0,S4403,NGM Americas,31161,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.35,ASSOCIATIONS,0,6906924.8,0,A031419001,GT,Guatemala,Canadian Non-Profit Making,1000282,D4400,0.0,Responsive,Not PBA,0,0,0,0
2009/2010,NDD Americas Programming,0,6906924.8,0,Central Americas Section,4407,0,1,0,Closed,75703.25,0,0,1.0,S4403,NGM Americas,31162,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.35,ASSOCIATIONS,0,6906924.8,0,A031419001,GT,Guatemala,Canadian Non-Profit Making,1000282,D4400,0.0,Responsive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,6706022.83,0,"OAA Afghanistan, Pakistan and Sri Lanka",4124,0,1,0,Closed,1011471.3,0,0,0.0,S4141,OGM Asia Pacific,99810,B4100,Uncoded: Pre-APP,0,0,Asia,3,1.0,1.0,FEDERAL,0,0.0,0,A031437001,PK,Pakistan,Canadian Non-Profit Making,10050,D4100,0.0,Directive,Not PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,1315358.61,0,Mozambique Program,4274,0,1,0,Closed,21394.8,0,0,1.0,S4271,WGM Sub-Saharan Africa,11230,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.4,NGO,0,0.0,0,A031438001,MZ,Mozambique,Foreign Non-Profit Making,1007982,D4270,0.0,Responsive,Not PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,1315358.61,0,Mozambique Program,4274,0,1,0,Closed,8023.05,0,0,1.0,S4271,WGM Sub-Saharan Africa,12220,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.15,NGO,0,0.0,0,A031438001,MZ,Mozambique,Foreign Non-Profit Making,1007982,D4270,0.0,Responsive,Not PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,1315358.61,0,Mozambique Program,4274,0,1,0,Closed,16046.1,0,0,1.0,S4271,WGM Sub-Saharan Africa,12240,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.3,NGO,0,0.0,0,A031438001,MZ,Mozambique,Foreign Non-Profit Making,1007982,D4270,0.0,Responsive,Not PBA,0,0,0,0
2009/2010,WED Southern & Eastern Africa,0,1315358.61,0,Mozambique Program,4274,0,1,0,Closed,8023.05,0,0,1.0,S4271,WGM Sub-Saharan Africa,13040,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.15,NGO,0,0.0,0,A031438001,MZ,Mozambique,Foreign Non-Profit Making,1007982,D4270,0.0,Responsive,Not PBA,0,0,0,0
2009/2010,NDD Americas Programming,0,2553746.65,2,South America,4416,0,1,0,Closed,269555.805,0,0,1.0,S4413,NGM Americas,12110,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.75,FEDERAL,0,2553746.65,0,A031442001,BO,Bolivia,Canadian Non-Profit Making,10050,D4400,0.0,Responsive,Sectoral budget support,0,0,0,0
2009/2010,NDD Americas Programming,0,2553746.65,2,South America,4416,0,1,0,Closed,300000.0,0,0,1.0,S4413,NGM Americas,12110,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.75,FEDERAL,0,2553746.65,0,A031442001,BO,Bolivia,Foreign Non-Profit Making,1012162,D4400,0.0,Responsive,Sectoral budget support,0,0,0,0
2009/2010,NDD Americas Programming,0,2553746.65,2,South America,4416,0,1,0,Closed,89851.935,0,0,1.0,S4413,NGM Americas,12281,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.25,FEDERAL,0,2553746.65,0,A031442001,BO,Bolivia,Canadian Non-Profit Making,10050,D4400,0.0,Responsive,Sectoral budget support,0,0,0,0
2009/2010,NDD Americas Programming,0,2553746.65,2,South America,4416,0,1,0,Closed,100000.0,0,0,1.0,S4413,NGM Americas,12281,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.25,FEDERAL,0,2553746.65,0,A031442001,BO,Bolivia,Foreign Non-Profit Making,1012162,D4400,0.0,Responsive,Sectoral budget support,0,0,0,0
2009/2010,NDD Americas Programming,0,10400000.0,1,South America,4416,0,1,0,Terminating,308000.0,0,0,1.0,S4413,NGM Americas,12110,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.2,UNITED NATIONS,0,10400000.0,0,A031442002,BO,Bolivia,Foreign Non-Profit Making,1001302,D4400,0.0,Responsive,Not PBA,0,0,0,0
2009/2010,NDD Americas Programming,0,10400000.0,1,South America,4416,0,1,0,Terminating,308000.0,0,0,1.0,S4413,NGM Americas,12181,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.2,UNITED NATIONS,0,10400000.0,0,A031442002,BO,Bolivia,Foreign Non-Profit Making,1001302,D4400,0.0,Responsive,Not PBA,0,0,0,0
2009/2010,NDD Americas Programming,0,10400000.0,1,South America,4416,0,1,0,Terminating,308000.0,0,0,1.0,S4413,NGM Americas,12220,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.2,UNITED NATIONS,0,10400000.0,0,A031442002,BO,Bolivia,Foreign Non-Profit Making,1001302,D4400,0.0,Responsive,Not PBA,0,0,0,0
2009/2010,NDD Americas Programming,0,10400000.0,1,South America,4416,0,1,0,Terminating,308000.0,0,0,1.0,S4413,NGM Americas,12240,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.2,UNITED NATIONS,0,10400000.0,0,A031442002,BO,Bolivia,Foreign Non-Profit Making,1001302,D4400,0.0,Responsive,Not PBA,0,0,0,0
2009/2010,NDD Americas Programming,0,10400000.0,1,South America,4416,0,1,0,Terminating,308000.0,0,0,1.0,S4413,NGM Americas,12250,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,0.2,UNITED NATIONS,0,10400000.0,0,A031442002,BO,Bolivia,Foreign Non-Profit Making,1001302,D4400,0.0,Responsive,Not PBA,0,0,0,0
2009/2010,NDD Americas Programming,0,602816.09,2,South America,4416,0,1,0,Operational,36960.06,0,0,1.0,S4413,NGM Americas,12110,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,1.0,CONSULTING SERVICES,0,602816.09,0,A031442003,BO,Bolivia,Canadian Profit Making,1000772,D4400,0.0,Directive,Not PBA,0,0,0,0
2009/2010,NDD Americas Programming,0,602816.09,2,South America,4416,0,1,0,Operational,25561.58,0,0,1.0,S4413,NGM Americas,12110,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,1.0,CONSULTING SERVICES,0,602816.09,0,A031442003,BO,Bolivia,Canadian Profit Making,1006023,D4400,0.0,Directive,Not PBA,0,0,0,0
2009/2010,NDD Americas Programming,0,602816.09,2,South America,4416,0,1,0,Operational,79145.86,0,0,1.0,S4413,NGM Americas,12110,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,1.0,ASSOCIATIONS,0,602816.09,0,A031442003,BO,Bolivia,Foreign Non-Profit Making,1013670,D4400,0.0,Directive,Not PBA,0,0,0,0
2009/2010,NDD Americas Programming,0,4500000.0,2,South America,4416,0,1,0,Terminating,984369.0,0,0,1.0,S4413,NGM Americas,12230,B4400,Uncoded: Pre-APP,0,0,America,1,1.0,1.0,FEDERAL,0,4500000.0,0,A031442004,BO,Bolivia,Foreign Non-Profit Making,1012163,D4400,0.0,Responsive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,4112449.37,1,OAV Vietnam,4112,0,1,0,Closed,8917.058,0,0,1.0,S4107,OGM Asia Pacific,12261,B4100,Uncoded: Pre-APP,0,0,Asia,3,1.0,0.1,PROVINCIAL,0,0.0,0,A031450001,VN,Vietnam,Canadian Non-Profit Making,1001210,D4100,0.0,Responsive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,4112449.37,1,OAV Vietnam,4112,0,1,0,Closed,8917.058,0,0,1.0,S4107,OGM Asia Pacific,12281,B4100,Uncoded: Pre-APP,0,0,Asia,3,1.0,0.1,PROVINCIAL,0,0.0,0,A031450001,VN,Vietnam,Canadian Non-Profit Making,1001210,D4100,0.0,Responsive,Not PBA,0,0,0,0
2009/2010,OAD Asia Programming,0,4112449.37,1,OAV Vietnam,4112,0,1,0,Closed,71336.464,0,0,1.0,S4107,OGM Asia Pacific,13040,B4100,Uncoded: Pre-APP,0,0,Asia,3,1.0,0.8,PROVINCIAL,0,0.0,0,A031450001,VN,Vietnam,Canadian Non-Profit Making,1001210,D4100,0.0,Responsive,Not PBA,0,0,0,0
2009/2010,EDD Europe-Middle East Programming,0,2790644.74,0,West Bank Gaza & Palestinian Refugees,4265,0,1,0,Closed,1752.4979999999998,0,0,1.0,S4264,"EGM Europe, Middle East and Maghreb",11230,B3100,Uncoded: Pre-APP,0,0,Asia,3,1.0,0.3,FEDERAL,0,0.0,0,A031452001,PS,West Bank Gaza,Canadian Non-Profit Making,10050,D3100,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,EDD Europe-Middle East Programming,0,2790644.74,0,West Bank Gaza & Palestinian Refugees,4265,0,1,0,Closed,1168.3319999999999,0,0,1.0,S4264,"EGM Europe, Middle East and Maghreb",15150,B3100,Uncoded: Pre-APP,0,0,Asia,3,1.0,0.2,FEDERAL,0,0.0,0,A031452001,PS,West Bank Gaza,Canadian Non-Profit Making,10050,D3100,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,EDD Europe-Middle East Programming,0,2790644.74,0,West Bank Gaza & Palestinian Refugees,4265,0,1,0,Closed,584.1659999999999,0,0,1.0,S4264,"EGM Europe, Middle East and Maghreb",15160,B3100,Uncoded: Pre-APP,0,0,Asia,3,1.0,0.1,FEDERAL,0,0.0,0,A031452001,PS,West Bank Gaza,Canadian Non-Profit Making,10050,D3100,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,EDD Europe-Middle East Programming,0,2790644.74,0,West Bank Gaza & Palestinian Refugees,4265,0,1,0,Closed,2336.6639999999998,0,0,1.0,S4264,"EGM Europe, Middle East and Maghreb",16010,B3100,Uncoded: Pre-APP,0,0,Asia,3,1.0,0.4,FEDERAL,0,0.0,0,A031452001,PS,West Bank Gaza,Canadian Non-Profit Making,10050,D3100,0.0,Responsive,Not PBA,0,0,1,0
2009/2010,OAD Asia Programming,0,2021845.72,0,OAI Indonesia and SEA Regional,4130,0,1,0,Closed,96911.01,0,0,1.0,S4126,OGM Asia Pacific,15150,B4100,Uncoded: Pre-APP,0,0,Asia,3,1.0,1.0,FEDERAL,0,0.0,1,A031458001,CN,China,Canadian Non-Profit Making,10050,D4100,0.0,Directive,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,20000000.08,0,Mali Program Section,4216,0,1,0,Operational,3000.0,0,0,0.0,S4215,WGM Sub-Saharan Africa,11120,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.4,FEDERAL,0,0.0,0,A031470001,ML,Mali,Canadian Non-Profit Making,10050,D4207,0.0,Core Funding,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,20000000.08,0,Mali Program Section,4216,0,1,0,Operational,6167.7519999999995,0,0,0.0,S4215,WGM Sub-Saharan Africa,11120,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.4,CONSULTANT,0,0.0,0,A031470001,ML,Mali,Canadian Profit Making,Information not available,D4207,0.0,Core Funding,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,20000000.08,0,Mali Program Section,4216,0,1,0,Operational,3000.0,0,0,0.0,S4215,WGM Sub-Saharan Africa,12230,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.4,FEDERAL,0,0.0,0,A031470001,ML,Mali,Canadian Non-Profit Making,10050,D4207,0.0,Core Funding,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,20000000.08,0,Mali Program Section,4216,0,1,0,Operational,6167.7519999999995,0,0,0.0,S4215,WGM Sub-Saharan Africa,12230,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.4,CONSULTANT,0,0.0,0,A031470001,ML,Mali,Canadian Profit Making,Information not available,D4207,0.0,Core Funding,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,20000000.08,0,Mali Program Section,4216,0,1,0,Operational,1500.0,0,0,0.0,S4215,WGM Sub-Saharan Africa,15130,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.2,FEDERAL,0,0.0,0,A031470001,ML,Mali,Canadian Non-Profit Making,10050,D4207,0.0,Core Funding,Not PBA,0,0,1,0
2009/2010,WWD West & Central Africa,0,20000000.08,0,Mali Program Section,4216,0,1,0,Operational,3083.8759999999997,0,0,0.0,S4215,WGM Sub-Saharan Africa,15130,B4200,Uncoded: Pre-APP,0,0,Africa,2,1.0,0.2,CONSULTANT,0,0.0,0,A031470001,ML,Mali,Canadian Profit Making,Information not available,D4207,0.0,Core Funding,Not PBA,0,0,1,0
