assays_ss_d,assays_vrnt_d,assays_src_d,assays_ss_sbclllr_frctn,assays_ss_rgnsm,assays_cll_d,assays_ss_cll_tp,assays_td,assays_rltnshp_tp,assays_cnfdnc_scr,assays_crtd_b,assays_src_ss_d,assays_chmbl_d,assays_b_frmt,assays_tss_d
5515,,1,,Homo sapiens,741.0,RPMI-8226,80433,N,1,Intermediate,,CHEMBL620350,BAO_0000219,
5516,,1,,Homo sapiens,741.0,RPMI-8226,80433,N,1,Intermediate,,CHEMBL620351,BAO_0000219,
5517,,1,,Homo sapiens,741.0,RPMI-8226,80433,N,1,Intermediate,,CHEMBL620352,BAO_0000219,
5518,,1,,Homo sapiens,741.0,RPMI-8226,80433,N,1,Intermediate,,CHEMBL620353,BAO_0000219,
5519,,1,,Homo sapiens,741.0,RPMI-8226,80433,N,1,Intermediate,,CHEMBL620354,BAO_0000219,
5520,,1,,Homo sapiens,741.0,RPMI-8226,80433,N,1,Intermediate,,CHEMBL620355,BAO_0000219,
5521,,1,,Homo sapiens,741.0,RPMI-8226,80433,N,1,Intermediate,,CHEMBL620356,BAO_0000219,
5522,,1,,Homo sapiens,741.0,RPMI-8226,80433,N,1,Intermediate,,CHEMBL620357,BAO_0000219,
5523,,1,,Homo sapiens,741.0,RPMI-8226,80433,N,1,Intermediate,,CHEMBL620358,BAO_0000219,
5524,,1,,Homo sapiens,741.0,RPMI-8226,80433,N,1,Expert,,CHEMBL620359,BAO_0000219,
5525,,1,,Homo sapiens,741.0,RPMI-8226,80433,N,1,Intermediate,,CHEMBL620360,BAO_0000219,
5526,,1,,Homo sapiens,741.0,RPMI-8226,80433,N,1,Intermediate,,CHEMBL620361,BAO_0000219,
5527,,1,,Homo sapiens,741.0,RPMI-8226,80433,N,1,Intermediate,,CHEMBL620362,BAO_0000219,
5528,,1,,Homo sapiens,741.0,RPMI-8226,80433,N,1,Intermediate,,CHEMBL620363,BAO_0000219,
5529,,1,,Homo sapiens,741.0,RPMI-8226,80433,N,1,Intermediate,,CHEMBL620364,BAO_0000219,
5530,,1,,Homo sapiens,854.0,833K,80647,N,1,Intermediate,,CHEMBL620365,BAO_0000219,
5531,,1,,Homo sapiens,854.0,833K,80647,N,1,Intermediate,,CHEMBL620366,BAO_0000219,
5532,,1,,Homo sapiens,854.0,833K,80647,N,1,Expert,,CHEMBL620367,BAO_0000219,
5533,,1,,Homo sapiens,854.0,833K,80647,N,1,Intermediate,,CHEMBL620368,BAO_0000219,
5534,,1,,,,,22226,U,0,Autocuration,,CHEMBL620369,BAO_0000019,
5535,,1,,Enterococcus faecalis,,,45,H,8,Autocuration,,CHEMBL620370,BAO_0000357,
5536,,1,,Homo sapiens,705.0,8701-BC,80648,N,1,Intermediate,,CHEMBL620371,BAO_0000219,
5537,,1,,Homo sapiens,705.0,8701-BC,80648,N,1,Intermediate,,CHEMBL620372,BAO_0000219,
5538,,1,,,,,22226,U,0,Intermediate,,CHEMBL876492,BAO_0000019,
5539,,1,,,,,22226,U,0,Intermediate,,CHEMBL620373,BAO_0000019,
5540,,1,,,,,22226,U,0,Intermediate,,CHEMBL620374,BAO_0000019,
5541,,1,,,,,22226,U,0,Autocuration,,CHEMBL620375,BAO_0000019,
5542,,1,,Streptococcus pyogenes,,,22226,U,0,Autocuration,,CHEMBL857902,BAO_0000019,
5543,,1,,Streptococcus pyogenes,,,22226,U,0,Autocuration,,CHEMBL620376,BAO_0000019,
5544,,1,,,,,11922,H,8,Autocuration,,CHEMBL620377,BAO_0000357,
5545,,1,,Homo sapiens,324.0,KB ,81115,N,1,Intermediate,,CHEMBL620378,BAO_0000219,
5546,,1,,Homo sapiens,324.0,KB ,81115,N,1,Intermediate,,CHEMBL620379,BAO_0000219,
5547,,1,,Homo sapiens,,,22226,U,0,Autocuration,,CHEMBL620380,BAO_0000219,
5548,,1,,Rattus norvegicus,392.0,9L,80653,N,1,Intermediate,,CHEMBL884006,BAO_0000219,
5549,,1,,Rattus norvegicus,392.0,9L,80653,N,1,Expert,,CHEMBL620381,BAO_0000219,
5550,,1,,Rattus norvegicus,392.0,9L,80653,N,1,Expert,,CHEMBL620382,BAO_0000219,
5551,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620383,BAO_0000219,
5552,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL876493,BAO_0000219,
5553,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620384,BAO_0000219,
5554,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620385,BAO_0000219,
5555,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL620386,BAO_0000219,
5556,,1,,Homo sapiens,646.0,A549,25,D,9,Expert,,CHEMBL620387,BAO_0000219,
5557,,1,,Homo sapiens,646.0,A549,25,D,9,Expert,,CHEMBL621404,BAO_0000219,
5558,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621405,BAO_0000219,
5559,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621406,BAO_0000219,
5560,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL621407,BAO_0000219,
5561,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621408,BAO_0000219,
5562,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL885345,BAO_0000219,
5563,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621409,BAO_0000219,
5564,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL876034,BAO_0000219,
5565,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621410,BAO_0000219,
5566,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL621411,BAO_0000219,
5567,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621412,BAO_0000219,
5568,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL621413,BAO_0000219,
5569,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621414,BAO_0000219,
5570,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621415,BAO_0000219,
5571,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621416,BAO_0000219,
5572,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621417,BAO_0000219,
5573,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621418,BAO_0000219,
5574,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621419,BAO_0000219,
5575,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621420,BAO_0000219,
5576,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL875823,BAO_0000219,
5577,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL621421,BAO_0000219,
5578,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621422,BAO_0000219,
5579,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL884014,BAO_0000219,
5580,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621423,BAO_0000219,
5581,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL621424,BAO_0000219,
5582,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621425,BAO_0000219,
5583,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL621426,BAO_0000219,
5584,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621427,BAO_0000219,
5585,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621428,BAO_0000219,
5586,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL621429,BAO_0000219,
5587,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621430,BAO_0000219,
5588,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621431,BAO_0000219,
5589,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621432,BAO_0000219,
5590,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL621433,BAO_0000219,
5591,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL875824,BAO_0000219,
5592,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621434,BAO_0000219,
5593,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621435,BAO_0000219,
5594,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621436,BAO_0000219,
5595,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621437,BAO_0000219,
5596,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621438,BAO_0000219,
5597,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL621439,BAO_0000219,
5598,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621440,BAO_0000219,
5599,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621441,BAO_0000218,
5600,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621442,BAO_0000218,
5601,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621443,BAO_0000218,
5602,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL621444,BAO_0000218,
5603,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL625133,BAO_0000218,
5604,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL625134,BAO_0000218,
5605,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL625135,BAO_0000218,
5606,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL625136,BAO_0000218,
5607,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL625137,BAO_0000218,
5608,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL625138,BAO_0000218,
5609,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL625139,BAO_0000218,
5610,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL872264,BAO_0000218,
5611,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL625140,BAO_0000218,
5612,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624436,BAO_0000218,
5613,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624437,BAO_0000218,
5614,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL872261,BAO_0000218,
5615,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624438,BAO_0000218,
5616,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624439,BAO_0000218,1969.0
5617,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624440,BAO_0000218,
5618,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624441,BAO_0000218,
5619,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624442,BAO_0000218,1969.0
5620,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624443,BAO_0000218,
5621,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624444,BAO_0000218,
5622,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624445,BAO_0000218,
5623,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624446,BAO_0000218,
5624,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624447,BAO_0000218,
5625,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624448,BAO_0000218,
5626,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624449,BAO_0000218,
5627,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624450,BAO_0000218,
5628,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL875942,BAO_0000218,
5629,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624451,BAO_0000218,
5630,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624452,BAO_0000218,
5631,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624453,BAO_0000218,
5632,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624454,BAO_0000218,
5633,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624455,BAO_0000218,
5634,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624456,BAO_0000218,
5635,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624457,BAO_0000218,
5636,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624458,BAO_0000218,
5637,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624459,BAO_0000218,
5638,,1,Microsomes,Homo sapiens,,,102164,S,2,Intermediate,,CHEMBL624460,BAO_0000251,2107.0
5639,,1,Microsomes,Homo sapiens,,,102164,S,2,Intermediate,,CHEMBL624461,BAO_0000251,2107.0
5640,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL875943,BAO_0000218,
5641,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624462,BAO_0000218,
5642,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624463,BAO_0000218,
5643,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624464,BAO_0000218,
5644,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624465,BAO_0000218,
5645,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624466,BAO_0000218,
5646,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624467,BAO_0000218,
5647,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624468,BAO_0000218,
5648,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624469,BAO_0000218,
5649,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624470,BAO_0000218,
5650,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624471,BAO_0000218,
5651,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL624472,BAO_0000218,
5652,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622775,BAO_0000218,
5653,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622776,BAO_0000218,
5654,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622777,BAO_0000218,
5655,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622778,BAO_0000218,
5656,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622779,BAO_0000218,
5657,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622780,BAO_0000218,
5658,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622781,BAO_0000218,1969.0
5659,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622782,BAO_0000218,
5660,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622783,BAO_0000218,1969.0
5661,,1,,Canis lupus familiaris,,,50588,N,1,Intermediate,,CHEMBL622784,BAO_0000218,
5662,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL622785,BAO_0000218,
5663,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL622786,BAO_0000218,
5664,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL622787,BAO_0000218,
5665,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL875949,BAO_0000218,
5666,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL622788,BAO_0000218,
5667,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL622789,BAO_0000218,
5668,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL622790,BAO_0000218,
5669,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL622791,BAO_0000218,
5670,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL622792,BAO_0000218,
5671,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL622793,BAO_0000218,
5672,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL622794,BAO_0000218,
5673,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL622795,BAO_0000218,
5674,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL621803,BAO_0000218,
5675,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL621804,BAO_0000218,
5676,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL621805,BAO_0000218,
5677,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL621806,BAO_0000218,
5678,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL621807,BAO_0000218,
5679,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL621808,BAO_0000218,
5680,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL621809,BAO_0000218,
5681,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL621810,BAO_0000218,
5682,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL875164,BAO_0000218,
5683,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL621811,BAO_0000218,
5684,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL621812,BAO_0000218,
5685,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL621813,BAO_0000218,
5686,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL621814,BAO_0000218,
5687,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL621815,BAO_0000218,
5688,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL621816,BAO_0000218,
5689,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL621817,BAO_0000218,
5690,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL621818,BAO_0000218,
5691,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL621819,BAO_0000218,
5692,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL621820,BAO_0000218,
5693,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL621821,BAO_0000218,
5694,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL621822,BAO_0000218,
5695,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL619474,BAO_0000218,
5696,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL619475,BAO_0000218,
5697,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL619476,BAO_0000218,
5698,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL619477,BAO_0000218,
5699,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL619478,BAO_0000218,
5700,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL619479,BAO_0000218,
5701,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL619480,BAO_0000218,
5702,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL619481,BAO_0000218,
5703,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL619482,BAO_0000218,
5704,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL619483,BAO_0000218,
5705,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL619484,BAO_0000218,
5706,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL619485,BAO_0000218,1969.0
5707,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL619486,BAO_0000218,1969.0
5708,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL619487,BAO_0000218,
5709,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL619488,BAO_0000218,
5710,,1,,Mus musculus,,,50594,N,1,Intermediate,,CHEMBL620106,BAO_0000218,178.0
5711,,1,,,392.0,9L,80653,N,1,Intermediate,,CHEMBL620107,BAO_0000219,
5712,,1,,Rattus norvegicus,,,22226,U,0,Autocuration,,CHEMBL620283,BAO_0000019,
5713,,1,,Rattus norvegicus,,,22226,U,0,Autocuration,,CHEMBL875176,BAO_0000219,
5714,,1,,Rattus norvegicus,,,22226,U,0,Autocuration,,CHEMBL620284,BAO_0000219,
5715,,1,,Rattus norvegicus,,,22226,U,0,Autocuration,,CHEMBL623515,BAO_0000219,
5716,,1,,Mus musculus,,,22226,U,0,Autocuration,,CHEMBL623516,BAO_0000019,
5717,,1,,Mus musculus,,,22226,U,0,Autocuration,,CHEMBL623517,BAO_0000019,
5718,,1,,,,,22224,U,0,Autocuration,,CHEMBL857878,BAO_0000019,
5719,,1,,Homo sapiens,478.0,A2780,81034,N,1,Expert,,CHEMBL623518,BAO_0000219,
5720,,1,,Homo sapiens,455.0,A-375,80018,N,1,Intermediate,,CHEMBL624195,BAO_0000219,
5721,,1,,Homo sapiens,500.0,A-431,80852,N,1,Expert,,CHEMBL624196,BAO_0000219,
5722,,1,,Homo sapiens,500.0,A-431,9,D,9,Expert,,CHEMBL624197,BAO_0000219,
5723,,1,,Homo sapiens,624.0,A498,80021,N,1,Intermediate,,CHEMBL624198,BAO_0000219,
5724,,1,,Homo sapiens,624.0,A498,80021,N,1,Intermediate,,CHEMBL621287,BAO_0000219,
5725,,1,,Homo sapiens,624.0,A498,80021,N,1,Intermediate,,CHEMBL621288,BAO_0000219,
5726,,1,,Homo sapiens,624.0,A498,80021,N,1,Intermediate,,CHEMBL876496,BAO_0000219,
5727,,1,,Homo sapiens,624.0,A498,80021,N,1,Intermediate,,CHEMBL621289,BAO_0000219,
5728,,1,,Staphylococcus aureus,,,22226,U,0,Autocuration,,CHEMBL621290,BAO_0000019,
5729,,1,,Staphylococcus aureus,,,22226,U,0,Autocuration,,CHEMBL621291,BAO_0000019,
5730,,1,,Staphylococcus aureus,,,22226,U,0,Autocuration,,CHEMBL621292,BAO_0000019,
5731,,1,,Staphylococcus aureus,,,22226,U,0,Autocuration,,CHEMBL621293,BAO_0000019,
5732,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621294,BAO_0000219,
5733,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621295,BAO_0000219,
5734,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL884007,BAO_0000219,
5735,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621296,BAO_0000219,
5736,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL621297,BAO_0000219,
5737,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL839828,BAO_0000219,
5738,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620397,BAO_0000219,
5739,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL620398,BAO_0000219,
5740,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620399,BAO_0000219,
5741,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL620400,BAO_0000219,
5742,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620401,BAO_0000219,
5743,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL620402,BAO_0000219,
5744,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL620403,BAO_0000219,
5745,,1,,,,,22226,U,0,Autocuration,,CHEMBL620404,BAO_0000218,
5746,,1,,,,,104694,H,4,Autocuration,,CHEMBL620405,BAO_0000218,
5747,,1,,,,,104694,H,4,Autocuration,,CHEMBL620406,BAO_0000218,
5748,,1,,,,,104694,H,4,Autocuration,,CHEMBL620407,BAO_0000218,
5749,,1,,,,,104694,H,4,Autocuration,,CHEMBL620408,BAO_0000218,
5750,,1,,,,,104694,H,4,Autocuration,,CHEMBL620409,BAO_0000218,
5751,,1,,Homo sapiens,624.0,A498,80021,N,1,Expert,,CHEMBL620410,BAO_0000219,
5752,,1,,Rattus norvegicus,,,22226,U,0,Autocuration,,CHEMBL620411,BAO_0000019,
5753,,1,,Rattus norvegicus,,,22226,U,0,Autocuration,,CHEMBL620412,BAO_0000019,
5754,,1,,Rattus norvegicus,,,22226,U,0,Autocuration,,CHEMBL876596,BAO_0000019,
5755,,1,,Homo sapiens,622.0,A 172,80012,N,1,Expert,,CHEMBL620413,BAO_0000219,
5756,,1,,Homo sapiens,622.0,A 172,80012,N,1,Intermediate,,CHEMBL620414,BAO_0000219,
5757,,1,,Homo sapiens,622.0,A 172,80012,N,1,Intermediate,,CHEMBL620415,BAO_0000219,
5758,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL620416,BAO_0000219,
5759,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620417,BAO_0000219,
5760,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL620418,BAO_0000219,
5761,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620419,BAO_0000219,
5762,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620420,BAO_0000219,
5763,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620421,BAO_0000219,
5764,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620422,BAO_0000219,
5765,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620423,BAO_0000219,
5766,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL620424,BAO_0000219,
5767,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620425,BAO_0000219,
5768,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620426,BAO_0000219,
5769,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620427,BAO_0000219,
5770,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620428,BAO_0000219,
5771,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620429,BAO_0000219,
5772,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL620430,BAO_0000219,
5773,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL839887,BAO_0000219,
5774,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620431,BAO_0000219,
5775,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL884010,BAO_0000219,
5776,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL620538,BAO_0000219,
5777,,1,,Homo sapiens,646.0,A549,80682,N,1,Expert,,CHEMBL620539,BAO_0000219,
5778,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL623373,BAO_0000218,
5779,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL623374,BAO_0000219,
5780,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL623375,BAO_0000219,
5781,,1,,Homo sapiens,646.0,A549,80682,N,1,Intermediate,,CHEMBL623376,BAO_0000219,
