assays_assay_id,assays_assay_tissue,assays_curated_by,assays_description,assays_src_id,assays_variant_id,assays_assay_subcellular_fraction,assays_tid,assays_relationship_type,assays_confidence_score,assays_src_assay_id,assays_chembl_id,assays_cell_id,assays_bao_format,assays_tissue_id
9590,,Intermediate,Half life in rats at the dose of 1.0 mpk by i.v. administration,1,,,50597,N,1,,CHEMBL627802,,BAO_0000218,
9591,,Expert,Half life in rat,1,,,50597,N,1,,CHEMBL627803,,BAO_0000218,
9592,,Intermediate,Half life was evaluated after intravenous administration to rats,1,,,50597,N,1,,CHEMBL873820,,BAO_0000218,
9593,,Intermediate,Half life was evaluated by addition of 2 mM of 2-mercaptoethanol for inactivation of semicarbazide-sensitive amine oxidase (SSAO),1,,,50597,N,1,,CHEMBL627804,,BAO_0000218,
9594,,Intermediate,Half life was evaluated in rat,1,,,50597,N,1,,CHEMBL627805,,BAO_0000218,
9595,,Intermediate,Half life was evaluated in rat,1,,,50597,N,1,,CHEMBL627806,,BAO_0000218,
9596,,Intermediate,Half life was evaluated in rat; Not tested,1,,,50597,N,1,,CHEMBL627107,,BAO_0000218,
9597,,Intermediate,Half life was evaluated when a dose of 1 mg/kg was administered intravenously to rats,1,,,50597,N,1,,CHEMBL627108,,BAO_0000218,
9598,,Intermediate,Half life was measured as time taken to reach the half of the initial dose in air pouch exudate after oral administration to male F344 rats,1,,,50597,N,1,,CHEMBL627109,,BAO_0000218,
9599,Blood,Intermediate,Half life was measured as time taken to reach the half of the initial dose in the blood after oral administration to male F344 rats,1,,,50597,N,1,,CHEMBL627110,,BAO_0000218,178.0
9600,,Intermediate,Half life was measured in monkey at dose of 10 mg/kg by po administration,1,,,22224,U,0,,CHEMBL627111,,BAO_0000218,
9601,,Intermediate,Half life was measured in monkey at dose of 10 mg/kg by po administration,1,,,22224,U,0,,CHEMBL627112,,BAO_0000218,
9602,,Intermediate,Half life was measured in rat at dose of 30 mg/kg by iv administration,1,,,22224,U,0,,CHEMBL627113,,BAO_0000218,
9603,,Intermediate,Half life was measured in rat at dose of 30 mg/kg by po administration,1,,,22224,U,0,,CHEMBL627114,,BAO_0000218,
9604,,Intermediate,Half life (t1/2) was determined,1,,,50597,N,1,,CHEMBL627115,,BAO_0000218,
9605,,Intermediate,Half life period at a dose of 10 uM/kg in rat was determined,1,,,50597,N,1,,CHEMBL627116,,BAO_0000218,
9606,,Intermediate,Half life period by oral administration at a dose of 100 uM/kg in rat was determined; ND is not determined,1,,,50597,N,1,,CHEMBL627117,,BAO_0000218,
9607,,Intermediate,Half life period was determined,1,,,50597,N,1,,CHEMBL627118,,BAO_0000218,
9608,,Intermediate,Half life period after intravenous administration at 20 mpk in rats,1,,,50597,N,1,,CHEMBL627119,,BAO_0000218,
9609,,Intermediate,Half life period after intravenous administration at 20 mpk in rats; Not performed.,1,,,50597,N,1,,CHEMBL627120,,BAO_0000218,
9610,,Intermediate,Half life period after intravenous administration in rat,1,,,50597,N,1,,CHEMBL626922,,BAO_0000218,
9611,,Intermediate,Half life period as average of four rats at each dose of 5 mg/kg intravenous and 16 mg/kg peroral administration,1,,,50597,N,1,,CHEMBL626923,,BAO_0000218,
9612,,Intermediate,Half life period as average of four rats at each dose of 5 mg/kg intravenous and 20 mg/kg peroral administration,1,,,50597,N,1,,CHEMBL626924,,BAO_0000218,
9613,Plasma,Intermediate,Half life period in 80% rat plasma at 37 degree Centigrade,1,,,50597,N,1,,CHEMBL626925,,BAO_0000218,1969.0
9614,,Intermediate,Half life period in SD rats,1,,,50597,N,1,,CHEMBL626926,,BAO_0000218,
9615,Plasma,Intermediate,Half life period in human plasma at 25 degree Celsius temperature (pH 7.4),1,,,50597,N,1,,CHEMBL626927,,BAO_0000218,1969.0
9616,Plasma,Intermediate,Half life period in human plasma at 37 degree Celsius temperature (pH 7.4),1,,,50597,N,1,,CHEMBL626928,,BAO_0000218,1969.0
9617,Plasma,Intermediate,Half life period in human plasma at 37 degree Celsius temperature (pH 7.4); ND means no data,1,,,50597,N,1,,CHEMBL626929,,BAO_0000218,1969.0
9618,Plasma,Intermediate,Half life period in human plasma at 37 degree Celsius temperature (pH 7.4); ND means no data,1,,,50597,N,1,,CHEMBL626930,,BAO_0000218,1969.0
9619,,Intermediate,Half life period in rat,1,,,50597,N,1,,CHEMBL626931,,BAO_0000218,
9620,,Intermediate,Half life period in rat,1,,,50597,N,1,,CHEMBL626932,,BAO_0000218,
9621,,Intermediate,Half life period in rat,1,,,50597,N,1,,CHEMBL626933,,BAO_0000218,
9622,,Intermediate,Half life period in rat after oral administration at 10.5 mg/kg dose,1,,,50597,N,1,,CHEMBL873826,,BAO_0000218,
9623,,Intermediate,Half life period in rat after oral administration at 11.2 mg/kg dose,1,,,50597,N,1,,CHEMBL626934,,BAO_0000218,
9624,,Intermediate,Half life period in rat after oral administration at 13 mg/kg dose,1,,,50597,N,1,,CHEMBL626935,,BAO_0000218,
9625,,Intermediate,Half life period in rat after oral administration at 9.7 mg/kg dose,1,,,50597,N,1,,CHEMBL626936,,BAO_0000218,
9626,,Intermediate,In vivo Area under curve (AUC) was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,1,,,50597,N,1,,CHEMBL626937,,BAO_0000218,
9627,,Intermediate,In vivo area under curve in rat plasma exposure after oral administration 50 mg/kg,1,,,50597,N,1,,CHEMBL625906,,BAO_0000218,
9628,,Intermediate,In vivo area under curve in rat plasma exposure after oral administration 50 mg/kg,1,,,50597,N,1,,CHEMBL625907,,BAO_0000218,
9629,,Intermediate,PK study was carried to determine AUC (area under curve) value in rat,1,,,50597,N,1,,CHEMBL625908,,BAO_0000218,
9630,,Intermediate,Pharmacokinetic parameter AUC after intravenous administration to rats,1,,,50597,N,1,,CHEMBL625909,,BAO_0000218,
9631,,Intermediate,Pharmacokinetic parameter AUC after oral administration to rats,1,,,50597,N,1,,CHEMBL625910,,BAO_0000218,
9632,,Intermediate,Pharmacokinetic parameter AUC was evaluated intravenous administration of 3 mg/kg,1,,,50597,N,1,,CHEMBL625911,,BAO_0000218,
9633,,Intermediate,Pharmacokinetic parameter AUC was evaluated when a dose of 10 mg/kg is administered orally to a fasting rat,1,,,50597,N,1,,CHEMBL625912,,BAO_0000218,
9634,,Intermediate,Pharmacokinetic parameter AUC was evaluated when a dose of 1 mg/kg is administered orally to a fasting rat,1,,,50597,N,1,,CHEMBL626538,,BAO_0000218,
9635,,Intermediate,Pharmacokinetic parameter AUC was evaluated when a dose of 30 mg/kg is administered orally,1,,,50597,N,1,,CHEMBL876794,,BAO_0000218,
9636,,Intermediate,Pharmacokinetic parameter AUC was evaluated when a dose of 3 mg/kg is administered orally,1,,,50597,N,1,,CHEMBL626539,,BAO_0000218,
9637,,Intermediate,Pharmacokinetic parameter AUC was evaluated when a dose of 3 mg/kg is administered orally to a fasting rat,1,,,50597,N,1,,CHEMBL626540,,BAO_0000218,
9638,,Intermediate,Pharmacokinetic parameter area under curve (AUC) was measured after administration into monkey at 3 mg/kg,1,,,50597,N,1,,CHEMBL626541,,BAO_0000218,
9639,,Intermediate,Pharmacokinetic parameter area under curve (AUC) was measured after administration into rat at 10 mg/kg,1,,,50597,N,1,,CHEMBL626542,,BAO_0000218,
9640,,Intermediate,Pharmacokinetic parameter area under curve was determined at 10 mg/kg po dose in rats,1,,,50597,N,1,,CHEMBL626543,,BAO_0000218,
9641,,Intermediate,Pharmacokinetic parameter area under curve was determined at 2 mg/kg i.v. dose in rats,1,,,50597,N,1,,CHEMBL626544,,BAO_0000218,
9642,,Intermediate,Pharmacokinetic parameter area under curve was determined at 3 mg/kg po dose in rats,1,,,50597,N,1,,CHEMBL626545,,BAO_0000218,
9643,,Intermediate,Pharmacokinetic parameter area under curve was determined at 5 mg/kg i.v. dose in rats,1,,,50597,N,1,,CHEMBL626546,,BAO_0000218,
9644,,Intermediate,Pharmacokinetic parameter area under curve was reported,1,,,50597,N,1,,CHEMBL626547,,BAO_0000218,
9645,,Intermediate,Pharmacokinetic property (AUC) in rat,1,,,50597,N,1,,CHEMBL626548,,BAO_0000218,
9646,,Intermediate,Pharmacokinetic property (AUC) was measured in rat at the dose of 0.32 mg/kg p.o.,1,,,50597,N,1,,CHEMBL626549,,BAO_0000218,
9647,,Intermediate,Pharmacokinetic property at the dose of 10 mg/kg (20% HPbetaCD) concentration in rat (0 to 6 hr) p.o.,1,,,50597,N,1,,CHEMBL626550,,BAO_0000218,
9648,,Intermediate,Pharmacokinetic property at the dose of 10 mg/kg (20% HPbetaCD) concentration in rat (0 to 6 hr) p.o.; Not tested,1,,,50597,N,1,,CHEMBL626551,,BAO_0000218,
9649,,Intermediate,Pharmacokinetic property was determined,1,,,50597,N,1,,CHEMBL623777,,BAO_0000218,
9650,,Intermediate,Pharmacokinetic property when administered intravenously in rat at 2 mg/kg,1,,,50597,N,1,,CHEMBL623778,,BAO_0000218,
9651,,Intermediate,Pharmacokinetic property when administered intravenously in rat at 2 mg/kg; Not tested,1,,,50597,N,1,,CHEMBL623779,,BAO_0000218,
9652,Plasma,Intermediate,Pharmacokinetic property( plasma concentration) was determined upon 10 mg/kg in 1% methylcellulose peroral administration in rats,1,,,50597,N,1,,CHEMBL623780,,BAO_0000218,1969.0
9653,Plasma,Intermediate,Pharmacokinetic property( plasma concentration) was determined upon 2 mg/kg in 1% methylcellulose peroral administration in rats,1,,,50597,N,1,,CHEMBL622015,,BAO_0000218,1969.0
9654,Plasma,Intermediate,Pharmacokinetic property( plasma concentration) was determined upon 3 mg/kg in 1% methylcellulose peroral administration in rats,1,,,50597,N,1,,CHEMBL622016,,BAO_0000218,1969.0
9655,,Intermediate,"Pharmacokinetic property, AUC determined by rapid rat PK assay observed at 0.25 h",1,,,50597,N,1,,CHEMBL622017,,BAO_0000218,
9656,,Intermediate,"Pharmacokinetic property, AUC determined by rapid rat PK assay observed at 0.5 h",1,,,50597,N,1,,CHEMBL622018,,BAO_0000218,
9657,,Intermediate,"Pharmacokinetic property, AUC determined by rapid rat PK assay observed at 1 h",1,,,50597,N,1,,CHEMBL622019,,BAO_0000218,
9658,,Intermediate,"Pharmacokinetic property, AUC determined by rapid rat PK assay observed at 2 h",1,,,50597,N,1,,CHEMBL622020,,BAO_0000218,
9659,,Intermediate,Pharmacokinetic parameter AUC was determined when a dose of 1 mg/kg was administered intravenously,1,,,50597,N,1,,CHEMBL622021,,BAO_0000218,
9660,,Intermediate,Pharmacokinetic parameter AUC was determined when a dose of 1 mg/kg was administered orally,1,,,50597,N,1,,CHEMBL622022,,BAO_0000218,
9661,,Intermediate,Plasma concentration expressed as area under curve after intravenous administration was determined in rat,1,,,50597,N,1,,CHEMBL622023,,BAO_0000218,
9662,,Intermediate,Plasma concentration for the compound was determined in rats at 50 mg/kg dose,1,,,50597,N,1,,CHEMBL622024,,BAO_0000218,
9663,,Intermediate,Plasma concentration was calculated in rats at a peroral dose of 5 mg/kg of solution (formulation of compound),1,,,50597,N,1,,CHEMBL622693,,BAO_0000218,
9664,,Intermediate,Plasma concentration was calculated in rats at a peroral dose of 5 mg/kg of suspension (formulation of compound),1,,,50597,N,1,,CHEMBL622694,,BAO_0000218,
9665,,Intermediate,"Plasma concentration was determined in rats at 10 mg/kg, p.o. dose",1,,,50597,N,1,,CHEMBL622695,,BAO_0000218,
9666,,Intermediate,"Plasma concentration was determined in rats at 20 mg/kg, i.p. dose",1,,,50597,N,1,,CHEMBL622696,,BAO_0000218,
9667,,Intermediate,"Plasma concentration was determined in rats at 2 mg/kg, i.v. dose",1,,,50597,N,1,,CHEMBL622697,,BAO_0000218,
9668,,Intermediate,"Reduction in area under curve was determined in fa/fa Zucker rats by oral glucose tolerance test following a single i.p. dose (20 mg/kg, 30 min pre-treatment)",1,,,50597,N,1,,CHEMBL622874,,BAO_0000218,
9669,,Intermediate,"Reduction in area under curve was determined in fa/fa Zucker rats by oral glucose tolerance test following a single i.p. dose (30 mg/kg, 30 min pre-treatment)",1,,,50597,N,1,,CHEMBL622875,,BAO_0000218,
9670,,Intermediate,Suppressor cell activity was measured as area under curve(AUC) in normal rats by a splenic cell coculture assay at a dose of 30 mg/kg; Not significant,1,,,50597,N,1,,CHEMBL622876,,BAO_0000218,
9671,,Intermediate,Systemic AUC was determined by pharmacokinetic study conducted in portal vein cannulated rats,1,,,50597,N,1,,CHEMBL622877,,BAO_0000218,
9672,,Intermediate,Tested for concentration in brain after intravenous administration (4.7 mg/kg) to male rats,1,,,50597,N,1,,CHEMBL622878,,BAO_0000218,
9673,Plasma,Intermediate,Tested for plasma concentration after intravenous administration (4.7 mg/kg) to male rats,1,,,50597,N,1,,CHEMBL622879,,BAO_0000218,1969.0
9674,,Intermediate,Tested for the pharmacokinetic parameter in rat and expressed as area under curve,1,,,50597,N,1,,CHEMBL877602,,BAO_0000218,
9675,,Intermediate,"The AUC(0-infinitive) value in female wistar rat at 100 mg/kg, p.o. dose",1,,,50597,N,1,,CHEMBL622880,,BAO_0000218,
9676,,Intermediate,"The AUC(0-infinitive) value in male wistar rat at 100 mg/kg, p.o. dose",1,,,50597,N,1,,CHEMBL622881,,BAO_0000218,
9677,,Intermediate,"The AUC(0-t)value in female wistar rat at 100 mg/kg, p.o. dose",1,,,50597,N,1,,CHEMBL622882,,BAO_0000218,
9678,,Intermediate,"The AUC(0-t)value in male wistar rat at 100 mg/kg, p.o. dose",1,,,50597,N,1,,CHEMBL622883,,BAO_0000218,
9679,Thyroid gland,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 60 mins of intravenous administration (10.7 uCi/animal); value ranges from 2.16-2.39% dose/g",1,,,50597,N,1,,CHEMBL622884,,BAO_0000218,2046.0
9680,Thyroid gland,Intermediate,"Distribution of the radioiodinated compound expressed as percent dose per organ, in thyroid of unfasted rats after 60 mins of intravenous administration (11.5 uCi/animal); value ranges from 0.99-1.40 % dose/g",1,,,50597,N,1,,CHEMBL622885,,BAO_0000218,2046.0
9681,,Intermediate,Antidiuretic activity expressed as K(+) (potassium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg.,1,,,50597,N,1,,CHEMBL622886,,BAO_0000218,
9682,,Intermediate,Antidiuretic activity expressed as Na+(sodium) excreted in milli equivalents was reported for a duration of 5 hours after administration of a dose of 100 mg/Kg,1,,,50597,N,1,,CHEMBL622887,,BAO_0000218,
9683,Urine,Intermediate,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 100 mg/Kg,1,,,50597,N,1,,CHEMBL622888,,BAO_0000218,1088.0
9684,Blood,Intermediate,"Biodistribution in Sprague-Dawley rat blood 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",1,,,50597,N,1,,CHEMBL622889,,BAO_0000218,178.0
9685,Blood,Intermediate,"Biodistribution in Sprague-Dawley rat blood 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",1,,,50597,N,1,,CHEMBL622890,,BAO_0000218,178.0
9686,Blood,Intermediate,"Biodistribution in Sprague-Dawley rat blood 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",1,,,50597,N,1,,CHEMBL622891,,BAO_0000218,178.0
9687,Blood,Intermediate,"Biodistribution in Sprague-Dawley rat blood 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",1,,,50597,N,1,,CHEMBL877603,,BAO_0000218,178.0
9688,Brain,Intermediate,"Biodistribution in Sprague-Dawley rat brain 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",1,,,50597,N,1,,CHEMBL622892,,BAO_0000218,955.0
9689,Brain,Intermediate,"Biodistribution in Sprague-Dawley rat brain 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",1,,,50597,N,1,,CHEMBL622893,,BAO_0000218,955.0
9690,Brain,Intermediate,"Biodistribution in Sprague-Dawley rat brain 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",1,,,50597,N,1,,CHEMBL622894,,BAO_0000218,955.0
9691,Brain,Intermediate,"Biodistribution in Sprague-Dawley rat brain 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",1,,,50597,N,1,,CHEMBL622895,,BAO_0000218,955.0
9692,Brain,Intermediate,Biodistribution in Sprague-Dawley rat brain 2 minutes after intravenous administration.,1,,,50597,N,1,,CHEMBL622896,,BAO_0000218,955.0
9693,Heart,Intermediate,"Biodistribution in Sprague-Dawley rat heart 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",1,,,50597,N,1,,CHEMBL622897,,BAO_0000218,948.0
9694,Heart,Intermediate,"Biodistribution in Sprague-Dawley rat heart 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",1,,,50597,N,1,,CHEMBL622898,,BAO_0000218,948.0
9695,Heart,Intermediate,"Biodistribution in Sprague-Dawley rat heart 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",1,,,50597,N,1,,CHEMBL622899,,BAO_0000218,948.0
9696,Kidney,Intermediate,"Biodistribution in Sprague-Dawley rat kidneys(2) 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",1,,,50597,N,1,,CHEMBL622900,,BAO_0000218,2113.0
9697,Kidney,Intermediate,"Biodistribution in Sprague-Dawley rat kidneys(2) 15 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",1,,,50597,N,1,,CHEMBL624114,,BAO_0000218,2113.0
9698,Kidney,Intermediate,"Biodistribution in Sprague-Dawley rat kidneys(2) 2 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",1,,,50597,N,1,,CHEMBL624115,,BAO_0000218,2113.0
9699,Kidney,Intermediate,"Biodistribution in Sprague-Dawley rat kidneys(2) 2 minutes after intravenous administration, [99mTc]/[125I]IAP ratio)",1,,,50597,N,1,,CHEMBL624116,,BAO_0000218,2113.0
