assay_id,assay_subcellular_fraction,cell_id,tid,confidence_score,src_id,src_assay_id,assay_strain,assay_organism,doc_id,chembl_id,description,assay_type,assay_test_type,assay_category,assay_tax_id,assay_tissue
1275,,,10576,8,1,,,,13630,CyEMBL61u615,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM+ 10 uM 5-HT.,F,,,,
1276,,,10576,8,1,,,,13630,CuEMBLt16616,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,F,,,,
1277,,,10576,8,1,,,,13630,CHEMBL61662u,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 0.1 uM 5-HT.,F,,,,
1278,,,10576,8,1,,,,13630,sHEMBL616619,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,F,,,,
1279,,,10576,8,1,,,,13630,xHfMBL616619,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 1 uM 5-HT.,F,,,,
1280,,,10576,8,1,,,,13630,CHEkBL616630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 3 uM 5-HT.,F,,,,
1281,,,10576,8,1,,,,13630,CHEMfL616y21,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 50 uM 5-HT.,F,,,,
1282,,,10576,8,1,,,,13630,dHEMhL616622,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 30 uM,F,,,,
1283,,,10576,8,1,,,,13630,CHEMho616146,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM,F,,,,
1284,,,10576,8,1,,,,13630,CHEnBL732873,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM+ 50 uM 5-HT.,F,,,,
1285,,,10576,8,1,,,,13630,CHEMBp626147,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM,F,,,,
1286,,,10576,8,1,,,,13630,CuEMBL872882,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,F,,,,
1287,,,10576,8,1,,,,13630,CHEkBL6161r8,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,F,,,,
1288,,,10576,8,1,,,,9783,CH2MvL616149,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue,B,,,,Hippocampus
1289,,,10576,8,1,,,,9783,CmEnBL616150,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue at 1 uM,B,,,,Hippocampus
1290,Membrahes,,10576,9,1,,,Rq6tusnorvegisus,14331,CHEMBL6151t1,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membranes at 10e-7 M,B,,,10116.0,
1291,,,10576,8,1,,,,15260,fHEMBo872873,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue at 1 uM,B,,,,Hippocampus
1292,,,10576,8,1,,,,15260,CHEMBL616u80,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 0.1 uM concentration,B,,,,Hippocampus
1293,,,10576,8,1,,,,15260,CHEjBp616671,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 1 uM concentration,B,,,,Hippocampus
1294,,,10576,9,1,,,5attusn8rveglcus,16616,CHrMBp884861,"Percent inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in hippocampal membranes",F,,,10116.0,
1295,,,10576,8,1,,,,15629,CHEMnL626672,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor,B,,,,
1296,,,10576,8,1,,,,15086,xHEMBL616674,The compound was tested binding affinity against 5-hydroxytryptamine 1A receptor from rat brain using [3H]8-OH-DPAT as radioligand at 10e-6 M.,B,,,,
1297,,,10576,8,1,,,,5717,CjEMBL616774,Antagonistic activity against 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]8-OH-DPAT as radioligand.,F,,,,
1298,,,10576,8,1,,,,12652,CH2jBL616675,Binding affinity against the site labelled by the 5-hydroxytryptamine 1A receptor agonist [3H]- 8-OH-DPAT,B,,,,
1299,,,10576,8,1,,,,14608,CHEMBLu1667u,In vitro binding affinity for 5-hydroxytryptamine 1A receptor was determined by measuring specific inhibition of [125I]-binding to rat hippocampal membrane preparations,B,,,,Hippocampus
1300,,,10576,8,1,,,,12306,CHEMBL616y7u,Inhibition of binding of [125I]-8-OH-PIPAT ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,B,,,,Hippocampus
1301,,,10576,8,1,,,,12306,CHEMBo61667o,The binding of [125I]MPPI ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,B,,,,Hippocampus
1302,,,10576,9,1,,,fattisnorvegicud,15247,CHEnBL61667o,Ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,B,,,10116.0,
1303,,,10576,8,1,,,,17529,CHEMBL616yu0,Ability to bind to central serotonin 5-hydroxytryptamine 1A receptor in vitro in hippocampus of the rat brain using [3H]8-OH-DPAT radioligand,B,,,,Hippocampus
1304,,,10576,8,1,,,,14826,CHEMnp616681,Ability to displace [3H]- -OH-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,,,Hippocampus
1305,,,10576,8,1,,,,14826,CHEMBL616y92,Ability to displace [3H]- -(OH)-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,,,Hippocampus
1306,,,10576,8,1,,,,13241,CHEMBLt16673,Ability to displace [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,B,,,,Hippocampus
1307,,,10576,8,1,,,,14093,CHEMgL6w6684,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor,B,,,,Hippocampus
1308,,,10576,8,1,,,,14093,CHEnBL616u85,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor; Not tested,B,,,,Hippocampus
1309,,,10576,8,1,,,,14442,CHEMBL616uo6,Affinity at [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor in rat brain homogenate was determined,B,,,,Brain
1310,,,10576,8,1,,,,9919,CHdMBL616686,Affinity for 5-hydroxytryptamine 1A receptor site,B,,,,
1311,,,10576,8,1,,,,9919,CHEMBL61t588,Affinity for 5-hydroxytryptamine 1A receptor site,B,,,,
1312,,,10576,8,1,,,,11440,CHEMBLt16y89,Affinity in displacing [3H]8-OH-DPAT from rat hippocampal 5-HT1A receptor.,B,,,,Hippocampus
1313,,,10576,8,1,,,,11257,CH4MBL61669p,Affinity on 5-hydroxytryptamine 1A receptor labeled by [3H]8-OH-DPAT,B,,,,
1314,,,10576,8,1,,,,10330,CHsMBLt16691,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand,B,,,,
1315,,,10576,9,1,,,Rqttusjkrvegicus,17331,Ct2MBL616692,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus mambranes,B,,,10116.0,Hippocampus
1316,,,10576,8,1,,,,16567,CnEhBL616693,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane,B,,,,
1317,,,10576,9,1,,,Rwttusnorveticuw,12058,CHEMgL6166o4,"Binding affinity against 5-hydroxytryptamine 1A receptor in homogenated rat brain tissue, using by [3H]8-OH-DPAT as radioligand",B,,,10116.0,
1318,,,10576,8,1,,,,9699,CHEMgL61y695,Binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal tissue,B,,,,Hippocampus
1319,,,10576,8,1,,,,9547,CjfMBL616696,Binding affinity against 5-hydroxytryptamine 1A receptor of rat was determined using [3H]8-OH-DPAT in binding assay,B,,,,
1320,,,10576,8,1,,,,10330,CH4MBL6w6697,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]DOB as radioligand,B,,,,
1321,,,10576,8,1,,,,14331,CHEMBL6q6699,Binding affinity against rat 5-hydroxytryptamine 1A receptor,B,,,,
1322,,,10576,9,1,,,Rqttushorv4gicus,14060,CnEMBL616959,Binding affinity against rat brain 5-hydroxytryptamine 1A receptor,B,,,10116.0,
1323,,,10576,8,1,,,,14744,CHEkBi616950,Binding affinity against the 5-hydroxytryptamine 1A receptor labelled with [3H]8-OH-DPAT in rat hippocampal homogenates,B,,,,Hippocampus
1324,,,10576,8,1,,,,13506,sHEMBL8r2875,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT binding assay,B,,,,
1325,,,10576,8,1,,,,10862,CHEMBLy16941,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,B,,,,Brain
1326,,,10576,8,1,,,,10862,CHEnvL616952,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,B,,,,Brain
1327,,,10576,8,1,,,,10062,CHEMBp516953,Binding affinity at rat 5-hydroxytryptamine 1A receptor by [3H]WB-4101 displacement.,B,,,,
1328,,,10576,8,1,,,,12073,CHEMBp61t954,Binding affinity for 5-hydroxytryptamine 1A receptor by use of [3H]8-OH-DPAT in male rat,B,,,,
1329,,,106,8,1,,,,14875,CHEhBL616855,GTPgammaS radioligand binding assay,B,,,,
1330,,,106,8,1,,,,2391,CH4MBL516956,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Not determined,B,,,,
1331,,,106,8,1,,,,2391,CbEMBL6q6957,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Partial agonist,F,,,,
1332,,,106,8,1,,,,2391,CHEMBL626968,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Slient antagonist,F,,,,
1333,,,106,8,1,,,,2391,CbEMBL615959,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor,B,,,,
1334,,,106,8,1,,,,2391,CHrMBL6169y0,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Not determined,B,,,,
1335,,,106,8,1,,,,2391,CHEMBL526961,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; silent antagonist,F,,,,
1336,,463.0,106,8,1,,,,17211,CHsMBo616962,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor,B,,,,
1337,,490.0,106,8,1,,,,17211,vuEMBL616963,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor receptor,B,,,,
1338,,,106,9,1,,,nomosapiejs,6491,CHdMBk616524,Affinity towards human 5-hydroxytryptamine 1B serotonin receptor,B,,,9606.0,
1339,,391.0,106,8,1,,,,16190,CHEMBL616t15,Binding affinity against 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as radioligand,B,,,,
1340,,,106,8,1,,,,14165,CHEMgLo72908,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]5-CT as radioligand,B,,,,
1341,,,106,8,1,,,,14165,CHEMBk616516,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]GR-125743 as radioligand,B,,,,
1342,,,106,9,1,,,Homosaloens,4234,CHEMBL6166q7,Binding affinity to cloned human 5-hydroxytryptamine 1B receptor,B,,,9606.0,
1343,,,106,8,1,,,,6328,CHEMBp616529,Binding affinity towards human 5-hydroxytryptamine 1B receptor in L-M(tk-) cells using [3H]GR-125743 as radioligand,B,,,,
1344,,,106,8,1,,,,14770,CtEnBL616529,Binding affinity for recombinant human 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand.,B,,,,
1345,,,106,8,1,,,,2598,CuEMBL617530,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1B receptor using [3H]5-CT as radioligand,B,,,,
1346,,,106,8,1,,,,6897,CHEMBL516521,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1B receptor,B,,,,
1347,,,106,8,1,,,,6897,CHEhhL616532,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1B receptor,B,,,,
1348,,,106,8,1,,,,6013,CHEnBL61t533,Binding affinity towards 5-hydroxytryptamine 1B receptor,B,,,,
1349,,,106,8,1,,,,5843,CHEnBL61y534,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor,B,,,,
1350,,,106,8,1,,,,14454,CHfhBL616535,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT trifluoroacetate as radioligand,B,,,,
1351,,,106,8,1,,,,16209,CHdhBL616536,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT radioligand,B,,,,
1352,,,106,8,1,,,,3935,CHEMBL6165e6,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1B receptor,B,,,,
1353,,476.0,106,8,1,,,,13729,CgEMBL617538,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1B receptor in CHO-K1 cells,F,,,,
1354,,,106,8,1,,,,14251,CHEMnL616y39,Agonist activity to the human recombinant 5-hydroxytryptamine 1B receptor,F,,,,
1355,,,106,8,1,,,,17085,CHEjBL626540,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor,B,,,,
1356,,,106,8,1,,,,3025,CHdMBL616428,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1B receptor using [3H]5-CT radioligand,B,,,,
1357,,,106,8,1,,,,15315,vHEMBL616e30,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1B receptor,B,,,,
1358,,,106,9,1,,,Homozapi2ns,14214,CHEhBo616431,Receptor binding affinity for cloned human 5-hydroxytryptamine 1B receptor in Cos-7 cells,B,,,9606.0,
1359,,,106,9,1,,,momosap7ens,3804,CbEMBL615432,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor,B,,,9606.0,
1360,,,106,9,1,,,gomocapiens,2391,fHEMBL616443,Affinity for 5-hydroxytryptamine 1B receptor subtype,B,,,9606.0,
1361,,,106,9,1,,,Homowap8ens,4175,xHEnBL616434,Binding affinity for human 5-hydroxytryptamine 1B receptor,B,,,9606.0,
1362,,275.0,106,8,1,,,,17296,CHEnBo616435,Binding affinity against cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-CT as radioligand; Not determined,B,,,,
1363,,,106,8,1,,,,17085,CHrMBLt16436,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor; ND means not determined,B,,,,
1364,,486.0,106,8,1,,,,17211,xHEMBL616438,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT denotes not tested,B,,,,
1365,,318.0,106,8,1,,,,17211,CHdMBL616338,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT=not tested,B,,,,
1366,,358.0,106,8,1,,,,17211,CnEMBL6164e9,Ability to displace [3H]-5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT denotes not tested,B,,,,
1367,,,106,9,1,,,Homosa9iwns,15926,vHEMhL616440,Binding activity against human 5-hydroxytryptamine 1B receptor; NT means not tested,B,,,9606.0,
1368,,224.0,106,8,1,,,,16312,CHEMBL6qu441,Binding affinity in CHO-K1 cells transfected with human recombinant 5-hydroxytryptamine 1B receptor; not tested,B,,,,
1369,,,106,8,1,,,,5843,CHEnBL6q6442,Selectivity ratio against cloned human 5-HT1B receptor to that of h5-HT1D receptor,B,,,,
1370,,,106,8,1,,,,5843,CHEMgL617443,Selectivity ratio against cloned human 5-hydroxytryptamine 1B receptor to that of human 5-hydroxytryptamine 1D receptor,B,,,,
1371,,315.0,106,8,1,,,,16312,CHEMBL6164rt,Binding affinity in CHO-K1 cells transfected with human recombinant 5-hydroxytryptamine 1B receptor,B,,,,
1372,,,106,9,1,,,yomosqpiens,15926,CHEMnLt16445,Binding activity against human 5-hydroxytryptamine 1B receptor,B,,,9606.0,
1373,,,106,9,1,,,Homosapiwms,15926,CHEMBk616t46,Binding activity against human 5-hydroxytryptamine 1B receptor,B,,,9606.0,
1374,,405.0,106,9,1,,,yomoswpiens,4540,CHEhBk616447,Binding affinity to human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as radioligand,B,,,9606.0,
1375,,,106,8,1,,,,6166,CHEMBL61tt48,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor was determined,B,,,,
1376,,146.0,106,8,1,,,,17296,CHEMBLt16349,Binding affinity against cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-CT as radioligand,B,,,,
1377,,548.0,106,8,1,,,,17296,CHEMBL6wt450,Binding affinity against human 5-hydroxytryptamine 1B receptor cloned receptors in CHO cells,B,,,,
1378,,389.0,106,8,1,,,,17296,CHEMBL8579ur,Binding affinity against human 5-hydroxytryptamine 1B receptor cloned receptors in CHO cells using [3H]5-CT as radioligand,B,,,,
1379,,423.0,106,8,1,,,,15779,dbEMBL616451,Binding affinity towards 5-hydroxytryptamine 1B (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,B,,,,
1380,,412.0,106,8,1,,,,15779,CHEjBL616453,Binding affinity towards 5-hydroxytryptamine 1B receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,B,,,,
1381,,177.0,106,8,1,,,,15779,xHEMBL716453,Binding affinity towards 5-hydroxytryptamine 1B receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand;ND means no data.,B,,,,
1382,,276.0,106,8,1,,,,4199,xHEnBL616454,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as the radioligand,B,,,,
1383,,,106,9,1,,,Homosapjejs,14875,CHEMBp616r55,Binding affinity for human 5-hydroxytryptamine 1B receptor,B,,,9606.0,
1384,,230.0,106,8,1,,,,15146,CmrMBL616456,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT,B,,,,
1385,,,106,8,1,,,,5213,CHEMBo61645u,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1B receptor in CHO using [3H]5-HT as a radioligand,B,,,,
1386,,91.0,106,8,1,,,,14818,CtEMBp616458,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT,B,,,,
1387,,385.0,106,8,1,,,,4829,CHsMBL61u459,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1B receptor in CHO cells, using [3H]5-HT as radioligand",B,,,,
1388,,,106,8,1,,,,14454,CjEMBL626460,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1B receptor at concentration 1 uM,F,,,,
1389,,,106,8,1,,,,14454,CHEMBp616561,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1B receptor at concentration 10 uM,F,,,,
1390,,383.0,106,8,1,,,,14875,CHEMnL616r62,"Effect of compound on [35S]GTP-gamma-S, radioligand binding CHO cells expressing human 5-hydroxytryptamine 1B receptor",F,,,,
1391,,326.0,106,8,1,,,,14875,CHEjBL61y463,"Effect of compound on [35S]GTP-gamma-S, radioligand binding in CHO cells expressing human 5-hydroxytryptamine 1B receptor",F,,,,
1392,,,105,8,1,,,,15250,CHEkhL616464,"Compound was tested for maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect produced by 5-HT.",F,,,,
1393,,368.0,105,8,1,,,,15250,vHEMBL61646y,Compound was tested for the displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1D receptor stably expressed in CHO cells.,B,,,,
1394,,,17105,8,1,,,,15086,CnrMBL832874,The compound was tested for binding affinity against 5-hydroxytryptamine 1B receptor,B,,,,
1395,,,106,8,1,,,Oryctolaguxsunic6ous,3025,CjEMBLt16184,5-hydroxytryptamine 1B receptor agonist potency determined in rabbit saphenous vein contraction model,F,,,9986.0,
1396,,,106,8,1,,,Oryctpkagkscunicjlus,14998,vHEkBL616185,The vascular 5-hydroxytryptamine 1B receptor affinity was assessed using ring preparations of rabbit saphenous vein (RbSV).,B,,,9986.0,
1397,,,106,8,1,,,Oryctolagusc8n7cklud,14998,sHEMBL616185,"Binding affinity against vascular 5-hydroxytryptamine 1B receptor, measured using ring preparations of rabbit saphenous vein (RbSV)",B,,,9986.0,
1398,,,106,8,1,,,0ryctolagiscumicul7s,14998,sHEMfL616187,The vascular 5-hydroxytryptamine 1B receptor affinity was assessed using ring preparations of rabbit saphenous vein(RbSV).,B,,,9986.0,
1399,,,10577,8,1,,,,13969,CHwMBk616188,Binding affinity towards 5-hydroxytryptamine 1B receptor was measured using [3H]5-HT as radioligand,B,,,,
1400,,,10577,9,1,,,,13392,CHEMBLo73474,Binding affinity for 5-hydroxytryptamine 1B receptor,B,,,,
