Fiscal year,Branch name,Gender equality (marker),Organisation type,ICT as a tool for development (marker),Urban issues (marker),Bilateral aid (international marker),Section name,Division ID,Division name,Organisation name,Climate change mitigation (marker),Organisation ID,IRTC percent,Project number,CountryRegion percent,FSTC percent,Fund centre ID,Amount spent,Untied amount(Project-level budget),Branch ID,Continent name,Indigenous issues (marker),CIDA business delivery model (old),Children issues (marker),Status,Maximum CIDA contribution (project-level),Section ID,Regional program (marker),Fund centre name,CFLI (marker),Programming process (new),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker)
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A031935001,1.0,0.0,4452,253.335,20000000.0,B4400,America,0,Directive,0,Terminating,20000000.0,S4449,0,Haiti,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A031935001,1.0,0.0,4452,2355.5879999999997,20000000.0,B4400,America,0,Directive,0,Terminating,20000000.0,S4449,0,Haiti,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A031935001,1.0,0.0,4452,591.9815,20000000.0,B4400,America,0,Directive,0,Terminating,20000000.0,S4449,0,Haiti,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,C�RAC Inc.,0,1000647,0.0,A031935001,1.0,0.0,4452,2440.835,20000000.0,B4400,America,0,Directive,0,Terminating,20000000.0,S4449,0,Haiti,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,CECI/CRC Sogema INC./ENAP/SOCODEVI,0,1013076,0.0,A031935001,1.0,0.0,4452,173758.37699999998,20000000.0,B4400,America,0,Directive,0,Terminating,20000000.0,S4449,0,Haiti,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A031935001,1.0,0.0,4452,253.335,20000000.0,B4400,America,0,Directive,0,Terminating,20000000.0,S4449,0,Haiti,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A031935001,1.0,0.0,4452,2355.5879999999997,20000000.0,B4400,America,0,Directive,0,Terminating,20000000.0,S4449,0,Haiti,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A031935001,1.0,0.0,4452,1183.963,20000000.0,B4400,America,0,Directive,0,Terminating,20000000.0,S4449,0,Haiti,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,C�RAC Inc.,0,1000647,0.0,A031935001,1.0,0.0,4452,4881.67,20000000.0,B4400,America,0,Directive,0,Terminating,20000000.0,S4449,0,Haiti,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,CECI/CRC Sogema INC./ENAP/SOCODEVI,0,1013076,0.0,A031935001,1.0,0.0,4452,347516.75399999996,20000000.0,B4400,America,0,Directive,0,Terminating,20000000.0,S4449,0,Haiti,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A031935001,1.0,0.0,4452,506.67,20000000.0,B4400,America,0,Directive,0,Terminating,20000000.0,S4449,0,Haiti,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A031935001,1.0,0.0,4452,4711.1759999999995,20000000.0,B4400,America,0,Directive,0,Terminating,20000000.0,S4449,0,Haiti,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A031935001,1.0,0.0,4452,4735.852,20000000.0,B4400,America,0,Directive,0,Terminating,20000000.0,S4449,0,Haiti,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,C�RAC Inc.,0,1000647,0.0,A031935001,1.0,0.0,4452,19526.68,20000000.0,B4400,America,0,Directive,0,Terminating,20000000.0,S4449,0,Haiti,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,CECI/CRC Sogema INC./ENAP/SOCODEVI,0,1013076,0.0,A031935001,1.0,0.0,4452,1390067.0159999998,20000000.0,B4400,America,0,Directive,0,Terminating,20000000.0,S4449,0,Haiti,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A031935001,1.0,0.0,4452,2026.68,20000000.0,B4400,America,0,Directive,0,Terminating,20000000.0,S4449,0,Haiti,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A031935001,1.0,0.0,4452,18844.703999999998,20000000.0,B4400,America,0,Directive,0,Terminating,20000000.0,S4449,0,Haiti,0,Uncoded: Pre-APP,Not PBA,0,0,0,1,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A031937001,0.5,1.0,4456,11182.702,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Geotactic Inc.,0,1004154,0.0,A031937001,0.5,1.0,4456,6503.602,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Groupement Oxfam-Qu�bec/CRC Sogema Inc.,0,1012070,0.0,A031937001,0.5,1.0,4456,380531.086,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A031937001,0.5,1.0,4456,9137.038,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A031937001,0.5,1.0,4456,5758.965999999999,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A031937001,0.5,1.0,4456,8387.0265,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Geotactic Inc.,0,1004154,0.0,A031937001,0.5,1.0,4456,4877.7015,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Groupement Oxfam-Qu�bec/CRC Sogema Inc.,0,1012070,0.0,A031937001,0.5,1.0,4456,285398.3145,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A031937001,0.5,1.0,4456,6852.7785,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A031937001,0.5,1.0,4456,4319.2245,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A031937001,0.5,1.0,4456,8387.0265,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Geotactic Inc.,0,1004154,0.0,A031937001,0.5,1.0,4456,4877.7015,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Groupement Oxfam-Qu�bec/CRC Sogema Inc.,0,1012070,0.0,A031937001,0.5,1.0,4456,285398.3145,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A031937001,0.5,1.0,4456,6852.7785,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A031937001,0.5,1.0,4456,4319.2245,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A031937001,0.5,1.0,4456,11182.702,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Geotactic Inc.,0,1004154,0.0,A031937001,0.5,1.0,4456,6503.602,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Groupement Oxfam-Qu�bec/CRC Sogema Inc.,0,1012070,0.0,A031937001,0.5,1.0,4456,380531.086,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A031937001,0.5,1.0,4456,9137.038,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A031937001,0.5,1.0,4456,5758.965999999999,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A031937001,0.5,1.0,4456,8387.0265,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Geotactic Inc.,0,1004154,0.0,A031937001,0.5,1.0,4456,4877.7015,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Groupement Oxfam-Qu�bec/CRC Sogema Inc.,0,1012070,0.0,A031937001,0.5,1.0,4456,285398.3145,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A031937001,0.5,1.0,4456,6852.7785,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A031937001,0.5,1.0,4456,4319.2245,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Non-Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Department of Foreign Affairs and International Trade,0,10050,0.0,A031937001,0.5,1.0,4456,8387.0265,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Geotactic Inc.,0,1004154,0.0,A031937001,0.5,1.0,4456,4877.7015,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Groupement Oxfam-Qu�bec/CRC Sogema Inc.,0,1012070,0.0,A031937001,0.5,1.0,4456,285398.3145,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A031937001,0.5,1.0,4456,6852.7785,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,NGM Americas,0,Canadian Profit Making,0,0,1,Ha�ti & Dominican Republic Section,D4400,NDD Americas Programming,Information not available,0,Information not available,0.0,A031937001,0.5,1.0,4456,4319.2245,9744446.71,B4400,America,0,Directive,0,Closed,9744446.71,S4449,1,Hispanolia,0,Uncoded: Pre-APP,Not PBA,0,2,1,0,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Non-Profit Making,1,0,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Universities Canada,0,1001244,0.0,A031963002,0.05,1.0,4310,26260.2345,0.0,B4200,Africa,0,Responsive,0,Closed,1288869.46,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Profit Making,1,0,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Information not available,0,Information not available,0.0,A031963002,0.05,1.0,4310,184.0,0.0,B4200,Africa,0,Responsive,0,Closed,1288869.46,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Non-Profit Making,1,0,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Universities Canada,0,1001244,0.0,A031963002,0.07,1.0,4310,36764.3283,0.0,B4200,Africa,0,Responsive,0,Closed,1288869.46,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Profit Making,1,0,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Information not available,0,Information not available,0.0,A031963002,0.07,1.0,4310,257.6,0.0,B4200,Africa,0,Responsive,0,Closed,1288869.46,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Non-Profit Making,1,0,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Universities Canada,0,1001244,0.0,A031963002,0.09,1.0,4310,47268.4221,0.0,B4200,Africa,0,Responsive,0,Closed,1288869.46,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Profit Making,1,0,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Information not available,0,Information not available,0.0,A031963002,0.09,1.0,4310,331.2,0.0,B4200,Africa,0,Responsive,0,Closed,1288869.46,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Non-Profit Making,1,0,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Universities Canada,0,1001244,0.0,A031963002,0.1,1.0,4310,52520.469000000005,0.0,B4200,Africa,0,Responsive,0,Closed,1288869.46,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Profit Making,1,0,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Information not available,0,Information not available,0.0,A031963002,0.1,1.0,4310,368.0,0.0,B4200,Africa,0,Responsive,0,Closed,1288869.46,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Non-Profit Making,1,0,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Universities Canada,0,1001244,0.0,A031963002,0.11,1.0,4310,57772.5159,0.0,B4200,Africa,0,Responsive,0,Closed,1288869.46,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Profit Making,1,0,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Information not available,0,Information not available,0.0,A031963002,0.11,1.0,4310,404.8,0.0,B4200,Africa,0,Responsive,0,Closed,1288869.46,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Non-Profit Making,1,0,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Universities Canada,0,1001244,0.0,A031963002,0.45,1.0,4310,236342.1105,0.0,B4200,Africa,0,Responsive,0,Closed,1288869.46,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Profit Making,1,0,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Information not available,0,Information not available,0.0,A031963002,0.45,1.0,4310,1656.0,0.0,B4200,Africa,0,Responsive,0,Closed,1288869.46,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Non-Profit Making,1,0,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Universities Canada,0,1001244,0.0,A031963002,0.06,1.0,4310,31512.2814,0.0,B4200,Africa,0,Responsive,0,Closed,1288869.46,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Profit Making,1,0,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Information not available,0,Information not available,0.0,A031963002,0.06,1.0,4310,220.8,0.0,B4200,Africa,0,Responsive,0,Closed,1288869.46,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Non-Profit Making,1,0,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Universities Canada,0,1001244,0.0,A031963002,0.07,1.0,4310,36764.3283,0.0,B4200,Africa,0,Responsive,0,Closed,1288869.46,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Profit Making,1,0,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Information not available,0,Information not available,0.0,A031963002,0.07,1.0,4310,257.6,0.0,B4200,Africa,0,Responsive,0,Closed,1288869.46,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Non-Profit Making,0,0,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Department of Foreign Affairs and International Trade,0,10050,0.0,A031973001,0.125,1.0,4310,9068.37125,4126131.99,B4200,Africa,0,Directive,0,Closed,4126131.99,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Non-Profit Making,0,0,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,International Development Research Centre,0,1001363,0.0,A031973001,0.125,1.0,4310,134075.375,4126131.99,B4200,Africa,0,Directive,0,Closed,4126131.99,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
2009/2010,WGM Sub-Saharan Africa,0,Canadian Profit Making,0,0,1,Gulf of Guinea Program,D4207,WWD West & Central Africa,Information not available,0,Information not available,0.0,A031973001,0.125,1.0,4310,7331.51125,4126131.99,B4200,Africa,0,Directive,0,Closed,4126131.99,S4249,1,Central & West Africa Regional Program,0,Uncoded: Pre-APP,Not PBA,0,0,0,0,0
