Fiscal year,CountryRegion name,Organisation ID,Indigenous issues (marker),Branch name,Sector percent,Organisation type,Section ID,Children issues (marker),Project Browser country ID,Biodiversity (marker),Continent name,Sector ID,Organisation class,Division ID,Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Division name,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker)
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.1,Foreign Non-Profit Making,S4281,0,ER,0,Africa,31120,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.2,Foreign Non-Profit Making,S4281,0,ER,0,Africa,31181,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.6,Foreign Non-Profit Making,S4281,0,ER,0,Africa,31182,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.1,Foreign Non-Profit Making,S4281,0,ER,0,Africa,31191,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.1,Foreign Non-Profit Making,S4281,0,KM,0,Africa,31120,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.2,Foreign Non-Profit Making,S4281,0,KM,0,Africa,31181,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.6,Foreign Non-Profit Making,S4281,0,KM,0,Africa,31182,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.1,Foreign Non-Profit Making,S4281,0,KM,0,Africa,31191,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.1,Foreign Non-Profit Making,S4281,0,MG,0,Africa,31120,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.2,Foreign Non-Profit Making,S4281,0,MG,0,Africa,31181,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.6,Foreign Non-Profit Making,S4281,0,MG,0,Africa,31182,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.1,Foreign Non-Profit Making,S4281,0,MG,0,Africa,31191,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.1,Foreign Non-Profit Making,S4281,0,MU,0,Africa,31120,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.2,Foreign Non-Profit Making,S4281,0,MU,0,Africa,31181,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.6,Foreign Non-Profit Making,S4281,0,MU,0,Africa,31182,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.1,Foreign Non-Profit Making,S4281,0,MU,0,Africa,31191,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.1,Foreign Non-Profit Making,S4281,0,SC,0,Africa,31120,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.2,Foreign Non-Profit Making,S4281,0,SC,0,Africa,31181,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.6,Foreign Non-Profit Making,S4281,0,SC,0,Africa,31182,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.1,Foreign Non-Profit Making,S4281,0,SC,0,Africa,31191,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.1,Foreign Non-Profit Making,S4281,0,SO,0,Africa,31120,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.2,Foreign Non-Profit Making,S4281,0,SO,0,Africa,31181,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.6,Foreign Non-Profit Making,S4281,0,SO,0,Africa,31182,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.1,Foreign Non-Profit Making,S4281,0,SO,0,Africa,31191,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.1,Foreign Non-Profit Making,S4281,0,RW,0,Africa,31120,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.2,Foreign Non-Profit Making,S4281,0,RW,0,Africa,31181,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.6,Foreign Non-Profit Making,S4281,0,RW,0,Africa,31182,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.1,Foreign Non-Profit Making,S4281,0,RW,0,Africa,31191,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.1,Foreign Non-Profit Making,S4281,0,TZ,0,Africa,31120,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.2,Foreign Non-Profit Making,S4281,0,TZ,0,Africa,31181,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.6,Foreign Non-Profit Making,S4281,0,TZ,0,Africa,31182,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.1,Foreign Non-Profit Making,S4281,0,TZ,0,Africa,31191,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.1,Foreign Non-Profit Making,S4281,0,ET,0,Africa,31120,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.2,Foreign Non-Profit Making,S4281,0,ET,0,Africa,31181,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.6,Foreign Non-Profit Making,S4281,0,ET,0,Africa,31182,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.1,Foreign Non-Profit Making,S4281,0,ET,0,Africa,31191,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.1,Foreign Non-Profit Making,S4281,0,KE,0,Africa,31120,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.2,Foreign Non-Profit Making,S4281,0,KE,0,Africa,31181,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.6,Foreign Non-Profit Making,S4281,0,KE,0,Africa,31182,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.1,Foreign Non-Profit Making,S4281,0,KE,0,Africa,31191,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.1,Foreign Non-Profit Making,S4281,0,UG,0,Africa,31120,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.2,Foreign Non-Profit Making,S4281,0,UG,0,Africa,31181,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.6,Foreign Non-Profit Making,S4281,0,UG,0,Africa,31182,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Eastern Africa,1009855,0,WGM Sub-Saharan Africa,0.1,Foreign Non-Profit Making,S4281,0,UG,0,Africa,31191,Multilateral,D4270,A032229002,Closed,24100562.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,24100562.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Viet Nam,10050,0,OGM Asia Pacific,0.4,Canadian Non-Profit Making,S4107,0,VN,0,Asia,31166,Governmental,D4100,A032230PRE,Closed,209366.81,B4100,OAD Asia Programming,OAV Vietnam,0,4112,Vietnam,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Viet Nam,10050,0,OGM Asia Pacific,0.3,Canadian Non-Profit Making,S4107,0,VN,0,Asia,32161,Governmental,D4100,A032230PRE,Closed,209366.81,B4100,OAD Asia Programming,OAV Vietnam,0,4112,Vietnam,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Viet Nam,10050,0,OGM Asia Pacific,0.3,Canadian Non-Profit Making,S4107,0,VN,0,Asia,43040,Governmental,D4100,A032230PRE,Closed,209366.81,B4100,OAD Asia Programming,OAV Vietnam,0,4112,Vietnam,0.0,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Africa MC,1002418,0,WGM Sub-Saharan Africa,0.4,Foreign Non-Profit Making,S4281,0,X1,0,Africa,14010,Multilateral,D4270,A032232003,Closed,20000000.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,20000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Africa MC,1002418,0,WGM Sub-Saharan Africa,0.2,Foreign Non-Profit Making,S4281,0,X1,0,Africa,14015,Multilateral,D4270,A032232003,Closed,20000000.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,20000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Africa MC,1002418,0,WGM Sub-Saharan Africa,0.1,Foreign Non-Profit Making,S4281,0,X1,0,Africa,14021,Multilateral,D4270,A032232003,Closed,20000000.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,20000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Africa MC,1002418,0,WGM Sub-Saharan Africa,0.1,Foreign Non-Profit Making,S4281,0,X1,0,Africa,14022,Multilateral,D4270,A032232003,Closed,20000000.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,20000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Africa MC,1002418,0,WGM Sub-Saharan Africa,0.2,Foreign Non-Profit Making,S4281,0,X1,0,Africa,14040,Multilateral,D4270,A032232003,Closed,20000000.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,20000000.0,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Africa MC,1002418,0,WGM Sub-Saharan Africa,0.6,Foreign Non-Profit Making,S4281,0,X1,0,Africa,14010,Multilateral,D4270,A032232004,Closed,5000000.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,5000000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Africa MC,1002418,0,WGM Sub-Saharan Africa,0.4,Foreign Non-Profit Making,S4281,0,X1,0,Africa,14081,Multilateral,D4270,A032232004,Closed,5000000.0,B4200,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",1,4315,Canada Fund for Africa Secretariat,5000000.0,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,Not PBA,1
2009/2010,Viet Nam,1005618,0,OGM Asia Pacific,0.4,Canadian Non-Profit Making,S4107,0,VN,0,Asia,31120,Civil Society,D4100,A032239002,Closed,9274707.55,B4100,OAD Asia Programming,OAV Vietnam,0,4112,Vietnam,9274707.55,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Viet Nam,1010607,0,OGM Asia Pacific,0.4,Foreign Non-Profit Making,S4107,0,VN,0,Asia,31120,Governmental,D4100,A032239002,Closed,9274707.55,B4100,OAD Asia Programming,OAV Vietnam,0,4112,Vietnam,9274707.55,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Viet Nam,1011812,0,OGM Asia Pacific,0.4,Foreign Profit Making,S4107,0,VN,0,Asia,31120,Civil Society,D4100,A032239002,Closed,9274707.55,B4100,OAD Asia Programming,OAV Vietnam,0,4112,Vietnam,9274707.55,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Viet Nam,1005618,0,OGM Asia Pacific,0.2,Canadian Non-Profit Making,S4107,0,VN,0,Asia,31161,Civil Society,D4100,A032239002,Closed,9274707.55,B4100,OAD Asia Programming,OAV Vietnam,0,4112,Vietnam,9274707.55,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Viet Nam,1010607,0,OGM Asia Pacific,0.2,Foreign Non-Profit Making,S4107,0,VN,0,Asia,31161,Governmental,D4100,A032239002,Closed,9274707.55,B4100,OAD Asia Programming,OAV Vietnam,0,4112,Vietnam,9274707.55,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Viet Nam,1011812,0,OGM Asia Pacific,0.2,Foreign Profit Making,S4107,0,VN,0,Asia,31161,Civil Society,D4100,A032239002,Closed,9274707.55,B4100,OAD Asia Programming,OAV Vietnam,0,4112,Vietnam,9274707.55,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Viet Nam,1005618,0,OGM Asia Pacific,0.15,Canadian Non-Profit Making,S4107,0,VN,0,Asia,31166,Civil Society,D4100,A032239002,Closed,9274707.55,B4100,OAD Asia Programming,OAV Vietnam,0,4112,Vietnam,9274707.55,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Viet Nam,1010607,0,OGM Asia Pacific,0.15,Foreign Non-Profit Making,S4107,0,VN,0,Asia,31166,Governmental,D4100,A032239002,Closed,9274707.55,B4100,OAD Asia Programming,OAV Vietnam,0,4112,Vietnam,9274707.55,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Viet Nam,1011812,0,OGM Asia Pacific,0.15,Foreign Profit Making,S4107,0,VN,0,Asia,31166,Civil Society,D4100,A032239002,Closed,9274707.55,B4100,OAD Asia Programming,OAV Vietnam,0,4112,Vietnam,9274707.55,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Viet Nam,1005618,0,OGM Asia Pacific,0.1,Canadian Non-Profit Making,S4107,0,VN,0,Asia,31181,Civil Society,D4100,A032239002,Closed,9274707.55,B4100,OAD Asia Programming,OAV Vietnam,0,4112,Vietnam,9274707.55,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
2009/2010,Viet Nam,1010607,0,OGM Asia Pacific,0.1,Foreign Non-Profit Making,S4107,0,VN,0,Asia,31181,Governmental,D4100,A032239002,Closed,9274707.55,B4100,OAD Asia Programming,OAV Vietnam,0,4112,Vietnam,9274707.55,1.0,0.0,0,Directive,Uncoded: Pre-APP,1,Not PBA,0
