assay_type,assay_cell_type,cell_id,assay_test_type,assay_category,tissue_id,assay_strain,confidence_score,assay_tax_id,tid,src_id,curated_by,src_assay_id,variant_id,assay_id,assay_subcellular_fraction,doc_id,relationship_type,chembl_id,bao_format,assay_tissue,description,assay_organism
B,,,,,,,8,,107,1,Autocuration,,,2289,,14744,H,CHEMBL617074,BAO_0000357,,Binding affinity against the cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as the radioligand,
B,CHO,449.0,,,,,8,,107,1,Expert,,,2290,,16659,H,CHEMBL617075,BAO_0000219,,Binding affinity for displacement of [3H]ketanserin to human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,
B,,,,,,,8,,107,1,Autocuration,,,2291,,3307,H,CHEMBL617076,BAO_0000357,,Binding affinity of compound to human 5-hydroxytryptamine 2A receptor,
B,,,,,,,9,9606.0,107,1,Expert,,,2292,,6857,D,CHEMBL617077,BAO_0000019,,Affinity for human 5-hydroxytryptamine 2A receptor expressed in mammalian cell line,Homo sapiens
B,,,,,,,8,,107,1,Expert,,,2293,,5635,H,CHEMBL617078,BAO_0000357,,Binding affinity against 5-hydroxytryptamine 2A receptor using [125I]DOI radioligand.,
B,,,,,,,9,9606.0,107,1,Expert,,,2294,,4234,D,CHEMBL617079,BAO_0000357,,Binding affinity to cloned human 5-hydroxytryptamine 2A receptor,Homo sapiens
B,,,,,,,8,,107,1,Autocuration,,,2295,,15527,H,CHEMBL617080,BAO_0000357,,Binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand.,
B,CHO,449.0,,,,,8,,107,1,Expert,,,2296,,6588,H,CHEMBL617081,BAO_0000219,,Binding affinity towards human 5-hydroxytryptamine 2A receptor by the displacement of [3H]ketanserin radioligand from the cloned receptor expressed in CHO cells,
B,,,,,,,8,,107,1,Expert,,,2297,,13631,H,CHEMBL617082,BAO_0000219,,Binding affinity towards human 5-HT2A receptor in BEK cells,
B,,,,,,,8,,107,1,Autocuration,,,2298,,17723,H,CHEMBL617083,BAO_0000357,,Binding affinity towards human serotonin 5-hydroxytryptamine 2A receptor,
B,,,,,,,8,,107,1,Autocuration,,,2299,,14770,H,CHEMBL617084,BAO_0000357,,Binding affinity for recombinant human 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand.,
B,,,,,,,9,9606.0,107,1,Expert,,,2300,,16293,D,CHEMBL617085,BAO_0000357,,Binding affinity for human 5-hydroxytryptamine 2A receptor,Homo sapiens
B,,,,,,,8,,107,1,Autocuration,,,2301,,16209,H,CHEMBL617086,BAO_0000357,,Binding affinity towards human 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,
B,,,,,,,8,,107,1,Autocuration,,,2302,,12469,H,CHEMBL617087,BAO_0000219,,Binding affinity was measured on 5-hydroxytryptamine 2A receptor in GF6 cells transfected with human 5-HT2A gene labeled with [3H]ketanserin,
B,,,,,,,8,,107,1,Autocuration,,,2303,,15363,H,CHEMBL617088,BAO_0000357,,Compound was tested for the displacement of [125I]-DOI from clone human 5-hydroxytryptamine 2A receptor,
B,,,,,,,8,,107,1,Autocuration,,,2304,,15363,H,CHEMBL617089,BAO_0000357,,Compound was tested for the displacement of [125I]DOI from cloned human 5-hydroxytryptamine 2A receptor,
B,,,,,,,8,,107,1,Expert,,,2305,,16441,H,CHEMBL617090,BAO_0000019,,"Tested on genetically transfected COS7 cell membranes selectively expressing human 5-hydroxytryptamine 2A receptor, using [3H]ketanserin as radioligand",
B,,,,,,,8,,107,1,Autocuration,,,2306,,8,H,CHEMBL617513,BAO_0000357,,In vitro binding affinity towards 5-hydroxytryptamine 2A receptor in human using [3H]ketanserin as radioligand,
B,HEK293,722.0,,,,,8,,107,1,Autocuration,,,2307,,4176,H,CHEMBL617514,BAO_0000219,,In vitro binding affinity towards human 5-hydroxytryptamine 2A receptor expressed in HEK293 cells was determined using [3H]ketanserin as radioligand,
B,,,,,,,8,,107,1,Autocuration,,,2308,,17085,H,CHEMBL617515,BAO_0000019,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 2A receptor,
B,,,,,,,8,,107,1,Autocuration,,,2309,,17200,H,CHEMBL617516,BAO_0000357,,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,
B,,,,,,,9,9606.0,107,1,Expert,,,2310,,17200,D,CHEMBL617517,BAO_0000357,,Inhibitory constant determined against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,Homo sapiens
B,CHO,449.0,,,,,9,9606.0,107,1,Expert,,,2311,,4013,D,CHEMBL617518,BAO_0000219,,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor expressed in CHO cells,Homo sapiens
B,,,,,,,8,,107,1,Autocuration,,,2312,,5088,H,CHEMBL617519,BAO_0000357,,Tested for binding affinity towards 5-hydroxytryptamine 2A receptor,
B,,,,,,,9,9606.0,107,1,Expert,,,2313,,5088,D,CHEMBL617520,BAO_0000357,,Displacement of [3H]DOB from human 5-hydroxytryptamine 2A receptor,Homo sapiens
B,,,,,,,8,,107,1,Autocuration,,,2314,,5088,H,CHEMBL617521,BAO_0000357,,Tested for binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]DOB as labeled ligand; binding data not obtained,
B,,,,,,,9,9606.0,107,1,Expert,,,2315,,5088,D,CHEMBL617522,BAO_0000357,,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor,Homo sapiens
B,,,,,,,8,,107,1,Autocuration,,,2316,,5088,H,CHEMBL617523,BAO_0000357,,Tested for binding affinity towards human 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand,
B,,,,,,,8,,107,1,Autocuration,,,2317,,5088,H,CHEMBL617524,BAO_0000357,,Tested for binding affinity towards human 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand,
B,,,,,,,4,,104686,1,Autocuration,,,2318,,9786,H,CHEMBL617525,BAO_0000019,,Ability to displace 0.75 nM [3H]ketanserin in 5-hydroxytryptamine 2 receptor from rat frontal cortex homogenate,
B,,,,,,,5,10116.0,104686,1,Autocuration,,,2319,,9205,D,CHEMBL617526,BAO_0000019,,Ability to inhibit [3H]spiperone binding to 5-hydroxytryptamine 2 receptor determined in rat,Rattus norvegicus
B,,,,,,,4,,104686,1,Autocuration,,,2320,,11257,H,CHEMBL617527,BAO_0000224,,Affinity on 5-hydroxytryptamine 2 receptor labeled by [125I]DOI,
B,,,,,,,4,,104686,1,Autocuration,,,2321,,9362,H,CHEMBL617528,BAO_0000019,,Affinity towards [3H]- DOB -labeled 5-hydroxytryptamine 2 receptor sites in rat cortical homogenates,
B,,,,,,,4,,104686,1,Autocuration,,,2322,,9362,H,CHEMBL617529,BAO_0000019,,Affinity towards [3H]- ketanserin-labeled 5-hydroxytryptamine 2 receptor sites in rat cortical homogenates,
B,,,,,,,4,,104686,1,Autocuration,,,2323,,10590,H,CHEMBL617530,BAO_0000224,,Inhibition of 5-hydroxytryptamine 2 induced vasoconstriction of rat caudal artery.,
B,,,,,,,4,,104686,1,Autocuration,,,2324,,10468,H,CHEMBL617531,BAO_0000019,,Binding affinity against 5-hydroxytryptamine 2 receptor of rat frontal cortex using [3H]ketanserin radioligand,
B,,,,,,,4,,104686,1,Autocuration,,,2325,,13050,H,CHEMBL617532,BAO_0000019,,Binding affinity against 5-hydroxytryptamine 2 receptor from rat frontal cortex using [125]-(R)-DOI as radioligand,
B,,,,,,,4,,104686,1,Autocuration,,,2326,,11624,H,CHEMBL617533,BAO_0000019,,Binding affinity against 5-hydroxytryptamine 2 receptor in rat using [3H]ketanserin as radioligand,
B,,,,,,,4,,104686,1,Autocuration,,,2327,,10468,H,CHEMBL617534,BAO_0000019,,Binding affinity against 5-hydroxytryptamine 2 receptor of rat frontal cortex using [3H]ketanserin radioligand,
B,,,,,,,4,,104686,1,Autocuration,,,2328,,10330,H,CHEMBL617535,BAO_0000224,,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin as radioligand,
B,,,,,,,4,,104686,1,Autocuration,,,2329,,10062,H,CHEMBL617536,BAO_0000224,,Binding affinity at rat 5-hydroxytryptamine 2 receptor by [3H]ketanserin displacement.,
B,,,,,,,4,,104686,1,Autocuration,,,2330,,11642,H,CHEMBL617537,BAO_0000224,,Binding affinity determined in radioreceptor binding assay by using [3H]ketanserin radioligand against 5-hydroxytryptamine 2 receptor,
B,,,,,,,4,,104686,1,Autocuration,,,2331,,10062,H,CHEMBL617538,BAO_0000224,,Binding affinity determined in radioreceptor binding assay by using [3H]ketanserin radioligand against 5-hydroxytryptamine 2 receptor,
B,,,In vitro,,,,4,,104686,1,Autocuration,,,2332,,13427,H,CHEMBL617539,BAO_0000219,,Binding affinity of [3H]ketanserin towards 5-hydroxytryptamine 2 receptor in cloned mammalian receptor expressed in cultured cells or from rat whole brain.,
B,,,,,,,5,10116.0,104686,1,Autocuration,,,2333,,12280,D,CHEMBL617540,BAO_0000224,,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor,Rattus norvegicus
B,,,,,,,5,10116.0,104686,1,Autocuration,,,2334,,4101,D,CHEMBL617541,BAO_0000224,,Binding affinity for 5-hydroxytryptamine 2 receptor from striata of male Wistar rats by displacement of [3H]ketanserin,Rattus norvegicus
B,,,,,,,4,,104686,1,Autocuration,,,2335,,10062,H,CHEMBL617542,BAO_0000224,,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 2 receptor,
B,,,,,,,4,,104686,1,Autocuration,,,2336,,11147,H,CHEMBL617543,BAO_0000224,,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]DOB as,
B,CHO-K1,485.0,,,,,5,10116.0,104686,1,Autocuration,,,2337,,2395,D,CHEMBL617544,BAO_0000219,,Binding affinity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,Rattus norvegicus
B,CHO-K1,485.0,,,,,5,10116.0,104686,1,Autocuration,,,2338,,2395,D,CHEMBL617545,BAO_0000219,,Binding affinity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,Rattus norvegicus
B,,,,,,,5,10116.0,104686,1,Autocuration,,,2339,,9098,D,CHEMBL617413,BAO_0000019,,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- DOB as a radioligand,Rattus norvegicus
B,,,,,,,4,,104686,1,Autocuration,,,2340,,9098,H,CHEMBL617414,BAO_0000019,,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- DOB as a radioligand.,
B,,,,,,,5,10116.0,104686,1,Autocuration,,,2341,,9098,D,CHEMBL617415,BAO_0000019,,Binding affinity to 5-hydroxytryptamine 2 receptor of rat cortical membranes using [3H]- DOB; ND means no data.,Rattus norvegicus
B,,,,,,,4,,104686,1,Autocuration,,,2342,,9443,H,CHEMBL617416,BAO_0000224,,Binding affinity towards 5-hydroxytryptamine 2 receptor,
B,,,,,,,4,,104686,1,Autocuration,,,2343,,9443,H,CHEMBL617417,BAO_0000224,,Binding affinity towards 5-hydroxytryptamine 2 receptor at 1.0 uM concentration,
B,,,,,,,4,,104686,1,Autocuration,,,2344,,9699,H,CHEMBL617418,BAO_0000019,,"Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- 1-(4-bromo-2,5-dimethoxy-phenyl)-2-aminopropane (D) as radioligand in rat frontal cortex",
B,,,,,,,4,,104686,1,Autocuration,,,2345,,9699,H,CHEMBL617419,BAO_0000019,,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- ketanserin as radioligand in rat frontal cortex,
B,,,,,,,4,,104686,1,Autocuration,,,2346,,9098,H,CHEMBL617420,BAO_0000224,,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,
B,,,,,,,5,10116.0,104686,1,Autocuration,,,2347,,3070,D,CHEMBL617421,BAO_0000224,,Affinity for 5-hydroxytryptamine 2 receptor,Rattus norvegicus
B,,,,,,,4,,104686,1,Autocuration,,,2348,,9547,H,CHEMBL617422,BAO_0000224,,Binding affinity towards serotonin 5-hydroxytryptamine 2 receptor of rat determined using 0.5 nM of [3H]ketanserin in binding assay,
B,,,,,,,4,,104686,1,Autocuration,,,2349,,10444,H,CHEMBL617423,BAO_0000019,,Binding affinity was determined against 5-hydroxytryptamine 2 receptor from male Sprague-Dawley rat brain.,
B,,,,,,,4,,104686,1,Autocuration,,,2350,,14617,H,CHEMBL617424,BAO_0000019,,Binding affinity which represents concentration giving half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor from rat tissue homogenate,
B,,,,,,,4,,104686,1,Autocuration,,,2351,,14617,H,CHEMBL617425,BAO_0000019,,Binding affinity which represents concentration giving half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor rat tissue homogenate,
B,,,,,,,4,,104686,1,Autocuration,,,2352,,11130,H,CHEMBL617426,BAO_0000224,,Binding constant against 5-hydroxytryptamine 2 receptor (in vitro),
B,,,In vivo,,,,4,,104686,1,Autocuration,,,2353,,11130,H,CHEMBL617427,BAO_0000218,,Binding constant against 5-hydroxytryptamine 2 receptor (in vivo),
B,,,,,955.0,,4,,104686,1,Autocuration,,,2354,,14542,H,CHEMBL617428,BAO_0000221,Brain,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin in rat brain,
B,,,,,,,4,,104686,1,Autocuration,,,2355,,2797,H,CHEMBL617429,BAO_0000224,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2 receptor from rat,
B,,,,,,,4,,104686,1,Autocuration,,,2356,,11332,H,CHEMBL617430,BAO_0000019,,Compound was evaluated for in vitro binding affinity towards 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- spiperone as radioligand,
B,,,,,,,4,,104686,1,Autocuration,,,2357,,11332,H,CHEMBL617431,BAO_0000019,,Compound was evaluated for in vitro binding affinity towards serotonin 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- spiperone as radioligand,
B,,,,,1870.0,,4,,104686,1,Autocuration,,,2358,,10752,H,CHEMBL617432,BAO_0000019,Frontal cortex,Compound was evaluated for its ability to displace 0.25 nM [125I](R)-DOI from binding sites in rat frontal cortex.,
B,,,,,,,4,,104686,1,Autocuration,,,2359,,1185,H,CHEMBL617433,BAO_0000224,,Ability to displace [3H]ketanserin from serotonergic 5-hydroxytryptamine 2 receptor,
B,,,,,,,4,,104686,1,Autocuration,,,2360,,1185,H,CHEMBL617434,BAO_0000224,,Compound was evaluated for its ability to displace [3H]ketanserin from serotonergic 5-hydroxytryptamine 2 receptor,
B,,,,,,,5,10116.0,104686,1,Autocuration,,,2361,,11624,D,CHEMBL617435,BAO_0000224,,Binding affinity against 5-Hydroxy tryptamine 2 (5-hydroxytryptamine 2)receptor,Rattus norvegicus
B,,,,,,,4,,104686,1,Autocuration,,,2362,,1344,H,CHEMBL617436,BAO_0000019,,Compound was evaluated for its binding affinity to 5-hydroxytryptamine 2 receptor in rat cortex using [3H]ketanserin radioligand assay,
B,,,,,2435.0,,5,10116.0,104686,1,Autocuration,,,2363,,15453,D,CHEMBL617437,BAO_0000019,Striatum,Binding affinity against 5-hydroxytryptamine 2 receptor in rat striatum using [3H]-RP62203,Rattus norvegicus
B,,,,,,,4,,104686,1,Autocuration,,,2364,,11662,H,CHEMBL617438,BAO_0000019,,"Binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand",
B,,,,,,,4,,104686,1,Autocuration,,,2365,,11662,H,CHEMBL617439,BAO_0000019,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",
B,,,,,,,4,,104686,1,Autocuration,,,2366,,10796,H,CHEMBL617440,BAO_0000224,,Compound was tested in vitro for binding affinity for 5-hydroxytryptamine 2 receptor,
B,,,,,,,4,,104686,1,Autocuration,,,2367,,9069,H,CHEMBL617441,BAO_0000224,,Evaluated for binding activity against [3H]ketanserin as radioligand for 5-hydroxytryptamine 2 receptor,
B,,,,,,,5,10116.0,104686,1,Autocuration,,,2368,,8814,D,CHEMBL872918,BAO_0000019,,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat cortical membrane homogenates,Rattus norvegicus
B,,,,,,,5,10116.0,104686,1,Autocuration,,,2369,,8908,D,CHEMBL617442,BAO_0000019,,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat cortex,Rattus norvegicus
B,,,,,,,4,,104686,1,Autocuration,,,2370,,9098,H,CHEMBL617443,BAO_0000019,,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand; ND means no data.,
B,,,,,,,4,,104686,1,Autocuration,,,2371,,9098,H,CHEMBL617444,BAO_0000019,,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 (5-HT2) receptor using [3H]KET as a radioligand,
B,,,,,,,4,,104686,1,Autocuration,,,2372,,9098,H,CHEMBL617445,BAO_0000019,,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand; ND means no data.,
B,,,,,,,4,,104686,1,Autocuration,,,2373,,9098,H,CHEMBL617446,BAO_0000019,,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand.,
B,,,,,,,4,,104686,1,Autocuration,,,2374,,9098,H,CHEMBL617447,BAO_0000249,,Binding affinity to 5-hydroxytryptamine 2 receptor in rat frontal cortical membranes by [3H]- KET displacement.,
B,,,,,,,4,,104686,1,Autocuration,,,2375,,9098,H,CHEMBL617448,BAO_0000019,,Evaluated for the binding affinity to rat frontal cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand.;ND is not determined,
B,,,,,,,4,,104686,1,Autocuration,,,2376,,9098,H,CHEMBL617449,BAO_0000019,,Evaluated for the binding affinity to rat frontal cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand;ND means no data,
B,,,,,,,4,,104686,1,Autocuration,,,2377,,9161,H,CHEMBL617450,BAO_0000019,,In vitro binding affinity at 5-hydroxytryptamine 2 receptor in rat cortical tissue by [3H]spiperone displacement; No data.,
B,,,,,,,4,,104686,1,Autocuration,,,2378,,9161,H,CHEMBL617451,BAO_0000019,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 165 to 263,
B,,,,,,,4,,104686,1,Autocuration,,,2379,,9161,H,CHEMBL617452,BAO_0000019,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 2.4 to 5.3,
B,,,,,,,4,,104686,1,Autocuration,,,2380,,9161,H,CHEMBL617453,BAO_0000019,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]-Spiperone as the radioligand in rat cortical tissue.,
B,,,,,,,4,,104686,1,Autocuration,,,2381,,9161,H,CHEMBL617660,BAO_0000019,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue.; value may range from 140 to 980,
B,,,,,,,4,,104686,1,Autocuration,,,2382,,9161,H,CHEMBL617661,BAO_0000019,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue.; value may range from 76 to 299,
B,,,,,,,4,,104686,1,Autocuration,,,2383,,9161,H,CHEMBL617662,BAO_0000019,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]-Spiperone as the radioligand in rat cortical tissue; value may range from 12 to 66,
B,,,,,,,4,,104686,1,Autocuration,,,2384,,9161,H,CHEMBL872919,BAO_0000019,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 136 to 220,
B,,,,,,,4,,104686,1,Autocuration,,,2385,,9161,H,CHEMBL617663,BAO_0000019,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 197 to 341,
B,,,,,,,4,,104686,1,Autocuration,,,2386,,9161,H,CHEMBL617664,BAO_0000019,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 23 to 187,
B,,,,,,,4,,104686,1,Autocuration,,,2387,,9161,H,CHEMBL617665,BAO_0000019,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 29 to 132,
B,,,,,,,4,,104686,1,Autocuration,,,2388,,9161,H,CHEMBL617666,BAO_0000019,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 6 to 75,
B,,,,,,,4,,104686,1,Autocuration,,,2389,,12094,H,CHEMBL617667,BAO_0000019,,In vitro binding affinity on 5-hydroxytryptamine 2 receptor is inhibition of binding of [125I]- I-LSD to P11 cells,
B,,,,,,,4,,104686,1,Autocuration,,,2390,,12018,H,CHEMBL617668,BAO_0000249,,In vitro binding affinity towards 5-hydroxytryptamine 2 receptor in rat striatal membranes by [3H]ketanserin displacement.,
B,,,,,,,4,,104686,1,Autocuration,,,2391,,10394,H,CHEMBL617669,BAO_0000249,,Inhibitory activity against 5-hydroxytryptamine 2 receptor in rat cortical membranes using [3H]ketanserin as a radioligand,
