title,year,id,venue,authors
interviewing during a tight job market,2002,850,sigmod record,"zachary g. ives , qiong luo"
star-cubing : computing iceberg cubes by top-down and bottom-up integration,2003,851,vldb,"jiawei han , xiaolei li , benjamin w. wah , dong xin"
datawarehousing has more colours than just black & white,1999,852,vldb,"thomas zurek , markus sinnwell"
chronological scheduling of transactions with temporal dependencies,1994,853,vldb j.,"marek rusinkiewicz , dimitrios georgakopoulos , witold litwin"
query processing over object views of relational data,1997,854,vldb j.,"gustav fahl , tore risch"
semantic caching of web queries,2000,855,vldb j.,"boris chidlovskii , uwe m. borghoff"
capturing and querying multiple aspects of semistructured data,1999,856,vldb,"curtis e. dyreson , michael h. böhlen , christian s. jensen"
aggregate maintenance for data warehousing in informix red brick vista,2001,857,vldb,"latha s. colby , gopal mulagund , richard l. cole , craig j. bunker , william j. mckenna , david wilhite"
supporting state-wide immunisation tracking using multi-paradigm workflow technology,1996,858,vldb,"devashish worah , souvik das , ivan shevchenko , amit p. sheth , john a. miller , chenye lin , devanand palaniswami , krys kochut , john lynch"
visual coko : a debugger for query optimizer development,2002,859,sigmod conference,"daniel j. abadi , mitch cherniack"
data compression in oracle,2003,860,vldb,"meikel pöss , dmitry potapov"
a multidatabase system for tracking and retrieval of financial data,1994,861,vldb,"munir cochinwala , john bradley"
shrinking the warehouse update window,1999,862,sigmod conference,"hector garcia-molina , ramana yerneni , wilburt labio"
an efficient algorithm for mining association rules in large databases,1995,863,vldb,"edward omiecinski , shamkant b. navathe , ashok savasere"
update propagation strategies to improve freshness in lazy master replicated databases,2000,864,vldb j.,"eric simon , esther pacitti"
the sift information dissemination system,1999,865,acm trans . database syst .,"tak w. yan , hector garcia-molina"
special issue on data mining for intrusion detection and threat analysis - guest editor 's introduction,2001,866,sigmod record,daniel barbará
extracting and exploiting structure in text search,2003,867,sigmod conference,prabhakar raghavan
plastic : reducing query optimization overheads through plan recycling,2003,868,sigmod conference,"jayant r. haritsa , vibhuti s. sengar"
wavelet synopses with error guarantees,2002,869,sigmod conference,"phillip b. gibbons , minos n. garofalakis"
generating efficient plans for queries using views,2001,870,sigmod conference,"chen li , jeffrey d. ullman , foto n. afrati"
qc-trees : an efficient summary structure for semantic olap,2003,871,sigmod conference,"laks v. s. lakshmanan , jian pei , yan zhao"
information management for genome level bioinformatics,2001,872,vldb,"norman w. paton , carole a. goble"
efficient filtering of xml documents for selective dissemination of information,2000,873,vldb,"michael j. franklin , mehmet altinel"
bounded ignorance : a technique for increasing concurrency in a replicated system,1994,874,acm trans . database syst .,"arthur j. bernstein , narayanan krishnakumar"
editor 's notes and erratum,1994,875,sigmod record,arie segev
research and products : are they relevant to each other ? ( panel ),1995,876,sigmod conference,herb edelstein
nsf workshop on industrial/academic cooperation in database systems,1999,877,sigmod record,"leonard j. seligman , michael j. carey"
operating system extensions for the teradata parallel vldb,2001,878,vldb,"sorana rabinovici , john catozzi"
efficient mining of xml query patterns for caching,2003,879,vldb,"liang huai yang , mong-li lee , wynne hsu"
is gui programming a database research problem ?,1996,880,sigmod conference,"ravi krishnamurthy , charles hoch , nita goyal , michael suckow , brian meckler"
report on xewa-00 : the xml enabled wide-area searches for bioinformatics workshop,2001,881,sigmod record,terence critchlow
toward recovery-oriented computing,2002,882,vldb,armando fox
adaptable similarity search using non-relevant information,2002,883,vldb,"t. v. ashwin , rahul gupta , sugata ghosal"
"biodiversity informatics : the challenge of rapid development , large databases , and complex data ( keynote )",2000,884,vldb,"james l. edwards , meridith a. lane , ebbe nielsen"
temporal database bibliography update,1996,885,sigmod record,"anil kumar , vassilis j. tsotras"
an orthogonally persistent java,1996,886,sigmod record,"mick j. jordan , susan spence , laurent daynès , malcolm p. atkinson , tony printezis"
socqet : semantic olap with compressed cube and summarization,2003,887,sigmod conference,"yan zhao , laks v. s. lakshmanan , jian pei"
integration of electronic tickets and personal guide system for public transport using mobile terminals,2003,888,sigmod conference,"yahiko kambayashi , koichi goto"
tail recursion elimination in deductive databases,1996,889,acm trans . database syst .,kenneth a. ross
a case-based approach to information integration,2000,890,vldb,"maurizio panti , alberto giretti , luca spalazzi"
distributed transactions in practice,1999,891,sigmod record,"lyman do , pamela drew , prabhu ram"
"calibrating the query optimizer cost model of iro-db , an object-oriented federated database system",1996,892,vldb,"zhao-hui tang , fei sha , georges gardarin"
quality of service in multimedia digital libraries,2001,893,sigmod record,"elisa bertino , ahmed k. elmagarmid , mohand-said hacid"
eiha ?!? : deploying web and wap services using xml technology,2001,894,sigmod record,"jean-christophe r. pazzaglia , chiara biancheri , gavino paddeu"
join synopses for approximate query answering,1999,895,sigmod conference,"swarup acharya , viswanath poosala , phillip b. gibbons , sridhar ramaswamy"
distributed hypertext resource discovery through examples,1999,896,vldb,"martin van den berg , soumen chakrabarti , byron dom"
data management challenges in crm,2003,897,sigmod conference,george colliat
sql standardization : the next steps,2000,898,sigmod record,"andrew eisenberg , jim melton"
devise : integrated querying and visualization of large datasets,1997,899,sigmod conference,"miron livny , raghu ramakrishnan , donko donjerkovic , shilpa lawande , jussi myllymaki , guangshun chen , r. kent wenger , kevin s. beyer"
storage estimation for multidimensional aggregates in the presence of hierarchies,1996,900,vldb,"jeffrey f. naughton , amit shukla , karthikeyan ramasamy , prasad deshpande"
an optimal and progressive algorithm for skyline queries,2003,901,sigmod conference,"bernhard seeger , dimitris papadias , greg fu , yufei tao"
methodology for development and employment of ontology based knowledge management applications,2002,902,sigmod record,"steffen staab , rudi studer , york sure"
processing complex aggregate queries over data streams,2002,903,sigmod conference,"alin dobra , johannes gehrke , rajeev rastogi , minos n. garofalakis"
web services ( industrial session ),2003,904,vldb,felipe cabrera
query flocks : a generalization of association-rule mining,1998,905,sigmod conference,"chris clifton , svetlozar nestorov , rajeev motwani , shalom tsur , jeffrey d. ullman , arnon rosenthal , serge abiteboul"
i/o-conscious data preparation for large-scale web search engines,2002,906,vldb,"maxim lifantsev , tzi-cker chiueh"
reminiscences on influential papers,1999,907,sigmod record,richard t. snodgrass
a protein patent query system powered by kleisli,1998,908,sigmod conference,"jing chen , louxin zhang , limsoon wong"
database systems - breaking out of the box,1997,909,sigmod record,"abraham silberschatz , stanley b. zdonik"
providing database migration tools - a practicioner 's approach,1995,910,vldb,andreas meier
synthesis of extended transaction models using acta,1994,911,acm trans . database syst .,"panos k. chrysanthis , krithi ramamritham"
amdb : an access method debugging tool,1998,912,sigmod conference,"joseph m. hellerstein , mehul a. shah , marcel kornacker"
checkpointing in oracle,1998,913,vldb,"juan loaiza , ashok joshi , tirthankar lahiri , william bridge"
"title , foreword , vldb journal to be published electronically , index vol . 4",1995,914,vldb j.,?
design and management of data warehouses : report on the dmdw '99 workshop,1999,915,sigmod record,"martin staudt , yannis vassiliou , manfred a. jeusfeld , stella gatziu"
information sharing across private databases,2003,916,sigmod conference,"ramakrishnan srikant , rakesh agrawal , alexandre v. evfimievski"
adaptive parallel aggregation algorithms,1995,917,sigmod conference,"jeffrey f. naughton , ambuj shatdal"
indexing medium-dimensionality data in oracle,1999,918,sigmod conference,"jayant sharma , kothuri venkata ravi kanth , jay banerjee , siva ravada"
view maintenance in a warehousing environment,1995,919,sigmod conference,"jennifer widom , hector garcia-molina , yue zhuge , joachim hammer"
chair 's message,1999,920,sigmod record,richard t. snodgrass
disima : a distributed and interoperable image database system,2000,921,sigmod conference,"vincent oria , benjamin bin yao , shu lin , paul iglinski , m. tamer özsu"
change-centric management of versions in an xml warehouse,2001,922,vldb,"laurent mignet , amélie marian , gregory cobena , serge abiteboul"
spirit : sequential pattern mining with regular expression constraints,1999,923,vldb,"rajeev rastogi , kyuseok shim , minos n. garofalakis"
user-adaptive exploration of multidimensional data,2000,924,vldb,sunita sarawagi
improving timeliness in real-time secure database systems,1996,925,sigmod record,"sang hyuk son , rasikan david , bhavani m. thuraisingham"
an extensible compressor for xml data,2000,926,sigmod record,"dan suciu , hartmut liefke"
the demarcation protocol : a technique for maintaining constraints in distributed database systems,1994,927,vldb j.,"daniel barbará , hector garcia-molina"
monitoring streams - a new class of data management applications,2002,928,vldb,"mitch cherniack , stanley b. zdonik , nesime tatbul , ugur çetintemel , greg seidman , michael stonebraker , christian convey , donald carney , sangdon lee"
client-server paradise,1994,929,vldb,"jignesh m. patel , jie-bing yu , navin kabra , david j. dewitt , jun luo"
from data independence to knowledge independence : an on-going story,1998,930,vldb,laurent vieille
petabyte databases,1999,931,sigmod conference,dirk düllmann
query rewriting for semistructured data,1999,932,sigmod conference,"vasilis vassalos , yannis papakonstantinou"
outerjoin simplification and reordering for query optimization,1997,933,acm trans . database syst .,"césar a. galindo-legaria , arnon rosenthal"
reminiscences on influential papers,1998,934,sigmod record,richard t. snodgrass
