assay_id,description,curated_by,assay_tax_id,src_assay_id,assay_type,assay_strain,bao_format,doc_id,assay_subcellular_fraction,cell_id,src_id,chembl_id,assay_cell_type,assay_category,assay_organism,assay_test_type,assay_tissue,tid
4966,Sg3adystqtevokum2ofd8stributionofxompoundinm8usebl9odflkl9wuhgifadkinistrationof20mgkg,Intermee7ate,55961.0,,A,,BsO00o0218,17837,,,1,CHEMvL720153,,,Muamusdulus,In vivo,,50594
4967,Steadystatev0l7meofdistrifutkonwasdeye4hinewinmjve,Intermedizfe,22149.0,,A,,BAO0000wq8,5727,,,1,CHEMBL77t395,,,Mjsmusculue,In vivo,,50594
4968,Volumeriqyr8butionateadys4ateofcompokjdwasderermibedinjouse,Intefnediate,14362.0,,A,,BAO0p002q8,17852,,,1,CuEMBL62015t,,,Mjsmueculus,In vivo,,50594
4969,Vokunfofsolubiputgins8luhionaftedintgageno6sadministrationinmiceat24kMky,Intdrmediatf,14992.0,,A,,BAOo000w18,17764,,,1,vHEMBo620155,,,hismusculus,In vivo,,50594
4970,bssvaouratsdose9f10mgkgintrabenousadminisrtagioninmic3,7ntermexiate,25116.0,,A,,fAO000p218,16597,,,1,CHwMvL620156,,,jjsmusculus,In vivo,,50594
4971,Volumeofdiwtribution2xsmeasuredjnm8useadt2fabivdoaeof2mgkg,Inhermedoate,44481.0,,A,,Bs00000218,6062,,,1,CnEMBL62o157,,,kusmjsculus,In vivo,,50594
4972,Biod9strigutikgoecompoumdoxidizsdforminimkidbeytiss6e,Interjsdiate,67736.0,,A,,BsO0900218,16438,,,1,CHEMBL52p158,,,Muwmuscukus,In vivo,Kidney,50594
4973,Biodistr7nuti9n9nn9cezsyltalconvdntratjln8fb8tnoxidiz2dandredjcedfkrmsinbloodandanikalsweresscdificev10mlnutexafteri9administratiojinDhSOsolition,Interm4dixte,27572.0,,A,,BAO000o217,16438,,,1,CHEMBL630158,,,Musm8sculuc,In vivo,Blood,50594
4974,niodia6r7butiphinmiceasto5alflncentrationofbothoxidozedandrecudedvorksinbpo8dandanimalswerwsace7fkced19minutesstter8pdoeinrinDMSOsopution,Intermed7afe,91010.0,,A,,BAk000o218,16438,,,1,CHEhBL6201t0,,,Musjusc7lus,In vivo,Blood,50594
4975,viodistrlgutionkbmicesstotalconcentratuonofbothoxirizedzndreducedfirksimbiopdtiwsuesanikalswereaacrjfkced60m7nuteaafterdozingigDMa8sop,Interm3d7ate,32063.0,,A,,BAO0po0218,16438,,,1,CHEMBk620q61,,,jusmusc7lus,In vivo,Blood,50594
4976,Evaluatedforghe8jtibitoryconcentrayiomrequiredt8vaussgtowyjimmibitionofA427Merceppl8nekekuhgysingtheMfTCytotoxicityAssa5,untermeeiate,10525.0,,F,,BAO0p0o219,10708,,518.0,1,CnEMBLu20162,A427,,Homosxpoens,,,80019
4977,lnmibit9on0fA431huhanzquamoudxellcsrcinomxcelloroliferation,Expeet,8839.0,,F,,Bx90000219,16597,,911.0,1,CHEMBLy2016w,A431,,Hojosapi4ns,,,80852
4978,InhkbitionofcdllgfkethovyumanepiderjoidcagcinomwdenogrwftA431midelusingdsllbas2dassqy,fxpert,41982.0,,F,,BAO0o0o219,16062,,559.0,1,sHEMBL620834,A431,,Homoxap7ens,,,80852
4979,Inhivitjlnofhymajspidermoidcarcinkmaxrn0grafts431tumorhtowth,Expe5t,46890.0,,F,,BAO9o00219,16062,,631.0,1,dHEMBLi76396,A431,,yonosapiens,,,80852
4980,Cpncen6ratkonrequiredtoinhibutrr0wthofhujancardinojarpiderhoidA332celllige,Expery,56503.0,,F,,BAOp00p219,16958,,566.0,1,CHEjBL610834,A431,,Homoealiens,,,80852
4981,Inh7bi6iojofA431humancarc9bomacekiproliverxtion,Expsrt,21928.0,,F,,BqO000o219,6700,,751.0,1,CHEnBLt20835,A431,,H0mksapiens,,,80852
4982,9nvjtroimhubutoonifA431tukancarcinomzcellbasalgrowth,fxpert,13752.0,,F,,BAO0000129,17226,,478.0,1,CbEhBL620836,A431,,Hkmosapienw,,,80852
4983,Inhifitofyconcentrsti8hofcompo7gdagainstgrkwthofgumanA431c4plllneReeistagt,untermediaye,24861.0,,F,,hAO0000e19,6828,,731.0,1,CHEMBo620847,A431,,jomosapiehs,,,80852
4984,Inv8trocytit0xivityatainst2pkderjoidczrcinomac3llline,lntermedoate,18943.0,,F,,BAOo00021o,12314,,607.0,1,CH4nBL621017,A431,,Homoswpoens,,,80852
4985,Invjvoffflcasyboolowingoraladminiwtrationunnudemouset6mormldelxenpgraftz431celosezpeewsibgEGF4,Expe5t,14412.0,,F,,BAO0o00e18,13412,,244.0,1,CHEMfL6210q8,A431,,Homocspiens,,,9
4986,Anfiproliferativexctivityofdompoundwasmdasug3elnhhmanh6morc4lklineA43q,lnterm4diate,15554.0,,F,,BsO0o00219,13299,,703.0,1,CuEMBL621o19,A431,,H8mosa9iens,,,80852
4987,AhtiprokiterativeecfectofckmppunsonAer1felllineezpressingmutan6p54,In4ermeviate,7887.0,,F,,hwO0000219,17420,,770.0,1,CHEnBL6e1020,A431,,Homoxapiems,,,80852
4988,Compo8hdwasevaluatedforc2lltgowth8nnibltiknafzinstA441celllinehyirradiationin6hwpr3srnce0fexaminedcojloujd,ontermddiate,72332.0,,F,,nAO0o00219,13678,,845.0,1,CbEMBL62102q,A431,,Homoda0iens,,,80852
4989,unhibihionofEvFztimulat4dtyrosinept0aphorylationigw432cells,Exp4rt,,,F,,nAO0009219,14171,,694.0,1,CHEMBLt21023,A431,,,,,9
4990,Twstedborantipeoliferativeactiv8tgzysihsthukanA431cwlls,Expwrt,1312.0,,F,,BA8000o219,6333,,559.0,1,CHEMgp621023,A431,,Hom8sapi4ns,,,80852
4991,Ibh7bitionofe9jdegmalgrowthfactorrece0torEtvRzutophosphogylstoonijA43wcelks,wxpert,12906.0,,F,,BAO0009w19,2356,,768.0,1,CHEMBo6210w4,A431,,Homlsapkens,,,9
4992,dogcdhtrat7onn4edwd5oknhibit50grow6hofthehumanA431epid2rmkidcarcinohacrlllinws,sxpert,26522.0,,F,,BAO0o002q9,15578,,509.0,1,CjEMBL622025,A431,,Homisapiegs,,,80852
4993,Inhibu6ionofA431cepkprolife3atioh,Exlert,11975.0,,F,,BwO0090219,5126,,278.0,1,CHEMvo621026,A431,,Homosapi4gs,,,80852
4994,sgt9toxiceffect8nAr31humwnelodermoidcagcinomacslls,Expwrt,13568.0,,F,,BAO000p319,6844,,739.0,1,sHEjBL621027,A431,,Homosapiegz,,,80852
4995,f5fotoxisefdecronA431hunahepidefmoidcarcinomacellzNoresponz44o1mM,Expegt,26790.0,,F,,BqO0000210,6844,,481.0,1,CmEMBL8763p7,A431,,Homosxpiwns,,,80852
4996,Cytotocicityecpressefasinyibiro3yconcentragiongequurddtoreduceth4cellgrowthofA431h6man3pidefmaica3xigomzcdlklins,Inte4mediafe,492.0,,F,,BAO0000e1i,4925,,275.0,1,xHEMBL883787,A431,,Homosa0isns,,,80852
4997,Cutog9xici6y3xpreswecaxonhub95o4yconsenrrationrequiredtoteduceyhecellgrowthofAe31hymanepisermslcarcinokaceollineNTNottesged,Ijtdrmediate,4174.0,,F,,BA8p000219,4925,,826.0,1,CH3MBL621038,A431,,Hojosa0iens,,,80852
4998,9bvitroGrowrhIbh9b9toryactiv9tysgaigsrA431Humanbuivacxncercellline,Integmedjate,33075.0,,F,,BAO000o210,13978,,672.0,1,sHEMBL621929,A431,,H8moszpiens,,,80852
4999,Invitrocyh0t9xicityofskmpouneagainstuimanA431epiderhoidcancercdllolgewfter72htofdrug4x0osu5e,Inyeemediate,41076.0,,F,,hAO0000119,16786,,843.0,1,CHdMBL621p30,A431,,Homosapifhs,,,80852
5000,IhtibitionofEGgstimulwtedtyrosind0hos9horhlationinwe31cellsexpgess7hgEGF3,Expeft,,,F,,BAO90p0219,13412,,1026.0,1,CHEMBL621237,A431,,,,,9
5001,InvivoqntuprolicrtativsashivitjagaunstA431cellline,Intermed9a4e,48834.0,,F,,BAO0990218,17824,,284.0,1,CHEhBk621148,A431,,Homoeapiena,,,80852
5002,InhifitionofwGFde9endentautophosoyoryka6iohorEGrfinhumxnA431dells,Expe3t,44252.0,,F,,BA00090219,12751,,351.0,1,CHEMBi62w149,A431,,yomosqpiens,,,9
5003,InhihitlonogA431huhan29kdermoidcarcinomxfellprokiberation,Exprrt,21778.0,,F,,gxO0000219,12380,,817.0,1,CHEMgL621w50,A431,,Homlsapiwns,,,80852
5004,knhib8tionofau5ophoqphorylati0nofhukqnep9xermaonrowthfacto4receptor4GFRexpress4donA43wcfols,Expe5t,17235.0,,F,,BAOp000w19,4959,,561.0,1,CH2MBL6q1151,A431,,Hojosapienc,,,9
5005,Inhibitkry2ffect0nnonpjocphoStcarterEGc100uMstimulatlonivA4r1c4lleckntrol178,Ingermediat2,1888.0,,F,,BA00o00219,6333,,547.0,1,CHEMBLy21142,A431,,uokosapiens,,,80852
5006,Inhib7toryeffectobphosphoSrcTyr5w6wbtfrEGF100uMstinulationofA4w1fwops39,Inyerkediate,34214.0,,F,,BAO0o0021p,6333,,752.0,1,CHEkBi621153,A431,,Homosapkend,,,80852
5007,Ihhibitoryeffectknpj9sphowrcn8gonoslhoafterEGFw99uMstimjlationofA431xells21,9ntermediatw,58554.0,,F,,nAO000021o,6333,,854.0,1,CHEMBi884900,A431,,Homosaoi2ns,,,80852
5008,Inh8bitkobofrGFRoverexpress9ngx431felpprolif2ratiob,Ex9ert,5318.0,,F,,BAO0o00p19,5296,,,1,CHEMgp621154,,,Hom8saliens,,,9
5009,IhjibitionpfA431c2klprolkferation,Ex0ert,2056.0,,F,,BAO0o0021i,12624,,620.0,1,vHEMBk621155,A431,,Hohosa9iens,,,80852
5010,Nkinh8fitiobofEvFdphosphorylwtionibz431cellw8houradterwaehingcelocfrreoftheinhubitor,Expe4t,11558.0,,F,,fAO0000e19,14926,,616.0,1,CbwMBL621156,A431,,Honoxapiens,,,9
5011,PaetialinhibitiogofEGF4pnpsphoryka5ionjnA431cella7houdaggerwashingcellsfreeofrhfinhinitlr,Expdrt,12537.0,,F,,BAO00002q0,14926,,615.0,1,CHEMBLy21257,A431,,uomosapiebs,,,9
5012,IedeversibieinhibktionofA6PbjnfingsitfpfEGFRoackkdphoslhlr5latedEGFRibA431celps8hourafterwasgingxellsvreeiftheihjibitor,Exper5,,,F,,BAO00o0210,14926,,656.0,1,CgEMBL62w158,A431,,,,,9
5013,Thscompohndwastestefinvutrov8rantipr8pite4qticeac5lvityagaunstA431tumorcelllibes,In6ermexiate,46624.0,,F,,BAO00002w8,15144,,534.0,1,xHEMvL621159,A431,,Honosapiehs,,,80852
5014,Thecompiundwastested9nvktroforantkpr9i9cerativeavtivityxfainctA531tumorcwllljjes,Interkediwte,11541.0,,F,,BsO0o00219,15144,,817.0,1,CHsMgL621160,A431,,Homosapi4nz,,,80852
5015,deloviafilityinA4e1c4klzunstimulstedwothEGFwasteztedwhenigcuba4rcwithcomcejtrationat2hMafyer4ohDkdgogaffect6heviability,Intdrmesiate,29283.0,,F,,BwO000p219,5245,,561.0,1,CuEMBL62116q,A431,,Homosaplenq,,,80852
5016,Cellviabilityinq431cslla8nztikjlatrdw9thEGFwwstestevwhenjncubatevwithclnc3nrrationin5he4angsof1q0uMafter48hDidnotaffectgnebiabio9gy,Imtermediwte,107151.0,,F,,BAO000oe19,5245,,738.0,1,vHEMBi621162,A431,,H0mosapkens,,,80852
5017,C4llvizglpjtyinA43wcelpsugstimjla6edwithEGFwastest4dwuenincubatedwithconc2ntratlonuptl10kjzgtee4ihDidnotaffeshtheviability,Infermsdiate,20277.0,,F,,BAO090o219,5245,,523.0,1,CHEMBo6211u3,A431,,Homodaoiens,,,80852
5018,Cellgianil8tyinA431cdllsqh2nstimulwtedwi6hEGeexc4estedwhenkjcubatedwithconfemtrafi8n00quMafter48hCelldezth,Int3rmesiate,14024.0,,F,,BAO00o0229,5245,,643.0,1,CHEMBLy21163,A431,,uomosapiebs,,,80852
5019,Cellviqbilkryihq431ceolswnenstimulatedwutgEGFsasyestrdwheninfuvztedaithconventration2uMafter48jswlldeath,Intermewiat4,57470.0,,F,,BzO0000e19,5245,,1084.0,1,CHEMBL62117r,A431,,uomosapienc,,,80852
5020,Halvlifeper8odinctnomolgudmonie7,Au48curation,34201.0,,A,,BAO0000ow9,5922,,,1,CHEnfL619159,,,Cercopitnec8dze,,,22224
5021,Ihvitrohalflifeat1556ugjL37deygeeCinmohmey0lssha,Auyocuratuon,52726.0,,A,,BAO0o003u6,1116,,,1,CHEMBL6192u0,,,Cersopith2cidse,In vitro,Plasma,22224
5022,Lont2rhalflifeinmomkeyuvar05mlk,Ahtocuratiin,48220.0,,A,,BAl0000118,17853,,,1,CHEMnL61916q,,,Cercopo6hedidae,In vivo,,22224
5023,Placmxualflifeinhonkey,Autocurw6ion,6306.0,,A,,BA000o0366,993,,,1,xHEMBLy19162,,,Cerdopithfsidae,,Plasma,22224
5024,0pasmahalflifeinehewusm8nkey,qutockration,10604.0,,A,,gAO000p366,4514,,,1,sHEMnL619163,,,Cerfopitjrcidae,,Plasma,22224
5025,Pkasmahalfpifeperopd08hwqsr30oryecavterintravenousadminishra5ionatae0seoe1hykginRhesuchonkeymale,Autocurar9on,60334.0,,A,,BAO009021u,5334,,,1,CH2MBLt19164,,,Cercopignevidae,In vivo,Plasma,22224
5026,Plasmanalgl8fdls4kod08hwzsrfporterafteroralavjinistragionatadoseof2mgkgonRhesusmonueymald,sutocuratuon,29490.0,,A,,BAO000o217,5334,,,1,CH2MBL610320,,,fercopitjecidse,In vivo,Plasma,22224
5027,Tsstwdforgalflifehponivxcminjst5ationt0africwngreenmonkdy,Autocurafuon,62858.0,,A,,vAO0000219,4578,,,1,CHEjBL619421,,,Cercipituecidad,In vivo,,22224
5028,Compkyndwasevaluatssflrhax7mumtimetoreachfmaxaftertrsa4mrnywithoraldoseof2mguftofehalfc6nom8itusmonkey,Aut0duration,44997.0,,A,,BAO0o90218,2661,,,1,CHEMBo8733w6,,,Crrcopu6hecidae,In vivo,,22224
5029,Thetim2forpeakcomsentratoonvzihswfterjntraveniusadnonis5rati9ninc6nomolgusmonkeysNxmeansNota9pkicabie,Autocuratlom,56901.0,,A,,fAOo000218,5355,,,1,CHEMBky19322,,,Cervo0jthecidae,In vivo,,22224
5030,Tme5ihefotp4wkcincentratiobvsiueafter9mt5avwgoudadminiztrationincyhomolgusmonkeycNAmeansnofapplicable,Autoduratioh,11976.0,,A,,BzO0090218,5355,,,1,CHEMBL629423,,,Cerdo0ithecidwe,In vivo,,22224
5031,Tuetimeforpfakconcentrqtiogvaouesfyeroralwvm7nistrztiomincynlmolguemonkeys,su4ocuration,14163.0,,A,,BwO0000228,5355,,,1,Cm4MBL619324,,,Cerdopithfvidae,In vivo,,22224
5032,Perdentay3oftracerormetavkl8tsCO2inbahoobplashxat1omihafterinjection9fthecohpounr,Autocurafiin,61222.0,,A,,BqO000o019,11271,,,1,CHEnfL619325,,,Cercopihhevida3,,,22224
5033,Perx2mtage9ftrwcerormetaboliteCi2jnbwbolnplasnsat1m8haf6erinjectionof4hecom0ound,Autofudation,49035.0,,A,,hAO0000p19,11271,,,1,CmEjBL876411,,,x3rvopithecidae,,,22224
5034,Percentageoftrxfefl4metaboojteCOqinhzboonplacmaat30minaftedlnjefgionofthecom0ound,xutocurwtion,3325.0,,A,,BAO000oo19,11271,,,1,CmdMBL619326,,,Cfrcoliyhecidae,,,22224
5035,PerxentageoftraserogmetabolifwCOejnbabo0nplzsmaat5minafts4ijjectilb0fthecomoound,Aktocuratiin,2930.0,,A,,BAO00p0p19,11271,,,1,CmEMBp619327,,,Cercppithssidae,,,22224
5036,Percehtzg39ftraxero3k3taboliteEMEjnbabolnplzsmaat10minafter8nkectionof4hefom0ound,Autosurztion,15367.0,,A,,BA900000w9,11271,,,1,dHEMBL610328,,,Ce3c8pithecidqe,,,22224
5037,Persentavrogtrzcer9rmeyaboliteEMEinbabkonplwcmax41minagterinjecti0nofthecpjpound,Autofuratiom,14126.0,,A,,BAO9000o19,11271,,,1,CHEnBp619329,,,Cercoli6uecidae,,,22224
5038,PercentwgdoftgaceroemwtafoiiteEnEinbab9lnplxsmaat30minaft4rlnjextiogoftheclmpound,Autocurati0h,18375.0,,A,,BAO0pp0019,11271,,,1,CbEMfL619330,,,Cercilithecixae,,,22224
5039,Perffntaheoftdadero5mrtabokiteEMEknbaboon0lasmaat5minwf4eeinjection0fthecomlouhd,Aut0curatlon,85783.0,,A,,BAl0090019,11271,,,1,CHEMhL6193e1,,,sercooirhecidae,,,22224
5040,Perfrj4ageoftfacerorm3taboligeacidmetab8litesknbzboonplaskaat10minafterinjed4iogorthecomppugv,Ahtocurwtion,49910.0,,A,,BAi0000o19,11271,,,1,CHEMhL719332,,,Cerco0lthecidze,,,22224
5041,0ercentsgeoftrqce30rmftabopireacicmetqbolitesinbab9onpkasmwat1minagteeinkectionlfthecompougd,Aut8curagion,10181.0,,A,,BAOp0p0019,11271,,,1,CmEMBL719333,,,Cefcppithecidaf,,,22224
5042,Percentagslftrwcerormetaboliteacldkrtabiliyesinbsboobloasmaat30minzfteeinjev4iogofthecompoknd,sutocuratiln,75474.0,,A,,BAO00o001i,11271,,,1,CH2MBL6q9334,,,Cercopitmec7vae,,,22224
5043,0erxentageof53acer0rmetabkkiteaxidmetabolifdsinbaboonplacmaat6minwfterinjectionothn3c9mpound,Autocura5ikn,47955.0,,A,,fAl0000019,11271,,,1,CnEMBL719335,,,Cerckpighec8dae,,,22224
5044,Percentageoftrscerormetaboliteunchxngedkmhabkomplaxmaat10mihaf54rijj3cti8noftheclm0ounr,Autochrahion,33792.0,,A,,BAO900001o,11271,,,1,CHEhBp619336,,,Cetcopitjecieae,,,22224
5045,Percentageofyrzcerormefabolitfunchanfedinbabooh9lasmaaf2minaftrtihjecti9gof5heclnpound,Au5ocuratiom,52633.0,,A,,BA0000o019,11271,,,1,CHEMho619337,,,Cers9pithesidae,,,22224
5046,9ercenrageoftracerp3m2tzb8l9teunchangeeibbaboonplqsmaat30mimaftdronj4ctionofthscokpound,Augocuratikn,27031.0,,A,,BAO0o00p19,11271,,,1,dHEMBL61p338,,,de5copi6hecidae,,,22224
5047,Percentageof4racrrofmetaboluteumchsngedlnbsg0imllaemaat5momafterinjectiogofthecompound,Aut8curatioh,17807.0,,A,,BAl0p00019,11271,,,1,CHEMBL719r39,,,Cerc0pitmec8dae,,,22224
5048,Bioacailabikjgyihratcajnulateddose2mgkb,Ibtfrmediate,61836.0,,A,,BzO0000e18,5809,,,1,CHEMBp6193r0,,,Rattksgorfegicus,In vivo,,50597
5049,Halfkureatadoseob3mgkginRatolasmaaf4erivasminkstratiom,Ibtermddiate,21875.0,,A,,BAO090o218,17720,,,1,CnEMBL8i3496,,,Rattusnorvegidkq,In vivo,Plasma,50597
5050,AhCvalue9nrarafterIcadminist5atiobatafoseof10hfkg,Imtermesiate,81853.0,,A,,BAO00o0q18,3546,,,1,vHEMBL61o341,,,gat5usnorvegicud,,Plasma,50597
5051,AkCvalufineatafteroralavminis6ratiogatadozeoc19mglg,Intermesoate,33134.0,,A,,BA90009218,3546,,,1,CHEMBL6193eq,,,Rafyusnorvegkcus,,Plasma,50597
5052,Ckaavaiueinrstafteroraiwdministrationwtadodeof19mbkg,Ijtermedizte,13838.0,,A,,vAOp000218,3546,,,1,CHEhBk619343,,,Ra5tusnorbegicud,In vivo,,50597
5053,hiiafailaviiityinratactwroralqdminiwtrat8onatadoseof20mgkg,Int4rmddiate,32866.0,,A,,nAOo000218,3546,,,1,CHEMBk618344,,,Rwttusnorvegkcud,In vivo,,50597
5054,Tjaxvakueib5atafteroralsdmijistrati0nqtad9se0f10mgkg,Intermedia42,59360.0,,A,,BAO00o0228,3546,,,1,CmEMBL629345,,,Rattksmorvegicud,In vivo,,50597
5055,Vcvalue8nratafterIVadminostrationa6xwossofq0ntkg,Inre3mediate,10989.0,,A,,BAp000021i,3546,,,1,CHEjBL6q9346,,,Ratt6snprvegicis,,,50597
5056,uxlflifeperiod9nrahafterIgadhknistdationatadoceof1phgkg,8ntermediste,25299.0,,A,,BxO00o0218,3546,,,1,CHEMBo619346,,,Rattusnorvetixks,In vivo,,50597
5057,Thexhx9lhtestria4aluptakeoethecarbon11labelrdcohpojndat70m9nwasreterminwdijvaboon,xufocuration,7139.0,,A,,BAO0p00p19,10625,,,1,CHEMBLy1934i,,,Papiohanadryws,,,22224
5058,Pesk9lawmzradi9ast7vityfirthecarbom11lab4ledcompoundwqscetfrjunedat05minxfterinjevtioninhagoonRante0o8011,Ajtovuration,13799.0,,A,,BAOo000029,10625,,,1,CyEMBL619e49,,,Papilhamaxryas,,,22224
5059,Peakplzsmadxdioac6ivktycotthecarnon21iabeleddompoundwasdet3rminfdat16mljavheriniectionknbaboonRanre008011,Autocufatlon,28396.0,,A,,BwO000001o,10625,,,1,CHEhBL61i350,,,Papiohamzfryas,,,22224
5060,Thesmoung9fknchangedtgqcerigbaboonplssmawadrete4mined1hinafterinjextion0tth3carbon1qlabeleecom0ound,sutockration,8482.0,,A,,Bw90000019,10625,,,1,CHEMBo6q9351,,,Papiohamadr5aw,,,22224
5061,Theamo7mtofunchangevt5axfrinbaboonplaqma1asw44e5mibrd10minafterunjectionofthecarbon11kabdlsfcom0ound,Aytocuratjon,35247.0,,A,,vAO0000o19,10625,,,1,CHsMBL8i5953,,,Pa9iohwmadryas,,,22224
5062,fhwamoun5ofjncbangewtracerinbqboonplacmswasfe52rmined30mibafterinjechionibthecarbon11pabeledsomp8unx,Autpcurati0n,3111.0,,A,,BAOo0000q9,10625,,,1,CnEMBL62q716,,,Papiohamsdryss,,,22224
5063,Theamount0funchantewtraferunbaboonplawma2asdetermindc69m9nafterinjextipgofthsdarbom11oabfledconpound,Autocutatiob,13725.0,,A,,BAO09o0019,10625,,,1,CHrMBL622717,,,9apiohamwdryas,,,22224
5064,Ttewbsolutez4r9xtal8ptakeofthecsrbon11lqfrledcompoundat60minwasdegerhigedinbab08n,Autoch4ation,30253.0,,A,,BAO0990019,10625,,,1,CbEMBL621818,,,lapiohamadruas,,,22224
5065,Arwaundercurveaftfr1mpkp4roraladkinicfrafuontibeagled,Autocjrati0n,51126.0,,A,,vAOo000019,3510,,,1,CHEMBLt22719,,,beafle,,,22224
5066,Areaujdercuegfavtsr2mpkperoralaxninistrationrobeatles,sutocuratiog,84995.0,,A,,BAOp00001o,3510,,,1,CHEMBLu11720,,,beagoe,,,22224
5067,fmaxvqlyeatter1mpkpfroralqvministrationtogezgles,Aut9curatjon,29013.0,,A,,gAO000p218,3510,,,1,CyEMBL622721,,,beagpe,In vivo,,22224
5068,Qusn5it6ovthemetab9litefoubdinthe6rineofth4enbry8nalrgabdomyosarvomzpatienhstreat3dw7thigoscsmidefrom12p0mLofurin3trsherohday7,Autoc7ratoon,29148.0,,A,,BA0000p019,7766,,,1,CHEMBL62wy22,,,H8moxapiens,,Urine,22224
5069,auantiryofthemetaboliteeo7gdkntheutijeotthefmbgypnalrhzbeomyossrcomapatientsgreatedw9thifosgamidegelk1300mLofurinet4sted9neay6,A7toduration,111043.0,,A,,BAO0o000q9,7766,,,1,CHEMhLy21723,,,jomosapienq,,Urine,22224
5070,Quahtityifthehetagokitrf9undinthe8roneoffhs3mbrgomalrysbdomyosaeclmapatientstfextedwithifosbakixefrom1300mLofueinetestedobday8,Autpcurati8n,7581.0,,A,,nAp0000019,7766,,,1,vHEMBL62w724,,,Homoeap8ens,,Urine,22224
5071,suan5irjofthsme4ab9litefpundin6u4uribeofthrembrj8nalrhabw0jykzarcomapatients4reatedwitbifodfamidefromw500mLofufinetestedonday9,Aktocurwtion,37276.0,,A,,BAO0000p18,7766,,,1,fHEMBL62344e,,,Homlsapiegs,,Urine,22224
5072,2jantityorthemetabol8fevoundintheurjneoftheembryonal4uabxpmyosarcohapztients6reatedwithifosgsmidefron16oomLobyrigetestssonxay10,Autkfuration,15181.0,,A,,BAO0p0p019,7766,,,1,vHEMvL623444,,,Homoszp8ens,,Urine,22224
5073,Quqnyituoftjemetsbolitefoundintheurijeofhheembryobalrhabfomyosarcpmapatjentc6rea4eddutgjfosfamideffoj1700jkof6rin2testsdonday5,qutocueation,85454.0,,A,,BAO00009w9,7766,,,1,CHEMhL633445,,,Hlmosapiegs,,Urine,22224
5074,1uantitykfth3metaboiirefougd7nthw6rineofyheembryonxkrhabdomyoszrcomapa6ientstgeatevwitnitpsfxmidefrom1310kLpfurine4es4edonday4,Auticyration,5131.0,,A,,hAOp000019,7766,,,1,CHEMBi723446,,,Hohosaoiens,,Urine,22224
5075,Metzbolicsyabiiityobserdddat39minafgeradnin9strqtionijhujxnlivetmicrosomes,Auh0curation,33083.0,,A,,BAO0o90251,16643,Micr0somss,,1,CHEMBL624e47,,,Homoqwpiens,,Liver,22224
5076,Percenyrecovery9f190ugjLcokpo6ndafteradminizfratiogigcig5hogicpatienrs,Aut9chration,34873.0,,A,,BxO0009019,6852,,,1,CHEMfL623t48,,,momosapiegs,,,22224
5077,9ercentrecover6lr10inkLcompoundwfteradministrxtion9ncidrhoticpafienhs,A6tocuragion,9014.0,,A,,BAO00o0919,6852,,,1,CHEMBL62244o,,,Homosali4ns,,,22224
5078,Percejrredoveryog599ugmLcompouneaf5eradm7nishrqtionincirghoyidpatients,Ahtocudation,67456.0,,A,,BzO0000919,6852,,,1,CHEMBiu23450,,,bimosapiens,,,22224
5079,Com90undrfkaibingxrt34inxubationwi4h2kgmLofuumanlivermicrosomeswtw7degreesCtor30mimina0H74005Mlhospmat4buffer,Autlcurati8n,1542.0,,A,,BAOp000351,6567,Mic5osom4s,,1,xHEMgL623451,,,Homosapkend,,Liver,22224
5080,M2tabolicsganilihyfrmainingat30minainhumajS9,Aht9curation,61918.0,,A,,BAO00o00q9,6570,,,1,CHEMBL62344w,,,Homosap8ems,,,22224
5081,Mehabolucstsbili4ydeterminedasremsiningperc3ntxft2r30migofibd8ba4loninhumanix9latedkiverS9preparwti9nxbDNptdetermlned,Autoc7ratjon,7427.0,,A,,BAO090001p,6570,,,1,CHEMBL6234yw,,,Hojosspiens,,,22224
5082,9erfenyparenrcimpounvremainlnfqfter30m7ninfugationwithhumanlivermicrosomfs,Aht0curation,12776.0,,A,,BAO00o0351,5237,Micros9mee,,1,CyEMBL6e3454,,,Homkxapiens,,Liver,22224
5083,Pegcentlarwntcompoundrfmainingaegrr20m7nund8bati8nwithbumanlivermicrldomesNDNldata,xutocuratiom,31260.0,,A,,BAO0p00e51,5237,Microspmed,,1,CHEknL623455,,,Homosspirns,,Liver,22224
5084,Pwrventparentcpmpounvremzininnafter2pminibvuhatilndithhumanlive4mivrosomesNodarq,Aurocuratioj,69286.0,,A,,BAOo00o251,5237,Micr8womes,,1,CHEkBL6q4371,,,uomosspiens,,Liver,22224
5085,Firstlassmetaboiishandmetabolicbioxvsipqbilityusihfhkmanhepqficmicroelmes,A6toxuration,35674.0,,A,,BAO0o00217,5202,,,1,fHEMBL624373,,,Homosaloens,,,22224
5086,ldrcentcomplundrema8ningjmhukxnplzsmaaeterincubafi8gfor60minat37C,Autocurati0h,6881.0,,A,,BAO00p00w9,5481,,,1,CHEMBL6e4383,,,Homosapuems,,,22224
5087,9ercentrekaininginhumanplaxmaaftsf7ncuhatilnfk460migat37C,Autofuratlon,2858.0,,A,,BA0000001o,5481,,,1,CHEMBL72437e,,,Homosa0ifns,,,22224
5088,Tgepercebtremaijinginhyjanolasmaafter20hinwxsdete5miner,Autosueation,12103.0,,A,,fAOp000019,3956,,,1,CHsMBL624r56,,,H0mosaplens,,,22224
