Fiscal year,Sector name,CIDA business delivery model (old),Indigenous issues (marker),CountryRegion name,Programming process (new),Section name,Organisation ID,Organisation sub-class,Fund centre name,Fund centre ID,Untied amount(Project-level budget),Organisation name,Desertification (marker),Biodiversity (marker),Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section ID,Regional program (marker),FSTC percent,IRTC percent,CFLI (marker),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Participatory development and good governance
2009/2010,Democratic participation and civil society,Directive,0,Morocco,Uncoded: Pre-APP,Middle East and North Africa,Information not available,CONSULTANT,Morocco,4260,3000240.0,Information not available,0,0,A031618001,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Democratic participation and civil society,Directive,0,Morocco,Uncoded: Pre-APP,Middle East and North Africa,Information not available,CONSULTANT,Morocco,4260,3000240.0,Information not available,0,0,A031618001,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Democratic participation and civil society,Directive,0,Morocco,Uncoded: Pre-APP,Middle East and North Africa,Information not available,CONSULTANT,Morocco,4260,3000240.0,Information not available,0,0,A031618001,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Democratic participation and civil society,Directive,0,Morocco,Uncoded: Pre-APP,Middle East and North Africa,Information not available,CONSULTANT,Morocco,4260,3000240.0,Information not available,0,0,A031618001,Operational,3000240.0,B3100,"EGM Europe, Middle East and Maghreb",D3100,EDD Europe-Middle East Programming,S4256,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Democratic participation and civil society,Directive,0,Western Africa,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,364132.08,Information not available,0,0,A031624002,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,2
2009/2010,Democratic participation and civil society,Directive,0,Western Africa,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,364132.08,Information not available,0,0,A031624002,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,2
2009/2010,Democratic participation and civil society,Directive,0,Western Africa,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,364132.08,Information not available,0,0,A031624002,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,2
2009/2010,Democratic participation and civil society,Directive,0,Western Africa,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,364132.08,Information not available,0,0,A031624002,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,2
2009/2010,Democratic participation and civil society,Directive,0,Western Africa,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,364132.08,Information not available,0,0,A031624002,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,2
2009/2010,Democratic participation and civil society,Directive,0,Western Africa,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,364132.08,Information not available,0,0,A031624002,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,2
2009/2010,Democratic participation and civil society,Directive,0,Western Africa,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,364132.08,Information not available,0,0,A031624002,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,2
2009/2010,Democratic participation and civil society,Directive,0,Western Africa,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,364132.08,Information not available,0,0,A031624002,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,2
2009/2010,Democratic participation and civil society,Directive,0,Western Africa,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,364132.08,Information not available,0,0,A031624002,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,2
2009/2010,Democratic participation and civil society,Directive,0,Western Africa,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,364132.08,Information not available,0,0,A031624002,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,2
2009/2010,Democratic participation and civil society,Directive,0,Western Africa,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,364132.08,Information not available,0,0,A031624002,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,2
2009/2010,Democratic participation and civil society,Directive,0,Western Africa,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,364132.08,Information not available,0,0,A031624002,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,2
2009/2010,Democratic participation and civil society,Directive,0,Western Africa,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,364132.08,Information not available,0,0,A031624002,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,2
2009/2010,Democratic participation and civil society,Directive,0,Western Africa,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,364132.08,Information not available,0,0,A031624002,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,2
2009/2010,Democratic participation and civil society,Directive,0,Western Africa,Uncoded: Pre-APP,Gulf of Guinea Program,Information not available,CONSULTANT,Central & West Africa Regional Program,4310,364132.08,Information not available,0,0,A031624002,Closed,364132.08,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,1,1.0,0.0,0,1,Not PBA,0,0,0,2
2009/2010,Financial policy and administrative management,Directive,0,Viet Nam,Uncoded: Pre-APP,OAV Vietnam,10050,FEDERAL,Vietnam,4112,8218416.01,Department of Foreign Affairs and International Trade,0,0,A031629002,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Financial policy and administrative management,Directive,0,Viet Nam,Uncoded: Pre-APP,OAV Vietnam,1000466,CONSULTING SERVICES,Vietnam,4112,8218416.01,Rawkins International Associates,0,0,A031629002,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Financial policy and administrative management,Directive,0,Viet Nam,Uncoded: Pre-APP,OAV Vietnam,1009240,CONSULTING SERVICES,Vietnam,4112,8218416.01,IBM Canada Ltd. (Formerly Pricewaterhouse Consult.),0,0,A031629002,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Financial policy and administrative management,Directive,0,Viet Nam,Uncoded: Pre-APP,OAV Vietnam,Information not available,CONSULTANT,Vietnam,4112,8218416.01,Information not available,0,0,A031629002,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Financial policy and administrative management,Directive,0,Viet Nam,Uncoded: Pre-APP,OAV Vietnam,Information not available,CONSULTANT,Vietnam,4112,8218416.01,Information not available,0,0,A031629002,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Monetary institutions,Directive,0,Viet Nam,Uncoded: Pre-APP,OAV Vietnam,10050,FEDERAL,Vietnam,4112,8218416.01,Department of Foreign Affairs and International Trade,0,0,A031629002,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Monetary institutions,Directive,0,Viet Nam,Uncoded: Pre-APP,OAV Vietnam,1000466,CONSULTING SERVICES,Vietnam,4112,8218416.01,Rawkins International Associates,0,0,A031629002,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Monetary institutions,Directive,0,Viet Nam,Uncoded: Pre-APP,OAV Vietnam,1009240,CONSULTING SERVICES,Vietnam,4112,8218416.01,IBM Canada Ltd. (Formerly Pricewaterhouse Consult.),0,0,A031629002,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Monetary institutions,Directive,0,Viet Nam,Uncoded: Pre-APP,OAV Vietnam,Information not available,CONSULTANT,Vietnam,4112,8218416.01,Information not available,0,0,A031629002,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Monetary institutions,Directive,0,Viet Nam,Uncoded: Pre-APP,OAV Vietnam,Information not available,CONSULTANT,Vietnam,4112,8218416.01,Information not available,0,0,A031629002,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Education/training in banking and financial services,Directive,0,Viet Nam,Uncoded: Pre-APP,OAV Vietnam,10050,FEDERAL,Vietnam,4112,8218416.01,Department of Foreign Affairs and International Trade,0,0,A031629002,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Education/training in banking and financial services,Directive,0,Viet Nam,Uncoded: Pre-APP,OAV Vietnam,1000466,CONSULTING SERVICES,Vietnam,4112,8218416.01,Rawkins International Associates,0,0,A031629002,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Education/training in banking and financial services,Directive,0,Viet Nam,Uncoded: Pre-APP,OAV Vietnam,1009240,CONSULTING SERVICES,Vietnam,4112,8218416.01,IBM Canada Ltd. (Formerly Pricewaterhouse Consult.),0,0,A031629002,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Education/training in banking and financial services,Directive,0,Viet Nam,Uncoded: Pre-APP,OAV Vietnam,Information not available,CONSULTANT,Vietnam,4112,8218416.01,Information not available,0,0,A031629002,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Education/training in banking and financial services,Directive,0,Viet Nam,Uncoded: Pre-APP,OAV Vietnam,Information not available,CONSULTANT,Vietnam,4112,8218416.01,Information not available,0,0,A031629002,Closed,8218416.01,B4100,OGM Asia Pacific,D4100,OAD Asia Programming,S4107,0,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Primary education,Directive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,10050,FEDERAL,Lee & Windward Region,4435,1447250.0,Department of Foreign Affairs and International Trade,0,0,A031635001,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Basic health care,Directive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,10050,FEDERAL,Lee & Windward Region,4435,1447250.0,Department of Foreign Affairs and International Trade,0,0,A031635001,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Public sector policy and administrative management,Directive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,10050,FEDERAL,Lee & Windward Region,4435,1447250.0,Department of Foreign Affairs and International Trade,0,0,A031635001,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Legal and judicial development,Directive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,10050,FEDERAL,Lee & Windward Region,4435,1447250.0,Department of Foreign Affairs and International Trade,0,0,A031635001,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Trade policy and administrative management,Directive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,10050,FEDERAL,Lee & Windward Region,4435,1447250.0,Department of Foreign Affairs and International Trade,0,0,A031635001,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Primary education,Directive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,10050,FEDERAL,Lee & Windward Region,4435,1447250.0,Department of Foreign Affairs and International Trade,0,0,A031635001,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Basic health care,Directive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,10050,FEDERAL,Lee & Windward Region,4435,1447250.0,Department of Foreign Affairs and International Trade,0,0,A031635001,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Public sector policy and administrative management,Directive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,10050,FEDERAL,Lee & Windward Region,4435,1447250.0,Department of Foreign Affairs and International Trade,0,0,A031635001,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Legal and judicial development,Directive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,10050,FEDERAL,Lee & Windward Region,4435,1447250.0,Department of Foreign Affairs and International Trade,0,0,A031635001,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Trade policy and administrative management,Directive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,10050,FEDERAL,Lee & Windward Region,4435,1447250.0,Department of Foreign Affairs and International Trade,0,0,A031635001,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Primary education,Directive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,10050,FEDERAL,Lee & Windward Region,4435,1447250.0,Department of Foreign Affairs and International Trade,0,0,A031635001,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Basic health care,Directive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,10050,FEDERAL,Lee & Windward Region,4435,1447250.0,Department of Foreign Affairs and International Trade,0,0,A031635001,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Public sector policy and administrative management,Directive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,10050,FEDERAL,Lee & Windward Region,4435,1447250.0,Department of Foreign Affairs and International Trade,0,0,A031635001,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Legal and judicial development,Directive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,10050,FEDERAL,Lee & Windward Region,4435,1447250.0,Department of Foreign Affairs and International Trade,0,0,A031635001,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Trade policy and administrative management,Directive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,10050,FEDERAL,Lee & Windward Region,4435,1447250.0,Department of Foreign Affairs and International Trade,0,0,A031635001,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Primary education,Directive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,10050,FEDERAL,Lee & Windward Region,4435,1447250.0,Department of Foreign Affairs and International Trade,0,0,A031635001,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Basic health care,Directive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,10050,FEDERAL,Lee & Windward Region,4435,1447250.0,Department of Foreign Affairs and International Trade,0,0,A031635001,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Public sector policy and administrative management,Directive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,10050,FEDERAL,Lee & Windward Region,4435,1447250.0,Department of Foreign Affairs and International Trade,0,0,A031635001,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Legal and judicial development,Directive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,10050,FEDERAL,Lee & Windward Region,4435,1447250.0,Department of Foreign Affairs and International Trade,0,0,A031635001,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Trade policy and administrative management,Directive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,10050,FEDERAL,Lee & Windward Region,4435,1447250.0,Department of Foreign Affairs and International Trade,0,0,A031635001,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Primary education,Directive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,10050,FEDERAL,Lee & Windward Region,4435,1447250.0,Department of Foreign Affairs and International Trade,0,0,A031635001,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Basic health care,Directive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,10050,FEDERAL,Lee & Windward Region,4435,1447250.0,Department of Foreign Affairs and International Trade,0,0,A031635001,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,1.0,0.0,0,1,Not PBA,0,0,0,1
2009/2010,Public sector policy and administrative management,Directive,0,Caribbean,Uncoded: Pre-APP,Caricom - Adm,10050,FEDERAL,Lee & Windward Region,4435,1447250.0,Department of Foreign Affairs and International Trade,0,0,A031635001,Operational,1447250.0,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,1,1.0,0.0,0,1,Not PBA,0,0,0,1
