assays_ss_cll_tp,assays_ss_tst_tp,assays_vrnt_d,assays_cll_d,assays_crtd_b,assays_b_frmt,assays_ss_d,assays_cnfdnc_scr,assays_ss_tx_d,assays_rltnshp_tp,assays_ss_ctgr,assays_src_ss_d,assays_dc_d,assays_chmbl_d,assays_ss_strn,assays_dscrptn,assays_ss_tss,assays_ss_tp,assays_td,assays_src_d,assays_ss_sbclllr_frctn,assays_tss_d,assays_ss_rgnsm
,In vivo,,,Intermediate,BAO_0000218,8628,1,10116.0,N,,,1716,CHEMBL618757,,Oral bioavailability in rat,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8629,1,10116.0,N,,,1974,CHEMBL618758,,Bioavailability in rat,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8630,1,10116.0,N,,,4502,CHEMBL621088,,Oral bioavailability in rat (dose 30 mg/kg),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,8631,1,10116.0,N,,,3371,CHEMBL621089,,Pharmacokinetic property (cLogP) in rat,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,8632,1,10116.0,N,,,9099,CHEMBL621090,,Hyperglycemic activity and change in blood glucose concentration was reported 2 hours after administration of 100 mg/Kg perorally,Blood,F,50597,1,,178.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,8633,1,10116.0,N,,,9099,CHEMBL621091,,Hyperglycemic activity and change in blood glucose concentration was reported 4 hours after administration of 100 mg/Kg perorally,Blood,F,50597,1,,178.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8634,1,10116.0,N,,,4590,CHEMBL876731,,Clearance in rat.,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8635,1,10116.0,N,,,3184,CHEMBL621092,,Compound was evaluated for its clearance when administered intravenously in rat,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8636,1,10116.0,N,,,16456,CHEMBL621093,,Plasma clearance in Male Sprague-Dawley rats after intravenous administration at a dose of 10 mg/kg,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,8637,1,10116.0,N,,,4199,CHEMBL621094,,Blood: Brain distribution ratio is determined in rat,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,8638,1,10116.0,N,,,4199,CHEMBL621095,,Blood: Brain distribution ratio is determined in rat; NQ: non quantifable,,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,8639,1,10116.0,N,,,4199,CHEMBL621096,,Blood: Brain distribution ratio is determined in rat; NQ:non quantifable,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8640,1,10116.0,N,,,8677,CHEMBL621097,,"Biodistribution in Sprague-Dawley rat kidneys(2) 15 minutes after intravenous administration, [99mTc]/[125I] IAP ratio)",Kidney,A,50597,1,,2113.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,8641,1,10116.0,N,,,7449,CHEMBL621098,,Percent dose excreted in 0-48 hours administered ip to male rat,,F,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,8642,1,10116.0,N,,,11977,CHEMBL621099,,Uptake of radioligand [125I]FIDA1 by cerebellum in rat after 120 minutes after an intravenous injection is given (average of 3 rats),Cerebellum,A,50597,1,,2037.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,8643,1,10116.0,N,,,11977,CHEMBL621100,,Uptake of radioligand [125I]FIDA1 by cerebellum in rat after 2 minutes after an intravenous injection is given (average of 3 rats),Cerebellum,A,50597,1,,2037.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,8644,1,10116.0,N,,,11977,CHEMBL621101,,Uptake of radioligand [125I]-FIDA1 by cerebellum in rat after 30 minutes after an intravenous injection is given (average of 2 rats),Cerebellum,A,50597,1,,2037.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,8645,1,10116.0,N,,,11977,CHEMBL621102,,Uptake of radioligand [125I]FIDA1 by cerebellum in rat after 30 minutes after an intravenous injection is given (average of 3 rats),Cerebellum,A,50597,1,,2037.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,8646,1,10116.0,N,,,11977,CHEMBL876732,,Uptake of radioligand [125I]FIDA1 by cerebellum in rat after 60 minutes after an intravenous injection is given (average of 3 rats),Cerebellum,A,50597,1,,2037.0,Rattus norvegicus
,,,,Intermediate,BAO_0000218,8647,1,10116.0,N,,,11977,CHEMBL621103,,Uptake of radioligand [125I]-FIDA1 by cortex in rat after 120 minutes after an intravenous injection is given (average of 3 rats),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,8648,1,10116.0,N,,,11977,CHEMBL621104,,Uptake of radioligand [125I]FIDA1 by cortex in rat after 2 minutes after an intravenous injection is given (average of 3 rats),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,8649,1,10116.0,N,,,11977,CHEMBL621105,,Uptake of radioligand [125I]FIDA1 by cortex in rat after 30 minutes after an intravenous injection is given (average of 2 rats),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,8650,1,10116.0,N,,,11977,CHEMBL621106,,Uptake of radioligand [125I]-FIDA1 by cortex in rat after 30 minutes after an intravenous injection is given (average of 3 rats),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,8651,1,10116.0,N,,,11977,CHEMBL621107,,Uptake of radioligand [125I]FIDA1 by cortex in rat after 60 minutes after an intravenous injection is given (average of 3 rats),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,8652,1,10116.0,N,,,11977,CHEMBL621108,,Uptake of radioligand [125I]FIDA1 by hippo-campus in rat after 120 minutes after an intravenous injection is given (average of 3 rats),,A,50597,1,,,Rattus norvegicus
,,,,Intermediate,BAO_0000218,8653,1,10116.0,N,,,11977,CHEMBL621109,,Uptake of radioligand [125I]FIDA1 by hippo-campus in rat after 2 minutes after an intravenous injection is given (average of 3 rats),,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8654,1,10090.0,N,,,17208,CHEMBL621110,,Biodistribution of radioactivity in normal mice (ICR) kidney after 30 minutes of intravenous injection of [125I]-16(IMPY),Kidney,A,50594,1,,2113.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8655,1,10090.0,N,,,17208,CHEMBL621111,,Biodistribution of radioactivity in normal mice (ICR) kidney after 6 hours of intravenous injection of [125I]-16(IMPY),Kidney,A,50594,1,,2113.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8656,1,10090.0,N,,,17208,CHEMBL622541,,Biodistribution of radioactivity in normal mice (ICR) liver after 1 hour of intravenous injection of [125I]-16(IMPY),Liver,A,50594,1,,2107.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8657,1,10090.0,N,,,17208,CHEMBL622542,,Biodistribution of radioactivity in normal mice (ICR) liver after 2 hours of intravenous injection of [125I]-16(IMPY),Liver,A,50594,1,,2107.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8658,1,10090.0,N,,,17208,CHEMBL622543,,Biodistribution of radioactivity in normal mice (ICR) liver after 2 minutes of intravenous injection of [125I]-16(IMPY),Liver,A,50594,1,,2107.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8659,1,10090.0,N,,,17208,CHEMBL624412,,Biodistribution of radioactivity in normal mice (ICR) liver after 24 hours of intravenous injection of [125I]-16(IMPY),Liver,A,50594,1,,2107.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8660,1,10090.0,N,,,17208,CHEMBL624413,,Biodistribution of radioactivity in normal mice (ICR) liver after 30 minutes of intravenous injection of [125I]-16(IMPY),Liver,A,50594,1,,2107.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8661,1,10090.0,N,,,17208,CHEMBL624414,,Biodistribution of radioactivity in normal mice (ICR) liver after 6 hours of intravenous injection of [125I]-16(IMPY),Liver,A,50594,1,,2107.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8662,1,10090.0,N,,,17208,CHEMBL624415,,Biodistribution of radioactivity in normal mice (ICR) lung after 1 hour of intravenous injection of [125I]-16(IMPY),Lung,A,50594,1,,2048.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8663,1,10090.0,N,,,17208,CHEMBL624416,,Biodistribution of radioactivity in normal mice (ICR) lung after 2 hours of intravenous injection of [125I]-16(IMPY),Lung,A,50594,1,,2048.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8664,1,10090.0,N,,,17208,CHEMBL624417,,Biodistribution of radioactivity in normal mice (ICR) lung after 2 minutes of intravenous injection of [125I]-16(IMPY),Lung,A,50594,1,,2048.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8665,1,10090.0,N,,,17208,CHEMBL624418,,Biodistribution of radioactivity in normal mice (ICR) lung after 24 hours of intravenous injection of [125I]-16(IMPY),Lung,A,50594,1,,2048.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8666,1,10090.0,N,,,17208,CHEMBL624419,,Biodistribution of radioactivity in normal mice (ICR) lung after 30 minutes of intravenous injection of [125I]-16(IMPY),Lung,A,50594,1,,2048.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8667,1,10090.0,N,,,17208,CHEMBL624420,,Biodistribution of radioactivity in normal mice (ICR) lung after 6 hours of intravenous injection of [125I]-16(IMPY),Lung,A,50594,1,,2048.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8668,1,10090.0,N,,,17208,CHEMBL624421,,Biodistribution of radioactivity in normal mice (ICR) muscle after 1 hr of intravenous injection of [125I]-16(IMPY),Muscle tissue,A,50594,1,,2385.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8669,1,10090.0,N,,,17208,CHEMBL624422,,Biodistribution of radioactivity in normal mice (ICR) muscle after 2 hours of intravenous injection of [125I]-16(IMPY),Muscle tissue,A,50594,1,,2385.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8670,1,10090.0,N,,,17208,CHEMBL624423,,Biodistribution of radioactivity in normal mice (ICR) muscle after 2 minutes of intravenous injection of [125I]-16(IMPY),Muscle tissue,A,50594,1,,2385.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8671,1,10090.0,N,,,17208,CHEMBL625123,,Biodistribution of radioactivity in normal mice (ICR) muscle after 24 hours of intravenous injection of [125I]-16(IMPY),Muscle tissue,A,50594,1,,2385.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8672,1,10090.0,N,,,17208,CHEMBL625124,,Biodistribution of radioactivity in normal mice (ICR) muscle after 30 minutes of intravenous injection of [125I]-16(IMPY),Muscle tissue,A,50594,1,,2385.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8673,1,10090.0,N,,,17208,CHEMBL625125,,Biodistribution of radioactivity in normal mice (ICR) muscle after 6 hours of intravenous injection of [125I]-16(IMPY),Muscle tissue,A,50594,1,,2385.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8674,1,10090.0,N,,,17208,CHEMBL625126,,Biodistribution of radioactivity in normal mice (ICR) skin after 1 hour of intravenous injection of [125I]-16(IMPY),Zone of skin,A,50594,1,,14.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8675,1,10090.0,N,,,17208,CHEMBL626947,,Biodistribution of radioactivity in normal mice (ICR) skin after 2 hours of intravenous injection of [125I]-16(IMPY),Zone of skin,A,50594,1,,14.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8676,1,10090.0,N,,,17208,CHEMBL626948,,Biodistribution of radioactivity in normal mice (ICR) skin after 2 minutes of intravenous injection of [125I]-16(IMPY),Zone of skin,A,50594,1,,14.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8677,1,10090.0,N,,,17208,CHEMBL626949,,Biodistribution of radioactivity in normal mice (ICR) skin after 24 hours of intravenous injection of [125I]-16(IMPY),Zone of skin,A,50594,1,,14.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8678,1,10090.0,N,,,17208,CHEMBL626950,,Biodistribution of radioactivity in normal mice (ICR) skin after 30 minutes of intravenous injection of [125I]-16(IMPY),Zone of skin,A,50594,1,,14.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8679,1,10090.0,N,,,17208,CHEMBL626951,,Biodistribution of radioactivity in normal mice (ICR) skin after 6 hours of intravenous injection of [125I]-16(IMPY),Zone of skin,A,50594,1,,14.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8680,1,10090.0,N,,,17208,CHEMBL626952,,Biodistribution of radioactivity in normal mice (ICR) spleen after 1 hour of intravenous injection of [125I]-16(IMPY),Spleen,A,50594,1,,2106.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8681,1,10090.0,N,,,17208,CHEMBL626953,,Biodistribution of radioactivity in normal mice (ICR) spleen after 2 hours of intravenous injection of [125I]-16(IMPY),Spleen,A,50594,1,,2106.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8682,1,10090.0,N,,,17208,CHEMBL626954,,Biodistribution of radioactivity in normal mice (ICR) spleen after 2 minutes of intravenous injection of [125I]-16(IMPY),Spleen,A,50594,1,,2106.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8683,1,10090.0,N,,,17208,CHEMBL626955,,Biodistribution of radioactivity in normal mice (ICR) spleen after 24 hours of intravenous injection of [125I]-16(IMPY),Spleen,A,50594,1,,2106.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8684,1,10090.0,N,,,17208,CHEMBL626956,,Biodistribution of radioactivity in normal mice (ICR) spleen after 30 minutes of intravenous injection of [125I]-16(IMPY),Spleen,A,50594,1,,2106.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8685,1,10090.0,N,,,17208,CHEMBL626957,,Biodistribution of radioactivity in normal mice (ICR) spleen after 6 hours of intravenous injection of [125I]-16(IMPY),Spleen,A,50594,1,,2106.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8686,1,10090.0,N,,,17208,CHEMBL626958,,Biodistribution of radioactivity in normal mice blood after 1 hour of intravenous injection of [125I]-16(IMPY),Blood,A,50594,1,,178.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8687,1,10090.0,N,,,17208,CHEMBL626959,,Biodistribution of radioactivity in normal mice blood after 2 hours of intravenous injection of [125I]-16(IMPY),Blood,A,50594,1,,178.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8688,1,10090.0,N,,,17208,CHEMBL626960,,Biodistribution of radioactivity in normal mice blood after 2 minutes of intravenous injection of [125I]-16(IMPY),Blood,A,50594,1,,178.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8689,1,10090.0,N,,,17208,CHEMBL626961,,Biodistribution of radioactivity in normal mice blood after 24 hours of intravenous injection of [125I]-16(IMPY),Blood,A,50594,1,,178.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8690,1,10090.0,N,,,17208,CHEMBL627589,,Biodistribution of radioactivity in normal mice blood after 30 minutes of intravenous injection of [125I]-16(IMPY),Blood,A,50594,1,,178.0,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8691,1,10090.0,N,,,17208,CHEMBL627590,,Biodistribution of radioactivity in normal mice blood after 6 hours of intravenous injection of [125I]-16(IMPY),Blood,A,50594,1,,178.0,Mus musculus
,,,,Intermediate,BAO_0000218,8692,1,10090.0,N,,,3132,CHEMBL627591,,Time taken for EC90 was determined when tested in mouse,,A,50594,1,,,Mus musculus
,,,,Intermediate,BAO_0000218,8693,1,10090.0,N,,,3132,CHEMBL627592,,Time taken for EC90 was determined when tested in mouse at dose 25 mg/kg,,A,50594,1,,,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8694,1,10090.0,N,,,16597,CHEMBL627593,,At a dose 50 mg/kg (114 umol/kg) was administered intraperitoneally to mice and was evaluated for half life (T1/2),,A,50594,1,,,Mus musculus
,,,,Intermediate,BAO_0000218,8695,1,10090.0,N,,,5727,CHEMBL627594,,Half life in mice,,A,50594,1,,,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8696,1,10090.0,N,,,5302,CHEMBL876813,,Half life period in mouse after 10 mg/Kg dose,,A,50594,1,,,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8697,1,10090.0,N,,,5302,CHEMBL627595,,Half life period in mouse after 10 mg/kg dose,,A,50594,1,,,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8698,1,10090.0,N,,,6348,CHEMBL627596,,Half life was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,,A,50594,1,,,Mus musculus
,In vivo,,,Intermediate,BAO_0000218,8699,1,10116.0,N,,,5964,CHEMBL627597,,Cmax value at 5 mg/kg po was determined in rat,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8700,1,10116.0,N,,,6078,CHEMBL627598,,Cmax value evaluated in rat,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8701,1,10116.0,N,,,5206,CHEMBL627599,,Cmax value was calculated by applying at a dose of 10 mg/Kg ip in rat brain,Brain,A,50597,1,,955.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8702,1,10116.0,N,,,2959,CHEMBL627600,,Cmax value after administration of 20 mg/Kg oral dose in rat,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8703,1,10116.0,N,,,5964,CHEMBL627601,,Cmax value at 1 mg/kg po in rat,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8704,1,10116.0,N,,,5964,CHEMBL627776,,Cmax value at 5 mg/kg po in rat,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8705,1,10116.0,N,,,6757,CHEMBL627777,,Cmax value at a dose of 10 mg/kg in male SD rats,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8706,1,10116.0,N,,,6757,CHEMBL627778,,Cmax value at a dose of 100 mg/kg in male SD rats,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8707,1,10116.0,N,,,6757,CHEMBL627779,,Cmax value at a dose of 50 mg/kg in male SD rats,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8708,1,10116.0,N,,,17617,CHEMBL876814,,Cmax value in rats at 10 mg/kg,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8709,1,10116.0,N,,,1445,CHEMBL627780,,Cmax value was evaluated in rats at a dose of 20 mg/kg,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8710,1,10116.0,N,,,6082,CHEMBL627781,,Cmax value was determined after peroral administration of 20 mg/kg in rat,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8711,1,10116.0,N,,,1446,CHEMBL627782,,Cmax value was determined between 15 and 30 minutes post administration in fisher rats; value ranges from 200-500,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8712,1,10116.0,N,,,5407,CHEMBL627783,,Compound was evaluated for its pharmacokinetic parameter maximum plasma concentration (Cmax) after oral administration to rats,Plasma,A,50597,1,,1969.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8713,1,10116.0,N,,,2690,CHEMBL627784,,Compound was evaluated for maximal plasma concentration in rat upon 5 mg/kg upon oral administration,Plasma,A,50597,1,,1969.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8714,1,10116.0,N,,,2661,CHEMBL627785,,Compound was evaluated for maximum concentration after treatment with oral dose of 2 mgkg to female wistar rats,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8715,1,10116.0,N,,,2661,CHEMBL627786,,Compound was evaluated for maximum concentration after treatment with oral dose of 2 mgkg to male wistar rats,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8716,1,10116.0,N,,,4891,CHEMBL627787,,Compound was evaluated for pharmacokinetic parameter maximum plasma concentration,Plasma,A,50597,1,,1969.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8717,1,10116.0,N,,,2807,CHEMBL627788,,Compound was evaluated for plasma concentration in rats when administered at 20 mg/kg in methocel at 0.5 hr,Plasma,A,50597,1,,1969.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8718,1,10116.0,N,,,2807,CHEMBL626579,,Compound was evaluated for plasma concentration in rats when administered at 20 mg/kg in methocel at 1 hr,Plasma,A,50597,1,,1969.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8719,1,10116.0,N,,,2807,CHEMBL626580,,Compound was evaluated for plasma concentration in rats when administered at 20 mg/kg in methocel at 2 hr,Plasma,A,50597,1,,1969.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8720,1,10116.0,N,,,3634,CHEMBL876815,,Compound was evaluated for the pharmacokinetic property in rats after an oral dose of 10 mg/kg,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8721,1,10116.0,N,,,1881,CHEMBL626581,,Compound was tested for plasma concentration in rats when administered at 20 mg/kg in 1% methocel at 1 hr,Plasma,A,50597,1,,1969.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8722,1,10116.0,N,,,1881,CHEMBL626582,,Compound was tested for plasma concentration in rats when administered at 20 mg/kg in 1% methocel at 2 hr,Plasma,A,50597,1,,1969.0,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8723,1,10116.0,N,,,429,CHEMBL626583,,Evaluated for pharmacokinetic parameter Cmax in rat at the dose 50 mg/kg,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8724,1,10116.0,N,,,5974,CHEMBL626205,,In vivo Cmax was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,,A,50597,1,,,Rattus norvegicus
,In vivo,,,Intermediate,BAO_0000218,8725,1,10116.0,N,,,5974,CHEMBL626206,,In vivo Cmax was determined after peroral administration of compound (158.5+/-2 mg/kg) in male Sprague-Dawley rat,,A,50597,1,,,Rattus norvegicus
