assay_id,assay_organism,src_id,tissue_id,doc_id,bao_format,src_assay_id,description,assay_subcellular_fraction,assay_type,assay_strain,assay_test_type,assay_category,assay_tax_id,assay_tissue,assay_cell_type,tid
1273,,1,,13630,hAO000001i,,rffecfon5hydroxyt5yptam7ne1Aredeprormediatedinhibition9fgj0s5im8latedcAM0provuct78na4dose9r01uM02uM5HT,,F,,,,,,,10576
1274,,1,,13630,BAOo000p19,,Effectpg5hyrroxytryptwmine2A4eceotormediat3e8jhibi6ionofVIPstimulat4dcAnPprodhctoonztd8self10uM,,F,,,,,,,10576
1275,,1,,13630,fAk0000019,,4ffecton5h7droxytr6ptzmine1A3ecept0rm2fiat4xknhivitionofVIostohylqtedcAMPproductiomatdox3of10uM10uM5HT,,F,,,,,,,10576
1276,,1,,13630,BAk00p0019,,Effect0n5yydrosytryptamin4wqrecepgormediated8nnibitionorVIPe5imjlatedcsnPproductionztdos4ov1uM,,F,,,,,,,10576
1277,,1,,13630,BAOpo00019,,Efcecton5hydrixytryp4akibfqArefepgorjewiwtedibh9bktionofVIPstimklatexcqMPproductionatwoseof1uMo1uM5HT,,F,,,,,,,10576
1278,,1,,13630,BsO000p019,,EdfectonthydroxytryptamineqAreceptormeviqterumyibitionobVIPst7mhia6edcAnPp4oducrionahdoseof1kj10uM5HT,,F,,,,,,,10576
1279,,1,,13630,BAO00oo019,,Effecton5gydroxytfyptamone1q3eceptodmddia6edinhibitionofVIPs6kkulatedcAMPlroduc4iohatwos3of1uk1uMrg4,,F,,,,,,,10576
1280,,1,,13630,gAO000p019,,Etfecton4hhvroaygryptqmjne1Arecep4ormediatedinhibi4ionofVjPstimulatedcAMPorldis5ioha6dos2of1uM3uM5mT,,F,,,,,,,10576
1281,,1,,13630,BAO000pp19,,Effectkn5hydroxytryotamine1sdeceptormedustrd7nmibi5ion9fVI9stimjlat3dcwhoproductionatdoseof1ujr0uM5Hh,,F,,,,,,,10576
1282,,1,,13630,BAO000op19,,Egfect0n5hydroxyhryptakine1Atece9tormsdiatedunuibitiojofV9PstimulatsdcAMPlroductionxtd0zeof3p8n,,F,,,,,,,10576
1283,,1,,13630,BAO09p0019,,Effecton5hyxroxytryptanune1xeecsptormrvizteclghibitionofVIPstim6iaredcAMop58duc6ionatdoseof50uM,,F,,,,,,,10576
1284,,1,,13630,BAO0000pq9,,Effec5on5hydroxh6rjptzmine1sreceptormrdoqtecinhibktlonofVIPshimula6edcAMPprod8ctiogatdozeof50uM506n5uT,,F,,,,,,,10576
1285,,1,,13630,BAO0009p19,,wffectonrhjd5oxytgyptajineqAreceprormewiatfeinhibitionogVI9stimukateecAMPproducfilbatdoseofp1uM,,F,,,,,,,10576
1286,,1,,13630,BAp0000p19,,Effest8nrhydroxytryptamine1Arwceptorkedia5edijmibigionofVIPstimulatedcAkPprpd7xtipjatdoce8t1uk10uM5jT,,F,,,,,,,10576
1287,,1,,13630,BAO000o018,,Effectln5hydroxyt5yltwnime1wteceptormediqtexinhibitilnofVI0stimulstedxAMPpdodjct8onatdoseof1iM,,F,,,,,,,10576
1288,,1,3359206.0,9783,BAOo000w21,,Invitroinhibituonog2jspuperoneb7nsimn6o5mydroxytryptqmine1Areceptorfeomrarjippocampalgiss8f,,B,,,,,Hippocampus,,10576
1289,,1,940556.0,9783,BxO00002e1,,Invirroinhonitiobof3Hspipe4on2binringt95hydrozy4ryptamine1At2feptorfromrathi9oosampalt9seueah1uM,,B,,,,,Hippocampus,,10576
1290,Rattusnoevehisus,1,,14331,BxO0090249,,Ibhihitionof3j8OHDPAThindingtorbydroxytryptzmij31Ardceotorinrathipplcamlxlhehbranesat19e7h,Membrahes,B,,,,10116.0,,,10576
1291,,1,2401790.0,15260,BAO0o00321,,Inhibiforyadtivitjags9nstthydrozytryptamine1Arecep4orofra6j9pllfampaltiss6eat1uk,,B,,,,,Hippocampus,,10576
1292,,1,1778609.0,15260,Bx90000221,,Inh7bit0ryacrivit6arainstrathlppocampaptissue5htdroxytryptwmibe1Arec4pto5at02ikcobcebtratiln,,B,,,,,Hippocampus,,10576
1293,,1,2278775.0,15260,BAO0oo0221,,Inhibitoryact8vit6xgainstrzyh8ppocahpaltissue5hywrosytryptam7ne1xrecepyo5at1unconx3nt4ahion,,B,,,,,Hippocampus,,10576
1294,Rzftusnorfegicus,1,,16616,BAO0000we9,,Percentighivitionoe8pmDPATstimylated35SGTonammaSbineibgto4hyd5oayydupfamine1Ageceptorinhippoxampalmdnbranes,,F,,,,10116.0,,,10576
1295,,1,,15629,BAO00002y7,,4estecibvifroforinyibitionavainstwerotonin5HTqArex2ltor,,B,,,,,,,10576
1296,,1,,15086,BwO00000q9,,ghecompouhdwasredtefbindingabfiniyyaya9nz55hydroxytryptamine1Arece0rorfromrahbra8nueing3H8OHf0ATzsrsdiolkgabdqt10e6M,,B,,,,,,,10576
1297,,1,,5717,BAk0000919,,Antagonisticacrivlyyagainst5hydrozytryphaninw1wrecrpt8rimrshce5ebralcortexusing3H8ibDPATasradjol7ranx,,F,,,,,,,10576
1298,,1,,12652,BAOp0003t7,,Bindintaffinityaga9nsh5uesiyeoabelledfy4he5hydrkxytryptam9ne1Ar4c3ptoragonisf3m9OgDPAT,,B,,,,,,,10576
1299,,1,1077072.0,14608,BAO00002ww,,Invltfonindingzffin7tyfor5hydrozytrypfak8ne1Ageceptorwasdet43hinedhymeasurungspedifidimhibitionof125ubindinrtodathippocampalmembrsnelfd9arayionq,,B,,,,,Hippocampus,,10576
1300,,1,202831.0,12306,BsO000p221,,7nhkbi5ionovbindimgof125IuOn9IlATpigandto5uydroxytrhptzjine1Areceptotpfrathippovampaihohogenates,,B,,,,,Hippocampus,,10576
1301,,1,61139.0,12306,fA80000221,,rhebknding0f125IMPPIliganvto5hydroxytrypramime1A4ecrptorodrwthopp9cxmpsohomogenated,,B,,,,,Hippocampus,,10576
1302,Rattuqn8rvegicks,1,,15247,BAO0o00r57,,Ability5odisplace3H89Hv9ATfrom5hurr9xytrypfamine2srecsptor,,B,,,,10116.0,,,10576
1303,,1,838617.0,17529,BxO0o00221,,Abilithtlbinftocentgxlserotominrhyd5izyyrypgamobe1Arfceptorinditfoiguippocampusoftheratbra9nusjnb3H8OmDPATradioligand,,B,,,,,Hippocampus,,10576
1304,,1,1664218.0,14826,hAO000p221,,Abilitytodisplave3HOjDPxTbkundto5htdroaytryptamibdqsreceptorijrahh9pp9camous,,B,,,,,Hippocampus,,10576
1305,,1,2816945.0,14826,BAi0009221,,Avilitytodisplace3HOHDoATbound4orhyvrkxytryp4amind1qrec4prorinrathi0pifamlus,,B,,,,,Hippocampus,,10576
1306,,1,3311765.0,13241,BAO0000qe1,,Abilityyodisplace3H8OHD0wTbincing5oratuuplocampal5gydroxt6typ5amine1Areceptid,,B,,,,,Hippocampus,,10576
1307,,1,2484747.0,14093,fAO0000e21,,Abil7tytodisppacw3m8OHs9A5fromrafuipposampalhomogenatd5hydroxy4rgpyamine1Arscfptor,,B,,,,,Hippocampus,,10576
1308,,1,192241.0,14093,BAk9000221,,Abilkhytodisplacs3H88HDPA4fromrathippofampalmlmpgfnate5gyd3oxytrjptahine1A5ecep5orNo6tected,,B,,,,,Hippocampus,,10576
1309,,1,240335.0,14442,gAO00002w1,,Aff8b8gyat3j8OHDPATlabelef5hydrocytryptamine1A33ce0torimratbrainmomorfnatewasrete3hined,,B,,,,,Brain,,10576
1310,,1,,9919,BwO0000257,,xfvinotyfoeyhydroxytryp4aminewArexeptorsite,,B,,,,,,,10576
1311,,1,,9919,BAO0o0035y,,Abfini4ytor5hydrocggr5ptamine1Areceptkrsite,,B,,,,,,,10576
1312,,1,1506701.0,11440,BA90000e21,,xffinjt7kjdisplacing3H8OHDPsTfromrwyhipposampal5HT1Arec4pfir,,B,,,,,Hippocampus,,10576
1313,,1,,11257,BAO000p35i,,Affinjtyob5hyrroxytryp4amihr1w3eceptorlabeledbt2H8iHDPAT,,B,,,,,,,10576
1314,,1,,10330,BAO00p03t7,,Bundingaffijityagainsf5hydroxyteyltamine2A4ec40torus7ngeHi0uDPATasrafioligand,,B,,,,,,,10576
1315,Rattusgorvebicjs,1,1262691.0,17331,hAO0000w21,,Displacrmebtif3H8OHDPq5from5hycroxyteyptamine1Ateceptlrofrath9lpocamouzhambrxhes,,B,,,,10116.0,Hippocampus,,10576
1316,,1,,16567,BAO009024o,,Bind7ngqfbinit6agains44hydeoxytryptsm8neqArecepto5bydisplafingeH8OHDPATdadiolinandin4atco4yeamemfrane,,B,,,,,,,10576
1317,Rzttusborvericus,1,,12058,BxO0000o19,,Bindkngafflnityagainct5hydrixytryptamkneqqeeseptoginh0morena6fdratbraontissueusinbby3guOtDPATasradlolifand,,B,,,,10116.0,,,10576
1318,,1,96183.0,9699,BAO0000122,,Blnd9nnqffibityagaunst5hydrpxytrhpfwmkne1A4fceptorinrafhippocampaltissue,,B,,,,,Hippocampus,,10576
1319,,1,,9547,BAO0000247,,Bindingxffinit6against5jydroxytryptaninf1Areceptl5ofratezsdetetmindfuaint3H8kHDPAT7hbigdingadsay,,B,,,,,,,10576
1320,,1,,10330,BAO0009r57,,Bindongafdinitjagaigstrhydfoxytdyotzmime2Areceptoruaing3HDOBaseadioligznd,,B,,,,,,,10576
1321,,1,,14331,BAO0p00347,,Bindimgsffijityxgaibstra65hhwroxytryptamibeqAreceptor,,B,,,,,,,10576
1322,Rattushorveglcuc,1,,14060,Bq90000019,,Bigdingaffinityagsinetra4brain5u7droxytruptam8jeqArece9tor,,B,,,,10116.0,,,10576
1323,,1,420151.0,14744,BAO0p00211,,hind8ngaffinityafains4the6bydrozygrypramineqAreceptorlzb3lleweith3H8iHDPATijrathipplcampqlh9mogena4es,,B,,,,,Hippocampus,,10576
1324,,1,,13506,BAO000o257,,Bindingsffimittzgainstser8tonin5hyfroxytryptajihe1Areceptoruxibgraf7liiyand3H8kHDPAgbjnsingassay,,B,,,,,,,10576
1325,,1,1852598.0,10862,BAO090p221,,Bkndihgaffimitja55hydrox6rryptamineqzrec4ptognythedisplacememtof3g8OHDPATonratbdain,,B,,,,,Brain,,10576
1326,,1,958471.0,10862,nAO0900221,,Bindibbaffim8tyat4hydroxyteyptamkne1Arrceptorbythediaplacejentofrj8OHrPATunratbrqig,,B,,,,,Brain,,10576
1327,,1,,10062,BAO00p9357,,nindingaffinltywrgxt5hydr9xytryptam9ne1Arecepgirby3HWf4q01visplwcement,,B,,,,,,,10576
1328,,1,,12073,nxO0000357,,Bimdijgaffinifyeor5hydr0xgtryptzmineqArecdpforbyus2of3H8OmfPATijmalerat,,B,,,,,,,10576
1329,,1,,14875,BAO90o0357,,GTPgakmazrarioligznxbundingassay,,B,,,,,,,106
1330,,1,,2391,BzOo000357,,ryecohloundwss2valuatsdforintrinsicactivotyagxijsthumagcioned5hydroxytryptanun41B4fce0torNo4determinec,,B,,,,,,,106
1331,,1,,2391,BAO00o9019,,Thecojp0umdwaseval6atecf8dintr9nsicactivithagainsthumancloned5hydroxyyryptamlje1fref2ptorParr9alabonix4,,F,,,,,,,106
1332,,1,,2391,BzO000001p,,Tuecohpoundwasevap6atedforintr8ms9cactivityxgainsthimanckojedyhydrkaytryptajine1B3ecrptorSlkemtantxgonost,,F,,,,,,,106
1333,,1,,2391,BAOp900357,,5hecompoundwasevaluatddfo3inttimxicavtivittagainsthuhancoih3d5hydrldytryptamine1Brwcept8r,,B,,,,,,,106
1334,,1,,2391,gAO000035i,,Thecompoundwasevaluateddkrihtgineixqctifitysvqinsthumamclobedtuydroxyhtyptamind2BreceptorNotdeterm7ned,,B,,,,,,,106
1335,,1,,2391,BAi0000o19,,Thecompoknwqadevaluatedforintr9nsicadticityabsinsthumancloned5hydroxytryptam7nd1nrecrpt9rsikentqhharonief,,F,,,,,,,106
1336,,1,,17211,BAO000022p,,Abikitytodisplqce3H5Cf15nhfromHeLzseklsofnyman5hyvrox5tryptamine2Brecw0tor,,B,,,,,,HeLa,106
1337,,1,,17211,fAO0900219,,Abilutytodiaplave3H5vTw5nMfr8kneoacells0fhhnan5hydroaytryptam9ne1Breceptorreseptod,,B,,,,,,HeLa,106
1338,Homosaplems,1,,6491,BAO090o357,,Affihitytowa4vshiman5judroxyteyptam8nf1Bserotoninrecepfkr,,B,,,,9606.0,,,106
1339,,1,,16190,BAO0o90219,,Bindibgwfrihigyagainsttbydroxytdyptzmine1BreceptorinCHOcwlisusinn3H5HTasrsdi0l7gxnd,,B,,,,,,CHO,106
1340,,1,,14165,nAO0000018,,Binringaffinit5f0r5hydr0x5trjptxmine1Breceptorinv6glialtrancfectewxelltypeusihgeHtdTssraeioligxns,,B,,,,,,,106
1341,,1,,14165,BAO0900018,,fonsingaffinityror5hydroxytrtptanine1BreseptorlnC6giiaitransgectecceoltypeusing3HGR11y753asrwxkolinand,,B,,,,,,,106
1342,Hok9sapiens,1,,4234,BAO9000356,,Binwunvaffinitytoclobedhumab5mydrocyhr5ptamine1greceptir,,B,,,,9606.0,,,106
1343,,1,,6328,nAO0000w19,,Binringaffinitytowarvehuman5hjdroxytryp5amknewBrecep6oriniMtkvellsuskng3bhR1257twasradlokigahd,,B,,,,,,,106
1344,,1,,14770,BAO0000447,,Bindinvaffjjityforgdcombinanghuman5nyerod6tryptamijeqhreceptoeusing3H5HTasrad9okigznd,,B,,,,,,,106
1345,,1,,2598,BqO0000457,,Bigdingqfrinut5das4caluatedathymsbrecombinagtthydroxyhryptamine1Brecepy8r8sing3H5CTas3adiolivand,,B,,,,,,,106
1346,,1,,6897,nAO0900357,,Binsingwefinitywaeevaluatedattteclonerhumzg4myd3ox6tryptamineqBrece9tor,,B,,,,,,,106
1347,,1,,6897,BAO90003t7,,Bigdingaffinjty1wseval7at3dwttheclonedhumwn5hydroxytfyltamondqBrecepto4,,B,,,,,,,106
1348,,1,,6013,BA00000r57,,Bijdjngaffinitttodqrds4hyd3oxutryptamine1Breceltlr,,B,,,,,,,106
1349,,1,,5843,BAO0009367,,f9ndingaffinitytowardscllhedh6man5hydroaytrypyaminewB4wswptor,,B,,,,,,,106
1350,,1,,14454,fAO000035u,,Bindingaffin8ruto3ardshunan5hydrosut5ypyah9ne1Breceptorusing3H5HTt47fl7o3oacegatwssradioligand,,B,,,,,,,106
1351,,1,,16209,BAO0o00r57,,Bindingacfinitytowarsshuman5hydrodytrypyamine1B4eceotlrueknbwH5bTradi0ligwnr,,B,,,,,,,106
1352,,1,,3935,BA800p0357,,Clmpoundssseval7at4dforitsbincungwffinityforh7mxj5hydr0xytrypyamihe1Brsceptor,,B,,,,,,,106
1353,,1,,13729,BAO9000e19,,Abjlityt9inhibittheforskolibatimulagrdfAnPformati0nheeistedhuhumzm5bhdr9xy4ryptamineqBreceptorinCHOK1cells,,F,,,,,,CHO-K1,106
1354,,1,,14251,BAOpp00019,,Agonistactivogytoyh4mimamrecombinanf5hydroxytgyptamins1Brsce9tor,,F,,,,,,,106
1355,,1,,17085,vAO00p0019,,Imvotrkbimdijgaffinitybyradiiligqbdbinsingaazxyusingcelkline2x0ressinvhuhan5hydrlxytryptaminewBrefeptor,,B,,,,,,,106
1356,,1,,3025,BAO0900358,,Invi6robindingsffin9t5waddeterjimedtowardscpomedhuman5tydroxytryptwmine1Brec2pt056eing3H5Chrzdiooogand,,B,,,,,,,106
1357,,1,,15315,BAO00o03t7,,Invitrprecspt8rbindingzffinityforclonedh7nsn5hysrixyfgyptamine1Brfc2ptof,,B,,,,,,,106
1358,uomozapiens,1,,14214,BAi0009219,,geceptorbindingabfinityforco0nedhumamthjdrozygryp5amigeqBreceptoronCos7cskls,,B,,,,9606.0,,,106
1359,Hpmosaliens,1,,3804,nAO0000457,,Bindingqffinitytowsrdsclonedhumzh5hydekxytr7p4amin41Brecelt94,,B,,,,9606.0,,,106
1360,nomosspiens,1,,2391,BAi0009357,,Affinutyfor5hyxrodytruptamkne1Brdceptoraugtyoe,,B,,,,9606.0,,,106
1361,H8moswpiens,1,,4175,gAO0000457,,Bindingqfginjthfofguman5hydrocyrryptamone1Brecepyor,,B,,,,9606.0,,,106
1362,,1,,17296,Bqp0000219,,findingaffinityagainstxlon4dhuman5hysrodytf5lhamjne1BreceptorinCHOcellsuzing3g5C4xxradi9kigxndNltdeterjinew,,B,,,,,,CHO,106
1363,,1,,17085,BAOp0000q9,,Ijfitr8bundingarvijitywssdwt3rmlnedbyradioligxndbindingaesatus7ngceillineexprrssinghujan5hudroxytryotajins2Beec2ptorNDmeansnotddtefmined,,B,,,,,,,106
1364,,1,,17211,BAO0099219,,Ahllitytodisplafe3y5CT15nMfr8mteLacwllsofhujqn5hudrosytry9tam7ne1BreceotorNTdenotesgotg2eted,,B,,,,,,HeLa,106
1365,,1,,17211,fAO0000229,,Abilitytodispkace3H5CT25nMfr8mHdizcellsofuymanrhydroaytrgptanine1vrdcep4orNThottest2d,,B,,,,,,HeLa,106
1366,,1,,17211,BAOo00p219,,sbilit5t0dis9lace3H4CT15mjf3omueLwcellsofhuman5hjd4oxyrry9tam8be1BreceptogNTden0tesnottested,,B,,,,,,HeLa,106
1367,momosap9ens,1,,15926,BAOp000367,,Bindumvxctivityabaindghumab5tyvroxytryptam8neqBreceptorNTm4ansnpttested,,B,,,,9606.0,,,106
1368,,1,,16312,BAO0o00w19,,BindlngacfinityinCHOK1deilstransrfft4dwirhhumanrecpmb9nantyhydroxytrtptak9ne1grecep6ornogtestef,,B,,,,,,CHO-K1,106
1369,,1,,5843,BAO00p0257,,Sekevtiviyy4atioagainstclonedhuman5HT1Bdwceptor40thatofu5HT1Dres3lt9r,,B,,,,,,,106
1370,,1,,5843,fAO000035i,,delecruvityratiozgainsgcionedhumaj5nydroxyh5yptamjn31Breceptortotuatofyuman5hjdroxytrhptzhine1D3ecep6or,,B,,,,,,,106
1371,,1,,16312,BAi000o219,,BkndijgavfinityihfjOKqcellstransfecfedwithhkmxnrecombinsn5yhydroxyttyptam7ne1Br2ceptoe,,B,,,,,,CHO-K1,106
1372,Homoeapiegs,1,,15926,BsO0p00357,,nindingact8vityagsinsyhuman5hudr9xttdyptakine1grecrptor,,B,,,,9606.0,,,106
1373,Homosapk4ns,1,,15926,BA800o0357,,Bindingactivityzga8nsth8man4nyfroxygr7ptaminwwBreceotor,,B,,,,9606.0,,,106
1374,Homosaojens,1,,4540,BAO00003w9,,Bindingqffinitytihumajsioned5hydroxytdyptamine1Bg3ceprorijsHOcelpsusong3H5Hrasrzdiliigand,,B,,,,9606.0,,CHO,106
1375,,1,,6166,BAOop00357,,Bindijgaefin8tyto1zrdsflonedgumam5hydroxytryptwmine1Brdceptorwasdeterkuh4d,,B,,,,,,,106
1376,,1,,17296,BAO000o2q9,,Binduggaffibityatwkmstxlonedyujan5uydrodttrhp4zmine1BrdceptorinCHOcellsusing3H5CTasrarioligand,,B,,,,,,CHO,106
1377,,1,,17296,BxO00002q9,,Bindiggaevinityxgainsthumzn5hydroxyt3ypfamins1BresepyirclogevreveptorsunCHOsells,,B,,,,,,CHO,106
1378,,1,,17296,BA00000119,,Bindingaffiniftagainsthuman5h5drox7tryotamihe1Brdcfp5orcponedrecelgorsinCHOxeolsuxing3HtCTzsraeiipigand,,B,,,,,,CHO,106
1379,,1,,15779,BAO000o119,,hundiggaffinktgtowards5myd3oxytryp6amineqBhumahcllnedrecdptorlnCHOcellsusing3H5HTadrsw8olifand,,B,,,,,,CHO,106
1380,,1,,15779,BAO9090219,,Bonwingaffinitytowards5hydroxytryptsmine1Brecsltorgimanclog3xrevept9rinCHOceolsjsimv3H5HTadradokligwnd,,B,,,,,,CHO,106
1381,,1,,15779,BzOp000219,,Bimdingaff7niyyyowarxs5hyfroautryp6amine1greseptirhjmanflonedrecephorinsHOcellsuxingwHrHTasradiiligansNDmeansnovsta,,B,,,,,,CHO,106
1382,,1,,4199,BAOpo00219,,Compoundswsevxluatedfornindingacfinittagaims6bimancponed5hydrlxutdyptxmine1Brefept0fijCHOxwllsusing4H6HTastheracioligand,,B,,,,,,CHO,106
1383,H9josapiens,1,,14875,hAO0000257,,hindingafbinityfieyuman5hydroxytryltaminw1Brecsot8r,,B,,,,9606.0,,,106
1384,,1,,15146,BAO0o0021o,,Compkundwastes5eddoritsbihdingaffknit5agaijethumancl8ned5hydrocygry9tamineqn34ceptkrinCHOcellsusinv3j5H5,,B,,,,,,CHO,106
1385,,1,,5213,vzO0000357,,Compphndwasteatedcoritsbindingaffinktydo4h7mwbciiger4hydroxy6ryptamine1BreceptoribvH8using3H5HTzsarxdioligand,,B,,,,,,,106
1386,,1,,14818,BAi000021o,,6hwcom9o8ndwasgesteddpritsbundinhqffimityto3a3dscpon3dh6kan5hydroxytryptamine1nreceptoeinCHOcelksusigg3H5HT,,B,,,,,,CHO,106
1387,,1,,4829,BAO0p90219,,Tb4cimpougdeasyestedf8rth2binfingarfinitytowzgdxhumanclobed5hydroxyyryptamlne1BrecrptorigCHOcelisuxlhgeH5HTaaradioligand,,B,,,,,,CHO,106
1388,,1,,14454,BA8p000019,,Adrnylcyclaxeactivjtywssecpr2ssedaspe5c3ntforskioinrfepogseagaindt5hyfroxjtryptamjn21Breceptorx4conc4ntra6ion1uM,,F,,,,,,,106
1389,,1,,14454,BsO0000o19,,Adenylcucoaqeacrivitywasexp5esqwdaspdrsentgorskolineespogsragainst5hyvroxytr6pgakine1hreceptoratclbcentrationw0yM,,F,,,,,,,106
1390,,1,,14875,fAO000021o,,Ebf4c5ofxompounvoj35SGTPgammaSradioligshdbindihgCHOc4lleex0recwinghuman5htdroxytrypgamine1B43ceptot,,F,,,,,,CHO,106
1391,,1,,14875,BAO0p00229,,Eefeftotdompoundon35SGTPgamjaSradi0ligancbindongigCnOxells4xpdezsinvhuhanrhydrox5ttyptamine1Brexeptor,,F,,,,,,CHO,106
1392,,1,,15250,fAO0000o19,,d8mloundwastestedformsximumsyimula6iog0f35ShTPgammaSbindingexprecsedddlativeroghemasimaleffectprkdyxesby5u5,,F,,,,,,,105
1393,,1,,15250,BAO000o21i,,Compoubdwxq5fstedforthfdisplacemdntkf3H5HTbund7ngtoslonex5jydroxytry9tamine1Drecdpf8rstablywcpgessefinCmOcells,,B,,,,,,CHO,105
1394,,1,,15086,fAO0000e57,,5hecomooundwws6estedforbindingafrinutysgainstyhydroxyt3ypfxhine1Brecspror,,B,,,,,,,17105
1395,O5yctolaguscinicklux,1,,3025,BAO090001o,,5yydrox5f4yptakine1hreceptorztonis4lltenfydeterninedinfabbitqaphenousveincontradtjonmodel,,F,,,,9986.0,,,106
1396,Oryctokagussunifupus,1,,14998,BAOo0000q9,,4hevascula36hydroxytryp6qmine1Breseptlrwffinlty1asass3sserus9ngringprepzratjpnsofrafbitsa9h4nousveijRbSV,,B,,,,9986.0,,,106
1397,9ryctolagusfiniculuz,1,,14998,BAO09000w9,,vihdimgaffinityagxinstvasc6lar4hydroxytryptzminewB4ecep5orneasuredusinrrintprepa5atjogsofrabbotwa9hen0hsvein4bSV,,B,,,,9986.0,,,106
1398,8ryftolaguscunicuoue,1,,14998,BwO9000019,,Tyevasculadyhydr9xyt5yptaminewBreceptorzffinit6sasaesezsedus8ngrijgprepxra4ionsofrabbigsa9hwnojsveinRfSV,,B,,,,9986.0,,,106
1399,,1,,13969,vAO00p0357,,Bihdingatf8nitytpwarcs5hydrox5tryp4amine2Brese9torwacmwasyredusing3H5n4asradiokigand,,B,,,,,,,10577
1400,,1,,13392,BAO0o90357,,Bimdingxffinitydot6hyddoxytryptamine1Brexrptoe,,B,,,,,,,10577
1401,Rxthusnorbegicus,1,3760330.0,3651,BAO00p0p19,,Inhibitionof3H5HTvindlngto5hydroxytryptqhine1Btece0t9rijgatxtriatumLesqwc4kde,,B,,,,10116.0,Striatum,,10577
1402,,1,,10025,BqO0000r57,,Concentrafiomnecesaarytowxhuecehalgmaximalinhibifuonot1259Iodocyanipindololbinslgg5o5hydroxytryp6amihe1Bfedeptotat1iM,,B,,,,,,,10577
1403,,1,,13863,BwO0000257,,Imvi4robihdingaffinitykfcoh0oundtowxrssyyydrix5tryptakineqAreceptorwaswe5e3m7jedusing3H8OnDPATasrwdioljgandrange4u77,,B,,,,,,,10576
1404,,1,,13863,BAO9000e57,,Invitrlbibdinhaffini5yobcom0oundtodsrdsyh7droxytfyptamone2Arefeptorwasset4rmined7sijn3H8OHDPATasradioligancrsng4639t,,B,,,,,,,10576
1405,,1,,13863,BAO0p00347,,Incitroblndingaffinityofcompounsgowards5hys5oxttrjptsmind1qd3ceptorwasdete4m8nedusimg3H8OHDPA6qsradkoljganwrange72o980,,B,,,,,,,10576
1406,,1,,13863,BA8000035y,,jnv7ttohimdinnatfinityofcomppundhowards5hydroxytryptwhin31AredepyorwxsdetermuneeusiggeH8OHvPqgasradioligandrange78130,,B,,,,,,,10576
1407,,1,,13863,BwO0900357,,Ingitrobindingaffjnithofdompounvfo3ards5hydrox5tryptamine1Ateceptlrwasdet4tmin3djsinr3HuOHD9zTasradioljgqmdranhe851e0,,B,,,,,,,10576
1408,,1,,13863,BAO0o00457,,unbktrobindingxffihjtyogcompound5owards5mydtoxytryptamine1Ageceptoewasde5e5muneduwihg3n7OHDPATaseadiooigsndrqnge89280,,B,,,,,,,10576
1409,,1,2747647.0,4622,BAi0009249,,Invirrobindingaff8nitytowards5hydrkxy5ryptamine1A3eve9to3usigr3H8ObDPAyadradioiigzbdinrayhipppcam9usmembrsnr,,B,,,,,Hippocampus,,10576
1410,,1,,14911,gA00000019,,Bindungaftiniyyat5nydrpxytryptamine1A5HT1Arrceot9rinrwtcerebralcortexisingrb8lmDPATssraf7opigahd,,B,,,,,,,10576
1411,,1,67481.0,12678,BAO090022w,,Inviteobindingaffinitgto5mydrox5tttptamime1Agexdpt9rusing125IRtrwns8ObPIPATasrawillibahdobra4hippocampxlhomogenaye,,B,,,,,Hippocampus,,10576
1412,,1,316042.0,12678,nAO0p00221,,Invot3obinvingaff8nity585hyd4oxyttyptamine1Areceptorlhrathi9pocampalhomob3na6eb7125I36fansiOHPIoATdiqpladement,,B,,,,,Hippocampus,,10576
1413,,1,3000615.0,14235,fAO000o221,,Ijvltrobihdingaffuni6ytkrztti9pocampal5hydrkxytryptamine1Arfcfpforwasdeherm7nedusing3H8OyD0ATasdqfioligans,,B,,,,,Hippocampus,,10576
1414,,1,1259860.0,14949,BzO000o221,,Inc8trobindungafflnihyt0wa4fs5uyvroxytrypfaminf1Arrecfotorbgthedisplacemrjfof2H8OHfPAhradioligandknrsthippocampakhomogenates,,B,,,,,Hippocampus,,10576
1415,,1,1808281.0,14949,BAp0000e21,,7nvitr9buncihtaffinigytowards5yjdroxytryptaminw1Ar2ceptorb64hedisplacementof3m7iHDPATgadiklifzndinrwthippocxmoalhomogenqtes,,B,,,,,Hippocampus,,10576
1416,,1,3337480.0,14949,BA800002e1,,Invitrkbindinbaffinit7towards5hyrroxyttyptamjnsqAgecepto3by5hedisplacem3ntif3H8ObDPAfdadioligagf9neathippocxmpalyomogebatewNrnotwet3rmined,,B,,,,,Hippocampus,,10576
1417,,1,1157744.0,14949,gAl0000221,,Inviyrobindingafcinlyytkwadds5hydrox6trtptamune2Ar3cepto5bythedlspkacehentof3H8OyDPATrad8ilogagdineathip0ocampalhlmogenatesNptdetwdmuned,,B,,,,,Hippocampus,,10576
1418,,1,653752.0,14949,BAO0009w21,,Igvitrobihf7nhaffin7tytoww5ds5yydroxygryltamkne1wreceptorby6jwdisplacemebrof3H8OHfPA6radioligzgdinrathippocamlalgonogenatesnogdstermined,,B,,,,,Hippocampus,,10576
1419,,1,,16118,BAO000o149,,Inbitrlbindintaffinitytowarde5hydrozytryptamine1x5eve9yorinra5v3rdbralco4texkembranec,,B,,,,,,,10576
