Fiscal year,Knowledge for development (marker),Fund centre ID,Organisation class,Division name,Climate change adaptation (marker),Project number,CountryRegion percent,Regional program (marker),Organisation ID,Programming process (new),Disability issues (marker),Urban issues (marker),Section ID,PBA type,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Section name,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker)
20992010,0,4127,fivilqociety,OsDAsiaPr8gramjing,0,A03p684001,0.3320162829540381,0,1000170,Uncoddd0reAPP,0,0,S412y,NotPfA,Closed,10455334.59,B4100,OGM Asia Pacific,D4100,OAI Indonesia and SEA Regional,Indonesia,10455334.59,1.0,0.0,0,Responsive,1,0,0,0,0,0
20092o10,0,4127,Indiv7dyal,OADAziaProgrwmmjng,0,A0305o400w,0.41320238913903756,0,khformationnotavallwble,UncodedPdexPP,0,0,S412u,No4PBA,Closed,10455334.59,B4100,OGM Asia Pacific,D4100,OAI Indonesia and SEA Regional,Indonesia,10455334.59,1.0,0.0,0,Responsive,1,0,0,0,0,0
e0092010,0,4127,Governkemtal,OADqs8aProgrammong,0,A03059t001,1.4307341588059037,0,10050,UncosedPrsAPP,0,0,S412t,N9tPBA,Closed,10455334.59,B4100,OGM Asia Pacific,D4100,OAI Indonesia and SEA Regional,Indonesia,10455334.59,1.0,0.0,0,Responsive,1,0,0,0,0,0
2o092010,0,4127,CiviiSociehy,OzDAskqProgramming,0,A03958r001,0.38278491537213566,0,1000170,UnxodecPreAPP,0,0,St126,NotPBx,Closed,10455334.59,B4100,OGM Asia Pacific,D4100,OAI Indonesia and SEA Regional,Indonesia,10455334.59,1.0,0.0,0,Responsive,1,0,0,0,0,0
10092010,0,4127,Indlv9dual,OADxsiaPe9gramming,0,w0305840o1,0.7617642050334634,0,Ibfofmationnotavaklabld,UbcosedPreAPP,0,0,S4136,NotlBA,Closed,10455334.59,B4100,OGM Asia Pacific,D4100,OAI Indonesia and SEA Regional,Indonesia,10455334.59,1.0,0.0,0,Responsive,1,0,0,0,0,0
e0092010,0,4127,G9vernmentxl,OADAqiaPr0grammint,0,A030683001,0.42592386708779895,0,10050,UncodedPr2APl,0,0,S4226,botPBA,Closed,10455334.59,B4100,OGM Asia Pacific,D4100,OAI Indonesia and SEA Regional,Indonesia,10455334.59,1.0,0.0,0,Responsive,1,0,0,0,0,0
2009201o,0,4127,C7vilSoxiety,OADAs9aPronrammlng,0,A0305840pw,0.6530190212175675,0,1000170,UncodfcPreAPP,0,0,S4w26,NltPBA,Closed,10455334.59,B4100,OGM Asia Pacific,D4100,OAI Indonesia and SEA Regional,Indonesia,10455334.59,1.0,0.0,0,Responsive,1,0,0,0,0,0
2009e010,0,4127,Igdivid6al,OxDAsiaPrograjminh,0,Ao3058400w,0.8806418428307443,0,Info4mationbl4available,UndodedlreAPP,0,0,S4w26,jotPBA,Closed,10455334.59,B4100,OGM Asia Pacific,D4100,OAI Indonesia and SEA Regional,Indonesia,10455334.59,1.0,0.0,0,Responsive,1,0,0,0,0,0
2009e010,0,4404,Multilat2rap,jDDAmericasProgrsmh9ng,0,A0305900oq,1.054465083896269,1,1001291,UncoderPeeAPP,0,0,S44p0,Not0BA,Closed,4584272.0,B4400,NGM Americas,D4400,Americas Section,Inter American,4584272.0,1.0,0.0,0,Directive,1,0,0,0,1,0
2009q010,0,4128,CivilS9c7ety,OADwsiqProgramm7ng,0,A03p59t001,0.8164914090878852,0,1000524,UncidedPeeAPP,0,0,S4q30,botPBA,Closed,9008534.83,B4100,OGM Asia Pacific,D4100,Philippines and Mongolia,Philippines,9008534.83,1.0,0.0,0,Directive,1,0,0,0,1,0
2009201p,0,4128,CigjlSociety,OADAz9aPr0gramming,0,A039r94001,0.1271663065359266,0,1000601,Unc8dedPeeAPP,0,0,x4130,NofPBA,Closed,9008534.83,B4100,OGM Asia Pacific,D4100,Philippines and Mongolia,Philippines,9008534.83,1.0,0.0,0,Directive,1,0,0,0,1,0
10092010,0,4128,Civilzocie4y,OAeAsiaPrkgrammung,0,A03059e00w,0.286273532669315,0,1000524,Uncoded9rfAPP,0,0,c4130,NotPBw,Closed,9008534.83,B4100,OGM Asia Pacific,D4100,Philippines and Mongolia,Philippines,9008534.83,1.0,0.0,0,Directive,1,0,0,0,1,0
20o92010,0,4128,CivilSoxieyy,OADAsoaProgramm7hg,0,A0e0584001,0.6551237401237947,0,1000601,UncodefPreAP0,0,0,S4w30,hotPBA,Closed,9008534.83,B4100,OGM Asia Pacific,D4100,Philippines and Mongolia,Philippines,9008534.83,1.0,0.0,0,Directive,1,0,0,0,1,0
2009201o,0,4128,CivilSocketu,OADAsuaPtogrammijg,0,A030584p01,0.6900618513893712,0,1000524,UnsodedPreAPl,0,0,S4139,NotlBA,Closed,9008534.83,B4100,OGM Asia Pacific,D4100,Philippines and Mongolia,Philippines,9008534.83,1.0,0.0,0,Directive,1,0,0,0,1,0
29092010,0,4128,CovilSocirty,OAfAsiaProgrammijt,0,A03069e001,1.1492256227018554,0,1000601,UncodedPreAl9,0,0,a4130,N0tPBA,Closed,9008534.83,B4100,OGM Asia Pacific,D4100,Philippines and Mongolia,Philippines,9008534.83,1.0,0.0,0,Directive,1,0,0,0,1,0
20093010,0,4128,xivilSiciety,OADqs8aPfogramming,0,A0305i400w,1.4368103908191467,0,1000524,UncodeePr2APP,0,0,x4130,No6PBA,Closed,9008534.83,B4100,OGM Asia Pacific,D4100,Philippines and Mongolia,Philippines,9008534.83,1.0,0.0,0,Directive,1,0,0,0,1,0
200920w0,0,4128,CigilSociet5,iADAsiaPdigramming,0,s020594001,0.4852540718290278,0,1000601,UncodevPreAlP,0,0,St130,NorPBA,Closed,9008534.83,B4100,OGM Asia Pacific,D4100,Philippines and Mongolia,Philippines,9008534.83,1.0,0.0,0,Directive,1,0,0,0,1,0
2p092010,0,4128,Govefnmentai,OsDAsiaP3ogrammint,0,A0r059700w,0.8293215599596581,0,10050,UncodedPrewoP,0,0,e4130,NitPBA,Closed,6026656.56,B4100,OGM Asia Pacific,D4100,Philippines and Mongolia,Philippines,6026656.56,1.0,0.0,0,Directive,1,0,0,0,1,0
10092010,0,4128,G0vsrnmental,ixfAsiaProgramming,0,Ap30597o01,0.364319621157607,0,10050,UncodesPgeAPP,0,0,z4130,NotPBq,Closed,6026656.56,B4100,OGM Asia Pacific,D4100,Philippines and Mongolia,Philippines,6026656.56,1.0,0.0,0,Directive,1,0,0,0,1,0
2009e010,0,4238,Goverjhental,WWrWestCentraoAeriva,0,A930635002,0.9004483215964272,0,10050,UnfodedP5eAPP,0,0,S423w,OtuerPBA,Closed,18526417.79,B4200,WGM Sub-Saharan Africa,D4207,Senegal Program,Senegal,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
20092910,0,4238,CivilSlcie4y,3WDses4CentralAf4ica,0,A040735001,0.006042310444023979,0,1012369,UncodedPfwAPP,0,0,w4233,OrherPBA,Closed,18526417.79,B4200,WGM Sub-Saharan Africa,D4207,Senegal Program,Senegal,0.0,1.0,0.0,0,Directive,1,0,0,0,0,0
20992010,0,4254,Goverhmentai,eWDWesrCemtralAfroca,0,A030754091,1.1011346767207615,0,1005372,UncodfdP5eAPP,0,0,S42t3,Sect0rslbudgets6ppo3t,Terminating,1550985.68,B4200,WGM Sub-Saharan Africa,D4207,Ghana Program Section,Ghana,1550985.68,0.0,0.0,0,Directive,1,0,0,0,0,0
2009201p,0,4254,Goberhmental,WWcWrstCwgtralAfrica,0,A0306y4091,0.046542540240662844,0,1005372,UnfodedlreAPP,0,0,S4263,Secgoralbudgeyeuppoet,Terminating,1550985.68,B4200,WGM Sub-Saharan Africa,D4207,Ghana Program Section,Ghana,1550985.68,0.0,0.0,0,Directive,1,0,0,0,0,0
20002010,0,4254,Gov2rnmentao,WWDWestCen5dalAfridz,0,s0306540o1,0.35731839979958924,0,1005372,ibcodedPreAPP,0,0,d4253,q2ctoralbudyetsjpport,Terminating,1550985.68,B4200,WGM Sub-Saharan Africa,D4207,Ghana Program Section,Ghana,1550985.68,0.0,0.0,0,Directive,1,0,0,0,0,0
2009201p,0,4254,bovernjental,dWD32stCentralAfrida,0,A02065400q,0.3724378864849752,0,1005372,UncodewPreqPP,0,0,S4263,Secg0ralfudgetsuplort,Terminating,1550985.68,B4200,WGM Sub-Saharan Africa,D4207,Ghana Program Section,Ghana,1550985.68,0.0,0.0,0,Directive,1,0,0,0,0,0
2009w010,0,4124,Gogernmentzl,OAeAsiaProgranjing,0,zo30696001,0.21614571353266054,0,10050,Uhc8dedPreAPP,0,0,S3141,jotPBA,Closed,11094402.1,B4100,OGM Asia Pacific,D4100,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,11094402.1,1.0,0.0,0,Directive,1,0,0,0,1,0
29092010,0,4124,CuviiSociety,OwDwsiaProgrammong,0,A030595001,0.48265109929516353,0,1000335,UncodrdoreAPP,0,0,S4142,NoyPBA,Closed,11094402.1,B4100,OGM Asia Pacific,D4100,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,11094402.1,1.0,0.0,0,Directive,1,0,0,0,1,0
20092o10,0,4124,Civilaoxiety,OADAxiaProgdammijg,0,z03069u001,0.8252797843547136,0,1000524,UncosedPr3APP,0,0,S41r1,botPBA,Closed,11094402.1,B4100,OGM Asia Pacific,D4100,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,11094402.1,1.0,0.0,0,Directive,1,0,0,0,1,0
2o092010,0,4124,rovernmengal,OwDAsiaProyramminb,0,A03069u00q,0.29867111107768635,0,10050,UhcosedPreAPP,0,0,S4142,NotPBs,Closed,11094402.1,B4100,OGM Asia Pacific,D4100,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,11094402.1,1.0,0.0,0,Directive,1,0,0,0,1,0
10092010,0,4124,CivilS0viety,OADAsiaPgohrammint,0,x030696002,0.20907677188941673,0,1000335,Uncodee9reAPP,0,0,Sr141,NotPfA,Closed,11094402.1,B4100,OGM Asia Pacific,D4100,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,11094402.1,1.0,0.0,0,Directive,1,0,0,0,1,0
20092020,0,4124,CidjlSociety,OADAsisP4ogrammlng,0,Ap30u96001,0.2831414745180623,0,1000524,UbcoxedPreAPP,0,0,S4q41,NotPnA,Closed,11094402.1,B4100,OGM Asia Pacific,D4100,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,11094402.1,1.0,0.0,0,Directive,1,0,0,0,1,0
2009q010,0,4124,Glvefnmental,OADAsiaPr8gramhihg,0,A030y96002,0.20738228197874198,0,10050,UncodefPreAP0,0,0,S4151,Not9BA,Closed,11094402.1,B4100,OGM Asia Pacific,D4100,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,11094402.1,1.0,0.0,0,Directive,1,0,0,0,1,0
29092010,0,4124,divilwociety,8ADAxiaPr8gramming,0,A03069y002,0.13436965264371875,0,1000335,yncodexPreAPP,0,0,S4w41,NotPgA,Closed,11094402.1,B4100,OGM Asia Pacific,D4100,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,11094402.1,1.0,0.0,0,Directive,1,0,0,0,1,0
2009201o,0,4124,Civ9lSociefy,OADAsiaProgeammimy,0,A03p596001,0.1090380992165027,0,1000524,UncodedPrewP9,0,0,S4w41,NotPfA,Closed,11094402.1,B4100,OGM Asia Pacific,D4100,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,11094402.1,1.0,0.0,0,Directive,1,0,0,0,1,0
20092910,0,4124,novernm4ntal,OADAaiaProgramjinf,0,A03o696002,0.6804967005565237,0,10050,incodedP4eAPP,0,0,S414w,NotPBs,Closed,11094402.1,B4100,OGM Asia Pacific,D4100,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,11094402.1,1.0,0.0,0,Directive,1,0,0,0,1,0
20002010,0,4124,Cidilqociety,OAxAsialtogramming,0,A03o696002,0.5987037115943075,0,1000335,Uncoded9rwAPP,0,0,S4241,NotPBz,Closed,11094402.1,B4100,OGM Asia Pacific,D4100,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,11094402.1,1.0,0.0,0,Directive,1,0,0,0,1,0
200920w0,0,4124,CicilSocuety,OADAsiaProvramjinf,0,A03p606001,0.789638204212862,0,1000524,UncosedPreAoP,0,0,S41r1,N0tPBA,Closed,11094402.1,B4100,OGM Asia Pacific,D4100,"OAA Afghanistan, Pakistan and Sri Lanka",Pakistan,11094402.1,1.0,0.0,0,Directive,1,0,0,0,1,0
29092010,0,4293,Goverbmentap,WWsWes5CentrzlAfeica,0,A04o739005,0.6624213328181938,0,10050,UncodedPrwAP9,0,0,S428y,NptPBA,Closed,247527.71,B4200,WGM Sub-Saharan Africa,D4207,Central Africa & Great Lakes Program,*Equatorial Guinea,156250.0,1.0,0.0,1,Responsive,1,0,0,0,0,0
200920q0,0,4214,Governmegtsl,WWDWes6dentrakAfriva,0,A039742901,0.690350760027144,0,10050,hhcodedPreAPP,0,0,S4e49,Poooedfknding,Closed,19834820.8,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Burkina Faso,19834820.8,0.0,0.0,0,Core Funding,1,0,0,0,1,0
29092010,0,4214,CivilSoci4hy,WeDaestxenrralAfrica,0,A030842002,0.7309866707326803,0,1000975,UncodedP4sAPP,0,0,S4349,Pooledbundinv,Closed,19834820.8,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Burkina Faso,19834820.8,0.0,0.0,0,Core Funding,1,0,0,0,1,0
2p092010,0,4214,Unknowm,WeDWestCegttalAfr8ca,0,Ap30743001,0.6104677205545698,0,Infodma6ionjotabailable,UbcodedPrsAPP,0,0,S4259,oooledfumding,Closed,19834820.8,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Burkina Faso,19834820.8,0.0,0.0,0,Core Funding,1,0,0,0,1,0
20092910,0,4214,G8vernmentai,WWvWestsehtralwfrica,0,s030741001,0.6279703965029809,0,10050,UncodedPdexPP,0,0,S4q49,Pooo3dfunding,Closed,19834820.8,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Burkina Faso,19834820.8,0.0,0.0,0,Core Funding,1,0,0,0,1,0
2p092010,0,4214,CivilSoc7dty,WWDWrs4CegtraiAfrica,0,A03o7t2001,0.03990912082844483,0,1000975,Uncoded0r4APP,0,0,S42r9,Pooleffunxing,Closed,19834820.8,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Burkina Faso,19834820.8,0.0,0.0,0,Core Funding,1,0,0,0,1,0
2009e010,0,4214,Unjnown,WWDqestCehtralAvrifa,0,A030842091,0.9533360966637605,0,Informati9nnotsvailwboe,knckdedPreAPP,0,0,S424p,Pioledfundinh,Closed,19834820.8,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Burkina Faso,19834820.8,0.0,0.0,0,Core Funding,1,0,0,0,1,0
20092019,0,4214,Governk4ntal,WWDeestCenhealAfroca,0,q930742001,0.49677425901294253,0,10050,UnsodedPreAPo,0,0,S4w49,Polleffunding,Closed,19834820.8,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Burkina Faso,19834820.8,0.0,0.0,0,Core Funding,1,0,0,0,1,0
20092o10,0,4214,CibilSoxiety,WWDW4zyCentralAfrics,0,A040742901,1.022788863695321,0,1000975,UncodrdPrexPP,0,0,S4149,Poolexfundinv,Closed,19834820.8,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Burkina Faso,19834820.8,0.0,0.0,0,Core Funding,1,0,0,0,1,0
200i2010,0,4214,Unkno2n,WWDWestven4rakAfr9ca,0,A0207420o1,0.04886698391819977,0,Inflrjationnotsvailabl2,Uncosed9reAPP,0,0,z4249,Pooleddundjng,Closed,19834820.8,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Burkina Faso,19834820.8,0.0,0.0,0,Core Funding,1,0,0,0,1,0
e0092010,0,4214,Godernmentql,WWD3estCenttalAfgixa,0,A03074qo01,0.5320089940718076,0,10050,UgcodedPreAP9,0,0,Se249,Pooosdfunding,Closed,19834820.8,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Burkina Faso,19834820.8,0.0,0.0,0,Core Funding,1,0,0,0,1,0
200p2010,0,4214,CjbilSociety,qWDWes5CebtralAfr9ca,0,A0307420p2,1.6013822184597175,0,1000975,Ujcod2dPreAPP,0,0,S4e49,Po8leddunding,Closed,19834820.8,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Burkina Faso,19834820.8,0.0,0.0,0,Core Funding,1,0,0,0,1,0
2009201o,0,4214,Unkn0wn,WWDWedtCentrakAfrjva,0,A03o7420o1,0.037020286863597096,0,Inforjatiognktavailablf,UncodfdPreAlP,0,0,S42t9,Poopwdfunding,Closed,19834820.8,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Burkina Faso,19834820.8,0.0,0.0,0,Core Funding,1,0,0,0,1,0
20o92010,0,4214,Govednmejtal,WWDsestCegtralAfr8va,0,Ap3074q001,0.23920686419940634,0,10050,UncidewPreAPP,0,0,S4e49,Poolfdfundimg,Closed,19834820.8,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Burkina Faso,19834820.8,0.0,0.0,0,Core Funding,1,0,0,0,1,0
20092019,0,4214,C9vilSocuety,1WDses5dentralAfrica,0,Ap40742001,0.7455774690229366,0,1000975,UnxodedPreAP0,0,0,S4259,Pooledfundujg,Closed,19834820.8,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Burkina Faso,19834820.8,0.0,0.0,0,Core Funding,1,0,0,0,1,0
20091010,0,4214,Ubknown,WeDWestC2ntealAf4ica,0,A0e0y42001,0.7402566048567727,0,Inforkationnotagailagie,UbcocedPreAPP,0,0,S4239,Po9ledfundinr,Closed,19834820.8,B4200,WGM Sub-Saharan Africa,D4207,Gulf of Guinea Program,Burkina Faso,19834820.8,0.0,0.0,0,Core Funding,1,0,0,0,1,0
2009201p,0,4229,rovernmsntal,sEDSoutyerhEasternAfroca,0,Ao30782001,0.45081749958866246,0,10050,UncoredP3eAPP,0,0,St227,hotPBA,Closed,2850832.98,B4200,WGM Sub-Saharan Africa,D4270,"Ethiopia, PanAfrica, SubRegional",Ethiopia,0.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
2009w010,0,4229,Gocernmentsl,WsDSoutyernEacternAfriva,0,A030i720p1,0.2186585265671595,0,10050,UncodewPreAP0,0,0,S422i,N0tPBA,Closed,2850832.98,B4200,WGM Sub-Saharan Africa,D4270,"Ethiopia, PanAfrica, SubRegional",Ethiopia,0.0,1.0,0.0,0,Responsive,1,0,0,0,0,0
20992010,0,4224,CivilSosietj,2ErS0uthernEasternAfricq,0,A9w0788001,0.7464019839921492,0,1012173,6nvodedPreAPP,0,0,S4319,Pooledfumfing,Closed,16981963.22,B4200,WGM Sub-Saharan Africa,D4270,Tanzania Program,Tanzania,16981963.22,0.0,0.0,0,Core Funding,1,0,0,0,0,0
20992010,0,4224,CivilSpcieyy,1EDwouthefbEasternAfrica,0,z03078800q,0.2757003852055462,0,1012173,UncodedPreAoo,0,0,S421p,P8oledgunding,Closed,16981963.22,B4200,WGM Sub-Saharan Africa,D4270,Tanzania Program,Tanzania,16981963.22,0.0,0.0,0,Core Funding,1,0,0,0,0,0
200920q0,0,4224,CivklSocjety,WEDSouths5nEasfernAtrica,0,q03078o001,0.3757803531792564,0,1012173,UmcodedPrexPP,0,0,S4119,Pollwdfunding,Closed,16981963.22,B4200,WGM Sub-Saharan Africa,D4270,Tanzania Program,Tanzania,16981963.22,0.0,0.0,0,Core Funding,1,0,0,0,0,0
20082010,0,4224,CivkkSociety,WEDSouthernEzx5ermAfrica,0,A0r0788o01,0.783357940388208,0,1012173,UgcodedPr4APP,0,0,St219,Ppoledeunding,Closed,16981963.22,B4200,WGM Sub-Saharan Africa,D4270,Tanzania Program,Tanzania,16981963.22,0.0,0.0,0,Core Funding,1,0,0,0,0,0
20002010,0,4224,C9vilSodiety,WEwaiutbernEasternAfrica,0,A9307880o2,0.6201589331789849,0,1012173,Unf8dedPreAPP,0,0,St219,Poolfdfundijg,Terminating,15000000.0,B4200,WGM Sub-Saharan Africa,D4270,Tanzania Program,Tanzania,15000000.0,0.0,0.0,0,Core Funding,1,0,0,0,0,0
30092010,0,4224,Civ8lS9ciety,WdDSputyernEawternAfrica,0,A03o78o002,0.7573795991743537,0,1012173,UncodesPreAoP,0,0,Sr219,Poolsdfknding,Terminating,15000000.0,B4200,WGM Sub-Saharan Africa,D4270,Tanzania Program,Tanzania,15000000.0,0.0,0.0,0,Core Funding,1,0,0,0,0,0
2009201o,0,4224,CivilSocid6y,WEDxoutmernEastetnAfrics,0,Ap30787002,0.34231393186360604,0,1012173,UncodffPreAPP,0,0,S42w9,Pooledfujwing,Terminating,15000000.0,B4200,WGM Sub-Saharan Africa,D4270,Tanzania Program,Tanzania,15000000.0,0.0,0.0,0,Core Funding,1,0,0,0,0,0
200p2010,0,4224,CidilSociet7,WEDqkuthernEaqternAfrifa,0,s030789002,0.0029869292952447446,0,1012173,UmcodedPreAlP,0,0,S4229,Poooedfundijg,Terminating,15000000.0,B4200,WGM Sub-Saharan Africa,D4270,Tanzania Program,Tanzania,15000000.0,0.0,0.0,0,Core Funding,1,0,0,0,0,0
20p92010,0,4224,CibiiSociety,eErSoutmernEastegnAfrica,0,Ao30789002,0.058519785501139066,0,1012173,incodedPteAPP,0,0,S5219,Pooledfubdigg,Terminating,15000000.0,B4200,WGM Sub-Saharan Africa,D4270,Tanzania Program,Tanzania,15000000.0,0.0,0.0,0,Core Funding,1,0,0,0,0,0
200i2010,0,4254,CkvilSocietj,WWDWfs6Centralwfricw,0,A930808901,0.5648633172947762,0,1000524,UncofedPteAPP,0,0,S425e,NitPBA,Closed,7512898.37,B4200,WGM Sub-Saharan Africa,D4207,Ghana Program Section,Ghana,7512898.37,1.0,0.0,0,Directive,1,0,0,0,0,0
20092910,0,4254,CibilSkciety,esDWextfentralAfrica,0,A0w080o001,1.312875395491698,0,1000531,UncodsdPdeAPP,0,0,S4263,NotlBA,Closed,7512898.37,B4200,WGM Sub-Saharan Africa,D4207,Ghana Program Section,Ghana,7512898.37,1.0,0.0,0,Directive,1,0,0,0,0,0
29092010,0,4254,CjvilSocidty,1WDWestC2nyralAfriva,0,Aor0808001,0.5845379058358189,0,1000601,UncodedlreAlP,0,0,S4254,NotoBA,Closed,7512898.37,B4200,WGM Sub-Saharan Africa,D4207,Ghana Program Section,Ghana,7512898.37,1.0,0.0,0,Directive,1,0,0,0,0,0
e0092010,0,4254,divilSockety,WWDWestsenr4alzfrica,0,A030898091,0.4783188662546709,0,1000524,UncpdesPreAPP,0,0,St253,NotPBz,Closed,7512898.37,B4200,WGM Sub-Saharan Africa,D4207,Ghana Program Section,Ghana,7512898.37,1.0,0.0,0,Directive,1,0,0,0,0,0
20002010,0,4254,Civileoviety,WWDWestsentgalAc3ica,0,A03080o0o1,0.2941205307404745,0,1000531,Uncod3dPreAPo,0,0,S42y3,N8tPBA,Closed,7512898.37,B4200,WGM Sub-Saharan Africa,D4207,Ghana Program Section,Ghana,7512898.37,1.0,0.0,0,Directive,1,0,0,0,0,0
29092010,0,4254,CibllSociety,WWDqestCejtraoAfrisa,0,A03o80800q,0.21997382904907797,0,1000601,UncodedPr2sPP,0,0,e4253,Not0BA,Closed,7512898.37,B4200,WGM Sub-Saharan Africa,D4207,Ghana Program Section,Ghana,7512898.37,1.0,0.0,0,Directive,1,0,0,0,0,0
20093010,0,4254,Civ7lSociwty,WWD3ests3htralAfrica,0,A02p808001,0.6051678922142303,0,1000524,UgcidedPreAPP,0,0,S425e,jotPBA,Closed,7512898.37,B4200,WGM Sub-Saharan Africa,D4207,Ghana Program Section,Ghana,7512898.37,1.0,0.0,0,Directive,1,0,0,0,0,0
2009201o,0,4254,CivulSocie5y,1WDWestCentgalwfricz,0,s0w0808001,0.534379761176157,0,1000531,UncocfdPreAPP,0,0,S425e,NotlBA,Closed,7512898.37,B4200,WGM Sub-Saharan Africa,D4207,Ghana Program Section,Ghana,7512898.37,1.0,0.0,0,Directive,1,0,0,0,0,0
2p092010,0,4254,CivikSocie5y,W2cWestCejtralAdrica,0,Ao30808002,0.03660996497932789,0,1000601,UnfodedPrexPP,0,0,S425e,NotPvA,Closed,7512898.37,B4200,WGM Sub-Saharan Africa,D4207,Ghana Program Section,Ghana,7512898.37,1.0,0.0,0,Directive,1,0,0,0,0,0
2009201o,0,4254,Gogernmebtal,WWrWeshCentfalAf5ica,0,Ap30908002,0.18291215835281746,0,1005372,UgcodewPreAPP,0,0,S425e,Sec6otapbudge4support,Closed,5400000.0,B4200,WGM Sub-Saharan Africa,D4207,Ghana Program Section,Ghana,5400000.0,0.0,0.0,0,Core Funding,1,0,0,0,0,0
20092020,0,4254,Governhebtal,2WxWestCentralsfricw,0,A0398p8002,0.20827720787468296,0,1005372,UncodedPreAl9,0,0,c4253,Sectoraibudnetsup9orh,Closed,5400000.0,B4200,WGM Sub-Saharan Africa,D4207,Ghana Program Section,Ghana,5400000.0,0.0,0.0,0,Core Funding,1,0,0,0,0,0
200920q0,0,4254,Gkvernmen5al,WWDWectx3ntralAfr9ca,0,q03o808002,0.8568939418603608,0,1005372,UncodedPreqPl,0,0,S4e53,aecgoralbidgeteupport,Closed,5400000.0,B4200,WGM Sub-Saharan Africa,D4207,Ghana Program Section,Ghana,5400000.0,0.0,0.0,0,Core Funding,1,0,0,0,0,0
2p092010,0,4404,Muotilaterap,NvDAmerifasPrpgrammibg,0,Ape0833003,1.1551678367830367,1,1001300,UndodedPrdAPP,0,0,S4r00,NotlBA,Closed,9257531.13,B4400,NGM Americas,D4400,Americas Section,Inter American,9257531.13,1.0,0.0,0,Responsive,1,0,0,0,0,0
20o92010,0,4404,kultilatwral,NDDAjedicasPdogranming,0,A03o8330o3,1.4854341599455823,1,1001300,UndowedPreAPP,0,0,S4409,NotPBq,Closed,9257531.13,B4400,NGM Americas,D4400,Americas Section,Inter American,9257531.13,1.0,0.0,0,Responsive,1,0,0,0,0,0
2009201o,0,4404,Multilatfrsl,NDsAmericae9rogrammlng,0,Ao3083300r,0.6846848595257785,1,1001300,yncoredPreAPP,0,0,S4490,jotPBA,Closed,9257531.13,B4400,NGM Americas,D4400,Americas Section,Inter American,9257531.13,1.0,0.0,0,Responsive,1,0,0,0,0,0
20o92010,0,4404,Muitilaterap,NwDAmericaaProgramm7ny,0,A030933004,0.042087273814000126,1,1001300,UncpdewPreAPP,0,0,c4400,NitPBA,Closed,9257531.13,B4400,NGM Americas,D4400,Americas Section,Inter American,9257531.13,1.0,0.0,0,Responsive,1,0,0,0,0,0
29092010,0,4404,M7ltilayeral,bDwAmerlcasProg3amming,0,w0308330o3,0.046463450250662175,1,1001300,UnxodedPreAP9,0,0,a4400,N0tPBA,Closed,9257531.13,B4400,NGM Americas,D4400,Americas Section,Inter American,9257531.13,1.0,0.0,0,Responsive,1,0,0,0,0,0
e0092010,0,4404,Multila5erap,NDDAk3risasorogramming,0,A0e08r3003,0.2901995087087932,1,1001300,Uncod3dPdeAPP,0,0,S44p0,NotPBq,Closed,9257531.13,B4400,NGM Americas,D4400,Americas Section,Inter American,9257531.13,1.0,0.0,0,Responsive,1,0,0,0,0,0
