film_id,original_language_id,release_year,title,rating,language,replacement_cost,rental_rate,length,description,rental_duration
917,,2006,TUXEDO MILE,R,English,24.99,2.99,152,A Boring Drama of a Man And a Forensic Psychologist who must Face a Frisbee in Ancient India,3
918,,2006,TWISTED PIRATES,PG,English,23.99,4.99,152,A Touching Display of a Frisbee And a Boat who must Kill a Girl in A MySQL Convention,4
919,,2006,TYCOON GATHERING,G,English,17.99,4.99,82,A Emotional Display of a Husband And a A Shark who must Succumb a Madman in A Manhattan Penthouse,3
920,,2006,UNBREAKABLE KARATE,G,English,16.99,0.99,62,A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia,3
921,,2006,UNCUT SUICIDES,PG-13,English,29.99,2.99,172,A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat,7
922,,2006,UNDEFEATED DALMATIONS,PG-13,English,22.99,4.99,107,A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park,7
923,,2006,UNFAITHFUL KILL,R,English,12.99,2.99,78,A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans,7
924,,2006,UNFORGIVEN ZOOLANDER,PG,English,15.99,0.99,129,A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory,7
925,,2006,UNITED PILOT,R,English,27.99,0.99,164,A Fast-Paced Reflection of a Cat And a Mad Cow who must Fight a Car in The Sahara Desert,3
926,,2006,UNTOUCHABLES SUNRISE,NC-17,English,11.99,2.99,120,A Amazing Documentary of a Woman And a Astronaut who must Outrace a Teacher in An Abandoned Fun House,5
927,,2006,UPRISING UPTOWN,NC-17,English,16.99,2.99,174,A Fanciful Reflection of a Boy And a Butler who must Pursue a Woman in Berlin,6
928,,2006,UPTOWN YOUNG,PG,English,16.99,2.99,84,A Fateful Documentary of a Dog And a Hunter who must Pursue a Teacher in An Abandoned Amusement Park,5
929,,2006,USUAL UNTOUCHABLES,PG-13,English,21.99,4.99,128,A Touching Display of a Explorer And a Lumberjack who must Fight a Forensic Psychologist in A Shark Tank,5
930,,2006,VACATION BOONDOCK,R,English,23.99,2.99,145,A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia,4
931,,2006,VALENTINE VANISHING,PG-13,English,9.99,0.99,48,A Thrilling Display of a Husband And a Butler who must Reach a Pastry Chef in California,7
932,,2006,VALLEY PACKER,G,English,21.99,0.99,73,A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin,3
933,,2006,VAMPIRE WHALE,NC-17,English,11.99,4.99,126,A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention,4
934,,2006,VANILLA DAY,NC-17,English,20.99,4.99,122,A Fast-Paced Saga of a Girl And a Forensic Psychologist who must Redeem a Girl in Nigeria,7
935,,2006,VANISHED GARDEN,R,English,17.99,0.99,142,A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California,5
936,,2006,VANISHING ROCKY,NC-17,English,21.99,2.99,123,A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention,3
937,,2006,VARSITY TRIP,NC-17,English,14.99,2.99,85,A Action-Packed Character Study of a Astronaut And a Explorer who must Reach a Monkey in A MySQL Convention,7
938,,2006,VELVET TERMINATOR,R,English,14.99,4.99,173,A Lacklusture Tale of a Pastry Chef And a Technical Writer who must Confront a Crocodile in An Abandoned Amusement Park,3
939,,2006,VERTIGO NORTHWEST,R,English,17.99,2.99,90,A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan,4
940,,2006,VICTORY ACADEMY,PG-13,English,19.99,0.99,64,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,6
941,,2006,VIDEOTAPE ARSENIC,NC-17,English,10.99,4.99,145,A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia,4
942,,2006,VIETNAM SMOOCHY,PG-13,English,27.99,0.99,174,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,7
943,,2006,VILLAIN DESPERATE,PG-13,English,27.99,4.99,76,A Boring Yarn of a Pioneer And a Feminist who must Redeem a Cat in An Abandoned Amusement Park,4
944,,2006,VIRGIN DAISY,PG-13,English,29.99,4.99,179,A Awe-Inspiring Documentary of a Robot And a Mad Scientist who must Reach a Database Administrator in A Shark Tank,6
945,,2006,VIRGINIAN PLUTO,R,English,22.99,0.99,164,A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin,5
946,,2006,VIRTUAL SPOILERS,NC-17,English,14.99,4.99,144,A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,3
947,,2006,VISION TORQUE,PG-13,English,16.99,0.99,59,A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank,5
948,,2006,VOICE PEACH,PG-13,English,22.99,0.99,139,A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse,6
949,,2006,VOLCANO TEXAS,NC-17,English,27.99,0.99,157,A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback,6
950,,2006,VOLUME HOUSE,PG,English,12.99,4.99,132,A Boring Tale of a Dog And a Woman who must Meet a Dentist in California,7
951,,2006,VOYAGE LEGALLY,PG-13,English,28.99,0.99,78,A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft,6
952,,2006,WAGON JAWS,PG,English,17.99,2.99,152,A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse,7
953,,2006,WAIT CIDER,PG-13,English,9.99,0.99,112,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,3
954,,2006,WAKE JAWS,G,English,18.99,4.99,73,A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin,7
955,,2006,WALLS ARTIST,PG,English,19.99,4.99,135,A Insightful Panorama of a Teacher And a Teacher who must Overcome a Mad Cow in An Abandoned Fun House,7
956,,2006,WANDA CHAMBER,PG-13,English,23.99,4.99,107,A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback,7
957,,2006,WAR NOTTING,G,English,26.99,4.99,80,A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies,7
958,,2006,WARDROBE PHANTOM,G,English,19.99,2.99,178,A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India,6
959,,2006,WARLOCK WEREWOLF,G,English,10.99,2.99,83,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,6
960,,2006,WARS PLUTO,G,English,15.99,2.99,128,A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert,5
961,,2006,WASH HEAVENLY,R,English,22.99,4.99,161,A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China,7
962,,2006,WASTELAND DIVINE,PG,English,18.99,2.99,85,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,7
963,,2006,WATCH TRACY,PG,English,12.99,0.99,78,A Fast-Paced Yarn of a Dog And a Frisbee who must Conquer a Hunter in Nigeria,5
964,,2006,WATERFRONT DELIVERANCE,G,English,17.99,4.99,61,A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria,4
965,,2006,WATERSHIP FRONTIER,G,English,28.99,0.99,112,A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia,6
966,,2006,WEDDING APOLLO,PG,English,14.99,0.99,70,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,3
967,,2006,WEEKEND PERSONAL,R,English,26.99,2.99,134,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,5
968,,2006,WEREWOLF LOLA,G,English,19.99,4.99,79,A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery,6
969,,2006,WEST LION,G,English,29.99,4.99,159,A Intrepid Drama of a Butler And a Lumberjack who must Challenge a Database Administrator in A Manhattan Penthouse,4
970,,2006,WESTWARD SEABISCUIT,NC-17,English,11.99,0.99,52,A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China,7
971,,2006,WHALE BIKINI,PG-13,English,11.99,4.99,109,A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention,4
972,,2006,WHISPERER GIANT,PG-13,English,24.99,4.99,59,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,4
973,,2006,WIFE TURN,NC-17,English,27.99,4.99,183,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,3
974,,2006,WILD APOLLO,R,English,24.99,0.99,181,A Beautiful Story of a Monkey And a Sumo Wrestler who must Conquer a A Shark in A MySQL Convention,4
975,,2006,WILLOW TRACY,R,English,22.99,2.99,137,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse,6
976,,2006,WIND PHANTOM,R,English,12.99,0.99,111,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,6
977,,2006,WINDOW SIDE,R,English,25.99,2.99,85,A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery,3
978,,2006,WISDOM WORKER,R,English,12.99,0.99,98,A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station,3
979,,2006,WITCHES PANIC,NC-17,English,10.99,4.99,100,A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria,6
980,,2006,WIZARD COLDBLOODED,PG,English,12.99,4.99,75,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,4
981,,2006,WOLVES DESIRE,NC-17,English,13.99,0.99,55,A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse,7
982,,2006,WOMEN DORADO,R,English,23.99,0.99,126,A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia,4
983,,2006,WON DARES,PG,English,18.99,2.99,105,A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat,7
984,,2006,WONDERFUL DROP,NC-17,English,20.99,2.99,126,A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat,3
985,,2006,WONDERLAND CHRISTMAS,PG,English,19.99,4.99,111,A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station,4
986,,2006,WONKA SEA,NC-17,English,24.99,2.99,85,A Brilliant Saga of a Boat And a Mad Scientist who must Meet a Moose in Ancient India,6
987,,2006,WORDS HUNTER,PG,English,13.99,2.99,116,A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention,3
988,,2006,WORKER TARZAN,R,English,26.99,2.99,139,A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station,7
989,,2006,WORKING MICROCOSMOS,R,English,22.99,4.99,74,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,4
990,,2006,WORLD LEATHERNECKS,PG-13,English,13.99,0.99,171,A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park,3
991,,2006,WORST BANGER,PG,English,26.99,2.99,185,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,4
992,,2006,WRATH MILE,NC-17,English,17.99,0.99,176,A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery,5
993,,2006,WRONG BEHAVIOR,PG-13,English,10.99,2.99,178,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,6
994,,2006,WYOMING STORM,PG-13,English,29.99,4.99,100,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,6
995,,2006,YENTL IDAHO,R,English,11.99,4.99,86,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,5
996,,2006,YOUNG LANGUAGE,G,English,9.99,0.99,183,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,6
998,,2006,ZHIVAGO CORE,NC-17,English,10.99,0.99,105,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,6
999,,2006,ZOOLANDER FICTION,R,English,28.99,2.99,101,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,5
1000,,2006,ZORRO ARK,NC-17,English,18.99,4.99,50,A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery,3
