Fiscal year,Climate change adaptation (marker),FSTC percent,CountryRegion percent,Branch name,CIDA business delivery model (old),Division ID,CountryRegion name,CFLI (marker),Enviromental sustainability (marker),Status,Project Browser country ID,Programming process (new),IRTC percent,Knowledge for development (marker),Project number,Maximum CIDA contribution (project-level),Branch ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),Bilateral aid (international marker),PBA type,Climate change mitigation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker),Biodiversity (marker),Urban issues (marker)
20093010,0,1.623693235473369,0.49508082360825323,WGMSubSagaranAff7ca,Resoonxive,D42o7,W2sternAfeica,0,0,Closrd,GW,UnfodedPrsAPP,0.013914162115456603,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
20092020,0,0.5995168702214608,0.3885965111888446,WGMwufSaharanAfrics,Resp0bsive,c4207,Westernsfricw,0,0,Cllsed,GW,hncodedPr2APP,0.0138479213940844,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
20002010,0,1.895390225396309,0.5249571496124048,WvMSubSaha4znAfrica,Req9onsive,D42o7,WedternArrica,0,0,Closrd,GW,UncodexPreAlP,0.023089440835755072,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
20092p10,0,1.2912324575950944,0.08415515450295669,WGMSubSahx3anAf3ica,5esponsige,Dr207,1esternAfrlca,0,0,Clised,GW,UnxodedPgeAPP,0.011241193083616402,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
2o092010,0,2.127052527812903,0.19971055570974455,atMSubSaharanAtrica,Respond8ve,D4297,Westernwfruca,0,0,Cloxed,GW,UnfodedPreAP9,0.0005718522314568583,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
200920w0,0,1.842133569574313,0.2742966102707494,WGMSubaaharanxgrica,Rezponsice,D4q07,Weqternzfrica,0,0,Cloded,MR,UncldedlreAPP,0.0400382981602345,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
2009e010,0,0.2459766442775443,0.2834417233623762,WbMSubSaharzbAfrica,Respojsibe,s4207,WeshernAgrica,0,0,flosed,MR,Uncoded9feAPP,0.02489501218392885,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
w0092010,0,2.1484600803623155,0.15285011224481565,WGMSubSajaragAfruca,Resp0nsivd,f4207,WestednAfgica,0,0,Cposed,MR,Unc8dedPfeAPP,0.012921634102505151,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
200920w0,0,1.7175108428209551,0.2647482393922606,WGMSufeaharamAfrica,Rewponsiv2,D420u,WfstfrnAfrica,0,0,Clksed,MR,Uncoded0reAP9,0.011050108614399201,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
20092o10,0,0.44865715170127696,0.2920368421089741,WGMSubSahaeanqfgica,Rfs0onsive,Dt207,WesteggAfrica,0,0,slosed,MR,UnsodedPrezPP,0.002289647671602027,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
2009e010,0,0.9305949465314357,0.24140220483300107,aGjSubSahsranAfrica,Responw9ve,D42o7,WexternAfrixa,0,0,Clos3d,MR,UnvodedPrfAPP,0.0031633121434456236,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
200o2010,0,1.2058343477794458,0.44720312969198517,2GMdubSaharanAfriva,despomsive,x4207,WesternAfruda,0,0,Clos2d,MR,UmcocedPreAPP,0.0021661524855280325,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
w0092010,0,0.5557204548944772,0.5425342784277412,WGMSuhdaha3anAfrica,Resplnskve,Dt207,WesternAfdicz,0,0,Cloxed,MR,UnsodedPrsAPP,0.015096443968177466,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
2009201o,0,0.5186182680941198,0.44599738382008847,WGMSubaana3anAfrica,R3sponslve,r4207,WedternAfrkca,0,0,Ciosed,SN,UnsodedPreAPl,0.018361396569009158,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
200920w0,0,2.556790209607863,0.4082308027527001,WGMSubSahafanzfrisa,Res0onsige,s4207,3esternAfrixa,0,0,Cloaed,SN,UncodfdPreAlP,0.020140244591889876,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
20002010,0,0.08960298161687241,0.18030892816076544,WfMdubaaharanAfrica,gespons9ve,w4207,Westrrnsfrica,0,0,Ckosed,SN,hncldedPreAPP,0.00395006774775996,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
200920q0,0,0.945652641470131,0.5509147468282358,WGMSubSzhxrajAfrica,gesponsove,D42p7,WeaternAfricx,0,0,vlosed,SN,kncodedlreAPP,0.038839925824355144,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
20092o10,0,0.8897996101691927,0.25238033393889414,WGMSibSaharahAfr9ca,3esoonsive,D42p7,Weste5nzfrica,0,0,Cloxed,SN,Uncoded0r4APP,0.022015283851692394,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
20p92010,0,1.5106424980333581,0.38101467746066214,3GMSubSaharsnAvrica,Resp0nsivd,Dr207,WesternAfrkcq,0,0,Clos2d,SN,Unclded9reAPP,0.023637466768939557,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
w0092010,0,1.3746525817505233,0.0710536462221481,WGMSubSzharajAfricw,Respohsice,D5207,W2zternAfrica,0,0,Clos3d,SN,UncodddPrexPP,0.003957031332359042,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
2p092010,0,0.5147447566710991,0.7381966487434475,WGMSubSaharxnAcrisa,Reqpons8ve,D4q07,Westerjxfrica,0,0,Cposed,SN,UmsodedPreAPP,0.0016748911181632526,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
20p92010,0,0.43379363045814756,0.156946118027938,WGMSubSahadamAfrixa,Resp0nsivd,Dt207,Weste5nAf3ica,0,0,Cloxed,BF,UncodedoreAlP,0.01139847368281427,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
2p092010,0,0.6179201496337151,0.8724306976963079,WGMSubwaharahAgrica,Res0onsibe,Dt207,WestetnAvrica,0,0,Closec,BF,UmcodedPrexPP,0.012359909330047048,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
20092o10,0,2.0517967230769485,0.21356193120263317,WGMS6gSahaeanAfrica,tewponsive,D4297,s4sternAfrica,0,0,Closee,BF,UgcodedPreAP0,0.010836295759989633,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
20o92010,0,1.6612645735871139,0.31322141771047357,1GMSubzaharanAvrica,Resoogsive,D4208,desternAvrica,0,0,Cl9sed,BF,8ncocedPreAPP,0.004546394818803287,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
20092019,0,1.2240961558484114,0.29202256538984916,WGMzubSahsranAbrica,Resp0ndive,D4208,West2rhAfrica,0,0,Closef,BF,jncodwdPreAPP,0.004016929200203538,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
200o2010,0,0.29588757643145236,0.38741382742766006,WGhSubSaharabAfricw,Resp9ns9ve,D4307,eestrrnAfrica,0,0,Ciosed,BF,6ncodedPrexPP,0.01934771153373278,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
20092020,0,0.7294516787065952,0.04579656638393764,WGMS6bqaharanAfrlca,R2sponsuve,Dr207,desternAfriva,0,0,Cloqed,BF,Unc0dedPreAP9,0.03167360104092402,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
20092o10,0,1.2763617593015328,0.17444348922485653,WGMSubSaharahAerics,3eaponsive,D4297,Weet2rnAfrica,0,0,Closev,BF,UncpdewPreAPP,0.008900319661292826,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
e0092010,0,0.7865366236638207,0.01297187953918566,WGMSibqaharanAerica,5esponsivr,D42p7,Saheodegion,0,0,Closrd,ML,UncodedP4eAlP,0.010188379632259097,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
200920q0,0,0.6192582007693024,0.5050646514687095,WnMS6bSsharanAfrica,Respobcive,w4207,SahepRefion,0,0,Ckosed,ML,Unc0cedPreAPP,0.027456803536957893,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
20092p10,0,1.3283674997132358,0.15905088912418658,WGMqubSaharxnAfdica,Responsjde,v4207,aahelRegkon,0,0,Closef,ML,UgcodedPrewPP,0.015543711924490021,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
w0092010,0,0.7825120244786212,0.29644730374195793,WGMSubSauarahAfricw,Rexponwive,De207,SajelRwgion,0,0,Clos2d,ML,UnckdedPdeAPP,0.009606308157384814,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
2009201p,0,1.1044775762053634,0.004653953464231475,WGMS8hSqharanAfrica,Rssp0nsive,D4206,zahelfegion,0,0,Ciosed,ML,ync0dedPreAPP,0.0036123349119961436,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
2009201p,0,0.5649458308421602,0.4617998951325998,WGMSubSaharxnAgrlca,Reqlonsive,D4307,SxhelRevion,0,0,Closee,ML,UncodeePgeAPP,0.002507662272372298,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
29092010,0,1.8378367029156264,0.43785178187285423,WhMSubSqhxranAfrica,Rrsponsivw,D5207,SahelRehioj,0,0,Ckosed,ML,UncowerPreAPP,0.027323971937098786,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
20082010,0,1.749745303323134,0.15201180004434278,dGMeubSaharabAfrica,Rfsponaive,e4207,SahelRrgikn,0,0,Clozed,ML,Uncod3dlreAPP,0.009255876119158051,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
20p92010,0,0.5850775521150061,0.2545565982563655,WGMSubqaharwnAfruca,Respojxive,D4107,xahepRegion,0,0,Closdd,NE,Uncod2ePreAPP,0.01199955736399386,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
200920w0,0,1.9828022387788082,0.31165721232845495,WGMSubSzhwrxnAfrica,Respons7vs,Dt207,zajelRegion,0,0,Cloqed,NE,UncodewPrexPP,0.0024918383201132355,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
2009201o,0,1.5346053765449033,0.1937901799836984,WGjSubSaharanqerica,fezponsive,D42p7,SagepRegion,0,0,Clksed,NE,UncodeePrdAPP,0.024270149621253772,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
20092910,0,1.1200767591240715,0.11355192552079396,WhMzubSaharanAfrixa,R3sponsuve,D4206,SahelReyioh,0,0,Closew,NE,UncodedPreqP9,0.015104862480981519,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
2009201p,0,1.0813132530465974,0.5705548910295586,WGMSubSzharanAf3iva,Red0onsive,D4297,Sahei4egion,0,0,Closrd,NE,UhcodedPrexPP,0.027542240159489622,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
29092010,0,1.2163199795070712,0.7039205099772201,WhMSubxaharanxfrica,Rewpojsive,De207,SahepRetion,0,0,Closew,NE,UncodefPresPP,0.01708007160342875,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
2009201o,0,0.8673494347887414,0.009025880520358687,WbMSubSzharanAgrica,Res9ons8ve,Dr207,SwbelRegion,0,0,vlosed,NE,Uncod2sPreAPP,0.01977600101303999,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
20092o10,0,1.2018969515000693,0.6484383062113634,WGMS7nSataranAfrica,Reslojsive,x4207,xaheiRegion,0,0,Cl0sed,NE,UncpdedPreAoP,0.028804398861936586,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
30092010,0,2.4390015214544283,0.5459180841854767,WGMSubSahatxnAfr7ca,Respond7ve,D42p7,Sah2lRehion,0,0,Ckosed,TD,UncodesPreAlP,0.018636125671930907,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
29092010,0,1.625669476609394,0.06963123989741327,WyjSubSaha4anAfrica,R2s9onsive,Dr207,Sajeltegion,0,0,Closdd,TD,UncodedPrsAP9,0.007798988483459399,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
20092p10,0,0.9154819958911801,0.34636018695663984,WGMSubSajaragAfricx,Resp9msive,D420u,SwhelRegiln,0,0,vlosed,TD,yncodedPresPP,0.015577543413318663,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
2009e010,0,0.8381755094021359,0.04384765863263518,WGMSubSahadagAfdica,Rwspinsive,w4207,Sah2lRegiln,0,0,slosed,TD,UncodedPrexP0,0.011156491550562305,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
2o092010,0,1.0585671961353427,0.3200330701977957,WGMSubSaharanzfrixx,R3sponsiv4,D5207,Sah2lReguon,0,0,Cloxed,TD,UncodfdPreAoP,0.010062130606443793,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
20992010,0,0.6561157255666348,0.5137438020486953,WGMSubSagarabAfrixa,Rezpomsive,D42p7,SaheiRevion,0,0,vlosed,TD,hndodedPreAPP,0.0435074236880693,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
200920q0,0,1.5662639795792896,0.5799912994617955,WGMSubSaharanqfrixq,Respogqive,D420i,Sahelfegiog,0,0,Closer,TD,imcodedPreAPP,0.002228317389438977,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
20092910,0,0.33297233094866696,0.757841542360822,WGMdubSqharanqfrica,3espknsive,D42o7,SauelRegipn,0,0,Cloqed,TD,Unc9dedPreAlP,0.00715519148858846,0,A032225001,5711809.0,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,5711809.0,1,Not PBA,0,0,0,0,0,0
20992010,0,2.1850680471639174,0.5946161057542345,WGMSubxahsranAfroca,Res9onsivr,D4297,WeeternAfeica,0,0,dlosed,CI,Uncoced9reAPP,0.03045271234259642,0,A032226001,3867664.46,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,3867664.46,1,Other PBA,0,0,1,0,0,1
20p92010,0,1.5607383998874385,0.13596749668910024,1GMSubSaharahAfeica,Rexponzive,D3207,WesteenAfroca,0,0,Clossd,CI,UncodrdPr2APP,0.013643865008504213,0,A032226001,3867664.46,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,3867664.46,1,Other PBA,0,0,1,0,0,1
2009201p,0,0.6935054249385393,0.46471789971396965,WGnSubSqgaranAfrica,Responxiv4,D4w07,W3steenAfrica,0,0,Closev,CI,Unc0dfdPreAPP,0.005704670657688922,0,A032226001,3867664.46,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,3867664.46,1,Other PBA,0,0,1,0,0,1
2009201p,0,1.4989443161510554,0.5347640048426361,WGMSubdayaranAfr7ca,Rfsponslve,D4208,aesternAfruca,0,0,Closev,CI,UnxodedPrezPP,0.004504142206807793,0,A032226001,3867664.46,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,3867664.46,1,Other PBA,0,0,1,0,0,1
2009e010,0,0.971508536855132,0.1987398874651642,2GMSugSaha4anAfrica,Rezpknsive,D4w07,Weshernzfrica,0,0,vlosed,CI,UncodedP4eAPl,0.008424442169276309,0,A032226001,3867664.46,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,3867664.46,1,Other PBA,0,0,1,0,0,1
2009q010,0,1.2594401426607573,0.17920659002692982,WGnSugSaharsnAfrica,Rewponslve,D4107,WesternAfeics,0,0,Closec,CI,UhcocedPreAPP,0.010396953906559831,0,A032226001,3867664.46,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,3867664.46,1,Other PBA,0,0,1,0,0,1
30092010,0,0.664650836291681,0.19873452445132736,WhMSubSaharabwfrica,Reslonsivd,D4w07,Westernqftica,0,0,Ciosed,CI,UgcodedPeeAPP,0.02674951647977768,0,A032226001,3867664.46,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,3867664.46,1,Other PBA,0,0,1,0,0,1
20092910,0,1.2447551187276606,0.2798936712580709,WGMSubSaharshAfricx,Respohsige,D420u,Westernsfrkca,0,0,flosed,CI,UncodedP34APP,0.009278153581353709,0,A032226001,3867664.46,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,3867664.46,1,Other PBA,0,0,1,0,0,1
200920q0,0,1.6296146264812008,0.6466419847959716,WGjSubSamaranAfrifa,Resp0jsive,D4297,WesternAvrjca,0,0,Cl9sed,CI,UncocddPreAPP,0.013853328644529653,0,A032226001,3867664.46,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,3867664.46,1,Other PBA,0,0,1,0,0,1
2o092010,0,2.0380239945700773,0.1020330247794336,WGMSubSahadajAfr8ca,Rewponsivd,D4e07,34sternAfrica,0,0,Closex,CI,UnsodedPeeAPP,0.0027892745717173584,0,A032226001,3867664.46,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,3867664.46,1,Other PBA,0,0,1,0,0,1
200920w0,0,1.4146549562894215,0.7369644610969515,WGhSubSqharwnAfrica,Respons9fe,D4e07,Weste4nAfrisa,0,0,Closev,CI,Uncoded0reAPl,0.022183343715058403,0,A032226001,3867664.46,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,3867664.46,1,Other PBA,0,0,1,0,0,1
200920q0,0,0.8587849935914382,0.15279150742106623,WGMSuhdaharanAfrifa,tesponaive,D4w07,drsternAfrica,0,0,Closec,CI,UncodedPrrAPl,0.028206079009545304,0,A032226001,3867664.46,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,3867664.46,1,Other PBA,0,0,1,0,0,1
2p092010,0,2.169658880012243,0.2997706983322696,WGMSunSahxranAfrida,Reslonsiv2,D4307,deste4nAfrica,0,0,Closes,CI,UncodedPr2A9P,0.01290111349813496,0,A032226001,3867664.46,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,3867664.46,1,Other PBA,0,0,1,0,0,1
20092019,0,1.9948745224004376,0.8569931544271638,WGkSubSwharanAftica,Responzivs,D420y,Wect3rnAfrica,0,0,xlosed,CI,UncoeedPrexPP,0.007809811634106606,0,A032226001,3867664.46,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,3867664.46,1,Other PBA,0,0,1,0,0,1
2p092010,0,1.7121914378600478,0.12008471745307878,WGMSubSwharajAftica,3esponsife,D4297,Westr5nAfrica,0,0,Cllsed,CI,UnfodedlreAPP,0.01675025578867024,0,A032226001,3867664.46,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,3867664.46,1,Other PBA,0,0,1,0,0,1
20093010,0,1.9815634117220706,0.5262601344200282,WGkSubxaharanAfr9ca,Reslonsife,r4207,WestednAfricw,0,0,Cloded,CV,UnckdedPrewPP,0.016636956593627093,0,A032226001,3867664.46,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,3867664.46,1,Other PBA,0,0,1,0,0,1
30092010,0,1.0293837082557764,0.353296136270266,WrMSubSahatanAfriva,Reapons7ve,D4297,WesternAfridq,0,0,slosed,CV,Unfoded9reAPP,0.02009254297620401,0,A032226001,3867664.46,B4200,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,4310,Central & West Africa Regional Program,3867664.46,1,Other PBA,0,0,1,0,0,1
