Fiscal year,Status,Enviromental sustainability (marker),Regional program (marker),Trade development (marker),Children issues (marker),ICT as a tool for development (marker),PBA type,Participatory development and good governance,Bilateral aid (international marker),Continent ID,FSTC percent,Project Browser country ID,Climate change adaptation (marker),Maximum CIDA contribution (project-level),Desertification (marker),Untied amount(Project-level budget),CountryRegion ID,Sector ID,Youth issues (marker),IRTC percent,Project number,CIDA business delivery model (old),Indigenous issues (marker),Division name,Branch ID,Branch name,Division ID,Section ID,Section name,Fund centre ID,Fund centre name,CFLI (marker),Programming process (new),Climate change mitigation (marker),Biodiversity (marker),Urban issues (marker),Disability issues (marker)
2009/2010,Operational,0,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,41010,0,0.0,A032563001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,14010,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,14010,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,14010,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,14010,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,14010,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,14010,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,14010,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,14010,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,14010,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,15110,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,15110,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,15110,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,15110,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,15110,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,15110,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,15110,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,15110,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,15110,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,31110,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,31110,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,31110,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,31110,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,31110,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,31110,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,31110,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,31110,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,31110,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,43081,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,43081,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,43081,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,43081,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,43081,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,43081,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,43081,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,43081,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Terminating,1,0,0,0,0,Not PBA,1,1,1,1.0,CU,0,5000000.0,0,5000000.0,CU,43081,0,0.0,A032564001,Directive,0,NDD Americas Programming,B4400,NGM Americas,D4400,S4450,Cuba,4450,Cuba,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,BD,0,12502059.31,0,0.0,BD,12181,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,BD,0,12502059.31,0,0.0,BD,12181,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,BD,0,12502059.31,0,0.0,BD,12220,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,BD,0,12502059.31,0,0.0,BD,12220,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,BD,0,12502059.31,0,0.0,BD,13020,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,BD,0,12502059.31,0,0.0,BD,13020,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,BD,0,12502059.31,0,0.0,BD,15150,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,BD,0,12502059.31,0,0.0,BD,15150,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,BD,0,12502059.31,0,0.0,BD,15153,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,BD,0,12502059.31,0,0.0,BD,15153,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,BD,0,12502059.31,0,0.0,BD,15160,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,BD,0,12502059.31,0,0.0,BD,15160,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,BD,0,12502059.31,0,0.0,BD,41082,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,BD,0,12502059.31,0,0.0,BD,41082,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,BD,0,12502059.31,0,0.0,BD,72010,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,BD,0,12502059.31,0,0.0,BD,72010,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,BD,0,12502059.31,0,0.0,BD,72040,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,BD,0,12502059.31,0,0.0,BD,72040,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,CN,0,12502059.31,0,0.0,CN,12181,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,CN,0,12502059.31,0,0.0,CN,12181,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,CN,0,12502059.31,0,0.0,CN,12220,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,CN,0,12502059.31,0,0.0,CN,12220,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,CN,0,12502059.31,0,0.0,CN,13020,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,CN,0,12502059.31,0,0.0,CN,13020,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,CN,0,12502059.31,0,0.0,CN,15150,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,CN,0,12502059.31,0,0.0,CN,15150,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,CN,0,12502059.31,0,0.0,CN,15153,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,CN,0,12502059.31,0,0.0,CN,15153,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,CN,0,12502059.31,0,0.0,CN,15160,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,CN,0,12502059.31,0,0.0,CN,15160,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,CN,0,12502059.31,0,0.0,CN,41082,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,CN,0,12502059.31,0,0.0,CN,41082,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,CN,0,12502059.31,0,0.0,CN,72010,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,CN,0,12502059.31,0,0.0,CN,72010,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,CN,0,12502059.31,0,0.0,CN,72040,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,CN,0,12502059.31,0,0.0,CN,72040,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,IN,0,12502059.31,0,0.0,IN,12181,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,IN,0,12502059.31,0,0.0,IN,12181,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,IN,0,12502059.31,0,0.0,IN,12220,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,IN,0,12502059.31,0,0.0,IN,12220,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,IN,0,12502059.31,0,0.0,IN,13020,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,IN,0,12502059.31,0,0.0,IN,13020,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,IN,0,12502059.31,0,0.0,IN,15150,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,IN,0,12502059.31,0,0.0,IN,15150,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,IN,0,12502059.31,0,0.0,IN,15153,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,IN,0,12502059.31,0,0.0,IN,15153,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,IN,0,12502059.31,0,0.0,IN,15160,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,IN,0,12502059.31,0,0.0,IN,15160,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,IN,0,12502059.31,0,0.0,IN,41082,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,IN,0,12502059.31,0,0.0,IN,41082,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,IN,0,12502059.31,0,0.0,IN,72010,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,IN,0,12502059.31,0,0.0,IN,72010,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
2009/2010,Closed,0,1,0,0,0,Not PBA,1,1,3,0.5,IN,0,12502059.31,0,0.0,IN,72040,0,0.0,A032569001,Responsive,0,OAD Asia Programming,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,4113,Burma Border Areas,0,Uncoded: Pre-APP,0,0,0,0
