Fiscal year,Biodiversity (marker),Bilateral aid (international marker),Regional program (marker),PBA type,Section name,FSTC percent,Climate change mitigation (marker),Organisation type,Branch name,Organisation sub-class,CountryRegion ID,Status,Amount spent,Continent ID,Project number,Maximum CIDA contribution (project-level),Branch ID,Division ID,Division name,Section ID,Fund centre ID,Fund centre name,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Enviromental sustainability (marker),Climate change adaptation (marker),Desertification (marker),Participatory development and good governance,Trade development (marker)
2009/2010,0,1,0,Not PBA,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0,Uncoded,OGM Asia Pacific,Unknown,LK,Closed,708.6,3,A031998001,3499415.5,B4100,D4100,OAD Asia Programming,S4141,4118,Sri Lanka,3499415.5,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0,Canadian Non-Profit Making,OGM Asia Pacific,FEDERAL,LK,Closed,147600.9,3,A031998001,3499415.5,B4100,D4100,OAD Asia Programming,S4141,4118,Sri Lanka,3499415.5,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0,Canadian Profit Making,OGM Asia Pacific,COOPERANT,LK,Closed,24418.808999999997,3,A031998001,3499415.5,B4100,D4100,OAD Asia Programming,S4141,4118,Sri Lanka,3499415.5,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0,Uncoded,OGM Asia Pacific,Unknown,LK,Closed,708.6,3,A031998001,3499415.5,B4100,D4100,OAD Asia Programming,S4141,4118,Sri Lanka,3499415.5,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Other PBA,Mali Program Section,0.3,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,ML,Operational,9593.99,2,A032009001,20000000.0,B4200,D4207,WWD West & Central Africa,S4215,4216,Mali,20000000.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Other PBA,Mali Program Section,0.3,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,ML,Operational,318085.061,2,A032009001,20000000.0,B4200,D4207,WWD West & Central Africa,S4215,4216,Mali,20000000.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Other PBA,Mali Program Section,0.3,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,ML,Operational,36738.443,2,A032009001,20000000.0,B4200,D4207,WWD West & Central Africa,S4215,4216,Mali,20000000.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Other PBA,Mali Program Section,0.3,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,ML,Operational,1416124.5,2,A032009001,20000000.0,B4200,D4207,WWD West & Central Africa,S4215,4216,Mali,20000000.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Other PBA,Mali Program Section,0.3,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,ML,Operational,30789.107999999997,2,A032009001,20000000.0,B4200,D4207,WWD West & Central Africa,S4215,4216,Mali,20000000.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Other PBA,Mali Program Section,0.3,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,ML,Operational,4111.71,2,A032009001,20000000.0,B4200,D4207,WWD West & Central Africa,S4215,4216,Mali,20000000.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Other PBA,Mali Program Section,0.3,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,ML,Operational,136322.169,2,A032009001,20000000.0,B4200,D4207,WWD West & Central Africa,S4215,4216,Mali,20000000.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Other PBA,Mali Program Section,0.3,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,ML,Operational,15745.046999999999,2,A032009001,20000000.0,B4200,D4207,WWD West & Central Africa,S4215,4216,Mali,20000000.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Other PBA,Mali Program Section,0.3,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,ML,Operational,606910.5,2,A032009001,20000000.0,B4200,D4207,WWD West & Central Africa,S4215,4216,Mali,20000000.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Other PBA,Mali Program Section,0.3,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,ML,Operational,13195.332,2,A032009001,20000000.0,B4200,D4207,WWD West & Central Africa,S4215,4216,Mali,20000000.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,Middle East and North Africa,1.0,0,Canadian Non-Profit Making,"EGM Europe, Middle East and Maghreb",FEDERAL,MA,Closed,19723.416,2,A032014001,13850836.19,B3100,D3100,EDD Europe-Middle East Programming,S4256,4260,Morocco,13850836.19,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,Middle East and North Africa,1.0,0,Canadian Profit Making,"EGM Europe, Middle East and Maghreb",CONSULTING SERVICES,MA,Closed,506205.57,2,A032014001,13850836.19,B3100,D3100,EDD Europe-Middle East Programming,S4256,4260,Morocco,13850836.19,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,Middle East and North Africa,1.0,0,Canadian Profit Making,"EGM Europe, Middle East and Maghreb",CONSULTANT,MA,Closed,34511.676,2,A032014001,13850836.19,B3100,D3100,EDD Europe-Middle East Programming,S4256,4260,Morocco,13850836.19,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,Middle East and North Africa,1.0,0,Canadian Non-Profit Making,"EGM Europe, Middle East and Maghreb",FEDERAL,MA,Closed,6574.472,2,A032014001,13850836.19,B3100,D3100,EDD Europe-Middle East Programming,S4256,4260,Morocco,13850836.19,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,Middle East and North Africa,1.0,0,Canadian Profit Making,"EGM Europe, Middle East and Maghreb",CONSULTING SERVICES,MA,Closed,168735.19,2,A032014001,13850836.19,B3100,D3100,EDD Europe-Middle East Programming,S4256,4260,Morocco,13850836.19,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,Middle East and North Africa,1.0,0,Canadian Profit Making,"EGM Europe, Middle East and Maghreb",CONSULTANT,MA,Closed,11503.892,2,A032014001,13850836.19,B3100,D3100,EDD Europe-Middle East Programming,S4256,4260,Morocco,13850836.19,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,Middle East and North Africa,1.0,0,Canadian Non-Profit Making,"EGM Europe, Middle East and Maghreb",FEDERAL,MA,Closed,6574.472,2,A032014001,13850836.19,B3100,D3100,EDD Europe-Middle East Programming,S4256,4260,Morocco,13850836.19,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,Middle East and North Africa,1.0,0,Canadian Profit Making,"EGM Europe, Middle East and Maghreb",CONSULTING SERVICES,MA,Closed,168735.19,2,A032014001,13850836.19,B3100,D3100,EDD Europe-Middle East Programming,S4256,4260,Morocco,13850836.19,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,Middle East and North Africa,1.0,0,Canadian Profit Making,"EGM Europe, Middle East and Maghreb",CONSULTANT,MA,Closed,11503.892,2,A032014001,13850836.19,B3100,D3100,EDD Europe-Middle East Programming,S4256,4260,Morocco,13850836.19,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,1,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Foreign Non-Profit Making,NGM Americas,UMBRELLA ORGANIZATION,PE,Closed,131470.0,1,A032016001,4665641.74,B4400,D4400,NDD Americas Programming,S4413,4424,Peru,4665641.74,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Foreign Non-Profit Making,NGM Americas,UMBRELLA ORGANIZATION,PE,Closed,131470.0,1,A032016001,4665641.74,B4400,D4400,NDD Americas Programming,S4413,4424,Peru,4665641.74,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,0,Not PBA,South America,1.0,0,Foreign Non-Profit Making,NGM Americas,UMBRELLA ORGANIZATION,PE,Closed,262940.0,1,A032016001,4665641.74,B4400,D4400,NDD Americas Programming,S4413,4424,Peru,4665641.74,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,1,0
2009/2010,0,1,0,Not PBA,Gulf of Guinea Program,1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,BF,Closed,9792.246,2,A032030001,4995000.0,B4200,D4207,WWD West & Central Africa,S4249,4214,Burkina Faso,4995000.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTANT,BF,Closed,14351.862,2,A032030001,4995000.0,B4200,D4207,WWD West & Central Africa,S4249,4214,Burkina Faso,4995000.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Gulf of Guinea Program,1.0,0,Canadian Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,BF,Closed,6528.164000000001,2,A032030001,4995000.0,B4200,D4207,WWD West & Central Africa,S4249,4214,Burkina Faso,4995000.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTANT,BF,Closed,9567.908000000001,2,A032030001,4995000.0,B4200,D4207,WWD West & Central Africa,S4249,4214,Burkina Faso,4995000.0,0.0,0,Directive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Not PBA,"OAA Afghanistan, Pakistan and Sri Lanka",1.0,0,Foreign Non-Profit Making,OGM Asia Pacific,UNITED NATIONS,LK,Closed,1200000.0,3,A032036006,1200000.0,B4100,D4100,OAD Asia Programming,S4141,4118,Sri Lanka,1200000.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Sectoral budget support,OAV Vietnam,0.0,0,Foreign Non-Profit Making,OGM Asia Pacific,FEDERAL,VN,Closed,330000.0,3,A032038001,14624905.89,B4100,D4100,OAD Asia Programming,S4107,4112,Vietnam,14624905.89,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Sectoral budget support,OAV Vietnam,0.0,0,Foreign Non-Profit Making,OGM Asia Pacific,FEDERAL,VN,Closed,385000.0,3,A032038001,14624905.89,B4100,D4100,OAD Asia Programming,S4107,4112,Vietnam,14624905.89,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,1,0,Sectoral budget support,OAV Vietnam,0.0,0,Foreign Non-Profit Making,OGM Asia Pacific,FEDERAL,VN,Closed,385000.0,3,A032038001,14624905.89,B4100,D4100,OAD Asia Programming,S4107,4112,Vietnam,14624905.89,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,144.90157,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,80,Closed,10175.694379999999,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTANT,80,Closed,129.13021,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,144.90157,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,80,Closed,10175.694379999999,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTANT,80,Closed,129.13021,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,434.70471,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,80,Closed,30527.083130000003,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTANT,80,Closed,387.39063,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,144.90157,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,80,Closed,10175.694379999999,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTANT,80,Closed,129.13021,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,144.90157,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,80,Closed,10175.694379999999,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTANT,80,Closed,129.13021,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,434.70471,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,80,Closed,30527.083130000003,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTANT,80,Closed,387.39063,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,158.07443999999998,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,80,Closed,11100.7575,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTANT,80,Closed,140.86932,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,158.07443999999998,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,80,Closed,11100.7575,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTANT,80,Closed,140.86932,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,474.22332,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,80,Closed,33302.2725,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTANT,80,Closed,422.60795999999993,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,158.07443999999998,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,80,Closed,11100.7575,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTANT,80,Closed,140.86932,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,158.07443999999998,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,80,Closed,11100.7575,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTANT,80,Closed,140.86932,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,474.22332,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,80,Closed,33302.2725,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTANT,80,Closed,422.60795999999993,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,289.80314,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,80,Closed,20351.38875,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTANT,80,Closed,258.26042,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Canadian Profit Making,WGM Sub-Saharan Africa,CONSULTING SERVICES,80,Closed,289.80314,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
2009/2010,1,1,1,Other PBA,Gulf of Guinea Program,1.0,0,Foreign Non-Profit Making,WGM Sub-Saharan Africa,FEDERAL,80,Closed,20351.38875,2,A032039001,6660529.92,B4200,D4207,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,6660529.92,0.0,0,Directive,Uncoded: Pre-APP,1,0,1,0,0
