assay_id,tid,assay_cell_type,assay_organism,assay_tissue,description,doc_id,assay_type,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_subcellular_fraction,relationship_type
2065,10618,,,,Tested for binding affinity towards cloned human 5-hydroxytryptamine 1E receptor using [3H]5-HT as radioligand,12146,B,,,,,,H
2066,10618,CHO,,,The binding affinity (pKi) measured against 5-hydroxytryptamine 1E receptor (cloned human receptors in CHO cells) using [3H]5-HT1E as radioligand,13267,B,,,,,,H
2067,10618,CHO,,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1E receptor in CHO cells using [3H]5-HT.,14818,B,,,,,,H
2068,10618,CHO,,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1E receptor in CHO cells, using [3H]5-HT as radioligand",4829,B,,,,,,H
2069,10618,,,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1E receptor was determined,4373,B,,,,,,H
2070,10618,,,,Binding affinity for 5-hydroxytryptamine 1E receptor was determined,4373,B,,,,,,H
2071,10618,,,,Compound was evaluated for the affinity at 5-hydroxytryptamine 1E receptor,14159,B,,,,,,H
2072,10618,,,,Binding affinity towards 5-hydroxytryptamine 1E receptor,16633,B,,,,,,H
2073,279,,,,"In vitro effective concentration for stimulation of [35S]GTP-gamma-S, binding in mouse LM(tk-)cells expressing the human 5-HT1F receptor",17085,F,,,,,,H
2074,279,,,,"In vitro effective concentration for stimulation of [35S]GTP-gamma-S, binding in mouse LM(tk-)cells expressing the human 5-hydroxytryptamine 1F receptor",17085,F,,,,,,H
2075,279,,,,In vitro effective concentration for inhibition of skolin-stimulated adenylate cyclase in cell line expressing human 5-hydroxytryptamine 1F receptor,16209,F,,,,,,H
2076,279,,,,In vitro agonist potency against human 5-hydroxytryptamine 1F receptor,16209,F,,,,,,H
2077,279,,,,"Maximum stimulation of of [35S]GTP-gamma-S, binding expressed relative to the maximal effect of 5-hydroxytryptamine 1F receptor",17085,F,,,,,,H
2078,279,,,,Compound was evaluated for the affinity at 5-hydroxytryptamine 1F receptor,14159,B,,,,,,H
2079,279,CHO,,,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 1F receptor stably expressed in CHO cells,15250,B,,,,,,H
2080,279,,,,In vitro binding affinity against human 5-hydroxytryptamine 1F receptor at a concentration of 100 (nM),3805,B,,,,,,H
2081,279,CHO,,,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT radioligand,16190,B,,,,,,H
2082,279,,,,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT radioligand,16190,B,,,,,,H
2083,279,,,,Binding affinity towards human 5-hydroxytryptamine 1F receptor,16209,B,,,,,,H
2084,279,,,,Binding affinity towards human 5-hydroxytryptamine 1F receptor was determined,16209,B,,,,,,H
2085,279,,,,Binding affinity towards human 5-hydroxytryptamine 1F receptor using [3H]-5-HT radioligand,16209,B,,,,,,H
2086,279,,,,In vitro binding affinity for human 5-hydroxytryptamine 1F receptor,6866,B,,,,,,H
2087,279,,,,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1F receptor,17085,B,,,,,,H
2088,279,,,,Binding affinity towards human recombinant 5-hydroxytryptamine 1F receptor,16312,B,,,,,,H
2089,279,,,,Binding affinity towards cloned human 5-hydroxytryptamine 1F receptor was determined,6166,B,,,,,,H
2090,279,CHO,,,Binding affinity towards 5-hydroxytryptamine 1F receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,15779,B,,,,,,H
2091,279,CHO,,,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1F receptor in CHO cells using [3H]-5-HT as the radioligand,4199,B,,,,,,H
2092,279,,,,Compound was tested for binding affinity against human 5-hydroxytryptamine 1F receptor,14875,B,,,,,,H
2093,279,CHO,,,Compound was tested for its binding affinity against 5-hydroxytryptamine 1F receptor in human cloned receptors in CHO cells using [3H]5-HT,15146,B,,,,,,H
2094,279,,,,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT as a radioligand,5213,B,,,,,,H
2095,279,CHO,,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT.,14818,B,,,,,,H
2096,279,CHO,,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",4829,B,,,,,,H
2097,279,CHO,,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",4829,B,,,,,,H
2098,279,,,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1F receptor was determined,4373,B,,,,,,H
2099,279,,,,Binding affinity for 5-hydroxytryptamine 1F receptor was determined,4373,B,,,,,,H
2100,279,,,,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1F receptor,5014,B,,,,,,H
2101,104686,,,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]-ketanserin as radioligand",11662,B,,,,,,H
2102,104686,,,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand",11662,B,,,,,,H
2103,104686,,,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",11662,B,,,,,,H
2104,12687,,,,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor,14093,B,,,,,,H
2105,104686,,,,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-HT2 receptor 1 hr after oral administration",11200,F,In vivo,,,,,H
2106,104686,,,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,11200,F,,,,,,H
2107,17005,,,,Binding affinity towards 5-hydroxytryptamine 2 receptor in calf frontal cortex,12352,B,,,,,,H
2108,22226,,Bos taurus,,"Binding affinity to 5-hydroxytryptamine 2 receptor using calf frontal cortex, [3H]- ketanserin, and spiperone for NSB",13657,B,,,9913.0,,,U
2109,22226,,Bos taurus,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex at 10e-7 M,14331,B,,,9913.0,,,U
2110,22226,,Bos taurus,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex,14331,B,,,9913.0,,,U
2111,22226,,,,Binding affinity of compound towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin (0.8 nM) ligand in frontal cortex bovine was determined,14331,B,,,,,,U
2112,104784,,Cavia porcellus,,Binding affinity for serotonin 5-hydroxytryptamine 2 receptor using [3H]ketanserin in guinea pig frontal cortex,12685,B,,,10141.0,,,H
2113,104784,,Cavia porcellus,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of guinea pig frontal cortex membranes,14389,B,,,10141.0,,,H
2114,104784,,Cavia porcellus,,Compound was tested for its binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin from guinea pig frontal cortex,14386,B,,,10141.0,,,H
2115,104784,,,,Binding affinity towards cloned human 5-hydroxytryptamine 2 receptor was determined,5732,B,,,,,,H
2116,104784,,,,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,16293,B,,,,,,H
2117,104784,,,,In vitro binding affinity of compound against neuronal 5-hydroxytryptamine 2 receptor,2078,B,,,,,,H
2118,10209,,,,Binding affinity towards 5-HT7 receptor by the displacement of [3H]-5-CT] in human recombinant receptors in mammalian cell,5486,B,,,,,,H
2119,104826,,,,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,11820,B,In vivo,,,,,H
2120,104826,,,,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,10297,B,,,,,,H
2121,104826,,,,Inhibitory activity against serotonin 5-hydroxytryptamine 2 receptor from mice.,13704,B,,,,,,H
2122,104826,,Mus musculus,,Inhibitory activity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]ketanserin in mouse cerebral cortex,10297,B,,,10090.0,,,D
2123,104826,,,,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,11820,B,In vivo,,,,,H
2124,104826,,Mus musculus,,Binding affinity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]-ketanserin in mouse cerebral cortex,10297,B,,,10090.0,,,D
2125,104826,,,,The compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2 receptor,11555,B,,,,,,H
2126,104826,,,,In vitro binding affinity for serotonin 5-hydroxytryptamine (5-HT) 2 receptors,11555,B,,,,,,H
2127,104826,,,,The compound was tested in vitro for its binding affinity towards serotonin 5-hydroxytryptamine 2 receptor; nd = no data,11555,B,,,,,,H
2128,104826,,Mus musculus,,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,10297,B,,,10090.0,,,D
2129,104784,,Sus scrofa,,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin,16688,B,,,9823.0,,,H
2130,104784,,Sus scrofa,,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin with 10 uM prazosin,16688,B,,,9823.0,,,H
2131,22226,,,,Compound was tested in vitro for its ability to compete with [3H]-ketanserin at 5-hydroxytryptamine 2 receptor in porcine brain homogenate,5333,B,,,,,,U
2132,22226,,,,In vitro for its ability to displace [3H]- ketanserin from 5-hydroxytryptamine 2 receptor in porcine brain homogenate,4437,B,,,,,,U
2133,17005,,Sus scrofa,,Ability to displace the radioligand [3H]mesulergine from pig choroid plexus 5-hydroxytryptamine 2 receptor,5033,B,,,9823.0,,,H
2134,104686,,,,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,15267,B,,,,,,H
2135,104686,,,,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,15267,B,,,,,,H
2136,104826,,,,Binding affinity against 5-hydroxytryptamine 2 receptor from rat cortical synaptosomal membrane using radioligand [3H]ketanserin.,11820,B,,,,,,H
2137,104686,,,,Evaluated for binding activity against [3H]ketanserin as radioligand for 5-hydroxytryptamine 2 receptor,9069,B,,,,,,H
2138,104686,,Rattus norvegicus,,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; ND means no data,9162,B,,,10116.0,,,D
2139,104686,,,,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein.,9162,B,,,,,,H
2140,104686,,,,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; no appreciable 5-HT2 receptor affinity,9162,B,,,,,,H
2141,104686,,,,Antagonistic activity against (5-hydroxytryptamine 2 receptor) serotonin-induced contractions in the rat jugular vein,10428,F,,,,,,H
2142,104686,,,,Binding affinity to the 5-hydroxytryptamine 2 receptor assayed by antagonism of serotonin-induced contractions in the rat jugular vein,9628,B,,,,,,H
2143,104686,,,,Binding affinity against serotonin 5-hydroxytryptamine 2 receptor,12704,B,,,,,,H
2144,104686,,Rattus norvegicus,,Percent decrease in 5-hydroxytryptamine 2 receptor binding using ketanserin,15453,B,,,10116.0,,,D
2145,104686,,,,Tested for the effect on binding at 5-hydroxytryptamine 2 receptor; No activity,188,B,,,,,,H
2146,104686,,,,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.4 nM dose of [3H]- spiperone as a radioligand.,10349,B,,,,,,H
2147,104686,,,,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.6 nM dose of [3H]- spiperone as a radioligand.,10349,B,,,,,,H
2148,104686,,,,Compound was tested for its effect on 5-hydroxytryptamine 2 receptor saturation analysis,8868,B,,,,,,H
2149,104686,,,,Concentration necessary to achieve half maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 1 uM,10025,B,,,,,,H
2150,104686,,,,"Concentration necessary to achieve half maximal inhibition of [3H]ketanserin, binds to 5-hydroxytryptamine 2 receptor at 1 uM",10025,B,,,,,,H
2151,104686,,,,Compound was tested for the inhibition of quipazine binding at 5-HT2 receptor,11702,B,,,,,,H
2152,104686,,,,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor,11702,B,,,,,,H
2153,104686,,,,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor; NT=Not tested,11702,B,,,,,,H
2154,104686,,,,Compound was tested for the inhibition of quipazine induced head twitches in rats,11702,F,,,,,,H
2155,104686,,,,Compound was tested for the inhibition of quipazine induced head twitches in rats; NT=Not tested,11702,F,,,,,,H
2156,104686,,,Hippocampus,Ability to bind at 5-hydroxytryptamine 2 receptor of rat hippocampus by displacing [3H]spiperone,10085,B,,,,,,H
2157,104686,,,Hippocampus,Ability to bind at serotonin 5-hydroxytryptamine 2 receptors of rat hippocampus by displacing [3H]spiperone,10085,B,,,,,,H
2158,104686,,Rattus norvegicus,Brain,Displacement of [3H]spiroperidol from 5-hydroxytryptamine 2 receptor in rat brain,9630,B,,,10116.0,,,D
2159,104686,,,,Ability to inhibit binding of [3H]KET to 5-hydroxytryptamine 2 receptor in rat cortex,11070,B,,,,,,H
2160,104686,,,,Ability to inhibit binding of titreated spiperone to 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,9841,B,,,,,Membranes,H
2161,104686,,,,Ability to inhibit binding of titreated spiperone to the 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,9841,B,,,,,Membranes,H
2162,104686,,,,Affinity for 5-hydroxytryptamine 2 receptor binding sites by its ability to displace [3H]spiperone from rat frontal cortex.,13291,B,,,,,,H
2163,104686,,,,Antagonistic activity against 5-hydroxytryptamine 2 receptor on rat frontal cortex membrane.,10590,F,,,,,,H
2164,104686,,Rattus norvegicus,Brain,Binding affinity against serotonin-2 receptor in rat brain using [3H]spiroperidol,9064,B,,,10116.0,,,D
2165,104686,,Rattus norvegicus,,Binding affinity at 5-hydroxytryptamine 2 receptor by the inhibition of binding to [3H]ketanserin in rat cortical membranes,12268,B,,,10116.0,,Membranes,D
2166,104686,,,Brain,Binding affinity against 5-hydroxytryptamine 2 receptor in rat brain using [3H]ketanserin as radioligand,13508,B,,,,,,H
2167,104686,,,,5-hydroxytryptamine 2 receptor antagonistic activity on the rat tail artery determined by Schild plot.,11279,F,,,,,,H
2168,104686,,,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-HT2 receptor in rat thoracic aortic strips,11200,F,,,,,,H
2169,104686,,,,In vitro antagonistic activity tested against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,11200,F,,,,,,H
2170,104686,,,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,11200,F,,,,,,H
2171,104686,,,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,11200,F,,,,,,H
2172,104686,,,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,11200,F,,,,,,H
2173,104686,,,Brain,Tested for 5-hydroxytryptamine 2 receptor binding ability by displacement of [3H]spiperone from rat brain frontal cortex synaptosomes,9231,B,,,,,,H
2174,104686,,,,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex using [3H]ketanserin as radioligand,9737,B,,,,,,H
2175,104686,,,Brain,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,9737,B,,,,,,H
2176,104686,,,,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex,9737,B,,,,,,H
2177,104686,,,,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex using [3H]ketanserin as radioligand,9737,B,,,,,,H
2178,104686,,Rattus norvegicus,,isplacement of [3H]DOB from rat cortex homogenate 5-hydroxytryptamine 2 receptor,11828,B,,,10116.0,,,D
2179,104686,,,,Binding affinity of 5-hydroxytryptamine 2 receptor using [3H]- ketanserin in rat frontal cortex,12253,B,,,,,,H
2180,104686,,,,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin in rat frontal cortex,12253,B,,,,,,H
2181,104686,,,,"5-hydroxytryptamine 2 receptor antagonistic activity at concentrations of<br>3,10 and 30 uM on the rat tail artery.",11279,F,,,,,,H
