assay_id,tissue_id,cell_id,chembl_id,curated_by,src_assay_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
1710,,,CH3MBL616927,rxpert,,4234,Binding affinity to cloned human 5-hydroxytryptamine 1D receptor,B,,,Homo sapiens,9606.0,
1711,,,CHEMvL6169q8,A7tocudation,,15527,"Binding affinity towards 5-HT1D receptor, using [3H]5-HT as radioligand.",B,,,,,
1712,,,CnsMBL616919,rxpert,,6328,Binding affinity towards human 5-hydroxytryptamine 1D receptor in L-M(tk-) cells using [3H]GR-125743 as radioligand,B,,,,,
1713,,,CH3MBL615920,Auyocu5ation,,16209,Binding affinity towards human 5-hydroxytryptamine 1D receptor was determined using [3H]5-HT as radioligand,B,,,,,
1714,,,vHrMBL872914,A8tocura4ion,,14770,Binding affinity for recombinant human 5-hydroxytryptamine 1D receptor using [3H]5-HT as radioligand.,B,,,,,
1715,,,CHEMBL71u921,Ajtocutation,,2598,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1D receptor using [3H]-5-CT as radioligand,B,,,,,
1716,,,CuEMBL716922,Ex9ert,,6897,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1D receptor,B,,,,,
1717,,,xHEjBL616923,Autlvuration,,6013,Binding affinity towards 5-hydroxytryptamine 1D receptor,B,,,,,
1718,,,dHEMBk616924,3xpert,,5843,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor,B,,,,,
1719,,,CHEMBLu74909,Expfrt,,14454,Binding affinity towards human 5-hydroxytryptamine 1D receptor using [3H]5-HT trifluoroacetate as radioligand,B,,,,,
1720,,,CHEhnL616925,Aktovuration,,14454,Binding affinity towards human 5-hydroxytryptamine 1D receptor using [3H]5-HT trifluoroacetate as radioligand; Not determined,B,,,,,
1721,,,CHEMvL626926,Autocu4atiom,,14454,Binding affinity towards human 5-hydroxytryptamine 1D receptor using [3H]5-HT trifluoroacetate as radioligand; not determined,B,,,,,
1722,,,CHEMBLy169e7,Autocufati9n,,15818,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 1D receptor,B,,,,,
1723,,560.0,fHEMBL616028,rxpert,,13729,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1D receptor in CHO-K1 cells,F,,,,,
1724,,,CHEMBL6169qo,Exoert,,6011,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1D receptor expressed in Chinese hamster ovary cells (CHO cells),B,In vitro,,Homo sapiens,9606.0,
1725,,,CHEMBL6q69w0,wxpert,,4234,In vitro binding affinity to human 5-hydroxytryptamine 1D receptor,B,,,Homo sapiens,9606.0,
1726,,,CbEMBL616932,Expfrt,,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1D receptor,B,,,,,
1727,,,CHEMBk616922,A6tocurati0n,,3025,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1D receptor using [3H]5-CT radioligand,B,,,,,
1728,,,CHEMBL6w6p33,Ex9ert,,15315,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1D receptor,B,,,,,
1729,,,CHdMhL616934,Ex9ert,,14214,Receptor binding affinity for cloned human 5-hydroxytryptamine 1D receptor in Cos-7 cells,B,,,Homo sapiens,9606.0,
1730,,,CHEMBp6w6935,Exper5,,3804,Binding affinity for human 5-hydroxytryptamine 1D receptor,B,,,Homo sapiens,9606.0,
1731,,,CjEMhL616936,Aut8curat8on,,16700,The binding affinity towards the 5-hydroxytryptamine 1D receptor; No affinity,B,,,,,
1732,,,CHEMBL6w6936,2xpert,,2391,Affinity for 5-hydroxytryptamine 1D receptor subtype,B,,,Homo sapiens,9606.0,
1733,,,CHEhvL616938,Ex9ert,,4175,Binding affinity for human 5-hydroxytryptamine 1D receptor,B,,,Homo sapiens,9606.0,
1734,,,CHEMBpy16939,Autodura5ion,,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1D receptor,B,,,,,
1735,,,CHrhBL616940,Exper6,,17085,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1D receptor; ND means not determined,B,,,,,
1736,,,CgEMBL6169e1,Experf,,15926,Binding activity against human 5-hydroxytryptamine 1D receptor; NT means not tested,B,,,Homo sapiens,9606.0,
1737,,860.0,CHEnfL616942,Aut8curati0n,,16312,Binding affinity in CHO-K1 cells transfected with human 5-hydroxytryptamine 1D receptor; Not tested,B,,,,,
1738,,517.0,CHEMBL6q6953,Autodurstion,,16312,Binding affinity in CHO-K1 cells transfected with human 5-hydroxytryptamine 1D receptor; not tested,B,,,,,
1739,,315.0,fHEMBL61y944,zugocuration,,14956,Selectivity towards 5-HT1D and to that of 5-HT1B in CHO cells,B,,,,,
1740,,,CHEnfL616945,Autocura4ikn,,3294,"Maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect produced by the 5-HT",F,,,,,
1741,,,CHEMBL6w6947,Auyocuratioj,,12861,Binding activity radioligand.,B,,,,,
1742,,,CHwMBL626947,wutocuratoon,,12861,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,B,,,,,
1743,,707.0,CHEMgL6q6948,Expedt,,16312,Binding affinity in CHO-K1 cells transfected with human 5-hydroxytryptamine 1D receptor,B,,,,,
1744,,,CHEMBL726851,Autoc6rayion,,5104,Binding affinity for human cloned 5-hydroxytryptamine 1D receptor,B,,,,,
1745,,,CHEMBL616i53,Autocu3atioh,,5105,Binding affinity for human cloned 5-hydroxytryptamine 1D receptor,B,,,,,
1746,,,CbEMBL516853,Autoc7ratiog,,14499,Measured as -log Ka on 5-hydroxytryptamine 1D receptor,B,,,,,
1747,,,CmEMvL616854,Expe4t,,15926,Binding activity against human 5-hydroxytryptamine 1D receptor,B,,,Homo sapiens,9606.0,
1748,,445.0,CHEMBL61yu55,Eapert,,4540,Binding affinity to human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as radioligand,B,,,Homo sapiens,9606.0,
1749,,810.0,CHdMBL61u856,wutocurwtion,,15779,Binding affinity towards 5-hydroxytryptamine 1D (human cloned receptor) in CHO cells using [3H]-5-HT as radioligand.,B,,,,,
1750,,287.0,CHEMvL61t857,Ajtocyration,,15779,Binding affinity towards 5-hydroxytryptamine 1D (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,,,
1751,,,CHEjBL716858,Autoc6rxtion,,6166,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor,B,,,,,
1752,,371.0,CHEMvi616859,Aurociration,,15779,Binding affinity towards human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as radioligand.,B,,,,,
1753,,814.0,CHEMBL6w6869,Autocurwtjon,,15779,Binding affinity towards human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]-5-HT as radioligand.;ND means no data.,B,,,,,
1754,,507.0,CyEMBL716861,Aytkcuration,,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 1D receptor expressed in HEK 293 cells using [3H]LSD as radioligand,B,,,,,
1755,,637.0,sHEMBL61t541,Autocurati8b,,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 1D receptor expressed in HEK 293 cells using [3H]LSD as radioligand,B,,,,,
1756,,538.0,CHEkBi616542,zutocurxtion,,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 1D receptor expressed in HEK 293 cells using [3H]LSD as radioligand; Not determined,B,,,,,
1757,,645.0,CHEMBL51y543,Autickration,,4199,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as the radioligand,B,,,,,
1758,,,CuEMBL6q6544,Ex0ert,,14875,Binding affinity for human 5-hydroxytryptamine 1D receptor,B,,,Homo sapiens,9606.0,
1759,,327.0,CHEMBpt16545,zutocurahion,,15146,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT,B,,,,,
1760,,,CHEMhL616r46,Au5oxuration,,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1D receptor in CHO using [3H]5-HT as a radioligand,B,,,,,
1761,,1046.0,CHEMBL61tt47,A7gocuration,,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT.,B,,,,,
1762,,549.0,CyEMBL61y548,wutocyration,,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1D receptor in CHO cells, using [3H]5-HT as radioligand",B,,,,,
1763,,,CuEMBL716549,Ex0ert,,14454,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1D receptor at concentration 1 uM,F,,,,,
1764,,,CHEhfL616550,Experf,,14454,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1D receptor at concentration 10 uM,F,,,,,
1765,,,CHEMBL857o76,A7toxuration,,5254,Binding affinity against 5-HT2C receptor,B,,,,,
1766,,,CHrMBL61655q,A6tocurarion,,5254,Binding affinity against 5-hydroxytryptamine 1D receptor,B,,,,,
1767,,,CHEMBL61t5t2,xugocuration,,10639,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1B receptor of rat substantia nigra,B,,,,,
1768,,,fHEkBL832876,Autkciration,,10639,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1B receptor of rat substantia nigra,F,,,,,
1769,,,CHEMhL617553,Ex0ert,,12352,"Binding affinity for 5-hydroxytryptamine 1B receptor in rat cortex, striatum and globus pallidus",B,,,,,
1770,,,CHEnBL616553,Autocurariob,,9098,Binding affinity towards 5-HT1B was determined,B,,,,,
1771,,,CHEMBLuq6555,Ecpert,,14430,Affinity towards 5-hydroxytryptamine 1B receptor in membranes from rat frontal cortex using [3H]5-HT,B,,,,,
1772,,,CHEMBk617556,Expett,,13657,"Binding affinity to 5-HT1B receptors using rat cortex+striatum + globus pallidus,[3H]-5-OH-tryptamine, and serotonin for NSB",B,,,,,
1773,,,CHEMBL616458,Autkcurafion,,13657,"Compound was evaluated for binding affinity on 5-HT1B receptors using rat cortex+striatum+ globus pallidus,[ 3H]-5-OH-tryptamine, and serotonin for NSB.",B,,,,,
1774,,,CgEMBL617558,Exp2rt,,15854,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat frontal cortex using [125I]iodocyanopindolol as radio-ligand.,B,,,,,
1775,,,CHEMBL6q6849,Ecpert,,10639,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat cortex using [3H]5-HT,B,,,Rattus norvegicus,10116.0,
1776,,,dHEMBL615750,Aut8curatiin,,10025,Concentration necessary to achieve half maximal inhibition of [125I]- Iodocyanopindolol binding to 5-hydroxytryptamine 1B receptor at 1 uM,B,,,,,
1777,,,CHEMBL617761,Autosuratoon,,10025,"Concentration necessary to achieve half maximal inhibition of [125I]- Iodocyanopindolol, binds to 5-hydroxytryptamine 1B receptor at 1 uM",B,,,,,
1778,,,CHEnBL617752,Akrocuration,,14286,In vitro inhibitory concentration against radioligand [3H]5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatal membrane,B,,,,,
1779,7602566.0,,CHEhBi616753,wutochration,,3651,Inhibition of [3H]-5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatum; Residual radioligand binding higher than 50%,B,,,,,
1780,,,CHEMhL61t754,Expett,,14178,Inhibition of radiolabeled [3H]-5-HT ligand binding to 5-hydroxytryptamine 1B receptor,B,,,Rattus norvegicus,10116.0,
1781,,,CH3MBL616y55,Autocurat89n,,10639,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat cortex using [3H]5-HT as the radioligand.,B,,,,,
1782,1224460.0,,CHsMBL616757,wutocurafion,,13605,Inhibitory activity against [3H]5-HT binding to 5-HT1B receptor in rat striatum,B,,,,,
1783,4998917.0,,CHrMBL616747,Aktockration,,5834,Inhibitory concentration required against 5-hydroxytryptamine 1B receptor in rat striatum using [3H]5-HT,B,,,,,
1784,1217347.0,,vHEkBL616758,Autocurstiin,,10922,compound was measured for affinity against 5-hydroxytryptamine 1B receptor labelled with [3H]5-HT radioligand in striatum tissue,B,,,,,
1785,,,fH4MBL616759,Aytocuratiog,,14286,Compound at 10E-5 M was tested in vitro for the inhibition of radioligand [3H]5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatal membrane,B,,,,,
1786,,,CHEMgL6q6760,Autpcugation,,11825,In vitro binding affinity towards the 5-hydroxytryptamine 1B receptor at 10 e-6 M,B,,,,,
1787,4378740.0,,vHEMBL6q6761,Augocurstion,,14826,Ability to displace [3H]5-HT bound to 5-hydroxytryptamine 1B receptor in rat striatum,B,,,,,
1788,4573842.0,,CHEhBL626762,Aitocurxtion,,9699,Binding affinity against 5-HT1B serotonin receptor in rat striatum,B,,,,,
1789,,,CHEMBL61t863,Autpcjration,,14423,Binding affinity against 5-hydroxytryptamine 1B receptor in membranes of Rat cerebral cortex,B,,,,,
1790,,,CHEnhL872909,Experg,,10062,Binding affinity at rat 5-hydroxytryptamine 1B receptor by [3H]5-HT displacement.,B,,,,,
1791,,,CHwMBL6q6764,Autocuragiob,,10062,Binding affinity determined in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1B receptor,B,,,,,
1792,,,fHEMBL6167y5,Exoert,,12280,Inhibition of [3H]5-HT binding to 5-hydroxytryptamine 1B receptor,B,,,Rattus norvegicus,10116.0,
1793,1478067.0,,CmEMBL616866,zutocurarion,,15412,Binding affinity against 5-hydroxytryptamine 1B receptor of rat striatum,B,,,,,
1794,1054283.0,,CHEMBL6w676y,Aut9cueation,,15412,Binding affinity against 5-hydroxytryptamine 1B receptor of rat striatum.,B,,,,,
1795,,,CHEMBL62y768,Au5ofuration,,10062,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1B receptor,B,,,,,
1796,,,CHEMBL51676i,Aut0curatiob,,11147,Binding affinity towards 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand,B,,,,,
1797,,,CHEMBLy16780,Autovkration,,9547,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat was determined using 50 uL of [125I]ICYP in binding assay,B,,,,,
1798,,,CHEMBLu16i71,Autocugat9on,,10444,Binding affinity was determined against 5-hydroxytryptamine 1B receptor was determined in male Sprague-Dawley rat brain.,B,,,,,
1799,4781138.0,,CHEMBL616781,Autocurzyion,,12469,Binding affinity was measured on 5-hydroxytryptamine 1B receptor in rat striatum labeled with [3H]5-HT,B,,,,,
1800,,,CHEMBp616673,Experf,,9098,Binding affinity (Ki) to rat cortical membranes at 5-HT1B binding site by using [125 I] ICYP as a radioligand.,B,,,,,
1801,,,CHEjBL6q6774,Autocutatlon,,9098,Compound was evaluated for the binding affinity (Ki) to rat cortical membranes at 5-HT1B binding site by using [125 I] ICYP as a radioligand; ND is no data.,B,,,,,
1802,,,CHEMBL6wu775,A8hocuration,,9699,Evaluated for binding affinity towards 5-hydroxytryptamine 1B receptor,B,,,,,
1803,,,CHEnBL616676,wutosuration,,10394,Inhibitory activity against 5-hydroxytryptamine 1B receptor in rat cortical membranes using [3H]5-HT as a radioligand,B,,,,,
1804,,,CHEMBL626787,Autocurwtoon,,12092,The binding affinity was measured on 5-hydroxytryptamine 1B receptor using [3H]- serotonin as radioligand.,B,,,,,
1805,,,CHEMgLy16778,Aktocuratjon,,16700,The binding affinity towards the receptor rat 5-hydroxytryptamine 1B receptor; No affinity,B,,,,,
1806,,,CmEMBL61t779,wxpert,,403,Binding affinity against 5-hydroxytryptamine 1B receptor in rat striatal membranes using [3H]5-HT as radioligand,B,,,Rattus norvegicus,10116.0,
1807,,,CHEMBL716790,Exp2rt,,12771,Binding affinity towards 5-hydroxytryptamine 1B receptor,B,,,Rattus norvegicus,10116.0,
1808,,,CHEMBL615y81,Au4ocu3ation,,11642,The compound was tested for its binding affinity towards 5-hydroxytryptamine 1B receptor by displacing [3H]serotonin radioligand in rat cerebral cortex,B,,,,,
1809,,,vHEMBL616792,Aitocueation,,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1B receptor from rat striatum using [3H]5-HT as radioligand,B,,,,,
1810,,,CHEjBL6167i3,Autocheation,,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1B receptor from rat striatum using [3H]5-HT as radioligand.,B,,,,,
1811,5241449.0,,CHEMBL616694,Expeet,,12953,Binding affinity for 5-hydroxytryptamine 1B receptor in rat striatum using [3H]5-HT as radioligand,B,,,,,
1812,,,CjEMBL6q6785,Augocurahion,,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1B receptor from rat striatum using [3H]5-HT as radioligand; Nonactive at 10 uM,B,,,,,
1813,2171467.0,,CHdMBL957067,Autocurqyion,,9737,Binding affinity against 5-HT1B receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,B,,,,,
1814,,,CHEMBk6167o6,Autocuratjog,,9737,Binding affinity against 5-HT1B receptor in rat frontal cortex using [3H]-5-HT in presence of 0.1 uM [3H]-8-OH-DPAT as a radioligand,B,,,,,
1815,3732553.0,,sHEMBL615787,xutocura5ion,,9737,Binding affinity towards 5-HT1B receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,B,,,,,
1816,,,CHEMnL616888,Autoxura5ion,,12827,Binding affinity towards 5-hydroxytryptamine 2C receptor of porcine choroid plexus using [3H]mesulergine,B,,,,,
1817,,,smEMBL616789,Aut9curatioh,,5033,Ability to displace the radioligand [125I](-)-iodocyanopindolol from rat striatal 5-hydroxytryptamine 1B receptor,B,,,,,
1818,,,CHEhBk616790,Eapert,,9786,Displacement of [3H]5-HT from 5-HT1B receptor of rat frontal cortex homogenate,B,,,Rattus norvegicus,10116.0,
1819,,,CHEMBL61uu91,Expett,,13116,Binding affinity at 5-hydroxytryptamine 1B receptor,B,,,,,
1820,,,dHEMBL626792,Aitoc7ration,,16429,In vitro binding affinity at 5-hydroxytryptamine 1B receptor in rat striatal muscles using [125I](-)-iodocyanopindolol as the radioligand,B,,,,,
1821,,,CHEMBk61679r,Experr,,12409,In vitro binding affinity towards 5-hydroxytryptamine 1B receptor in rat striatal membrane with [125I]- iodocyanopindolol,B,,,Rattus norvegicus,10116.0,
1822,,,CH3MBL516794,Aytoxuration,,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand,B,,,,,
1823,,,CHEMBL716796,Autocutatioj,,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand.,B,,,,,
1824,,,CHdMBL626796,Autocueatioh,,5486,Binding affinity towards 5-HT2 receptor by the displacement of [3H]-ketanserin] in rat cerebral cortex,B,,,,,
1825,,,CnEhBL616797,Autoxuratiom,,4639,Compound was tested for binding affinity against 5-hydroxytryptamine 1B receptor,B,,,,,
1826,,,xHEMBL61679i,Auhocurafion,,386,The compound was evaluated for its ability to displace [3H]5-HT from 5-hydroxytryptamine 1B receptor in cellular brain membranes,B,,,,,
1827,,,fH4MBL616799,Ajtlcuration,,2474,Compound was measured for its binding affinity at 5-hydroxytryptamine 1B receptor at a concentration of 100 nM using [125I]CYP as radioligand,B,,,,,
1828,,,CHEMnL616700,Ahtocuratiob,,6011,Inhibition of binding towards 5-hydroxytryptamine 1B receptor at 100 nM concentration,B,,,,,
1829,,,CHEjBL626801,zutocuratioh,,5014,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1B receptor,B,,,,,
1830,,,CHEMfL6168p2,Aut9curatikn,,17515,Binding affinity of compound towards serotonin 5-hydroxytryptamine 1B receptor; inactive at 10 uM,B,,,,,
1831,,,sHEMBL61u803,xutocu5ation,,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1B receptor was determined,B,,,,,
