assays_assay_id,assays_assay_subcellular_fraction,assays_assay_test_type,assays_assay_tissue,assays_assay_type,assays_assay_cell_type,assays_cell_id,assays_assay_category,assays_description,assays_relationship_type,assays_assay_strain,assays_src_id,assays_src_assay_id,assays_chembl_id,assays_bao_format,assays_tissue_id,assays_variant_id
4165,,,,B,,,,"Inhibitory activity against intact rat PMNL, LTB4 5-lipoxygenase was evaluated",H,,1,,CHEMBL619232,BAO_0000357,,
4166,,,,B,,,,Inhibitory activity against rat 5-lipoxygenase by using continuous oxygen consumption assay.,H,,1,,CHEMBL619233,BAO_0000357,,
4167,,,,B,,,,Inhibitory activity against rat basophilic leukemia cell 5-lipoxygenase,H,,1,,CHEMBL619234,BAO_0000357,,
4168,,,,B,,,,Inhibitory activity against rat basophilic leukemia cell 5-lipoxygenase (5-LO),H,,1,,CHEMBL619235,BAO_0000357,,
4169,,,,B,,,,"Inhibitory activity against 5-lipoxygenase in rat neutrophils as inhibition of A 23,187-induced LTB4 production",D,,1,,CHEMBL619236,BAO_0000019,,
4170,,,,B,RBL-1,702.0,,Inhibitory concentration against 5-lipoxygenase in rat RBL-1 cells,H,,1,,CHEMBL619237,BAO_0000219,,
4171,,,,B,,,,Inhibitory concentration to inhibit 5-lipoxygenase in the rat,H,,1,,CHEMBL619238,BAO_0000357,,
4172,,,,B,,,,In vitro inhibition of rat polymorphonuclear leukocyte 5-lipoxygenase,H,,1,,CHEMBL619239,BAO_0000357,,
4173,,,,B,,,,Tested for inhibition of 5-HPETE production by rat 5-LO; value ranges from 16-36 nM,H,,1,,CHEMBL619240,BAO_0000357,,
4174,,,,B,,,,Tested for inhibition of 5-LO by measuring the reduction of leukotriene B4 (LTB4) in intact basophilic rat leukemia cells,H,,1,,CHEMBL875417,BAO_0000019,,
4175,,,,B,RBL-1,702.0,,Tested for inhibition of 5-Lipoxygenase (ARBL) in calcium-stimulated rat basophilic leukemia cells(RBL-1),H,,1,,CHEMBL619241,BAO_0000219,,
4176,,,,F,,,,Inhibition of 5-lipoxygenase measured by the reduction of leukotriene B4 (LTB4) in intact basophilic rat leukemia cells,H,,1,,CHEMBL619242,BAO_0000019,,
4177,,,,B,RBL-1,702.0,,Tested for inhibitory activity against 5-lipoxygenase in microsome of RBL-1 cells,H,,1,,CHEMBL883796,BAO_0000219,,
4178,,,,B,,,,Tested for its inhibitory activity against 5-lipoxygenase,H,,1,,CHEMBL619243,BAO_0000357,,
4179,,,,B,,,,Tested for its inhibitory activity against 5-lipoxygenase; Not determined,H,,1,,CHEMBL619244,BAO_0000357,,
4180,,,,B,,,,"Iin vitro inhibition of 5-lipoxygenase activity in rat basophil leukemia type 1(RBL1) cell homogenates, (reduction of [14C]-5-HETE formation)",H,,1,,CHEMBL619245,BAO_0000019,,
4181,,,,B,,,,In vitro test for inhibition of 5-lipoxygenase in cell-free preparations from rat PMN leukocytes,H,,1,,CHEMBL619246,BAO_0000019,,
4182,,,,B,RBL-1,702.0,,In vitro inhibition of 5-lipoxygenase activity in RBL-1 cells.,H,,1,,CHEMBL619984,BAO_0000219,,
4183,,,,B,RBL-1,702.0,,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells; No significant inhibitory activity up to 30 uM,H,,1,,CHEMBL619985,BAO_0000219,,
4184,,,,B,RBL-1,702.0,,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells.,H,,1,,CHEMBL619986,BAO_0000219,,
4185,,,,B,RBL-1,702.0,,In vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells.,H,,1,,CHEMBL619987,BAO_0000219,,
4186,,,,B,,,,The compound was tested for inhibitory activity against 5-lipoxygenase in mouse,H,,1,,CHEMBL619988,BAO_0000218,,
4187,,,,B,RBL-1,702.0,,The compound was tested for inhibitory activity against 5-lipoxygenase in rat RBL-1,H,,1,,CHEMBL619989,BAO_0000219,,
4188,,,,B,RBL-1,702.0,,The compound was tested for inhibitory activity against 5-lipoxygenase in rat RBL-1 cells,H,,1,,CHEMBL619990,BAO_0000219,,
4189,,,,B,,,,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS],H,,1,,CHEMBL619991,BAO_0000219,,
4190,,,,B,,,,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] (in vitro),H,,1,,CHEMBL619992,BAO_0000219,,
4191,,In vivo,,B,,,,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] (in vivo),H,,1,,CHEMBL619993,BAO_0000218,,
4192,,,,F,RBL-2H3,663.0,,The compound was tested for inhibitory activity against 5-lipoxygenase translocation inhibitor in RBL-2H3 cells,H,,1,,CHEMBL619994,BAO_0000219,,
4193,,,,F,RBL-2H3,663.0,,The compound was tested for inhibitory activity against 5-lipoxygenase translocation inhibitor in rat RBL-2H3 cells,H,,1,,CHEMBL619995,BAO_0000219,,
4194,,,,B,,,,The compound was tested for inhibitory activity against 5-lipoxygenase using rat polymorphonuclear leukocytes[PMNS],H,,1,,CHEMBL619996,BAO_0000019,,
4195,,,,B,,,,The compound was tested for its inhibitory activity against arachidonic acid in rat 5-lipoxygenase,H,,1,,CHEMBL619997,BAO_0000019,,
4196,,,,B,,,,Tested for its inhibitory activity against arachidonic acid in rat 5-lipoxygenase.,H,,1,,CHEMBL619998,BAO_0000019,,
4197,,,,B,,,,In vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells,H,,1,,CHEMBL619999,BAO_0000019,,
4198,,,,B,,,,The compound was tested for the in vitro inhibition of 5-lipoxygenase from the 20000 g supernatant of RBI-1 cells,H,,1,,CHEMBL620000,BAO_0000019,,
4199,,,,B,RBL-1,702.0,,The compound was tested for the inhibition of 5-lipoxygenase (5-lo) in homogenized rat basophilic leukemia (RBL-1) cells,H,,1,,CHEMBL620001,BAO_0000219,,
4200,,,,B,,,,Inhibition of 5-lipoxygenase (5-lo) in intact rat polymorphonuclear leukocyte RPMNL,D,,1,,CHEMBL620002,BAO_0000357,,
4201,,,,B,RBL-1,702.0,,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells,H,,1,,CHEMBL620003,BAO_0000219,,
4202,,,,F,RBL-1,702.0,,Inhibition of 5-lipoxygenase on rat basophil leukemia cell line lysate (RBL-1 2H3 subline) by measuring 5-HETE production,H,,1,,CHEMBL620004,BAO_0000219,,
4203,,,,B,,,,Compound was evaluated for the inhibition of 5-lipoxygenase,H,,1,,CHEMBL874063,BAO_0000357,,
4204,,,,B,RBL-1,702.0,,Ability to inhibit 5-lipoxygenase by using a crude preparation of the cytosolic enzyme from the rat basophilic leukemia (RBL-1) cell line at a concentration of 25 uM,H,,1,,CHEMBL620005,BAO_0000219,,
4205,,,,B,RBL-1,702.0,,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase) at 10 uM concentration in intact RBL-1 cell line assay,H,,1,,CHEMBL620006,BAO_0000219,,
4206,,,,B,RBL-1,702.0,,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase) at 10 uM concentration in intact RBL-1 cell line assay; Less than 5% inhibition at 10 uM reported as not active,H,,1,,CHEMBL620007,BAO_0000219,,
4207,,,,B,RBL-1,702.0,,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 10 uM,H,,1,,CHEMBL620008,BAO_0000219,,
4208,,,,B,RBL-1,702.0,,Inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 100 uM,D,,1,,CHEMBL620009,BAO_0000219,,
4209,,,,B,RBL-1,702.0,,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 100 uM; NS = no significant activity,H,,1,,CHEMBL620010,BAO_0000219,,
4210,,,,B,RBL-1,702.0,,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 30 uM,H,,1,,CHEMBL620011,BAO_0000219,,
4211,,,,B,RBL-1,702.0,,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 300 uM,H,,1,,CHEMBL620677,BAO_0000219,,
4212,,,,B,RBL-1,702.0,,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 33 uM,H,,1,,CHEMBL620678,BAO_0000219,,
4213,,,,B,RBL-1,702.0,,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 40 uM,H,,1,,CHEMBL620679,BAO_0000219,,
4214,,,,B,RBL-1,702.0,,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 75 uM,H,,1,,CHEMBL620680,BAO_0000219,,
4215,,,,B,,,,Inhibitory activity against 5-lipoxygenase at 10 uM,D,,1,,CHEMBL620838,BAO_0000357,,
4216,,,,B,,,,In vitro inhibition of 5-lipoxygenase; NS means no significant inhibition,H,,1,,CHEMBL620839,BAO_0000357,,
4217,,,,B,,,,In vitro inhibition of rat polymorphonuclear leukocyte (PMN) 5-Lipoxygenase at 10 uM,H,,1,,CHEMBL620840,BAO_0000357,,
4218,,,,B,RBL-1,702.0,,Inhibitory activity against 5-lipoxygenase enzyme from RBL-1 cells at 20 uM,H,,1,,CHEMBL620841,BAO_0000219,,
4219,,,,B,RBL-1,702.0,,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determined at 100 uM,H,,1,,CHEMBL620842,BAO_0000219,,
4220,,,,B,RBL-1,702.0,,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determined at 10e-4 M,H,,1,,CHEMBL620843,BAO_0000219,,
4221,,,,B,RBL-1,702.0,,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determinedb at 100 uM,H,,1,,CHEMBL620844,BAO_0000219,,
4222,,,,B,RBL-1,702.0,,In vitro inhibition of RBL-1 5-lipoxygenase at 20 uM,H,,1,,CHEMBL620845,BAO_0000219,,
4223,,,,B,,,,In vitro inhibitory activity against 5-Lipoxygenase from rat basophilic leukemia cells at 30 uM concentration,H,,1,,CHEMBL620846,BAO_0000019,,
4224,,,,B,,,,In vitro inhibitory activity against 5-lipoxygenase was determined at 16 uM,H,,1,,CHEMBL873951,BAO_0000357,,
4225,,,,B,,,,In vitro inhibitory activity against 5-lipoxygenase was determined at 16 uM,H,,1,,CHEMBL620847,BAO_0000357,,
4226,,,,B,RBL-1,702.0,,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 10 uM concentration,H,,1,,CHEMBL620848,BAO_0000219,,
4227,,,,B,RBL-1,702.0,,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1) at 10 uM,H,,1,,CHEMBL620849,BAO_0000219,,
4228,,,,B,RBL-1,702.0,,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at 40 uM concentration,H,,1,,CHEMBL620850,BAO_0000219,,
4229,,,,B,RBL-1,702.0,,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at a concentration 40 uM,H,,1,,CHEMBL620851,BAO_0000219,,
4230,,,,B,RBL-1,702.0,,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at a concentration 40 uM.,H,,1,,CHEMBL620852,BAO_0000219,,
4231,,,,B,RBL-1,702.0,,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,H,,1,,CHEMBL875098,BAO_0000219,,
4232,,,,B,RBL-1,702.0,,Inhibition of 5-lipoxygenase of rat basophilic leukemia cells at 30 uM,D,,1,,CHEMBL620853,BAO_0000219,,
4233,,,,B,,,,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells at 30 uM concentration; NT=Not tested,H,,1,,CHEMBL620854,BAO_0000019,,
4234,,,,B,RBL-1,702.0,,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1) at 10 uM,H,,1,,CHEMBL620855,BAO_0000219,,
4235,,,,B,RBL-1,702.0,,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1)at 10 uM,H,,1,,CHEMBL839884,BAO_0000219,,
4236,,,,B,RBL-1,702.0,,Inhibitory activity at 10 uM against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,H,,1,,CHEMBL620856,BAO_0000219,,
4237,,,,B,RBL-1,702.0,,Inhibitory activity at 1 uM against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,H,,1,,CHEMBL620857,BAO_0000219,,
4238,,,,B,,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 1 uM,H,,1,,CHEMBL620858,BAO_0000019,,
4239,,,,B,,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 10 uM,H,,1,,CHEMBL620859,BAO_0000019,,
4240,,,,B,,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 1 uM,H,,1,,CHEMBL620860,BAO_0000019,,
4241,,,,B,,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 3 uM,H,,1,,CHEMBL620861,BAO_0000019,,
4242,,,,B,,,,Percent inhibition of rat neutrophil 5-lipoxygenase (5-LO),H,,1,,CHEMBL620862,BAO_0000357,,
4243,,,,B,,,,Percent inhibition of rat neutrophil 5- Lipoxygenase (5-LO) at 100 uM,H,,1,,CHEMBL620863,BAO_0000357,,
4244,,,,B,,,,Tested in vitro for the inhibition of 5-lipoxygenase in cell-free preparations from rat PMN leukocytes,H,,1,,CHEMBL620864,BAO_0000019,,
4245,,,,B,RBL-1,702.0,,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 100 uM,H,,1,,CHEMBL620865,BAO_0000219,,
4246,,,,B,RBL-1,702.0,,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 30 uM,H,,1,,CHEMBL620866,BAO_0000219,,
4247,,,,B,RBL-2H3,663.0,,The compound was tested for inhibition of 5-lipoxygenase in rat RBL-2H3 cells,H,,1,,CHEMBL620867,BAO_0000219,,
4248,,,,B,RBL-2H3,663.0,,The compound was tested for inhibition of 5-lipoxygenase translocation in SAR in rat RBL-2H3 cells,H,,1,,CHEMBL620868,BAO_0000219,,
4249,,,,F,RBL-2H3,663.0,,The compound was tested for inhibition of 5-lipoxygenase translocation in SAR in rat RBL-2H3 cells,H,,1,,CHEMBL620869,BAO_0000219,,
4250,,,,F,,,,The compound was tested for inhibition of LTB4 synthesis on isolated 5-lipoxygenase,H,,1,,CHEMBL873952,BAO_0000019,,
4251,,,,B,,,,The compound was tested for inhibition of isolated 5-lipoxygenase,H,,1,,CHEMBL875099,BAO_0000357,,
4252,,,,F,RBL-2H3,663.0,,The compound was tested for inhibition of isolated 5-lipoxygenase translocation into rat RBL-2H3 cells,H,,1,,CHEMBL620870,BAO_0000219,,
4253,,,,B,,,,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells at a concentration of 30 uM,H,,1,,CHEMBL618261,BAO_0000019,,
4254,,,,B,,,,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells at a concentration of 32 uM,H,,1,,CHEMBL618262,BAO_0000019,,
4255,,,,B,,,,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells measured at a concentration of 30 uM,H,,1,,CHEMBL619428,BAO_0000019,,
4256,,,,B,,,,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells; NS indicates nonsignificant inhibition at 32 uM concentration,H,,1,,CHEMBL619429,BAO_0000019,,
4257,,,,B,,,,The compound was tested for the in vitro inhibition of 5-lipoxygenase from the 20000 g supernatant of RBI-1 cells; NS indicates nonsignificant inhibition at 32 uM concentration,H,,1,,CHEMBL619430,BAO_0000019,,
4258,,,,B,RBL-1,702.0,,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells at 1.0 uM,H,,1,,CHEMBL620017,BAO_0000219,,
4259,,,,B,RBL-1,702.0,,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells at 10 uM,H,,1,,CHEMBL620018,BAO_0000219,,
4260,,,,F,RBL-1,702.0,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.1 uM,H,,1,,CHEMBL620019,BAO_0000219,,
4261,,,,F,RBL-1,702.0,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.195 uM,H,,1,,CHEMBL620020,BAO_0000219,,
4262,,,,F,RBL-1,702.0,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.2 at uM,H,,1,,CHEMBL620021,BAO_0000219,,
4263,,,,F,RBL-1,702.0,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.25 uM,H,,1,,CHEMBL620022,BAO_0000219,,
4264,,,,F,RBL-1,702.0,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.39,H,,1,,CHEMBL620023,BAO_0000219,,
4265,,,,F,RBL-1,702.0,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.39 uM,H,,1,,CHEMBL620024,BAO_0000219,,
4266,,,,F,RBL-1,702.0,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by measuring 5-HETE production at 0.195 uM,H,,1,,CHEMBL620025,BAO_0000219,,
4267,,,,F,RBL-1,702.0,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by measuring 5-HETE production at 0.2 uM,H,,1,,CHEMBL620026,BAO_0000219,,
4268,,,,F,RBL-1,702.0,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by measuring 5-HETE production at 0.39 uM,H,,1,,CHEMBL620027,BAO_0000219,,
4269,,,,F,,,,Inhibition of 5-lipoxygenase on rat basophil leukemia cell (RBL-2H3) lysate as 5-HETE production at 32 uM,D,,1,,CHEMBL620028,BAO_0000019,,
4270,,,,B,,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase,H,,1,,CHEMBL620029,BAO_0000357,,
4271,,,,B,,,,Compound was tested for the percent of inhibition against 5-LO at 10 uM,H,,1,,CHEMBL620030,BAO_0000357,,
4272,,,,B,RBL-1,702.0,,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 1 uM concentration,H,,1,,CHEMBL875415,BAO_0000219,,
4273,,,,B,RBL-1,702.0,,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 10 uM concentration,H,,1,,CHEMBL618256,BAO_0000219,,
4274,,,,B,RBL-1,702.0,,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line,H,,1,,CHEMBL618257,BAO_0000219,,
4275,,,,B,RBL-1,702.0,,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line at 10 uM,H,,1,,CHEMBL618258,BAO_0000219,,
4276,,,,B,RBL-1,702.0,,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line at 16 uM,H,,1,,CHEMBL618259,BAO_0000219,,
4277,,,,B,,,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 10 uM,H,,1,,CHEMBL618260,BAO_0000019,,
4278,,,,B,RBL-1,702.0,,Percent inhibition against RBL-1 5-LO in vitro at 10 uM,H,,1,,CHEMBL618215,BAO_0000219,,
4279,,,,B,RBL-1,702.0,,Percent inhibition against RBL-1 5-LO in vitro at 100 uM,H,,1,,CHEMBL618390,BAO_0000219,,
4280,,,,B,RBL-1,702.0,,Percent inhibition against RBL-1 5-LO in vitro at 30 uM,H,,1,,CHEMBL618391,BAO_0000219,,
4281,,,,B,RBL-1,702.0,,Percent inhibition against RBL-1 5-LO in vitro at 300 uM,H,,1,,CHEMBL618392,BAO_0000219,,
4282,,,,B,RBL-1,702.0,,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 20 uM,H,,1,,CHEMBL618393,BAO_0000219,,
4283,,,,B,,,,The compound was tested for inhibition against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] at 10 uM concentration,H,,1,,CHEMBL618394,BAO_0000219,,
4284,,,,B,RBL-1,702.0,,In vitro inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells(RBL-1),H,,1,,CHEMBL618395,BAO_0000219,,
4285,,,,B,RBL-1,702.0,,In vitro inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells(RBL-1),D,,1,,CHEMBL618396,BAO_0000219,,
4286,,,,B,RBL-1,702.0,,Logarithmic value of inhibitory concentration against 5-lipoxygenase in rat basophilic leukemia cells (RBL-1),D,,1,,CHEMBL858253,BAO_0000219,,
4287,,,,B,,,,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells,D,,1,,CHEMBL618397,BAO_0000019,,
4288,,,,B,,,,Compound was tested for the percent of inhibition against soybean 15-LO (at 100 uM),H,,1,,CHEMBL618398,BAO_0000357,,
4289,,,,B,,,,"Inhibitory activity against 5-lipoxygenase, by using soybean lipoxygenase spectrophotometric assay",U,,1,,CHEMBL618399,BAO_0000019,,
4290,,,,B,,,,In vitro inhibition of 5-Lipoxygenase; Inactive.,H,,1,,CHEMBL618400,BAO_0000357,,
4291,,,,B,,,,Inhibitory concentration against 5-lipoxygenase was determined; No inhibition,H,,1,,CHEMBL618401,BAO_0000357,,
