rental_duration,language,film_id,replacement_cost,rating,description,rental_rate,release_year,original_language_id,title,length
3,English,917,24.99,R,A Boring Drama of a Man And a Forensic Psychologist who must Face a Frisbee in Ancient India,2.99,2006,,TUXEDO MILE,152
4,English,918,23.99,PG,A Touching Display of a Frisbee And a Boat who must Kill a Girl in A MySQL Convention,4.99,2006,,TWISTED PIRATES,152
3,English,919,17.99,G,A Emotional Display of a Husband And a A Shark who must Succumb a Madman in A Manhattan Penthouse,4.99,2006,,TYCOON GATHERING,82
3,English,920,16.99,G,A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia,0.99,2006,,UNBREAKABLE KARATE,62
7,English,921,29.99,PG-13,A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat,2.99,2006,,UNCUT SUICIDES,172
7,English,922,22.99,PG-13,A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park,4.99,2006,,UNDEFEATED DALMATIONS,107
7,English,923,12.99,R,A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans,2.99,2006,,UNFAITHFUL KILL,78
7,English,924,15.99,PG,A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory,0.99,2006,,UNFORGIVEN ZOOLANDER,129
3,English,925,27.99,R,A Fast-Paced Reflection of a Cat And a Mad Cow who must Fight a Car in The Sahara Desert,0.99,2006,,UNITED PILOT,164
5,English,926,11.99,NC-17,A Amazing Documentary of a Woman And a Astronaut who must Outrace a Teacher in An Abandoned Fun House,2.99,2006,,UNTOUCHABLES SUNRISE,120
6,English,927,16.99,NC-17,A Fanciful Reflection of a Boy And a Butler who must Pursue a Woman in Berlin,2.99,2006,,UPRISING UPTOWN,174
5,English,928,16.99,PG,A Fateful Documentary of a Dog And a Hunter who must Pursue a Teacher in An Abandoned Amusement Park,2.99,2006,,UPTOWN YOUNG,84
5,English,929,21.99,PG-13,A Touching Display of a Explorer And a Lumberjack who must Fight a Forensic Psychologist in A Shark Tank,4.99,2006,,USUAL UNTOUCHABLES,128
4,English,930,23.99,R,A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia,2.99,2006,,VACATION BOONDOCK,145
7,English,931,9.99,PG-13,A Thrilling Display of a Husband And a Butler who must Reach a Pastry Chef in California,0.99,2006,,VALENTINE VANISHING,48
3,English,932,21.99,G,A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin,0.99,2006,,VALLEY PACKER,73
4,English,933,11.99,NC-17,A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention,4.99,2006,,VAMPIRE WHALE,126
7,English,934,20.99,NC-17,A Fast-Paced Saga of a Girl And a Forensic Psychologist who must Redeem a Girl in Nigeria,4.99,2006,,VANILLA DAY,122
5,English,935,17.99,R,A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California,0.99,2006,,VANISHED GARDEN,142
3,English,936,21.99,NC-17,A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention,2.99,2006,,VANISHING ROCKY,123
7,English,937,14.99,NC-17,A Action-Packed Character Study of a Astronaut And a Explorer who must Reach a Monkey in A MySQL Convention,2.99,2006,,VARSITY TRIP,85
3,English,938,14.99,R,A Lacklusture Tale of a Pastry Chef And a Technical Writer who must Confront a Crocodile in An Abandoned Amusement Park,4.99,2006,,VELVET TERMINATOR,173
4,English,939,17.99,R,A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan,2.99,2006,,VERTIGO NORTHWEST,90
6,English,940,19.99,PG-13,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,0.99,2006,,VICTORY ACADEMY,64
4,English,941,10.99,NC-17,A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia,4.99,2006,,VIDEOTAPE ARSENIC,145
7,English,942,27.99,PG-13,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,0.99,2006,,VIETNAM SMOOCHY,174
4,English,943,27.99,PG-13,A Boring Yarn of a Pioneer And a Feminist who must Redeem a Cat in An Abandoned Amusement Park,4.99,2006,,VILLAIN DESPERATE,76
6,English,944,29.99,PG-13,A Awe-Inspiring Documentary of a Robot And a Mad Scientist who must Reach a Database Administrator in A Shark Tank,4.99,2006,,VIRGIN DAISY,179
5,English,945,22.99,R,A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin,0.99,2006,,VIRGINIAN PLUTO,164
3,English,946,14.99,NC-17,A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,4.99,2006,,VIRTUAL SPOILERS,144
5,English,947,16.99,PG-13,A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank,0.99,2006,,VISION TORQUE,59
6,English,948,22.99,PG-13,A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse,0.99,2006,,VOICE PEACH,139
6,English,949,27.99,NC-17,A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback,0.99,2006,,VOLCANO TEXAS,157
7,English,950,12.99,PG,A Boring Tale of a Dog And a Woman who must Meet a Dentist in California,4.99,2006,,VOLUME HOUSE,132
6,English,951,28.99,PG-13,A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft,0.99,2006,,VOYAGE LEGALLY,78
7,English,952,17.99,PG,A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse,2.99,2006,,WAGON JAWS,152
3,English,953,9.99,PG-13,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,0.99,2006,,WAIT CIDER,112
7,English,954,18.99,G,A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin,4.99,2006,,WAKE JAWS,73
7,English,955,19.99,PG,A Insightful Panorama of a Teacher And a Teacher who must Overcome a Mad Cow in An Abandoned Fun House,4.99,2006,,WALLS ARTIST,135
7,English,956,23.99,PG-13,A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback,4.99,2006,,WANDA CHAMBER,107
7,English,957,26.99,G,A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies,4.99,2006,,WAR NOTTING,80
6,English,958,19.99,G,A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India,2.99,2006,,WARDROBE PHANTOM,178
6,English,959,10.99,G,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,2.99,2006,,WARLOCK WEREWOLF,83
5,English,960,15.99,G,A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert,2.99,2006,,WARS PLUTO,128
7,English,961,22.99,R,A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China,4.99,2006,,WASH HEAVENLY,161
7,English,962,18.99,PG,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,2.99,2006,,WASTELAND DIVINE,85
5,English,963,12.99,PG,A Fast-Paced Yarn of a Dog And a Frisbee who must Conquer a Hunter in Nigeria,0.99,2006,,WATCH TRACY,78
4,English,964,17.99,G,A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria,4.99,2006,,WATERFRONT DELIVERANCE,61
6,English,965,28.99,G,A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia,0.99,2006,,WATERSHIP FRONTIER,112
3,English,966,14.99,PG,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,0.99,2006,,WEDDING APOLLO,70
5,English,967,26.99,R,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,2.99,2006,,WEEKEND PERSONAL,134
6,English,968,19.99,G,A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery,4.99,2006,,WEREWOLF LOLA,79
4,English,969,29.99,G,A Intrepid Drama of a Butler And a Lumberjack who must Challenge a Database Administrator in A Manhattan Penthouse,4.99,2006,,WEST LION,159
7,English,970,11.99,NC-17,A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China,0.99,2006,,WESTWARD SEABISCUIT,52
4,English,971,11.99,PG-13,A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention,4.99,2006,,WHALE BIKINI,109
4,English,972,24.99,PG-13,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,4.99,2006,,WHISPERER GIANT,59
3,English,973,27.99,NC-17,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,4.99,2006,,WIFE TURN,183
4,English,974,24.99,R,A Beautiful Story of a Monkey And a Sumo Wrestler who must Conquer a A Shark in A MySQL Convention,0.99,2006,,WILD APOLLO,181
6,English,975,22.99,R,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse,2.99,2006,,WILLOW TRACY,137
6,English,976,12.99,R,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,0.99,2006,,WIND PHANTOM,111
3,English,977,25.99,R,A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery,2.99,2006,,WINDOW SIDE,85
3,English,978,12.99,R,A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station,0.99,2006,,WISDOM WORKER,98
6,English,979,10.99,NC-17,A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria,4.99,2006,,WITCHES PANIC,100
4,English,980,12.99,PG,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,4.99,2006,,WIZARD COLDBLOODED,75
7,English,981,13.99,NC-17,A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse,0.99,2006,,WOLVES DESIRE,55
4,English,982,23.99,R,A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia,0.99,2006,,WOMEN DORADO,126
7,English,983,18.99,PG,A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat,2.99,2006,,WON DARES,105
3,English,984,20.99,NC-17,A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat,2.99,2006,,WONDERFUL DROP,126
4,English,985,19.99,PG,A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station,4.99,2006,,WONDERLAND CHRISTMAS,111
6,English,986,24.99,NC-17,A Brilliant Saga of a Boat And a Mad Scientist who must Meet a Moose in Ancient India,2.99,2006,,WONKA SEA,85
3,English,987,13.99,PG,A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention,2.99,2006,,WORDS HUNTER,116
7,English,988,26.99,R,A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station,2.99,2006,,WORKER TARZAN,139
4,English,989,22.99,R,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,4.99,2006,,WORKING MICROCOSMOS,74
3,English,990,13.99,PG-13,A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park,0.99,2006,,WORLD LEATHERNECKS,171
4,English,991,26.99,PG,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,2.99,2006,,WORST BANGER,185
5,English,992,17.99,NC-17,A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery,0.99,2006,,WRATH MILE,176
6,English,993,10.99,PG-13,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,2.99,2006,,WRONG BEHAVIOR,178
6,English,994,29.99,PG-13,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,4.99,2006,,WYOMING STORM,100
5,English,995,11.99,R,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,4.99,2006,,YENTL IDAHO,86
6,English,996,9.99,G,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,0.99,2006,,YOUNG LANGUAGE,183
6,English,998,10.99,NC-17,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,0.99,2006,,ZHIVAGO CORE,105
5,English,999,28.99,R,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,2.99,2006,,ZOOLANDER FICTION,101
3,English,1000,18.99,NC-17,A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery,4.99,2006,,ZORRO ARK,50
