assay_id,assay_subcellular_fraction,assay_tissue,tid,confidence_score,curated_by,assay_organism,tissue_id,relationship_type,assay_type,assay_tax_id,assay_cell_type,variant_id,src_assay_id,cell_id,chembl_id,doc_id,description,assay_test_type
2362,,,104686,4,Aitoxuration,,,H,B,,,,,,CHEMBk717436,1344,Compound was evaluated for its binding affinity to 5-hydroxytryptamine 2 receptor in rat cortex using [3H]ketanserin radioligand assay,
2363,,Shriatum,104686,5,Autocurzgion,Rattusgorvshicus,1658135.0,D,B,21154.0,,,,,CyEMBi617437,15453,Binding affinity against 5-hydroxytryptamine 2 receptor in rat striatum using [3H]-RP62203,
2364,,,104686,4,Autof7ration,,,H,B,,,,,,CnEMBL6w7438,11662,"Binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand",
2365,,,104686,4,A6tocuratiln,,,H,B,,,,,,CHEMBL616539,11662,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",
2366,,,104686,4,A8tocuratiog,,,H,B,,,,,,dHEMBL6174e0,10796,Compound was tested in vitro for binding affinity for 5-hydroxytryptamine 2 receptor,
2367,,,104686,4,xutocurati9n,,,H,B,,,,,,CHEMBL616442,9069,Evaluated for binding activity against [3H]ketanserin as radioligand for 5-hydroxytryptamine 2 receptor,
2368,,,104686,5,Aufofuration,Ra4tusnorvegickw,,D,B,12237.0,,,,,CHrMBp872918,8814,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat cortical membrane homogenates,
2369,,,104686,5,Autoc8ratiom,Rattusnorvfy8cus,,D,B,14512.0,,,,,CHEkBL627442,8908,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat cortex,
2370,,,104686,4,A6tochration,,,H,B,,,,,,sHEMBL6w7443,9098,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand; ND means no data.,
2371,,,104686,4,Autosuratioj,,,H,B,,,,,,fHEnBL617444,9098,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 (5-HT2) receptor using [3H]KET as a radioligand,
2372,,,104686,4,Au5ocurztion,,,H,B,,,,,,CHsMBL6q7445,9098,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand; ND means no data.,
2373,,,104686,4,Auhocuratiln,,,H,B,,,,,,vHEMgL617446,9098,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand.,
2374,,,104686,4,Auricuration,,,H,B,,,,,,CHEMBLt174e7,9098,Binding affinity to 5-hydroxytryptamine 2 receptor in rat frontal cortical membranes by [3H]- KET displacement.,
2375,,,104686,4,Autlduration,,,H,B,,,,,,CH4MgL617448,9098,Evaluated for the binding affinity to rat frontal cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand.;ND is not determined,
2376,,,104686,4,A8toxuration,,,H,B,,,,,,CHEhBL617439,9098,Evaluated for the binding affinity to rat frontal cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand;ND means no data,
2377,,,104686,4,Autocurat7ob,,,H,B,,,,,,CHEMBk627450,9161,In vitro binding affinity at 5-hydroxytryptamine 2 receptor in rat cortical tissue by [3H]spiperone displacement; No data.,
2378,,,104686,4,Aitlcuration,,,H,B,,,,,,Ct3MBL617451,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 165 to 263,
2379,,,104686,4,Autockgation,,,H,B,,,,,,sHEMBL6174y2,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 2.4 to 5.3,
2380,,,104686,4,Autocu4atkon,,,H,B,,,,,,CjEMBL617r53,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]-Spiperone as the radioligand in rat cortical tissue.,
2381,,,104686,4,qutoc6ration,,,H,B,,,,,,vtEMBL617660,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue.; value may range from 140 to 980,
2382,,,104686,4,Autocirstion,,,H,B,,,,,,CHEMBL6186u1,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue.; value may range from 76 to 299,
2383,,,104686,4,x8tocuration,,,H,B,,,,,,CHEMBL61i562,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]-Spiperone as the radioligand in rat cortical tissue; value may range from 12 to 66,
2384,,,104686,4,Aufocura4ion,,,H,B,,,,,,CHEnBL87w919,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 136 to 220,
2385,,,104686,4,xutocutation,,,H,B,,,,,,CbEMBLt17663,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 197 to 341,
2386,,,104686,4,zutpcuration,,,H,B,,,,,,CHEMBL618y64,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 23 to 187,
2387,,,104686,4,Auticurztion,,,H,B,,,,,,CHEMBL61u765,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 29 to 132,
2388,,,104686,4,Auhkcuration,,,H,B,,,,,,CHEMhL517666,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 6 to 75,
2389,,,104686,4,Ahtocura6ion,,,H,B,,,,,,CHEMgL6176u7,12094,In vitro binding affinity on 5-hydroxytryptamine 2 receptor is inhibition of binding of [125I]- I-LSD to P11 cells,
2390,,,104686,4,wutocu4ation,,,H,B,,,,,,CHEMBL717568,12018,In vitro binding affinity towards 5-hydroxytryptamine 2 receptor in rat striatal membranes by [3H]ketanserin displacement.,
2391,,,104686,4,qutosuration,,,H,B,,,,,,CHEMBk617y69,10394,Inhibitory activity against 5-hydroxytryptamine 2 receptor in rat cortical membranes using [3H]ketanserin as a radioligand,
2392,,,104686,4,Autocufatjon,,,H,B,,,,,,CHEkBk617670,15260,Inhibitory activity against rat cortical 5-hydroxytryptamine 2 receptor,
2393,,,104686,5,Aufoxuration,Rattisnprvsgicus,,D,B,12714.0,,,,,CHEjBL627671,11624,Inhibitory constant against 5-hydroxytryptamine 2 receptor,
2394,,,104686,4,Aj4ocuration,,,H,B,,,,,,CjEMBL6176u2,13654,Percentage specific displacement of radioligand [3H]-ketanserin from 5-hydroxytryptamine 2 receptor,
2395,,,104686,4,Autockratkon,,,H,B,,,,,,CbEMBL6w7673,9541,Potency to displace [3H]- Spiperone from 5-hydroxytryptamine 2 receptor in rat striatum,
2396,,,104686,4,Autocutstion,,,H,B,,,,,,vHsMBL617674,11933,Tested for binding affinity against 5-hydroxytryptamine 2 receptor from rat frontal cortical regions using [3H]ketanserin as radioligand,
2397,,,104686,4,Autocjratjon,,,H,B,,,,,,CHEnBL61y675,15538,Tested for binding affinity by measuring displacement of [3H]ketanserin from rat serotonin 5-hydroxytryptamine 2 receptor in rat cortex,
2398,,,104686,4,Autocurxt9on,,,H,B,,,,,,CHEMBL6176yy,15538,Tested for binding affinity by measuring displacement of [3H]ketanserin from rat serotonin 5-hydroxytryptamine 2 receptor in rat cortex; NA means Not Active,
2399,,,104686,4,Autocuratukn,,,H,B,,,,,,CHEMfL616677,15538,Tested for binding affinity by measuring displacement of [3H]ketanserin from rat serotonin 5-hydroxytryptamine 2 receptor in rat cortex; not determined,
2400,,,104686,5,Auticiration,,,D,B,,,,,,CHEMBLtq7678,8841,Displacement of [3H]ketanserin from rat prefrontal cortex 5-hydroxytryptamine 2 receptor,
2401,,,104686,4,Autocuraf7on,,,H,B,,,,,,CyEMBk617679,1455,Binding affinity to 5-hydroxytryptamine 2 receptor using [3H]ketanserin radioligand assay.,
2402,,,104686,4,Autocyra6ion,,,H,B,,,,,,CHwMBL617y80,1455,Tested for its binding affinity to Tested for its binding affinity to 5-hydroxytryptamine 2 receptor using [3H]-ketanserin radioligand assay using [3H]-ketanserin radioligand assay,
2403,,,104686,4,sutockration,,,H,B,,,,,,CHEnBL617671,11752,The ability to inhibit [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in rat whole brain,
2404,,Bra8n,104686,4,Autocurzrion,,1689291.0,H,B,,,,,,CHEhBL617681,11642,The binding affinity was measured on 5-hydroxytryptamine 2 receptor in rat brain tissue,
2405,,,104686,4,Aut0furation,,,H,B,,,,,,CHEMBL71768r,12092,The binding affinity was measured on 5-hydroxytryptamine 2 receptor using [3H]- spiperone as radioligand.,
2406,,,104686,4,Au5ofuration,,,H,B,,,,,,CHEhBL6w7684,3967,Binding affinity at 5-hydroxytryptamine 2 receptor from striata wistar rats by [3H]ketanserin displacement.,
2407,,,104686,5,Autocu4atiom,Rqttjcnorvegicus,,D,B,6983.0,,,,,xHEMBL6176u5,12771,Binding affinity towards 5-hydroxytryptamine 2 receptor,
2408,,,104686,4,Autocurqtoon,,,H,B,,,,,,CHEkvL617686,11642,The compound was tested for its binding affinity towards 5-hydroxytryptamine 2 receptor by displacing [3H]ketanserin radioligand in rat cerebral cortex,
2409,,,104686,4,Auhocuratjon,,,H,B,,,,,,CHwMgL617687,11628,The compound was tested in vitro for binding affinity towards 5-hydroxytryptamine 2 receptor by displacing [125]I-LSD radioligand,
2410,,,104686,4,Ajtocuratiom,,,H,B,,,,,,CbEMBo617688,13654,Percentage specific displacement of radioligand [3H]ketanserin from 5-hydroxytryptamine 2 receptor,
2411,,,104686,4,Aytocurayion,,,H,F,,,,,,CgEMBL517689,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,
2412,,,104686,4,Autocuewtion,,,H,F,,,,,,CmEMBL61769o,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,
2413,,,104686,4,Autocjrayion,,,H,F,,,,,,vHwMBL617691,11200,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 1 hr after oral administration",In vivo
2414,,,104686,4,wutosuration,,,H,F,,,,,,CHEMBi517692,11200,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 3h after oral administration",In vivo
2415,,,104686,4,Autocuratiph,,,H,F,,,,,,CHfMBL61769w,11200,"In vivo inhibitory activity of 3 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 1 hr after oral administration",In vivo
2416,,,104686,4,Au4ocuratiog,,,H,F,,,,,,CHEjBL617594,11200,"In vivo inhibitory activity of 3 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 3h after oral administration",In vivo
2417,,Brwin,12687,8,Experr,,618749.0,H,B,,,,,,CHEMBL8r7085,15436,Affinity for 5-hydroxytryptamine 2A receptor in rat brain cortex by ability to displace [3H]ketanserin,
2418,,,12687,9,Expwrt,Ratgusborvegidus,,D,B,25113.0,,,,,CHEMBLyq7695,15436,Affinity at 5-hydroxytryptamine 2A receptor of the rat brain cortex was assessed on the basis of their ability to displace [3H]ketanserin,
2419,,,12687,8,wutoduration,,,H,B,,,,,,CbEMnL617696,14025,Affinity pKi for 5-hydroxytryptamine 2A receptor was measured in rat cortex homogenates,
2420,,,12687,8,Autocu5a5ion,,,H,B,,,,,,CHEMBL6q7t97,4342,Binding affinity of compound towards serotonin 5-hydroxytryptamine 2A receptor was determined,
2421,,,12687,9,Expeet,Rattusnorveyis6s,,D,B,5326.0,,,,,dHEMhL617257,13735,Displacement of [3H]ketanserin from 5-HT2A receptor of rat frontal cortex,
2422,,,12687,9,Edpert,Rsttusno4vegicjs,,D,B,17770.0,,,,,sHEnBL617258,5816,Binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]ketanserin,
2423,,,12687,8,Ex0ert,,,H,B,,,,,,CHEMnL517259,14287,Binding affinity was evaluated in vitro by displacement of [3H]ketanserin from 5-hydroxytryptamine 2A receptor on rat cortical membrane,
2424,,,12687,8,Autoc6tation,,,H,B,,,,,,CHEMgL61726p,15738,In vitro affinity against serotonin ( 5-hydroxytryptamine 2A receptor ) receptor,
2425,,,12687,9,Expfrt,Rattusnodvegkfus,,D,B,37647.0,,,,,fyEMBL617261,15738,In vitro affinity against serotonin 5-hydroxytryptamine 2A receptor,
2426,,,12687,8,Autkvuration,,,H,B,,,,,,CHfMBo617262,15026,Compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2A receptor from rat frontal cortex using [3H]-ketanserin as radioligand,
2427,,,12687,8,Ex0ert,,,H,B,,,,,,CHEMBL616262,16647,Half-maximal inhibition of [3H]- Ketanserin binding to 5-hydroxytryptamine 2A receptor in rat cerebral cortex homogenate,
2428,,,12687,8,Autocugatipn,,,H,B,,,,,,CHfMBL6q7264,16647,Half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor in rat tissue homogenate,
2429,,,12687,9,Expedt,Rat5usglrvegicus,,D,B,9240.0,,,,,CHEMBLy172y5,13345,Displacement of [3H]-ketanserin from rat brain 5-hydroxytryptamine 2A receptor,
2430,Memvranes,,12687,8,Au4ocuratjon,,,H,B,,,,,,CHEMhp617266,1543,Inhibition constant for in vitro inhibition of [3H]ketanserin binding to rat frontal cortex membranes 5-hydroxytryptamine 2A receptor,
2431,,,12687,8,Autocurzti0n,,,H,B,,,,,,CHrMBL627267,12444,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor rat frontal cortex membrane,
2432,,,12687,8,rxpert,,,H,B,,,,,,sHdMBL617268,16404,Inhibitory constant on 5-hydroxytryptamine 2A receptor of Rat frontal cortex,
2433,,,12687,8,Autocyra5ion,,,H,B,,CHO,,,424.0,CH3nBL617269,16404,Inhibitory constant on human 5-hydroxytryptamine 2A receptor transfected in to CHO cells,
2434,,,12687,8,wxpert,,,H,B,,,,,,CuEMBL618323,15577,Kinetic inhibition constant evaluated by measuring serotonergic activity,
2435,,,12687,8,zutochration,,,H,B,,,,,,CHwMBL617323,15577,Serotonergic activity of the compound.,
2436,,,12687,8,A8rocuration,,,H,B,,,,,,CtEMBL627325,2495,Tested in vitro for its ability to inhibit [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor in rat frontal cortex membranes,
2437,,,12687,9,Expett,Rattucnorveglcks,,D,B,3952.0,,,,,CmEMBk617326,15042,The binding affinity was evaluated on 5-hydroxytryptamine 2A receptor expressed in rat cortex by using [3H]ketanserin as radioligand.,
2438,,,12687,8,Exper4,,,H,B,,,,,,CHsMBL61u327,15026,In vitro ability to displace [3H]ketanserin binding from 5-hydroxytryptamine 2A receptor in rat striatal membrane.,
2439,,,12687,9,fxpert,Rat6udnorgegicus,,D,F,1859.0,,,,,CHEMBL6173w7,12919,Agonistic activity against 5-hydroxytryptamine 2A receptor in rat cortex using [3H]ketanserin,
2440,,,12687,9,Expeft,Rattusmorv3hicus,,D,F,7663.0,,,,,CHEMvL617328,12919,Agonistic activity against 5-hydroxytryptamine 2A receptor in rat cortex using [3H]ketanserin,
2441,,,12687,9,Edpert,Rattusnorvdticud,,D,F,7270.0,,,,,CgEMBp617330,12919,Agonistic activity against 5-hydroxytryptamine 2A receptor in rat cortex using [3H]ketanserin,
2442,,,12687,8,Autocufxtion,,,H,B,,,,,,CHsMBL6q7331,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,
2443,,,12687,8,Autocurayioh,,,H,B,,,,,,CyEMBo617332,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand.,
2444,,,107,8,Eapert,,,H,B,,,,,,CHEMBo617334,4820,Binding affinity towards 5-hydroxytryptamine 2A receptor,
2445,,,107,8,Autoc8ratioh,,,H,B,,,,,,CHEMBL6273w4,6736,Binding affinity against serotonin 5-hydroxytryptamine 2A receptor was determined using human [125I]-eotaxin,
2446,,,107,8,Autocurafi8n,,,H,B,,,,,,fHEMBL617336,5163,Binding affinity towards 5-hydroxytryptamine 2A receptor was determined at a concentration of 0.000001 mol/L,
2447,,,107,8,Ahtocura6ion,,,H,B,,,,,,CHEkBLy17336,5163,Binding affinity towards 5-hydroxytryptamine 2A receptor was determined at a concentration of 0.00001 mol/L,
2448,,,107,8,Au5oduration,,,H,B,,,,,,CHEMfL61733u,6011,Inhibition of binding towards 5-hydroxytryptamine 2A receptor at 100 nM concentration,
2449,,,107,9,Expe3t,Homosspiebs,,D,B,10670.0,,,,,CHEjBL61733u,14294,Percent inhibition against 5-hydroxytryptamine 2A receptor using [3H]ketanserin at 1 uM,
2450,,,107,8,Auyocu3ation,,,H,B,,,,,,CHEMBku17339,5014,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 2A receptor,
2451,,,107,8,Exper6,,,H,B,,,,,,CHEMBp61734p,17066,Binding affinity towards 5-hydroxytryptamine 2A receptor,
2452,,,107,8,Autos7ration,,,H,B,,,,,,CHEhBo617341,17515,Binding affinity of compound towards serotonin 5-hydroxytryptamine 2A receptor; inactive at 10 uM,
2453,,,107,8,Expegt,,,H,B,,,,,,CHEMhL61i342,6736,Inhibition of [125I]-eotaxin binding to serotonin 5-hydroxytryptamine 2A receptor,
2454,,,107,8,wxpert,,,H,B,,,,,,CHEMgLt17343,5163,Affinity for 5-hydroxytryptamine 2A receptor,
2455,,,107,8,3xpert,,,H,B,,NIH3T2,,,402.0,CbEMhL617344,16911,Binding affinity was performed using [3H]ketanserin as the radioligand and stably transfected NIH3T3 cells expressing the 5-hydroxytryptamine 2A receptor (GF-62 cells).,
2456,,,107,8,Expwrt,,,H,B,,,,,,CHwkBL617345,6841,Binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]ketanserin,
2457,,,107,8,Expwrt,,,H,B,,,,,,dHEMBL6173e6,6119,Binding affinity towards 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand.,
2458,,,107,8,Auticura5ion,,,H,B,,,,,,CHEkBL617348,3962,Compound was evaluated for its binding against 5-hydroxytryptamine 2A receptor,
2459,,,107,8,Autocurxhion,,,H,B,,,,,,CHEMBLuq7348,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 2A receptor was determined,
2460,,,107,8,Autocutat8on,,,H,B,,,,,,CHEkBL617348,4373,Binding affinity relative to indolopiperidine (compound 1)for 5-hydroxytryptamine 2A receptor was determined,
2461,,,107,8,zut0curation,,,H,F,,,,,,CmEMBL627350,3962,Compound was evaluated for its inverse agonist activity against 5-hydroxytryptamine 2A receptor,
2462,,,107,8,Exper6,,,H,B,,,,,,CHEMnL8723r9,1633,Binding affinity towards 5-hydroxytryptamine 2A receptor by displacement of [3H]ketanserin,
2463,,,107,8,Autofugation,,,H,B,,,,,,CHEMBpu17351,4373,Binding affinity for 5-hydroxytryptamine 2A receptor was determined,
2464,,,107,8,sxpert,,,H,B,,,,,,CHEMBo627352,6576,Binding affinity towards serotonin 5-hydroxytryptamine 2A receptor,
2465,,,107,8,zutocuratioj,,,H,B,,,,,,CgfMBL617353,4687,Evaluated for the binding affinity towards 5-hydroxytryptamine 2A receptor,
2466,,,107,8,sutocurwtion,,,H,B,,,,,,CHEMBLt27354,16946,Ability to displace [3H]-ketanserin from 5-hydroxytryptamine 2A receptor,
2467,,,107,8,Autlcutation,,,H,B,,,,,,CHEMBL618365,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 2A receptor,
2468,,,107,8,Espert,Musjusculux,,H,B,31139.0,CHO,,,601.0,CHEMBk61735y,3032,In vitro binding affinity against 5-hydroxytryptamine 2A receptor in CHO cells,
2469,,,107,8,Aktocjration,,,H,B,,,,,,CHEMBLtw7357,16655,Inhibition of ketanserin binding to 5-hydroxytryptamine 2A receptor,
2470,,,107,8,Ajtocuratiob,,,H,B,,,,,,CyEMBL61735o,13964,Binding affinity at 5-hydroxytryptamine 2A receptor,
2471,,,107,8,Exper4,,,H,B,,,,,,xHEhBL617359,16989,Binding affinity towards Serotonin 5-hydroxytryptamine 2A receptor,
2472,,,107,8,A6tocurat9on,,,H,B,,,,,,CHEMBL6173y9,16117,In vitro binding affinity towards 5-hydroxytryptamine 2A receptor was determined,
2473,,,107,8,Aitocuratoon,,,H,B,,,,,,dHEMBLu75913,16700,The binding affinity towards 5-hydroxytryptamine 2A receptor; No affinity,
2474,,,107,8,Ahtocyration,,,H,B,,,,,,CbrMBL617361,3269,Affinity against 5-hydroxytryptamine 2A receptor,
2475,,,107,9,Exprrt,H9mosapiebs,,D,B,6289.0,,,,,CHEMfL517362,1274,Binding affinity against 5-Hydroxytryptamine 2A receptor,
2476,,,107,8,Autoc6rayion,,,H,B,,,,,,vHEMBi617363,1317,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2A receptor using radioligand binding assay,
