prospect_gncd,prospect_nmbrchldrn,prospect_stt,prospect_g,prospect_gndr,prospect_ct,prospect_ncm,prospect_nmbrcrs,prospect_mrtlstts,prospect_crdtrtng,prospect_wnrrntflg,prospect_mplr,prospect_nmbrcrdtcrds,prospect_ntwrth
odd8621,4.0,WY,77.0,m,Fresno,327738.0,2.0,S,364.0,O,Automatic Data Processing,10.0,
Rrd8622,0.0,OR,7.0,M,Waco,437384.0,2.0,W,766.0,O,Spartan Stores,,685534.0
ruk8623,5.0,British Columbia,33.0,M,Springfield,438148.0,4.0,W,633.0,R,Fastenal,6.0,2177616.0
lvt8624,2.0,MA,5.0,f,Mesquite,238095.0,2.0,S,414.0,O,Cardinal Health,,1581228.0
Uda8625,0.0,AL,59.0,,Concord,358004.0,1.0,W,793.0,U,Chevron,2.0,1598833.0
Crm8626,5.0,NH,44.0,,Moncton,182608.0,3.0,U,805.0,R,,,3676593.0
Grm8627,4.0,Manitoba,79.0,f,Chattanooga,466060.0,5.0,M,422.0,,,4.0,3009737.0
Ovo8628,,NY,68.0,M,Dallas,3903.0,5.0,S,752.0,O,Sherwin-Williams,6.0,2080213.0
Jdc8629,2.0,TX,12.0,,Sterling Heights,100908.0,3.0,M,687.0,O,Vulcan Materials,1.0,933963.0
tis8630,5.0,IA,,m,Houston,311283.0,2.0,M,792.0,O,Children's Place Retail Stores,1.0,1880755.0
Luj8631,0.0,NE,62.0,M,Oshawa,230973.0,3.0,M,380.0,R,Bed Bath & Beyond,0.0,2051176.0
Yli8632,4.0,WA,61.0,,West Valley,244848.0,4.0,M,323.0,O,United Refining,2.0,1860178.0
Tmh8633,3.0,OR,50.0,,Newport News,161668.0,5.0,M,750.0,O,C.R. Bard,10.0,319676.0
Wio8634,4.0,NY,,F,Coral Springs,292038.0,0.0,U,302.0,O,MPS Group,7.0,1539682.0
Xdt8635,4.0,DC,,,Yonkers,303312.0,2.0,M,716.0,,Staples,9.0,3874159.0
Jra8636,4.0,OR,67.0,,Raleigh,446840.0,3.0,S,809.0,O,Constellation Brands,1.0,1299762.0
nap8637,3.0,New Brunswick,56.0,,Brownsville,331467.0,2.0,S,353.0,O,Century Aluminum,1.0,3656160.0
WLS8638,4.0,GA,29.0,,Riverside,323172.0,5.0,M,715.0,O,United Natural Foods,9.0,2713421.0
AZA8639,1.0,NH,80.0,M,Hilo,279223.0,0.0,S,749.0,,Leap Wireless International,2.0,652312.0
RSS8640,3.0,SC,31.0,,Salt Lake City,345826.0,5.0,S,717.0,O,Applied Biosystems,,3968552.0
Gwz8641,3.0,UT,22.0,,North Las Vegas,361491.0,5.0,U,365.0,O,Lender Processing Services,1.0,
cha8642,5.0,AK,1.0,M,Dayton,,5.0,D,790.0,O,Walt Disney,2.0,1084486.0
ski8643,1.0,UT,72.0,,Provo,147834.0,3.0,S,408.0,O,Williams-Sonoma,,1079320.0
Pts8644,4.0,OR,74.0,,Stamford,133569.0,2.0,U,499.0,O,Pall,5.0,714914.0
Kyd8645,2.0,OK,63.0,,Mobile,399901.0,1.0,M,708.0,R,Safeway,7.0,681347.0
XVE8646,2.0,ID,19.0,,Vallejo,204417.0,5.0,D,690.0,O,Goodyear Tire & Rubber,10.0,2316964.0
Gln8647,2.0,NE,88.0,,Idaho Falls,433420.0,3.0,U,690.0,O,Celgene,4.0,690842.0
xzq8648,5.0,AZ,7.0,,Oxnard,276253.0,4.0,U,365.0,R,Targa Resources,2.0,2169282.0
Bme8649,5.0,IA,89.0,m,Warwick,381418.0,5.0,M,603.0,R,Principal Financial,3.0,3731300.0
Tfu8650,5.0,OK,32.0,m,Greensboro,2348.0,5.0,U,844.0,R,NYSE Euronext,7.0,1654506.0
Acu8651,5.0,NY,14.0,,Chattanooga,169615.0,2.0,S,400.0,R,Charles Schwab,6.0,3625783.0
MET8652,4.0,IL,66.0,F,Madison,106946.0,1.0,D,599.0,R,Robert Half International,10.0,1981626.0
DXL8653,5.0,HI,51.0,M,Kitchener,236679.0,3.0,M,721.0,O,Virgin Media,,2075234.0
CML8654,,Ontario,34.0,,Dayton,81599.0,0.0,D,703.0,O,Foot Locker,0.0,265619.0
hvs8655,4.0,SC,49.0,F,Dover,270045.0,3.0,M,828.0,O,FPL Group,7.0,1085675.0
ZVM8656,4.0,VA,23.0,,Windsor,,3.0,M,704.0,U,Textron,0.0,3561728.0
stc8657,5.0,NE,7.0,,Pittsburgh,206028.0,3.0,W,304.0,O,Coach,3.0,1700081.0
udc8658,0.0,DC,23.0,F,Rapid City,193676.0,3.0,W,802.0,O,Burlington Northern Santa Fe,3.0,1531899.0
Ywz8659,4.0,NC,21.0,M,St. Louis,,4.0,S,,R,Key Energy Services,3.0,2241976.0
BRN8660,3.0,WY,58.0,F,Montreal,,,M,549.0,O,Constellation Brands,10.0,2613956.0
uic8661,4.0,Prince Edward Island,46.0,,Garden Grove,,,M,328.0,O,Vanguard Health Systems,9.0,3938637.0
owp8662,3.0,ME,71.0,,Laredo,70188.0,5.0,U,580.0,O,Dominion Resources,5.0,3419279.0
UTA8663,0.0,VT,79.0,m,Yellow Knife,104516.0,2.0,D,630.0,,Werner Enterprises,10.0,425069.0
cak8664,1.0,Quebec,89.0,M,Buffalo,299276.0,2.0,S,607.0,R,Walgreen,4.0,2747347.0
QSW8665,0.0,IA,42.0,,Inglewood,346240.0,,S,787.0,O,Aon,5.0,3853851.0
Bst8666,2.0,Nova Scotia,96.0,,Jackson,394524.0,,U,356.0,U,Chemtura,7.0,505520.0
exb8667,3.0,British Columbia,16.0,,Buffalo,247595.0,5.0,U,593.0,O,Delta Air Lines,4.0,1347208.0
IXN8668,1.0,MI,58.0,,Colorado Springs,441473.0,2.0,U,449.0,O,Children's Place Retail Stores,3.0,2324716.0
Gik8669,3.0,Saskatchewan,,,Santa Clara,279929.0,0.0,,782.0,O,Century Aluminum,0.0,3076472.0
zis8670,3.0,WY,43.0,F,Warren,421060.0,1.0,,705.0,O,Nicor,5.0,2733940.0
dcw8671,5.0,ID,35.0,f,West Covina,407803.0,4.0,D,,O,Ryder System,9.0,2485282.0
ame8672,0.0,FL,63.0,M,Baton Rouge,384831.0,3.0,M,474.0,O,DTE Energy,,343843.0
Nvt8673,0.0,NH,78.0,f,Anaheim,467196.0,2.0,M,406.0,O,,7.0,
Wpg8674,4.0,WY,79.0,,Anchorage,282344.0,2.0,U,400.0,O,Dr Pepper Snapple Group,0.0,866773.0
Gcv8675,0.0,NJ,34.0,m,Sandy,242400.0,0.0,M,593.0,O,Vornado Realty Trust,5.0,2727185.0
xxu8676,4.0,Saskatchewan,3.0,,Savannah,403347.0,0.0,M,496.0,O,Sysco,8.0,1597163.0
xqv8677,0.0,Prince Edward Island,90.0,m,Cleveland,297557.0,,M,396.0,O,Auto-Owners Insurance,7.0,3310285.0
Rte8678,5.0,TX,91.0,,Washington,361968.0,2.0,M,666.0,O,,7.0,3752212.0
yeg8679,3.0,WY,4.0,m,Glendale,371594.0,1.0,S,339.0,O,HCC Insurance Holdings,8.0,1637216.0
Tiz8680,4.0,NJ,47.0,,Corona,180774.0,2.0,M,580.0,O,Dick's Sporting Goods,7.0,1554195.0
RXK8681,5.0,OH,91.0,f,Austin,115346.0,0.0,M,488.0,O,Iron Mountain,10.0,
XMW8682,2.0,HI,93.0,m,Stamford,414519.0,3.0,M,472.0,U,Hess,4.0,3243516.0
Etl8683,2.0,CO,44.0,,Vancouver,328886.0,1.0,M,625.0,R,Danaher,,1575746.0
URB8684,5.0,KY,35.0,f,Escondido,,1.0,U,731.0,O,Barnes & Noble,5.0,1420362.0
Aad8685,0.0,WA,89.0,M,Augusta,155341.0,1.0,M,597.0,O,3M,10.0,2265704.0
Efu8686,2.0,KS,90.0,m,Nashua,403188.0,4.0,M,789.0,U,Smurfit-Stone Container,0.0,806681.0
eeu8687,5.0,NH,81.0,,Buffalo,44208.0,4.0,S,745.0,O,AptarGroup,1.0,3913762.0
Vnm8688,0.0,IA,2.0,,Madison,409011.0,3.0,S,750.0,O,Graphic Packaging Holding,2.0,193717.0
RVP8689,0.0,MD,54.0,F,Lowell,,4.0,M,533.0,O,Maxim Integrated Products,3.0,1013981.0
Por8690,4.0,WI,84.0,M,Fullerton,45538.0,1.0,M,717.0,R,Timken,5.0,2230529.0
Vun8691,3.0,FL,46.0,,West Covina,296979.0,2.0,S,561.0,,Tech Data,1.0,755031.0
CMZ8692,5.0,MI,85.0,,Casper,33341.0,1.0,W,410.0,O,Bank of New York Mellon Corp.,0.0,3551603.0
xfv8693,4.0,NV,17.0,M,Columbia,386181.0,1.0,U,802.0,R,Enterprise GP Holdings,,77595.0
eni8694,5.0,KS,56.0,,Macon,329659.0,,W,548.0,O,Spartan Stores,4.0,1126008.0
Bot8695,4.0,KY,30.0,F,Peoria,336056.0,3.0,M,830.0,O,ON Semiconductor,2.0,3638975.0
Vfg8696,,NH,4.0,f,Bellevue,441771.0,4.0,S,461.0,R,,3.0,3761180.0
nhl8697,4.0,Manitoba,21.0,,Iqaluit,373903.0,5.0,S,550.0,O,Carlisle,7.0,3437967.0
Xip8698,4.0,CA,43.0,,Savannah,63737.0,5.0,,658.0,O,Modine Manufacturing,3.0,1796117.0
CIH8699,4.0,HI,55.0,F,Milwaukee,123182.0,3.0,D,792.0,O,Marriott International,10.0,3140997.0
cdm8700,5.0,RI,59.0,,Fargo,53537.0,5.0,M,641.0,O,Asbury Automotive Group,4.0,3616733.0
jxk8701,2.0,AK,9.0,M,Eugene,91206.0,4.0,U,590.0,O,CH2M Hill,4.0,2447031.0
Rfp8702,,Saskatchewan,62.0,,Mount Pearl,326428.0,5.0,M,393.0,R,Cigna,8.0,2243112.0
Zcj8703,3.0,Newfoundland,53.0,,Des Moines,302934.0,2.0,U,796.0,O,Priceline.com,3.0,2775156.0
Xzt8704,4.0,OK,80.0,,West Valley,358087.0,4.0,W,476.0,O,Hub Group,8.0,
vnr8705,1.0,NM,70.0,m,Whitehorse,102441.0,5.0,M,482.0,U,Century Aluminum,4.0,3983183.0
Lco8706,1.0,PA,,,Vancouver,328772.0,5.0,S,607.0,O,Southwest Gas,6.0,94738.0
Qxv8707,0.0,MO,25.0,,Des Moines,46302.0,0.0,S,661.0,O,Wal-Mart Stores,10.0,407560.0
Zkn8708,5.0,AK,67.0,,Elizabeth,483159.0,3.0,S,555.0,O,CHS,7.0,89739.0
zth8709,3.0,MD,44.0,,Lowell,390647.0,3.0,U,517.0,O,BJ's Wholesale Club,7.0,3345102.0
lbi8710,0.0,CT,93.0,,Washington,409796.0,0.0,W,618.0,R,Goldman Sachs Group,1.0,336067.0
HAT8711,4.0,NJ,13.0,,Ontario,115895.0,1.0,,821.0,O,Pride International,3.0,1616585.0
Hjg8712,3.0,SC,64.0,,Santa Ana,368247.0,3.0,S,678.0,O,LKQ,9.0,1332431.0
Jjj8713,2.0,WY,19.0,f,Hayward,166111.0,5.0,M,513.0,O,,1.0,3448599.0
Yhm8714,2.0,RI,1.0,E,Grand Rapids,128617.0,3.0,M,435.0,R,Furniture Brands International,3.0,3593769.0
ELU8715,1.0,TN,57.0,,Hollywood,115558.0,5.0,S,716.0,,Ameriprise Financial,4.0,874749.0
Iql8716,0.0,OK,82.0,,Las Cruces,25.0,0.0,M,834.0,O,Hawaiian Electric Industries,6.0,3033101.0
RFW8717,1.0,AK,72.0,,Carrollton,106163.0,3.0,D,595.0,O,AptarGroup,6.0,1469644.0
HAD8718,5.0,OR,93.0,,Newport News,498676.0,2.0,M,783.0,O,Constellation Brands,0.0,2763782.0
Twn8719,3.0,Saskatchewan,80.0,,Windsor,392898.0,3.0,U,800.0,O,,5.0,3182270.0
KTK8720,1.0,LA,25.0,,Charlottetown,,1.0,M,777.0,R,Iasis Healthcare,,3336163.0
Ffc8721,5.0,WY,80.0,M,Montreal,176625.0,5.0,U,337.0,U,NII Holdings,3.0,3669939.0
MFO8722,2.0,MA,92.0,f,Saskatoon,206504.0,,S,481.0,,CarMax,3.0,3074498.0
Okt8723,5.0,IL,66.0,,Huntington Beach,381330.0,5.0,D,620.0,O,Hubbell,4.0,3295287.0
Rsi8724,1.0,OH,58.0,,Little Rock,139408.0,5.0,U,671.0,O,United Services Automobile,4.0,363539.0
hxh8725,1.0,NH,77.0,,Austin,342850.0,5.0,M,551.0,O,Berkshire Hathaway,4.0,3823179.0
hmz8726,3.0,UT,29.0,,Stockton,110105.0,5.0,S,493.0,O,United Services Automobile,,1445701.0
Upa8727,4.0,Manitoba,67.0,,Minneapolis,311268.0,0.0,,328.0,O,Home Depot,2.0,369743.0
ksj8728,1.0,NY,82.0,M,Garland,306801.0,,S,763.0,O,Mirant,1.0,3576300.0
Evg8729,3.0,MI,50.0,,St. Paul,350324.0,0.0,M,319.0,O,Hudson City Bancorp,6.0,2433627.0
Tqo8730,4.0,Manitoba,44.0,,Miami,377700.0,5.0,U,457.0,O,NRG Energy,2.0,258321.0
Fap8731,4.0,Quebec,52.0,,Newark,429696.0,1.0,W,490.0,R,PC Connection,10.0,2175149.0
Fiu8732,1.0,ME,58.0,,Newark,356449.0,2.0,M,519.0,O,Amerigroup,0.0,3577781.0
QLC8733,,ID,56.0,,Pasadena,451900.0,4.0,,306.0,O,Puget Energy,0.0,1685246.0
Guc8734,0.0,CO,74.0,m,Vancouver,195452.0,1.0,M,337.0,O,TravelCenters of America,8.0,2294288.0
QMX8735,1.0,IA,59.0,,Oshawa,434630.0,4.0,W,724.0,O,Bed Bath & Beyond,4.0,2711390.0
Jin8736,0.0,MO,9.0,,Scottsdale,304825.0,2.0,M,641.0,O,Merck,0.0,
Gpe8737,1.0,Newfoundland,58.0,,Phoenix,410522.0,2.0,U,517.0,O,,0.0,904453.0
Beb8738,2.0,AZ,57.0,f,Las Vegas,177656.0,0.0,M,840.0,O,Avis Budget Group,10.0,
Qvd8739,5.0,Prince Edward Island,77.0,m,Casper,327392.0,5.0,,351.0,O,Alaska Air Group,3.0,3786307.0
TFD8740,,KY,58.0,f,Iqaluit,420139.0,0.0,W,685.0,O,New Jersey Resources,7.0,2234199.0
Zve8741,0.0,VA,10.0,,Mesa,252638.0,3.0,M,664.0,O,Manitowoc,5.0,1847503.0
DGI8742,5.0,Alberta,32.0,,Thousand Oaks,372907.0,2.0,U,425.0,O,UnitedHealth Group,5.0,2809593.0
Jsr8743,2.0,ID,91.0,,London,59849.0,5.0,U,342.0,O,Domtar,7.0,1647811.0
rgw8744,3.0,New Brunswick,46.0,,Columbus,360417.0,5.0,M,829.0,O,Zale,0.0,3454244.0
Vfs8745,1.0,Ontario,55.0,,Lexington,100780.0,4.0,W,841.0,O,Steelcase,2.0,66981.0
Tua8746,4.0,VT,28.0,f,Ann Arbor,,1.0,U,795.0,O,Travelers Cos.,3.0,1664718.0
OLU8747,4.0,DC,50.0,,Tacoma,160302.0,2.0,U,,O,Windstream,10.0,2956944.0
Irb8748,0.0,AL,32.0,f,Sioux Falls,79693.0,0.0,S,374.0,O,UGI,8.0,202849.0
zkc8749,5.0,AL,93.0,F,Virginia Beach,218561.0,4.0,S,359.0,O,Electronic Arts,9.0,106692.0
Bjq8750,4.0,MI,1.0,m,Savannah,195890.0,3.0,M,769.0,O,Liberty Mutual Insurance Group,8.0,2767324.0
HCX8751,3.0,KS,73.0,,Irvine,312488.0,0.0,M,655.0,O,Chevron,8.0,615774.0
NTS8752,1.0,MT,39.0,,Austin,100374.0,4.0,M,,O,National Semiconductor,6.0,1891656.0
Uez8753,,UT,15.0,,Anchorage,271957.0,5.0,M,472.0,O,Chubb,5.0,1984498.0
rvt8754,1.0,MT,37.0,,Nashville,454216.0,0.0,U,526.0,R,Cummins,0.0,3560532.0
yxw8755,4.0,RI,8.0,,Fontana,426250.0,4.0,M,,R,eBay,4.0,1947868.0
Pni8756,5.0,AK,64.0,f,Boston,162425.0,2.0,M,776.0,O,PepsiCo,5.0,1507966.0
Szc8757,5.0,SC,20.0,,Knoxville,374423.0,2.0,M,327.0,R,Patterson-UTI Energy,,3120969.0
Eck8758,3.0,Manitoba,9.0,,Santa Fe,381929.0,5.0,S,407.0,O,Scana,4.0,1793384.0
ONR8759,3.0,NV,13.0,f,Waterbury,405006.0,0.0,M,576.0,R,PolyOne,7.0,470067.0
Czv8760,4.0,MA,,,Lancaster,91995.0,3.0,S,602.0,O,3M,2.0,508011.0
UXU8761,5.0,KY,7.0,,Santa Clara,428153.0,2.0,U,316.0,R,BJ's Wholesale Club,5.0,24804.0
Nbh8762,5.0,AZ,33.0,F,Lancaster,473132.0,4.0,,846.0,O,Graham Packaging,0.0,1616906.0
Pqx8763,4.0,SC,9.0,,Mesquite,268626.0,0.0,M,409.0,O,Inergy Holdings,0.0,2460167.0
Par8764,3.0,IA,47.0,f,Waterbury,111903.0,3.0,U,333.0,O,,4.0,2049091.0
dao8765,4.0,MO,82.0,,Atlanta,251759.0,2.0,S,784.0,O,Starwood Hotels & Resorts,,2372410.0
wfg8766,4.0,SC,31.0,F,Salem,245881.0,2.0,W,434.0,O,Limited Brands,8.0,780423.0
ujb8767,0.0,Manitoba,61.0,F,Des Moines,33743.0,0.0,M,593.0,R,Wisconsin Energy,0.0,2842676.0
kcg8768,0.0,UT,94.0,,Sandy,244740.0,3.0,M,699.0,O,Gap,7.0,61250.0
Rua8769,,NE,13.0,m,Paterson,91338.0,5.0,D,617.0,R,Symantec,8.0,1444032.0
Hfd8770,0.0,DE,60.0,,Alexandria,12146.0,1.0,U,816.0,O,Systemax,0.0,3546515.0
Iat8771,,FL,61.0,,Bellevue,342885.0,4.0,S,590.0,O,State Farm Insurance Cos.,,2968596.0
hkr8772,0.0,Ontario,70.0,B,San Francisco,188582.0,0.0,,363.0,O,Genuine Parts,4.0,1517575.0
Kpq8773,4.0,FL,7.0,m,Rockford,152258.0,3.0,U,673.0,O,Weyerhaeuser,2.0,2238810.0
Pip8774,5.0,AR,65.0,,Los Angeles,353406.0,2.0,M,850.0,,Visteon,0.0,1052183.0
Imk8775,3.0,OR,25.0,O,London,332835.0,3.0,U,519.0,R,,1.0,
npe8776,0.0,KS,6.0,,Grand Rapids,124926.0,2.0,S,815.0,O,Cytec Industries,9.0,1668793.0
lkw8777,3.0,AK,81.0,M,Bellevue,208868.0,5.0,W,667.0,O,,3.0,142942.0
Mjk8778,4.0,VT,80.0,,Vallejo,,5.0,W,412.0,U,Robert Half International,8.0,164985.0
Ely8779,1.0,NY,74.0,,Stamford,89314.0,2.0,W,527.0,O,HNI,10.0,599928.0
gxu8780,4.0,NJ,72.0,,Bridgeport,292601.0,5.0,S,832.0,U,Equifax,2.0,860469.0
Oqm8781,0.0,AR,94.0,,Provo,397497.0,3.0,M,415.0,O,Legg Mason,9.0,3890824.0
Ugs8782,0.0,NV,47.0,,Huntington Beach,419988.0,5.0,D,701.0,O,Regal-Beloit,7.0,592824.0
Hse8783,4.0,IA,29.0,m,Quebec,399026.0,,M,375.0,R,YRC Worldwide,2.0,
ayu8784,4.0,WA,100.0,,Los Angeles,352312.0,2.0,M,843.0,O,Discover Financial Services,4.0,1956485.0
OTH8785,3.0,VT,5.0,F,Inglewood,113724.0,1.0,S,773.0,R,Scana,9.0,1003386.0
Ukb8786,,MS,85.0,,Baltimore,232229.0,5.0,U,559.0,O,HCC Insurance Holdings,2.0,2394905.0
nnb8787,1.0,MS,36.0,f,El Monte,212669.0,5.0,W,492.0,O,,9.0,1697166.0
ouu8788,4.0,AL,26.0,,Naperville,408077.0,4.0,M,489.0,O,J.P. Morgan Chase & Co.,10.0,2942461.0
qly8789,0.0,MN,15.0,,Newport News,495228.0,1.0,U,606.0,O,Wal-Mart Stores,10.0,1345529.0
xem8790,0.0,NV,83.0,F,Fort Smith,289841.0,3.0,M,827.0,U,Fortune Brands,3.0,1018102.0
Pvr8791,5.0,PA,57.0,f,Fullerton,50524.0,1.0,S,,,General Cable,0.0,400955.0
Wup8792,,FL,92.0,m,Lubbock,486849.0,2.0,S,765.0,O,Alliant Energy,7.0,
Afr8793,4.0,NY,10.0,M,Tallahassee,107488.0,3.0,S,727.0,O,Amerigroup,2.0,635958.0
Rkn8794,2.0,Nova Scotia,60.0,f,Salt Lake City,31500.0,,M,812.0,R,Dun & Bradstreet,1.0,3527138.0
Aal8795,1.0,OK,0.0,f,Cleveland,194574.0,1.0,M,568.0,,Belden,3.0,600221.0
YEQ8796,4.0,NJ,62.0,m,Mount Pearl,284600.0,2.0,M,443.0,O,NYSE Euronext,10.0,1045356.0
Fet8797,2.0,Newfoundland,41.0,F,San Francisco,,5.0,M,,U,Hill-Rom Holdings,9.0,1287643.0
OVO8798,2.0,MD,86.0,M,Ann Arbor,123735.0,,M,382.0,O,Exxon Mobil,9.0,452664.0
qeo8799,5.0,NY,72.0,,Reno,175001.0,0.0,U,848.0,O,U.S. Bancorp,3.0,672519.0
Fje8800,0.0,MT,11.0,M,Memphis,169847.0,5.0,W,415.0,O,Pioneer Natural Resources,4.0,3965416.0
RCT8801,4.0,AZ,92.0,,Greensboro,482260.0,2.0,S,441.0,O,Hasbro,4.0,3693667.0
QUG8802,0.0,AZ,45.0,f,Albuquerque,307845.0,3.0,D,,R,,9.0,3334060.0
AXT8803,4.0,MA,17.0,m,St. Catharines,465134.0,1.0,M,612.0,O,Hanover Insurance Group,1.0,892329.0
Vbg8804,2.0,HI,20.0,,Seattle,,1.0,W,755.0,O,WABCO Holdings,1.0,505824.0
Nev8805,5.0,Ontario,72.0,,Biloxi,466764.0,3.0,M,633.0,R,Abercrombie & Fitch,9.0,1250465.0
Izv8806,5.0,HI,90.0,M,Overland Park,87204.0,5.0,M,804.0,O,Sprint Nextel,1.0,2453681.0
Eqd8807,2.0,AZ,73.0,,Laredo,386896.0,4.0,U,315.0,R,Capital One Financial,10.0,1287883.0
whl8808,4.0,VT,76.0,,Salem,177867.0,,U,319.0,R,W.R. Grace,10.0,2133902.0
Gxw8809,0.0,WY,77.0,M,Ann Arbor,327380.0,2.0,,360.0,O,United Technologies,2.0,2316402.0
kxc8810,0.0,LA,49.0,,Jersey City,324515.0,3.0,D,521.0,O,Safeway,1.0,3662808.0
ECB8811,5.0,NE,52.0,,Orlando,341637.0,4.0,M,670.0,O,Teradata,7.0,674247.0
Nnr8812,2.0,DC,91.0,M,Winston-Salem,90682.0,5.0,M,675.0,O,Dr Pepper Snapple Group,10.0,2407571.0
bjp8813,3.0,AZ,55.0,f,Providence,294173.0,3.0,W,620.0,U,Sunoco,,932686.0
Qgo8814,,Saskatchewan,27.0,f,Huntington Beach,261846.0,5.0,M,728.0,U,Varian Medical Systems,1.0,3528491.0
Bhj8815,5.0,KS,90.0,m,Augusta,283721.0,5.0,M,325.0,O,FMC,9.0,3469849.0
Tpp8816,5.0,NC,52.0,f,Toledo,332475.0,1.0,M,449.0,O,Cephalon,9.0,134602.0
ILN8817,3.0,Nova Scotia,8.0,,Alexandria,256195.0,1.0,M,442.0,O,Travelers Cos.,2.0,1009548.0
fxz8818,1.0,SC,26.0,,Columbia,346183.0,4.0,D,438.0,O,,10.0,613207.0
IJF8819,4.0,NY,23.0,,Stamford,188073.0,5.0,W,599.0,O,Merck,1.0,3575172.0
Pek8820,1.0,Ontario,58.0,,Rancho Cucamonga,61819.0,1.0,M,439.0,U,Hanover Insurance Group,0.0,1002929.0
ODD8821,2.0,PA,43.0,f,Warren,287230.0,3.0,M,384.0,O,J.B. Hunt Transport Services,,1809515.0
PKI8822,3.0,LA,12.0,F,Chula Vista,372427.0,3.0,W,528.0,O,,7.0,1393747.0
BPH8823,3.0,ID,,F,Macon,135102.0,0.0,M,723.0,R,Harsco,10.0,224488.0
Vuj8824,5.0,UT,72.0,,Colorado Springs,,0.0,M,,U,Rite Aid,9.0,3195528.0
tnm8825,2.0,WY,42.0,,Ann Arbor,277645.0,3.0,S,412.0,O,Toro,8.0,32649.0
oil8826,1.0,KS,100.0,,Augusta,91417.0,5.0,D,509.0,O,Oshkosh,3.0,638683.0
Hfc8827,1.0,UT,7.0,m,Minneapolis,159051.0,0.0,U,588.0,O,Aventine Renewable Energy,9.0,198051.0
lck8828,1.0,KY,98.0,M,Erie,95432.0,5.0,D,422.0,O,Anixter International,10.0,2244500.0
rab8829,3.0,NE,1.0,,Des Moines,409493.0,0.0,M,332.0,O,HCA,,1187421.0
Xkx8830,1.0,OR,73.0,,Hayward,62147.0,,M,822.0,U,Murphy Oil,4.0,2565345.0
QCM8831,4.0,OR,67.0,,Missoula,357133.0,4.0,U,374.0,O,Target,7.0,65012.0
Ocq8832,2.0,NC,49.0,,Inglewood,413182.0,3.0,U,673.0,U,Tesoro,8.0,2396892.0
Kfq8833,2.0,ID,24.0,,Salem,259362.0,0.0,U,303.0,R,Target,0.0,488832.0
Uhh8834,3.0,RI,35.0,M,Modesto,243301.0,1.0,M,364.0,O,Amerco,7.0,3645703.0
Mrr8835,4.0,IN,70.0,,Jacksonville,238343.0,4.0,W,,O,,4.0,
OQB8836,0.0,WA,69.0,f,Indianapolis,43778.0,4.0,W,382.0,O,Ferrellgas Partners,10.0,3225535.0
EUD8837,2.0,OK,69.0,,Lafayette,466040.0,2.0,U,342.0,O,Computer Sciences,5.0,2167194.0
jcd8838,1.0,VA,58.0,,Corpus Christi,118398.0,3.0,D,437.0,,Coach,6.0,941869.0
Syc8839,5.0,VA,89.0,M,Chula Vista,94054.0,1.0,S,679.0,R,,5.0,1490723.0
sho8840,,DE,74.0,m,Sandy,16260.0,2.0,S,304.0,,Xcel Energy,2.0,1653781.0
ybe8841,1.0,VA,3.0,m,Springfield,497516.0,,U,755.0,O,Autodesk,4.0,3539106.0
Awy8842,5.0,Prince Edward Island,12.0,,Victoria,219141.0,4.0,S,650.0,O,Fidelity National Information,5.0,1449227.0
Lke8843,,Quebec,64.0,,Livonia,375282.0,3.0,M,643.0,O,Harsco,2.0,1867516.0
apw8844,3.0,Newfoundland,73.0,m,Warren,417355.0,4.0,M,571.0,O,Reynolds American,10.0,
Wrs8845,2.0,MA,79.0,m,El Monte,424316.0,3.0,,848.0,O,Nike,10.0,2351975.0
WLN8846,3.0,KY,16.0,,Vallejo,467020.0,1.0,S,753.0,,Activision Blizzard,4.0,1587842.0
Cfz8847,2.0,MN,27.0,F,Indianapolis,26325.0,0.0,M,390.0,O,Union Pacific,4.0,1987514.0
Vvw8848,4.0,OR,30.0,f,Salem,373028.0,2.0,U,654.0,O,Penn National Gaming,0.0,265192.0
llc8849,3.0,ME,79.0,F,Hollywood,427837.0,1.0,W,309.0,O,Energy Future Holdings,7.0,925881.0
qlp8850,0.0,CA,61.0,f,Orlando,130178.0,3.0,D,834.0,O,,0.0,
SQK8851,0.0,WI,,,Whitehorse,479893.0,2.0,D,828.0,O,Time Warner,7.0,2568313.0
gol8852,5.0,CT,67.0,h,Chula Vista,59875.0,1.0,,601.0,O,Vulcan Materials,1.0,2374752.0
IDD8853,2.0,OH,32.0,,Topeka,469318.0,4.0,W,732.0,O,Great Plains Energy,2.0,1847435.0
UTD8854,0.0,Prince Edward Island,13.0,,Casper,380997.0,2.0,M,583.0,O,SPX,2.0,2736541.0
Pds8855,4.0,Alberta,9.0,,Long Beach,449048.0,,M,406.0,O,Erie Insurance Group,8.0,3405429.0
OKE8856,0.0,MA,13.0,,Simi Valley,172034.0,0.0,M,761.0,O,Avon Products,0.0,281817.0
Oxt8857,2.0,Quebec,41.0,,Las Cruces,171637.0,4.0,S,584.0,O,Complete Production Services,1.0,2973782.0
Ldf8858,4.0,NE,72.0,,Vancouver,360522.0,5.0,M,,O,Maxim Integrated Products,3.0,2359057.0
KCB8859,2.0,NJ,99.0,,Bridgeport,139173.0,3.0,S,557.0,O,First American Corp.,2.0,1143360.0
qnw8860,5.0,NE,52.0,,Inglewood,17325.0,0.0,S,614.0,O,TIAA-CREF,9.0,3013913.0
