assay_id,relationship_type,variant_id,cell_id,assay_strain,description,curated_by,src_assay_id,assay_cell_type,assay_category,tissue_id,tid,bao_format,assay_type,assay_subcellular_fraction,doc_id,assay_tissue,confidence_score,src_id,chembl_id
952,H,,,,Inhibition of [3H]- OH-DPAT binding against 5-hydroxytryptamine 1A receptor from human recombinant,Autocuration,,,,,51,BAO_0000357,B,,15267,,8,1,CHEMBL616131
953,H,,308.0,,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor serotonergic receptor in human HeLa cells,Autocuration,,HeLa,,,51,BAO_0000219,B,,17158,,8,1,CHEMBL616132
954,D,,308.0,,Receptor binding affinity for cloned human 5-hydroxytryptamine 1A receptor in HeLa cells,Expert,,HeLa,,,51,BAO_0000219,B,,14214,,9,1,CHEMBL616133
955,H,,,,Tested in vitro for its ability to bind to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,Autocuration,,,,,51,BAO_0000357,B,,17133,,8,1,CHEMBL616134
956,H,,,,The binding affinity at the 5-hydroxytryptamine 1A receptor determined using [3H]5-CT,Autocuration,,,,,51,BAO_0000357,B,,16532,,8,1,CHEMBL616135
957,D,,,,Affinity for 5-hydroxytryptamine 1A receptor subtype,Expert,,,,,51,BAO_0000357,B,,2391,,9,1,CHEMBL616136
958,H,,,,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1A receptor from cloned Human membranes,Autocuration,,,,,51,BAO_0000019,B,,14447,,8,1,CHEMBL616137
959,H,,,,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1A receptor from cloned Human membranes.,Autocuration,,,,,51,BAO_0000019,B,,14447,,8,1,CHEMBL872105
960,H,,,,The compound was tested for binding affinity against 5-hydroxytryptamine 1A receptor receptor,Autocuration,,,,,51,BAO_0000357,B,,15086,,8,1,CHEMBL616138
961,D,,,,Binding affinity for cloned human 5-hydroxytryptamine 1A receptor,Expert,,,,,51,BAO_0000357,B,,13051,,9,1,CHEMBL616139
962,H,,,,"Ability to influence the binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor; Not active",Autocuration,,,,,51,BAO_0000019,F,,16026,,8,1,CHEMBL616140
963,H,,,,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1A receptor; ND means not determined,Expert,,,,,51,BAO_0000019,B,,17085,,8,1,CHEMBL616141
964,H,,,,Tested in vitro for its ability to bind to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,Autocuration,,,,,51,BAO_0000357,B,,17133,,8,1,CHEMBL616142
965,H,,,,Tested in vitro for its ability to bind to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand; ND means Not determined,Autocuration,,,,,51,BAO_0000357,B,,17133,,8,1,CHEMBL616143
966,H,,308.0,,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT denotes not tested,Autocuration,,HeLa,,,51,BAO_0000219,B,,17211,,8,1,CHEMBL616144
967,H,,308.0,,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT=not tested,Autocuration,,HeLa,,,51,BAO_0000219,B,,17211,,8,1,CHEMBL616145
968,H,,308.0,,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT denotes not tested,Autocuration,,HeLa,,,51,BAO_0000219,B,,17211,,8,1,CHEMBL616012
969,H,,308.0,,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT denotes not tested,Autocuration,,HeLa,,,51,BAO_0000219,B,,17211,,8,1,CHEMBL616013
970,H,,,,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT.; NT is not tested",Autocuration,,,,,51,BAO_0000019,F,,16394,,8,1,CHEMBL616014
971,H,,,,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT.; NT is not tested",Autocuration,,,,,51,BAO_0000019,F,,16394,,8,1,CHEMBL616015
972,H,,,,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT.; NT is not tested",Autocuration,,,,,51,BAO_0000019,F,,16394,,8,1,CHEMBL616016
973,H,,,,Antagonist induction of hypothermia by 8-OH-DPAT in 5-hydroxytryptamine 1A receptor after subcutaneous administration; NT is not tested,Autocuration,,,,,51,BAO_0000218,F,,16394,,8,1,CHEMBL616017
974,H,,,,Binding affinity at human 5-hydroxytryptamine 1A receptor by inhibition of [3H]-8-OH-DPAT binding in Chinese hamster ovary cell line; NT is not tested,Autocuration,,,,,51,BAO_0000019,B,,16394,,8,1,CHEMBL616018
975,H,,,,EC50 for inhibition of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor receptor; Not tested,Autocuration,,,,,51,BAO_0000019,F,,15740,,8,1,CHEMBL616019
976,H,,,,EC50 for inhibition of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor; Not tested,Autocuration,,,,,51,BAO_0000019,F,,15740,,8,1,CHEMBL616020
977,H,,,,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor,Autocuration,,,,,51,BAO_0000357,B,,15740,,8,1,CHEMBL858018
978,H,,722.0,,Binding affinity against human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,Autocuration,,HEK293,,,51,BAO_0000219,F,,17296,,8,1,CHEMBL616021
979,H,,,,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at 1 uM.",Expert,,,,,51,BAO_0000019,F,,5640,,8,1,CHEMBL616022
980,H,,,,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at a concentration of 1 uM; ND means Not determined",Autocuration,,,,,51,BAO_0000019,F,,5640,,8,1,CHEMBL616023
981,H,,,,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at a concentration of 1 uM; ND means not determined",Autocuration,,,,,51,BAO_0000019,F,,5640,,8,1,CHEMBL616024
982,H,,,,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at a concentration of 1 uM; Not determined",Autocuration,,,,,51,BAO_0000019,F,,5640,,8,1,CHEMBL616025
983,H,,449.0,,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor,Autocuration,,CHO,,,51,BAO_0000219,F,,2759,,8,1,CHEMBL616026
984,H,,,,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT",Autocuration,,,,,51,BAO_0000019,F,,16394,,8,1,CHEMBL616027
985,D,,,,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared to 5-HT",Expert,,,,,51,BAO_0000019,F,,16394,,9,1,CHEMBL616028
986,D,,,,Percent efficacy against human 5-hydroxytryptamine 1A receptor relative to maximal 5-HT response,Expert,,,,,51,BAO_0000019,F,,3445,,9,1,CHEMBL616029
987,H,,449.0,,Binding affinity for 5-hydroxytryptamine 1A receptor was determined by incubating human 5-hydroxytryptamine 1A receptor transfected CHO cells with [3H]8-OH-DPAT,Expert,,CHO,,,51,BAO_0000219,B,,4316,,8,1,CHEMBL616030
988,H,,,,In vitro inhibition of [3H]8-OH-DPAT binding to human cloned 5-hydroxytryptamine 1A receptor on CHO cell membranes.,Expert,,,,,51,BAO_0000019,B,,4316,,8,1,CHEMBL616031
989,D,,,,Agonist efficacy on 5-hydroxytryptamine 1A receptor subtype,Expert,,,,,51,BAO_0000019,F,,15180,,9,1,CHEMBL616032
990,D,,,,Agonist efficacy on 5-hydroxytryptamine 1A receptor subtype,Expert,,,,,51,BAO_0000019,F,,15180,,9,1,CHEMBL616033
991,H,,,,Maximum binding affinity was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,Autocuration,,,,,51,BAO_0000019,F,,15042,,8,1,CHEMBL616034
992,H,,,,Maximum binding affinity was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,Autocuration,,,,,51,BAO_0000019,F,,15042,,8,1,CHEMBL616035
993,H,,,,Maximum binding affinity was evaluated as ([35S]GTP binding on cloned human 5-hydroxytryptamine 1A receptor,Autocuration,,,,,51,BAO_0000019,F,,15042,,8,1,CHEMBL616036
994,H,,,,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,Autocuration,,,,,51,BAO_0000019,F,,15042,,8,1,CHEMBL616037
995,H,,,,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,Autocuration,,,,,51,BAO_0000019,F,,15042,,8,1,CHEMBL616038
996,H,,,,Agonist efficacy was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,Autocuration,,,,,51,BAO_0000019,F,,15042,,8,1,CHEMBL616039
997,H,,,,Agonist efficacy was evaluated as [35S]GTP binding on cloned human 5-hydroxytryptamine 1A receptor,Autocuration,,,,,51,BAO_0000019,F,,15042,,8,1,CHEMBL616040
998,D,,308.0,,Concentration required to obtain 50% maximal stimulation of [35S]GTP gamma-S binding to human cloned 5-HT1A receptors of cell membranes from HeLa cells,Expert,,HeLa,,,51,BAO_0000219,F,,15180,,9,1,CHEMBL616041
999,D,,308.0,,Negative logarithm of concentration required to obtain 50% maximal stimulation of [35S]GTP gamma-S binding to human cloned 5-HT1A receptors of cell membranes from HeLa cells,Expert,,HeLa,,,51,BAO_0000219,F,,15180,,9,1,CHEMBL616042
1000,D,,308.0,,Negative logarithm of concentration required to obtain 50% maximal stimulation of [35S]GTP gamma-S binding to human cloned 5-HT1A receptors of cell membranes from HeLa cells,Expert,,HeLa,,,51,BAO_0000219,F,,15180,,9,1,CHEMBL616043
1001,H,,,,"Potency (pD2) for the stimulation of [35S]GTP-gamma-S, binding on 5-hydroxytryptamine 1A receptor",Autocuration,,,,,51,BAO_0000019,F,,16245,,8,1,CHEMBL616044
1002,H,,,,"Ability to influence the binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor",Autocuration,,,,,51,BAO_0000019,F,,16026,,8,1,CHEMBL616045
1003,H,,722.0,,Binding affinity against human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,Autocuration,,HEK293,,,51,BAO_0000219,F,,17296,,8,1,CHEMBL616046
1004,H,,449.0,,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor expressed in CHO cells (experiment 2),Autocuration,,CHO,,,51,BAO_0000219,F,,2759,,8,1,CHEMBL616047
1005,H,,449.0,,Compound was tested for its potency against human 5-hydroxytryptamine 1A receptor expressed in CHO cells,Autocuration,,CHO,,,51,BAO_0000219,F,,2759,,8,1,CHEMBL616048
1006,D,,449.0,,Potency against human 5-hydroxytryptamine 1A receptor expressed in CHO cells (experiment 1),Expert,,CHO,,,51,BAO_0000219,F,,2759,,9,1,CHEMBL616049
1007,H,,449.0,,Compound was tested for its potency against human 5-hydroxytryptamine 1A receptor expressed in CHO cells (experiment 2),Autocuration,,CHO,,,51,BAO_0000219,F,,2759,,8,1,CHEMBL616050
1008,H,,,,In vitro effective concentration required to inhibit forskolin-stimulated cAMP levels in HA7 cells expressing human 5-HT1A receptor,Expert,,,,,51,BAO_0000219,F,,15419,,8,1,CHEMBL616051
1009,H,,,,In vitro effective concentration required to inhibit forskolin-stimulated cAMP levels in HA7 cells expressing human 5-HT1A receptor; Not tested,Autocuration,,,,,51,BAO_0000219,F,,15419,,8,1,CHEMBL616212
1010,H,,,,"ability to influence the binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor",Autocuration,,,,,51,BAO_0000019,F,,16026,,8,1,CHEMBL616213
1011,H,,,,Ability to bind to 5-hydroxytryptamine 1A receptor from cloned human expressed in Ha7 cells,Expert,,,,,51,BAO_0000219,B,,1414,,8,1,CHEMBL616214
1012,H,,,,Ability to bind to 5-hydroxytryptamine 1A receptor subtype from cloned human expressed in Ha7 cells,Expert,,,,,51,BAO_0000219,B,,1414,,8,1,CHEMBL616215
1013,H,,,,Binding activity radioligand.,Autocuration,,,,,51,BAO_0000357,B,,12861,,8,1,CHEMBL616216
1014,H,,,,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,Autocuration,,,,,51,BAO_0000019,B,,12861,,8,1,CHEMBL616217
1015,H,,,,Binding affinity for human cloned 5-hydroxytryptamine 1A receptor,Autocuration,,,,,51,BAO_0000357,B,,5104,,8,1,CHEMBL616218
1016,H,,,,Binding affinity for human cloned 5-hydroxytryptamine 1A receptor,Autocuration,,,,,51,BAO_0000357,B,,5105,,8,1,CHEMBL616219
1017,H,,,,binding affinity towards human recombinant 5-hydroxytryptamine 1A receptor,Autocuration,,,,,51,BAO_0000357,B,,16312,,8,1,CHEMBL616220
1018,D,,,,Displacement of [3H]8-hydroxy-2-(di-n-propylamino)tetralin from human 5-hydroxytryptamine 1A receptor,Expert,,,,,51,BAO_0000357,B,,15180,,9,1,CHEMBL833493
1019,H,,,,Ability to displace the radioligand [3H]-8-OH-DPAT from human 5-hydroxytryptamine 1A receptor,Autocuration,,,,,51,BAO_0000357,B,,5033,,8,1,CHEMBL616221
1020,D,,449.0,,Affinity constant on CHO cells expressing Human recombinant 5-hydroxytryptamine receptor 1A,Expert,,CHO,,,51,BAO_0000219,B,,16909,,9,1,CHEMBL616222
1021,H,,,,Antagonistic affinity against cloned human 5-hydroxytryptamine 1A receptor,Autocuration,,,,,51,BAO_0000019,F,,2590,,8,1,CHEMBL616223
1022,H,,,,Antagonistic affinity against cloned human 5-hydroxytryptamine 1A receptor; Not determined,Autocuration,,,,,51,BAO_0000019,F,,2590,,8,1,CHEMBL616224
1023,H,,,,Binding affinity at human 5-hydroxytryptamine 1A receptor by inhibition of [3H]8-OH-DPAT binding in Chinese hamster ovary cell line,Expert,,,,,51,BAO_0000019,B,,16394,,8,1,CHEMBL616225
1024,D,,722.0,,Binding affinity to human cloned 5-hydroxytryptamine 1A receptor in HEK 293 cells using [3H]-8-OH- DPAT as radioligand,Expert,,HEK293,,,51,BAO_0000219,B,,4540,,9,1,CHEMBL616226
1025,H,,722.0,,Binding affinity against 5-hydroxytryptamine 1A human cloned receptors in HEK293 cells,Autocuration,,HEK293,,,51,BAO_0000219,B,,17296,,8,1,CHEMBL616227
1026,H,,722.0,,Binding affinity against 5-hydroxytryptamine 1A human cloned receptors in HEK293 cells using [3H]8-OH-DPAT as radioligand,Autocuration,,HEK293,,,51,BAO_0000219,B,,17296,,8,1,CHEMBL616228
1027,H,,722.0,,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand;,Autocuration,,HEK293,,,51,BAO_0000219,B,,15779,,8,1,CHEMBL616229
1028,H,,722.0,,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand; ND means no data,Autocuration,,HEK293,,,51,BAO_0000219,B,,15779,,8,1,CHEMBL616230
1029,H,,722.0,,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand;ND means no data.,Autocuration,,HEK293,,,51,BAO_0000219,B,,15779,,8,1,CHEMBL616231
1030,H,,,,Binding affinity towards 5-hydroxytryptamine 1A receptor in human using [3H]8-OH-DPAT as radioligand,Autocuration,,,,,51,BAO_0000357,B,,6166,,8,1,CHEMBL616232
1031,H,,722.0,,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand;,Autocuration,,HEK293,,,51,BAO_0000219,B,,15779,,8,1,CHEMBL616233
1032,H,,722.0,,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1A receptor in HEK 293 cells using [3H]8-OH-DPAT as the radioligand,Autocuration,,HEK293,,,51,BAO_0000219,B,,4199,,8,1,CHEMBL857973
1033,H,,,,Compound was evaluated for its ability to displace [3H]8-OH-DPAT binding from human 5-hydroxytryptamine 1A receptor in mammalian cells,Autocuration,,,,,51,BAO_0000219,B,,15316,,8,1,CHEMBL616234
1034,H,,,,Compound was tested for binding affinity against human 5-hydroxytryptamine 1A receptor,Autocuration,,,,,51,BAO_0000357,B,,14875,,8,1,CHEMBL616235
1035,H,,308.0,,Binding affinity at human cloned 5-hydroxytryptamine 1A receptor expressed in HeLa cells by [3H]8-hydroxy-2-(di-n-propylamino)tetraline displacement.,Expert,,HeLa,,,51,BAO_0000219,B,,14727,,8,1,CHEMBL616236
1036,H,,,,Binding affinity at native 5-hydroxytryptamine 1A receptor in rat by [3H]8-hydroxy-2-(di-n-propylamino)tetraline displacement.,Expert,,,,,51,BAO_0000019,B,,14727,,8,1,CHEMBL616237
1037,H,,722.0,,Compound was tested for its binding affinity against 5-hydroxytryptamine 1A receptor in human cloned receptors in HEK 293 cells using [3H]8-OH-DPAT,Autocuration,,HEK293,,,51,BAO_0000219,B,,15146,,8,1,CHEMBL616238
1038,H,,722.0,,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1A receptor in HEK 293 using [3H]5-CT as a radioligand,Autocuration,,HEK293,,,51,BAO_0000219,B,,5213,,8,1,CHEMBL616239
1039,H,,,,In vitro binding affinity at human recombinant 5-hydroxytryptamine 1A receptor in mammalian cells using 3[H]8-OH-DPAT as the radioligand,Autocuration,,,,,51,BAO_0000219,B,,16429,,8,1,CHEMBL616240
1040,D,,308.0,,The binding affinity was evaluated on cloned human 5-hydroxytryptamine 1A receptor expressed in HeLa cells by using DPAT as radioligand.,Expert,,HeLa,,,51,BAO_0000219,B,,15042,,9,1,CHEMBL616241
1041,H,,722.0,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1A receptor in HEK 293 cells using [3H]8-OH-DPAT.,Autocuration,,HEK293,,,51,BAO_0000219,B,,14818,,8,1,CHEMBL616242
1042,H,,722.0,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1A receptor in HEK293 cells, using [3H]8-OH-DPAT as radioligand",Autocuration,,HEK293,,,51,BAO_0000219,B,,4829,,8,1,CHEMBL616243
1043,D,,,,In vitro inhibitory concentration required against [3H]8-OH-DPAT binding to cloned human 5-hydroxytryptamine 1A receptor,Expert,,,,,51,BAO_0000357,B,,17200,,9,1,CHEMBL616244
1044,D,,,,The compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1A receptor,Autocuration,,,,,51,BAO_0000357,B,,13051,,9,1,CHEMBL616245
1045,H,,,,Binding affinity towards 5-HT1B receptor by the displacement of [3H]-5-CT] in human recombinant receptors in mammalian cell,Autocuration,,,,,106,BAO_0000357,B,,5486,,8,1,CHEMBL616246
1046,H,,,,Binding affinity against 5-HT1D receptor,Autocuration,,,,,105,BAO_0000357,B,,5254,,8,1,CHEMBL616247
1047,H,,,,Binding affinity against 5-hydroxytryptamine 1A receptor,Autocuration,,,,,105,BAO_0000357,B,,5254,,8,1,CHEMBL616248
1048,H,,,,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,Autocuration,,,,,107,BAO_0000357,B,,15331,,8,1,CHEMBL616249
1049,H,,,,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT binding assay,Autocuration,,,,,10576,BAO_0000357,B,,13506,,8,1,CHEMBL616250
1050,H,,,,Inhibition of [3H]- 8-OH-DAPT binding against human recombinant 5-hydroxytryptamine 1A receptor,Autocuration,,,,,51,BAO_0000357,B,,15267,,8,1,CHEMBL616251
1051,H,,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice 15 min after administration of the compound,Autocuration,,,,,11863,BAO_0000218,F,,16616,,8,1,CHEMBL616252
1052,H,,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice 30 min after administration of the compound,Autocuration,,,,,11863,BAO_0000218,F,,16616,,8,1,CHEMBL616253
1053,H,,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice 60 min after administration of the compound,Autocuration,,,,,11863,BAO_0000218,F,,16616,,8,1,CHEMBL616254
1054,D,,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 10 mg/kg after 15 min,Expert,,,,,11863,BAO_0000218,F,,16616,,9,1,CHEMBL616255
1055,D,,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 10 mg/kg after 30 min,Expert,,,,,11863,BAO_0000218,F,,16616,,9,1,CHEMBL832872
1056,D,,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 10 mg/kg after 60 min,Expert,,,,,11863,BAO_0000218,F,,16616,,9,1,CHEMBL616256
1057,D,,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 1 mg/kg after 15 min,Expert,,,,,11863,BAO_0000218,F,,16616,,9,1,CHEMBL616257
1058,D,,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 1 mg/kg after 30 min,Expert,,,,,11863,BAO_0000218,F,,16616,,9,1,CHEMBL616258
1059,D,,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 1 mg/kg after 60 min,Expert,,,,,11863,BAO_0000218,F,,16616,,9,1,CHEMBL616384
